Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
03/31/1990,,,0.0,,31.297001,31.297001,,,,,,
06/30/1990,,,0.0,,32.221001,32.221001,,,,,,
09/30/1990,,,0.0,,33.290001,33.290001,,,,,,
12/31/1990,,,0.0,,29.787001,29.787001,,,,,,
03/31/1991,,,0.0,,28.214001,28.214001,,,,,,
06/30/1991,,,0.0,,37.084,37.084,,,,,,
09/30/1991,,,0.0,,39.076,39.076,,,,,,
12/31/1991,,,0.0,,40.316002,40.316002,,,,,,
03/31/1992,,,0.0,,43.213001,43.213001,,,,,,
06/30/1992,,,0.0,,47.945999,47.945999,,,,,,
09/30/1992,,,0.0,,48.636002,48.636002,,,,,,
12/31/1992,,,0.0,,48.911999,48.911999,,,,,,
03/31/1993,,,0.0,,72.651001,72.651001,,,,,,
06/30/1993,,,0.0,,63.841,63.841,,,,,,
09/30/1993,,,0.0,,59.817001,59.817001,,,,,,
12/31/1993,,,0.0,,62.723999,62.723999,,,,,,
03/31/1994,,,0.0,,65.740997,65.740997,,,,,,
06/30/1994,,,0.0,,64.950996,64.950996,,,,,,
09/30/1994,,,0.0,,65.046997,65.046997,,,,,,
12/31/1994,,,0.0,,64.470001,64.470001,,,,,,
03/31/1995,,,0.0,,66.005997,66.005997,,,,,,
06/30/1995,,,0.0,,67.306999,67.306999,,,,,,
09/30/1995,,,0.0,,69.834,69.834,,,,,,
12/31/1995,,,0.0,,68.272003,68.272003,,,,,,
03/31/1996,,,0.0,,77.625,77.625,,,,,,
06/30/1996,,,0.0,,79.737,79.737,,,,,,
09/30/1996,,,0.0,,83.320999,83.320999,,,,,,
12/31/1996,,,0.0,,81.480003,81.480003,,,,,,
03/31/1997,,,0.0,,96.861,96.861,,,,,,
06/30/1997,,,0.0,,96.509003,96.509003,,,,,,
09/30/1997,,,0.0,,106.552002,106.552002,,,,,,
12/31/1997,,,0.0,,97.652,97.652,,,,,,
03/31/1998,,,112.099998,,102.105,102.105,,,,,,
06/30/1998,,,114.199997,,119.029,119.029,,,,,,
12/31/1998,,,116.300003,,103.351,103.351,,,,,,
