Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1994,100.704002,,-97.272003,,,3.431999,,-3.707,,,,-0.275,-5.406,,6.63,,0.0,,-1.224,-5.681,-0.277,-5.958,0.0,,,-5.958,0.0,-5.958,0.0,,-5.958,-5.958,,83.899002,-0.07,-0.07,,83.899002,-0.07,-0.07,-0.07,
06/30/1994,105.379997,,-101.783997,,,3.596001,,-3.55,,,,0.046,-5.829,,6.978,,0.0,,-1.149,-5.783,-0.079,-5.862,0.0,,,-5.862,0.0,-5.862,0.0,,-5.862,-5.862,,84.033997,-0.07,-0.07,,84.033997,-0.07,-0.07,-0.07,
09/30/1994,129.218994,,-115.360001,,,13.858994,,-3.288,,,,10.571,-4.904,,6.985,,0.0,,-2.081,5.667,-0.021,5.646,0.0,,,5.646,0.0,5.646,0.0,,5.646,5.646,,84.177002,0.07,0.07,,84.177002,0.07,0.07,0.07,
12/31/1994,102.856003,,-111.288002,,,-8.431999,,-3.317,,,,-11.749,-4.974,,6.937,,0.0,,-1.963,-16.723,-0.092,-16.815001,0.0,,,-16.815,0.0,-16.815001,0.0,,-16.815001,-16.815001,,84.251999,-0.2,-0.2,-0.2,84.251999,-0.2,-0.2,-0.2,
03/31/1995,92.796997,,-106.433998,,,-13.637001,,-3.589,,,,-17.226,-4.576,,6.912,,0.0,,-2.336,-21.802,0.067,-21.735001,0.0,,,-21.735,0.0,-21.735001,0.0,,-21.735001,-21.735001,,84.301003,-0.26,-0.26,,84.301003,-0.26,-0.26,-0.26,
06/30/1995,117.382004,,-112.121002,,,5.261002,,-3.633,,,,1.628,-5.193,,6.926,,0.0,,-1.733,-3.565,-0.141,-3.706,0.0,,,-3.706,0.0,-3.706,0.0,,-3.706,-3.706,,84.518997,-0.04,-0.04,,84.518997,-0.04,-0.04,-0.04,
09/30/1995,134.343002,,-124.158997,,,10.184006,,-3.77,,,,6.414,-5.539,,6.933,,0.0,,-1.394,0.875,-0.212,0.663,0.0,,,0.663,0.0,0.663,0.0,,0.663,0.663,,84.726997,0.01,0.01,,84.726997,0.01,0.01,0.01,
12/31/1995,126.775002,,-116.146004,,,10.628998,,-3.7,,,,6.929,-0.119,,6.931,,0.0,,-6.812,6.81,-0.468,6.342,0.0,,,6.342,0.0,6.342,0.0,,6.342,6.342,,84.808998,0.07,0.07,0.07,84.808998,0.07,0.07,0.07,
03/31/1996,126.807999,,-116.492996,,,10.315002,,-4.021,,,,6.294,-3.812,,6.7,,0.0,,-2.888,2.482,-0.125,2.357,0.0,,,2.357,0.0,2.357,0.0,,2.357,2.357,,84.984001,0.03,0.03,0.03,87.537003,0.03,0.03,0.03,
06/30/1996,137.166,,-115.341003,,,21.824997,,-3.896,,,,17.929001,-4.927,,6.552,,0.0,,-1.625,13.002001,-0.337,12.665,0.0,,,12.665001,0.0,12.665,0.0,,12.665,12.665,,85.301003,0.15,0.15,0.15,87.748001,0.15,0.15,0.15,
09/30/1996,154.682999,,-122.359001,,,32.323997,,-4.046,,,,28.278,-5.059,,6.192,,0.0,,-1.133,23.219,-0.509,22.709999,0.0,,,22.71,0.0,22.709999,0.0,,22.709999,22.709999,,87.690002,0.27,0.27,0.27,88.331001,0.26,0.26,0.26,
12/31/1996,152.503006,,-121.705002,,,30.798004,,-4.628,,,,26.17,-4.343,,5.587,,0.0,,-1.244,21.827,1.779,23.606001,0.0,,,23.606,0.0,23.606001,0.0,,23.606001,23.606001,,84.306999,0.28,0.28,0.28,88.223,0.27,0.27,0.27,
03/31/1997,144.764999,,-129.487,,,15.278,,-4.292,,,,10.986,-3.121,,5.403,,0.0,,-2.282,7.865,-0.234,7.631,3.478,,,4.153,0.0,4.153,0.0,,4.153,4.153,,85.625,0.05,0.09,0.32,88.787003,0.05,0.09,0.32,
06/30/1997,164.785004,,-113.458,,,51.327003,,-4.291,,,,47.035999,-2.979,,4.028,,0.0,,-1.049,44.056999,-3.477,40.580002,0.0,,,40.579999,0.0,40.580002,0.0,,40.580002,40.580002,,85.931999,0.47,0.47,0.47,88.782997,0.46,0.46,0.46,
09/30/1997,195.455994,,-127.681,,,67.774994,,-4.061,,,,63.714001,-2.577,,3.938,,0.0,,-1.361,61.137001,-6.85,54.286999,0.0,,,54.287001,0.0,54.286999,0.0,,54.286999,54.286999,,86.5,0.63,0.63,0.63,89.458,0.61,0.61,0.61,
12/31/1997,190.246002,,-125.198997,,,65.047005,,-4.327,,,,60.720001,-0.491,,2.873,,0.0,,-2.382,60.229001,-6.302,53.926998,6.288,,,47.639001,0.0,47.639,0.0,,47.639,47.639,,86.599998,0.55,0.62,0.62,89.708,0.53,0.6,0.6,
03/31/1998,183.914001,,-114.893997,,,69.020004,,-4.503,,,,64.516998,1.458,,0.852,,0.0,,-2.31,65.974998,-23.216,42.758999,0.0,,,42.758999,0.0,42.758999,0.0,,42.758999,42.758999,,86.846001,0.49,0.49,0.49,89.362,0.48,0.48,0.48,
06/30/1998,204.240005,,-133.238998,,,71.001007,,-4.766,,,,66.235001,1.863944,,0.154,,0.0,,-2.017944,68.098945,-23.709999,44.389,0.0,,,44.388946,0.0,44.389,0.0,,44.389,44.389,,87.014,0.51,0.51,0.51,89.239998,0.5,0.5,0.5,
09/30/1998,183.470001,,-131.604996,,,51.865005,,-4.376,,,,47.488998,4.128,,0.065,,0.0,,-4.193,51.616998,-19.122,32.494999,0.0,,,32.494999,0.0,32.494999,0.0,,32.494999,32.494999,,85.072998,0.38,0.38,0.38,85.940002,0.38,0.38,0.38,
12/31/1998,134.725998,,-126.033997,,,8.692001,,-4.721,,,,3.971,4.039,,0.165,,0.0,,-4.204,8.01,-3.193,4.817,0.0,,,4.817,0.0,4.817,0.0,,4.817,4.817,,85.072998,0.06,0.06,0.06,85.940002,0.06,0.06,0.06,
03/31/1999,100.053,,-109.413,,,-9.36,,-4.844,,,,-14.204,-0.497,2.919,2.919,,0.0,,-2.422,-14.701,4.699,-10.002,0.0,,,-10.002,0.0,-10.002,0.0,,-10.002,-10.002,,83.087,-0.12,-0.12,-0.12,83.943,-0.12,-0.12,-0.12,
06/30/1999,119.169,,-117.04,,,2.129,,-4.645,,,,-2.516,-1.499,2.831,2.831,,0.0,,-1.332,-4.015,1.393,-2.622,0.0,,,-2.622,0.0,-2.622,0.0,,-2.622,-2.622,,83.106,-0.03,-0.03,-0.03,84.383,-0.03,-0.03,-0.03,
09/30/1999,119.923,,-113.018,,,6.905,,-4.572,,,,2.333,-1.442,2.753,2.753,,0.0,,-1.311,0.891,-0.29,0.601,0.0,,,0.601,0.0,0.601,0.0,,0.601,0.601,,83.227,0.01,0.01,0.01,84.833,0.01,0.01,0.01,
12/31/1999,121.417,,-112.302,,,9.115,,-4.338,,,,4.777,-1.488,1.996,3.014,-1.018,0.0,,-0.508,3.289,-0.932,2.357,0.0,,,2.357,0.0,2.357,0.0,,2.357,2.357,,84.764,0.03,0.03,0.03,84.764,0.03,0.03,0.03,
03/31/2000,127.73,,-112.677,,,15.053,,-4.848,,,,10.205,-0.465,0.531,2.342,-1.811,0.0,,-0.066,9.74,-3.636,6.104,0.0,,,6.104,0.0,6.104,0.0,0.0,6.104,6.104,,87.589,0.07,0.07,0.07,89.569,0.07,0.07,0.07,
06/30/2000,143.161,,-121.498,,,21.663,,-5.941,,,,15.722,2.077,-1.89,1.188,-3.078,0.0,,-0.187,17.799,-6.703,11.096,0.0,,,11.096,0.0,11.096,0.0,0.0,11.096,11.096,,93.988,0.12,0.12,0.12,96.161,0.12,0.12,0.12,
09/30/2000,190.849,,-142.755,,,48.094,,-6.69,,,,41.404,-1.171,1.307,4.245,-2.938,0.0,,-0.136,40.233,-14.674,25.559,0.0,,,25.559,0.0,25.559,0.0,,25.559,25.559,,94.312,0.27,0.27,0.27,96.33,0.27,0.27,0.27,
12/31/2000,184.219,,-133.387,,,50.832,,-6.593,,,,44.239,-1.148,1.246,4.367,-3.121,0.0,,-0.098,43.091,-15.637,27.454,0.0,,,27.454,0.0,27.454,0.0,,27.454,27.454,,96.104,0.29,0.29,0.29,96.104,0.29,0.29,0.29,
03/31/2001,193.514,,-136.592,,,56.922,,-6.389,,,,50.533,-0.976,1.071,4.057,-2.986,0.0,,-0.095,49.557,-17.841,31.716,0.0,,,31.716,0.0,31.716,0.0,0.0,31.716,31.716,,94.282,0.34,0.34,0.34,96.279,0.33,0.33,0.33,
06/30/2001,210.394,,-148.854,,,61.54,,-7.794,,,,53.746,-1.001,1.03,3.402,-2.372,0.0,,-0.029,52.745,-18.433,34.312,0.0,,,34.312,0.0,34.312,0.0,0.0,34.312,34.312,,94.484,0.36,0.36,0.36,96.495,0.36,0.36,0.36,
09/30/2001,191.325,,-150.487,,,40.838,,-7.249,,,,33.589,-1.18,1.267,2.93,-1.663,0.0,,-0.087,32.409,-11.769,20.64,0.0,,,20.64,0.0,20.64,0.0,0.0,20.64,20.64,,94.282,0.22,0.22,0.22,95.421,0.22,0.22,0.22,
12/31/2001,135.831,,-142.83,,,-6.999,,-6.238,,,,-13.237,-1.267,1.32,2.681,-1.361,0.0,,-0.053,-14.504,4.834,-9.67,0.0,,,-9.67,0.0,-9.67,0.0,0.0,-9.67,-9.67,,93.298,-0.1,-0.1,-0.1,93.649,-0.1,-0.1,-0.1,
03/31/2002,137.805,,-151.085,,,-13.28,,-6.395,,,,-19.675,155.002,2.225,3.363,-1.138,0.0,,-157.227,135.327,-47.65,87.677,0.0,,,87.677,0.0,87.677,0.0,0.0,87.677,87.677,,93.787,0.93,0.93,-0.16,95.25,0.92,0.92,-0.15,
06/30/2002,148.498,,-153.708,,,-5.21,,-6.422,,,,-11.632,-2.26,2.543,3.727,-1.184,0.0,,-0.283,-13.892,5.153,-8.739,0.0,,,-8.739,0.0,-8.739,0.0,0.0,-8.739,-8.739,,93.998,-0.09,-0.09,-0.09,93.998,-0.09,-0.09,-0.09,
09/30/2002,184.153,,-158.278,,,25.875,,-6.434,,,,19.441,-3.416,3.464,4.409,-0.945,0.0,,-0.048,16.025,-5.861,10.164,0.0,,,10.164,0.0,10.164,0.0,0.0,10.164,10.164,,93.724,0.11,0.11,0.11,95.177,0.11,0.11,0.11,
12/31/2002,146.802,,-141.994,,,4.808,,-5.889,,,,-1.081,-3.56,3.585,4.424,-0.839,0.0,,-0.025,-4.641,1.817,-2.824,0.0,,,-2.824,0.0,-2.824,0.0,0.0,-2.824,-2.824,,93.573,-0.03,-0.03,-0.03,93.573,-0.03,-0.03,-0.03,
03/31/2003,131.355,,-147.88,,,-16.525,,-6.505,,,,-23.03,-3.119,3.239,3.761,-0.522,0.0,,-0.12,-26.149,8.967,-17.182,0.0,,,-17.182,0.0,-17.182,0.0,0.0,-17.182,-17.182,,93.617,-0.18,-0.18,-0.18,93.617,-0.18,-0.18,-0.18,
06/30/2003,158.1,,-158.673,,,-0.573,,-6.789,,,,-7.362,-2.821,3.08,3.442,-0.362,0.0,,-0.259,-10.183,3.559,-6.624,0.0,,,-6.624,0.0,-6.624,0.0,0.0,-6.624,-6.624,,93.716,-0.07,-0.07,-0.07,93.716,-0.07,-0.07,-0.07,
09/30/2003,193.883,,-166.428,,,27.455,,-6.126,,,,21.329,-4.032,4.07,4.209,-0.139,0.0,,-0.038,17.297,-5.71,11.587,0.0,,,11.587,0.0,11.587,0.0,0.0,11.587,11.587,,93.877,0.12,0.12,0.12,95.877,0.12,0.12,0.12,
12/31/2003,195.75,,-178.614,,,17.136,,-5.937,,,,11.199,-4.116,4.372,4.473,-0.101,0.0,,-0.256,7.083,-2.638,4.445,0.0,,,4.445,0.0,4.445,0.0,0.0,4.445,4.445,,96.044,0.05,0.05,0.05,96.044,0.05,0.05,0.05,
03/31/2004,170.481,,-177.859,,,-7.378,,-6.215,,,,-13.593,-3.412,3.608,4.268,-0.66,0.0,,-0.196,-17.005,5.697,-11.308,0.0,,,-11.308,0.0,-11.308,0.0,0.0,-11.308,-11.308,,102.132,-0.11,-0.11,-0.11,102.132,-0.11,-0.11,-0.11,
06/30/2004,190.856,,-184.442,,,6.414,,-6.169,,,,0.245,-3.502,3.636,4.504,-0.868,0.0,,-0.134,-3.257,1.132,-2.125,0.0,,,-2.125,0.0,-2.125,0.0,0.0,-2.125,-2.125,,105.819,-0.02,-0.02,-0.02,105.819,-0.02,-0.02,-0.02,
09/30/2004,181.574,,-148.591,,,32.983,,-10.137,,,,22.846,-2.914,3.839,4.999,-1.16,0.0,,-0.925,19.932,-7.649,12.283,2.351,,,9.932,0.0,9.932,0.0,0.0,9.932,9.932,,106.62,0.09,0.12,0.12,108.054,0.09,0.11,0.11,
12/31/2004,190.725,,-149.497,,,41.228,,-12.217,,,,29.011,-2.563,,4.945,-1.721,0.0,,-0.661,26.448,-10.062,16.386,14.158,,,2.228,0.0,2.228,0.0,0.0,2.228,2.228,,108.519,0.02,0.15,0.15,108.519,0.02,0.15,0.15,
03/31/2005,222.392,,-165.953,,,56.439,,-13.26,,,,43.179,6.088,2.539,5.085,-2.546,0.0,,-8.627,49.267,-18.728,30.539,-12.883,,,43.422,0.0,43.422,0.0,0.0,43.422,43.422,,107.812,0.4,0.28,0.24,109.252,0.4,0.28,0.24,
06/30/2005,244.56,,-170.975,,,73.585,,-16.086,,,,57.499,10.012,1.665,5.23,-3.565,0.0,,-11.677,67.511,-24.325,43.186,0.92,,,42.266,0.0,42.266,0.0,0.0,42.266,42.266,,108.559,0.39,0.4,0.33,109.752,0.39,0.39,0.32,
12/31/2005,317.432,,-216.177,,,101.255,,-17.805,,,,83.45,26.53,,6.172,-6.383,0.0,,-26.319,109.98,-40.493,55.43,0.0,,,69.487,0.0,69.487,0.0,0.0,69.487,69.487,,110.967,0.63,0.63,0.49,110.967,0.63,0.63,0.49,
03/31/2006,299.787,,-194.293,,,105.494,,-18.509,,,,86.985,5.367,-2.691,5.638,-8.329,0.0,,-2.676,92.352,-33.247,59.105,0.0,,,59.105,0.0,59.105,0.0,0.0,59.105,59.105,,109.944,0.54,0.54,0.54,111.775,0.53,0.53,0.53,
06/30/2006,382.886,,-224.465,,,158.421,,-16.895,,,,141.526,26.452,-2.081,4.867,-6.948,0.0,,-24.371,167.978,-58.287,109.691,0.0,,,109.691,0.0,109.691,0.0,0.0,109.691,109.691,,110.322,0.99,0.99,0.85,111.951,0.98,0.98,0.84,
09/30/2006,417.114,,-270.687,,,146.427,,-17.326,,,,129.101,4.327,-2.263,4.227,-6.49,0.0,,-2.064,133.428,-47.657,85.771,-1.269,,,87.04,0.0,87.04,0.0,0.0,87.04,87.04,,110.405,0.79,0.78,0.77,111.516,0.78,0.77,0.76,
12/31/2006,410.947,,-284.409,,,126.538,,-18.722,,,,107.816,-8.22,-0.423,5.833,-6.256,0.0,,8.643,99.596,-37.186,62.41,0.0,,,62.41,0.0,62.41,0.0,0.0,62.41,62.41,,111.63,0.57,0.57,0.67,111.63,0.56,0.56,0.67,
03/31/2007,462.254,,-331.999,,,130.255,,-22.357,,,,107.898,24.671,-0.275,5.174,-5.449,0.0,,-24.396,132.569,-46.216,86.353,0.0,,,86.353,0.0,86.353,0.0,0.0,86.353,86.353,,110.487,0.78,0.78,0.64,111.505,0.77,0.77,0.63,
06/30/2007,507.004,,-303.798,,,203.206,,-22.931,,,,180.275,15.802,-0.917,4.564,-5.481,0.0,,-14.885,196.077,-67.953,128.124,0.0,,,128.124,0.0,128.124,0.0,0.0,128.124,128.124,,110.802,1.16,1.16,1.1,112.195,1.14,1.14,1.08,
09/30/2007,502.201,,-282.686,,,219.515,,-22.51,,,,197.005,2.804,-2.021,3.592,-5.613,0.0,,-0.783,199.809,-68.96,130.849,0.0,,,130.849,0.0,130.849,0.0,0.0,130.849,130.849,-0.708,111.177,1.18,1.18,1.17,112.574,1.16,1.16,1.15,
12/31/2007,623.6,,-388.3,,,235.3,,-27.1,,,,208.2,2.4,-1.7,,-1.7,0.0,,-0.7,210.6,-72.1,138.5,0.0,,,138.5,0.0,138.5,0.0,0.0,138.5,138.5,,112.6,1.23,1.23,1.23,112.6,1.23,1.23,1.23,
03/31/2008,485.489,,-315.794,,,169.695,,-27.399,,,,142.296,8.158,-2.448,0.727,-3.175,0.0,,-5.71,150.454,-51.829,98.625,0.0,,,98.625,0.0,98.625,0.0,0.0,98.625,98.625,-3.536,111.463,0.88,0.88,0.85,112.576,0.88,0.88,0.85,
06/30/2008,587.142,,-342.655,,,244.487,0.0,-62.727,30.773,,31.954,181.76,2.098,-1.189,0.0,-1.189,,,-0.909,183.858,-63.25,120.608,,,,120.608,,120.608,,0.0,120.608,120.608,-0.97955,112.921,1.07,1.07,1.061325,113.842,1.06,1.06,1.051325,
09/30/2008,527.058,,-348.734,,,178.324,,-27.595,,,,150.729,20.604,-1.081,0.0,-1.081,0.0,,-19.523,171.333,-57.219,114.114,0.0,,,114.114,0.0,114.114,0.0,0.0,114.114,114.114,-13.66,113.055,1.01,1.01,0.89,113.79,1.0,1.0,0.88,
12/31/2008,613.0,,-355.3,,,257.7,,-140.6,29.4,,111.2,117.1,31.3,-0.85,,-0.85,,,-30.45,148.4,-54.1,94.3,,,,94.3,,94.3,,0.0,94.3,94.3,-25.61,113.1,0.83,0.83,0.60357,113.1,0.83,0.83,0.60357,
03/31/2009,494.808,494.808,-276.688,236.189,40.499,218.12,0.0,-19.875,24.576,,-4.701,198.245,1.366,0.048,0.379,-0.331,,,-1.414,199.611,-67.911,131.7,0.0,0.0,0.0,131.7,0.0,131.7,0.0,0.0,131.7,128.64435,-3.05565,113.126,1.16,1.16,1.137178,113.172,1.16,1.16,1.133,
06/30/2009,482.16,482.16,-326.837,284.228,42.609,155.323,0.0,-24.78,24.72,,0.06,130.543,2.509,-0.087,0.114,-0.201,,,-2.422,133.052,-36.469,96.583,0.0,0.0,0.0,96.583,0.0,96.583,0.0,0.0,96.583,88.622,-7.961,113.596,0.85,0.85,0.780151,113.642,0.85,0.85,0.779947,
09/30/2009,393.421,393.421,-281.934,238.187,43.747,111.487,0.0,-24.399,24.094,,0.305,87.088,-0.718,3.021,3.462,-0.441,,,-2.303,86.37,-7.978,78.392,0.0,0.0,0.0,78.392,0.0,78.392,0.0,0.0,78.392,78.59025,0.19825,113.859,0.69,0.69,0.690242,113.933,0.69,0.69,0.690242,
12/31/2009,399.8,399.8,-286.7,242.1,44.6,113.1,0.0,-28.0,29.4,,-1.4,85.1,-3.1,3.806,4.073,-0.267,,,-0.706,82.0,-21.2,60.8,0.0,0.0,0.0,60.8,0.0,60.8,0.0,0.0,60.8,59.89,-0.91,114.0,0.53,0.53,0.525351,114.0,0.53,0.53,0.522018,
03/31/2010,432.405,432.405,-266.609,221.117,45.492,165.796,0.0,-67.692,25.797,,41.895,98.104,-3.953,5.498,5.679,-0.181,,,-1.545,94.151,-29.528,64.623,0.0,0.0,0.0,64.623,0.0,64.623,0.0,0.0,64.623,64.53915,-0.08385,112.857,0.57,0.57,0.571867,114.467,0.56,0.56,0.559267,
06/30/2010,282.18,282.18,-139.372,105.444,33.928,142.808,0.0,-23.109,18.626,,4.483,119.699,-4.749,5.04,5.251,-0.211,,,-0.291,114.95,-31.505,83.445,-7.471,-7.471,0.0,90.916,0.0,90.916,0.0,0.0,90.916,86.3921,2.9471,113.171,0.8,0.74,0.763377,114.998,0.79,0.73,0.755627,
09/30/2010,238.559,238.559,-142.006,106.941,35.065,96.553,0.0,-22.085,20.64,,1.445,74.468,-7.988,7.681,8.13,-0.449,,,0.307,66.48,-6.338,60.142,-7.029,-7.029,0.0,67.171,0.0,67.171,0.0,0.0,67.171,61.08125,0.93925,116.721,0.58,0.52,0.52331,118.449,0.57,0.51,0.51793,
12/31/2010,208.5,208.5,-135.9,100.0,35.9,72.6,0.0,-23.4,23.4,,0.0,49.2,-0.5,,,-0.667,,,1.167,48.7,-13.6,35.1,-22.2,-22.2,0.0,57.3,0.0,57.3,0.0,0.0,57.3,31.54385,-3.55615,127.0,0.45,0.28,0.248377,127.0,0.45,0.28,0.248377,
03/31/2011,205.966,205.966,-149.428,111.274,38.154,56.538,0.0,-20.783,20.814,,-0.031,35.755,-6.374,5.29,5.319,-0.029,,,1.084,29.381,-2.586,26.795,-5.277,-5.277,0.0,32.072,0.0,32.072,0.0,0.0,32.072,26.77485,-0.02015,125.431,0.26,0.21,0.213463,127.188,0.25,0.21,0.209842,
06/30/2011,223.497,223.497,-145.324,104.517,40.807,78.173,0.0,-26.438,21.729,,4.709,51.735,-7.052,7.417,7.449,-0.032,,,-0.365,44.683,-0.28,44.403,-421.456,-421.456,0.0,465.859,0.0,465.859,0.0,0.0,465.859,47.46385,3.06085,126.252,3.69,0.35,0.375945,127.583,3.65,0.35,0.373991,
09/30/2011,234.698,234.698,-180.073,129.767,50.306,54.625,0.0,-22.663,22.629,,0.034,31.962,-4.414,3.956,4.233,-0.277,,,0.458,27.548,3.876,31.424,-162.385,-162.385,0.0,193.809,0.0,193.809,0.0,0.0,193.809,31.4461,0.0221,125.237,1.55,0.25,0.251093,126.444,1.53,0.25,0.250175,
