Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,701.489014,-531.857971,169.631042,-66.707001,102.924004,-6.788,0.0,11.982,108.118004,-40.710999,67.406998,0.0,0.0,67.406998,0.0,67.406998,,,67.407005,,0.98,0.98,68.903999,0.98,0.98,0.98,68.903999,
06/30/1990,715.057983,-550.629028,164.428955,-65.623001,98.806,-6.721,0.0,1.729,93.814,-35.383999,58.43,0.0,0.0,58.43,0.0,58.43,,,58.430001,,0.85,0.85,68.934998,0.85,0.85,0.85,68.934998,
09/30/1990,707.773987,-561.61499,146.158997,-64.736,81.422997,-6.998,0.0,8.454,82.878997,-31.291,51.588001,0.0,0.0,51.588001,0.0,51.588001,,,51.587996,,0.75,0.75,68.769997,0.75,0.75,0.75,68.769997,
12/31/1990,715.382996,-556.651978,158.731018,-71.196999,87.533997,-10.721,0.0,4.394,81.206997,-29.041,52.166,0.0,0.0,52.166,0.0,52.166,,,52.165997,0.77,0.77,0.77,67.844498,0.77,0.77,0.77,67.844498,
03/31/1991,722.129028,-572.497986,149.631042,-72.866997,76.764,-11.882,0.0,1.135,66.017,-24.778,41.238998,0.0,0.0,41.238998,0.0,41.238998,,,41.239,,0.6,0.6,68.958,0.6,0.6,0.6,68.958,
06/30/1991,730.689026,-596.021973,134.667053,-72.178001,62.488998,-14.638,0.0,0.579,48.429999,-18.556999,29.872999,0.0,0.0,29.872999,0.0,29.872999,,,29.873,,0.43,0.43,69.324997,0.43,0.43,0.43,69.324997,
09/30/1991,768.624023,-630.557007,138.067017,-70.431,67.636002,-21.742001,0.0,8.609,54.503001,-20.784,33.719002,0.0,0.0,33.719002,0.0,33.719002,,,33.719001,,0.48,0.48,69.374001,0.48,0.48,0.48,69.374001,
12/31/1991,745.695984,-604.010986,141.684998,-71.681999,70.002998,-33.487999,0.0,-5.637,30.877999,-10.919,19.959,0.0,0.0,19.959,0.0,19.959,,,19.958999,0.29,0.29,0.29,69.420998,0.29,0.29,0.29,69.420998,
03/31/1992,760.950012,-622.174011,138.776001,-74.988998,63.786999,-33.742001,0.0,-53.172001,-23.127003,8.483,-14.644,40.077999,0.0,25.434,0.0,25.434,,,-14.644003,,-0.21,0.37,69.544998,-0.21,-0.21,0.37,69.544998,
06/30/1992,778.789978,-636.557007,142.232971,-76.278999,65.954002,-34.57,0.0,5.027,36.411003,-13.137,23.274,-0.545,0.0,22.729,0.0,22.729,,,23.274003,,0.33,0.32,69.610001,0.33,0.33,0.32,69.610001,
