Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1993,,422.799988,422.799988,,6.757332,3.753548,3.580889,0.392621,-1.095,-1.5425,,-1.095,-1.5425,-1.5425,,3.947493,,,,,
06/30/1993,,422.799988,422.799988,,7.017503,3.800852,3.897824,0.499054,0.26,0.26,,0.26,0.26,0.26,,-7.845317,,,,,
09/30/1993,,422.799988,422.799988,,6.111637,2.774361,3.897824,0.411542,0.24,0.24,,0.24,0.24,0.24,,-5.040208,,,,,
12/31/1993,,422.799988,422.799988,,5.359508,2.220908,3.630558,0.385525,0.2425,0.2425,,0.2425,0.2425,0.2425,,5.719016,,,,,
03/31/1994,423.108002,422.799988,422.799988,,5.425733,1.98912,3.975875,0.354778,0.071,0.1025,,0.071,0.1025,0.1025,,-8.647115,,3.273396,6.085917,,
06/30/1994,422.220001,422.799988,422.799988,,5.536897,1.646168,4.110691,0.118259,0.0275,0.0275,,0.0275,0.0275,0.0275,,-1.499527,,2.771067,6.162664,,
08/31/1994,422.432007,436.399994,436.399994,,5.813474,1.647571,4.28506,0.075619,0.025,0.025,,0.025,0.025,0.025,0.03125,-0.096242,,2.005056,6.277933,,
11/30/1994,418.152008,442.399992,442.399992,,4.561483,1.089512,3.519439,0.018083,0.06,0.06,0.06,0.06,0.06,0.06,0.0125,6.641049,,2.305382,6.425893,,
02/28/1995,417.980011,440.799988,440.799988,,7.059891,1.603902,5.689655,0.158802,0.0775,0.0775,,0.0775,0.0775,0.0775,0.0125,0.744102,0.69873,3.069525,6.502703,,
05/31/1995,418.100006,440.799988,440.799988,,7.481851,1.658349,6.111615,0.204174,0.1075,0.1075,,0.1075,0.1075,0.1075,0.0125,1.4451,1.422414,3.633102,6.618034,,
08/31/1995,418.231995,464.799988,464.799988,,7.429002,1.613597,6.13167,0.234509,0.13,0.13,,0.13,0.13,0.13,0.0125,5.286145,5.266782,5.023528,6.988944,,
11/30/1995,418.264008,468.399992,468.399992,,7.713493,1.885141,6.323655,0.420581,0.1225,0.1225,0.1225,0.1225,0.1225,0.1225,0.0125,-3.345431,-3.373185,2.089589,7.148595,,
02/29/1996,409.772003,467.600006,467.600006,,7.241232,1.755774,5.898204,0.340034,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.0125,-2.371685,-2.380239,2.333005,7.35775,,
05/31/1996,401.596008,459.200012,459.200012,,7.569686,1.814024,6.197735,0.368031,0.2225,0.2225,0.2225,0.2225,0.2225,0.2225,0.0125,-1.134582,-1.167247,3.677825,7.614618,,
08/31/1996,400.112,468.799988,468.799988,,7.647184,1.540102,6.422782,0.24744,0.15,0.15,0.15,0.15,0.15,0.15,0.0125,0.780717,0.716724,3.771444,8.080238,,
11/30/1996,401.79599,467.600006,467.600006,,8.154405,2.284003,6.533362,0.592387,0.24,0.24,0.3475,0.24,0.24,0.3475,0.0125,-4.54876,-4.568007,5.348485,8.377386,,
02/28/1997,405.052,476.399992,468.0,,8.544872,1.976496,7.104701,0.467949,0.295,0.295,0.295,0.29,0.29,0.29,0.015,-2.57906,-2.617521,6.152296,8.650741,,
05/31/1997,406.164,481.600008,472.0,,8.063559,1.809322,6.682203,0.364407,0.2425,0.2425,0.2425,0.2375,0.2375,0.2375,0.015,-8.167373,-8.201271,5.219566,8.937277,,
08/31/1997,407.760008,489.451996,474.888,,9.41064,2.255269,7.839743,0.591718,0.335,0.335,0.335,0.325,0.325,0.325,0.015,1.326629,1.286619,3.18815,9.306945,,
11/30/1997,466.447998,492.011993,476.0,,9.682773,2.14916,8.157563,0.556723,0.335,0.335,0.335,0.325,0.325,0.325,0.015,-0.027311,-0.071429,3.612407,8.607605,8.256011,
02/28/1998,474.204012,499.200012,482.399992,,9.494196,2.166252,7.966418,0.570066,0.3725,0.3725,0.3725,0.36,0.36,0.36,0.01875,-12.282339,-12.313433,6.615296,8.804227,8.462602,
