Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/1992,1832.787964,,-1770.444946,,62.343018,,-13.89,,,,,48.452999,-2.471,,7.702,,,-5.231,45.981999,-17.799999,28.181999,87.528,,,-59.346,,-59.346001,0.0,,-59.346001,-59.346001,,162.799988,-0.365,0.175,0.175,162.799988,-0.365,0.175,0.175,
01/31/1993,1806.938965,,-1740.868042,,66.070923,,-9.68,,,,,56.390999,0.49,,4.603,,,-5.093,56.880999,-21.200001,35.681,0.0,,,35.680998,,35.681,0.0,,35.681,35.681,,164.419998,0.215,0.215,,164.419998,0.215,0.215,0.215,
04/30/1993,2006.053955,,-1947.646973,,58.406982,,-11.576,,,,,46.831001,-0.278,,5.179,,,-4.901,46.553001,-4.6,41.952999,0.0,,,41.953001,,41.952999,0.0,,41.952999,41.952999,,164.584,0.255,0.255,,164.584,0.255,0.255,0.255,
07/31/1993,1844.112061,,-1770.077026,,74.035034,,-8.845,,,,,65.190002,-0.255,,5.132,,,-4.877,64.935002,-24.1,40.834999,0.0,,,40.835002,,40.834999,0.0,,40.834999,40.834999,,164.535995,0.25,0.25,,164.535995,0.25,0.25,0.25,
10/31/1993,2193.063965,,-2105.782959,,87.281006,,-13.581,,,,,73.699997,0.131,,5.068,,,-5.199,73.830997,-25.5,48.331001,0.0,,,48.330997,,48.331001,0.0,,48.331001,48.331001,,164.800004,0.295,0.295,0.295,164.800004,0.295,0.295,0.295,
01/31/1994,2057.665039,,-1976.625977,,81.039062,,-10.63,,,,,70.408997,0.589,,4.23,,,-4.819,70.997996,-27.0,43.998001,0.0,,,43.997996,,43.998001,0.0,,43.998001,43.998001,,164.830002,0.265,0.265,,164.830002,0.265,0.265,0.265,
04/30/1994,2079.593018,,-1991.322998,,88.27002,,-13.332,,,,,74.938004,0.201,,4.409,,,-4.61,75.139004,-27.4,47.738998,0.0,,,47.739004,,47.738998,0.0,,47.738998,47.738998,,165.630005,0.29,0.29,,165.630005,0.29,0.29,0.29,
07/31/1994,1963.052002,,-1873.675049,,89.376953,,-14.726,,,,,74.651001,1.357,,4.34,,,-5.697,76.008001,-27.700001,48.307999,0.0,,,48.308,,48.307999,0.0,,48.307999,48.307999,,166.001999,0.29,0.29,,166.001999,0.29,0.29,0.29,
10/31/1994,2384.957031,,-2297.177002,,87.780029,,-9.167,,,,,78.612999,2.541,,3.882,,,-6.423,81.153999,-28.799999,52.354,0.0,,,52.354,,52.354,0.0,,52.354,52.354,,166.0,0.315,0.315,0.315,166.0,0.315,0.315,0.315,
01/31/1995,2059.625977,,-1974.694946,,84.93103,,-9.606,,,,,75.324997,3.799,,3.32,,,-7.119,79.123997,-28.801001,50.323002,0.0,,,50.322996,,50.323002,0.0,,50.323002,50.323002,,165.932007,0.305,0.305,0.305,165.932007,0.305,0.305,0.305,
04/30/1995,2229.312988,,-2133.970947,,95.342041,,-12.451,,,,,82.890999,4.093,,3.241,,,-7.334,86.983999,-31.662001,55.321999,0.0,,,55.321998,,55.321999,0.0,,55.321999,55.321999,,166.501999,0.33,0.33,0.33,166.501999,0.33,0.33,0.33,
07/30/1995,2436.831055,,-2335.88501,,100.946045,,-12.793,,,,,88.153,6.426,,3.449,,,-9.875,94.579,-34.426998,60.152,0.0,,,60.152002,,60.152,0.0,,60.152,60.152,,167.084,0.36,0.36,0.36,167.084,0.36,0.36,0.36,
10/31/1995,2575.614014,,-2465.524902,,110.089112,,-13.786,,,,,96.303001,5.224,,3.375,,,-8.599,101.527001,-35.556,65.971001,0.0,,,65.971001,,65.971001,0.0,,65.971001,65.971001,,168.0,0.395,0.395,0.395,168.0,0.395,0.395,0.395,
01/31/1996,2402.414062,,-2303.342041,,99.072021,,-13.263,,,,,85.808998,3.954,,3.441,,,-7.395,89.762998,-32.314999,57.448002,0.0,,,57.447999,,57.448002,0.0,,57.448002,57.448002,,168.813995,0.34,0.34,0.34,168.813995,0.34,0.34,0.34,
04/30/1996,2582.229004,,-2477.175049,,105.053955,,-11.334,,,,,93.720001,3.362,,3.475,,,-6.837,97.082001,-33.382,63.700001,0.0,,,63.700001,,63.700001,0.0,,63.700001,63.700001,,169.328003,0.375,0.375,0.375,169.328003,0.375,0.375,0.375,
07/31/1996,2702.821045,,-2589.958984,,112.862061,,-9.956,,,,,102.905998,1.96,,4.5,,,-6.46,104.865998,-36.789001,68.077003,0.0,,,68.076997,,68.077003,0.0,,68.077003,68.077003,,169.115997,0.405,0.405,0.405,169.115997,0.405,0.405,0.405,
10/31/1996,3327.728027,,-3194.9729,,132.755127,,-13.567,,,,,119.188004,2.319,,4.635,,,-6.954,121.507003,-42.647999,78.859001,0.0,,,78.859004,,78.859001,0.0,,78.859001,78.859001,,169.199997,0.465,0.465,0.465,169.199997,0.465,0.465,0.465,
01/31/1997,3434.061035,,-3327.287109,,106.773926,,-10.87,,,,,95.903999,-0.279,,5.542,,,-5.263,95.625,-33.59,62.035,0.0,,,62.034999,,62.035,0.0,,62.035,62.035,,166.108002,0.375,0.375,0.375,167.298004,0.37,0.37,0.37,
04/30/1997,3185.833008,,-3259.668945,,-73.835938,,-3.197,,,,,-77.032997,-1.374,,6.982,,,-5.608,-78.406997,8.273,-70.134003,0.0,,,-70.133997,,-70.134003,0.0,,-70.134003,-70.134003,,166.393997,-0.42,-0.42,0.23,166.393997,-0.42,-0.42,0.23,
07/31/1997,3675.905029,,-3567.313965,,108.591064,,-4.654,,,,,103.936996,-1.893,,7.52,,,-5.627,102.043996,-35.801998,66.241997,0.0,,,66.241998,,66.241997,0.0,,66.241997,66.241997,,166.151993,0.4,0.4,0.4,166.716003,0.395,0.395,0.395,
10/31/1997,4002.741943,,-3868.300049,,134.441894,,,,,,,139.932999,-3.926,,10.714,,,-6.788,136.006999,-47.963001,88.043999,0.0,,,88.043998,,88.043999,0.0,,88.043999,88.043999,,166.0,0.53,0.53,0.52,166.600006,0.53,0.53,0.52,
01/31/1998,3399.019043,,-3309.279053,,89.73999,,-0.448,,,,,89.292,-4.834,,9.422,,,-4.588,84.458,-29.645,54.813,0.0,,,54.812999,,54.813,0.0,,54.813,54.813,,165.149994,0.33,0.33,0.33,165.272003,0.33,0.33,0.33,
04/30/1998,3282.079102,,-3184.891113,,97.187988,,-10.115,,,,,87.072998,-3.423,,9.327,,,-5.904,83.649998,-29.361,54.289001,0.0,,,54.288998,,54.289001,0.0,,54.289001,54.289001,,161.011993,0.335,0.335,0.335,161.729996,0.335,0.335,0.335,
07/31/1998,3528.852051,,-3421.976074,,106.875977,,-3.774,,,,,103.101997,-6.87,,12.284,,,-5.414,96.231997,-33.794998,62.437,0.0,,,62.436999,,62.437,0.0,,62.437,62.437,,153.865997,0.405,0.405,0.405,154.587997,0.405,0.405,0.405,
10/31/1998,3294.822998,,-3179.290039,,115.532959,,-8.261,,,,,107.272003,-8.986001,,14.244,,,-5.258,98.286003,-34.480999,63.805,0.0,,,63.805004,,63.805,0.0,,63.805,63.805,,150.399994,0.425,0.425,0.425,151.399994,0.42,0.42,0.42,
01/31/1999,3109.434082,,-3053.053955,,56.380127,,-9.558,,,,,46.821999,-0.767,,,,,0.767,46.054999,-16.059,29.996,-21.084999,,,51.080998,,51.081001,0.0,,51.081001,51.081001,,150.238007,0.34,0.2,0.2,151.266006,0.34,0.2,0.2,
04/30/1999,2837.952881,,-2778.856934,,59.095947,,-10.222,,,,,48.874001,-136.772995,,,,,136.772995,-87.898994,-1.828,-89.726997,-16.832001,,,-72.894994,,-72.894997,0.0,,-72.894997,-72.894997,,150.307999,-0.485,-0.595,0.2,150.307999,-0.485,-0.595,0.2,
07/31/1999,2803.174072,,-2733.186035,,69.988037,,-20.724001,,,,,49.264,0.596,,,,,-0.596,49.86,-16.339001,33.521,-16.631001,,,50.152,,50.152,0.0,,50.152,50.152,,150.399994,0.335,0.225,0.225,151.694,0.33,0.22,0.22,
10/31/1999,2583.793945,,-2517.944092,,65.849854,,-14.846,,,,,51.004002,17.561001,,,,,-17.561001,68.565002,-15.672,52.893002,-22.955999,,,75.849002,,75.848999,0.0,,75.848999,75.848999,,150.800003,0.5,0.35,0.22,152.199997,0.5,0.35,0.22,
01/31/2000,2738.387,,-2667.345,,71.042,,-16.828,,,,,54.214,-4.426,2.853,2.853,,0.0,1.573,49.788,-15.57,37.071,-15.181,,,49.399,0.0,52.252,0.0,0.0,52.252,52.252,,151.204,0.345,0.245,0.245,152.298,0.345,0.245,0.245,
04/30/2000,2092.940918,,-2017.098022,,75.842896,,-26.643,,,,,49.200001,14.649,,7.167,,,-21.816,63.849001,-19.865,43.984001,-7.058,,,51.042001,,51.042,0.0,0.0,51.042,51.042,,150.906006,0.34,0.29,0.29,153.578003,0.33,0.285,0.285,
07/31/2000,2546.746094,,-2508.486084,,38.26001,,-25.26,,,,,13.0,-4.923,,8.832,,,-3.909,8.077,-0.926,7.151,-26.187,,,33.338,,33.338001,0.0,0.0,33.338001,33.338001,,149.927994,0.22,0.045,0.045,152.194,0.22,0.045,0.045,
10/31/2000,2177.022,,-2107.431,,69.591,,-24.427,,,,,45.164,-4.823,,4.33,,,0.493,40.341,-11.964,28.377,41.06,,,-12.683,,-12.683,0.0,0.0,-12.683,-12.683,,150.0,-0.085,0.19,0.19,152.8,-0.085,0.185,0.185,
03/31/2001,1911.224,,-1818.686,,92.538,,-62.793,,,,,29.745,-7.409,7.409,10.345,-2.936,0.0,0.0,22.336,-5.852,16.484,5.292,,,11.192,0.0,11.192,0.0,0.0,11.192,11.192,,150.406,0.075,0.11,0.11,153.964,0.07,0.105,0.105,
06/30/2001,2227.36,,-2137.165,,90.195,,-35.127,,,,,55.068,-3.942,3.942,9.193,-5.251,0.0,0.0,51.126,-16.007,35.119,0.88,,,34.239,0.0,34.239,0.0,0.0,34.239,34.239,,156.276,0.22,0.225,0.225,159.756,0.215,0.22,0.22,
09/30/2001,2198.626,,-2113.777,,84.849,,-22.181,,,,,62.668,3.348,-3.348,2.836,-6.184,0.0,0.0,66.016,-21.255,44.761,99.275,,,-54.514,0.0,-54.514,0.0,0.0,-54.514,-54.514,0.0,157.764,-0.345,0.285,0.285,159.708,-0.345,0.28,0.28,
12/31/2001,2634.951,,-2549.344,,85.607,,-46.924,,,,,38.683,7.159,-7.095001,2.637,-9.732001,,-0.063999,45.842,-14.44,31.402,2.909,,,28.493,,28.493,0.0,0.0,28.493,28.493,,158.0,0.18,0.2,0.265,159.8,0.18,0.195,0.26,
03/31/2002,2506.609,,-2420.045,,86.564,,-33.469,,,,,53.095,0.53,-0.53,2.185,-2.715,0.0,0.0,53.625,-17.444,36.181,-5.009,,,41.19,0.0,41.19,0.0,0.0,41.19,41.19,,158.364,0.26,0.23,0.23,159.802,0.255,0.225,0.225,
06/30/2002,2536.113,,-2439.409,,96.704,,-31.606,,,,,65.098,3.247,-1.848,2.462,-4.31,0.0,-1.399,68.345,-23.935,44.41,1.435,,,42.975,,42.975,0.0,0.0,42.975,42.975,,158.928,0.27,0.28,0.28,160.718,0.27,0.28,0.28,
09/30/2002,2451.215088,,-2336.283936,,114.931152,,-43.206001,,,,,71.724998,1.966,0.0,2.316,-4.282,,0.0,73.690998,-27.634001,46.056999,14.808,,,31.248997,,31.249001,0.0,0.0,31.249001,31.249001,,158.932006,0.195,0.29,0.29,159.606002,0.195,0.29,0.29,
12/31/2002,2465.019043,,-2349.047119,,115.971924,,-51.816002,,,,,64.155998,2.106,,1.962,-4.068,,0.0,66.261998,-21.535,44.727001,-3.474,,,48.200998,,48.201,0.0,0.0,48.201,48.201,,158.600006,0.305,0.28,0.28,158.600006,0.305,0.28,0.28,
03/31/2003,2076.958984,,-1980.260986,,96.697998,,-36.703999,,,,,59.993999,0.654,,2.55,-3.204,,0.0,60.647999,-19.723,40.924999,24.013,,,16.911999,,16.912001,0.0,0.0,16.912001,16.912001,,158.533996,0.11,0.26,0.26,159.294006,0.105,0.255,0.255,
06/30/2003,2243.399902,,-2146.339111,,97.060791,,-31.348,,,,,65.712997,0.374,,2.89,-3.264,,0.0,66.086997,-23.101,42.986,-2.008,,,44.993997,,44.993999,0.0,0.0,44.993999,44.993999,,159.238007,0.28,0.27,0.27,160.600006,0.28,0.27,0.27,
09/30/2003,2120.814941,,-2023.254028,,97.560913,,-33.550999,,,,,64.010002,1.062,,2.555,-3.617,,0.0,65.072002,-20.948,44.124001,0.0,,,44.124002,0.0,44.124001,0.0,0.0,44.124001,44.124001,,159.867996,0.275,0.275,0.275,161.248002,0.275,0.275,0.275,
12/31/2003,2364.529053,,-2249.623047,,114.906006,,-39.862,,,,,75.043999,1.13,,2.114,-3.244,,0.0,76.173999,-24.754,51.419998,0.0,,,51.419999,,51.419998,0.0,0.0,51.419998,51.419998,,160.727997,0.32,0.32,0.32,163.169998,0.315,0.315,0.315,
03/31/2004,2063.253906,,-1964.432983,,98.820923,,-27.798,,,,,71.023003,-0.759,,4.468,-3.709,,0.0,70.264003,-23.538,46.726002,0.0,,,46.726003,0.0,46.726002,0.0,0.0,46.726002,46.726002,,161.835998,0.29,0.29,0.29,164.298004,0.285,0.285,0.285,
06/30/2004,2214.449951,,-2114.76709,,99.682861,,-32.979,,,,,66.704002,0.649,,3.318,-3.967,,0.0,67.353002,-22.563,44.790001,0.0,,,44.790003,0.0,44.790001,0.0,0.0,44.790001,44.790001,,162.466003,0.275,0.275,0.275,165.037994,0.27,0.27,0.27,
09/30/2004,2362.669922,,-2257.971924,,104.697998,,-32.888,,,,,71.809998,1.075,0.0,3.734,-4.809,,0.0,72.884998,-25.622999,47.262001,0.0,,,47.261999,0.0,47.262001,0.0,0.0,47.262001,47.262001,,163.511994,0.29,0.29,0.29,166.257996,0.285,0.285,0.285,
12/31/2004,2739.903,,-2613.9,,126.003,,-57.89,,,,,68.116,2.54,,3.926,-6.466,,0.0,70.656,-22.739,47.917,0.0,,,47.917,0.0,47.917,0.0,0.0,47.917,47.917,,164.6,0.29,0.29,0.29,166.8,0.285,0.285,0.285,
03/31/2005,2859.767,,-2741.199,,118.568,,-38.109,,,,,80.459,0.13,-0.13,4.819,-4.949,,0.0,80.589,-33.196,47.393,0.0,,,47.393,0.0,47.393,0.0,0.0,47.393,47.393,,167.396,0.285,0.285,0.285,169.868,0.28,0.28,0.28,
06/30/2005,2919.942,,-2888.095,,31.847,,-27.652,,,,,4.195,1.382,-1.382,4.273,-5.655,,0.0,5.577,-22.009,-16.432,0.0,,,-16.432,0.0,-16.432,0.0,0.0,-16.432,-16.432,,169.988,-0.095,-0.095,0.29,169.988,-0.095,-0.095,0.29,
09/30/2005,3418.525,,-3237.647,,180.878,,-25.112,,,,,155.766,1.698,-1.698,3.853,-5.551,,0.0,157.464,-26.275,131.189,0.0,,,131.189,0.0,131.189,0.0,0.0,131.189,131.189,,170.316,0.77,0.77,0.53,174.28,0.755,0.755,0.52,
12/31/2005,3962.817,,-3858.182,,104.635,,-52.85,,,,,51.785,4.167,,3.344,-7.511,,0.0,55.952,9.171,65.123,0.0,,,65.123,0.0,65.123,0.0,0.0,65.123,65.123,,170.8,0.38,0.38,0.325,176.6,0.37,0.37,0.32,
03/31/2006,3624.876,,-3440.499,,184.377,,-41.771,,,,,142.606,0.185,-0.185,4.828,-5.013,,0.0,142.791,-53.937,88.854,,,,88.854,,88.854,0.0,0.0,88.854,88.854,,171.824,0.515,0.515,0.515,177.814,0.5,0.5,0.5,
06/30/2006,3456.43,,-3294.87,,161.56,,-54.302,,,,,107.258,-0.721,0.721,6.253,-5.532,,0.0,106.537,-39.985,66.552,,,,66.552,,66.552,0.0,0.0,66.552,66.552,,172.526,0.385,0.385,0.415,179.242,0.37,0.37,0.4,
09/30/2006,3364.036,,-3317.401,,46.635,,-32.647,,,,,13.988,-0.137,0.137,6.429,-6.292,,0.0,13.851,13.487,27.338,,,,27.338,,27.338,,,27.338,27.338,,172.726,0.16,0.16,0.17,177.866,0.155,0.155,0.165,
12/31/2006,3633.164,,-3469.263,,163.901,,-50.097,,,,,113.804,5.007,-5.0,5.503,,,-0.007,118.811,-38.103,80.708,,,,80.708,,80.708,,0.0,80.708,80.708,,173.6,0.465,0.465,0.465,178.6,0.45,0.45,0.45,
03/31/2007,3641.804,,-3464.32,,177.484,,-45.366,,,,,132.118,4.175,-4.175,5.866,-10.041,,0.0,136.293,-51.677,84.616,0.0,,,84.616,0.0,84.616,0.0,0.0,84.616,84.616,,173.928,0.485,0.485,0.485,179.896,0.47,0.47,0.47,
06/30/2007,4221.538,,-4034.329,,187.209,,-51.752,,,,,135.457,8.102,-8.102,6.534,-14.636,,0.0,143.559,-47.995,95.564,0.0,,,95.564,0.0,95.564,0.0,0.0,95.564,95.564,,174.35,0.55,0.55,0.55,181.66,0.525,0.525,0.525,
09/30/2007,4115.226,,-3925.705,,189.521,,-44.931,,,,,144.59,10.673,-10.673,6.989,-17.662,,0.0,155.263,-61.587,93.676,0.0,,,93.676,0.0,93.676,0.0,0.0,93.676,93.676,,174.646,0.535,0.535,0.535,183.46,0.51,0.51,0.51,
12/31/2007,4712.5,,-4464.2,,248.3,,-51.8,,,,,196.5,17.5,4.626,4.626,,0.0,-22.126,214.0,45.5,259.5,0.0,,,259.5,0.0,259.5,0.0,0.0,259.5,259.5,,175.0,1.48,1.48,0.775,183.6,1.41,1.41,0.735,
03/31/2008,4806.981,,-4549.7,,257.281,0.0,-39.52,,,,,217.761,10.015,-10.015,5.196,-15.211,,0.0,227.776,-83.437,144.339,0.0,,,144.339,-7.633,136.706,0.0,0.0,136.706,136.706,0.0,175.698,0.77,0.77,0.77,182.722,0.74,0.74,0.74,
06/30/2008,5773.57,,-5449.963,,323.607,0.0,-61.711,,,,,261.896,91.44,-12.231,5.489,-17.72,,-79.209,353.336,-135.459,217.877,,,,217.877,-9.92,207.957,0.0,0.0,207.957,207.957,0.0,176.268,1.17,1.17,1.17,184.341,1.12,1.12,1.12,
09/30/2008,5673.818,,-5341.945,,331.873,0.0,-45.089,,,,,286.784,14.713,-14.713,4.457,-19.17,,0.0,301.497,-112.166,189.331,,,,189.331,-7.44,181.891,0.0,0.0,181.891,181.891,,178.253,1.01,1.01,1.01,181.11,1.0,1.0,1.0,
12/31/2008,6071.5,,-5740.2,,331.3,0.0,-83.4,,,,,247.9,11.2,-11.2,3.291,-14.491,,0.0,259.1,-61.7,197.4,,,,197.4,-7.9,189.5,0.0,0.0,189.5,189.5,,180.4,1.04,1.04,1.04,182.3,1.03,1.03,1.03,
03/31/2009,5797.889,5797.889,-5448.616,5448.616,349.273,0.0,-25.415,25.415,25.415,,0.0,323.858,4.642,-4.642,2.583,-7.225,,0.0,328.5,-107.213,221.287,0.0,0.0,0.0,221.287,-16.488,204.799,0.0,0.0,204.799,204.799,0.0,180.317,1.13,1.13,1.13,181.204,1.12,1.12,1.12,
06/30/2009,5292.554,5292.554,-4975.649,4975.649,316.905,0.0,-42.003,42.003,42.003,,0.0,274.902,3.348,-3.348,2.488,-5.836,,0.0,278.25,-101.911,176.339,0.0,0.0,0.0,176.339,-7.069,169.27,0.0,0.0,169.27,169.27,0.0,179.054,0.94,0.94,0.94,181.198,0.93,0.93,0.93,
09/30/2009,5420.488,5420.488,-5108.144,5108.144,312.344,0.0,-49.622,49.622,49.622,,0.0,262.722,3.14,-3.14,2.585,-5.725,,0.0,265.862,-91.858,174.004,0.0,0.0,0.0,174.004,-11.908,162.096,0.0,0.0,162.096,162.096,0.0,178.859,0.9,0.9,0.9,181.124,0.89,0.89,0.89,
12/31/2009,5479.3,5479.3,-5156.9,5156.9,322.4,0.0,-61.5,61.5,61.5,,0.0,260.9,3.2,-3.042,2.398,-5.44,,-0.158,264.1,-102.8,161.3,0.0,0.0,0.0,161.3,-12.6,148.7,0.0,0.0,148.7,148.7,0.0,178.2,0.83,0.83,0.83,179.9,0.82,0.82,0.82,
03/31/2010,4918.855,4918.855,-4658.297,4658.297,260.558,0.0,-30.908,30.908,30.908,,0.0,229.65,3.438,-3.438,3.172,-6.61,,0.0,233.088,-79.416,153.672,0.0,0.0,0.0,153.672,-17.037,136.635,0.0,0.0,136.635,136.635,0.0,178.163,0.77,0.77,0.77,180.769,0.76,0.76,0.76,
06/30/2010,5152.121,5152.121,-4868.354,4868.354,283.767,0.0,-27.827,27.827,27.827,,0.0,255.94,3.201,-3.201,2.304,-5.505,,0.0,259.141,-80.724,178.417,0.0,0.0,0.0,178.417,-21.042,157.375,0.0,0.0,157.375,157.375,0.0,178.214,0.88,0.88,0.88,180.688,0.87,0.87,0.87,
09/30/2010,5511.488,5511.488,-5449.681,5449.681,61.807,0.0,-39.563,39.563,39.563,,0.0,22.244,2.635,-2.635,2.183,-4.818,,0.0,24.879,-54.967,-30.088,0.0,0.0,0.0,-30.088,-23.548,-53.636,0.0,0.0,-53.636,163.82656,217.46256,178.248,-0.3,-0.3,0.919093,178.248,-0.3,-0.3,0.919093,
12/31/2010,5266.8,5266.8,-5167.7,5167.7,99.1,0.0,-58.0,58.0,58.0,,0.0,41.1,1.4,-1.34,2.957,-4.297,,-0.06,42.5,96.6,139.1,0.0,0.0,0.0,139.1,-22.0,117.1,0.0,0.0,117.1,144.587,27.487,177.6,0.66,0.66,0.814116,181.3,0.65,0.65,0.801611,
03/31/2011,5057.776,5057.776,-4787.543,4787.543,270.233,0.0,-33.825,33.825,33.825,,0.0,236.408,4.67,-4.67,2.549,-7.219,,0.0,241.078,-79.865,161.213,0.0,0.0,0.0,161.213,-21.502,139.711,0.0,0.0,139.711,139.711,0.0,175.819,0.79,0.79,0.79,179.022,0.78,0.78,0.78,
06/30/2011,6033.876,6033.876,-5727.032,5727.032,306.844,0.0,-31.106,31.106,31.106,,0.0,275.738,5.454,-5.454,3.558,-9.012,,0.0,281.192,-89.733,191.459,0.0,0.0,0.0,191.459,-25.96,165.499,0.0,0.0,165.499,165.499,0.0,173.425,0.95,0.95,0.95,175.257,0.94,0.94,0.94,
09/30/2011,6037.613,6037.613,-5775.527,5775.527,262.086,0.0,-37.258,37.258,37.258,,0.0,224.828,6.109,-6.109,2.027,-8.136,,0.0,230.937,-69.348,161.589,0.0,0.0,0.0,161.589,-26.227,135.362,0.0,0.0,135.362,159.60692,24.24492,171.576,0.79,0.79,0.93024,173.178,0.78,0.78,0.92,
12/31/2011,6252.1,6252.1,-5942.5,5942.5,309.6,0.0,-61.1,61.1,61.1,,0.0,248.5,0.1,-0.127,7.467,-7.594,,0.027,248.6,-64.8,183.8,0.0,0.0,0.0,183.8,-30.7,153.1,0.0,0.0,153.1,165.056,11.956,169.2,0.91,0.91,0.975508,170.8,0.9,0.9,0.97,
03/31/2012,6290.108,6290.108,-6014.21,6014.21,275.898,0.0,-37.842,37.842,37.842,,0.0,238.056,2.744,-2.744,6.881,-9.625,,0.0,240.8,-63.625,177.175,0.0,0.0,0.0,177.175,-22.293,154.882,0.0,0.0,154.882,163.332,8.45,168.852,0.92,0.92,0.967309,170.406,0.91,0.91,0.959587,
