Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/25/1992,1708.911987,256.405991,152.179993,104.225998,445.080994,,134.403,,,,,39.528,,,,875.41803,613.36499,811.182007,-197.817001,63.984001,,,156.145004,,,,,,156.145004,833.493996,,263.455994,263.455994,,,,86.040001,,,,,289.02903,,,289.02903,638.525024,429.312988,,,,93.425003,,,,93.425003,522.737991,1161.263016,,69.054001,,,-0.257,,478.852001,547.649002,,547.649002,1708.912018,
12/25/1992,1763.264038,270.668999,146.485001,124.183998,497.471008,,112.470001,,,,,44.276001,,,,924.885986,595.945984,784.036011,-188.089996,61.709,,,180.723007,,,,,,180.723007,838.377991,,216.789001,216.789001,,,,67.107002,,,,,437.122002,,,437.122002,721.018005,427.399994,,,,220.992996,,,,220.992996,648.39299,1369.410995,,69.740997,,,-0.551,,318.107,387.296997,6.556,393.852997,1763.263992,
03/26/1993,1777.118042,354.060013,189.809006,164.251007,416.57901,,127.054001,,,,,44.837002,,,,942.530029,592.833984,790.601013,-197.766998,32.645,,,209.108994,,,,,,209.108994,834.587978,,296.89801,296.89801,,,,97.624001,,,,,346.931969,,,346.931969,741.453979,423.496002,,,,221.477997,,,,221.477997,644.973999,1386.427979,0.0,69.829002,,,-0.551,,321.411992,390.689995,,390.689995,1777.117973,
06/25/1993,1787.18396,339.796005,181.610001,158.186005,433.492004,,144.647995,,,,,43.355,,,,961.291016,584.437012,790.583984,-206.147003,35.735001,,,205.720993,,,,,,205.720993,825.893005,,269.699005,269.699005,,,,85.252998,,,,,391.120995,,,391.120995,746.072998,423.542999,,,,224.822006,,,,224.822006,648.365005,1394.438004,0.0,69.889999,,,-0.551,,323.406988,392.745987,,392.745987,1787.18399,
09/30/1993,1781.46106,337.889999,191.449997,146.440002,446.546997,,136.951996,,,,,41.178001,,,,962.567017,571.117981,783.333984,-212.216003,74.412003,,,173.363998,,,,,,173.363998,818.893982,,265.395996,265.395996,,,,48.584999,,,,,425.258995,,,425.258995,739.23999,420.527008,,,,224.608002,,,,224.608002,645.13501,1384.375,0.0,70.338997,,,-0.551,,327.298009,397.086006,,397.086006,1781.461006,
12/31/1993,1806.20105,377.390007,249.514008,127.875999,396.828003,,111.575996,,,,,97.660004,,,,983.453979,567.216003,784.547974,-217.332001,75.318001,,,180.212997,,,,,,180.212997,822.747001,,161.483994,161.483994,,,,92.248001,,,,,525.257019,,,525.257019,778.989014,396.740997,,,,222.059998,,,,222.059998,618.800995,1397.790009,0.0,70.782997,,,-0.551,,329.944005,400.176002,8.235,408.411002,1806.201011,
04/01/1994,1862.439941,388.475006,255.792007,132.682999,455.746002,,133.505005,,,,,53.257999,,,,1030.984009,566.172974,783.702026,-217.529007,87.148003,,,178.134995,,,,,,178.134995,831.455971,,269.79599,269.79599,,,,129.888,,,,,417.993988,,,417.993988,817.677979,398.031006,,,,228.511993,,,,228.511993,626.542999,1444.220978,0.0,73.407997,,,-0.551,,345.362005,418.219002,,418.219002,1862.43998,
06/30/1994,1930.719971,405.672989,270.260986,135.412003,459.492004,,173.399002,,,,,55.706001,,,,1094.27002,563.021973,791.80603,-228.783997,91.421997,,,182.005997,,,,,,182.005997,836.449966,,311.204987,311.204987,,,,135.072006,,,,,415.405991,,,415.405991,861.682983,399.096008,,,,233.291,,,,233.291,632.387009,1494.069992,0.0,73.837997,,,-0.551,,363.363012,436.650009,,436.650009,1930.720001,
09/30/1994,1892.676025,368.548996,234.610992,133.938004,454.355988,,168.509995,,,,,55.09,,,,1046.505005,564.104004,804.463013,-240.358994,97.665001,,,184.401993,,,,,,184.401993,846.170998,,277.234009,277.234009,,,,143.072998,,,,,412.289978,,,412.289978,832.596985,373.872986,,,,236.367004,,,,236.367004,610.23999,1442.836975,0.0,74.039001,,,-0.551,,376.350988,449.838989,,449.838989,1892.675964,
12/31/1994,2140.333984,354.361992,235.800995,118.560997,442.127014,,198.778,,,,,117.442001,,,,1112.708984,566.156006,815.745972,-249.589996,94.322998,,,367.145996,,,,,,367.145996,1027.625,,211.626999,211.626999,,,,109.915001,,,,,569.036979,,,569.036979,890.578979,466.636993,,,,316.279999,,,,316.279999,782.916992,1673.495971,0.0,74.098999,,,-0.551,,382.945989,456.493988,10.344,466.837988,2140.333959,
03/31/1995,2115.49707,316.591995,212.703995,103.888,538.122009,,234.067993,,,,,58.803001,,,,1147.584961,565.265991,827.536987,-262.270996,103.164001,,,299.481995,,,,,,299.481995,967.911987,,322.940002,322.940002,,,,132.126007,,,,,454.511993,,,454.511993,909.578003,488.962006,,,,246.212997,,,,246.212997,735.175003,1644.753006,0.0,74.237,,,-0.295,,396.801989,470.743988,,470.743988,2115.496994,
06/30/1995,2191.549072,295.882004,199.725006,96.156998,585.763977,,278.173004,,,,,62.145,,,,1221.963989,566.211975,836.869019,-270.657013,110.516998,,,292.855988,,,,,,292.855988,969.584961,,333.528015,333.528015,,,,142.738998,,,,,463.125992,,,463.125992,939.393005,515.617981,,,,248.283997,,,,248.283997,763.901978,1703.294983,0.0,74.737999,,,-0.295,,413.810991,488.25399,,488.25399,2191.548973,
09/30/1995,2556.449951,519.867989,432.062988,87.805,600.124023,,308.098999,,,,,57.569,,,,1485.660034,566.874023,849.130005,-282.256012,125.018997,,,378.897003,,,,,,378.897003,1070.790024,,354.751007,354.751007,,,,253.975006,,,,,480.653992,,,480.653992,1089.380005,642.132996,,,,327.200989,,,,327.200989,969.333984,2058.713989,0.0,74.954002,,,-0.295,,423.077013,497.736015,,497.736015,2556.450005,
12/31/1995,2975.809082,279.983994,167.130997,112.852997,630.750977,,383.242004,,,,,174.996002,,,,1468.973022,644.812012,944.596008,-299.783997,120.399002,,,741.625,,,,,,741.625,1506.836014,,372.949005,372.949005,,,,121.516998,,,,,775.809998,,,775.809998,1270.276001,554.403992,,,,511.824005,,,,511.824005,1066.227997,2336.503998,0.0,233.218994,,,-0.295,,392.94301,625.867004,13.438,639.305004,2975.809002,
03/29/1996,2821.959961,341.756012,205.669006,136.087006,679.10498,,378.72699,,,,,57.499001,,,,1457.087036,666.867981,976.656006,-309.787994,123.665001,,,574.340027,,,,,,574.340027,1364.873009,,498.216003,498.216003,,,,129.820007,,,,,571.54895,,,571.54895,1199.584961,632.221008,,,,349.832001,,,,349.832001,982.053009,2181.63797,0.0,236.311005,,,-0.295,,404.305986,640.321991,,640.321991,2821.959961,
06/28/1996,2935.673096,403.035019,265.196014,137.839005,701.942993,,393.894989,,,,,63.129002,,,,1562.001953,668.521973,988.932983,-320.411011,128.688004,,,576.460999,,,,,,576.460999,1373.670975,,458.440002,458.440002,,,,136.884995,,,,,650.79805,,,650.79805,1246.123047,673.79303,,,,356.394989,,,,356.394989,1030.188019,2276.311066,0.0,237.572998,,,-0.295,,422.084001,659.362,,659.362,2935.673065,
09/27/1996,2987.896973,341.243988,200.274994,140.968994,750.440002,,422.259003,,,,,64.889999,,,,1578.833008,686.887024,1013.749023,-326.862,135.654007,,,586.52301,,,,,,586.52301,1409.064041,,517.638,517.638,,,,126.846001,,,,,621.538948,,,621.538948,1266.022949,683.913025,,,,359.820007,,,,359.820007,1043.733032,2309.755981,0.0,238.475998,,,-0.295,,439.960009,678.141006,,678.141006,2987.896988,
12/31/1996,3510.333984,404.32898,267.148987,137.179993,769.494019,,403.515015,,,,,185.110001,,,,1762.447998,724.778992,1054.786011,-330.006989,148.020996,,,875.085999,,,,,,875.085999,1747.885987,,359.502991,359.502991,,,,85.042,,,,,997.349052,,,997.349052,1441.894043,796.278992,,,,570.096985,,,,570.096985,1366.375977,2808.27002,0.0,238.621002,,,-0.295,,450.632006,688.958008,13.106,702.064008,3510.334028,
03/31/1997,3538.675049,372.108002,210.862,161.246002,932.330994,,395.330994,,,,,69.098,,,,1768.868042,738.072998,1073.447021,-335.373993,153.457993,,,878.276001,,,,,,878.276001,1769.806992,,564.065979,564.065979,,,,89.556999,,,,,739.820015,,,739.820015,1393.442993,904.153015,,,,564.801025,,,,564.801025,1468.954041,2862.397034,0.0,238.675003,,,-0.295,,437.897997,676.278,,676.278,3538.675034,
06/30/1997,3510.399902,350.375,268.266998,82.108002,907.898987,,362.761993,,,,,83.037003,,,,1704.072998,725.528992,1026.506958,-300.977997,217.944,,,862.854004,,,,,,862.854004,1806.326996,,597.861023,597.861023,,,,79.885002,,,,,830.276924,,,830.276924,1508.022949,791.758972,,,,544.59198,,,,544.59198,1336.350952,2844.373901,0.0,238.725998,,,-0.295,,427.594988,666.025986,,666.025986,3510.399887,
09/26/1997,3409.37793,256.304001,142.412003,113.891998,860.700012,,326.023987,,,,,78.455002,,,,1521.483032,788.901978,1092.442993,-303.540985,211.595001,,,887.39801,,,,,,887.39801,1887.894989,,590.945007,590.945007,,,,88.278,,,,,774.667007,,,774.667007,1453.890015,779.940979,,,,549.763977,,,,549.763977,1329.704956,2783.594971,0.0,241.753006,,,-0.295,,384.324999,625.783005,,625.783005,3409.377975,
12/26/1997,3357.699951,259.305007,167.417007,91.888,663.505005,,415.186005,7.336,,1.472,,207.274994,,,,1545.270996,824.452026,1138.098022,-313.645996,213.981995,,,773.994995,298.21701,,,,,475.777985,1812.429016,,380.015991,380.015991,,,,87.276001,,,,,945.01001,,,945.01001,1412.302002,855.66803,,,,454.213013,,,,454.213013,1309.881043,2722.183045,0.0,241.850998,,,-0.295,,393.960985,635.516983,,635.516983,3357.700028,
03/27/1998,3295.470947,224.549995,141.475998,83.073997,779.76001,,399.873993,,,,,72.791,,,,1476.974976,822.833984,1144.982056,-322.14801,214.330002,,,781.33197,296.213013,,,,,485.118958,1818.495956,,615.825989,615.825989,,,,96.053001,,,,,682.088051,,,682.088051,1393.967041,834.927979,,,,446.11499,,,,446.11499,1281.042969,2675.01001,0.0,241.850998,,,-0.295,,378.904985,620.460983,,620.460983,3295.470993,
06/27/1998,3407.891113,214.146004,144.382004,69.764,785.129028,,478.130005,,,,,76.764999,,,,1554.170044,855.219971,1180.017944,-324.798004,224.871994,,,773.629028,294.419006,,,,,479.210022,1853.720993,,629.189026,629.189026,,,,115.415001,,,,,658.952003,,,658.952003,1403.55603,928.268982,,,,451.829987,,,,451.829987,1380.098969,2783.654999,0.0,241.901993,,,-0.295,,382.629015,624.236008,,624.236008,3407.891006,
09/25/1998,3372.47998,191.443001,125.360001,66.083,813.158997,,478.246002,,,,,93.702003,,,,1576.550049,863.817017,1202.222046,-338.404999,234.132996,,,697.97998,287.506989,,,,,410.472991,1795.929993,,646.754028,646.754028,,,,435.76001,,,,,654.147949,,,654.147949,1736.661987,634.013977,,,,514.684021,,,,514.684021,1148.697998,2885.359985,0.0,241.901993,,,-0.586,,245.804002,487.119995,,487.119995,3372.47998,
12/25/1998,3322.301025,241.290993,180.067993,61.223,719.507019,,478.480988,7.96,,1.472,0.0,233.563004,,,,1672.842041,676.786011,1015.794983,-339.009003,199.438995,,,773.234009,285.244995,,,,,487.989014,1649.459015,,434.968994,434.968994,,,,126.802002,,,,,929.89502,,,929.89502,1491.666016,835.724976,,,,422.791992,,,,422.791992,1258.516968,2750.182983,0.0,241.906006,,,-0.586,,330.798006,572.118011,,572.118011,3322.300995,
03/26/1999,3306.759033,212.892998,166.503998,46.389,908.96698,,431.697998,,,,0.0,93.030998,,,,1646.588989,682.77002,1026.723999,-343.95401,202.035995,,,775.364014,280.848999,,,,,494.515015,1660.170029,,673.322998,673.322998,,,,118.870003,,,,,656.227043,,,656.227043,1448.420044,697.064026,,,,596.98999,,,,596.98999,1294.054016,2742.47406,0.0,241.804993,,,-0.31,,322.790011,564.285004,,564.285004,3306.759064,
06/25/1999,3246.86499,205.629005,171.535004,34.094002,849.723999,,458.178986,,,,0.0,80.971001,,,,1594.503052,690.75,1042.081055,-351.330994,208.4375,,,753.171021,277.039001,,,,,476.132019,1652.358521,,641.057007,641.057007,,,,193.580002,,,,,595.310013,,,595.310013,1429.947021,675.737976,,,,592.77002,,,,592.77002,1268.507996,2698.455017,0.0,241.804993,,,-0.31,,306.915011,548.410004,,548.410004,3246.865021,
09/24/1999,3326.262939,211.699994,185.483994,26.216,945.133972,,450.088013,,,,0.0,119.612,,,,1726.534058,643.927979,999.992981,-356.065002,215.388,,,740.413025,275.375,,,,,465.038025,1599.729004,,642.799011,642.799011,,,,73.654999,,,,,735.016937,,,735.016937,1451.470947,704.567993,,,,638.924011,,,,638.924011,1343.492004,2794.962951,0.0,241.804993,,,-0.31,,289.804995,531.299988,,531.299988,3326.262939,
12/31/1999,3438.108887,187.321005,170.268005,17.052999,739.468994,,420.03299,11.255,,0.347,0.0,268.27301,,,,1615.095947,648.198975,1006.015991,-357.816986,204.181,,,970.632996,301.493988,218.009995,83.483994,,,669.139008,1823.01297,,385.011993,385.011993,,,,83.045998,83.045998,0.0,0.0,,1003.494011,,,1003.494011,1471.552002,702.754028,702.754028,0.0,0.0,887.940002,,,,887.940002,1590.694031,3062.246033,0.0,241.791,,,-0.238,,134.310006,375.863007,,375.863007,3438.109039,
03/26/2000,3388.950928,202.785996,187.714996,15.071,853.896973,,441.645996,,,,0.0,87.921997,,,,1586.250977,637.427979,998.219971,-360.791992,205.095993,,,960.176025,296.916992,,,,,663.259033,1802.699997,,621.221008,621.221008,,,,103.873001,,,,,726.348984,,,726.348984,1451.442993,803.317993,,,,764.447998,,,,764.447998,1567.765991,3019.208984,0.0,241.710999,,,-0.093,,128.124006,369.742004,,369.742004,3388.950989,
06/30/2000,3317.209961,127.616997,125.449997,2.167,901.971008,,415.39801,,,,0.0,86.642998,,,,1531.629028,640.767029,1004.893005,-364.126007,208.149002,,,936.664978,294.014008,,,,,642.65097,1785.581009,,632.461975,632.461975,,,,147.591995,,,,,601.785019,,,601.785019,1381.838989,800.25,,,,761.422974,,,,761.422974,1561.672974,2943.511963,0.0,241.710999,,,-0.093,,132.08,373.697998,,373.697998,3317.209961,
09/29/2000,3302.25708,146.626998,143.585999,3.041,867.768982,,441.828003,,,,0.0,86.150002,,,,1542.374023,617.320007,979.294006,-361.973999,201.423996,,,941.138977,289.643005,,,,,651.495972,1759.88298,,664.640015,664.640015,,,,153.822006,,,,,567.56398,,,567.56398,1386.026001,766.052979,,,,785.872986,,,,785.872986,1551.925964,2937.951965,0.0,241.710999,,,-0.093,,122.687002,364.305,,364.305,3302.256966,
12/29/2000,3502.400879,193.709005,191.893005,1.816,699.965027,,464.32901,10.663,453.30899,0.357,0.0,264.972992,,,,1622.975952,495.033997,865.348999,-370.315002,196.789001,,,1187.602051,288.13501,208.891998,79.243011,,,899.467041,1879.425049,,405.707001,405.707001,,,,123.355003,123.355003,0.0,0.0,,925.541023,,,925.541023,1454.603027,671.64502,671.64502,0.0,0.0,1031.218018,,,,1031.218018,1702.863037,3157.466064,0.0,241.710999,,,-0.165,,103.388999,344.934998,,344.934998,3502.401062,
03/30/2001,3387.263916,161.542993,158.929993,2.613,824.203003,,498.571991,,,,0.0,73.032997,,,,1557.350952,483.221985,855.39502,-372.173004,193.126999,,,1153.563965,282.815002,,,,,870.748962,1829.912949,,638.281006,638.281006,,,,120.390999,120.390999,0.0,0.0,,570.954948,,,570.954948,1329.626953,724.364014,724.364014,0.0,0.0,980.763,,,,980.763,1705.127014,3034.753967,0.0,242.248001,,,-0.182,,110.444001,352.510002,,352.510002,3387.263969,
06/30/2001,3409.678955,136.997996,135.548996,1.449,881.11499,,497.104004,,,,0.0,84.108002,,,,1599.324951,469.574005,845.687988,-376.114014,154.957993,,,1185.822021,279.496002,,,,,906.326019,1810.354019,,603.229004,603.229004,,,,43.104,43.104,0.0,0.0,,613.574955,,,613.574955,1259.907959,834.278992,834.278992,0.0,0.0,974.109009,,,,974.109009,1808.388,3068.295959,0.0,242.162003,,,0.0,,99.221001,341.383003,,341.383003,3409.678963,
09/28/2001,3512.465088,168.899994,167.634995,1.265,924.554016,,509.351013,,,,0.0,91.635002,,,,1694.439941,468.167999,856.585022,-388.416992,156.658997,,,1193.197998,277.720001,,,,,915.477997,1818.024994,,648.862976,648.862976,,,,41.581001,41.581001,0.0,0.0,,571.952019,,,571.952019,1262.395996,885.130981,885.130981,0.0,0.0,998.262024,,,,998.262024,1883.393005,3145.789001,0.0,242.162003,,,0.0,,124.514,366.676003,,366.676003,3512.465004,
12/31/2001,3316.379,224.291,224.02,0.271,726.556,726.556,504.128,10.19,493.599,0.339,0.0,299.401,,,,1754.376,399.198,728.012,-328.814,149.887,,,1012.918,200.152,200.152,0.0,,,812.766,1562.003,,408.581,408.581,,,,616.072,616.072,0.0,0.0,,1363.967,,,1363.967,2388.62,137.855,137.855,0.0,0.0,782.357,,,,782.357,920.212,3308.832,,242.162,,,0.0,-72.781,-161.834,7.547,,7.547,3316.379,
03/25/2002,3357.378906,423.446009,423.178009,0.268,885.205994,,445.023987,,445.023987,,,72.273003,,,,1825.948975,388.427002,716.867981,-328.44101,143.554993,,,999.447998,273.083008,,,,,726.36499,1531.429993,,726.953003,726.953003,,,,670.517029,,,,,1063.021912,,,1063.021912,2460.491943,149.123993,,,,777.460999,,,,777.460999,926.584991,3387.076935,,242.162003,,,,-97.371002,-174.488983,-29.697983,,-29.697983,3357.378952,
06/28/2002,3227.143066,344.308987,344.023987,0.285,831.146973,,421.153015,,421.153015,,0.0,82.079002,,,,1678.687988,387.144012,728.911987,-341.768005,135.621002,,,1025.689941,200.552002,126.806,73.746002,,,825.137939,1548.454956,,694.434021,694.434021,,,,63.506001,63.506001,0.0,0.0,,800.131023,,,800.131023,1558.071045,866.461975,866.461975,0.0,0.0,1010.888,,,,1010.888,1877.349976,3435.421021,0.0,242.162003,,,0.0,-255.847,-194.593002,-208.278,,-208.278,3227.143021,
09/24/2002,3184.408936,443.008013,442.726013,0.282,699.317993,,364.730988,,364.730988,,0.0,84.000999,,,,1591.057983,398.253998,762.338013,-364.084015,139.166,,,1055.93103,199.932999,127.088997,72.844002,,,855.998032,1593.351028,,694.528992,694.528992,,,,72.226997,72.226997,0.0,0.0,,856.021965,,,856.021965,1622.777954,907.547974,907.547974,0.0,0.0,1010.919983,,,,1010.919983,1918.467957,3541.245911,0.0,242.367004,,,0.0,-444.787994,-154.415985,-356.836975,,-356.836975,3184.408936,
12/27/2002,2842.277,344.576,344.305,0.271,543.055,,279.824,9.102,270.492,0.23,0.0,162.392,,,,1329.847,407.819,769.68,-361.861,110.467,,,994.144,122.882,50.214,72.668,,,871.262,1512.43,,283.94,283.94,,,,46.036,46.036,0.0,0.0,,1119.819,,,1119.819,1449.795,903.226,844.989,58.237,58.237,1270.195,,,,1270.195,2173.421,3623.216,0.0,242.49,,,0.0,0.0,-1023.429,-780.939,,-780.939,2842.277,
03/28/2003,2778.842041,384.379988,384.105988,0.274,586.486023,,224.942993,,224.942993,,0.0,77.223999,,,,1273.032959,397.019012,748.922974,-351.903992,115.079002,,,993.710999,122.679001,50.398998,72.280003,,,871.031998,1505.809013,,605.663025,605.663025,,,,46.299999,45.585999,0.714,0.714,,800.319935,,,800.319935,1452.282959,885.562988,826.69899,58.863998,58.863998,1242.447021,,,,1242.447021,2128.01001,3580.292969,0.0,242.613007,,,0.0,-673.810974,-370.252991,-801.450958,,-801.450958,2778.84201,
06/27/2003,2670.925049,370.768,370.487,0.281,564.780029,,213.279999,,213.279999,,0.0,72.628998,,,,1221.457031,370.199005,731.020996,-360.821991,121.986,,,957.28302,123.127998,50.756001,72.371998,,,834.155022,1449.468025,,608.53302,608.53302,,,,28.103001,28.103001,0.0,0.0,,734.821011,,,734.821011,1371.457031,888.440002,888.440002,0.0,0.0,1255.229004,,,,1255.229004,2143.669006,3515.126038,0.0,242.613007,,,0.0,0.0,-1086.813965,-844.200958,,-844.200958,2670.925079,
09/26/2003,2596.916992,420.879003,407.703003,13.176,508.678009,508.678009,197.095993,,197.095993,,0.0,65.147003,,,,1191.800049,341.395996,703.502991,-362.106995,120.992996,,,942.728027,122.174004,50.745998,71.428005,,,820.554024,1405.11702,,576.77002,576.77002,,,,28.208,,,,,732.620979,,,732.620979,1337.598999,884.815979,823.726978,61.089001,61.089001,1246.015015,,,,1246.015015,2130.830994,3468.429993,0.0,242.613007,,,0.0,0.0,-1114.125977,-871.51297,,-871.51297,2596.917023,
12/26/2003,2506.53,377.485,364.095,13.39,451.01,451.01,173.293,5.098,166.503,1.692,0.0,172.588,,,,1174.376,309.615,622.729,-313.114,149.335,,,873.204,122.689,51.121,71.568,,,750.515,1332.154,,305.286,305.286,,,,21.1,21.1,0.0,0.0,,1023.973,,,1023.973,1350.359,1011.972,948.277,63.695,63.695,991.963,,,,991.963,2003.935,3354.294,0.0,242.613,,,0.0,0.0,-1115.053,-872.44,24.676,-847.764,2506.53,
