Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,3055.0,,-2487.0,,568.0,,-344.0,,,224.0,-33.0,,70.0,,,,-37.0,191.0,-62.0,129.0,0.0,,,129.0,0.0,129.0,0.0,,129.0,129.0,,571.187988,0.225,0.225,0.225,571.187988,0.225,0.225,0.225,
06/30/1990,3184.0,,-2625.0,,559.0,,-346.0,,,213.0,-39.0,,70.0,,,,-31.0,174.0,-53.0,121.0,0.0,,,121.0,0.0,121.0,0.0,,121.0,121.0,,555.828003,0.22,0.22,0.22,555.828003,0.22,0.22,0.22,
09/30/1990,2961.0,,-2464.0,,497.0,,-333.0,,,164.0,-36.0,,69.0,,,,-33.0,128.0,-23.0,105.0,0.0,,,105.0,0.0,105.0,0.0,,105.0,105.0,,547.64398,0.19,0.19,0.19,547.64398,0.19,0.19,0.19,
12/31/1990,3143.0,,-2650.0,,493.0,,-364.0,,,129.0,-20.0,,69.0,,,,-49.0,109.0,-2.0,107.0,0.0,,,107.0,0.0,107.0,0.0,,107.0,107.0,,538.968018,0.2025,0.2025,0.2025,538.968018,0.2025,0.2025,0.2025,
03/31/1991,2903.0,,-2477.0,,426.0,,-339.0,,,87.0,-6.0,,71.0,,,,-65.0,81.0,-18.0,63.0,0.0,,,63.0,0.0,63.0,0.0,,63.0,63.0,,541.012024,0.1175,0.1175,0.1175,541.012024,0.1175,0.1175,0.1175,
06/30/1991,3047.0,,-2552.0,,495.0,,-372.0,,,123.0,25.0,,66.0,,,,-91.0,148.0,-59.0,89.0,0.0,,,89.0,0.0,89.0,0.0,,89.0,89.0,,544.763977,0.1625,0.1625,0.1625,544.763977,0.1625,0.1625,0.1625,
09/30/1991,2877.0,,-2395.0,,482.0,,-1154.0,,,-672.0,-87.0,,62.0,,,,25.0,-759.0,219.0,-540.0,0.0,,,-540.0,0.0,-540.0,0.0,,-540.0,-540.0,,548.132019,-0.985,-0.985,-0.985,548.132019,-0.985,-0.985,-0.985,
12/31/1991,3004.0,,-2488.0,,516.0,,-345.0,,,171.0,-31.0,,58.0,,,,-27.0,140.0,-25.0,115.0,0.0,,,115.0,0.0,115.0,0.0,,115.0,115.0,,551.159973,0.205,0.205,0.205,551.159973,0.205,0.205,0.205,
03/31/1992,2979.0,,-2468.0,,511.0,,-328.0,,,183.0,-22.0,,64.0,,,,-42.0,161.0,-39.0,122.0,1247.0,,,-1125.0,0.0,-1125.0,0.0,,-1125.0,-1125.0,,557.872009,-2.0175,0.2175,0.2175,557.872009,-2.0175,0.2175,0.2175,
06/30/1992,3075.0,,-2526.0,,549.0,,-338.0,,,211.0,-20.0,,52.0,,,,-32.0,191.0,-51.0,140.0,0.0,,,140.0,0.0,140.0,0.0,,140.0,140.0,,562.867981,0.2475,0.2475,0.2475,562.867981,0.2475,0.2475,0.2475,
09/30/1992,2936.0,,-2410.0,,526.0,,-323.0,,,203.0,-27.0,,53.0,,,,-26.0,176.0,-41.0,135.0,0.0,,,135.0,0.0,135.0,0.0,,135.0,135.0,,567.0,0.2375,0.2375,0.2375,567.0,0.2375,0.2375,0.2375,
12/31/1992,3052.0,,-2519.0,,533.0,,-347.0,,,186.0,-12.0,,51.0,,,,-39.0,174.0,-36.0,138.0,0.0,,,138.0,0.0,138.0,0.0,,138.0,138.0,,568.03998,0.2425,0.2425,0.2425,568.03998,0.2425,0.2425,0.2425,
03/31/1993,2901.0,,-2354.0,,547.0,,-314.0,,,233.0,-29.0,,45.0,,,,-16.0,204.0,-58.0,146.0,245.0,,,-99.0,0.0,-99.0,0.0,,-99.0,-99.0,,568.359985,-0.175,0.255,0.255,568.359985,-0.175,0.255,0.255,
06/30/1993,3055.0,,-2466.0,,589.0,,-336.0,,,253.0,-21.0,,43.0,,,,-22.0,232.0,-65.0,167.0,0.0,,,167.0,0.0,167.0,0.0,,167.0,167.0,,564.835999,0.295,0.295,0.295,564.835999,0.295,0.295,0.295,
09/30/1993,2812.0,,-2257.0,,555.0,,-329.0,,,226.0,-14.0,,36.0,,,,-22.0,212.0,-47.0,165.0,0.0,,,165.0,0.0,165.0,0.0,,165.0,165.0,,565.708008,0.29,0.29,0.29,565.708008,0.29,0.29,0.29,
12/31/1993,3059.0,,-2474.0,,585.0,,-359.0,,,226.0,36.0,,33.0,,,,-69.0,262.0,-84.0,178.0,0.0,,,178.0,0.0,178.0,0.0,,178.0,178.0,,566.299988,0.315,0.315,0.315,566.299988,0.315,0.315,0.315,
03/31/1994,2986.0,,-2402.0,,584.0,,-314.0,,,270.0,-20.0,,,,0.0,,20.0,250.0,-81.0,169.0,0.0,,,169.0,0.0,169.0,0.0,,169.0,169.0,,568.911987,0.3,0.3,0.3,568.911987,0.3,0.3,0.3,
06/30/1994,3187.0,,-2541.0,,646.0,,-346.0,,,300.0,-11.0,,,,0.0,,11.0,289.0,-93.0,196.0,0.0,,,196.0,0.0,196.0,0.0,,196.0,196.0,,566.528015,0.345,0.345,0.345,566.528015,0.345,0.345,0.345,
09/30/1994,3110.0,,-2503.0,,607.0,,-325.0,,,282.0,-6.0,,,,0.0,,6.0,276.0,-87.0,189.0,0.0,,,189.0,0.0,189.0,0.0,,189.0,189.0,,566.041992,0.335,0.335,0.335,566.041992,0.335,0.335,0.335,
12/31/1994,3534.0,,-2853.0,,681.0,,-381.0,,,300.0,26.0,,,,0.0,,-26.0,326.0,-91.0,235.0,0.0,,,235.0,-30.0,205.0,0.0,,205.0,205.0,,566.12799,0.365,0.365,0.365,566.12799,0.365,0.365,0.365,
03/31/1995,3419.0,,-2747.0,,672.0,,-358.0,,,314.0,-11.0,,,,0.0,,11.0,303.0,-105.0,198.0,0.0,,,198.0,0.0,198.0,0.0,,198.0,198.0,,567.530029,0.35,0.35,0.35,567.530029,0.35,0.35,0.35,
06/30/1995,3630.0,,-2902.0,,728.0,,-374.0,,,354.0,-9.0,,,,0.0,,9.0,345.0,-118.0,227.0,0.0,,,227.0,0.0,227.0,0.0,,227.0,227.0,,567.892029,0.4,0.4,0.4,567.892029,0.4,0.4,0.4,
09/30/1995,3499.0,,-2800.0,,699.0,,-369.0,,,330.0,-8.0,,,,0.0,,8.0,322.0,-105.0,217.0,0.0,,,217.0,0.0,217.0,0.0,,217.0,217.0,,566.210022,0.385,0.385,0.385,566.203125,0.385,0.385,0.385,
12/31/1995,3798.0,,-3090.0,,708.0,,-402.0,,,306.0,21.0,,,,0.0,,-21.0,327.0,-58.0,269.0,0.0,,,269.0,-36.0,233.0,0.0,,233.0,233.0,,565.892028,0.415,0.415,0.415,565.892028,0.415,0.415,0.415,
03/31/1996,3778.0,,-3012.0,,766.0,,-401.0,,,365.0,-23.0,,,,0.0,,23.0,342.0,-117.0,225.0,0.0,,,225.0,0.0,225.0,0.0,,225.0,225.0,,565.700012,0.4,0.4,0.4,576.924011,0.39,0.39,0.39,
