Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,0.017655,,0.017655,0.017655,,,,,,,,,,,,
06/30/1990,,,0.014675,,0.014675,0.014675,,,,,,,,,,,,
09/30/1990,,,0.022597,,0.022597,0.022597,,,,,,,,,,,,
12/31/1990,,,-0.039651,,-0.039651,-0.039651,,,,,,,,,,,,
03/31/1991,,,0.00779,,0.00779,0.00779,,,,,,,,,,,,
06/30/1991,,,-0.018461,,-0.018461,-0.018461,,,,,,,,,,,,
09/30/1991,,,0.031977,,0.031977,0.031977,,,,,,,,,,,,
12/31/1991,,,0.035853,,0.035853,0.035853,,,,,,,,,,,,
03/31/1992,,,0.021769,,0.021769,0.021769,,,,,,,,,,,,
06/30/1992,,,0.109844,,0.109844,0.109844,,,,,,,,,,,,
09/30/1992,,,0.124626,,0.124626,0.124626,,,,,,,,,,,,
12/31/1992,,,0.135877,,0.135877,0.135877,,,,,,,,,,,,
03/31/1993,,,0.14975,,0.14975,0.14975,,,,,,,,,,,,
06/30/1993,,,0.296373,,0.296373,0.296373,,,,,,,,,,,,
09/30/1993,,,0.311,,0.311,0.311,,,,,,,,,,,,
12/31/1993,,,0.0,,0.304877,0.304877,,,,,,,,,,,,
03/31/1994,,,0.326,,0.326,0.326,,,,,,,,,,,,
06/30/1994,,,0.653,,0.653,0.653,,,,,,,,,,,,
09/30/1994,,,0.628,,0.628,0.628,,,,,,,,,,,,
12/31/1994,,,0.0,,0.637,0.637,,,,,,,,,,,,
03/31/1995,,,0.701,,0.701,0.701,,,,,,,,,,,,
06/30/1995,,,0.933,,0.933,0.933,,,,,,,,,,,,
09/30/1995,,,0.803,,0.803,0.803,,,,,,,,,,,,
12/31/1995,,,0.0,,1.222,1.222,,,,,,,,,,,,
03/31/1996,,,1.926,,1.926,1.926,,,,,,,,,,,,
06/30/1996,,,2.158,,2.136,2.136,,,,,,,,,,,,
09/30/1996,,,2.122,,2.122,2.122,,,,,,,,,,,,
12/31/1996,,,0.0,,3.977,3.977,,,,,,,,,,,,
03/31/1997,,,5.978,,5.978,5.978,,,,,,,,,,,,
06/30/1997,,,1.785,,1.785,1.785,,,,,,,,,,,,
09/30/1997,,,2.225,,2.225,2.225,,,,,,,,,,,,
12/31/1997,,,78.699997,,-35.653999,-35.653999,,,,,,,,,,,,
03/31/1998,,,2.185,,2.769,2.769,,,,,,,,,,,,
06/30/1998,,,-1.528,,-1.528,-1.528,,,,,,,,,,,,
09/30/1998,,,30.371,,-67.491,-67.491,,,,,,,,,,,,
12/31/1998,,,110.099998,,-110.650001,-110.650001,,,,,,,,,,,,
03/31/1999,,,-9.565,,-9.565,-9.565,,,,,,,,,,,,
06/30/1999,,,-5.1,,-2.67,-2.67,,,,,,,,,,,,
09/30/1999,,,-8.351,,12.138,12.138,,,,,,,,,,,,
12/31/1999,,,-2.93,,-10.03,-10.03,,,,,,,,,,,,
03/31/2000,,,0.228,,3.761,3.761,,,,,,,,,,,,
06/30/2000,,,1.289,,8.271,8.271,,,,,,,,,,,,
09/30/2000,,,3.046,,7.307,7.307,,,,,,,,,,,,
12/31/2000,,,14.191,,17.178,17.178,,,,,,,,,,,,
03/31/2001,,,18.076,,18.508,18.508,,,,,,,,,,,,
06/30/2001,,,13.84,,17.097,17.097,,,,,,,,,,,,
09/30/2001,,,6.369,,8.221,8.221,,,,,,,,,,,,
12/31/2001,,,-2.165,,-27.557,-27.557,,,,,,,,,,,,
03/31/2002,,,2.556,,4.341,4.341,,,,,,,,,,,,
06/30/2002,,,7.629,,7.31,7.31,,,,,,,,,,,,
