Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,1807,-1056,751,-468,283,-46,0,7,244,-81,163,0,0,163,-7,156,,,156,,0.31,0.31,506.0,0.31,0.31,0.31,506.0,
06/30/1990,1867,-1086,781,-482,299,-43,0,8,264,-87,177,0,0,177,-7,170,,,170,,0.335,0.335,510.0,0.335,0.335,0.335,510.0,
09/30/1990,2003,-1136,867,-533,334,-57,0,-532,-255,87,-168,0,0,-168,-8,-176,,,-176,,-0.345,-0.345,510.0,-0.345,-0.345,-0.345,510.0,
12/31/1990,2003,-1153,850,-596,254,-67,0,0,187,-60,127,0,0,127,-7,120,,,120,0.235,0.235,0.235,506.786988,0.235,0.235,0.235,506.786988,
03/31/1991,2283,-1419,864,-599,265,-59,0,-6,200,-70,130,0,0,130,-7,123,,,123,,0.24,0.24,514.0,0.24,0.24,0.24,514.0,
06/30/1991,2354,-1452,902,-626,276,-56,0,-9,211,-74,137,0,0,137,-8,129,,,129,,0.25,0.25,520.0,0.25,0.25,0.25,520.0,
09/30/1991,2412,-1493,919,-645,274,-50,0,-9,215,-75,140,0,0,140,-7,133,,,133,,0.255,0.255,522.0,0.255,0.255,0.255,522.0,
01/01/1992,2442,-1524,918,-642,276,-47,0,-7,222,-78,144,0,0,144,-7,137,,,137,0.26,0.26,0.26,517.328002,0.26,0.26,0.26,517.328002,
03/31/1992,2513,-1566,947,-664,283,-51,0,-9,223,-82,141,0,0,141,-7,134,,,134,,0.255,0.255,530.0,0.255,0.255,0.255,530.0,
06/30/1992,2606,-1621,985,-687,298,-53,0,-10,235,-86,149,0,0,149,-8,141,,,141,,0.265,0.265,532.0,0.265,0.265,0.265,532.0,
09/30/1992,2682,-1670,1012,-703,309,-56,0,-1,252,-93,159,0,0,159,-5,154,,,154,,0.29,0.29,532.0,0.29,0.29,0.29,532.0,
12/31/1992,2761,-1700,1061,-740,321,-58,0,-10,253,-93,160,0,0,160,0,160,,,160,0.295,0.295,0.295,525.0,0.295,0.295,0.295,525.0,
