Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1993,2810,-1738,1072,-732,340,-58,0,-11,271,-103,168,-17,0,151,0,151,,,168,,0.31,0.28,538.0,0.31,0.31,0.28,538.0,
06/30/1993,2929,-1809,1120,-772,348,-52,0,-9,287,-109,178,-28,0,150,-1,149,,,177,,0.32,0.27,554.0,0.32,0.32,0.27,554.0,
09/30/1993,3054,-1881,1173,-814,359,-35,0,-11,313,-139,174,0,0,174,0,174,,,174,,0.3,0.3,580.0,0.3,0.3,0.3,580.0,
12/31/1993,3128,-1915,1213,-992,221,-33,0,-14,174,-67,107,0,0,107,0,107,,,107,0.18,0.18,0.18,581.0,0.18,0.18,0.18,581.0,
03/31/1994,3221,-1936,1285,-906,379,-31,0,-8,340,-131,209,0,0,209,0,209,,,209,,0.36,0.36,580.0,0.36,0.36,0.36,580.0,
06/30/1994,3309,-1987,1322,-933,389,-40,0,-7,342,-127,215,0,0,215,-1,214,,,214,,0.37,0.37,575.0,0.37,0.37,0.37,575.0,
09/30/1994,3407,-2047,1360,-952,408,-43,0,-10,355,-135,220,0,0,220,0,220,,,220,,0.38,0.38,579.0,0.38,0.38,0.38,579.0,
12/31/1994,3401,-2122,1279,-999,280,-39,0,2,243,-92,151,0,0,151,0,151,,,151,0.22,0.22,0.22,685.0,0.22,0.22,0.22,685.0,
03/31/1995,3561,-2138,1423,-993,430,-38,0,5,397,-153,244,0,0,244,0,244,,,244,,0.36,0.36,685.0,0.36,0.36,0.36,685.0,
06/30/1995,3706,-2246,1460,-1023,437,-36,0,22,423,-163,260,0,0,260,0,260,,,260,,0.38,0.38,684.0,0.38,0.38,0.38,684.0,
09/30/1995,3862,-2329,1533,-1803,-270,-35,0,-82,-387,147,-240,0,0,-240,0,-240,,,-240,,-0.35,-0.35,688.0,-0.35,-0.35,-0.35,688.0,
12/31/1995,4136,-2408,1728,-1207,521,-40,0,-17,464,-180,284,0,0,284,0,284,,,284,0.41,0.41,0.41,694.0,0.41,0.41,0.41,694.0,
03/31/1996,4491,-2725,1766,-1185,581,-50,0,-47,484,-189,295,0,0,295,0,295,,,295,0.43,0.43,0.43,689.0,0.42,0.42,0.42,701.0,
06/30/1996,4565,-2754,1811,-1229,582,-52,0,-33,497,-192,305,0,0,305,-5,300,,,300,0.44,0.44,0.44,689.0,0.43,0.43,0.43,698.0,
09/30/1996,4685,-2800,1885,-1304,581,-51,0,-22,508,-189,319,0,0,319,-15,304,,,304,0.44,0.44,0.44,685.0,0.44,0.44,0.44,691.0,
12/31/1996,4753,-2874,1879,-1310,569,-43,0,-25,501,-183,318,0,0,318,-15,303,,,303,0.44,0.44,0.44,685.0,0.44,0.44,0.44,694.0,
03/31/1997,4883,-2525,2358,-1772,586,-58,0,-34,494,-184,310,0,0,310,-15,295,,,295,0.43,0.43,0.43,685.0,0.42,0.42,0.42,701.0,
06/30/1997,4843,-2547,2296,-1744,552,-58,0,-24,470,-175,295,0,0,295,-15,280,,,280,0.41,0.41,0.41,689.0,0.4,0.4,0.4,708.0,
09/30/1997,4819,-3018,1801,-1987,-186,-58,0,-36,-280,113,-167,0,0,-167,-15,-182,432.0,-118.0,132,0.19,-0.26,-0.26,695.0,0.19,-0.26,-0.26,695.0,
12/31/1997,5108,-2866,2242,-2519,-277,-61,0,-47,-385,156,-229,0,0,-229,-15,-244,752.0,-316.0,192,0.1,-0.35,-0.35,703.0,0.1,-0.35,-0.35,703.0,
03/31/1998,5288,-2883,2405,-2194,211,-52,0,19,178,-62,116,0,0,116,-15,101,86.0,-47.0,140,0.21,0.14,0.14,715.0,0.21,0.14,0.14,732.0,
06/30/1998,5370,-2839,2531,-2175,356,-54,0,27,329,-119,210,0,0,210,-15,195,15.0,-6.0,204,0.28,0.27,0.27,729.0,0.27,0.26,0.26,745.0,
