Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Impairment from Affiliates,Disposal of Con Assets,Disposal of Uncon Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
12/31/2007,225.073,204.49,,,,,0.0,12.157,0.0,8.426,-148.751,85.847,4.823,58.081,0.0,,0.0,76.322,-28.65,65.948,-29.33,-7.968,47.672,-0.008,,,39.93,-1.278,,,48.942,5.238,41.209,2.006,0.727,39.93,39.93,-10.306,77.979784,0.509199,0.490683,0.407359,91.722243,0.509199,0.490683,0.407359,,62.626,21.197,-2.157,,,-0.286,0.023,,132.479,,132.479,-4.6,,,-0.7,-24.2,102.979,1.345377,1.045793,0.740653,55.051744,70.822206,43.596344,
03/31/2008,217.531,201.511,,,,,0.0,9.691,0.0,6.329,-93.371,88.968,4.403,60.654,0.0,,0.0,63.506,-51.397,74.369,-22.298,-0.674,12.109,-0.301,,,92.61,0.0,,0.0,111.661,15.842,95.064,2.454,-3.035,89.575,89.575,-0.674,78.138563,1.157271,0.111098,-0.131535,95.364432,1.144322,,-0.020437,,61.127,22.279,-2.243,,,-99.604,,,92.465,,92.465,-2.1,,,-3.8,-12.7,73.865,0.969596,0.774555,0.740653,76.387822,95.623096,62.776186,
06/30/2008,216.791,199.698,,,,,0.0,10.382,0.0,6.711,-93.672,89.537,4.135,57.474,0.0,,0.0,65.645,-46.607,72.042,-24.946,-0.489,19.038,0.689,,,15.725,-0.301,,,20.028,2.537,16.56,0.835,0.0,15.725,15.725,-0.489,79.691786,0.194422,0.194422,0.194422,93.73452,0.194422,0.194422,0.194422,,57.774,25.755,-2.358,,,-0.135,-0.488,,99.645,,99.645,-2.6,,,-3.9,-11.3,81.845,0.925817,0.760434,0.740653,80.0,97.398742,59.234282,
09/30/2008,222.261,204.614,,,,,0.0,10.261,0.0,7.386,-95.098,92.215,2.883,65.937,0.0,,0.0,61.226,-58.176,73.887,-19.928,4.217,3.05,0.362,,,2.638,0.0,,0.0,4.398,0.386,3.473,0.835,0.0,3.473,3.473,4.217,80.935012,0.027775,0.027775,0.027775,94.445244,0.027775,0.027775,0.027775,,66.637,25.227,-2.558,,,5.402,-0.021,,98.546,,98.546,-3.0,,,-2.0,-12.5,81.046,0.925817,0.761408,0.740653,80.0,97.274141,60.829257,
12/31/2008,238.287,217.977,,,,,0.0,10.382,0.0,9.928,-96.401,91.3,5.101,90.798,0.0,0.0,0.0,51.088,8.05,74.895,-26.659,-56.286,59.138,-1.876,,,50.952,-1.662,,,58.924,6.807,50.952,0.009,0.0,50.952,50.952,26.421,82.299213,0.619107,0.598912,0.92017,82.299213,0.619107,0.598912,0.92017,,93.802,22.115,-2.793,,,-1.033,0.02,0.197,170.076,,170.076,-0.9,,,-13.9,-19.3,135.976,1.775129,1.419218,0.740653,41.723935,52.187445,35.839977,
03/31/2009,205.721,190.155,123.209,64.145,2.801,0.0,0.0,8.541,0.0,7.025,-161.588,92.855,5.258,63.475,,0.0,0.0,44.133,-30.766,69.939,-15.926,-23.247,13.367,0.801,0.09,-0.891,14.016,-2.253,-2.253,0.0,16.421,2.124,14.016,,-0.212,13.804,-11.696,-23.247,83.058542,0.166647,0.139071,-0.12514,95.646345,0.166647,0.139071,-0.12514,,64.911,25.434,-3.654,-0.582,,0.598,-0.008,,102.839,,102.839,-1.6,,,4.4,-9.9,95.739,1.075201,1.000969,0.740653,68.885151,73.99367,59.91793,
06/30/2009,202.175,185.003,120.569,61.765,2.669,0.0,0.0,9.345,0.0,7.827,-151.734,84.784,4.648,62.302,,,0.0,50.441,-48.841,71.914,-14.556,-8.517,1.6,0.38,-0.001,-0.379,-21.736,26.346,26.346,0.0,-24.366,-2.983,-21.736,,-1.019,-22.755,-4.926,-8.517,81.266424,-0.280005,0.044188,-0.060615,81.266424,-0.280005,0.044188,-0.060615,,63.74,24.844,-3.635,-27.058,,26.748,,,59.92,,59.92,-2.1,,,3.4,-9.1,52.12,0.640366,0.557007,0.570494,89.088785,102.421335,77.373164,
09/30/2009,197.792,180.728,117.593,59.228,3.907,0.0,0.0,10.449,0.0,6.615,-148.493,80.506,7.085,60.902,,,0.0,49.299,110.543,65.779,-19.165,-157.157,159.842,-0.302,-0.089,0.391,142.838,-4.831,-4.831,0.0,164.371,21.52,142.838,,-3.347,139.491,-22.497,-157.157,82.05338,1.700003,1.641127,-0.274175,82.25775,1.698309,1.639578,-0.274175,,61.856,27.435,-3.623,-0.589,-0.282,-160.788,0.283,,88.65,,88.65,-3.5,,,3.3,-7.9,80.55,0.940228,0.854319,0.5813,61.825381,68.042458,53.804399,
12/31/2009,199.968,179.109,112.897,58.965,7.247,0.0,0.0,12.422,0.0,8.437,-163.67,79.342,8.944,75.384,,0.0,0.0,36.298,-40.982,59.409,-18.513,0.086,-4.684,3.883,0.264,-4.147,-14.376,16.372,16.372,0.0,-17.173,-2.834,-14.376,,0.0,-14.376,-0.18,-2.176,92.378703,-0.15562,0.021607,-0.001949,92.378703,-0.15562,0.021607,-0.001949,,75.656,20.85,-2.822,-0.21,-7.219,16.44,7.216,,92.701,-0.015,92.686,-3.5,2.376,,2.7,-12.8,81.462,0.887204,0.779766,0.591708,66.693568,75.882743,58.96506,
03/31/2010,182.114,165.976,101.98,61.009,2.987,0.0,0.0,10.221,0.0,5.917,-149.741,83.008,7.518,59.215,,0.0,0.0,32.373,-40.336,55.411,-16.459,1.384,-7.963,1.215,0.0,-1.215,-6.357,0.113,0.113,0.0,-6.861,-0.798,-6.357,,0.0,-6.357,-6.244,0.0,96.951,-0.08,-0.08,-0.08,96.951,-0.08,-0.08,-0.08,,59.215,22.362,-2.824,,-0.032,,0.031,,71.597,,71.597,-0.3,2.804,,2.1,-11.9,64.301,0.656143,0.589279,0.6,91.443496,101.819256,81.247259,
06/30/2010,181.226,162.222,102.002,57.112,3.108,0.0,0.0,12.117,0.0,6.887,-143.769,80.762,3.642,59.365,,,0.0,37.457,-38.376,52.238,-15.762,1.9,-0.919,1.375,0.0,-1.375,-0.44,0.401,0.401,0.0,0.055,0.02,-0.44,,0.0,-0.44,-0.132,-0.093,123.446,-0.01,-0.01,-0.001069,123.446,-0.01,-0.01,-0.010753,,59.913,22.256,-3.772,,,-0.51,-0.001,,77.466,,77.466,-1.6,4.162,,2.0,-13.7,68.328,0.571726,0.504284,0.5,87.454496,99.150421,79.677536,
09/30/2010,189.471,171.22,105.55,61.808,3.862,0.0,0.0,10.529,0.0,7.722,-152.732,86.001,4.546,62.185,,,0.0,36.739,-30.156,51.662,-19.687,-1.819,6.583,2.662,0.0,-2.662,8.429,-0.223,-0.223,0.0,9.468,0.946,8.429,,-0.551,7.878,5.567,-2.088,130.213,0.06,0.06,0.042753,130.213,0.06,0.06,0.042753,,62.801,25.982,-4.556,,,-0.04,-0.241,,93.321,,93.321,-3.5,4.238,,1.8,-17.5,78.359,0.657098,0.551746,0.5,76.092198,90.621371,69.766183,
12/31/2010,200.334,180.12,109.967,61.88,8.273,0.0,0.0,10.028,0.0,10.186,-151.887,83.716,4.999,63.172,,0.0,0.0,48.447,-25.854,52.904,-27.621,0.571,22.593,3.95,0.011,-3.961,23.558,0.785,0.785,0.0,25.758,2.33,23.558,,0.0,23.558,22.367,-1.976,130.301,0.18,0.19,0.171656,142.031,0.18,0.19,0.171656,,64.882,21.327,-3.253,,,0.077,0.0,,108.921,,108.921,-1.6,,,0.7,-16.2,91.821,0.766882,0.646486,0.5,65.199089,77.34124,59.814453,
03/31/2011,185.265,168.415,105.834,59.791,2.79,0.0,0.0,10.584,0.0,6.266,-154.618,85.107,7.644,61.867,,0.0,0.0,30.647,-27.946,49.624,-30.275,8.597,2.701,2.478,0.0,-2.478,0.034,5.088,5.088,0.0,0.091,0.003,0.034,,0.0,0.034,12.423,7.301,130.574,0.0,0.04,0.095141,130.574,0.0,0.04,0.095141,,64.626,24.031,-3.482,,,0.979,-12.51,,73.681,0.81,74.491,0.3,2.371,,0.8,-15.4,62.562,0.522828,0.439102,0.5,95.633701,113.868642,88.607646,
06/30/2011,181.299,165.334,104.451,58.022,2.861,0.0,0.0,8.119,0.0,7.846,-144.656,79.988,3.742,60.926,,,0.0,36.643,-18.806,44.066,-25.207,-0.053,17.837,1.768,0.0,-1.768,-19.216,40.516,40.516,0.0,-20.911,-1.714,-19.216,,0.0,-19.216,20.045,-1.255,131.691,-0.145917,0.161742,0.152212,131.691,-0.145917,0.161742,0.152212,,65.834,25.689,-3.9,,,36.2,0.0,,102.893,,102.893,-2.0,,,0.6,-15.9,85.593,0.715369,0.59509,0.5,69.893968,84.02089,63.994149,
09/30/2011,193.319,175.772,108.461,63.538,3.773,0.0,0.0,9.759,0.0,7.788,-152.111,83.338,4.49,64.283,,,0.0,41.208,-23.962,43.761,-20.039,0.24,17.246,1.566,0.0,-1.566,12.941,4.556,4.556,0.0,14.256,1.163,12.941,,0.0,12.941,16.456,-1.041,132.096,0.1,0.132457,0.124576,132.096,0.1,0.132457,0.124576,,67.997,26.821,-3.329,,,-1.389,-0.003,,104.201,,104.201,-2.8,,,1.1,-16.4,86.101,0.72791,0.60147,0.5,68.68984,83.129697,63.385188,
12/31/2011,208.479,185.203,113.416,61.989,9.798,0.0,0.0,11.942,0.0,11.334,-155.004,82.608,5.237,67.159,,0.0,0.0,53.475,146.229,43.281,-219.156,29.646,199.704,0.298,0.0,-0.298,163.107,24.362,24.362,0.0,175.64,12.636,163.107,,0.0,163.107,215.088,27.619,132.128,1.234462,1.418844,1.627876,132.128,1.234462,1.418844,1.627876,,70.831,20.867,-3.217,,,42.823,-188.264,,118.783,,118.783,-1.8,,,2.1,-14.3,104.783,0.829693,0.731904,0.55,66.289578,75.146493,61.179125,
03/31/2012,209.943,187.976,119.528,64.695,3.753,0.0,0.0,11.215,0.0,10.752,-166.384,88.025,4.518,73.841,,0.0,0.0,43.559,6.5,42.523,-30.618,-18.405,50.059,-1.85,0.0,1.85,-14.068,59.932,59.932,0.0,-11.723,2.367,-14.068,,0.0,-14.068,26.367,-19.497,132.273,-0.11,0.346737,0.199338,132.273,-0.11,0.343093,0.195694,,76.964,19.907,-3.213,,,35.727,-11.511,,106.173,,106.173,-1.1,,,2.4,-14.6,92.873,0.740129,0.647415,0.55,74.31136,84.953216,68.732164,
06/30/2012,195.657,176.862,112.612,61.625,2.625,0.0,0.0,9.657,0.0,9.138,-160.59,85.766,5.655,69.169,,,0.0,35.067,-27.438,43.297,-18.691,2.832,7.629,3.075,0.0,-3.075,133.354,-133.839,-133.839,0.0,144.543,11.277,133.354,,0.0,133.354,1.043,1.528,132.768,1.004414,-0.003653,0.007856,132.877,1.00359,-0.003653,0.007846,,73.003,20.975,-3.239,,,-9.512,0.354,,226.212,,226.212,-2.1,,,2.5,-12.6,214.012,1.569402,1.484761,0.55,35.045201,37.042993,32.280516,
09/30/2012,204.092,181.772,112.221,64.713,4.838,0.0,0.0,9.858,0.0,12.462,-157.752,83.952,5.063,68.737,,,0.0,46.34,-2.349,41.565,-19.315,-19.901,43.991,0.934,0.0,-0.934,43.893,-2.35,-2.35,0.0,47.275,3.466,43.893,,0.0,43.893,19.576,-21.967,134.22,0.33,0.309514,0.14585,134.33,0.33,0.309514,0.14585,,72.22,18.404,-3.185,,,-21.765,-0.135,,112.898,,112.898,-2.1,,,1.6,-11.2,101.198,0.77807,0.697436,0.55,70.6877,78.860254,65.387341,
12/31/2012,251.165,228.13,140.157,75.522,12.451,0.0,0.0,10.505,0.0,12.53,-191.114,100.923,5.187,85.004,,0.0,0.0,60.051,124.326,48.335,-10.657,-162.004,184.377,1.999,0.0,-1.999,174.247,0.081,0.081,0.0,186.295,12.148,174.247,,0.0,174.247,10.263,-164.065,136.975,1.27,1.272699,0.074926,136.975,1.27,1.270591,0.072818,,85.004,18.382,-3.225,,,-164.415,10.436,,132.577,0.036,132.613,-1.9,,,4.0,-13.8,120.913,0.900573,0.821119,0.58,64.40343,70.635349,59.924044,
03/31/2013,243.304,219.97,137.027,78.961,3.982,0.0,0.0,10.148,0.0,13.186,-194.795,101.753,6.024,87.018,,0.0,0.0,48.509,-28.778,49.68,-18.115,-2.787,19.731,0.243,0.281,-0.524,18.092,-2.556,-2.556,0.0,22.53,4.515,18.092,,0.0,18.092,10.708,-4.828,137.538,0.13,0.11,0.077855,137.616,0.13,0.11,0.074917,,93.16,16.797,-3.02,,,-2.586,0.017,,126.975,,126.975,-1.2,,,4.9,-15.1,115.575,0.858966,0.781847,0.58,67.523008,74.183292,62.845442,
06/30/2013,245.878,224.404,140.214,81.674,2.516,0.0,0.0,10.301,0.0,11.173,-196.77,101.498,6.693,88.579,,,0.0,49.108,40.833,50.375,-92.201,0.993,89.941,1.477,-0.125,-1.352,218.997,-143.398,-143.398,0.0,234.816,15.893,218.997,,-0.217,218.78,74.237,-1.145,139.372,1.57,0.540869,0.532654,139.526,1.57,0.540869,0.532654,,93.984,18.212,-3.014,,,-141.118,-72.549,,130.405,,130.405,-2.2,,,4.0,-5.1,127.105,0.873378,0.851277,0.58,66.408788,68.132945,61.988237,
09/30/2013,258.154,236.588,145.259,87.218,4.111,0.0,0.0,10.742,0.0,10.824,-200.776,106.385,5.955,88.436,,,0.0,57.378,-8.252,49.603,-35.161,-6.19,49.126,0.543,0.079,-0.622,38.123,8.844,8.844,0.0,40.825,2.36,38.123,,0.0,38.123,38.724,-8.243,140.712,0.27,0.33,0.2752,140.773,0.27,0.33,0.271445,,92.22,17.047,-2.986,,,0.919,-18.112,,129.571,,129.571,-2.5,,,3.2,-16.0,114.271,0.861538,0.759806,0.58,67.321469,76.335291,62.987057,
12/31/2013,282.137,258.079,155.618,89.915,12.546,,0.0,9.001,0.0,15.057,-215.851,113.62,9.099,93.132,,0.0,,66.286,-67.755,47.588,-22.103,42.27,-1.469,-0.572,-0.093,0.665,144.878,-152.83,-152.83,0.0,150.789,4.787,144.878,,0.0,144.878,31.685,39.637,140.724,1.03,-0.056508,0.225157,140.724,1.03,-0.056508,0.225157,,95.061,14.882,-2.88,,,-112.979,-3.126,,140.623,,140.623,-2.2,,,3.5,-9.6,132.323,0.935111,0.879918,0.62,66.302255,70.461084,62.04453,
03/31/2014,264.512,245.961,151.633,91.475,2.853,0.0,0.0,8.121,0.0,10.43,-208.682,113.148,6.877,88.657,,0.0,0.0,55.83,-36.358,46.338,-13.769,3.789,19.472,0.172,0.0,-0.172,17.819,0.0,0.0,0.0,19.644,1.265,17.819,,0.0,17.819,19.788,1.969,140.767,0.13,0.13,0.140573,140.817,0.13,0.13,0.140573,,88.657,14.915,-2.767,,,1.611,0.06,,121.56,,121.56,-1.1,,,3.1,-12.2,111.36,0.806058,0.738422,0.62,76.917539,83.962787,71.808161,
06/30/2014,254.337,234.967,149.22,83.375,2.372,0.0,0.0,8.776,0.0,10.594,-195.685,102.761,5.123,87.801,,,,58.652,-43.564,45.8,-13.903,11.667,15.088,2.898,0.0,-2.898,16.088,0.0,0.0,0.0,17.986,1.115,16.088,,0.0,16.088,25.543,9.455,140.894,0.11,0.11,0.181292,141.036,0.11,0.11,0.17704,,87.801,14.565,-2.633,,,9.577,3.312,,129.825,,129.825,-1.7,,,2.8,-13.0,117.925,0.858921,0.78019,0.62,72.183616,79.46778,67.25053,
09/30/2014,263.492,244.526,150.395,90.059,4.072,0.0,0.0,8.352,0.0,10.614,-201.94,106.86,5.339,89.741,,0.0,,61.552,-23.497,47.803,-16.935,-7.371,38.055,0.689,0.0,-0.689,35.914,0.0,0.0,0.0,38.744,2.571,35.914,,0.0,35.914,26.399,-9.515,140.916,0.25,0.25,0.187339,141.06,0.25,0.25,0.182546,,89.742,15.564,-2.898,,,-8.764,0.393,,132.522,,132.522,-2.7,,,4.6,-11.4,123.022,0.876573,0.813734,0.62,70.730022,76.191933,65.927106,
12/31/2014,322.909,293.588,182.323,96.21,15.055,0.0,0.0,8.733,0.0,20.588,-243.751,119.161,12.073,112.517,,0.0,0.0,79.158,1450.89,50.748,-16.019,-1485.619,1530.048,0.51,0.0,-0.51,1429.221,0.0,0.0,0.0,1530.558,100.779,1429.221,,0.0,1429.221,-59.713,-1488.934,149.924,9.52,9.52,-0.398288,149.924,9.51,9.51,-0.421259,,112.517,16.825,-2.984,,,-1497.603,0.093,,158.848,9.146,167.994,-3.8,,,8.2,-35.1,137.294,1.048383,0.856797,0.65,62.00022,75.863949,61.348333,
03/31/2015,318.335,299.707,190.761,105.698,3.248,0.0,0.0,5.625,0.0,13.003,-270.744,128.132,8.422,120.618,,0.0,13.572,47.591,-21.859,53.286,-8.274,-23.153,25.732,0.935,,,24.611,0.0,0.0,0.0,26.667,1.635,24.611,,0.0,24.611,12.9,-11.711,158.336,0.15,0.15,0.081472,158.544,0.15,0.15,0.076134,,120.618,11.82,-3.168,,,-22.094,0.112,,133.534,11.327,144.861,-1.6,14.468,,11.8,-13.9,155.629,0.856861,0.920555,0.65,75.858237,70.609591,77.072805,
06/30/2015,322.794,301.299,193.131,105.592,2.576,,,6.174,0.0,15.321,-252.422,114.116,7.55,119.333,,,11.423,70.372,-54.909,54.896,-9.094,9.107,15.463,0.283,,,14.395,0.0,0.0,0.0,15.746,0.961,14.395,,0.0,14.395,32.112,17.717,158.501,0.09,0.09,0.202598,158.633,0.09,0.09,0.201685,,119.333,14.913,-3.297,,,4.685,0.003,,150.993,13.0,163.993,-2.5,,,10.3,-19.7,152.093,0.969163,0.898836,0.65,67.068198,72.315721,68.23207,
09/30/2015,326.262,306.514,194.183,106.339,5.992,0.0,0.0,5.271,0.0,14.477,-240.345,115.962,6.688,117.486,,0.0,0.209,85.917,-50.462,54.956,-10.817,6.323,35.455,0.859,0.0,-0.859,33.597,0.0,0.0,0.0,36.314,2.244,33.597,,0.0,33.597,37.10185,3.50485,158.517,0.21,0.21,0.234056,158.634,0.21,0.21,0.232094,,113.787,21.043,-3.543,,,3.342,0.002,,170.472,0.236,170.708,-3.8,,,9.5,-15.2,161.208,1.008847,0.952704,0.65,64.429992,68.226856,60.441627,
12/31/2015,320.758,292.905,181.528,97.5,13.877,0.0,0.0,9.184,0.0,18.669,-228.19,113.945,7.21,107.035,,0.0,0.0,92.568,350.471,48.805,-16.979,-382.297,443.039,1.146,0.0,-1.146,414.959,0.0,0.0,0.0,444.185,28.144,414.959,,0.0,414.959,28.755,-386.204,156.325,2.65,2.65,0.183944,156.325,2.65,2.65,0.17948,,107.035,25.121,-3.044,,,-384.944,-0.002,,187.269,-0.878,186.391,3.5,,,5.6,-19.9,175.591,1.115927,1.051267,4.68,419.382395,445.177167,390.668504,
03/31/2016,256.0,234.235,151.048,80.173,3.014,0.0,0.0,8.617,0.0,13.148,-202.784,107.224,8.629,86.931,,0.0,0.0,53.216,399.476,39.776,-11.66,-427.592,452.692,-1.317,,,420.915,0.0,0.0,0.0,451.375,29.985,420.915,,0.0,420.915,-9.966,-430.881,151.984,2.77,2.77,-0.065573,152.103,2.76,2.76,-0.072824,,83.237,41.876,-2.94,,,-432.044,,,141.029,3.575,144.604,-2.2,,1.0,4.2,-9.7,137.904,0.887555,0.846431,0.68,76.614976,80.337278,73.282176,
06/30/2016,259.904,230.79,152.448,75.948,2.394,0.0,0.0,11.325,0.0,17.789,-191.08,98.209,7.681,85.19,,0.0,0.0,68.824,-18.876,41.195,-14.616,-7.703,49.948,-0.514,,,45.222,0.0,0.0,0.0,49.434,3.81,45.222,,0.0,45.222,34.307,-10.915,146.644,0.31,0.31,0.233948,146.769,0.31,0.31,0.233948,,85.19,39.909,-3.093,,,-10.69,0.0,,160.348,0.0,160.348,-3.7,,1.0,5.1,-0.4,162.348,1.017424,1.030114,0.68,66.835483,66.012122,62.18844,
09/30/2016,253.367,232.336,154.018,74.447,3.871,0.0,0.0,8.983,0.0,12.048,-193.501,99.595,6.93,86.976,,,0.0,59.866,-45.765,39.983,-11.261,17.043,14.101,-0.905,0.068,0.837,13.73,0.0,0.0,0.0,13.196,1.272,13.73,,0.0,13.73,27.767,14.037,143.923,0.09,0.09,0.19293,144.036,0.09,0.09,0.187455,,86.976,44.044,-3.309,,,19.616,-2.035,,160.294,-5.284,155.01,-3.5,,,9.4,-64.5,96.41,1.001991,0.623198,0.68,67.864886,109.114573,61.055086,
12/31/2016,272.0,245.118,158.781,74.714,11.623,0.0,0.0,10.539,0.0,16.343,-195.286,100.918,4.977,89.391,,0.0,0.0,76.714,-37.894,42.721,-19.404,14.577,38.82,2.014,0.022,-2.036,37.128,0.0,0.0,0.0,40.834,3.257,37.128,,0.0,37.128,47.83,10.702,143.904,0.26,0.26,0.332374,154.542,0.26,0.26,0.32925,,89.391,42.442,-3.088,,,11.487,0.016,,180.633,-0.8,179.833,-4.3,,1.0,7.0,-17.2,166.333,1.163651,1.076296,0.71,61.014842,65.966958,56.563219,
03/31/2017,247.045,219.885,145.555,72.412,1.918,0.0,0.0,11.896,0.0,15.264,-195.95,104.414,8.463,83.073,,,0.0,51.095,20.23,41.301,-15.843,-45.688,71.325,3.484,0.0,-3.484,69.243,0.0,0.0,0.0,74.809,5.108,69.243,,0.0,69.243,19.678,-49.565,143.596,0.48,0.48,0.137037,143.655,0.48,0.48,0.134972,,83.073,40.872,-3.381,,,-59.703,-1.609,,133.603,-0.7,132.903,-3.6,,0.9,3.8,-5.1,128.903,0.86163,0.835698,0.71,82.401947,84.958969,76.310532,
06/30/2017,247.423,223.901,152.893,68.948,2.06,0.0,0.0,10.003,0.0,13.519,-187.949,97.248,7.458,83.243,,,0.0,59.474,-29.985,42.321,-16.936,4.6,29.489,-0.437,0.0,0.437,26.638,0.0,0.0,0.0,29.052,1.987,26.638,,0.0,26.638,27.115,0.477,141.695,0.19,0.19,0.191362,141.728,0.19,0.19,0.191362,,83.243,39.735,-3.446,,,0.477,0.0,0.0,148.634,0.0,148.634,-4.8,,0.9,4.0,-13.9,134.834,0.976224,0.885586,0.71,72.729214,80.172909,67.685355,
09/30/2017,242.451,220.694,144.991,72.897,2.806,0.0,0.0,10.056,0.0,11.701,-186.078,97.644,5.287,83.147,,,0.0,56.373,-34.276,43.265,-23.993,15.004,22.097,-2.869,0.0,2.869,17.498,0.0,0.0,0.0,19.228,1.256,17.498,,0.0,17.498,29.352,11.854,141.299,0.12,0.12,0.20773,141.31,0.12,0.12,0.203886,,83.147,40.776,-3.499,,,12.581,-6.712,,145.047,-0.7,144.347,-5.0,,0.9,3.8,-9.8,134.247,0.951937,0.88533,0.71,74.584751,80.196094,69.165367,
12/31/2017,256.743,257.672,150.591,69.038,1034.0,0.0,0.0,11.439,0.0,-12.368,-160.889,83.585,7.032,85.968,,0.0,-15.696,67.738,-13.382,44.889,-28.774,-2.733,54.356,-15.772,-0.185,12.473,32.751,0.0,0.0,0.0,38.584,3.587,32.751,,0.0,32.751,41.739,8.988,140.918,0.232412,0.232412,0.296194,140.959,0.232344,0.232344,0.296107,,85.968,40.765,-3.284,,,-4.375,-5.802,,155.594,24.1,179.694,-3.3,,0.6,1.2,-44.7,133.494,1.18835,0.882821,0.74,62.271205,83.822209,67.038633,
03/31/2018,236.734,212.383,142.407,68.092,1.884,0.0,0.0,10.542,0.0,13.809,-200.789,109.499,8.019,79.937,,0.0,3.334,35.945,-73.275,52.635,-16.872,37.512,-37.33,2.949,-0.439,-2.51,-33.573,0.0,0.0,0.0,-34.381,-1.86,-33.573,,0.0,-33.573,3.939,37.512,141.024,-0.24,-0.24,0.027931,141.05,-0.24,-0.24,0.025948,,79.937,39.943,-3.345,,,38.319,-1.928,6.02,123.513,1.3,124.813,-4.2,,0.2,4.0,-5.9,118.913,0.824708,0.785724,0.74,89.728698,94.180687,84.491317,
06/30/2018,234.545,211.16,142.883,66.762,1.515,0.0,0.0,10.496,0.0,12.889,-192.231,86.346,4.956,78.868,,0.0,22.061,42.314,-32.764,38.915,-15.669,9.518,9.55,-0.684,0.0,0.684,7.816,0.0,0.0,0.0,8.866,0.552,7.816,,0.0,7.816,17.334,9.518,141.137,0.05,0.05,0.122817,141.137,0.05,0.05,0.117438,,78.868,38.961,-3.322,,,10.066,0.104,-7.357,125.688,18.469,144.157,-4.4,,0.0002,0.0042,-0.0101,139.7513,0.951312,0.922238,0.74,77.787343,80.239611,83.095745,
09/30/2018,242.198,217.626,146.256,68.045,3.325,0.0,0.0,11.052,0.0,13.52,-180.869,91.062,5.439,81.803,,,2.565,61.329,20.378,44.927,-18.789,-46.516,81.707,-0.466,0.0,0.466,74.028,0.0,0.0,0.0,81.241,5.432,74.028,,0.0,74.028,27.512,-46.516,141.196,0.52,0.52,0.19485,141.196,0.52,0.52,0.190557,,81.803,40.18,-3.453,,,-44.456,-0.817,-3.139,149.578,-0.0042,149.5738,5.6,,0.2,2.8,-7.6,150.5738,0.98741,0.994011,0.74,74.943566,74.445846,69.853214,
12/31/2018,246.874,215.733,144.31,60.578,10.845,0.0,0.0,11.39,0.0,19.751,-178.08,85.506,5.746,86.828,,,0.0,68.794,-57.353,46.485,-20.443,31.311,11.441,1.805,0.026,-1.831,11.749,0.0,0.0,0.0,13.246,0.863,11.749,,0.0,11.749,43.06,31.311,141.142,0.08,0.08,0.305083,141.144,0.08,0.08,0.301837,,86.828,41.075,-3.579,,,32.78,0.314,-4.373,165.657,-1.8,163.857,-4.4,,0.2,2.5,-10.7,151.457,1.080986,0.999182,0.75,69.381076,75.061404,63.901012,
03/31/2019,226.522,211.008,141.041,64.209,2.126,3.632,0.0,10.18,0.0,5.334,-184.552,88.618,6.961,81.468,,0.0,7.505,41.97,-32.781,38.357,-12.243,6.667,9.189,-0.346,0.0,0.346,7.824,0.0,0.0,0.0,8.843,0.577,7.824,,0.0,7.824,14.491,6.667,141.262,0.05,0.05,0.102582,141.262,0.05,0.05,0.097196,,81.468,41.353,-3.865,,,6.85,0.071,-12.344,121.934,-0.183,121.751,-3.6,,0.2,2.4,-4.519,116.232,0.802699,0.766313,0.75,93.434756,97.871283,86.888399,
