Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/2004,1330.534,9.586,9.586,0.0,313.544,313.544,,217.849,77.015,26.428,128.831,0.0,66.112,,,,607.091,216.91,542.304,-325.394,0.0,506.533,474.875,347.421,127.454,,31.658,723.443,,185.784,185.784,,,,38.937,,,,,,134.972,,,134.972,359.693,390.661,,,,,135.009,,,,,135.009,525.67,885.363,0.0,424.226,,,0.0,66.197,-45.252,445.171,0.0,445.171,1330.534,
08/31/2004,1356.452,14.135,14.135,0.0,331.157,331.157,,222.26,86.027,19.623,126.255,-9.645,54.686,,,,622.238,226.299,556.494,-330.195,0.0,507.915,470.253,343.595,126.658,,37.662,734.214,,206.064,206.064,,,,5.511,,,,,,155.308,,,155.308,366.883,390.21,,,,,121.382,,,,,121.382,511.592,878.475,0.0,426.233,,,0.0,86.56,-34.816,477.977,0.0,477.977,1356.452,
11/30/2004,1376.415,3.803,3.803,0.0,336.286,336.286,,230.849,85.716,20.138,136.562,-11.567,70.392,,,,641.33,225.965,563.481,-337.516,0.0,509.12,471.6,345.739,125.861,,37.52,735.085,,181.287,181.287,,,,41.519,,,,,,142.659,,,142.659,365.465,372.371,,,,,137.931,,,,,137.931,510.302,875.767,0.0,437.673,,,0.0,93.281,-30.306,500.648,0.0,500.648,1376.415,
02/28/2005,1342.962036,9.514,9.514,0.0,311.127991,311.127991,,217.393005,83.778,16.434999,128.375,-11.195,81.838997,,,,619.874023,223.815002,557.133972,-333.319,0.0,499.27301,470.428009,345.363007,125.065002,,28.845001,723.088013,,170.541,170.541,,,,33.273998,,,,,,142.703007,,,142.703007,346.518005,372.083008,,,,,132.143997,,,,,132.143997,504.227005,850.74501,0.0,448.149994,,,0.0,78.274002,-34.207001,492.216995,0.0,492.216995,1342.962006,
05/31/2005,1388.978,44.25,44.25,,325.236,325.236,,220.763,66.309,15.562,151.217,-12.325,79.304,,,,669.553,221.546,560.692,-339.146,,497.879,393.023,344.256,48.767,,104.856,719.425,,200.926,200.926,,,,18.733,,,,,,150.17,,,150.17,369.829,372.012,,,,,132.552,,,,,132.552,504.564,874.393,,458.522,,,0.0,91.334,-35.271,514.585,,514.585,1388.978,
08/31/2005,1442.215,98.533,98.533,,345.77,345.77,,215.59,74.048,15.561,136.825,-10.844,57.881,,,,717.774,219.194,561.966,-342.772,,505.247,468.309,344.836,123.473,,36.938,724.441,,221.844,221.844,,,,0.567,,,,,,177.061,,,177.061,399.472,371.736,,,,,129.214,,,,,129.214,500.95,900.422,,476.484,,,0.0,112.447,-47.138,541.793,,541.793,1442.215,
11/30/2005,1429.922,105.197,105.197,0.0,326.662,326.662,,225.834,73.194,16.331,148.323,-12.014,60.256,,,,717.949,213.721,564.394,-350.673,0.0,498.252,467.127,344.451,122.676,,31.125,711.973,,204.018,204.018,,,,0.545,,,,,,167.268,,,167.268,371.831,371.709,,,,,129.135,,,,,129.135,500.844,872.675,0.0,477.223,,,-12.311,127.663,-35.328,557.247,0.0,557.247,1429.922,
02/28/2006,1386.553955,69.811996,69.811996,0.0,324.398987,324.398987,,216.815994,66.552002,15.072,145.776001,-10.584,70.268997,,,,681.296021,210.199005,565.226013,-355.027008,0.0,495.05899,466.772003,344.894989,121.877014,,28.286987,705.257996,,184.882996,184.882996,,,,0.549,,,,,,156.645,,,156.645,342.076996,371.463989,,,,,132.041,,,,,132.041,503.50499,845.581985,0.0,509.574005,,,-70.296997,135.440002,-33.745005,540.972006,0.0,540.972006,1386.553991,
05/31/2006,1413.656982,71.574997,71.574997,0.0,358.022003,358.022003,,217.811005,71.827003,15.183,141.731995,-10.931,64.939003,,,,712.346985,206.001007,567.716003,-361.714996,0.0,495.30899,402.113007,346.044006,56.069,,93.195984,701.309998,,219.393005,219.393005,,,,0.587,,,,,,166.819982,,,166.819982,386.799988,371.519989,,,,,128.744995,,,,,128.744995,500.264984,887.064972,0.0,542.294006,,,-139.807007,157.479004,-33.373997,526.592007,0.0,526.592007,1413.656979,
08/31/2006,1444.116,88.648,88.648,0.0,379.622,379.622,,209.319,70.839,14.613,135.518,-11.651,60.056,,,,737.645,211.269,576.798,-365.529,0.0,495.202,466.475,346.188,120.287,,28.727,706.471,,243.593,243.593,,,,0.643,,,,,,183.558,,,183.558,427.794,371.252,,,,,102.811,,,,,102.811,474.063,901.857,0.0,561.454,,,-194.858,192.155,-16.492,542.259,0.0,542.259,1444.116,
11/30/2006,1421.9,102.721,102.721,0.0,337.324,337.324,,211.886,70.748,15.165,137.247,-11.274,70.354,,,,722.285,210.004,583.007,-373.003,0.0,489.611,465.796,346.307,119.489,,23.815,699.615,,213.222,213.222,,,,0.661,,,,,,171.31,,,171.31,385.193,371.278,,,,,103.608,,,,,103.608,474.886,860.079,0.0,583.872,,,-224.816,219.238,-16.473,561.821,0.0,561.821,1421.9,
02/28/2007,1436.435,123.055,123.055,0.0,338.595,338.595,,209.482,69.631,14.792,136.392,-11.333,72.203,,,,743.335,208.805,587.097,-378.292,0.0,484.295,464.677,345.983,118.694,,19.618,693.1,,216.653,216.653,,,,0.655,,,,,,159.003,,,159.003,376.311,371.001,,,,,98.204,,,,,98.204,469.205,845.516,0.0,597.271,,,-224.816,237.066,-18.602,590.919,0.0,590.919,1436.435,
05/31/2007,1536.122,178.391,178.391,0.0,383.885,383.885,,206.082,68.889,14.376,134.123,-11.306,68.525,,,,836.883,210.841,594.704,-383.863,0.0,488.398,465.171,347.273,117.898,,23.227,699.239,,231.706,231.706,,,,0.596,,,,,,193.573,,,193.573,425.875,371.017,,,,,99.627,,,,,99.627,470.644,896.519,0.0,606.954,,,-224.816,269.077,-11.612,639.603,0.0,639.603,1536.122,
08/31/2007,1617.867,213.674,213.674,0.0,295.544,295.544,,146.536,56.954,12.744,86.4,-9.562,211.808,,,,867.562,162.011,444.643,-282.632,0.0,588.294,471.719,352.945,118.774,,116.575,750.305,,210.402,210.402,,,,148.782,,,,,,111.212,,,111.212,470.396,363.877,,,,,111.628,,,,,111.628,475.505,945.901,0.0,612.194,,,-244.565,313.85,-9.513,671.966,0.0,671.966,1617.867,
11/30/2007,1348.073,201.709,201.709,0.0,284.531,284.531,,146.881,55.194,12.454,89.303,-10.07,56.061,,,,689.182,161.911,451.124,-289.213,0.0,496.98,471.761,353.776,117.985,,25.219,658.891,,189.263,189.263,,,,0.0,0.0,0.0,0.0,,,162.791,,,162.791,352.054,363.892,363.892,0.0,0.0,,105.949,,,,,105.949,469.841,821.895,0.0,616.591,,,-336.899,265.087,-18.601,526.178,0.0,526.178,1348.073,
02/29/2008,1313.774,185.066,185.066,0.0,270.77,270.77,,146.65,54.982,13.413,89.894,-11.639,56.468,,,,658.954,163.377,459.998,-296.621,0.0,491.443,471.305,354.109,117.196,,20.138,654.82,,179.223,179.223,,,,159.962,159.962,0.0,0.0,,,145.106,,,145.106,484.291,203.945,203.945,0.0,0.0,,98.823,,,,,98.823,302.768,787.059,0.0,620.219,,,-371.116,293.863,-16.251,526.715,0.0,526.715,1313.774,
05/31/2008,1366.04,216.314,216.314,0.0,288.725,288.725,,150.294,58.423,12.435,90.311,-10.875,51.045,,,,706.378,164.167,467.207,-303.04,0.0,495.495,474.316,354.368,119.948,,21.179,659.662,,188.683,188.683,,,,159.972,159.972,0.0,0.0,,,147.424,,,147.424,496.079,203.949,203.949,0.0,0.0,,100.611,,,,,100.611,304.56,800.639,0.0,624.381,,,-375.96,329.616,-12.636,565.401,0.0,565.401,1366.04,
08/31/2008,1408.691,297.096,297.096,0.0,268.971,268.971,,145.725,66.919,12.508,76.47,-10.172,44.355,,,,756.147,161.506,470.592,-309.086,0.0,491.038,471.625,342.306,129.319,,19.413,652.544,,205.776,205.776,,,,227.446,227.446,0.0,0.0,,,89.344,,,89.344,522.566,203.953,203.953,0.0,0.0,,106.626,,,,,106.626,310.579,833.145,0.0,626.932,,,-395.471,366.904,-22.819,575.546,0.0,575.546,1408.691,
11/30/2008,1359.853,264.634,264.634,0.0,244.296,244.296,0.0,162.12,71.747,12.008,88.17,-9.805,58.567,,2.281,34.588,729.617,143.076,442.246,-299.17,0.0,487.16,466.877,338.748,128.129,,18.002,630.236,,322.742,180.193,,,142.549,159.993,0.0,,,,159.993,0.0,,,0.0,482.735,203.959,203.959,,,,104.546,,26.26,,22.856,55.43,308.505,791.24,0.0,630.641,0.499,630.142,-395.471,380.559,-47.116,568.613,0.0,568.613,1359.853,
02/28/2009,1169.861,72.31,72.31,0.0,215.883,215.883,0.0,165.333,73.693,11.734,89.239,-9.333,55.905,,2.281,31.956,509.431,138.657,445.09,-306.433,0.0,521.773,500.213,373.335,126.878,,19.279,660.43,,279.03,159.622,,,119.408,0.0,0.0,,,,0.0,0.0,,,0.0,279.03,203.965,203.965,,,,105.874,,25.943,,22.676,57.255,309.839,588.869,,640.809,0.498,640.311,-395.471,389.589,-53.935,580.992,0.0,580.992,1169.861,
05/31/2009,1321.124,28.29,28.29,0.0,221.477,221.477,0.0,158.129,72.744,13.474,83.351,-11.44,47.885,,2.281,25.914,455.781,144.971,463.01,-318.039,0.0,720.372,696.789,548.105,148.684,,21.302,865.343,,262.956,157.174,,,105.782,70.31,60.8,,,,9.51,0.0,,,0.0,333.266,224.461,224.461,,,,104.847,,27.114,,22.912,54.821,329.308,662.574,0.0,644.321,0.498,643.823,-325.174,380.109,-40.706,658.55,0.0,658.55,1321.124,
08/31/2009,1290.6,18.7,18.7,0.0,227.4,227.4,0.0,140.8,69.8,11.9,70.3,-11.2,36.0,0.0,2.6,19.3,422.9,145.8,453.8,-308.0,0.0,721.9,695.4,510.6,184.8,,23.9,867.7,,266.6,162.3,0.0,0.0,104.3,209.5,0.0,0.0,0.0,,209.5,0.0,0.0,0.0,0.0,476.1,22.0,22.0,0.0,0.0,,120.3,0.0,51.1,,13.0,56.2,142.3,618.4,0.0,647.7,0.5,647.2,-322.3,404.2,-57.4,672.2,0.0,672.2,1290.6,
11/30/2009,1317.1,48.3,48.3,0.0,220.1,220.1,0.0,145.3,69.1,11.8,75.6,-11.2,36.3,,2.6,19.6,450.0,148.5,465.7,-317.2,0.0,718.6,695.6,510.9,184.7,,20.4,867.1,,270.8,164.0,,,106.8,209.7,0.0,,,,209.7,0.0,,,0.0,480.5,19.6,19.6,,,,122.8,,52.3,,12.9,57.6,142.4,622.9,0.0,648.4,0.5,647.9,-322.3,421.8,-53.7,694.2,0.0,694.2,1317.1,
02/28/2010,1433.3,155.8,155.8,0.0,224.6,224.6,0.0,147.9,67.2,10.8,81.3,-11.4,43.7,,2.5,26.6,572.0,142.5,461.9,-319.4,0.0,718.8,692.8,509.9,182.9,,23.5,861.3,,260.5,157.5,,,103.0,0.0,0.0,,,,0.0,0.0,,,0.0,260.5,353.3,353.3,,,,120.6,,52.8,,11.5,56.3,473.9,734.4,0.0,652.1,0.5,651.6,-319.5,422.9,-56.6,698.9,0.0,698.9,1433.3,
05/31/2010,1468.7,194.5,194.5,0.0,236.0,236.0,0.0,143.3,67.5,9.9,75.5,-9.6,34.5,,2.7,17.2,608.3,141.1,465.9,-324.8,0.0,719.3,690.0,508.9,181.1,,26.6,860.4,,280.3,164.2,,,116.1,0.0,0.0,,,,0.0,0.0,,,0.0,280.3,353.3,353.3,,,,118.2,,53.0,,11.4,53.8,471.5,751.8,0.0,658.3,0.5,657.8,-319.5,438.5,-60.4,716.9,0.0,716.9,1468.7,
08/31/2010,1503.6,191.0,191.0,0.0,255.1,255.1,0.0,149.0,76.4,8.8,73.2,-9.4,31.2,0.0,3.7,13.9,626.3,138.4,458.8,-320.4,0.0,738.9,715.1,515.6,199.5,,20.1,877.3,,321.3,195.0,0.0,0.0,126.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,321.3,353.3,353.3,0.0,0.0,,134.6,0.0,71.1,,10.2,53.3,487.9,809.2,0.0,662.4,0.5,661.9,-355.7,459.0,-71.3,694.4,0.0,694.4,1503.6,
11/30/2010,1521.4,152.2,152.2,0.0,249.4,249.4,0.0,173.7,93.6,8.3,82.8,-11.0,38.1,,3.7,21.7,613.4,143.5,476.7,-333.2,0.0,764.5,739.2,542.0,197.2,,21.6,908.0,,303.5,184.6,,,118.9,0.0,0.0,,,,,0.0,,,0.0,303.5,353.4,353.4,,,,141.8,,70.7,,8.4,62.7,495.2,798.7,0.0,667.4,0.5,666.9,-355.7,477.8,-66.8,722.7,0.0,722.7,1521.4,
02/28/2011,1537.0,125.5,125.5,0.0,243.7,243.7,0.0,174.1,93.3,7.3,83.8,-10.3,38.6,,3.8,22.3,581.9,145.1,485.9,-340.8,0.0,810.0,783.8,571.3,212.5,,22.4,955.1,,287.2,175.7,,,111.5,0.0,0.0,,,,,0.0,,,0.0,287.2,353.4,353.4,,,,148.4,,72.5,,15.1,60.8,501.8,789.0,0.0,671.3,0.5,670.8,-352.8,491.0,-61.5,748.0,0.0,748.0,1537.0,
05/31/2011,1591.0,160.8,160.8,0.0,255.3,255.3,0.0,178.0,90.3,7.1,90.4,-9.8,32.4,,3.8,16.2,626.5,147.0,494.6,-347.6,0.0,817.5,787.9,575.4,212.5,,25.8,964.5,,313.3,188.3,,,125.0,0.0,0.0,,,,,0.0,,,0.0,313.3,353.4,353.4,,,,145.3,,71.8,,14.5,59.0,498.7,812.0,0.0,676.7,0.5,676.2,-352.8,512.5,-57.4,779.0,0.0,779.0,1591.0,
08/31/2011,1597.4,170.2,170.2,0.0,262.6,262.6,0.0,165.9,97.6,0.0,78.5,-10.2,31.8,0.0,2.0,15.8,630.5,143.2,484.9,-341.7,0.0,823.7,793.4,559.2,234.2,,28.3,966.9,,331.4,203.8,0.0,0.0,127.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,331.4,353.4,353.4,0.0,0.0,,155.6,0.0,60.5,,36.4,58.7,509.0,840.4,0.0,680.8,0.5,680.3,-411.0,541.0,-53.8,757.0,0.0,757.0,1597.4,
11/30/2011,1595.0,172.7,172.7,0.0,262.6,262.6,0.0,162.5,88.1,6.4,78.9,-10.9,41.4,,2.0,25.7,639.2,133.6,474.2,-340.6,0.0,822.2,792.6,559.6,233.0,,27.6,955.8,,317.4,198.9,,,118.5,0.0,0.0,,,,,0.0,,,0.0,317.4,353.4,353.4,,,,158.8,,56.7,,36.3,65.8,512.2,829.6,0.0,682.9,0.5,682.4,-420.1,565.5,-62.9,765.4,0.0,765.4,1595.0,
02/29/2012,1597.9,180.6,180.6,0.0,257.6,257.6,0.0,159.0,83.2,6.4,79.6,-10.2,45.5,,2.1,30.1,642.7,133.4,478.6,-345.2,0.0,821.8,791.8,557.3,234.5,,27.9,955.2,,292.2,189.4,,,102.8,0.0,0.0,,,,,0.0,,,0.0,292.2,353.4,353.4,,,,157.1,,57.1,,37.7,62.3,510.5,802.7,0.0,694.8,0.5,694.3,-420.1,579.5,-59.0,795.2,0.0,795.2,1597.9,
05/31/2012,1656.5,228.3,228.3,0.0,269.6,269.6,0.0,168.7,89.9,7.7,80.8,-9.7,37.5,,1.8,22.2,704.1,132.4,480.7,-348.3,0.0,820.0,787.5,554.0,233.5,,30.7,952.4,,331.1,202.7,,,128.4,0.0,0.0,,,,,0.0,,,0.0,331.1,353.5,353.5,,,,152.9,,52.6,,38.5,61.8,506.4,837.5,0.0,698.3,0.5,697.8,-420.1,607.6,-66.8,819.0,0.0,819.0,1656.5,
08/31/2012,1736.9,284.5,284.5,0.0,263.8,263.8,0.0,194.1,,,84.6,109.5,36.6,0.0,4.1,23.6,779.0,139.2,468.5,-329.3,0.0,818.7,785.7,554.9,230.8,,28.9,957.9,,364.8,232.7,0.0,0.0,132.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,364.8,353.5,353.5,0.0,0.0,,184.6,0.0,90.1,,33.4,61.1,538.1,902.9,0.0,703.6,0.5,703.1,-420.2,635.3,-84.7,834.0,0.0,834.0,1736.9,
11/30/2012,1731.7,267.5,267.5,0.0,270.5,270.5,0.0,193.7,,,85.8,107.9,41.6,,4.0,29.0,773.3,143.8,480.9,-337.1,0.0,814.6,783.2,555.1,228.1,,27.4,958.4,,321.3,204.6,,,116.7,0.0,0.0,,,,,0.0,,,0.0,321.3,353.5,353.5,,,,190.8,,93.8,,31.7,65.3,544.3,865.6,0.0,715.9,0.5,715.4,-420.2,655.9,-85.5,866.1,0.0,866.1,1731.7,
02/28/2013,1742.4,262.8,262.8,0.0,282.3,282.3,0.0,193.7,,,86.5,107.2,44.9,,3.9,32.2,783.7,144.9,472.3,-327.4,0.0,813.8,782.7,554.7,228.0,,27.2,958.7,,312.5,213.7,,,98.8,0.0,0.0,,,,,0.0,,,0.0,312.5,353.5,353.5,,,,185.7,,91.6,,32.1,62.0,539.2,851.7,0.0,720.9,0.5,720.4,-420.2,675.0,-85.0,890.7,0.0,890.7,1742.4,
05/31/2013,1829.8,301.9,301.9,0.0,299.5,299.5,0.0,201.2,,,93.6,107.6,34.8,,3.7,21.6,837.4,147.1,469.5,-322.4,0.0,845.3,815.4,573.4,242.0,,26.2,992.4,,358.1,239.7,,,118.4,0.0,0.0,,,,,0.0,,,0.0,358.1,353.5,353.5,,,,195.6,,90.3,,36.8,68.5,549.1,907.2,0.0,726.2,0.5,725.7,-420.2,701.0,-84.4,922.6,0.0,922.6,1829.8,
08/31/2013,1903.8,359.1,359.1,0.0,318.3,318.3,0.0,203.0,,,90.9,112.1,33.1,0.0,1.7,19.5,913.5,147.9,471.3,-323.4,0.0,842.4,813.3,568.2,245.1,,27.4,990.3,,385.0,249.5,0.0,0.0,135.5,0.0,0.0,0.0,0.0,,,1.2,0.0,0.0,1.2,386.2,353.6,353.6,0.0,0.0,,170.5,0.0,54.7,,53.9,61.9,524.1,910.3,0.0,736.0,0.5,735.5,-420.2,740.3,-62.6,993.5,0.0,993.5,1903.8,
11/30/2013,1966.2,398.1,398.1,0.0,332.6,332.6,0.0,208.3,,,94.9,113.4,40.3,,1.6,25.6,979.3,147.1,476.3,-329.2,0.0,839.8,811.5,570.4,241.1,,26.7,986.9,,394.7,244.3,,,150.4,0.0,0.0,,,,,1.2,,,1.2,395.9,353.6,353.6,,,,177.1,,52.2,,55.9,69.0,530.7,926.6,0.0,740.3,0.5,739.8,-420.2,779.2,-59.7,1039.6,0.0,1039.6,1966.2,
02/28/2014,1972.3,408.2,408.2,0.0,308.7,308.7,0.0,228.6,,,111.6,117.0,45.0,,1.6,30.4,990.5,147.1,483.6,-336.5,0.0,834.7,808.4,570.0,238.4,,24.7,981.8,,365.7,244.4,,,121.3,0.0,0.0,,,,,1.2,,,1.2,366.9,353.6,353.6,,,,172.4,,50.6,,56.2,65.6,526.0,892.9,0.0,753.7,0.5,753.2,-420.2,806.3,-60.4,1079.4,0.0,1079.4,1972.3,
05/31/2014,2049.8,467.3,467.3,0.0,352.5,352.5,0.0,213.8,,,106.8,107.0,36.4,,1.5,21.0,1070.0,148.2,492.8,-344.6,0.0,831.6,805.4,570.1,235.3,,24.7,979.8,,407.5,256.6,,,150.9,0.0,0.0,,,,,1.2,,,1.2,408.7,353.6,353.6,,,,162.7,,48.8,,56.4,57.5,516.3,925.0,0.0,758.5,0.5,758.0,-420.2,844.4,-57.9,1124.8,0.0,1124.8,2049.8,
08/31/2014,2166.4,552.5,552.5,0.0,373.4,373.4,0.0,212.0,,,97.6,114.4,48.5,0.0,3.0,27.0,1186.4,152.5,499.6,-347.1,0.0,827.5,801.0,569.4,231.6,,23.5,980.0,,469.3,287.4,0.0,0.0,181.9,0.0,0.0,0.0,0.0,,,1.2,0.0,0.0,1.2,470.5,351.9,351.9,0.0,0.0,,180.5,0.0,65.1,,58.4,57.0,532.4,1002.9,0.0,762.0,0.5,761.5,-420.2,893.6,-71.9,1163.5,0.0,1163.5,2166.4,
11/30/2014,2206.1,583.0,583.0,0.0,371.8,371.8,0.0,214.2,,,99.9,114.3,56.5,,3.4,35.7,1225.5,160.7,513.5,-352.8,0.0,819.9,795.5,567.9,227.6,,21.0,980.6,,452.4,277.5,,,174.9,0.0,0.0,,,,,1.2,,,1.2,453.6,353.6,353.6,,,,188.2,,62.1,,58.4,67.7,541.8,995.4,0.0,771.0,0.5,770.5,-420.2,939.1,-79.2,1210.7,0.0,1210.7,2206.1,
02/28/2015,2218.1,601.1,601.1,0.0,355.7,355.7,0.0,237.4,,,120.2,117.2,56.0,,3.4,35.1,1250.2,159.1,516.1,-357.0,0.0,808.8,788.2,565.6,222.6,,17.2,967.9,,432.9,280.9,,,152.0,0.0,0.0,,,,,1.2,,,1.2,434.1,353.7,353.7,,,,178.7,,60.2,,58.3,60.2,532.4,966.5,0.0,780.1,0.5,779.6,-420.2,979.8,-88.1,1251.6,0.0,1251.6,2218.1,
