Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,13.561848,,9.985097,8.166915,8.166915,8.166915,,18.208955,10.948905,,
06/30/1990,,,,,,,16.842724,,13.292255,10.798123,10.798122,10.798122,,18.763796,8.152173,,
09/30/1990,,,,,,,8.563939,,4.86455,5.272357,5.272357,5.272357,,,14.917127,,
12/31/1990,,,,,,,1.274452,,-2.193242,3.289864,3.289864,3.289864,,,26.126126,,
03/31/1991,,21.012833,3.399381,,,,11.800172,,8.326155,7.378696,7.378697,7.378697,,11.379311,11.284048,18.641734,
06/30/1991,,15.086408,2.292976,,,,4.200542,,1.00271,2.628726,2.628726,2.628726,,,40.206187,9.020739,
09/30/1991,,14.499309,2.04777,,,,7.114832,,4.02825,2.929637,2.929636,2.929636,,27.272725,45.53571,7.896946,
12/31/1991,,6.556955,0.8989,6.778877,,,-2.887789,,-6.215622,-5.80308,-5.80308,-5.80308,,,,,
03/31/1992,,8.103219,1.242,7.138369,,,10.139216,,7.144733,5.75256,9.482531,8.878381,,19.485296,15.306124,6.86293,
06/30/1992,,15.176151,2.225915,8.669543,4.329938,,12.833799,36.822294,10.601834,7.991232,7.991231,7.512953,,24.62406,7.427055,14.04901,
09/30/1992,,23.101817,3.337904,11.633673,3.074889,,17.642754,164.000008,14.909713,10.907761,10.90776,10.346511,,26.841242,6.603773,21.576225,
12/31/1992,,32.021288,5.140202,16.345639,10.918274,,11.149907,88.484852,8.659218,7.658287,7.658287,7.099628,,11.559139,9.180327,29.081629,
03/31/1993,,32.480195,5.502649,16.887444,7.340773,,18.887093,82.442767,16.624337,11.914108,11.914107,11.383052,,28.333332,7.302231,30.108416,
06/30/1993,,38.271724,6.664432,19.546915,12.144687,,24.735772,,22.804877,16.158536,16.158537,15.670732,,29.144387,4.020752,36.732912,
09/30/1993,,37.140844,7.45612,20.548995,16.283525,,24.551483,52.038833,22.776912,16.107645,16.107644,15.659126,,29.280822,4.607721,35.429498,
12/31/1993,,35.782614,7.619292,22.141192,29.838819,,17.248865,51.232162,15.018749,11.367673,10.578251,10.144069,,24.310118,6.317689,33.52198,
03/31/1994,,33.70385,6.994472,20.098303,29.189047,,14.837593,,12.242936,9.244666,9.244666,8.821833,,24.489798,7.625273,31.13384,
06/30/1994,,29.947338,6.296944,18.636962,29.743757,,16.139935,,13.807672,10.224776,10.224776,9.869866,,25.948593,6.164383,28.101269,
09/30/1994,,23.430963,5.499164,16.177384,28.226337,,16.389812,,14.206613,10.251543,10.251543,9.919317,,27.839644,6.379585,21.936165,
12/31/1994,,26.901473,6.31562,19.030364,16.606954,,23.969812,45.827989,21.826416,15.230189,15.230189,14.913208,,30.2213,3.846154,25.866801,
03/31/1995,,26.697982,6.192198,18.136425,15.213834,,13.849935,10.851811,11.782565,8.775481,8.775481,8.471881,,25.521471,6.65529,24.921154,
06/30/1995,,25.622646,5.978538,17.713987,14.601214,,13.038309,1.935872,11.162483,8.031704,8.031704,7.754293,,28.047339,6.81431,23.876639,
09/30/1995,,23.939395,5.733779,16.992775,13.711948,,13.152455,,11.30491,8.074936,8.074935,7.803618,,28.571428,6.456953,22.393639,
12/31/1995,,19.704674,4.99621,14.668863,13.716188,,13.660223,,11.829471,8.513634,8.513635,8.257586,,28.030304,6.201551,18.482679,
03/31/1996,,18.945168,4.80375,14.351613,13.572463,,12.719518,5.308055,10.92574,7.940291,7.940291,7.676869,,27.324913,6.045751,17.799791,
06/30/1996,,19.570548,4.979352,14.768064,13.501794,,14.775008,29.431436,13.003425,9.259478,9.259478,9.129562,,28.792008,4.915912,18.608477,
09/30/1996,,19.829216,5.123014,15.080283,14.335342,,14.453782,22.953584,12.64986,8.997199,8.997199,8.997199,,28.875109,5.479452,18.742684,
12/31/1996,,20.233945,5.438438,15.523661,15.124301,,15.7816,26.48578,14.061331,9.798055,9.798055,9.798055,,30.319151,4.907307,19.241003,
03/31/1997,,20.559745,5.276197,15.815712,19.336838,,12.870466,13.587603,11.202072,7.927461,7.927461,7.927461,,29.232194,5.620916,19.404099,
06/30/1997,,20.859735,5.42225,16.105483,20.755236,,14.761436,14.718935,13.320204,9.139736,9.139737,9.139737,,31.38441,4.211558,19.981215,
09/30/1997,,21.39141,5.700085,16.69513,21.229234,,15.482635,18.462039,14.133422,9.677688,9.677688,9.677688,,31.526224,3.786575,20.581408,
12/31/1997,,20.981955,5.820933,16.578452,20.485061,,12.778412,5.374081,11.546941,7.99696,7.996959,7.996959,,30.74391,4.087452,20.124328,
03/31/1998,,21.941387,6.061972,17.440734,16.465753,,15.330565,23.590813,14.045033,9.589588,9.589588,9.589588,,31.722569,3.58035,21.155809,
06/30/1998,,21.539532,6.02312,17.332021,14.290795,,14.528953,13.327166,13.388839,9.225923,9.225923,9.225923,,31.092437,3.577236,20.769012,
09/30/1998,,21.602056,6.076643,17.456304,12.813555,,15.595386,16.438352,14.515536,9.924337,9.924337,9.924337,,31.629554,3.478904,20.850541,
12/31/1998,,19.46303,5.700662,15.976591,12.094091,,9.281817,,8.153352,5.866527,5.866527,5.866527,,28.047664,5.987261,18.297727,
03/31/1999,,17.717815,5.166427,14.187968,11.447771,,11.882946,,10.68968,7.479224,7.479224,7.479224,,30.033222,4.463437,16.926991,
06/30/1999,,16.659259,4.816719,13.660936,12.327562,,11.877546,,10.557089,7.364342,7.364341,7.364341,,30.242687,4.192685,15.960789,
09/30/1999,,14.29731,4.091746,12.027745,13.027681,,7.828395,,6.583686,4.675555,4.675555,4.675555,,28.982726,6.486487,13.369916,
12/31/1999,,11.118853,3.249706,9.771888,12.141645,,1.504463,,-0.199763,-0.199763,0.237218,0.237218,,,,,
03/31/2000,,5.298185,1.496574,5.230503,11.043585,,0.0,,-1.242585,-1.242585,-2.909772,-2.909772,,,,,
06/30/2000,,0.622543,0.169617,2.0666,9.630875,,-0.811826,,-2.023507,-0.854235,-0.854235,-0.854235,,,,,
09/30/2000,,0.068374,0.018777,1.875226,8.004603,,5.770331,,4.637996,3.36269,3.36269,3.36269,,27.496916,8.673469,0.062443,
12/31/2000,,1.639811,0.466687,2.871874,6.110969,,6.382619,52.322163,3.718962,2.708804,2.708804,2.708804,,27.162367,10.833333,1.462165,
03/31/2001,,6.34073,1.774615,6.236576,4.519505,,7.670567,80.966597,6.975298,4.895144,4.895144,4.895144,,29.821718,6.004619,5.959993,
06/30/2001,,10.328344,2.831884,9.050655,4.308626,,8.69752,82.735859,8.010308,5.567486,5.567486,5.567486,,30.495979,4.918033,9.820393,
09/30/2001,,11.353074,3.135113,9.723665,5.041482,,8.132401,45.886648,7.438106,5.188375,5.188375,5.188375,,30.246018,5.290456,10.752445,
12/31/2001,,13.443346,3.885898,11.247887,7.979923,,9.606196,36.014794,8.892018,6.271689,6.271689,6.271689,,29.468326,4.170008,12.882757,
03/31/2002,,15.900724,4.538681,13.283226,11.305971,,13.526335,48.465409,12.650077,8.530208,8.530209,8.530209,,32.56793,3.121453,15.40439,
06/30/2002,,17.421864,4.865027,14.577176,13.72844,,11.300687,23.610052,10.49856,7.108354,7.108353,7.108353,,32.292106,3.179551,16.867927,
09/30/2002,,19.274567,5.389332,16.174904,16.168351,,11.630694,23.225109,10.903001,7.380302,7.380302,7.380302,,32.309443,2.857143,18.723866,
12/31/2002,,19.014917,5.406128,14.953538,16.587989,,9.442043,8.855757,8.624754,5.980354,5.980354,5.980354,,30.660592,3.547963,18.340275,
03/31/2003,,21.372879,6.020417,16.900577,18.016316,,16.816176,27.200493,15.930147,10.716911,10.716912,10.716912,,32.725595,1.852487,20.976949,
06/30/2003,,23.414647,6.536324,18.691908,18.881995,,15.354331,29.119639,14.542965,9.801438,9.801437,9.801437,,32.603578,1.921062,22.964837,
09/30/2003,,25.831375,7.228634,20.765697,19.56221,,16.201389,32.900305,15.42232,10.381094,10.381094,10.381094,,32.687855,1.695747,25.39334,
12/31/2003,,28.536358,8.412546,22.413567,19.539402,,17.371811,49.807136,16.623516,11.297045,11.297045,11.297045,,32.041785,1.509223,28.10568,
03/31/2004,,29.991364,9.093783,24.213803,19.434678,,21.315124,43.155452,20.690181,14.023108,14.023107,14.023107,,32.223367,1.173913,29.639291,
06/30/2004,,30.17086,9.230723,24.584308,18.167783,,17.871898,34.453213,17.286372,11.677812,11.481647,11.481647,,32.444979,1.374396,29.756194,
09/30/2004,,29.715991,9.193134,24.438917,17.359627,,17.434928,28.052535,16.850371,11.310164,11.310164,11.310164,,32.87884,1.671381,29.219324,
