Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1992,565.369995,60.779001,15.275,45.504002,91.453003,,,33.188,,,,,43.848,,,,229.268005,69.830002,166.076996,-96.247002,0.0,266.272003,,,,,266.272003,336.102005,,23.476999,23.476999,,,,0.0,,,,,,93.572004,,,93.572004,117.049004,0.0,,,,,123.902,,,,,,123.902,123.902,240.951004,0.0,15.814,,,,,308.605011,324.419011,0.0,324.419011,565.370015,
06/30/1992,593.262024,84.202999,42.333,41.869999,74.433998,,,26.149,,,,,38.248001,,,,223.033997,69.429001,164.522995,-95.094002,0.0,300.799011,,,,,300.799011,370.228012,,37.990002,37.990002,,,,0.0,,,,,,86.218998,,,86.218998,124.209,0.0,,,,,167.889999,,,,,,167.889999,167.889999,292.098999,0.0,15.741,,,,,285.421997,301.162997,0.0,301.162997,593.261996,
09/30/1992,745.182007,34.691999,17.785,16.907,94.194,,,25.212,,,,,43.424,,,,197.522003,129.421997,226.806,-97.384003,0.0,418.238007,,,,,418.238007,547.660004,,26.972,26.972,,,,0.0,,,,,,109.143005,,,109.143005,136.115005,138.664993,,,,,133.013,,,,,,133.013,271.677994,407.792999,0.0,15.568,,,,,280.708008,296.276008,41.112999,337.389007,745.182006,
12/31/1992,894.221008,19.973001,4.734,15.239,88.163002,,,28.023001,,,,,138.143997,,,,274.303009,129.166,229.369995,-100.204002,0.0,490.752014,,,,,490.752014,619.918015,,24.826,24.826,,,,0.0,,,,,,233.935993,,,233.935993,258.761993,134.770996,,,,,171.904007,,,,,,171.904007,306.675003,565.436996,0.0,15.168,,,,,272.963989,288.131989,40.652,328.78399,894.220986,
03/31/1993,926.070007,38.412,23.4,15.012,93.557999,,,27.761999,,,,,147.613007,,,,307.345001,129.173004,233.585007,-104.412003,0.0,489.552002,,,,,489.552002,618.725006,,27.858,27.858,,,,0.0,,,,,,260.02701,,,260.02701,287.88501,137.975006,,,,,169.188004,,,,,,169.188004,307.16301,595.048019,0.0,15.128,,,,,275.463989,290.59199,40.43,331.02199,926.070009,
06/30/1993,900.768005,39.991001,18.569,21.422001,75.761002,,,32.382999,,,,,139.298004,,,,287.433014,130.886993,238.679001,-107.792,0.0,482.447998,,,,,482.447998,613.334991,,43.368,43.368,,,,2.556,,,,,,236.549999,,,236.549999,282.473999,131.945007,,,,,162.093002,,,,,,162.093002,294.038009,576.512008,0.0,14.834,,,,,269.261993,284.095993,40.16,324.255993,900.768001,
09/30/1993,879.461975,15.155,3.077,12.078,82.910004,,,35.167,,,,,137.878998,,,,271.110992,129.636993,240.475006,-110.837997,0.0,478.713989,,,,,478.713989,608.350983,,24.688999,24.688999,,,,23.111,,,,,,230.099995,,,230.099995,277.899994,129.328995,,,,,163.095001,,,,,,163.095001,292.423996,570.32399,0.0,14.415,,,,,255.087006,269.502006,39.636002,309.138007,879.461997,
12/31/1993,876.755981,25.743999,9.212,16.532,94.922997,,,30.910999,,,,,136.977997,,,,288.556,125.374001,223.026001,-97.652,0.0,462.825989,,,,,462.825989,588.199989,,27.417999,27.417999,,,,7.667,,,,,,231.015007,,,231.015007,266.100006,126.737,,,,,169.419006,,,,,,169.419006,296.156006,562.256012,0.0,14.334,,,,,261.200012,275.534012,38.966,314.500011,876.756023,
03/31/1994,887.997009,18.181,5.517,12.664,104.162003,,,32.772999,,,,,145.098999,,,,300.214996,125.542999,227.141998,-101.598999,0.0,462.239014,,,,,462.239014,587.782013,,24.937,24.937,,,,16.094,,,,,,242.074011,,,242.074011,283.105011,132.095001,,,,,171.306,,,,,,171.306,303.401001,586.506012,0.0,13.915,,,,,249.192001,263.107001,38.383999,301.491,887.997012,
06/30/1994,864.46698,50.135001,37.957001,12.178,75.856003,,,34.962002,,,,,137.315002,,,,298.268005,124.654999,231.158005,-106.502998,0.0,441.544006,,,,,441.544006,566.199005,,35.984001,35.984001,,,,11.178,,,,,,233.216997,,,233.216997,280.378998,126.821999,,,,,161.501999,,,,,,161.501999,288.323998,568.702996,0.0,13.721,,,,,244.039993,257.760993,38.002998,295.763991,864.466987,
09/30/1994,882.382996,46.594002,36.455002,10.139,111.570999,,,33.695,,,,,131.796005,,,,323.656006,125.662003,235.199997,-109.538002,0.0,433.065002,,,,,433.065002,558.727005,,31.165001,31.165001,,,,8.916,,,,,,236.796989,,,236.796989,276.877991,126.461998,,,,,178.542007,,,,,,178.542007,305.004005,581.881996,0.0,13.705,,,,,249.432007,263.137007,37.363998,300.501005,882.383001,
12/31/1994,808.291016,52.230002,49.226002,3.004,104.237,,,35.481998,,,,,85.486,,,,277.434998,126.626999,241.707001,-115.080002,0.0,404.229004,,,,,404.229004,530.856003,,41.237,41.237,,,,53.132,,,,,,206.180988,,,206.180988,300.549988,91.052002,,,,,156.705002,,,,,,156.705002,247.757004,548.306992,0.0,13.715,,,,,210.576996,224.291996,35.692001,259.983997,808.290989,
03/31/1995,894.40802,6.895,5.895,1.0,112.750999,,,42.284,,,,,89.943001,,,,251.873001,129.606995,246.214996,-116.608002,0.0,512.927979,,,,,512.927979,642.534973,,40.625,40.625,,,,18.239,,,,,,225.095991,,,225.095991,283.959991,181.307007,,,,,160.537003,,,,,,160.537003,341.844009,625.804001,0.0,27.454,,,,,205.201004,232.655005,35.949001,268.604006,894.408007,
06/30/1995,743.796021,11.825,11.825,0.0,98.191002,,,46.780998,,,,,93.801003,,,,250.598007,62.441002,163.947006,-101.505997,0.0,430.756989,,,,,430.756989,493.197991,,48.601002,48.601002,,,,15.0,,,,,,215.432995,,,215.432995,279.033997,75.0,,,,,148.712006,,,,,,148.712006,223.712006,502.746003,0.0,28.358,,,,,212.692001,241.050001,0.0,241.050001,743.796004,
09/30/1995,753.208008,9.469,9.469,0.0,100.753998,,,43.478001,,,,,84.237999,,,,237.938995,66.667,169.727005,-103.059998,0.0,448.60199,,,,,448.60199,515.26899,,34.369999,34.369999,,,,15.0,,,,,,228.130001,,,228.130001,277.5,65.0,,,,,161.800995,,,,,,161.800995,226.800995,504.300995,0.0,28.739,,,,,220.167999,248.907,0.0,248.907,753.207994,
12/31/1995,763.757019,32.205002,32.205002,0.0,101.913002,,,34.192001,,,,,76.929001,,,,245.238998,74.158997,179.082993,-104.924004,0.0,444.359009,,,,,444.359009,518.518005,,34.811001,34.811001,,,,15.0,,,,,,232.273014,,,232.273014,282.084015,65.0,,,,,153.296005,,,,,,153.296005,218.296005,500.38002,0.0,30.676001,,,,,232.701004,263.377005,0.0,263.377005,763.757025,
03/31/1996,749.286987,9.283,9.283,0.0,102.961998,,,30.837,,,,,77.274002,,,,220.356003,79.027,186.388,-107.361,0.0,449.903992,,,,,449.903992,528.930992,,33.981998,33.981998,,,,29.711,,,,,,217.253016,,,217.253016,280.946014,61.028999,,,,,149.147003,,,,,,149.147003,210.176003,491.122017,0.0,27.207001,,,,,230.957993,258.164993,0.0,258.164993,749.28701,
06/30/1996,733.77301,13.801,13.801,0.0,89.447998,,,31.184999,,,,,76.241997,,,,210.675995,79.999001,182.854996,-102.856003,0.0,443.097992,,,,,443.097992,523.096993,,42.084999,42.084999,,,,15.0,,,,,,222.42199,,,222.42199,279.506989,35.0,,,,,157.701996,,,,,,157.701996,192.701996,472.208985,0.0,26.948999,,,,,234.615005,261.564004,0.0,261.564004,733.772989,
09/30/1996,735.380005,16.330999,16.330999,0.0,89.361,,,26.110001,,,,,86.114998,,,,217.917007,80.300003,185.837006,-105.537003,0.0,437.162994,,,,,437.162994,517.462997,,34.258999,34.258999,,,,15.0,,,,,,226.209995,,,226.209995,275.468994,35.0,,,,,158.498993,,,,,,158.498993,193.498993,468.967987,0.0,26.836,,,,,239.576004,266.412004,0.0,266.412004,735.379992,
12/31/1996,731.26001,96.195002,76.135002,20.059999,97.529999,,,24.4,,,,,85.910004,,,,304.035004,81.594002,189.563995,-107.970001,0.0,345.631012,,,,,345.631012,427.225014,,33.445,33.445,,,,0.0,,,,,,234.530006,,,234.530006,267.975006,0.0,,,,,158.261002,,,,,,158.261002,158.261002,426.236008,0.0,26.754,,,,,278.269989,305.023989,0.0,305.023989,731.259996,
03/31/1997,744.94397,103.894001,53.422001,50.472,96.431999,,,25.969999,,,,,91.461998,,,,317.757996,83.708,194.612,-110.903999,0.0,343.477997,,,,,343.477997,427.185997,,29.76,29.76,,,,0.0,,,,,,245.262003,,,245.262003,275.022003,0.0,,,,,151.848999,,,,,,151.848999,151.848999,426.871002,0.0,53.577,,,,,264.496002,318.073002,0.0,318.073002,744.944004,
06/30/1997,760.901001,124.880001,74.498001,50.382,93.394997,,,30.273001,9.449,14.95,5.874,,88.660004,,,,337.208008,90.182999,193.270004,-103.086998,0.0,333.51001,273.348999,,,,60.161011,423.693009,,48.306,48.306,,,,0.0,,,,,,229.653991,,,229.653991,277.959991,0.0,,,,,156.011002,,,,,,156.011002,156.011002,433.970993,0.0,53.257,,,,,273.673004,326.930004,0.0,326.930004,760.900997,
09/30/1997,1068.66394,7.501,7.501,0.0,117.212997,,,24.659,,,,,107.910004,,,,257.28299,128.257004,235.272003,-107.014999,0.0,683.124023,,,,,683.124023,811.381027,,47.445,47.445,,,,25.0,,,,,,238.58799,,,238.58799,311.03299,245.0,,,,,179.615997,,,,,,179.615997,424.615997,735.648987,0.0,53.091,,,,,279.924011,333.015011,0.0,333.015011,1068.663998,
12/31/1997,1085.58606,0.512,0.512,0.0,135.910004,,,30.125,,,,,101.933998,,,,268.480988,138.406998,247.692001,-109.285004,0.0,678.697998,,,,,678.697998,817.104996,,49.166,49.166,,,,25.0,,,,,,246.212997,,,246.212997,320.378998,245.0,,,,,172.613998,,,,,,172.613998,417.613998,737.992996,0.0,52.862,,,,,294.730988,347.592987,0.0,347.592987,1085.585983,
03/31/1998,1079.001953,9.496,9.496,0.0,136.091003,,,30.292999,,,,,85.122002,,,,261.002014,147.278,260.25,-112.972,0.0,670.721985,,,,,670.721985,817.999985,,44.737,44.737,,,,0.0,,,,,,250.967987,,,250.967987,295.704987,245.0,,,,,176.427002,,,,,,176.427002,421.427002,717.131989,0.0,52.853001,,,,,309.016998,361.869999,0.0,361.869999,1079.001987,
06/30/1998,1066.562012,4.953,4.953,0.0,138.035995,,,34.764999,16.033001,13.286,5.446,,69.046997,,,,246.800995,151.080994,267.488007,-116.406998,0.0,668.679993,597.93103,,,,70.748962,819.760986,,63.171001,63.171001,,,,40.0,,,,,,243.697987,,,243.697987,346.868988,175.0,,,,,194.953995,,,,,,194.953995,369.953995,716.822983,0.0,52.276001,,,,,297.463013,349.739014,0.0,349.739014,1066.561996,
09/30/1998,1074.953979,5.832,5.832,0.0,138.082001,,,32.500999,16.226999,10.414,5.86,,80.049004,,,,256.463989,146.690002,266.988007,-120.297997,0.0,671.799988,592.429016,,,,79.370972,818.48999,,47.623001,47.623001,,,,43.0,43.0,0.0,0.0,,,259.667984,,,259.667984,350.290985,167.0,167.0,0.0,0.0,,246.875,,,,,,246.875,413.875,764.165985,0.0,50.433998,,,,,260.354004,310.788002,0.0,310.788002,1074.953987,
12/31/1998,1082.269043,0.694,0.694,0.0,133.414001,,,45.097,18.948,20.169001,5.98,,83.799004,,,,263.003998,148.432007,273.388,-124.956001,0.0,670.833008,587.507019,,,,83.325989,819.265015,,33.554001,33.554001,,,,45.0,45.0,0.0,0.0,,,259.819992,,,259.819992,338.373993,167.0,167.0,0.0,0.0,,262.070007,,,,,,262.070007,429.070007,767.444,0.0,50.261002,,,,,264.563995,314.824997,0.0,314.824997,1082.268997,
03/31/1999,1470.130981,30.705,30.705,0.0,146.054001,,,35.111,11.907,16.488001,6.716,,78.961998,,,,290.832001,157.287003,286.700989,-129.414001,0.0,1022.012024,944.317993,,,,77.694031,1179.299026,,41.410999,41.410999,,,,40.0,40.0,0.0,0.0,,,261.664013,,,261.664013,343.075012,545.0,545.0,0.0,0.0,,234.481995,,,,,,234.481995,779.481995,1122.557007,0.0,50.353001,,,,,297.221008,347.574009,0.0,347.574009,1470.131016,
06/30/1999,1423.395996,11.029,11.029,0.0,138.723007,,,33.511002,17.686001,16.569,5.965,-6.709,72.912003,,,,256.174988,159.755997,294.309998,-134.554001,0.0,1007.465027,936.804993,270.399994,666.404999,,70.660034,1167.221024,,55.018002,55.018002,,,,66.123001,66.123001,0.0,0.0,,,222.973988,,,222.973988,344.11499,485.0,485.0,0.0,0.0,,180.975998,,,,,,180.975998,665.975998,1010.090988,0.0,50.284,,,,,363.020996,413.304996,0.0,413.304996,1423.395985,
09/30/1999,1456.291016,11.261,11.261,0.0,151.139999,,,35.515999,17.389999,18.990999,6.269,-7.134,86.723999,,,,284.640991,162.522995,297.950989,-135.427994,0.0,1009.127014,929.622986,,,,79.504028,1171.650009,,47.220001,47.220001,,,,45.0,45.0,0.0,0.0,,,261.191986,,,261.191986,353.411987,485.0,485.0,0.0,0.0,,195.337997,,,,,,195.337997,680.337997,1033.749985,0.0,104.25,,,,,318.290985,422.540985,0.0,422.540985,1456.29097,
12/31/1999,1454.52002,18.080999,18.080999,0.0,153.664001,,,33.939999,19.547001,15.7,6.252,-7.559,84.911003,,,,290.596008,162.667999,299.651001,-136.983002,0.0,1001.255981,922.437988,,,,78.817993,1163.923981,,30.629999,30.629999,,,,76.978996,76.978996,0.0,0.0,,,223.372999,,,223.372999,330.981995,485.0,485.0,0.0,0.0,,201.279007,,,,,,201.279007,686.279007,1017.261002,0.0,50.153999,,,,,387.105011,437.25901,0.0,437.25901,1454.520012,
03/31/2000,1472.985962,14.306,14.306,0.0,161.813004,,,37.721001,24.747999,14.908,6.049,-7.984,89.161003,,,,303.001007,171.332001,313.743988,-142.412003,0.0,998.653015,928.336975,,,,70.31604,1169.985016,,39.848,39.848,,,,72.574997,72.574997,0.0,0.0,,,230.961006,,,230.961006,343.384003,485.0,485.0,0.0,0.0,,246.136002,,,,,,246.136002,731.136002,1074.520004,0.0,49.521999,,,,,348.944,398.466,0.0,398.466,1472.986004,
06/30/2000,1439.772949,22.861,22.861,0.0,145.845001,,,35.805,18.533001,19.98,6.36,-9.068,84.288002,,,,288.799011,174.156998,321.417999,-147.261002,0.0,976.817017,903.5,248.798996,654.701004,,73.317017,1150.974015,,53.891998,53.891998,,,,50.0,50.0,0.0,0.0,,,254.808991,,,254.808991,358.700989,455.0,455.0,0.0,0.0,,203.563004,,,,,,203.563004,658.563004,1017.263993,0.0,91.874001,,,,,330.63501,422.509011,0.0,422.509011,1439.773004,
09/30/2000,1453.277954,15.347,15.347,0.0,134.210007,,,38.183998,25.368999,15.602,6.581,-9.368,101.360001,,,,289.101013,188.529007,334.272003,-145.742996,0.0,975.64801,899.434998,,,,76.213013,1164.177017,,42.853001,42.853001,,,,50.0,50.0,0.0,0.0,,,260.687984,,,260.687984,353.540985,465.0,465.0,0.0,0.0,,209.822006,,,,,,209.822006,674.822006,1028.362991,0.0,50.087002,,,,,374.828003,424.915005,0.0,424.915005,1453.277996,
12/31/2000,1444.499023,9.849,9.849,0.0,136.270004,,,42.183998,21.686001,20.898001,8.668,-9.068,94.364998,,,,282.667999,192.625,344.513,-151.888,0.0,969.205994,893.437988,,,,75.768005,1161.830994,,33.660999,33.660999,,,,57.369999,57.369999,0.0,0.0,,,255.640999,,,255.640999,346.671997,445.0,445.0,0.0,0.0,,213.356995,,,,,,213.356995,658.356995,1005.028992,0.0,49.967999,,,,,389.502014,439.470013,0.0,439.470013,1444.499004,
03/31/2001,1440.240967,10.403,10.403,0.0,145.742004,,,36.298,21.094,17.448,6.824,-9.068,89.796997,,,,282.23999,199.787994,353.670013,-153.882004,0.0,958.213013,883.656006,242.964005,640.692001,,74.557007,1158.001007,,37.625999,37.625999,,,,20.0,20.0,0.0,0.0,,,239.644997,,,239.644997,297.270996,485.0,485.0,0.0,0.0,,214.738007,,,,,,214.738007,699.738007,997.009003,0.0,49.764,,,,,393.467987,443.231987,0.0,443.231987,1440.24099,
06/30/2001,,,,,,,,,,,,,,,,,,,,,,,,240.768005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2001,1432.510986,4.314,4.314,0.0,135.218994,,,37.675999,18.198999,19.924999,7.504,-7.952,108.898003,,,,286.106995,201.942001,366.64801,-164.705994,0.0,944.461975,863.447021,,,,81.014954,1146.403976,,42.797001,42.797001,,,,55.0,,,,,,244.032009,,,244.032009,341.82901,400.0,,,,,252.843002,,,,,,252.843002,652.843002,994.672012,0.0,49.452999,,,,,388.385986,437.838985,0.0,437.838985,1432.510998,
12/31/2001,1415.712036,11.189,11.189,0.0,119.086998,,,39.243,12.343,25.535,8.317,-6.952,108.947998,,,,278.46701,170.453995,336.343994,-165.889999,0.0,966.791016,872.031006,,,,94.76001,1137.24501,,38.651001,38.651001,,,,25.0,,,,,,259.894989,,,259.894989,323.54599,400.0,,,,,252.862,,,,,,252.862,652.862,976.40799,0.0,49.346001,,,,,389.958008,439.304008,0.0,439.304008,1415.711998,
03/31/2002,1405.767944,11.106,11.106,0.0,139.509995,,,31.466,13.52,16.417999,7.48,-5.952,99.077003,,,,281.158997,199.024994,371.160004,-172.134995,0.0,925.583984,864.080017,,,,61.503967,1124.608978,,29.584,29.584,,,,10.0,,,,,,257.672989,,,257.672989,297.256989,400.0,,,,,251.354004,,,,,,251.354004,651.354004,948.610992,0.0,49.597,,,,,407.559998,457.156998,0.0,457.156998,1405.76799,
06/30/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
09/30/2002,1343.577026,16.764,16.764,0.0,134.244003,,,31.695999,11.691,18.167,6.559,-4.721,102.096001,,,,284.799988,212.731995,383.540009,-170.807999,0.0,846.044983,754.247009,118.153,636.094009,,91.797974,1058.776978,,140.692001,140.692001,,,,0.0,0.0,0.0,0.0,,,168.146988,,,168.146988,308.838989,365.0,365.0,0.0,0.0,,240.483994,,,,,,240.483994,605.483994,914.322983,0.0,49.498001,,,,,379.756012,429.254013,0.0,429.254013,1343.576996,
12/31/2002,1438.158,7.638,7.638,0.0,125.596,125.596,,33.661,10.827,21.046,6.676,-4.888,97.102,,,,263.997,214.073,391.433,-177.36,0.0,960.088,893.081,194.013,699.068,,67.007,1174.161,,40.931,40.931,,,,0.0,0.0,0.0,0.0,,,285.816,,,285.816,326.747,424.0,424.0,0.0,0.0,,237.597,,,,,,237.597,661.597,988.344,0.0,50.7,,,,403.162,-4.048,449.814,0.0,449.814,1438.158,
03/31/2003,1478.594971,11.523,11.523,0.0,156.604996,,,35.687,12.804,20.959,7.055,-5.131,98.401001,,,,302.216003,203.690994,387.510986,-183.820007,0.0,972.687988,877.38501,200.106003,677.279007,,95.302979,1176.378983,,40.515999,40.515999,,,,0.0,0.0,0.0,0.0,,,296.465996,,,296.465996,336.981995,415.0,415.0,0.0,0.0,,259.516998,,,,,,259.516998,674.516998,1011.498993,0.0,49.724998,,,,421.119995,-3.748993,467.096001,0.0,467.096001,1478.594994,
06/30/2003,,,,,,,,,,,,,,,,,,,,,,,,191.830994,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
09/30/2003,1456.821045,9.403,9.403,0.0,160.035995,,,0.0,12.789,20.518999,7.718,-5.971,120.768997,,,,290.208008,200.404007,386.832001,-186.427994,0.0,966.208984,874.127991,191.031998,683.095993,,92.080994,1166.612991,,135.341003,135.341003,,,,0.0,0.0,0.0,0.0,,,176.432983,,,176.432983,311.773987,355.0,355.0,0.0,0.0,,274.303986,,,,,,274.303986,629.303986,941.077972,0.0,50.185001,,,,,465.558014,515.743015,0.0,515.743015,1456.820988,
12/31/2003,1443.118,9.693,9.693,0.0,155.096,155.096,,32.411,13.246,16.594,8.525,-5.954,77.999,,,,275.199,198.052,391.444,-193.392,0.0,969.867,883.811,191.303,692.508,,86.056,1167.919,,37.621,37.621,,,,0.0,0.0,0.0,0.0,,,269.178,,,269.178,306.799,330.0,330.0,0.0,0.0,,280.521,,,,,,280.521,610.521,917.32,0.0,50.083,,,,478.616,-2.901,525.798,0.0,525.798,1443.118,
03/31/2004,1449.76001,10.075,10.075,0.0,175.897003,175.897003,,29.323999,12.67,15.305,7.303,-5.954,71.147003,,,,286.442993,195.481995,393.70401,-198.222,0.0,967.835999,874.179016,191.302994,682.876022,,93.656982,1163.317993,,34.219002,34.219002,,,,75.0,75.0,0.0,0.0,,,276.244011,,,276.244011,385.463013,230.0,230.0,0.0,0.0,,278.467987,,,,,,278.467987,508.467987,893.931,0.0,50.247002,,,,507.023987,-1.440979,555.830009,0.0,555.830009,1449.761009,
