Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2013,2614.821,370.057,370.057,0.0,403.367,403.367,0.0,263.008,124.937,8.12,82.256,47.695,65.901,,,4.707,37.704,1102.333,1363.681,,,0.0,,148.807,103.749,67.16,36.589,45.058,1512.488,,328.153,164.91,,42.908,120.335,15.997,0.0,0.997,0.997,,15.0,0.0,,,,0.0,344.15,795.548,771.151,24.397,24.397,,423.837,,163.969,127.866,132.002,1219.385,1563.535,0.0,393.161,0.983,392.178,0.0,753.439,-95.314,1051.286,0.0,1051.286,2614.821,
09/30/2013,2657.109,396.595,396.595,0.0,409.725,409.725,0.0,266.892,134.709,9.68,78.533,43.97,62.716,,,9.424,31.478,1135.928,1369.053,,,0.0,,152.128,102.902,67.16,35.742,49.226,1521.181,,337.889,163.928,,44.392,129.569,16.013,0.0,1.013,1.013,,15.0,0.0,,,,0.0,353.902,791.549,767.411,24.138,24.138,,412.53,,132.486,144.332,135.712,1204.079,1557.981,0.0,397.538,0.981,396.557,0.0,787.684,-86.094,1099.128,0.0,1099.128,2657.109,
12/31/2013,5243.8,191.0,191.0,0.0,643.1,643.1,0.0,594.3,212.0,13.9,210.0,158.4,102.6,0.0,,23.0,32.0,1531.0,2805.7,5232.7,-2427.0,0.0,,907.1,837.4,526.8,310.6,69.7,3712.8,,620.6,357.5,0.0,49.0,214.1,40.0,0.0,1.0,1.0,,39.0,0.0,0.0,28.562,,0.0,660.6,2532.7,2508.8,23.9,23.9,,693.7,0.0,193.5,434.8,36.838,3226.4,3887.0,0.0,402.7,1.0,401.7,0.0,1019.1,-65.0,1356.8,0.0,1356.8,5243.8,
03/31/2014,5263.948,185.706,185.706,0.0,696.344,696.344,,607.306,239.034,12.453,195.097,160.722,71.987,,,0.0,40.002,1561.343,2800.742,5293.81,-2493.068,,,901.863,831.651,526.76,304.891,70.212,3702.605,,635.886,390.63,5.973,58.414,180.869,7.547,0.0,1.047,1.047,,6.5,0.0,,,,0.0,643.433,2498.999,2475.393,23.606,23.606,,703.933,,199.15,423.973,80.81,3202.932,3846.365,0.0,413.125,0.983,412.142,0.0,1067.661,-63.203,1417.583,0.0,1417.583,5263.948,
06/30/2014,5304.237,161.991,161.991,0.0,704.218,704.218,0.0,611.342,239.393,12.506,196.436,163.007,96.698,,,2.87,59.737,1574.249,2817.249,5381.319,-2564.07,,,912.739,843.365,537.363,306.002,69.374,3729.988,,650.348,394.743,,48.291,207.314,7.565,0.0,1.065,1.065,,6.5,0.0,,,0.0,0.0,657.913,2448.774,2425.441,23.333,23.333,,714.931,,200.9,430.947,83.084,3163.705,3821.618,0.0,424.582,0.984,423.598,0.0,1119.367,-61.33,1482.619,0.0,1482.619,5304.237,
09/30/2014,5330.749,154.323,154.323,0.0,717.947,717.947,,616.962,239.673,12.739,195.538,169.012,108.475,,,0.0,76.195,1597.707,2818.133,5464.805,-2646.672,,,914.909,841.007,541.911,299.096,73.902,3733.042,,682.453,387.854,7.176,58.665,228.758,7.582,0.0,1.082,1.082,,6.5,0.0,,,,0.0,690.035,2373.539,2350.484,23.055,23.055,,715.136,,204.286,426.086,84.764,3088.675,3778.71,0.0,428.828,0.984,427.844,0.0,1184.155,-60.944,1552.039,0.0,1552.039,5330.749,
12/31/2014,5348.5,124.9,124.9,0.0,646.1,646.1,0.0,664.9,261.9,11.3,216.3,175.4,142.7,0.0,,5.1,61.9,1578.6,2857.6,5515.4,-2657.8,0.0,,912.3,840.3,546.8,293.5,72.0,3769.9,,603.4,330.5,,52.9,220.0,7.6,0.0,1.1,1.1,,6.5,0.0,0.0,0.0,,0.0,611.0,2371.7,2348.9,22.8,22.8,,844.4,0.0,361.7,409.9,72.8,3216.1,3827.1,0.0,433.1,1.0,432.1,0.0,1242.2,-153.9,1521.4,0.0,1521.4,5348.5,
03/31/2015,5385.4,126.4,126.4,0.0,676.7,676.7,,687.6,275.7,12.5,216.6,182.8,124.1,,,0.0,65.7,1614.8,2864.1,5590.8,-2726.7,,,906.5,834.4,546.6,287.8,72.1,3770.6,,613.7,352.7,24.1,72.9,164.0,7.6,0.0,1.1,1.1,,6.5,0.0,,,,0.0,621.3,2369.9,2347.4,22.5,22.5,,837.9,,367.8,399.9,70.2,3207.8,3829.1,0.0,437.0,1.0,436.0,0.0,1271.6,-152.3,1556.3,0.0,1556.3,5385.4,
06/30/2015,5409.9,163.7,163.7,0.0,708.0,708.0,0.0,667.5,254.2,13.0,208.3,192.0,118.2,,,0.0,58.5,1657.4,2852.7,5631.1,-2778.4,0.0,,899.8,826.1,544.0,282.1,73.7,3752.5,,598.6,339.3,2.9,67.0,189.4,7.6,0.0,1.1,1.1,,6.5,0.0,,,,0.0,606.2,2368.0,2345.8,22.2,22.2,,844.7,,372.0,402.7,70.0,3212.7,3818.9,0.0,442.9,1.0,441.9,0.0,1293.1,-145.0,1591.0,0.0,1591.0,5409.9,
09/30/2015,5422.2,186.9,186.9,0.0,683.5,683.5,0.0,695.9,271.5,13.9,206.3,204.2,113.0,,,0.0,49.8,1679.3,2842.5,5684.0,-2841.5,0.0,,900.4,820.4,544.0,276.4,80.0,3742.9,,620.8,337.0,2.3,72.5,209.0,7.6,0.0,1.1,1.1,,6.5,0.0,,,,0.0,628.4,2341.2,2319.3,21.9,21.9,,837.6,,376.9,402.7,58.0,3178.8,3807.2,0.0,439.1,1.0,438.1,0.0,1317.9,-142.0,1615.0,0.0,1615.0,5422.2,
12/31/2015,5272.3,184.2,184.2,0.0,636.5,636.5,0.0,676.8,260.6,14.2,189.7,212.3,57.0,0.0,,28.2,28.8,1554.5,2832.1,5714.8,-2882.7,0.0,,885.7,814.8,544.0,270.8,70.9,3717.8,,554.2,294.2,,66.5,193.5,7.7,0.0,1.2,1.2,,6.5,0.0,0.0,0.0,,0.0,561.9,2312.0,2290.4,21.6,21.6,,765.1,0.0,358.6,347.0,59.5,3077.1,3639.0,0.0,440.9,1.0,439.9,0.0,1317.3,-124.9,1633.3,0.0,1633.3,5272.3,
03/31/2016,5227.3,162.3,162.3,0.0,631.4,631.4,0.0,692.5,272.0,12.0,190.6,217.9,42.7,,,0.0,42.7,1528.9,2817.9,5770.5,-2952.6,0.0,,880.5,809.1,544.0,265.1,71.4,3698.4,,537.6,309.0,13.3,70.9,144.4,7.7,0.0,1.2,1.2,,6.5,0.0,,,,0.0,545.3,2310.6,2289.3,21.3,21.3,,780.6,,363.0,357.2,60.4,3091.2,3636.5,0.0,433.7,0.9,432.8,-7.0,1286.5,-122.4,1590.8,0.0,1590.8,5227.3,
06/30/2016,5296.1,213.6,213.6,0.0,663.4,663.4,0.0,671.3,256.5,11.9,182.2,220.7,61.6,,,1.3,60.3,1609.9,2809.9,5829.8,-3019.9,0.0,,876.3,803.5,544.0,259.5,72.8,3686.2,,543.8,308.4,,65.2,170.2,7.7,0.0,1.2,1.2,,6.5,0.0,,,,0.0,551.5,2309.1,2288.1,21.0,21.0,,773.2,,357.4,353.9,61.9,3082.3,3633.8,0.0,442.0,0.9,441.1,0.0,1337.2,-116.9,1662.3,0.0,1662.3,5296.1,
09/30/2016,5747.2,279.8,279.8,0.0,713.2,713.2,0.0,690.6,259.8,14.9,188.0,227.9,63.4,,,18.3,45.1,1747.0,2878.7,5952.4,-3073.7,0.0,,1121.5,1046.9,692.1,354.8,74.6,4000.2,,610.5,327.0,,78.6,204.9,27.0,0.0,1.2,1.2,,25.8,0.0,,,,0.0,637.5,2646.5,2625.8,20.7,20.7,,733.2,,312.2,360.9,60.1,3379.7,4017.2,0.0,446.9,0.9,446.0,0.0,1396.9,-114.2,1729.6,0.4,1730.0,5747.2,
12/31/2016,5777.0,239.3,239.3,0.0,689.2,689.2,0.0,723.6,271.9,12.9,206.5,232.3,44.2,0.0,,13.9,30.3,1696.3,2895.7,6010.3,-3114.6,0.0,,1185.0,1105.0,737.9,367.1,80.0,4080.7,,598.3,323.8,,73.3,201.2,27.1,0.0,1.3,1.3,,25.8,0.0,0.0,0.0,,0.0,625.4,2640.3,2620.0,20.3,20.3,,751.5,18.9,357.2,334.7,40.7,3391.8,4017.2,0.0,452.3,0.9,451.4,0.0,1447.1,-139.6,1759.8,0.0,1759.8,5777.0,
03/31/2017,5843.4,254.0,254.0,0.0,733.3,733.3,0.0,744.5,282.2,13.7,212.8,235.8,47.3,,,0.0,47.3,1779.1,2887.2,6065.0,-3177.8,0.0,,1177.1,1095.9,737.1,358.8,81.2,4064.3,,618.2,367.3,24.8,79.0,147.1,157.8,0.0,1.3,1.3,,156.5,0.0,,,,0.0,776.0,2478.4,2458.4,20.0,20.0,,764.3,,355.2,349.3,59.8,3242.7,4018.7,0.0,456.9,0.9,456.0,0.0,1504.5,-136.7,1824.7,0.0,1824.7,5843.4,
06/30/2017,5903.2,321.0,321.0,0.0,755.2,755.2,0.0,734.4,257.6,13.6,222.4,240.8,52.8,,,0.0,52.8,1863.4,2872.5,6120.0,-3247.5,0.0,,1167.3,1087.3,731.1,356.2,80.0,4039.8,,602.4,349.2,2.5,73.2,177.5,157.8,0.0,1.3,1.3,,156.5,0.0,,,,0.0,760.2,2477.0,2457.3,19.7,19.7,,759.4,,356.3,342.7,60.4,3236.4,3996.6,0.0,461.8,0.9,460.9,0.0,1578.8,-134.0,1906.6,0.0,1906.6,5903.2,
09/30/2017,6027.2,370.5,370.5,0.0,831.3,831.3,0.0,736.6,263.7,13.0,214.5,245.4,63.4,,,20.0,43.4,2001.8,2881.6,6197.6,-3316.0,0.0,,1143.8,1079.9,732.1,347.8,63.9,4025.4,,666.5,379.5,,79.2,207.8,157.8,0.0,1.3,1.3,,156.5,0.0,,,,0.0,824.3,2475.6,2456.3,19.3,19.3,,733.1,,322.8,342.1,68.2,3208.7,4033.0,0.0,467.0,0.9,466.1,0.0,1658.2,-131.0,1994.2,0.0,1994.2,6027.2,
12/31/2017,6197.5,216.9,216.9,0.0,830.7,830.7,0.0,762.5,279.8,12.6,217.0,253.1,105.0,0.0,,69.5,35.5,1915.1,2924.9,6311.2,-3386.3,0.0,,1357.5,1293.2,883.2,410.0,64.3,4282.4,,681.4,402.9,,75.3,203.2,151.3,0.0,1.3,1.3,,150.0,0.0,0.0,0.0,,0.0,832.7,2499.4,2480.4,19.0,19.0,,682.8,23.4,372.5,239.5,47.4,3182.2,4014.9,0.0,472.1,0.9,471.2,0.0,1867.4,-156.9,2182.6,0.0,2182.6,6197.5,
03/31/2018,6139.8,102.4,102.4,0.0,860.2,860.2,0.0,766.4,293.9,14.4,202.2,255.9,103.6,,,48.6,55.0,1832.6,2961.4,6414.3,-3452.9,0.0,,1345.8,1282.8,883.2,399.6,63.0,4307.2,,672.2,427.3,,87.9,157.0,1.4,0.0,1.4,1.4,,0.0,0.0,,,,0.0,673.6,2499.8,2481.2,18.6,18.6,,692.6,,373.0,256.7,62.9,3192.4,3866.0,0.0,477.2,0.9,476.3,0.0,1949.6,-153.0,2273.8,0.0,2273.8,6139.8,
06/30/2018,6315.6,199.6,199.6,0.0,920.0,920.0,0.0,763.7,291.7,15.1,197.6,259.3,73.3,,,16.7,56.6,1956.6,3026.5,6540.9,-3514.4,0.0,,1332.5,1272.8,888.7,384.1,59.7,4359.0,,714.4,431.7,,87.0,195.7,1.4,0.0,1.4,1.4,,0.0,0.0,,,,0.0,715.8,2500.4,2482.1,18.3,18.3,,711.4,,374.9,272.8,63.7,3211.8,3927.6,0.0,483.0,0.9,482.1,0.0,2054.0,-149.0,2388.0,0.0,2388.0,6315.6,
09/30/2018,6500.0,293.8,293.8,0.0,986.2,986.2,0.0,780.6,317.9,14.9,180.4,267.4,54.1,,,5.1,49.0,2114.7,3065.1,6588.3,-3523.2,0.0,,1320.2,1262.6,888.7,373.9,57.6,4385.3,,765.1,438.9,,102.8,223.4,1.4,0.0,1.4,1.4,,0.0,0.0,,,,0.0,766.5,2500.8,2482.9,17.9,17.9,,702.5,,360.2,279.3,63.0,3203.3,3969.8,0.0,489.8,0.9,488.9,0.0,2185.5,-145.1,2530.2,0.0,2530.2,6500.0,
12/31/2018,6569.7,361.5,361.5,0.0,901.9,901.9,0.0,795.6,307.8,13.9,199.0,274.9,56.0,0.0,,16.6,39.4,2115.0,3108.6,6691.1,-3582.5,0.0,,1346.1,1295.6,917.3,378.3,50.5,4454.7,,692.2,382.2,,87.6,222.4,1.4,0.0,1.4,1.4,,0.0,0.0,0.0,0.0,,0.0,693.6,2501.3,2483.7,17.6,17.6,,702.4,25.2,357.5,285.2,34.5,3203.7,3897.3,0.0,495.4,0.9,494.5,0.0,2315.8,-138.8,2672.4,0.0,2672.4,6569.7,
03/31/2019,6928.6,442.4,442.4,0.0,930.3,930.3,0.0,831.7,330.1,13.6,210.5,277.5,58.0,,,0.0,58.0,2262.4,3327.1,6981.3,-3654.2,0.0,,1339.1,1286.0,917.3,368.7,53.1,4666.2,,682.0,405.1,12.7,103.3,160.9,58.7,0.0,58.7,1.5,57.2,0.0,0.0,,,,0.0,740.7,2667.2,2484.6,182.6,17.2,165.4,726.1,,363.5,305.7,56.9,3393.3,4134.0,0.0,502.3,0.9,501.4,0.0,2427.8,-135.5,2794.6,0.0,2794.6,6928.6,
06/30/2019,7074.4,569.4,569.4,0.0,947.0,947.0,0.0,815.7,303.5,14.3,213.9,284.0,70.6,,,11.4,59.2,2402.7,3345.2,7071.6,-3726.4,0.0,,1326.5,1276.9,918.7,358.2,49.6,4671.7,,668.2,382.8,,87.5,197.9,61.4,0.0,61.4,1.5,59.9,0.0,0.0,,,,0.0,729.6,2685.6,2485.4,200.2,16.8,183.4,738.0,,364.9,314.8,58.3,3423.6,4153.2,0.0,514.2,0.9,513.3,0.0,2539.2,-132.2,2921.2,0.0,2921.2,7074.4,
09/30/2019,7191.1,738.3,738.3,0.0,932.3,932.3,0.0,806.3,280.2,15.8,215.8,294.5,54.4,,,9.5,44.9,2531.3,3342.7,7137.9,-3795.2,0.0,,1317.1,1267.2,918.7,348.5,49.9,4659.8,,708.8,385.5,,103.2,220.1,61.9,0.0,61.9,1.5,60.4,0.0,0.0,,,,0.0,770.7,2680.0,2486.3,193.7,16.4,177.3,705.7,,320.3,327.6,57.8,3385.7,4156.4,0.0,519.8,0.9,518.9,0.0,2643.7,-128.8,3034.7,0.0,3034.7,7191.1,
12/31/2019,7235.8,767.4,679.5,87.9,845.6,845.6,0.0,794.1,271.5,11.0,207.7,303.9,71.3,0.0,,26.5,44.8,2478.4,3386.0,7232.1,-3846.1,58.1,58.1,1313.3,1257.5,918.7,338.8,55.8,4757.4,,659.7,351.9,,90.3,217.5,64.1,0.0,64.1,1.5,62.6,0.0,0.0,0.0,0.0,,0.0,723.8,2670.4,2476.8,193.6,16.0,177.6,770.6,27.9,375.5,340.1,27.1,3441.0,4164.8,0.0,525.7,0.9,524.8,0.0,2704.8,-159.5,3071.0,0.0,3071.0,7235.8,
03/31/2020,7347.6,856.3,764.0,92.3,879.5,879.5,0.0,809.9,269.6,12.9,220.2,307.2,67.9,,,0.0,67.9,2613.6,3373.9,7290.2,-3916.3,57.1,57.1,1303.0,1247.9,918.7,329.2,55.1,4734.0,,678.7,389.0,3.7,107.2,178.8,65.9,0.0,65.9,1.6,64.3,0.0,0.0,,,,0.0,744.6,2670.2,2477.4,192.8,15.6,177.2,782.9,,372.3,354.3,56.3,3453.1,4197.7,0.0,535.8,0.9,534.9,0.0,2771.1,-157.0,3149.9,0.0,3149.9,7347.6,
06/30/2020,7272.0,940.2,853.3,86.9,817.3,817.3,0.0,834.5,272.1,13.1,231.7,317.6,67.0,,,6.1,60.9,2659.0,3344.4,7346.7,-4002.3,36.3,36.3,1232.3,1178.4,863.5,314.9,53.9,4613.0,,614.9,315.2,,88.4,211.3,68.7,0.0,68.7,1.6,67.1,0.0,0.0,,,,0.0,683.6,2664.7,2478.0,186.7,15.2,171.5,790.6,25.7,369.5,361.1,34.3,3455.3,4138.9,0.0,543.6,0.9,542.7,0.0,2742.9,-153.4,3133.1,0.0,3133.1,7272.0,
