Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,691.672,488.035,,,,0.0,0.0,203.637,,-230.353,230.353,230.353,,0.0,,461.319,-383.187,,85.622,28.512,269.053,78.132,-41.334,,,2.784,13.455,40.383,42.267,-1.884,0.0,17.19,36.798,-13.029,23.769,2.422,,,21.347,0.0,21.347,0.0,0.0,21.347,21.347,,98.982,0.22,0.24,0.21,99.05,0.22,0.24,0.21,
03/31/2006,670.206,466.126,,,,0.0,0.0,204.08,,-231.57,231.57,231.57,,,,438.636,-381.473,,87.621,35.573,258.279,57.163,-38.775,,,3.801,4.905,43.502,47.526,-4.024,0.0,3.979,18.388,-6.793,11.595,-0.86,,,12.455,0.0,12.455,0.0,0.0,12.455,12.455,,99.115,0.13,0.12,0.12,99.449,0.13,0.12,0.12,
06/30/2006,925.028,712.718,,,,0.0,0.0,212.31,,-336.66,336.66,336.66,,,,588.368,-397.171,,89.297,32.7,275.174,191.197,-31.083,,,3.633,1.97,40.923,45.882,-4.959,0.0,-4.237,160.114,-49.271,110.843,-1.311,,,112.154,0.0,112.154,0.0,0.0,112.154,112.154,,99.221,1.13,1.12,1.04,99.64,1.13,1.11,1.03,
09/30/2006,1076.442,886.979,,,,0.0,0.0,189.463,,-395.056,395.056,395.056,,0.0,,681.386,-370.946,,90.39,31.697,248.859,310.44,-27.425,,,3.178,5.878,44.965,50.577,-5.612,0.0,-8.484,283.015,-98.836,184.179,0.012,,,184.167,0.0,184.167,0.0,0.0,184.167,184.167,,99.491,1.85,1.85,1.85,99.973,1.84,1.84,1.84,
12/31/2006,730.072,569.213,,,,,,160.859,,-288.0,288.0,225.16,62.84,0.0,,442.072,-382.002,,91.336,28.425,262.241,60.07,-48.026,,,3.7,,46.447,52.841,-6.394,,5.279,12.044,-1.518,10.526,-7.953,,,18.479,,18.479,0.0,,18.479,18.479,,99.832,0.19,0.11,0.07,100.474,0.18,0.1,0.06,
03/31/2007,695.135,536.051,,,,0.0,0.0,159.084,,-261.297,261.297,261.297,,0.0,,433.838,-365.849,,89.621,34.719,241.509,67.989,-43.582,,,4.444,3.413,46.185,50.992,-4.807,0.0,5.254,24.407,-8.609,15.798,-0.732,,,16.53,0.0,16.53,0.0,0.0,16.53,16.53,,100.045,0.17,0.16,0.16,100.622,0.16,0.16,0.16,
06/30/2007,862.902,711.293,,,,0.0,0.0,151.609,,-344.87,344.87,344.87,,0.0,,518.032,-359.263,,92.476,34.757,232.03,158.769,-38.819,,,5.195,1.95,46.614,51.827,-5.213,0.0,-0.65,119.95,-40.713,79.237,0.243,,,78.994,0.0,78.994,0.0,0.0,78.994,78.994,,100.229,0.79,0.79,0.79,100.779,0.78,0.79,0.79,
09/30/2007,1205.934,1043.723,,,,0.0,0.0,162.211,,-501.102,501.102,501.102,,0.0,,704.832,-366.055,,95.059,34.94,236.056,338.777,-46.191,,,5.235,2.921,48.958,54.393,-5.435,0.0,5.389,292.586,-91.588,200.998,-7.71,,,208.708,0.0,208.708,0.0,0.0,208.708,208.708,,100.324,2.08,2.0,1.9,100.829,2.07,1.99,1.89,
12/31/2007,709.074,627.096,,,,0.0,0.0,81.978,,-279.58,279.58,279.58,,0.0,,429.494,-374.949,,95.536,23.802,255.611,54.545,-38.953,,,6.321,,45.809,53.417,-7.608,0.0,-0.535,15.592,-11.124,4.468,1.557,,,2.911,0.0,2.911,0.0,0.0,2.911,2.911,,100.42,0.03,0.04,0.04,100.963,0.03,0.04,0.04,
03/31/2008,688.256,622.801,,,,,0.0,65.455,,-293.364,293.364,293.364,,,,394.892,-358.664,,95.594,33.152,229.918,36.228,-43.956,,,6.124,2.243,49.023,54.702,-5.679,,3.3,-7.728,1.541,-6.187,0.0,,0.0,-4.473,0.0,-4.473,,0.0,-4.473,-4.473,0.0,100.521,-0.04,-0.06,-0.06,100.521,-0.04,-0.06,-0.06,
06/30/2008,884.513,829.478,,,,,0.0,55.035,,-346.248,346.248,346.248,,,,538.265,-362.137,,97.77,33.251,231.116,176.128,-47.296,,,5.414,0.602,46.583,51.521,-4.938,,6.729,128.832,-16.025,112.807,-21.055,,,133.862,0.0,133.862,0.0,0.0,133.862,133.862,,100.653,1.33,1.12,1.12,100.917,1.33,1.12,1.12,
09/30/2008,1070.088,1040.348,,,,,0.0,29.74,,-421.435,421.435,421.435,,,,648.653,-372.761,,98.556,28.423,245.782,275.892,-47.832,,,4.673,1.082,47.189,51.165,-3.976,,6.398,228.06,-76.592,151.468,-0.118,,,151.586,0.0,151.586,0.0,0.0,151.586,151.586,,100.75,1.5,1.5,1.5,101.018,1.5,1.5,1.5,
12/31/2008,678.395,634.756,,,,,0.0,43.639,,-268.641,268.641,268.641,,,,409.754,-374.28,,98.374,30.51,245.396,35.474,-77.224,,,2.425,3.674,54.343,58.57,-4.227,,28.98,-41.75,14.489,-27.261,0.0,0.0,0.0,-38.85,0.0,-38.85,0.0,0.0,-38.85,-38.85,11.7702,100.836,-0.39,-0.27035,-0.27,100.836,-0.39,-0.275071,-0.27,
03/31/2009,625.867,602.578,,,,,0.0,23.289,,-247.388,247.388,247.388,,,0.0,378.479,-575.413,,101.812,34.128,439.473,-196.934,-59.413,49.948,-9.087,8.826,0.261,59.035,59.035,,,9.465,-256.347,95.004,-161.343,4.727,4.727,0.0,-166.07,9.56,-156.51,0.0,0.0,-156.51,-16.271,135.512,100.986,-1.55,-1.5,-0.161121,100.986,-1.55,-1.5,-0.161121,
06/30/2009,818.588,812.51,,,,,0.0,6.078,,-291.699,291.699,291.699,,,0.0,526.889,-354.995,,100.98,32.766,221.249,171.894,-49.864,51.543,-8.341,7.955,0.386,59.884,59.884,,,-1.679,122.03,-41.0,81.03,8.184,8.184,0.0,72.846,-4.499,68.347,0.0,0.0,68.347,76.531,0.0,101.109,0.68,0.76,0.76,101.193,0.68,0.75,0.75,
09/30/2009,1089.036,1083.75,,,,,0.0,5.286,,-381.543,381.543,381.543,,,0.0,707.493,-340.086,,103.008,34.015,203.063,367.407,-54.301,56.21,-4.089,3.546,0.543,60.299,60.299,,,-1.909,313.106,-109.778,203.328,12.305,12.305,0.0,191.023,-4.371,186.652,0.0,0.0,186.652,198.957,0.0,101.223,1.84,1.96,1.96,101.385,1.84,1.96,1.96,
12/31/2009,660.908,650.349,,,,,0.0,10.559,,-257.99,257.99,257.99,,,0.0,402.918,-356.02,,103.397,22.489,230.134,46.898,-59.094,53.228,-6.852,5.192,1.66,60.08,60.08,,,5.866,-12.196,1.088,-11.108,13.927,13.927,0.0,-25.035,-5.124,-30.159,0.0,0.0,-30.159,-16.232,0.0,101.32,-0.3,-0.16,-0.16,101.32,-0.3,-0.16,-0.16,
03/31/2010,620.355,611.425,,,,,0.0,8.93,,-215.54,215.54,215.54,,,0.0,404.815,-347.147,,100.653,31.724,214.77,57.668,-52.857,51.395,-9.31,8.436,0.874,60.705,60.705,,,1.462,4.811,7.172,11.983,12.88,12.88,0.0,-0.897,-5.117,-6.014,0.0,0.0,-6.014,6.866,0.0,101.474,-0.06,0.07,0.07,101.474,-0.06,0.07,0.07,
06/30/2010,802.795,799.416,,,,,0.0,3.379,,-251.8,251.8,251.8,,,0.0,550.995,-349.611,,102.995,31.682,214.934,201.384,-56.882,51.54,-9.211,8.576,0.635,60.751,60.751,,,5.342,144.502,-51.188,93.314,-26.252,-26.252,0.0,119.566,-4.769,114.797,0.0,0.0,114.797,88.545,0.0,107.355,1.07,0.82,0.82,107.764,1.07,0.82,0.82,
09/30/2010,1116.71,1116.211,,,,,0.0,0.499,,-353.904,353.904,353.904,,,0.0,762.806,-362.532,,104.177,37.528,220.827,400.274,-48.365,47.899,-6.357,5.524,0.833,54.256,60.419,-6.163,,0.466,351.909,-122.347,229.562,-9.477,-9.477,0.0,239.039,-5.119,233.92,0.0,0.0,233.92,224.443,0.0,108.632,2.15,2.07,2.07,109.094,2.14,2.06,2.06,
12/31/2010,657.432,653.626,,,,,0.0,3.806,,-225.571,225.571,225.571,,,0.0,431.861,-375.61,,106.673,34.395,234.542,56.251,-50.98,51.551,-10.686,9.874,0.812,62.237,62.237,,,-0.571,5.271,5.013,10.284,-2.217,-2.217,0.0,12.501,-5.151,7.35,0.0,0.0,7.35,5.133,0.0,108.73,0.07,0.05,0.05,109.224,0.07,0.05,0.05,
03/31/2011,648.847,,,,,,0.0,0.0,,-212.007,212.007,212.007,,,0.0,436.84,-401.056,,106.583,37.624,256.849,35.784,-52.157,51.715,-9.362,8.971,0.391,61.077,61.077,,,0.442,-16.373,6.005,-10.368,-0.694,-0.694,0.0,-9.674,-5.461,-15.135,0.0,0.0,-15.135,-15.829,0.0,108.832,-0.14,-0.15,-0.15,108.832,-0.14,-0.15,-0.15,
06/30/2011,799.799,798.669,,,,,0.0,1.13,,-244.049,244.049,244.049,,,0.0,555.75,-358.758,,106.617,40.155,211.986,196.992,-52.989,49.817,-10.323,9.78,0.543,60.14,60.14,,,3.172,144.003,-50.818,93.185,-0.654,-0.654,0.0,93.839,-7.154,86.685,0.0,0.0,86.685,86.031,0.0,109.044,0.8,0.79,0.79,109.718,0.79,0.78,0.78,
09/30/2011,1124.841,1124.049,,,,,0.0,0.792,,-337.896,337.896,337.896,,,0.0,786.945,-351.928,,106.35,34.223,211.355,435.017,-50.328,47.288,-7.807,7.378,0.429,55.095,62.034,-6.939,,3.04,384.689,-131.416,253.273,-9.512,-9.512,0.0,262.785,-7.426,255.359,0.0,0.0,255.359,245.847,0.0,109.128,2.34,2.25,2.25,109.861,2.32,2.24,2.24,
12/31/2011,667.892,666.502,,,,,0.0,1.39,,-215.512,215.512,215.512,,,0.0,452.38,-373.665,,107.504,35.406,230.755,78.715,-51.796,49.26,-5.497,5.01,0.487,54.757,58.744,-3.987,,2.536,26.919,-7.375,19.544,-0.446,-0.446,0.0,19.99,-7.426,12.564,0.0,0.0,12.564,12.118,0.0,109.202,0.12,0.11,0.11,110.077,0.11,0.11,0.11,
03/31/2012,620.631,620.631,,,,,0.0,0.0,,-216.309,216.309,216.309,,,0.0,404.322,-356.315,,100.109,42.475,213.731,48.007,-52.368,48.455,-5.361,4.756,0.605,53.816,56.967,-3.151,,3.913,-4.361,4.645,0.284,0.765,0.765,0.0,-0.481,-7.776,-8.257,0.0,0.0,-8.257,-7.492,0.0,109.299,-0.08,-0.07,-0.07,109.299,-0.08,-0.07,-0.07,
06/30/2012,878.576,878.576,,,,,0.0,0.0,,-264.723,264.723,264.723,,,0.0,613.853,-359.364,,100.606,41.289,217.469,254.489,-46.87,44.271,-8.729,8.622,0.107,53.0,53.0,,,2.599,207.619,-76.689,130.93,0.819,0.819,0.0,130.111,-7.766,122.345,0.0,0.0,122.345,123.164,0.0,109.491,1.12,1.12,1.12,110.359,1.11,1.12,1.12,
09/30/2012,1109.475,1109.475,,,,,0.0,0.0,,-302.894,302.894,302.894,,,0.0,806.581,-358.611,,100.353,36.507,221.751,447.97,-47.98,42.397,-6.015,5.708,0.307,48.412,52.242,-3.83,,5.583,399.99,-147.116,252.874,0.011,0.011,0.0,252.863,-8.04,244.823,,0.0,244.823,244.834,0.0,109.555,2.23,2.23,2.23,110.655,2.21,2.21,2.21,
12/31/2012,693.122,693.122,,,,,0.0,0.0,,-210.864,210.864,210.864,,,0.0,482.258,-380.969,,103.268,39.052,238.649,101.289,-48.227,40.847,-7.017,6.797,0.22,47.864,52.407,-4.543,,7.38,53.062,-18.157,34.905,4.234,4.234,0.0,30.671,-8.04,22.631,0.0,0.0,22.631,26.865,0.0,109.693,0.21,0.24,0.24,110.776,0.2,0.24,0.24,
03/31/2013,686.652,686.652,,,,,0.0,0.0,,-230.679,230.679,230.679,,,0.0,455.973,-369.05,,103.73,40.021,225.299,86.923,-41.618,38.548,-6.94,6.864,0.076,45.488,49.478,-3.99,,3.07,45.305,-12.469,32.836,0.0,0.0,0.0,32.836,-8.392,24.444,0.0,0.0,24.444,24.444,0.0,109.832,0.22,0.22,0.22,110.835,0.22,0.22,0.22,
06/30/2013,915.822,915.822,,,,,0.0,0.0,,-277.584,277.584,277.584,,,0.0,638.238,-378.426,,106.292,40.814,231.32,259.812,-43.171,40.939,-6.732,6.265,0.467,47.671,51.307,-3.636,,2.232,216.641,-77.043,139.598,0.0,0.0,0.0,139.598,-8.391,131.207,0.0,0.0,131.207,131.207,0.0,109.962,1.19,1.19,1.19,110.932,1.18,1.18,1.18,
09/30/2013,1152.392,1152.392,,,,,0.0,0.0,,-350.953,350.953,350.953,,,0.0,801.439,-385.751,,107.388,43.256,235.107,415.688,-49.058,41.667,-5.685,5.569,0.116,47.352,50.587,-3.235,,7.391,366.63,-131.912,234.718,0.0,0.0,0.0,234.718,-8.555,226.163,0.0,0.0,226.163,226.163,0.0,110.009,2.06,2.06,2.06,111.053,2.04,2.04,2.04,
12/31/2013,699.762,699.762,,,,,0.0,0.0,,-236.493,236.493,236.493,,,0.0,463.269,-379.369,,98.298,40.076,240.995,83.9,-41.919,38.663,-7.853,6.883,0.97,46.516,50.516,-4.0,,3.256,41.981,-9.167,32.814,0.0,0.0,0.0,32.814,-8.554,24.26,0.0,0.0,24.26,24.26,0.0,110.13,0.22,0.22,0.22,110.936,0.22,0.22,0.22,
03/31/2014,686.251,686.251,611.0,60.0,15.251,,0.0,0.0,,-249.786,249.786,249.786,,,0.0,436.465,-361.295,,101.772,45.845,213.678,75.17,-44.074,41.506,-7.693,7.442,0.251,49.199,52.969,-3.77,,2.568,31.096,-6.405,24.691,0.0,0.0,0.0,24.691,-8.925,15.766,0.0,0.0,15.766,15.766,0.0,110.257,0.14,0.14,0.14,110.888,0.14,0.14,0.14,
06/30/2014,906.264,906.264,,,,,0.0,0.0,,-290.854,290.854,290.854,,,0.0,615.41,-361.297,,105.15,44.004,212.143,254.113,-38.189,39.967,-7.994,7.499,0.495,47.961,51.751,-3.79,,-1.778,215.924,-74.54,141.384,0.0,0.0,0.0,141.384,-8.926,132.458,0.0,0.0,132.458,132.458,0.0,110.565,1.2,1.2,1.2,111.002,1.19,1.19,1.19,
09/30/2014,1172.667,1172.667,,,,,0.0,0.0,,-382.361,382.361,382.361,,,0.0,790.306,-368.531,,103.66,40.85,224.021,421.775,-38.936,37.006,-7.141,7.038,0.103,44.147,47.626,-3.479,,1.93,382.839,-134.753,248.086,0.0,0.0,0.0,248.086,-4.125,243.961,0.0,0.0,243.961,243.961,0.0,110.686,2.2,2.2,2.2,111.103,2.2,2.2,2.2,
12/31/2014,726.45,726.0,665.0,61.0,,,0.0,0.45,,-256.828,256.828,256.828,,,0.0,469.622,-409.438,,106.776,41.596,261.066,60.184,-45.642,35.214,-8.972,8.811,0.161,44.186,48.604,-4.418,,10.428,14.542,-5.007,9.535,0.0,0.0,0.0,9.535,-4.125,5.41,0.0,0.0,5.41,5.41,0.0,110.765,0.05,0.05,0.05,111.284,0.05,0.05,0.05,
03/31/2015,671.219,630.0,630.0,,,0.0,0.0,41.219,,-223.237,223.237,223.237,,,0.0,447.982,-380.298,,120.949,43.216,216.133,67.684,-39.01,34.849,-9.334,9.224,0.11,44.183,48.399,-4.216,,4.161,28.674,-7.947,20.727,0.0,0.0,0.0,20.727,-4.605,16.122,0.0,0.0,16.122,16.122,0.0,110.916,0.15,0.15,0.15,111.377,0.14,0.14,0.14,
06/30/2015,890.648,874.0,836.0,38.0,,,0.0,16.648,,-281.477,281.477,281.477,,,0.0,609.171,-377.198,,122.739,43.032,211.427,231.973,-37.095,34.477,-9.529,9.345,0.184,44.006,48.328,-4.322,,2.618,194.878,-67.371,127.507,0.0,0.0,0.0,127.507,-4.605,122.902,0.0,0.0,122.902,122.902,0.0,110.986,1.11,1.11,1.11,111.46,1.1,1.1,1.1,
09/30/2015,1199.146,1189.0,1143.0,46.0,,,0.0,10.146,,-363.847,363.847,363.847,,,0.0,835.299,-390.188,,125.625,43.241,221.322,445.111,-43.578,38.052,-7.772,7.645,0.127,45.824,49.342,-3.518,,5.526,401.533,-139.555,261.978,0.0,0.0,0.0,261.978,-4.862,257.116,0.0,0.0,257.116,257.116,0.0,111.036,2.32,2.32,2.32,111.616,2.3,2.3,2.3,
12/31/2015,734.43,717.0,677.0,40.0,,,0.0,17.43,,-232.737,232.737,232.737,,,0.0,501.693,-391.859,,125.109,42.323,224.427,109.834,-41.009,35.619,-9.073,9.001,0.072,44.692,48.895,-4.203,,5.39,68.825,-22.847,45.978,0.0,0.0,0.0,45.978,-4.861,41.117,0.0,0.0,41.117,41.117,0.0,111.149,0.37,0.37,0.37,111.738,0.37,0.37,0.37,
03/31/2016,677.167,677.0,640.0,37.0,,,0.0,0.167,,-221.285,221.285,221.285,,,0.0,455.882,-405.72,,119.476,42.501,243.743,50.162,-38.922,34.884,-10.633,10.516,0.117,45.517,50.744,-5.227,,4.038,11.24,-1.914,9.326,0.0,0.0,0.0,9.326,-4.873,4.453,0.0,0.0,4.453,4.453,0.0,111.296,0.04,0.04,0.04,111.847,0.04,0.04,0.04,
06/30/2016,915.394,910.0,875.0,35.0,,,0.0,5.394,,-274.848,274.848,274.848,,,0.0,640.546,-408.798,,123.073,42.117,243.608,231.748,-39.824,36.995,-10.553,10.369,0.184,47.548,52.849,-5.301,,2.829,191.924,-65.742,126.182,0.0,0.0,0.0,126.182,-4.874,121.308,0.0,0.0,121.308,121.308,0.0,111.368,1.09,1.09,1.09,112.004,1.08,1.08,1.08,
09/30/2016,1166.922,1151.0,1127.0,24.0,,,0.0,15.922,,-336.12,336.12,336.12,,,0.0,830.802,-379.544,,120.428,41.284,217.832,451.258,-41.912,36.713,-10.259,10.194,0.065,46.972,51.293,-4.321,,5.199,409.346,-141.446,267.9,0.0,0.0,0.0,267.9,-4.873,263.027,0.0,0.0,263.027,263.027,0.0,111.416,2.36,2.36,2.36,112.1,2.35,2.35,2.35,
12/31/2016,739.199,724.0,694.0,30.0,,,0.0,15.199,,-243.257,243.257,243.257,,,0.0,495.942,-373.126,,122.852,40.597,209.677,122.816,-37.388,34.134,-11.579,11.061,0.518,45.713,50.834,-5.121,,3.254,85.428,-27.309,58.119,0.0,0.0,0.0,58.119,-4.873,53.246,0.0,0.0,53.246,53.246,0.0,111.545,0.48,0.48,0.48,112.223,0.47,0.47,0.47,
03/31/2017,677.728,678.0,639.0,39.0,,,0.0,-0.272,,-212.395,212.395,212.395,,,0.0,465.333,-397.922,,127.627,43.836,226.459,67.411,-35.015,37.433,-9.959,9.482,0.477,47.392,51.864,-4.472,,-2.418,32.396,-4.211,28.185,0.0,0.0,0.0,28.185,-4.873,23.312,0.0,0.0,23.312,23.312,0.0,111.728,0.21,0.21,0.21,112.195,0.21,0.21,0.21,
06/30/2017,944.587,943.0,909.0,34.0,,,0.0,1.587,,-254.611,254.611,254.611,,,0.0,689.976,-392.719,,125.739,44.289,222.691,297.257,-35.973,39.35,-10.713,10.456,0.257,50.063,54.969,-4.906,,-3.377,261.284,-88.967,172.317,0.0,0.0,0.0,172.317,-4.874,167.443,0.0,0.0,167.443,167.443,0.0,111.797,1.5,1.5,1.5,112.345,1.49,1.49,1.49,
09/30/2017,1183.322,1158.0,1136.0,22.0,,,0.0,39.322,-14.0,-310.469,310.469,310.469,,,0.0,872.853,-413.305,,133.912,45.169,234.224,459.548,-34.284,35.999,-13.645,12.728,0.917,49.644,55.644,-6.0,,-1.715,425.264,-144.319,280.945,0.0,0.0,0.0,280.945,-4.873,276.072,0.0,0.0,276.072,276.072,0.0,111.835,2.47,2.47,2.47,112.401,2.46,2.46,2.46,
12/31/2017,759.659,741.0,723.0,18.0,,,0.0,18.659,,-203.826,203.826,203.826,,,0.0,555.833,-470.286,,146.84,51.053,272.393,85.547,-38.27,34.524,-16.061,14.345,1.716,50.585,57.319,-6.734,,3.746,47.277,-20.775,26.502,0.0,0.0,0.0,26.502,-4.873,21.629,0.0,0.0,21.629,21.629,0.0,111.943,0.19,0.19,0.19,112.472,0.19,0.19,0.19,
03/31/2018,692.714,692.0,660.0,32.0,,,0.0,0.714,,-197.11,197.11,197.11,,,0.0,495.604,-464.27,,144.825,53.6,265.845,31.334,-24.505,36.229,-15.97,14.079,1.891,52.199,58.954,-6.755,,-11.724,6.829,1.265,8.094,0.0,0.0,0.0,8.094,-4.873,3.221,0.0,0.0,3.221,1.641,-1.58,112.017,0.03,0.03,0.01465,112.493,0.03,0.03,0.01465,
06/30/2018,974.123,951.0,936.0,15.0,,,0.0,23.123,,-257.087,257.087,257.087,,,0.0,717.036,-474.874,,145.436,53.607,275.831,242.162,-26.511,38.936,-15.481,13.073,2.408,54.417,60.708,-6.291,,-12.425,215.651,-44.039,171.612,0.0,0.0,0.0,171.612,-4.874,166.738,0.0,0.0,166.738,163.578,-3.16,112.115,1.49,1.49,1.45902,112.471,1.48,1.48,1.451904,
09/30/2018,1268.034,1246.0,1192.0,54.0,,,0.0,22.034,,-389.936,389.936,389.936,,,0.0,878.098,-444.791,,145.971,51.375,247.445,433.307,-29.089,41.476,-14.216,12.259,1.957,55.692,61.605,-5.913,,-12.387,404.218,-84.333,319.885,0.0,0.0,0.0,319.885,-4.873,315.012,0.0,0.0,315.012,311.858,-3.154,112.148,2.81,2.81,2.780772,112.533,2.8,2.8,2.771973,
12/31/2018,756.376,736.0,708.0,28.0,,,0.0,20.376,,-231.983,231.983,231.983,,,0.0,524.393,-457.509,,146.122,54.267,257.12,66.884,-29.14,40.678,-15.299,12.908,2.391,55.977,62.198,-6.221,,-11.538,37.744,-6.795,30.949,0.0,0.0,0.0,30.949,-4.873,26.076,0.0,0.0,26.076,22.126,-3.95,112.233,0.23,0.23,0.197143,112.7,0.23,0.23,0.194951,
03/31/2019,740.53,740.0,685.0,55.0,,,0.0,0.53,,-230.588,230.588,230.588,,,0.0,509.942,-449.858,,148.707,55.09,246.061,60.084,-34.875,41.25,-12.738,11.188,1.55,53.988,60.653,-6.665,,-6.375,25.209,-2.418,22.791,0.0,0.0,0.0,22.791,-4.873,17.918,0.0,0.0,17.918,13.968,-3.95,112.337,0.16,0.16,0.12434,112.735,0.16,0.16,0.12434,
06/30/2019,869.501,869.0,829.0,40.0,,,0.0,0.501,,-242.222,242.222,242.222,,,0.0,627.279,-430.69,,147.374,55.09,228.226,196.589,-30.49,42.7,-10.271,7.572,2.699,52.971,57.465,-4.494,,-12.21,166.099,-17.08,149.019,0.0,0.0,0.0,149.019,-4.874,144.145,0.0,0.0,144.145,136.245,-7.9,112.337,1.28,1.28,1.212824,112.651,1.28,1.28,1.209872,
09/30/2019,1190.787,1171.0,1134.0,37.0,,,0.0,19.787,,-344.862,344.862,344.862,,,0.0,845.925,-442.635,,149.45,53.809,239.376,403.29,-32.875,45.384,-8.611,5.917,2.694,53.995,57.481,-3.486,,-12.509,370.415,-53.266,317.149,0.0,0.0,0.0,317.149,-4.873,312.276,0.0,0.0,312.276,302.796,-9.48,112.463,2.78,2.78,2.692406,112.746,2.77,2.77,2.685917,
12/31/2019,670.391,651.0,624.0,27.0,,,0.0,19.391,,-224.565,224.565,224.565,,,0.0,445.826,-433.829,,145.398,54.59,233.841,11.997,-31.68,46.333,-9.436,6.754,2.682,55.769,59.652,-3.883,,-14.653,-19.683,88.537,68.854,0.0,0.0,0.0,68.854,-4.873,63.981,0.0,0.0,63.981,54.501,-9.48,112.545,0.57,0.57,0.48426,112.815,0.57,0.57,0.48426,
03/31/2020,661.93,661.0,628.0,33.0,,,0.0,0.93,,-188.521,188.521,188.521,,,0.0,473.409,-432.987,,154.079,56.768,222.14,40.422,-25.765,45.12,-10.038,7.697,2.341,55.158,59.234,-4.076,,-19.355,14.657,20.209,34.866,0.0,0.0,0.0,34.866,-4.873,29.993,0.0,0.0,29.993,22.883,-7.11,112.594,0.27,0.27,0.203235,112.862,0.27,0.27,0.203235,
06/30/2020,929.59,929.0,896.0,33.0,,,0.0,0.59,,-238.382,238.382,238.382,,,0.0,691.208,-429.334,,152.482,56.768,220.084,261.874,-22.354,46.375,-11.566,8.811,2.755,57.941,62.69,-4.749,,-24.021,239.52,-41.061,198.459,0.0,0.0,0.0,198.459,-4.874,193.585,0.0,0.0,193.585,184.895,-8.69,112.638,1.72,1.72,1.641498,112.879,1.71,1.71,1.633015,
09/30/2020,1205.5,,,,,,,,,,,,,,,,,,,,,426.0,,,,,,,,,,,374.5,,300.2,,,,,,300.2,,,300.2,300.2,,,2.668,2.668,2.668,,2.668,2.668,2.668,
12/31/2020,725.0,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,35.9,,25.146,,,,,,25.146,,,25.146,25.146,,,0.236,0.236,0.236,,0.236,0.236,0.236,
