Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/2000,150.391006,,,-92.489998,,57.901009,,-31.695,,,,,26.205999,-2.177,,2.511,,,,-0.334,24.028999,-8.063,15.966,0.0,,,15.966,0.0,15.966,0.0,0.0,15.966,15.966,,73.623001,0.22,0.22,0.26,78.271004,0.2,0.2,0.24,
12/31/2000,169.712997,,,-105.469002,,64.243996,,-34.962002,,,,,29.282,-0.516,,2.315,,,,-1.799,28.766,-9.948,18.818001,0.0,,,18.818,0.0,18.818001,0.0,0.0,18.818001,18.818001,,76.619003,0.25,0.25,0.25,80.996002,0.23,0.23,0.23,
04/01/2001,169.852005,,,-107.230003,,62.622002,,-35.216999,,,,,27.405001,0.509,,0.709,-1.706,,,0.488,27.914001,-11.526,16.388,0.0,,,16.388001,0.0,16.388,0.0,0.0,16.388,16.388,,78.549004,0.21,0.21,0.21,81.598999,0.2,0.2,0.2,
07/01/2001,92.903999,,,-151.815994,,-58.911995,,-34.905998,,,,,-93.818001,-24.368,,0.646,-1.03,,,24.752,-118.186001,37.824001,-80.362,0.0,,,-80.362,0.0,-80.362,0.0,0.0,-80.362,-80.362,,78.702003,-1.02,-1.02,-0.08,78.702003,-1.02,-1.02,-0.08,
09/30/2001,53.096001,,,-66.810997,,-13.714996,,-34.389999,,,,,-48.105,-17.616,,0.758,-0.652,,,17.51,-65.720999,22.445999,-43.275002,0.0,,,-43.275,0.0,-43.275002,0.0,0.0,-43.275002,-43.275002,,78.824997,-0.55,-0.55,-0.17,78.824997,-0.55,-0.55,-0.17,
12/30/2001,47.875,,,-32.073002,,15.801998,,-26.26,,,,,-10.458,-20.401,,0.384,-0.429,,,20.446,-30.859,-47.794998,-78.653999,0.0,,,-78.653999,0.0,-78.653999,0.0,0.0,-78.653999,-78.653999,,78.960999,-1.0,-1.0,-0.09,78.960999,-1.0,-1.0,-0.09,
03/31/2002,48.398998,,,-35.792999,,12.605999,,-23.712,,,,,-11.106,-0.111,,0.312,-0.595,,,0.394,-11.217,3.97,-7.247,0.0,,,-7.247,0.0,-7.247,0.0,0.0,-7.247,-7.247,,79.406998,-0.09,-0.09,-0.08,79.406998,-0.09,-0.09,-0.08,
06/30/2002,56.187,,,-40.52,,15.667,,-26.216999,,,,,-10.55,0.715,,0.328,-0.629,,,-0.414,-9.835,-0.476,-10.311,0.0,,,-10.311,0.0,-10.311,0.0,0.0,-10.311,-10.311,,80.124001,-0.13,-0.13,-0.07,80.124001,-0.13,-0.13,-0.07,
09/30/2002,60.043999,,,-116.952003,,-56.908005,,-26.983999,,,,,-83.891998,-121.528002,,0.323,-0.736,,,121.941002,-205.42,6.89,-198.529999,0.0,,,-198.53,0.0,-198.529999,0.0,0.0,-198.529999,-198.529999,,80.877998,-2.45,-2.45,-0.08,80.877998,-2.45,-2.45,-0.08,
12/29/2002,66.026001,,,-41.396999,,24.629002,,-22.209999,,,,,2.419,0.809,,0.17,,,,-0.979,3.228,1.856,5.084,0.0,,,5.084,0.0,5.084,0.0,0.0,5.084,5.084,,81.178001,0.06,0.06,0.07,82.389,0.06,0.06,0.07,
03/31/2003,56.320999,,,-34.942001,,21.378998,,-24.858999,,,,,-3.48,1.353,,0.238,-0.542,,,-1.049,-2.127,-0.995,-3.122,0.0,,,-3.122,0.0,-3.122,0.0,0.0,-3.122,-3.122,,81.771004,-0.04,-0.04,-0.04,81.771004,-0.04,-0.04,-0.04,
06/30/2003,69.334999,,,-43.877998,,25.457001,,-27.172001,,,,,-1.715,1.239,,0.312,-0.465,,,-1.086,-0.476,-0.652,-1.128,0.0,,,-1.128,0.0,-1.128,0.0,0.0,-1.128,-1.128,,82.523003,-0.01,-0.01,-0.01,82.523003,-0.01,-0.01,-0.01,
09/30/2003,63.659,,,-40.452,,23.207001,,-27.063,,,,,-3.856,-0.02,,0.215,-0.335,,,0.14,-3.876,0.291,-3.585,0.0,,,-3.585,0.0,-3.585,0.0,0.0,-3.585,-3.585,,82.878998,-0.04,-0.04,-0.04,82.878998,-0.04,-0.04,-0.04,
12/31/2003,67.018997,,,-42.396,,24.622997,,-27.735001,,,,,-3.112,-9.582,,0.277,-0.302,,,9.607,-12.694,2.325,-10.369,0.0,,,-10.369,0.0,-10.369,0.0,0.0,-10.369,-10.369,,83.125999,-0.12,-0.12,-0.06,83.125999,-0.12,-0.12,-0.06,
03/31/2004,68.652,,,-43.923,,24.729,,-27.851,,,,,-3.122,1.079,,0.228,-0.376,,,-0.931,-2.043,-0.779,-2.822,0.0,,,-2.822,0.0,-2.822,0.0,0.0,-2.822,-2.822,,83.433998,-0.03,-0.03,-0.03,83.433998,-0.03,-0.03,-0.03,
06/30/2004,72.514,,,-44.084,,28.43,,-28.069,,,,,0.361,-3.242,,0.146,-0.378,,,3.474,-2.881,-1.028,-3.909,0.0,,,-3.909,0.0,-3.909,0.0,0.0,-3.909,-3.909,,83.667,-0.05,-0.05,-0.02,83.667,-0.05,-0.05,-0.02,
09/30/2004,67.240997,,,-42.786999,,24.453999,,-27.697001,,,,,-3.243,-0.499,,0.149,-0.534,,,0.884,-3.742,-1.631,-5.373,0.0,,,-5.373,0.0,-5.373,0.0,0.0,-5.373,-5.373,,83.867996,-0.06,-0.06,-0.05,83.867996,-0.06,-0.06,-0.05,
12/31/2004,71.872002,,,-51.581001,,20.291,,-30.318001,,,,,-10.027,0.603,,0.092,-0.504,,,-0.191,-9.424,0.338,-9.086,0.0,,,-9.086,0.0,-9.086,0.0,0.0,-9.086,-9.086,,84.038002,-0.11,-0.11,-0.11,84.038002,-0.11,-0.11,-0.11,
03/31/2005,66.747,,,-50.576,,16.171,,-27.443,,,,,-11.272,-16.208,-0.723,0.033,-0.756,,,16.931,-27.48,-0.932,-28.412,0.0,,,-28.412,0.0,-28.412,0.0,0.0,-28.412,-28.412,,84.474,-0.34,-0.34,-0.09,84.474,-0.34,-0.34,-0.09,
06/30/2005,63.388,,,-47.512001,,15.875999,,-30.937,,,,,-15.061,0.855,-0.478,0.065,-0.543,,,-0.377,-14.206,-0.592,-14.798,0.0,,,-14.798,0.0,-14.798,0.0,0.0,-14.798,-14.798,,84.677002,-0.17,-0.17,-0.09,84.677002,-0.17,-0.17,-0.09,
09/30/2005,67.160004,,,-44.374001,,22.786003,,-22.951,,,,,-0.165,1.849,,0.044,-0.529,,,-1.364,1.684,-0.155,1.529,0.0,,,1.529,0.0,1.529,0.0,0.0,1.529,1.529,,85.379997,0.02,0.02,0.02,86.070999,0.02,0.02,0.02,
12/31/2005,64.262001,,,-42.408001,,21.854,,-18.042999,,,,,3.811,-0.271,-0.465,0.078,-0.543,,,0.736,3.54,-0.141,3.399,0.0,,,3.399,0.0,3.399,0.0,0.0,3.399,3.399,,85.431999,0.04,0.04,0.01,86.272003,0.04,0.04,0.01,
03/31/2006,64.580002,,,-44.358002,,20.222,,-24.632,,,,,-4.41,0.727,-0.549,0.084,-0.633,,,-0.178,-3.683,-1.127,-4.81,0.0,,,-4.81,0.0,-4.81,0.0,0.0,-4.81,-4.81,,85.557999,-0.06,-0.06,-0.06,85.557999,-0.06,-0.06,-0.06,
07/02/2006,78.63,,,-52.289,,26.341,,-25.422,,,,,0.919,-0.4,-0.545,0.07,-0.615,,,0.945,0.519,2.629,3.148,0.0,,,3.148,0.0,3.148,0.0,0.0,3.148,3.148,,86.124,0.04,0.04,0.04,88.2,0.04,0.04,0.04,
10/01/2006,78.667,,,-52.919998,,25.747002,,-23.879,,,,,1.868,0.167,-0.486,0.079,-0.565,,,0.319,2.035,-0.771,1.264,0.0,,,1.264,0.0,1.264,0.0,0.0,1.264,1.264,,86.366997,0.01,0.01,0.01,88.155998,0.01,0.01,0.01,
12/31/2006,116.171,,,-95.867,,20.304,,-32.291,,,,,-11.987,-1.979,0.901,1.173,-0.272,,,1.078,-13.966,-0.001,-13.967,0.0,,,-13.967,0.0,-13.967,0.0,0.0,-13.967,-13.967,,86.527,-0.16,-0.16,-0.04,86.527,-0.16,-0.16,-0.04,
03/31/2007,124.021004,,,-100.103996,,23.917007,,-34.484001,,,,,-10.567,-0.96,1.253,1.653,-0.4,,,-0.293,-11.527,-0.783,-12.31,0.0,,,-12.31,0.0,-12.31,0.0,0.0,-12.31,-12.31,,86.722,-0.14,-0.14,-0.14,86.722,-0.14,-0.14,-0.14,
07/01/2007,123.771004,,,-98.021004,,25.75,,-35.207001,,,,,-9.457,-0.954,1.493,1.764,-0.271,,,-0.539,-10.411,-0.665,-11.076,0.0,,,-11.076,0.0,-11.076,0.0,0.0,-11.076,-11.076,,86.988998,-0.13,-0.13,-0.1,86.988998,-0.13,-0.13,-0.1,
09/30/2007,131.477005,,,-103.926003,,27.551003,,-30.493,,,,,-2.942,-2.47,2.142,2.459,-0.317,,,0.328,-5.412,-1.12,-6.532,0.0,,,-6.532,0.0,-6.532,0.0,0.0,-6.532,-6.532,,87.171997,-0.07,-0.07,-0.06,87.171997,-0.07,-0.07,-0.06,
12/30/2007,132.344,,,-104.477,,27.867,,-31.816,,,,,-3.949,-2.675,1.786,2.028,-0.242,,,0.889,-6.624,0.172,-6.452,0.0,,,-6.452,0.0,-6.452,0.0,0.0,-6.452,-6.452,,87.325,-0.07,-0.07,-0.07,87.325,-0.07,-0.07,-0.07,
03/30/2008,117.758003,,,-96.431999,,21.326004,,-33.110001,,,,,-11.784,-2.295,1.753,1.971,-0.218,,,0.542,-14.079,0.44,-13.639,0.0,,,-13.639,0.0,-13.639,0.0,0.0,-13.639,-13.639,,87.392998,-0.16,-0.16,-0.15,87.392998,-0.16,-0.16,-0.15,
06/29/2008,149.272995,,,-118.692001,,30.580994,,-31.17,,,,,-0.589,-3.952,,3.149,-0.165,0.0,,0.968,-4.541,-0.24,-4.781,-0.872,,,-3.909,0.0,-3.909,0.0,0.0,-3.909,-3.909,,87.599998,-0.04,-0.04,-0.03,87.599998,-0.04,-0.04,-0.03,
09/28/2008,140.056,,,-110.127,,29.929,,-29.878,18.203,,,11.675,0.051,-2.039,2.249,2.446,-0.197,0.0,,-0.21,-1.988,0.082,-1.906,-0.205,,,-1.701,0.0,-1.701,0.0,0.0,-1.701,-1.701,,87.8,-0.02,-0.021708,-0.01,87.8,-0.02,-0.021708,-0.01,
12/28/2008,130.372,,,-101.631,,28.741,,-28.805,,,,,-0.064,1.466,2.452,2.452,-0.105,0.0,,-3.813,1.402,-0.098,0.128,-1.58,,,2.884,0.0,1.708,0.0,0.0,1.708,1.708,,87.715,0.02,0.02,-0.02,87.715,0.02,0.02,-0.02,
03/29/2009,97.84,97.84,,-83.975,83.975,13.865,0.0,-79.226,13.186,7.508,0.402,58.13,-65.361,3.194,1.92,2.125,-0.205,1.8,0.141,-6.914,-62.167,0.852,-61.174,0.0,0.0,0.0,-61.174,0.0,-61.174,0.0,0.0,-61.174,-25.4045,35.7695,87.865,-0.7,-0.7,-0.289131,87.865,-0.7,-0.7,-0.292904,
06/28/2009,91.169,91.169,,-73.028,73.028,18.141,0.0,-25.141,13.653,7.234,0.372,3.882,-7.0,0.988,2.194,2.211,-0.017,-0.2,0.134,-2.982,-6.012,-0.446,-6.324,0.0,0.0,0.0,-6.324,0.0,-6.324,-0.506,0.0,-6.83,-7.2629,-0.4329,88.005,-0.08,-0.08,-0.082528,88.005,-0.08,-0.08,-0.084919,
09/27/2009,100.129,100.129,,-76.94,76.94,23.189,0.0,-22.325,14.121,7.164,0.385,0.655,0.864,-1.49,,2.178,,0.1,0.104,-0.788,-0.626,-1.51,-2.032,0.0,0.0,0.0,-2.032,0.0,-2.032,-0.844,0.0,-2.876,-2.525,0.351,88.134,-0.03,-0.03,-0.02865,88.134,-0.03,-0.03,-0.02865,
01/03/2010,142.434,142.434,,-101.336,101.336,41.098,0.0,-27.871,16.702,8.408,0.394,2.367,13.227,-1.389,2.212,2.231,-0.019,-1.5,0.189,0.677,11.838,-5.762,6.265,0.0,0.0,0.0,6.265,0.0,6.265,-0.848,0.0,5.417,6.95555,1.53855,88.201,0.06,0.06,0.07886,158.26,0.05,0.05,0.059722,
04/04/2010,152.377,152.377,,-106.649,106.649,45.728,0.0,-24.658,14.974,8.378,0.377,0.929,21.07,-6.877,2.0,2.019,-0.019,-0.2,0.108,4.977,14.193,-9.7,4.601,0.0,0.0,0.0,4.601,0.0,4.601,-0.851,0.0,3.75,8.03155,4.28155,88.3,0.04,0.04,0.090958,95.562,0.04,0.04,0.084804,
07/04/2010,214.549,214.549,,-135.142,135.142,79.407,0.0,-30.072,18.225,8.568,0.356,2.923,49.335,-1.268,1.99,2.016,-0.026,0.6,0.353,-1.322,48.067,-23.258,25.162,0.0,0.0,0.0,25.162,0.0,25.162,-0.855,0.0,24.307,26.20695,1.89995,88.453,0.274801,0.274801,0.296281,142.278,0.170842,0.170842,0.184195,
10/03/2010,314.045,314.045,,-184.936,184.936,129.109,0.0,-28.599,19.28,8.959,0.36,0.0,100.51,-4.153,1.199,1.249,-0.05,4.4,0.441,-1.446,96.357,-33.079,63.719,0.0,0.0,0.0,63.719,0.0,63.719,-0.859,0.0,62.86,62.86,0.0,102.061,0.615906,0.615906,0.615906,144.193,0.435943,0.435943,0.435943,
01/02/2011,366.168,,366.168,-217.29,217.29,148.878,0.0,-55.216,22.152,10.496,0.44,22.128,93.662,-2.027,1.136,1.421,-0.285,,0.317,0.891,91.635,-37.578,54.374,0.0,0.0,0.0,54.374,0.0,54.374,-0.862,0.0,53.512,67.8952,14.3832,104.113,0.51398,0.51398,0.65213,141.793,0.377395,0.377395,0.478833,
04/03/2011,244.543,244.543,,-160.285,160.285,84.258,0.0,-33.058,21.085,11.296,0.442,0.235,51.2,-3.117,0.904,1.387,-0.483,2.5,0.182,-0.287,48.083,-17.451,30.814,0.0,0.0,0.0,30.814,0.0,30.814,-0.866,0.0,29.948,30.10075,0.15275,103.791,0.288541,0.288541,0.290013,140.92,0.212518,0.212518,0.213602,
07/03/2011,260.304,260.304,,-172.926,172.926,87.378,0.0,-34.087,20.895,12.086,0.468,0.638,53.291,-5.418,0.922,1.631,-0.709,2.4,0.413,2.096,47.873,-16.601,31.685,0.0,0.0,0.0,31.685,0.0,31.685,-0.87,0.0,30.815,31.2297,0.4147,103.636,0.297339,0.297339,0.30134,140.283,0.219663,0.219663,0.222619,
10/02/2011,245.031,245.031,,-176.223,176.223,68.808,0.0,-34.913,22.613,11.575,0.489,0.236,33.895,24.284,1.251,1.697,-0.446,-9.0,0.032,-16.535,58.179,-16.774,41.437,0.0,0.0,0.0,41.437,0.0,41.437,-0.874,0.0,40.563,29.74505,-10.81795,103.804,0.390765,0.390765,0.28655,139.788,0.290175,0.290175,0.212787,
01/01/2012,266.833,191.306,75.527,-194.573,194.573,72.26,0.0,-37.657,23.863,13.12,0.438,0.236,34.603,6.905,0.455,0.783,-0.328,-6.3,-0.05,-1.06,41.508,-9.098,32.36,0.0,0.0,0.0,32.36,0.0,32.36,-0.371,0.0,31.989,31.1375,-0.8515,114.549,0.27926,0.27926,0.271827,133.093,0.240351,0.240351,0.233953,
04/01/2012,225.749,225.749,,-170.765,170.765,54.984,0.0,-36.483,24.247,11.741,0.413,0.082,18.501,-8.988,0.037,0.239,-0.202,9.1,-0.303,-0.149,9.513,-4.231,4.979,0.0,0.0,0.0,4.979,0.0,4.979,,0.0,4.979,5.0323,0.0533,121.894,0.03,0.03,0.041284,156.231,0.03,0.03,0.030341,
07/01/2012,321.522,321.522,,-224.021,224.021,97.501,0.0,-37.748,25.392,11.947,0.409,0.0,59.753,12.29,-0.076,0.567,-0.643,-12.2,-0.082,-0.014,72.043,-25.249,46.712,0.0,0.0,0.0,46.712,0.0,46.712,,0.0,46.712,46.712,0.0,121.901,0.383196,0.383196,0.383196,155.828,0.299766,0.299766,0.299766,
09/30/2012,283.649,283.649,,-201.702,201.702,81.947,0.0,-38.835,27.346,10.885,0.404,0.2,43.112,-6.761,0.157,0.496,-0.339,6.3,0.122,0.304,36.351,-15.35,21.123,0.0,0.0,0.0,21.123,0.0,21.123,,0.0,21.123,21.253,0.13,121.253,0.174206,0.174206,0.175278,156.696,0.134802,0.134802,0.135632,
12/30/2012,191.658,191.658,,-165.965,165.965,25.693,0.0,-39.121,27.198,11.515,0.408,0.0,-13.428,-7.146,0.173,0.449,-0.276,,0.009,6.973,-20.574,3.413,-17.152,0.0,0.0,0.0,-17.152,0.0,-17.152,,0.0,-17.152,-15.852,1.3,120.305,-0.14,-0.14,-0.131765,120.305,-0.14,-0.14,-0.131765,
03/31/2013,204.607,204.607,,-166.519,166.519,38.088,0.0,-42.049,25.759,11.608,0.415,4.267,-3.961,0.694,0.482,0.882,-0.4,-1.2,-0.141,0.024,-3.267,-3.753,-7.161,0.0,0.0,0.0,-7.161,0.0,-7.161,,0.0,-7.161,-4.38745,2.77355,122.076053,-0.06,-0.06,-0.03594,122.076053,-0.06,-0.06,-0.03728,
06/30/2013,224.5,,,,,49.091415,,,,,,,7.5,,,,,,,,11.333,,6.876,,,,,,6.876,,,6.876,6.827,,,0.048,0.048,0.056,,0.048,0.048,0.056,
09/30/2013,244.167,,,,,57.21565311,,,,,,,15.65,,,,,,,,19.233,,11.017,,,,,,11.017,,,11.017,12.24,,,0.073,0.073,0.095,,0.073,0.073,0.095,
