Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
03/31/1994,,,,,,,,6.242766,,,
06/30/1994,,,,,,,,6.663033,,,
09/30/1994,,,,,,,,6.248496,,,
12/31/1994,15.734649,,,,7.680182,11.833842,7.680182,6.657387,16.707881,,
03/31/1995,15.331197,,,,7.104878,11.410603,7.104878,6.805138,14.404171,,
06/30/1995,14.351852,,,,6.436888,10.679552,6.436888,4.355243,13.918361,,
09/30/1995,14.940239,,,,6.557035,11.238651,6.557035,4.687379,14.225263,,
12/31/1995,14.258555,,,,7.410552,10.877445,7.410552,4.750572,14.047645,,
03/31/1996,13.718412,,,,7.394503,10.745301,7.394503,4.706323,14.179318,,
06/30/1996,14.392605,,,,7.85068,11.410291,7.85068,5.062215,14.478472,,
09/30/1996,14.013841,,,,7.619022,11.087014,7.619022,4.944778,14.38354,,
12/31/1996,18.617021,16.712867,16.712867,16.712867,9.685477,14.239253,9.685477,5.045194,18.274744,23.133629,
03/31/1997,26.372975,18.332054,22.124653,16.275149,12.632887,20.065886,12.632887,6.581244,23.129273,28.649005,
06/30/1997,30.24109,20.726053,22.829204,19.030797,11.550782,19.65925,11.550782,7.289078,20.926912,,
09/30/1997,42.876073,,,,11.328926,20.467155,11.328926,8.753135,25.873805,,
12/31/1997,42.305093,,,,11.170329,21.108921,11.170329,3.276252,23.904184,,
03/31/1998,28.122982,,,,8.802174,15.822616,8.802174,3.042929,21.247825,,
06/30/1998,19.331466,,,,7.309444,13.025815,7.309444,2.237501,19.420062,,
09/30/1998,12.764933,,,,5.627357,10.051275,5.627357,1.857317,16.494401,,
12/31/1998,11.627907,,,,5.054401,9.029907,5.054401,1.900154,14.214322,,
03/31/1999,11.651469,,,,4.767856,8.687771,4.767856,1.950044,16.192587,,
06/30/1999,11.970339,,,,4.678293,8.49566,4.678293,1.965686,15.256143,,
09/30/1999,10.655738,,,,4.071311,7.335646,4.071311,1.803079,12.591226,,
12/31/1999,10.350318,,,,3.924858,7.13915,3.924858,1.779522,15.884207,,
03/31/2000,10.371517,,,,3.875086,6.989537,3.875086,1.766014,14.372452,,
06/30/2000,10.498489,,,,3.834791,6.873464,3.834791,1.886875,15.505181,,
09/30/2000,10.983728,,,,3.923018,6.995554,3.923018,2.013089,16.629198,,
12/31/2000,11.009339,,,,3.885686,6.771425,3.885686,2.082115,13.422507,,
03/31/2001,10.295977,,,,3.46965,6.147354,3.46965,1.938702,10.850053,,
06/30/2001,11.218391,,,,3.554407,6.401514,3.554407,2.08432,10.102644,,
09/30/2001,10.858862,,,,3.48597,6.310091,3.48597,2.079406,9.530602,,
12/31/2001,11.075612,16.813193,16.813193,16.813193,3.660668,6.573849,3.660668,1.960534,9.693325,22.970258,
03/31/2002,10.996016,17.273665,18.146932,14.973969,3.663414,6.445196,3.663414,2.020815,10.414243,20.457502,
06/30/2002,10.829817,15.134058,15.970877,14.587413,3.726369,6.417036,3.726369,2.118549,10.42579,20.663984,
09/30/2002,9.326241,13.387302,14.85665,11.909465,3.083522,5.36925,3.083522,1.776854,8.577547,16.270763,
12/31/2002,9.185185,11.071241,11.837012,9.22479,2.75801,4.867961,2.75801,1.710949,7.959332,12.602948,
03/31/2003,8.731707,8.668413,9.509965,8.125571,2.663975,4.783939,2.663975,1.622,7.373146,11.101191,
06/30/2003,10.556901,9.190219,10.220516,8.250405,3.243519,5.926704,3.243519,1.960887,9.257116,13.700525,
09/30/2003,11.548077,10.632454,12.067526,10.039667,3.571306,6.542651,3.571306,2.140655,9.243064,16.486706,
12/31/2003,12.414966,13.902922,60.262669,12.178052,4.027778,7.428063,4.027778,2.290427,11.61375,82.331122,
03/31/2004,14.163934,64.82013,198.150779,58.512575,4.491065,8.273972,4.491065,2.453413,12.411215,270.71446,
06/30/2004,13.128736,177.294351,288.929686,157.557391,4.274188,7.781065,4.274188,2.265272,12.137277,394.736999,
09/30/2004,13.959911,307.766694,330.364358,288.676727,4.677642,8.477319,4.677642,2.448588,13.066199,,
12/31/2004,13.522202,25.139083,25.139083,25.139083,4.988088,8.915223,4.988088,2.825082,13.961558,34.345125,
03/31/2005,10.72291,23.485316,25.096155,19.799716,4.172889,7.896647,4.172889,2.491951,13.228699,27.050458,
06/30/2005,11.911111,22.331257,45.761446,19.845449,4.494893,9.03759,4.494893,2.800773,14.827105,62.519487,
09/30/2005,13.926045,48.571078,50.451425,46.376152,4.561827,10.026661,4.561827,2.688655,16.524371,,
12/31/2005,15.868821,,,,4.422736,10.647158,4.422736,2.660222,14.770525,,
03/31/2006,20.041754,,,,5.060089,12.200283,5.060089,3.03129,16.118126,,
06/30/2006,15.887622,,,,5.102823,11.390665,5.102823,3.089928,13.578797,,
09/30/2006,,,,,5.630178,,5.630178,,,,
12/31/2006,,,,,6.324452,,6.324452,3.449355,,,
03/31/2007,,,,,6.62742,,6.62742,3.364718,,,
06/30/2007,,,,,6.400659,,6.400659,3.100237,,,
09/30/2007,18.044554,,,,6.594652,13.577697,6.594652,3.094189,23.564174,,
12/31/2007,14.90678,,,,5.537635,10.411805,5.537635,2.931216,19.175764,,
03/31/2008,11.618598,,,,5.224669,9.857949,5.224669,2.382404,15.762297,,
06/30/2008,12.846715,,,,5.203279,9.921841,5.203279,2.451198,17.211184,,
09/30/2008,14.100775,,,,5.364966,10.376299,5.364966,2.571719,18.001842,,
12/31/2008,5.893555,,,,3.520571,5.460663,3.520571,1.88261,6.503067,,
03/31/2009,3.866666,,,,1.943192,3.109122,1.943192,0.988085,3.772096,,
06/30/2009,5.686193,855.633463,855.633463,855.633463,2.695947,4.315576,2.695947,1.364364,5.070148,1168.970174,
09/30/2009,7.843337,1042.213279,1322.20298,768.416994,3.954518,6.25987,3.954518,2.015171,7.742531,,
12/31/2009,20.591133,,,,4.419554,9.362434,4.419554,2.338794,18.941815,,
03/31/2010,20.73777,57.784173,57.784173,57.784173,4.935133,10.115609,4.935133,2.552977,17.969512,78.944989,
06/30/2010,17.265795,59.42896,65.921284,30.509702,4.798326,9.723401,4.798326,2.458921,16.794854,41.682488,
09/30/2010,19.937063,34.210069,37.038234,29.066817,5.616851,11.384345,5.616851,2.971689,22.042745,42.428179,
12/31/2010,12.702744,30.929075,42.374461,28.684504,5.506648,11.791343,5.506648,2.766237,20.620862,57.892173,
03/31/2011,11.937244,44.510254,59.971188,42.242247,5.715829,12.796003,5.715829,2.748815,24.856399,81.932899,
06/30/2011,12.440587,63.785576,67.428177,59.998603,6.079049,13.776016,6.079049,2.982057,41.905761,,
09/30/2011,10.320885,39.2758,39.2758,39.2758,4.879515,11.127304,4.879515,2.402664,18.48122,53.65877,
12/31/2011,11.971963,39.872266,44.091849,33.829763,5.057744,10.401356,5.057744,2.449818,20.165816,46.21837,
03/31/2012,15.035714,36.045654,37.857116,30.574596,5.66771,11.426536,5.66771,2.685698,19.126531,41.771147,
06/30/2012,16.088123,30.217492,33.023327,28.806208,5.701187,11.599271,5.701187,2.845405,20.364503,45.116613,
09/30/2012,14.709619,32.953521,54.421338,31.415022,5.483258,11.400501,5.483258,2.663516,23.243043,74.35067,
12/31/2012,18.409195,52.460803,55.280799,49.170569,5.436602,12.672918,5.436602,2.665234,18.03982,,
03/31/2013,23.168975,,,,5.587929,12.531715,5.587929,2.687825,16.714049,,
06/30/2013,20.869018,,,,5.557715,12.518019,5.557715,2.644156,14.624779,,
09/30/2013,22.416,177.479739,177.479739,177.479739,5.716857,12.387167,5.716857,2.736021,14.214455,242.473595,
12/31/2013,26.038123,185.549904,192.364728,102.772302,6.128521,12.190885,6.128521,3.030063,15.945621,140.407968,
03/31/2014,27.076923,109.243944,114.925801,102.598681,7.224765,14.563178,7.224765,3.48969,19.72427,,
06/30/2014,30.149718,4465.620344,4465.620344,4465.620344,8.138423,16.052966,8.138423,3.868844,20.109196,6100.95002,
09/30/2014,28.0,4411.32087,4543.861795,4174.411522,7.920823,15.611225,7.920823,3.581656,17.350272,,
12/31/2014,24.3706,160.15588,160.15588,160.15588,9.547754,18.181965,9.547754,4.044371,19.448729,218.805663,
03/31/2015,23.931624,166.827936,172.381636,156.923623,8.921611,17.327797,8.921611,4.209829,20.601145,,
06/30/2015,18.116412,,,,7.438211,14.454913,7.438211,3.401422,20.435229,,
09/30/2015,16.932584,,,,6.951007,13.65821,6.951007,3.153997,22.666492,,
12/31/2015,18.20765,,,,7.524389,15.094189,7.524389,3.477475,28.016365,,
03/31/2016,17.487037,,,,7.096493,16.267037,7.096493,3.396674,23.770738,,
06/30/2016,20.432653,,,,7.511874,17.233631,7.511874,3.555514,23.417075,,
09/30/2016,20.911157,,,,7.994254,18.02542,7.994254,3.624312,23.844588,,
12/31/2016,13.625326,,,,8.751985,19.145821,8.751985,3.36773,19.805251,,
03/31/2017,13.078227,,,,8.829339,16.299461,8.829339,3.272599,18.497605,,
06/30/2017,12.023047,138.452868,138.452868,138.452868,8.721839,15.794232,8.721839,3.026452,17.881352,171.32031,
09/30/2017,10.767507,137.77501,146.981514,51.141661,7.057413,13.109497,7.057413,4.131766,13.415767,51.141661,
12/31/2017,20.848,51.248065,73.224842,48.148198,7.109644,13.585714,7.109644,4.310617,17.22634,73.224842,
03/31/2018,20.965732,65.325077,86.417027,61.020701,6.044914,12.012936,6.044914,3.689606,15.49831,86.417027,
06/30/2018,25.666667,89.218268,121.381324,83.476536,6.551172,13.46948,6.551172,4.147525,17.869943,121.381324,
09/30/2018,22.054381,121.715034,127.062864,115.04296,6.435237,13.342088,6.435237,3.984045,20.211113,,
12/31/2018,17.182825,,,,5.453237,11.61268,5.453237,3.306974,14.701613,,
03/31/2019,15.432494,,,,5.938386,12.682578,5.938386,3.621147,21.347398,,
06/30/2019,15.225653,,,,5.861723,14.242407,5.861723,2.049009,14.291716,,
09/30/2019,13.489407,,,,6.047622,15.135337,6.047622,1.965039,17.02928,,
12/31/2019,12.666667,,,,6.592153,16.863675,6.592153,2.174447,19.154005,,
03/31/2020,7.820734,,,,3.767634,10.011004,3.767634,1.163894,10.634603,,
06/30/2020,7.910973,,,,4.255783,9.395616,4.255783,1.303043,11.448142,,
09/19/2020,7.33747383575755,,,,3.94726363283699,8.71448883927242,3.94726363283699,1.20857991779744,10.6182190554481,,
