Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2014,112.5,64.7,-12.3,9.9,45.7,-2.8,,5.0,43.5,4.5,0.0,0.2,4.3,0.0,-723.8,-23.0,0.0,-23.0,-263.0,299.8,0.9,298.9,0.0,-562.8,-203.0,-359.8,0.0,-743.9,-646.4,-100.0,2.5,0.0,0.0,0.0,0.0,306.1,1105.4,-49.5,276.5,,,,,1.5,1.6,-0.1,876.9,0.0,0.0,494.1,14.1,31.0,
03/31/2015,-4.1,59.2,24.9,9.8,3.7,-0.7,,6.3,-1.9,-101.7,,-14.8,-86.9,0.0,-872.3,-15.3,,-15.3,-614.1,193.0,1.5,191.5,0.0,-807.1,-70.9,-597.7,-138.5,-246.7,-367.5,100.0,20.8,0.0,0.0,0.0,0.0,3.8,419.5,-49.5,-548.1,-548.1,0.0,0.0,0.0,5.4,8.1,-2.7,1011.7,0.0,0.0,-456.9,4.9,32.1,
06/30/2015,129.3,61.7,6.6,7.7,21.9,-3.7,,5.2,20.4,31.4,,-5.0,36.4,0.0,-793.7,-10.5,,-10.5,-153.1,217.4,5.9,211.5,0.0,-370.5,-21.5,-348.1,-0.9,-632.6,-628.8,0.0,-3.8,0.0,0.0,0.0,0.0,2.5,665.9,-50.5,420.5,,,,,11.0,11.2,-0.2,284.9,0.0,,1.5,47.7,33.9,
09/30/2015,74.0,68.4,15.7,6.2,13.3,0.2,,5.6,7.5,-29.6,,22.1,-51.7,0.0,-318.7,-20.6,0.0,-20.6,-196.1,426.9,5.0,421.9,0.0,-623.0,,,,-111.8,-116.2,0.0,4.4,0.0,0.0,0.0,0.0,9.8,231.3,-50.6,-565.3,,,,,2.3,2.5,-0.2,844.9,0.0,0.0,-13.4,33.1,34.9,
12/31/2015,129.1,70.8,16.0,9.7,18.4,-3.0,,5.4,16.0,14.2,1.6,2.9,9.7,,-1362.5,-33.9,0.0,-33.9,-583.2,326.0,13.2,302.4,10.4,-909.2,-248.1,-660.0,-1.1,-743.6,-744.0,0.0,0.4,-10.3,0.0,-10.3,0.0,8.5,1403.8,-50.6,1311.1,,,,,5.6,5.7,-0.1,137.7,0.0,0.0,170.4,22.1,35.3,
03/31/2016,116.1,62.9,24.2,10.5,3.9,-1.0,,4.9,0.0,14.6,,3.9,10.7,0.0,-323.3,-3.5,0.0,-3.5,-216.5,344.5,22.0,317.0,5.5,-561.0,-90.0,-471.0,0.0,-105.1,-105.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,45.6,-50.7,-589.4,-589.3,0.0,0.0,-0.1,-2.4,0.5,-2.9,688.1,0.0,0.0,-161.6,2.4,37.4,
06/30/2016,28.0,68.5,5.8,10.0,22.8,-0.9,,5.5,18.2,-79.1,,-29.0,-50.1,0.0,-566.7,-14.5,,-14.5,-26.1,371.5,,,,-397.6,-93.5,-292.1,-12.0,-530.9,-503.1,0.0,-27.8,0.0,0.0,0.0,0.0,4.8,692.8,-51.7,846.6,,,,,4.3,4.6,-0.3,-106.4,0.0,,154.1,65.6,38.5,
09/30/2016,142.3,73.7,15.0,8.4,12.9,-1.9,,5.0,9.8,32.3,,16.8,15.5,0.0,-613.6,-11.2,,-11.2,-268.9,297.7,31.0,266.7,0.0,-566.6,,,,-336.6,-336.6,0.0,0.0,0.0,0.0,0.0,0.0,3.1,483.8,-51.7,-126.2,,,,,5.3,5.3,0.0,656.4,0.0,,12.5,18.1,38.4,
12/31/2016,49.2,75.9,15.5,7.7,20.7,3.4,,5.3,12.0,-70.6,0.0,9.8,-80.4,0.0,-249.8,-13.2,,-13.2,191.5,674.8,,,,-483.3,,,,-377.6,-315.4,0.0,-62.2,-59.8,0.0,-59.8,0.0,9.3,94.4,-53.4,-378.9,,,,,321.4,321.6,-0.2,205.3,0.0,,-106.2,27.2,38.9,
03/31/2017,176.6,70.8,15.6,4.4,31.7,14.8,,8.1,8.8,54.1,-1.0,23.1,32.0,0.0,373.5,-8.6,0.0,-8.6,325.3,675.4,24.9,650.2,0.3,-350.1,-345.0,-1.0,-4.1,55.6,48.6,0.0,7.0,0.0,0.0,0.0,0.0,1.2,-391.2,-56.2,-998.2,,,,,18.3,21.2,-2.9,644.9,0.0,,158.9,5.8,40.7,
06/30/2017,33.5,69.3,18.0,7.1,13.7,-0.8,,5.8,8.7,-74.6,0.0,-8.7,-65.9,0.0,-419.1,-8.2,0.0,-8.2,-280.8,200.6,37.7,153.3,9.6,-481.4,-428.7,-51.2,-1.5,-310.1,-310.6,0.0,0.5,174.0,174.0,0.0,0.0,6.0,284.8,-61.8,887.0,,,,,3.3,3.6,-0.3,-543.4,-0.3,,-100.8,20.5,45.6,
09/30/2017,190.5,90.8,17.8,7.0,13.3,-1.1,,5.6,8.8,61.6,-0.5,12.6,49.5,0.0,-170.8,-10.4,0.0,-10.4,44.1,688.4,,,,-644.3,,,,-62.5,-63.4,0.0,0.9,-145.1,-145.1,0.0,0.0,3.1,24.7,-61.8,-649.3,,,,,3.2,3.3,-0.1,732.6,0.0,,44.4,73.8,52.1,
12/31/2017,202.4,106.2,17.7,7.5,49.5,6.9,,6.7,35.9,21.5,0.1,-1.1,22.5,0.0,-477.1,-1.8,0.0,-1.8,-277.0,451.7,28.8,395.8,27.1,-728.7,-344.5,-365.7,-18.5,-200.7,-213.3,0.0,12.6,0.0,-28.9,28.9,0.0,2.4,440.7,-62.2,-39.0,,,,,33.6,33.7,-0.1,509.0,-0.7,0.0,166.0,12.8,57.5,
03/31/2018,154.4,107.9,14.2,5.4,16.7,-0.4,,7.3,9.8,10.2,,6.5,3.7,0.0,277.3,-12.9,0.0,-12.9,-179.3,144.1,30.3,106.3,7.5,-323.4,-133.7,-189.3,-0.4,467.3,465.1,0.0,2.2,0.0,0.0,0.0,0.0,2.2,-441.8,-62.3,-225.9,,,,,8.9,11.1,-2.2,-162.5,0.0,0.0,-10.1,6.1,62.2,
06/30/2018,119.8,110.2,13.8,6.5,15.0,-0.2,,7.3,7.9,-25.7,,-6.5,-19.2,0.0,-557.0,-19.9,0.0,-19.9,-162.7,169.3,,,,-332.0,-79.4,-223.1,-29.5,-341.7,-342.4,0.0,0.7,-35.8,0.0,-35.8,0.0,3.1,280.5,-63.4,763.2,,,,,6.6,6.7,-0.1,-425.6,-0.3,0.0,-156.7,19.4,71.2,
09/30/2018,185.6,117.0,13.7,8.2,14.8,-0.5,,6.4,8.9,31.9,,2.3,29.6,0.0,195.6,-15.8,0.0,-15.8,-101.8,184.9,52.7,124.9,7.3,-286.7,,,,309.6,300.6,0.0,9.0,0.0,-35.8,35.8,0.0,3.6,-559.0,-63.6,-1246.7,,,,,9.3,9.4,-0.1,742.0,0.0,0.0,-177.8,15.7,81.2,
12/31/2018,129.5,132.9,16.4,9.9,28.6,7.9,,7.6,13.1,-58.3,-0.2,-4.0,-54.1,0.0,83.7,-39.3,0.0,-39.3,285.4,485.8,43.2,432.7,9.9,-200.4,-97.8,-101.7,-0.9,-205.6,-178.5,0.0,-27.1,42.0,35.8,6.2,0.0,1.2,180.8,-68.6,-293.0,,,,,0.6,0.7,-0.1,542.7,-0.9,0.0,394.0,4.4,97.7,
03/31/2019,-21.5,114.6,16.2,5.6,16.8,-0.6,,7.6,9.8,-174.7,,11.9,-186.6,0.0,-240.2,-4.3,0.0,-4.3,93.7,352.2,33.0,276.4,42.8,-258.5,-59.1,-184.4,-15.0,-275.7,-274.7,0.0,-1.0,-60.0,0.0,-60.0,0.0,6.1,-55.8,-68.7,-734.2,,,,,5.2,6.9,-1.7,741.9,0.0,0.0,-317.5,9.1,107.0,
06/30/2019,-34.7,133.2,17.7,7.6,15.0,-0.4,,6.8,8.6,-208.2,,-9.3,-198.9,0.0,-20.7,-25.8,0.0,-25.8,289.5,349.6,65.8,265.7,18.1,-60.1,-59.9,0.0,-0.2,-397.9,-391.0,0.0,-6.9,108.7,0.0,108.7,0.0,4.8,221.6,-73.3,-154.3,,,,,2.4,2.5,-0.1,447.7,-0.9,0.0,166.2,54.3,123.5,
09/30/2019,62.5,135.1,17.8,7.8,18.9,-0.6,,8.6,10.9,-117.1,,-6.8,-110.3,0.0,-315.6,-24.2,0.0,-24.2,-56.7,108.3,,,,-165.0,-34.5,-120.7,-9.8,-235.4,-216.2,0.0,-19.2,0.0,48.7,-48.7,0.0,0.7,265.4,-73.4,1229.2,,,,,3.4,3.5,-0.1,-893.8,0.0,0.0,12.3,23.1,126.1,
12/31/2019,234.5,137.5,22.5,7.3,30.8,-0.9,,7.6,24.1,36.4,,5.8,30.6,0.0,266.0,-13.4,0.0,-13.4,-314.5,312.8,,,,-627.3,-104.4,-522.7,-0.2,118.7,111.6,0.0,7.1,470.7,-48.7,519.4,0.0,4.5,-492.5,-73.5,-14.2,,,,,8.6,11.2,-2.6,-413.4,0.0,0.0,8.0,21.2,116.8,
03/31/2020,215.8,130.4,21.9,33.5,9.0,-16.2,,8.3,16.9,21.0,,491.9,-470.9,0.0,-1286.7,-11.6,0.0,-11.6,-672.8,303.5,94.8,208.7,0.0,-976.3,-87.3,-822.8,-66.2,-605.6,-624.9,0.0,19.3,0.0,0.0,0.0,0.0,3.3,1521.8,-80.8,756.1,,,,,-305.1,0.7,-305.8,1151.6,0.0,0.0,450.9,13.2,105.4,
06/30/2020,100.4,89.9,20.8,80.8,15.6,-1.0,,7.8,8.8,-106.7,,8.7,-115.4,0.0,-858.2,-5.6,0.0,-5.6,319.0,378.0,51.2,259.9,66.9,-59.0,,,,-1177.5,-1176.4,0.0,-1.1,0.0,0.0,0.0,0.0,5.9,985.2,-79.0,-4129.0,,,,,0.0,0.0,0.0,5193.2,0.0,0.0,227.4,10.9,54.6,
