Date,P/E,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
11/30/1982,,,,,,,,,,,,,24.625,,
02/28/1983,,,,,,,,,,,,,21.75,,
05/31/1983,,,,,,,,,,,,,28.75,,
08/31/1983,,,,,,,,,,,,,21.875,,
11/30/1983,,,,,,,,,,,,,18.375,,
02/29/1984,,,,,,,,,,,,,14.75,,
05/31/1984,,,,,,,,,,,,,13.5,,
08/31/1984,,,,,,,,,,,,,14.5,,
11/30/1984,,,,,,,,,,,,,15.875,,
02/28/1985,,,,,,,,,,,,,15.375,,
05/31/1985,,,,,,,,,,,,,13.5,,
08/31/1985,,,,,,,,,,,,,14.75,,
11/30/1985,,,,,,,,,,,,,14.375,,
02/28/1986,,,,,,,,,,,,,19.625,,
05/31/1986,,,,,,,,,,,,,16.375,,
08/31/1986,,,,,,,,,,,,,14.0,,
11/30/1986,,,,,,,,,,,,,14.5,,
02/28/1987,,,,,,,,,,,,,17.875,,
05/31/1987,,,,,,,,,,,,,14.5,,
08/31/1987,,,,,,,,,,,,,17.5,,
11/30/1987,,,,,,,,,,,,,13.0,,
02/29/1988,,,,,,,,,,,,,14.75,,
05/31/1988,,,,,,,,,,,,,14.75,,
08/31/1988,,,,,,,,,,,,,13.875,,
11/30/1988,,,,,,,,,,,,,14.125,,
02/28/1989,,,,,,,,,,,,,16.875,,
05/31/1989,,,,,,,,,,,,,18.75,,
08/31/1989,,,,,,,97.15,97.15,97.15,,,,18.0,97.15,
11/30/1989,,,,,,,65.776028,98.552125,50.879875,,,,14.625,59.728626,
02/28/1990,,,,,,,56.701895,68.141376,47.109501,,,,13.75,51.76575,
05/31/1990,,,,,,,58.657045,69.993375,49.737122,0.135926,5.31266,7.24081,14.125,49.737122,
08/31/1990,,,,,,,52.257697,67.964747,38.520122,0.118095,4.794997,6.634045,13.375,43.917378,
11/30/1990,,,,,,,44.736806,52.330128,35.504628,0.127387,5.834631,8.636989,14.0,46.467002,
02/28/1991,,,,,,,67.809512,91.335002,45.064877,0.200191,15.94278,39.648131,16.125,69.622123,
05/31/1991,,,,,,,77.05605,90.653998,64.013623,0.243927,27.528599,306.084158,17.0,79.887996,
08/31/1991,,,,,,,60.242867,85.496496,44.834871,0.185047,25.107104,,14.875,57.871877,
11/30/1991,,,,,,,57.249827,69.088877,50.861252,0.177134,24.660795,,14.875,53.735874,
02/29/1992,,,,,,,65.660712,143.892,49.529499,0.451752,31.410609,75.178686,17.0,143.892,
05/31/1992,,,,,,,143.448395,163.52175,122.860125,0.470141,27.451481,50.590528,15.75,159.41075,
08/31/1992,,,,,,,151.037577,167.8235,142.58525,0.418263,22.031934,35.487206,15.625,154.972625,
11/30/1992,,,,,,,166.494633,185.405125,152.168375,0.439297,18.592572,25.307825,18.125,185.405125,
02/28/1993,,,,,,,217.437078,238.685875,181.19875,0.515428,18.897367,24.005541,21.625,236.670625,
05/31/1993,,,,,,,214.728571,252.094,186.831875,0.379959,14.176484,17.803686,17.875,186.831875,
08/31/1993,,,,,,,185.233204,202.25525,168.60425,0.337101,12.095716,14.895544,17.25,172.65425,
11/30/1993,,,,,,,172.835494,179.664875,165.643625,0.328866,10.39166,12.426567,17.75,174.25775,
02/28/1994,,,,,,,199.828948,228.940625,168.64925,0.400081,11.969917,14.138648,20.75,220.13875,
05/31/1994,,,,,,,208.449492,255.191875,181.97375,0.311834,8.183695,9.409099,17.75,180.90875,
08/31/1994,,,,,,,192.33418,207.967617,180.571625,0.347015,8.664956,9.905578,20.125,207.967617,
11/30/1994,,,,,,,207.386815,230.281616,188.442868,0.309129,8.055724,9.269199,18.5,191.186502,
02/28/1995,,,,,,,184.842785,198.122128,162.720253,0.255548,6.73993,7.781912,18.25,163.139999,
05/31/1995,,,,,,,160.400374,169.655878,152.019999,0.253893,7.000258,8.198592,18.25,163.029,
08/31/1995,,,,,,28.784473,157.295183,167.198998,144.958998,0.219835,5.884488,6.853911,17.625,143.034257,
11/30/1995,,,,,,8.953031,150.828659,159.375999,141.284507,0.213883,5.194395,5.956785,18.75,140.872001,
02/29/1996,,,,,,11.141607,163.847998,195.999002,137.284757,0.300532,6.965906,7.957531,23.5,194.30699,
05/31/1996,,,,,,11.807887,202.95612,218.457487,186.685502,0.338193,7.039749,7.928629,25.875,218.457499,
08/31/1996,,,,,,17.342613,212.86146,226.386487,186.061489,0.273514,5.250327,5.86314,25.375,178.778872,
11/30/1996,,,,,,14.375449,200.645084,212.491488,172.814374,0.257241,4.860702,5.440164,25.875,166.061007,
02/28/1997,,,,,,15.542053,159.05547,183.099374,141.001007,0.245959,4.803581,5.427753,24.125,153.719388,
05/31/1997,,,,,,16.098633,142.604204,162.810006,124.310387,0.207975,4.264303,4.874747,24.625,127.528247,
08/31/1997,,,,,,15.473057,139.686423,177.066508,128.451133,0.268065,5.697974,6.565705,28.9375,161.719882,
11/30/1997,,,,,,20.200478,162.106069,175.614758,139.367256,0.224337,4.840479,5.596641,27.125,134.420111,
02/28/1998,,,,,,14.648213,144.268492,177.030428,120.270611,0.28899,6.256819,7.221016,31.9375,177.030428,
05/31/1998,,,,,,11.372254,166.879542,181.746928,145.953117,0.234126,4.701341,5.35215,29.125,145.953117,
08/31/1998,,,,,,10.126674,166.708693,198.424177,133.176236,0.202284,3.934062,4.446986,28.25,128.006497,
11/30/1998,,,,,,12.003517,134.079543,167.897122,93.318997,0.240783,4.378485,4.890151,32.5,156.255004,
02/28/1999,,,,,,14.664941,148.490852,165.536254,124.755004,0.197573,3.376747,3.741759,29.25,130.984,
05/31/1999,,,,,,19.060233,131.20918,150.6715,109.609,0.222093,3.673596,4.061439,31.1875,147.645499,
08/31/1999,,,,,,25.225227,133.279457,149.895499,113.332999,0.209507,3.649148,4.069209,27.75,137.759001,
11/30/1999,,,,,,20.886535,118.292311,142.259001,92.759001,0.159357,3.031907,3.437384,24.8125,101.756871,
02/29/2000,,,,,,16.655684,87.093675,106.669999,57.961247,0.123665,2.644481,3.074405,21.5,75.492005,
05/31/2000,,,,,,17.295505,67.361591,87.027996,46.004247,,,,20.625,,
08/31/2000,,,,,,15.927915,53.363471,53.363471,53.363471,0.094592,2.711378,3.440064,22.125,51.827999,
11/30/2000,,,,,,14.239176,41.709134,56.057658,28.084369,0.051899,1.657235,2.222833,20.3125,26.540625,
02/28/2001,,,,,,18.371324,37.335262,62.937847,16.427119,0.129782,4.603054,6.512102,24.45,62.93295,
05/31/2001,,,,,,20.097903,54.084613,81.482399,35.83427,0.13472,4.44236,6.158099,24.3,62.486229,
08/31/2001,,,,,,31.720897,74.609925,94.875194,58.62521,0.19997,5.978527,8.021741,28.0,90.766,
11/30/2001,,,,,,52.720894,81.858463,105.959674,48.815602,0.231748,6.178532,7.97744,30.4,104.5284,
02/28/2002,,,,,,22.439713,102.689851,120.058202,81.458682,0.205735,4.733692,5.869684,29.35,93.873849,
05/31/2002,,,,,,38.553595,127.351193,163.946247,94.215375,,,,34.6,,
08/31/2002,,,,,,52.641482,111.735408,111.735408,111.735408,0.251083,6.177323,7.868811,30.75,111.72925,
