Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2002,1305.990967,90.698002,55.276001,35.422001,24.344,,,59.502998,13.043,40.203999,6.256,,10.332,,,,,184.876999,148.328003,455.462006,-307.134003,0.0,,972.786011,940.572021,940.572021,0.0,32.213989,1121.114014,,16.573,16.573,,,,150.128998,,,,,,119.781004,,,,119.781004,286.483002,0.073,,,,,4.472,,,4.472,4.545,291.028002,0.0,1183.807983,,,0.0,,-168.845001,1014.962982,0.0,1014.962982,1305.990984,
09/27/2002,1346.911987,53.358002,53.358002,0.0,94.425003,,,55.643002,9.377,32.639,13.627,,23.969999,,,,,227.395996,143.772995,449.481995,-305.709015,0.0,,975.742981,940.685974,905.218994,35.46698,35.057007,1119.515976,,45.349998,45.349998,,,,0.129,,,,,,102.148001,,,,102.148001,147.626999,180.039001,,,,,4.27,,,4.27,184.309001,331.936,0.0,1185.253052,,,0.0,,-170.276993,1014.976059,0.0,1014.976059,1346.912059,
03/31/2003,1421.053,84.327,84.327,,122.127,122.127,,56.821,10.902,42.474,3.445,,18.322,,,,,281.597,143.306,361.345,-218.039,,,996.15,939.883,939.883,0.0,56.267,1139.456,,69.332,69.332,,,,0.099,,,,,,58.961,,,,58.961,128.392,275.0,,,,,4.32,,,4.32,279.32,407.712,,1188.698,,,,-175.357,0.0,1013.341,,1013.341,1421.053,
06/27/2003,1410.623,65.223,65.223,0.0,135.941,135.941,,62.549,9.835,36.819,15.895,0.0,11.899,,,,,275.612,139.411,363.593,-224.182,0.0,,995.6,936.731,936.731,0.0,58.869,1135.011,,76.473,76.473,,,,0.064,0.064,0.0,0.0,,,45.051,,,,45.051,121.588,275.0,275.0,0.0,0.0,,4.158,,,4.158,279.158,400.746,0.0,1191.42,,,0.0,-181.543,0.0,1009.877,0.0,1009.877,1410.623,
09/30/2003,1090.667969,165.493997,161.505997,3.988,144.266998,144.267,,58.167999,8.475,35.797001,13.896,0.0,18.166,,,,,386.095001,121.556,354.035004,-232.479004,0.0,,583.017029,527.695007,505.514008,22.180999,55.322022,704.573029,,50.368999,50.368999,,,,41.681,,,,,,44.765995,,,,44.765995,136.815994,275.0,,,,,5.677,,,5.677,280.677,417.492994,0.0,1295.416016,,,0.0,-621.609009,-0.632019,673.174988,0.0,673.174988,1090.667982,
01/02/2004,1115.722,176.251,176.251,0.0,150.842,150.842,,61.844,8.493,39.572,13.779,,17.899,,,,,406.836,126.669,365.991,-239.322,0.0,,582.217,526.635,505.034,21.601,55.582,708.886,,64.393,64.393,,,,39.005,,,,,,52.203,,,,52.203,155.601,275.0,,,,,5.891,,,5.891,280.891,436.492,0.0,1297.299,,,0.0,-617.437,-0.632,679.23,0.0,679.23,1115.722,
04/02/2004,1118.195,191.773,191.773,0.0,142.708,142.708,,72.334,11.903,52.627,7.804,0.0,17.18,,,,,423.995,126.939,372.613,-245.674,0.0,,567.261,526.056,505.034,21.022,41.205,694.2,,70.032,70.032,,,,45.054,,,,,,47.709,,,,47.709,162.795,275.0,,,,,5.756,,,5.756,280.756,443.551,0.0,1302.134,,,0.0,-626.858,-0.632,674.644,0.0,674.644,1118.195,
07/02/2004,1161.669,196.187,188.187,8.0,156.53,156.53,,86.965,15.425,64.253,7.287,0.0,16.153,,,,,455.835,136.708,397.694,-260.986,0.0,,569.126,524.973,504.532,20.441,44.153,705.834,,88.521,88.521,,,,50.0,,,,,,53.697,,,,53.697,192.218,230.0,,,,,5.961,,,5.961,235.961,428.179,0.0,1347.951,,,0.0,-613.829,-0.632,733.49,0.0,733.49,1161.669,
10/01/2004,1168.806,208.539,203.539,5.0,157.772,157.772,,79.572,12.176,50.717,16.679,0.0,17.981,,,,,463.864,143.534,404.794,-261.26,,,561.408,524.388,504.493,19.895,37.02,704.942,,73.405,73.405,,,,50.0,,,,,,57.846,,,,57.846,181.251,230.0,,,,,5.932,,,5.932,235.932,417.183,,1351.606,,,0.0,-599.197,-0.786,751.623,,751.623,1168.806,
12/31/2004,1175.351,209.682,202.203,7.479,170.86,170.86,,79.274,13.485,46.681,19.108,0.0,16.888,,,,,476.704,144.131,414.766,-270.635,,,554.516,519.661,500.313,19.348,34.855,698.647,,74.51,74.51,,,,50.0,,,,,,43.515,,,,43.515,168.025,230.0,,,,,6.461,,,6.461,236.461,404.486,,1356.931,,,,-585.28,-0.786,770.865,,770.865,1175.351,
03/31/2005,1170.994,213.34,105.585,107.755,166.358,166.358,,80.595,12.551,47.884,20.16,0.0,17.354,,,,,477.647,141.645,420.879,-279.234,,,551.702,516.082,497.279,18.803,35.62,693.347,,66.54,66.54,,,,49.218,,,,,,42.826,,,,42.826,158.584,230.0,,,,,6.542,,,6.542,236.542,395.126,0.0,1360.69,,,,-584.036,-0.786,775.868,0.0,775.868,1170.994,
06/30/2005,1181.043,229.466,116.94,112.526,162.006,162.006,,81.188,11.301,54.037,15.85,0.0,14.817,,,,,487.477,143.177,449.001,-305.824,,,550.389,513.264,494.998,18.266,37.125,693.566,,62.122,62.122,,,,50.0,50.0,0.0,0.0,,,44.51,,,,44.51,156.632,230.0,230.0,0.0,0.0,,6.679,,,6.679,236.679,393.311,0.0,1365.165,,,0.0,-576.647,-0.786,787.732,0.0,787.732,1181.043,
09/30/2005,1187.843,229.847,116.522,113.325,171.454,171.454,,77.4,8.08,49.329,19.991,0.0,17.281,,,,,495.982,144.208,404.939,-260.731,0.0,,547.653,511.119,493.389,17.73,36.534,691.861,,72.276,72.276,,,,50.0,50.0,0.0,0.0,,,35.959,,,,35.959,158.235,230.0,230.0,0.0,0.0,,7.044,,,7.044,237.044,395.279,0.0,1367.287,,,0.0,-573.586,-1.137,792.564,0.0,792.564,1187.843,
12/31/2005,1199.94,238.462,123.492,114.97,171.065,171.065,,79.031,8.314,51.722,18.995,0.0,16.495,,,,,505.053,148.698,409.924,-261.226,,,546.189,509.166,491.972,17.194,37.023,694.887,,72.296,72.296,,,,50.0,,,,,,39.416,,,,39.416,161.712,230.0,,,,,7.115,,,7.115,237.115,398.827,0.0,1371.549,,,0.0,-569.299,-1.137,801.113,0.0,801.113,1199.94,
03/31/2006,1158.396,177.009,116.754,60.255,172.792,172.792,,92.84,10.021,55.071,27.748,0.0,18.482,,,,,461.123,151.84,418.64,-266.8,,,545.433,508.63,491.972,16.658,36.803,697.273,,74.732,74.732,,,,50.0,,,,,,36.684,,,,36.684,161.416,179.335,,,,,7.279,,,7.279,186.614,348.03,0.0,1379.876,,,0.0,-568.373,-1.137,810.366,0.0,810.366,1158.396,
06/30/2006,1166.762,148.247,92.242,56.005,204.257,204.257,,101.962,10.803,68.254,22.905,0.0,16.227,,,,,470.693,152.257,414.725,-262.468,,,543.812,508.094,491.972,16.122,35.718,696.069,,75.804,75.804,,,,50.0,,,,,,35.877,,,,35.877,161.681,179.335,,,,,7.214,,,7.214,186.549,348.23,0.0,1385.037,,,0.0,-565.368,-1.137,818.532,0.0,818.532,1166.762,
09/29/2006,1090.496,164.899,136.749,28.15,158.798,158.798,,81.529,9.476,52.097,19.956,0.0,15.617,,,,,420.843,150.383,400.578,-250.195,0.0,,519.27,508.975,493.389,15.586,10.295,669.653,,73.071,73.071,,,,50.0,,,,,,52.549,,,,52.549,175.62,179.335,,,,,6.448,,,6.448,185.783,361.403,0.0,1391.604,,,-0.173,-661.739,-0.599,729.093,0.0,729.093,1090.496,
12/29/2006,1092.413,177.032,113.932,63.1,163.262,163.262,,71.379,9.1,45.384,16.895,0.0,14.412,,,,,426.085,147.154,405.671,-258.517,0.0,,519.174,507.095,492.045,15.05,12.079,666.328,,56.068,56.068,,,,229.335,229.335,0.0,0.0,,,53.482,,,,53.482,338.885,0.0,0.0,0.0,0.0,,6.599,,,6.599,6.599,345.484,0.0,1397.906,,,-0.676,-649.702,-0.599,746.929,0.0,746.929,1092.413,
03/30/2007,1140.815,216.497,152.447,64.05,161.192,161.192,,76.186,8.725,46.374,21.087,0.0,14.306,,,,,468.181,148.921,412.86,-263.939,0.0,,523.713,507.23,492.716,14.514,16.483,672.634,,60.698,60.698,,,,89.406,,,,,,47.067,,,,47.067,197.171,200.0,,,,,6.658,,,6.658,206.658,403.829,0.0,1405.93,,,-30.84,-637.505,-0.599,736.986,0.0,736.986,1140.815,
06/29/2007,1164.547,228.095,153.195,74.9,164.343,164.343,,83.783,7.851,49.786,26.146,0.0,15.002,,,,,491.223,151.893,423.759,-271.866,0.0,,521.431,505.852,491.874,13.978,15.579,673.324,,57.676,57.676,,,,99.335,99.335,0.0,0.0,,,45.2,,,,45.2,202.211,200.0,200.0,0.0,0.0,,6.959,,,6.959,206.959,409.17,0.0,1412.995,,,-30.937,-626.082,-0.599,755.377,0.0,755.377,1164.547,
09/28/2007,1189.908,247.277,241.577,5.7,167.319,167.319,,82.109,6.624,48.128,27.357,0.0,17.013,,,,,513.718,153.516,434.254,-280.738,0.0,,522.674,494.332,480.89,13.442,28.342,676.19,,56.417,56.417,,,,99.335,99.335,0.0,0.0,,,41.471,,,,41.471,197.223,200.0,200.0,0.0,0.0,,6.338,,,6.338,206.338,403.561,0.0,1422.505,,,-31.855,-604.089,-0.214,786.347,0.0,786.347,1189.908,
12/28/2007,1177.783,201.178,198.714,2.464,166.647,166.647,,85.912,8.276,55.136,22.5,0.0,15.601,,,,,469.338,162.497,454.082,-291.585,0.0,,545.948,517.949,495.429,22.52,27.999,708.445,,69.227,69.227,,,,50.0,50.0,0.0,0.0,,,40.149,,,,40.149,159.376,200.0,200.0,0.0,0.0,,7.305,,,7.305,207.305,366.681,0.0,1430.248,,,-33.184,-585.011,-0.951,811.102,0.0,811.102,1177.783,
03/28/2008,1208.291,222.157,222.157,0.0,164.604,164.604,,94.272,8.15,52.312,33.81,0.0,15.228,,,,,496.261,168.881,470.318,-301.437,0.0,,543.149,514.497,491.929,22.568,28.652,712.03,,76.691,76.691,,,,50.0,50.0,0.0,0.0,,,37.273,,,,37.273,163.964,200.0,200.0,0.0,0.0,,6.879,,,6.879,206.879,370.843,0.0,1440.977,,,-33.473,-568.338,-1.718,837.448,0.0,837.448,1208.291,
06/27/2008,1241.008,248.015,248.015,0.0,169.289,169.289,,96.119,7.57,58.907,29.642,0.0,16.244,,,,,529.667,171.636,483.521,-311.885,0.0,,539.705,511.118,489.961,21.157,28.587,711.341,,69.239,69.239,,,,50.0,50.0,0.0,0.0,,,37.612,,,,37.612,156.851,200.0,200.0,0.0,0.0,,5.773,,,5.773,205.773,362.624,0.0,1461.556,,,-33.581,-547.872,-1.719,878.384,0.0,878.384,1241.008,
10/03/2008,1236.099,225.104,225.104,0.0,146.71,146.71,,103.791,8.005,64.305,31.481,0.0,19.051,,,,,494.656,173.36,491.436,-318.076,0.0,,568.083,503.417,483.671,19.746,64.666,741.443,,58.527,58.527,,,,50.0,50.0,0.0,0.0,,,40.213,,,,40.213,148.74,137.616,137.616,0.0,0.0,,5.527,,,5.527,143.143,291.883,0.0,1472.397,,,-33.918,-493.083,-1.18,944.216,0.0,944.216,1236.099,
01/02/2009,1211.689,243.695,243.695,0.0,108.871,108.871,0.0,98.551,5.582,58.402,34.567,0.0,18.328,,,53.185,18.328,469.445,175.127,503.492,-328.365,0.0,,567.117,503.488,483.671,19.817,10.444,742.244,,75.839,52.578,,,23.261,50.0,50.0,,,,0.0,9.47,,,,9.47,135.309,97.116,97.116,,,,4.994,,,4.994,102.11,237.419,0.0,1482.22,41.456,1440.764,-35.711,-471.059,-1.18,974.27,0.0,974.27,1211.689,
04/03/2009,1214.304,261.951,261.951,0.0,112.13,112.13,0.0,91.753,5.684,56.484,29.585,0.0,20.8,,,52.013,20.8,486.634,163.576,494.929,-331.353,0.0,,564.094,502.242,483.671,18.571,9.839,727.67,,69.13,48.098,,,21.032,100.0,50.0,,,,50.0,14.163,,,,14.163,183.293,47.116,47.116,,,,4.965,,,4.965,52.081,235.374,0.0,1491.528,41.73,1449.798,-35.769,-475.649,-1.18,978.93,0.0,978.93,1214.304,
07/03/2009,1259.259,302.504,302.504,0.0,112.462,112.462,0.0,89.241,7.187,56.024,26.03,0.0,22.115,,,53.509,22.115,526.322,157.994,483.277,-325.283,0.0,,574.943,510.955,490.831,20.124,10.479,732.937,,72.966,49.565,,,23.401,100.0,50.0,,,,50.0,18.968,,,,18.968,191.934,47.116,47.116,,,,5.402,,,5.402,52.518,244.452,0.0,1507.713,42.225,1465.488,-35.927,-455.799,-1.18,1014.807,0.0,1014.807,1259.259,
10/02/2009,1352.591,364.221,364.221,0.0,115.034,115.034,0.0,86.097,9.889,56.074,20.134,0.0,24.775,0.0,,89.163,14.044,590.127,162.299,491.703,-329.404,0.0,,600.165,501.138,482.893,18.245,9.864,762.464,,98.547,69.098,0.0,0.0,29.449,81.865,50.0,0.0,0.0,,31.865,15.831,0.0,0.0,4.403,9.605,196.243,41.483,41.483,0.0,0.0,,6.086,0.0,0.899,0.784,47.569,243.812,0.0,1611.62,43.204,1568.416,-36.307,-465.154,-1.38,1108.779,0.0,1108.779,1352.591,
01/01/2010,1392.404,396.327,396.327,0.0,119.22,119.22,0.0,97.94,7.993,53.971,35.976,0.0,22.366,,,80.856,22.366,635.853,166.035,505.316,-339.281,0.0,,590.516,499.637,482.893,16.744,10.023,756.551,,102.191,76.946,,,25.245,77.36,50.0,,,,27.36,17.245,,,,17.245,196.796,42.023,42.023,,,,6.689,,,6.689,48.712,245.508,0.0,1625.192,43.772,1581.42,-39.773,-437.143,-1.38,1146.896,0.0,1146.896,1392.404,
04/02/2010,1403.469,405.41,405.41,0.0,107.669,107.669,0.0,104.421,9.193,60.851,34.377,0.0,26.518,,,76.712,26.518,644.018,174.213,524.703,-350.49,0.0,,585.238,500.137,484.893,15.244,8.389,759.451,,105.705,76.597,,,29.108,50.0,50.0,,,,0.0,14.508,,,,14.508,170.213,42.573,42.573,,,,7.637,,,7.637,50.21,220.423,0.0,1633.707,44.153,1589.554,-39.881,-409.4,-1.38,1183.046,0.0,1183.046,1403.469,
07/02/2010,1448.232,383.824,383.824,0.0,154.783,154.783,0.0,118.119,10.601,67.077,40.441,0.0,26.932,,,66.137,26.932,683.658,187.491,548.57,-361.079,0.0,,577.083,499.367,485.624,13.743,11.579,764.574,,131.476,102.588,,,28.888,50.0,50.0,,,,0.0,9.643,,,,9.643,191.119,24.421,24.421,,,,11.986,,,11.986,36.407,227.526,0.0,1637.382,44.419,1592.963,-40.632,-374.664,-1.38,1220.706,0.0,1220.706,1448.232,
10/01/2010,1564.052,453.257,453.257,0.0,175.232,175.232,0.0,125.059,16.108,74.701,34.25,0.0,36.317,0.0,,60.569,28.724,789.865,204.363,566.658,-362.295,0.0,,569.824,498.096,485.587,12.509,11.159,774.187,,147.662,111.967,0.0,0.0,35.695,50.0,50.0,0.0,0.0,,0.0,6.662,0.0,0.0,5.237,5.938,204.324,24.743,24.743,0.0,0.0,,18.389,0.0,0.385,12.767,43.132,247.456,0.0,1686.472,45.066,1641.406,-40.719,-327.86,-1.297,1316.596,0.0,1316.596,1564.052,
12/31/2010,1614.076,450.054,450.054,0.0,200.905,200.905,0.0,142.463,12.941,74.257,55.265,0.0,27.181,,,58.088,27.181,820.603,223.813,599.469,-375.656,,,569.66,500.801,485.544,15.257,10.771,793.473,,149.989,120.535,,,29.454,0.0,0.0,,,,,7.077,,,,7.077,157.066,25.071,25.071,,,,20.532,,,20.532,45.603,202.669,0.0,1757.063,46.241,1710.822,-77.367,-266.992,-1.297,1411.407,,1411.407,1614.076,
04/01/2011,1678.797,503.801,503.801,0.0,183.352,183.352,0.0,151.179,12.578,75.448,63.153,0.0,34.112,,,55.33,34.112,872.444,241.733,627.621,-385.888,0.0,,564.62,499.062,485.543,13.519,10.228,806.353,,144.841,111.949,,,32.892,25.405,25.405,,,,,6.198,,,,6.198,176.444,0.0,0.0,,,,25.961,,,25.961,25.961,202.405,0.0,1795.785,46.486,1749.299,-101.064,-217.032,-1.297,1476.392,0.0,1476.392,1678.797,
07/01/2011,1805.599,309.645,309.645,0.0,186.129,186.129,0.0,188.795,32.721,78.625,77.449,0.0,27.564,,,62.088,27.564,712.133,252.755,658.711,-405.956,0.0,,840.711,768.996,672.693,96.303,9.627,1093.466,,145.596,116.648,,,28.948,25.744,25.744,,,,,73.009,,,,73.009,244.349,0.0,0.0,,,,29.076,,,29.076,29.076,273.425,0.0,1819.802,46.538,1773.264,-120.847,-165.484,-1.297,1532.174,0.0,1532.174,1805.599,
09/30/2011,1890.389,410.087,410.087,0.0,177.94,177.94,0.0,198.183,18.565,92.601,87.017,0.0,30.124,0.0,,60.863,21.531,816.334,251.365,673.238,-421.873,0.0,,822.69,749.849,663.041,86.808,11.978,1074.055,,150.974,115.29,0.0,0.0,35.684,26.089,26.089,0.0,0.0,,,70.033,0.0,0.0,24.235,69.31,247.096,0.0,0.0,0.0,0.0,,34.198,0.0,0.419,9.544,34.198,281.294,0.0,1842.555,46.597,1795.958,-130.854,-101.275,-1.331,1609.095,0.0,1609.095,1890.389,
12/30/2011,1914.633,445.636,445.636,0.0,199.01,199.01,0.0,177.52,22.255,90.333,64.932,0.0,34.176,,,60.608,34.176,856.342,240.401,676.914,-436.513,0.0,,817.89,744.223,664.021,80.202,13.059,1058.291,,124.151,96.03,,,28.121,17.123,17.123,,,,,71.228,,,,71.228,212.502,0.0,0.0,,,,38.466,,,38.466,38.466,250.968,0.0,1867.759,46.979,1820.78,-158.614,-44.149,-1.331,1663.665,0.0,1663.665,1914.633,
03/30/2012,2007.326,306.474,306.474,0.0,211.488,211.488,0.0,196.558,22.504,94.816,79.238,0.0,37.812,,,75.595,37.812,752.332,252.312,703.04,-450.728,0.0,,1002.682,913.92,802.817,111.103,13.167,1254.994,,168.027,136.677,,,31.35,0.0,0.0,,,,,74.615,,,,74.615,242.642,0.0,0.0,,,,44.44,,,44.44,44.44,287.082,0.0,1890.465,47.382,1843.083,-158.769,-10.116,-1.336,1720.244,0.0,1720.244,2007.326,
06/29/2012,2089.893,327.098,327.098,0.0,246.894,246.894,0.0,209.947,26.429,100.247,83.271,0.0,45.551,,,72.524,45.551,829.49,266.039,727.29,-461.251,0.0,,994.364,907.907,805.413,102.494,13.933,1260.403,,168.33,135.597,,,32.733,0.0,0.0,,,,,71.241,,,,71.241,239.571,0.0,0.0,,,,48.657,,,48.657,48.657,288.228,0.0,1923.895,47.598,1876.297,-160.094,39.201,-1.337,1801.665,0.0,1801.665,2089.893,
09/28/2012,2136.6,307.1,307.1,0.0,297.6,297.6,0.0,232.9,27.2,111.2,94.5,0.0,45.7,0.0,,65.2,36.3,883.3,279.4,754.6,-475.2,0.0,,973.9,894.5,800.5,94.0,14.2,1253.3,,171.9,140.6,0.0,0.0,31.3,0.0,0.0,0.0,0.0,,,10.8,0.0,0.0,23.8,9.9,182.7,0.0,0.0,0.0,0.0,,48.4,0.0,0.5,24.1,48.4,231.1,0.0,1968.1,48.1,1920.0,-161.8,100.8,-1.6,1905.5,0.0,1905.5,2136.6,
12/28/2012,2151.107,377.538,377.538,0.0,252.149,252.149,0.0,229.534,23.3,110.615,95.619,0.0,40.332,,,63.546,40.332,899.553,287.253,774.792,-487.539,0.0,,964.301,886.367,800.513,85.854,14.388,1251.554,,142.169,111.362,,,30.807,0.0,0.0,,,,,13.519,,,,13.519,155.688,0.0,0.0,,,,51.45,,,51.45,51.45,207.138,0.0,1996.981,47.981,1949.0,-218.72,167.295,-1.587,1943.969,0.0,1943.969,2151.107,
03/29/2013,2216.9,458.8,458.8,0.0,234.6,234.6,0.0,226.8,23.2,109.0,94.6,0.0,43.5,,,66.5,43.5,963.7,294.3,799.5,-505.2,0.0,,958.9,879.0,800.5,78.5,13.4,1253.2,,147.0,111.5,,,35.5,0.0,0.0,,,,,15.6,,,,15.6,162.6,0.0,0.0,,,,54.3,,,54.3,54.3,216.9,0.0,2022.9,47.8,1975.1,-250.3,229.0,-1.6,2000.0,0.0,2000.0,2216.9,
06/28/2013,2217.9,400.3,400.3,0.0,283.9,283.9,0.0,232.3,26.2,134.7,71.4,0.0,43.1,,,64.2,43.1,959.6,309.2,824.6,-515.4,0.0,,949.1,872.0,800.5,71.5,12.9,1258.3,,149.8,115.2,,,34.6,0.0,0.0,,,,,9.2,,,,9.2,159.0,0.0,0.0,,,,58.8,,,58.8,58.8,217.8,0.0,2050.7,46.9,2003.8,-343.7,294.7,-1.6,2000.1,0.0,2000.1,2217.9,
09/27/2013,2333.1,511.1,511.1,0.0,292.7,292.7,0.0,229.5,25.2,128.3,76.0,0.0,40.0,0.0,,54.1,32.9,1073.3,328.6,859.3,-530.7,0.0,,931.2,865.3,800.5,64.8,11.8,1259.8,,167.7,126.5,0.0,0.0,41.2,0.0,0.0,0.0,0.0,,,12.0,0.0,0.0,17.4,11.2,179.7,0.0,0.0,0.0,0.0,,52.3,0.0,0.4,34.5,52.3,232.0,0.0,2088.4,47.0,2041.4,-365.3,378.9,-0.9,2101.1,0.0,2101.1,2333.1,
12/27/2013,2435.4,648.6,648.6,0.0,267.1,267.1,0.0,224.7,25.6,112.6,86.5,0.0,39.7,,,60.0,39.7,1180.1,323.7,872.1,-548.4,0.0,,931.6,858.8,800.5,58.3,12.8,1255.3,,146.1,107.3,,,38.8,0.0,0.0,,,,,19.7,,,,19.7,165.8,0.0,0.0,,,,57.4,,,57.4,57.4,223.2,0.0,2140.1,47.2,2092.9,-400.4,473.4,-0.9,2212.2,0.0,2212.2,2435.4,
03/28/2014,2534.6,797.8,797.8,0.0,216.3,216.3,0.0,216.6,24.9,110.1,81.6,0.0,38.2,,,57.1,38.2,1268.9,343.9,913.3,-569.4,0.0,,921.8,852.5,800.5,52.0,12.2,1265.7,,174.4,125.8,,,48.6,0.0,0.0,,,,,8.4,,,,8.4,182.8,0.0,0.0,,,,60.4,,,60.4,60.4,243.2,0.0,2204.5,47.3,2157.2,-462.5,550.3,-0.9,2291.4,0.0,2291.4,2534.6,
06/27/2014,2688.9,893.3,893.3,0.0,251.4,251.4,0.0,198.7,18.6,119.3,60.8,0.0,43.9,,,55.3,43.9,1387.3,387.3,980.3,-593.0,0.0,,914.3,846.8,800.5,46.3,12.2,1301.6,,225.8,164.0,,,61.8,0.0,0.0,,,,,9.0,,,,9.0,234.8,0.0,0.0,,,,65.1,,,65.1,65.1,299.9,0.0,2254.0,47.3,2206.7,-504.9,640.8,-0.9,2389.0,0.0,2389.0,2688.9,
10/03/2014,2973.8,805.8,805.8,0.0,317.6,317.6,0.0,270.8,45.4,145.9,79.5,0.0,35.0,0.0,,50.8,25.5,1429.2,555.9,1177.1,-621.2,0.0,,988.7,926.0,851.0,75.0,11.9,1544.6,,271.3,200.6,0.0,0.0,70.7,0.0,0.0,0.0,0.0,,,26.3,0.0,0.0,12.8,25.5,297.6,0.0,0.0,0.0,0.0,,143.8,0.0,0.0,131.0,143.8,441.4,0.0,2295.5,47.3,2248.2,-553.1,794.9,-4.9,2532.4,0.0,2532.4,2973.8,
