Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/27/1994,4869.700195,63.0,63.0,0.0,411.200012,,,,446.5,,,,,219.5,,,,,1140.199951,2940.899902,3949.899902,-1009.0,0.0,,788.599976,,,,,,788.599976,3729.499878,,552.0,552.0,,,,545.900024,,,,,,519.400024,,,,519.400024,1617.300049,1422.300049,,,,,663.700012,,,663.700012,2086.000061,3703.30011,0.0,273.899994,,,-1319.5,,2212.0,1166.399994,0.0,1166.399994,4869.700104,
05/29/1994,4804.0,27.799999,27.799999,0.0,266.0,,,,339.299988,,,,,278.5,,,,,911.599976,1503.199951,2512.499939,-1009.299988,196.100006,,2193.100098,,,,,,2193.100098,3892.400055,,513.900024,513.900024,,,,548.400024,,,,,,479.000001,,,,479.000001,1541.300049,1413.300049,,,,,698.200012,,,698.200012,2111.500061,3652.80011,0.0,251.0,,,-1334.400024,,2234.600036,1151.200012,0.0,1151.200012,4804.000122,
08/28/1994,5159.600098,50.099998,50.099998,0.0,312.799988,,,,504.600006,,,,,248.800003,,,,,1116.300049,1480.099976,2524.899902,-1044.800049,0.0,,2563.199951,,,,,,2563.199951,4043.299927,,546.5,546.5,,,,829.400024,,,,,,459.799927,,,,459.799927,1835.699951,1393.400024,,,,,660.299988,,,660.299988,2053.700012,3889.399963,0.0,314.200012,,,-1383.5,,2339.5,1270.200012,0.0,1270.200012,5159.599976,
11/27/1994,5261.5,52.5,52.5,0.0,387.0,,,,469.299988,,,,,214.600006,,,,,1123.400024,1465.0,2547.300049,-1082.300049,0.0,,2673.100098,,,,,,2673.100098,4138.100098,,506.299988,506.299988,,,,884.299988,,,,,,377.800049,,,,377.800049,1768.400024,1484.400024,,,,,629.900024,,,629.900024,2114.300049,3882.700073,0.0,349.399994,,,-1381.699951,,2411.099976,1378.800018,0.0,1378.800018,5261.500092,
02/26/1995,5163.0,26.200001,26.200001,0.0,345.899994,,,,459.799988,,,,,237.0,,,,,1068.900024,1460.5,2576.699951,-1116.199951,0.0,,2633.600098,,,,,,2633.600098,4094.100098,,427.0,427.0,,,,854.200012,,,,,,450.399963,,,,450.399963,1731.599976,1482.900024,,,,,615.400024,,,615.400024,2098.300049,3829.900024,0.0,357.600006,,,-1375.099976,,2350.599976,1333.100006,0.0,1333.100006,5163.000031,
05/28/1995,3358.199951,13.0,13.0,0.0,277.299988,,,,372.0,,,,,234.600006,,,,,896.900024,1456.599976,2611.900025,-1155.300049,214.699997,,790.0,,,,,,790.0,2461.299973,,494.0,494.0,,,,206.600006,,,,,,520.300018,,,,520.300018,1220.900024,1400.900024,,,,,595.400024,,,595.400024,1996.300048,3217.200072,0.0,379.5,,,-1372.099976,,1133.599976,141.0,0.0,141.0,3358.200072,
08/27/1995,3455.0,16.700001,16.700001,0.0,330.100006,,,,434.299988,,,,,220.0,,,,,1001.099976,1436.900024,2624.199951,-1187.300049,0.0,,1017.0,,,,,,1017.0,2453.900024,,490.100006,490.100006,,,,270.700012,,,,,,543.799957,,,,543.799957,1304.599976,1334.900024,,,,,605.799988,,,605.799988,1940.700012,3245.299988,0.0,381.0,,,-1361.0,,1189.699997,209.699997,0.0,209.699997,3454.999985,
11/26/1995,3515.600098,44.0,44.0,0.0,381.399994,,,,445.700012,,,,,209.699997,,,,,1080.800049,1401.800049,2607.5,-1205.699951,0.0,,1033.0,,,,,,1033.0,2434.800049,,538.700012,538.700012,,,,364.200012,,,,,,468.199951,,,,468.199951,1371.099976,1246.400024,,,,,598.400024,,,598.400024,1844.800049,3215.900024,0.0,381.600006,,,-1349.900024,,1268.000023,299.700005,0.0,299.700005,3515.600029,
02/25/1996,3436.199951,35.700001,35.700001,0.0,375.5,,,,420.200012,,,,,225.5,,,,,1056.900024,1345.099976,2521.300049,-1176.199951,0.0,,1034.199951,,,,,,1034.199951,2379.299927,,505.399994,505.399994,,,,282.899994,,,,,,462.799988,,,,462.799988,1251.099976,1242.699951,,,,,590.700012,,,590.700012,1833.399963,3084.499939,0.0,383.299988,,,-1338.699951,,1307.099951,351.699987,0.0,351.699987,3436.199926,
05/26/1996,3294.699951,20.6,20.6,0.0,337.799988,,,,395.5,196.100006,,199.399994,,241.199997,,,,,995.099976,1312.400024,2508.0,-1195.599976,167.899994,,819.299988,,,,,,819.299988,2299.600006,,590.700012,590.700012,,,,217.0,,,,,,384.200012,,,,384.200012,1191.900024,1220.900024,,,,,574.200012,,,574.200012,1795.100036,2987.00006,0.0,384.299988,,,-1367.400024,,1290.800026,307.69999,0.0,307.69999,3294.70005,
08/25/1996,3413.399902,33.099998,33.099998,0.0,429.299988,,,,429.600006,,,,,255.0,,,,,1147.0,1252.900024,2447.800049,-1194.900024,,,1013.5,,,,,,1013.5,2266.400024,,654.900024,654.900024,,,,396.799988,,,,,,417.200012,,,,417.200012,1468.900024,1153.800049,,,,,564.900024,,,564.900024,1718.700073,3187.600098,0.0,385.5,,,-1476.400024,,1316.700027,225.800003,0.0,225.800003,3413.400101,
11/24/1996,3431.699951,28.299999,28.299999,0.0,428.399994,,,,396.299988,,,,,255.5,,,,,1108.5,1256.400024,2474.699951,-1218.300049,,,1066.800049,,,,,,1066.800049,2323.200073,,643.099976,643.099976,,,,529.099976,,,,,,374.100098,,,,374.100098,1546.300049,1078.800049,,,,,566.0,,,566.0,1644.800049,3191.100098,0.0,389.600006,,,-1553.599976,,1404.599976,240.600006,0.0,240.600006,3431.700104,
02/23/1997,3987.800049,31.0,31.0,0.0,413.700012,,,,413.0,,,,,248.600006,,,,,1106.300049,1280.599976,2532.199951,-1251.599976,,,1600.900024,657.599976,,,,,943.300049,2881.5,,548.299988,548.299988,,,,600.5,,,,,,411.100037,,,,411.100037,1559.900024,1224.699951,,,,,554.200012,,,554.200012,1778.899963,3338.799988,0.0,2131.100098,,,-1370.0,,-112.099976,649.000122,0.0,649.000122,3987.80011,
05/25/1997,3902.399902,12.8,12.8,0.0,419.100006,,,,364.399994,141.399994,,223.0,,215.0,,,,,1011.299988,1279.400024,2571.599975,-1292.199951,158.0,,1453.699951,655.200012,,,,,798.499939,2891.099975,,599.700012,599.700012,,,,343.299988,,,,,,349.5,,,,349.5,1292.5,1530.400024,,,,,584.900024,,,584.900024,2115.300048,3407.800048,0.0,578.0,,,-1501.900024,,1418.500022,494.599998,0.0,494.599998,3902.400046,
08/24/1997,3962.5,18.200001,18.200001,0.0,419.299988,,,,457.299988,,,,,217.800003,,,,,1112.599976,1275.099976,2605.899902,-1330.800049,0.0,,1574.800049,649.200012,,,,,925.600037,2849.900024,,662.799988,662.799988,,,,361.299988,,,,,,401.599976,,,,401.599976,1425.699951,1497.0,,,,,593.700012,,,593.700012,2090.700012,3516.399963,0.0,585.799988,,,-1604.099976,,1464.399979,446.099991,0.0,446.099991,3962.499954,
11/24/1997,3949.100098,29.9,29.9,0.0,442.799988,,,,471.600006,,,,,215.300003,,,,,1159.599976,1172.900024,2416.800049,-1243.900024,0.0,,1616.599976,641.0,,,,,975.599976,2789.5,,689.200012,689.200012,,,,277.600006,,,,,,418.100006,,,,418.100006,1384.900024,1596.900024,,,,,578.099976,,,578.099976,2175.0,3559.900024,0.0,596.799988,,,-1660.800049,,1453.200043,389.199982,0.0,389.199982,3949.100006,
02/23/1998,3899.800049,16.799999,16.799999,0.0,425.100006,,,,447.600006,,,,,210.600006,,,,,1100.099976,1166.300049,2437.199951,-1270.900024,0.0,,1633.400024,635.900024,,,,,997.5,2799.700073,,619.5,619.5,,,,187.800003,,,,,,423.500046,,,,423.500046,1230.800049,1656.0,,,,,579.900024,,,579.900024,2235.900024,3466.700073,0.0,608.200012,,,-1675.300049,,1500.200043,433.100006,0.0,433.100006,3899.800079,
05/31/1998,3861.399902,6.4,6.4,0.0,395.100006,,,,389.700012,166.300003,,223.399994,,244.100006,,,,,1035.300049,1186.300049,2489.0,-1302.699951,142.100006,,1497.699951,630.400024,,,,,867.299927,2826.100006,,593.099976,593.099976,,,,417.299988,,,,,,433.299988,,,,433.299988,1443.699951,1640.400024,,,,,587.099976,,,587.099976,2227.5,3671.199951,0.0,619.599976,,,-1935.699951,,1506.299957,190.199982,0.0,190.199982,3861.399933,
08/30/1998,4024.9,29.7,29.7,0.0,458.4,458.4,,,472.8,,,,,209.4,,,,,1170.3,1203.1,2539.7,-1336.6,0.0,,1651.5,625.4,,,,,1026.1,2854.6,,657.7,657.7,,,,571.0,,,,,,452.0,,,,452.0,1680.7,1612.2,,,,,586.2,,,586.2,2198.4,3879.1,0.0,620.5,,,-2048.0,1686.2,-112.9,145.8,0.0,145.8,4024.9,
11/29/1998,4020.8,9.5,9.5,0.0,468.4,468.4,,,438.4,,,,-39.1,197.3,,,,,1113.6,1224.8,2592.0,-1367.2,0.0,,1682.4,621.4,,,,,1061.0,2907.2,,638.8,638.8,,,,592.4,,,,,,419.5,,,,419.5,1650.7,1592.8,,,,,580.0,,,580.0,2172.8,3823.5,0.0,626.8,,,-2071.5,1749.1,-107.1,197.3,0.0,197.3,4020.8,
02/28/1999,4138.5,18.9,18.9,0.0,469.7,469.7,,,442.3,,,,,188.6,,,,,1119.5,1268.0,2664.3,-1396.3,0.0,,1751.0,728.2,,,,,1022.8,3019.0,,627.2,627.2,,,,505.6,,,,,,556.6,,,,556.6,1689.4,1700.6,,,,,580.6,,,580.6,2281.2,3970.6,0.0,640.3,,,-2073.6,1721.7,-120.5,167.9,0.0,167.9,4138.5,
05/30/1999,4140.7,3.9,3.9,0.0,490.6,490.6,,,426.7,149.8,,286.2,49.0,181.3,,,,,1102.5,1294.7,2718.9,-1424.2,144.6,,1598.9,722.0,,,,,876.9,3038.2,,647.4,647.4,,,,614.9,,,,,,438.0,,,,438.0,1700.3,1702.4,,,,,573.8,,,573.8,2276.2,3976.5,0.0,657.9,,,-2195.3,1827.4,-125.7953,164.2047,0.0,164.2047,4140.7047,
08/29/1999,4504.3,46.0,46.0,,522.0,522.0,,,510.1,,,,,175.7,,,,,1253.8,1350.9,2810.1,-1459.2,,,1899.6,838.6,,,,,1061.0,3250.5,,678.1,678.1,,,,880.7,,,,,,459.5,,,,459.5,2018.3,1687.3,,,,,582.4,,,582.4,2269.7,4288.0,,666.2,,,-2222.1,1902.7,-130.5,216.3,,216.3,4504.3,
11/28/1999,4594.3,70.4,70.4,0.0,562.5,562.5,,,497.3,,,,-32.0,175.2,,,,,1305.4,1373.875,2843.4,-1469.5,0.0,,1915.0,830.3,,,,,1084.7,3288.875,,672.4,672.4,,,,992.4,,,,,,426.9,,,,426.9,2091.7,1664.7,,,,,581.2,,,581.2,2245.9,4337.6,0.0,679.9,,,-2307.3,2013.1,-129.0,256.7,0.0,256.7,4594.3,
02/27/2000,4596.7,47.5,47.5,0.0,481.7,481.7,,,529.6,,,,-32.0,179.9,,,,,1238.7,1397.4,2903.0,-1505.6,0.0,,1960.6,871.5,,,,,1089.1,3358.0,,614.0,614.0,,,,1204.3,,,,,,519.0,,,,519.0,2337.3,1641.8,,,,,582.9,,,582.9,2224.7,4562.0,0.0,670.2,,,-2504.8,2002.8,-133.5,34.7,0.0,34.7,4596.7,
05/28/2000,4573.7,25.6,25.6,0.0,500.6,500.6,,,510.5,119.1,,322.3,69.1,153.6,,,,,1190.3,1404.9,2949.2,-1544.3,0.0,,1978.5,0.0,,,,,1978.5,3383.4,,641.5,641.5,,,,1499.3,,,,,,388.3,,,,388.3,2529.1,1760.3,,,,,573.1,,,573.1,2333.4,4862.5,0.0,680.6,,,-2934.9,2113.9,-148.4,-288.8,0.0,-288.8,4573.7,
08/27/2000,4769.2,53.2,53.2,0.0,555.5,555.5,,,557.9,,,,-32.4,144.3,,,,,1310.9,1421.2,2992.6,-1571.4,0.0,,2037.1,870.4,,,,,1166.7,3458.3,,616.7,616.7,,,,1521.0,,,,,,442.6,,,,442.6,2580.3,1917.9,,,,,573.0,,,573.0,2490.9,5071.2,0.0,696.2,,,-3051.0,2194.8,-142.0,-302.0,0.0,-302.0,4769.2,
11/26/2000,4899.4,66.9,66.9,0.0,588.9,588.9,,,562.2,,,,-30.4,149.7,,,,,1367.7,1451.2,3060.0,-1608.8,0.0,,2080.5,870.3,,,,,1210.2,3531.7,,568.9,568.9,,,,1464.9,,,,,,416.8,,,,416.8,2450.6,2026.4,,,,,583.3,,,583.3,2609.7,5060.3,0.0,695.2,,,-3026.2,2320.2,-150.1,-160.9,0.0,-160.9,4899.4,
02/25/2001,4995.5,77.3,77.3,0.0,573.8,573.8,,,539.9,,,,-30.4,159.7,,,,,1350.7,1473.9,3121.0,-1647.1,0.0,,2170.9,870.3,809.6,60.7,,,1300.6,3644.8,,496.8,496.8,,,,980.2,980.2,0.0,0.0,,,443.2,,,,443.2,1920.2,2521.4,2521.4,0.0,0.0,,588.5,,,588.5,3109.9,5030.1,0.0,715.1,,,-3015.3,2399.7,-134.1,-34.6,0.0,-34.6,4995.5,
05/27/2001,5091.200195,64.099998,64.099998,0.0,664.0,,,,518.900024,0.0,0.0,518.900024,0.0,161.199997,,,,,1408.199951,1501.200073,3179.300049,-1678.099976,0.0,,2181.800049,870.0,985.5,-115.5,,,1311.800049,3683.000122,,619.099976,619.099976,,,,1207.300049,1207.300049,0.0,0.0,,,382.400024,,,,382.400024,2208.800049,2221.0,2221.0,0.0,0.0,,609.200012,,,609.200012,2830.200012,5039.000061,0.0,744.700012,,,-3013.899902,,2321.399902,52.200012,0.0,52.200012,5091.200073,
08/26/2001,5158.6,53.5,53.5,0.0,600.1,600.1,,,581.7,,,,-29.8,144.1,,,,,1379.4,1511.8,3233.4,-1721.6,0.0,,2267.4,877.8,804.0,73.8,,,1389.6,3779.2,,548.1,548.1,,,,1229.8,1229.8,0.0,0.0,,,403.2,,,,403.2,2181.1,2213.1,2213.1,0.0,0.0,,861.4,,,861.4,3074.5,5255.6,0.0,763.5,,,-3053.0,2577.2,-384.7,-97.0,0.0,-97.0,5158.6,
11/25/2001,17124.3,853.5,853.5,0.0,1218.8,1218.8,,,1079.3,,,,-29.8,925.2,,,,,4076.8,2817.2,4581.3,-1764.1,0.0,,10230.3,8460.6,8377.2,83.4,,,1769.7,13047.5,,1183.7,1183.7,,,,7804.1,7804.1,0.0,0.0,,,821.3,,,,821.3,9809.1,2206.4,2206.4,0.0,0.0,,1556.1,,,1556.1,3762.5,13571.6,0.0,5698.1,,,-4351.0,2630.1,-424.5,3552.7,0.0,3552.7,17124.3,
02/24/2002,16838.2,1322.7,1322.7,0.0,1140.6,1140.6,,,1043.3,,,,-29.8,257.1,,,,,3763.7,2681.4,4511.5,-1830.1,0.0,,10393.1,8657.4,8571.7,85.7,,,1735.7,13074.5,,1202.2,1202.2,,,,4259.6,4259.6,0.0,0.0,,,780.0,,,,780.0,6241.8,5590.7,5590.7,0.0,0.0,,1458.6,,,1458.6,7049.3,13291.1,0.0,5731.2,,,-4321.9,2612.0,-474.2,3547.1,0.0,3547.1,16838.2,
05/26/2002,16540.0,975.0,975.0,0.0,1010.0,1010.0,,,1055.0,333.0,0.0,753.0,0.0,397.0,,,,,3437.0,2764.0,4618.0,-1854.0,0.0,,10339.0,8563.0,8473.0,90.0,,,1776.0,13103.0,,1217.0,1217.0,,,,3848.0,3848.0,0.0,0.0,,,682.0,,,,682.0,5747.0,5591.0,5591.0,0.0,0.0,,1473.0,,,1473.0,7064.0,12811.0,0.0,5733.0,,,-4292.0,2568.0,-433.0,3576.0,153.0,3729.0,16540.0,
08/25/2002,16597.0,745.0,745.0,0.0,1059.0,1059.0,,,1259.0,,,,-31.0,357.0,,,,,3420.0,2760.0,4695.0,-1935.0,0.0,,10417.0,8564.0,8474.0,90.0,,,1853.0,13177.0,,1328.0,1328.0,,,,3498.0,3498.0,0.0,0.0,,,769.0,,,,769.0,5595.0,5547.0,5547.0,0.0,0.0,,1495.0,,,1495.0,7042.0,12637.0,0.0,5743.0,,,-4273.0,2643.0,-452.0,3661.0,299.0,3960.0,16597.0,
11/24/2002,19276.0,1747.0,1747.0,0.0,1236.0,1236.0,,,1280.0,,,,-31.0,419.0,,,,,4682.0,2723.0,4590.0,-1867.0,0.0,,11871.0,9980.0,6369.0,3611.0,,,1891.0,14594.0,,1499.0,1499.0,,,,2479.0,2479.0,0.0,0.0,,,848.0,,,,848.0,4826.0,7480.0,7480.0,0.0,0.0,,2862.0,,,2862.0,10342.0,15168.0,0.0,5672.0,,,-4250.0,2818.0,-431.0,3809.0,299.0,4108.0,19276.0,
02/23/2003,18562.0,1202.0,1202.0,0.0,1111.0,1111.0,,,1086.0,,,,-36.0,441.0,,,,,3840.0,2809.0,4749.0,-1940.0,0.0,,11913.0,9984.0,6372.0,3612.0,,,1929.0,14722.0,,1286.0,1286.0,,,,1866.0,1866.0,0.0,0.0,,,804.0,,,,804.0,3956.0,7473.0,7473.0,0.0,0.0,,2821.0,,,2821.0,10294.0,14250.0,0.0,5676.0,,,-4232.0,2956.0,-388.0,4012.0,300.0,4312.0,18562.0,
