Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/30/1990,4.347,,,-2.951,,1.396,,-4.449,,,,,-3.053,-0.176,,0.289,,,,-0.113,-3.229,0.0,-3.229,0.0,,,-3.229,0.0,-3.229,0.0,,-3.229,-3.229,,3.0744,-1.0,-1.0,,3.0744,-1.0,-1.0,-1.0,
03/31/1991,5.983,,,-2.309,,3.674,,-3.371,,,,,0.303,-0.263,,0.332,,,,-0.069,0.04,0.0,0.04,0.0,,,0.04,0.0,0.04,0.0,,0.04,0.04,,3.2232,0.066667,0.066667,,3.2232,0.066667,0.066667,0.066667,
07/01/1991,6.187,,,-1.48,,4.707,,-4.172,,,,,0.535,-0.464,,0.485,,,,-0.021,0.071,0.0,0.071,0.0,,,0.071,0.0,0.071,0.0,,0.071,0.071,,3.2616,0.066667,0.066667,,3.2616,0.066667,0.066667,0.066667,
09/30/1991,7.206,,,-3.148,,4.058,,-3.395,,,,,0.663,-0.461,,0.511,,,,-0.05,0.202,0.0,0.202,0.0,,,0.202,0.0,0.202,,,0.202,0.202,,3.298459,0.066667,0.066667,0.066667,3.298459,0.066667,0.066667,0.066667,
12/30/1991,8.042,,,-3.673,,4.369,,-3.922,,,,,0.447,-0.375,,0.443,,,,-0.068,0.072,-0.006,0.066,-0.202,,,0.268,0.0,0.268,0.0,,0.268,0.268,,3.537,0.066667,0.033333,,3.537,0.066667,0.033333,0.033333,
03/30/1992,9.626,,,-4.559,,5.067,,-4.159,,,,,0.908,-0.037,,0.298,,,,-0.261,0.871,-0.02,0.851,0.0,,,0.851,0.0,0.851,0.0,,0.851,0.851,,4.5585,0.2,0.2,,4.5585,0.2,0.2,0.2,
06/30/1992,9.769,,,-5.559,,4.21,,-4.096,,,,,0.114,-0.06,,0.275,,,,-0.215,0.054,-0.001,0.053,0.0,,,0.053,0.0,0.053,0.0,,0.053,0.053,,4.5063,0.0,0.0,,4.5063,0.0,0.0,0.0,
09/30/1992,9.873,,,-5.947,,3.926,,-4.397,,,,,-0.471,0.025,,0.21,,,,-0.235,-0.446,-0.022,-0.468,0.0,,,-0.468,0.0,-0.468,,,-0.468,-0.468,,4.409616,-0.1,-0.1,-0.1,4.409616,-0.1,-0.1,-0.1,
12/31/1992,5.278,,,-7.133,,-1.855,,-4.498,,,,,-6.353,-0.115,,0.264,,,,-0.149,-6.468,0.0,-6.468,0.0,,,-6.468,0.0,-6.468,0.0,,-6.468,-6.468,,4.4001,-1.466667,-1.466667,,4.4001,-1.466667,-1.466667,-1.466667,
03/31/1993,6.073,,,-6.64,,-0.567,,-4.4,,,,,-4.967,-0.172,,0.297,,,,-0.125,-5.139,0.0,-5.139,0.0,,,-5.139,0.0,-5.139,0.0,,-5.139,-5.139,,4.3086,-1.2,-1.2,,4.3086,-1.2,-1.2,-1.2,
06/30/1993,7.0,,,-6.617,,0.383,,-4.373,,,,,-3.99,-0.256,,0.3,,,,-0.044,-4.246,0.0,-4.246,0.0,,,-4.246,0.0,-4.246,0.0,,-4.246,-4.246,,4.3362,-0.966667,-0.966667,,4.3362,-0.966667,-0.966667,-0.966667,
09/30/1993,8.013,,,-6.763,,1.25,,-4.178,,,,,-2.928,-0.252,,0.357,,,,-0.105,-3.18,-0.036,-3.216,0.0,,,-3.216,0.0,-3.216,0.0,,-3.216,-3.216,,4.3656,-0.733333,-0.733333,,4.3656,-0.733333,-0.733333,-0.733333,
12/31/1993,8.052,,,-6.306,,1.746,,-4.175,,,,,-2.429,-0.265,,0.319,,,,-0.054,-2.694,0.0,-2.694,0.0,,,-2.694,0.0,-2.694,0.0,,-2.694,-2.694,,4.3911,-0.6,-0.6,,4.3911,-0.6,-0.6,-0.6,
03/31/1994,8.717,,,-5.916,,2.801,,-4.368,,,,,-1.567,-0.182,,0.274,,,,-0.092,-1.749,0.0,-1.749,0.0,,,-1.749,0.0,-1.749,0.0,,-1.749,-1.749,,4.4166,-0.4,-0.4,,4.4166,-0.4,-0.4,-0.4,
06/30/1994,9.156,,,-4.941,,4.215,,-3.838,,,,,0.377,-0.232,,0.263,,,,-0.031,0.145,-0.017,0.128,0.0,,,0.128,0.0,0.128,0.0,,0.128,0.128,,4.7016,0.033333,0.033333,,4.7016,0.033333,0.033333,0.033333,
09/30/1994,9.656,,,-5.063,,4.593,,-4.207,,,,,0.386,-0.212,,0.255,,,,-0.043,0.174,0.0,0.174,0.0,,,0.174,0.0,0.174,0.0,,0.174,0.174,,4.7088,0.033333,0.033333,,4.7088,0.033333,0.033333,0.033333,
12/31/1994,9.762,,,-5.165,,4.597,,-3.712,,,,,0.885,-0.293,,0.313,,,,-0.02,0.592,-0.03,0.562,0.0,,,0.562,0.0,0.562,0.0,,0.562,0.562,,4.7088,0.133333,0.133333,,4.7088,0.133333,0.133333,0.133333,
03/31/1995,10.024,,,-5.412,,4.612,,-5.44,,,,,-0.828,-0.25,,0.286,,,,-0.036,-1.078,0.03,-1.048,0.0,,,-1.048,0.0,-1.048,0.0,,-1.048,-1.048,,4.5267,-0.233333,-0.233333,,4.5267,-0.233333,-0.233333,-0.233333,
06/30/1995,11.033,,,-5.763,,5.27,,-4.165,,,,,1.105,-0.329,,0.352,,,,-0.023,0.776,-0.014,0.762,0.0,,,0.762,0.0,0.762,0.0,,0.762,0.762,,5.0325,0.166667,0.166667,,5.0325,0.166667,0.166667,0.166667,
09/30/1995,12.063,,,-6.165,,5.898,,-4.272,,,,,1.626,-0.33,,0.353,,,,-0.023,1.296,-0.065,1.231,0.0,,,1.231,0.0,1.231,,,1.231,1.231,,5.301,0.233333,0.233333,0.233333,5.301,0.233333,0.233333,0.233333,
12/31/1995,14.022,,,-6.984,,7.038,,-4.764,,,,,2.274,-0.299,,0.301,,,,-0.002,1.975,-0.197,1.778,0.0,,,1.778,0.0,1.778,0.0,,1.778,1.778,,5.2821,0.333333,0.333333,0.333333,5.2821,0.333333,0.333333,0.333333,
03/31/1996,15.628,,,-7.616,,8.012,,-5.064,,,,,2.948,-0.101,,0.25,,,,-0.149,2.847,-0.285,2.562,0.0,,,2.562,0.0,2.562,0.0,,2.562,2.562,,5.6307,0.466667,0.466667,0.466667,5.6307,0.466667,0.466667,0.466667,
06/30/1996,17.274,,,-8.26,,9.014,,-5.319,,,,,3.695,0.514,,0.107,,,,-0.621,4.209,-0.421,3.788,0.0,,,3.788,0.0,3.788,0.0,,3.788,3.788,,6.4215,0.6,0.6,0.6,6.4215,0.6,0.6,0.6,
09/30/1996,19.122,,,-8.932,,10.19,,-5.675,,,,,4.515,0.504,,0.114,,,,-0.618,5.019,-0.502,4.517,0.0,,,4.517,0.0,4.517,,,4.517,4.517,,6.5265,0.7,0.7,0.7,6.5265,0.7,0.7,0.7,
12/31/1996,21.832001,,,-9.858,,11.974001,,-6.412,,,,,5.562,1.108,,0.098,,,,-1.206,6.67,-0.667,6.003,0.0,,,6.003,0.0,6.003,0.0,,6.003,6.003,,6.3507,0.95,0.95,0.95,7.1613,0.9,0.9,0.9,
03/31/1997,24.562,,,-10.833,,13.729,,-7.187,,,,,6.542,2.103,,0.036,,,,-2.139,8.645,-0.863,7.782,0.0,,,7.782,0.0,7.782,0.0,,7.782,7.782,,6.9386,1.1,1.1,1.1,7.6946,1.0,1.0,1.0,
06/30/1997,27.607,,,-11.875,,15.732,,-8.111,,,,,7.621,2.329,,0.019,,,,-2.348,9.95,-0.995,8.955,0.0,,,8.955,0.0,8.955,0.0,,8.955,8.955,,7.0292,1.3,1.3,1.3,7.7406,1.2,1.2,1.2,
09/30/1997,30.849001,,,-12.934,,17.915001,,-8.978,,,,,8.937,2.338,,0.004,,,,-2.342,11.275,-1.127,10.148,0.0,,,10.148,0.0,10.148,,,10.148,10.148,,7.8588,1.3,1.3,1.3,7.8588,1.3,1.3,1.3,
12/31/1997,35.013,,,-14.885,,20.128,,-9.817,,,,,10.311,2.283,,0.01,,,,-2.293,12.594,-2.593994,10.0,0.0,,,10.000006,0.0,10.0,0.0,,10.0,10.0,,7.1906,1.4,1.4,1.4,7.8116,1.2,1.2,1.2,
03/31/1998,40.695,,,-17.083,,23.612,,-11.311,,,,,12.301,2.181,,0.008,,,,-2.189,14.482,-3.014,11.468,0.0,,,11.468,0.0,11.468,0.0,,11.468,11.468,,7.2356,1.6,1.6,1.6,7.8778,1.4,1.4,1.4,
06/30/1998,46.587002,,,-19.332001,,27.255001,,-13.01,,,,,14.245,2.467,,0.012,,,,-2.479,16.712,-3.47,13.242,0.0,,,13.242,0.0,13.242,0.0,,13.242,13.242,,7.2979,1.8,1.8,1.8,7.9348,1.6,1.6,1.6,
09/30/1998,54.59,,,-22.228001,,32.362,,-14.836,,,,,17.525999,2.264,,0.005,,,,-2.269,19.789999,-4.0,15.79,0.0,,,15.789999,0.0,15.79,0.0,,15.79,15.79,,7.28,2.2,2.2,2.2,8.1321,2.0,2.0,2.0,
12/31/1998,60.708,,,-24.323999,,36.384001,,-16.584,,,,,19.799999,2.409,,0.0,,,,-2.409,22.208999,-7.605,14.604,0.0,,,14.603999,0.0,14.604,0.0,,14.604,14.604,,7.527,2.0,2.0,2.0,8.2222,1.8,1.8,1.8,
03/31/1999,66.936996,,,-27.108,,39.828997,,-18.357,,,,,21.472,2.735,,0.007,,,,-2.742,24.207,-8.689,15.518,0.0,,,15.518,0.0,15.518,0.0,,15.518,15.518,,7.5959,2.0,2.0,2.0,8.2939,1.8,1.8,1.8,
06/30/1999,73.277,,,-27.343,,45.934,,-25.802,,,,,20.132,2.557,,,-3.0,0.0,,0.443,22.689,-7.654,15.035,0.0,,,15.035,0.0,15.035,0.0,,15.035,15.035,,8.32225,1.8,1.8,1.8,8.9495,1.6,1.6,1.6,
09/30/1999,80.687,,,-28.907,,51.78,,-25.288,10.022,,,15.266,26.492,2.343,,,,0.0,,-2.343,28.835,-9.464,19.371,0.0,,,19.371,0.0,19.371,0.0,0.0,19.371,19.371,0.242,18.3079,1.1,1.1,1.1,18.3079,1.1,1.1,1.1,
12/31/1999,89.278999,,,-31.839001,,57.439999,,-30.548,,,,,26.892,2.794,,,-2.82,0.0,,0.026,29.686,-9.796,19.889999,0.0,,,19.890001,0.0,19.889999,0.0,0.0,19.889999,19.889999,,8.5504,2.4,2.4,2.4,9.2221,2.2,2.2,2.2,
03/31/2000,100.309998,,,-35.111,,65.198997,,-35.007,,,,,30.191999,-41.931002,,1.608,-5.291,0.0,,45.614002,-11.739002,-5.135,-16.874001,0.0,,,-16.874003,0.0,-16.874001,0.0,0.0,-16.874001,-16.874001,,8.7256,-2.0,-2.0,2.6,8.7256,-2.0,-2.0,2.6,
06/30/2000,114.089996,,,-38.747002,,75.342995,,-34.737,,,,,40.605999,-14.14,,8.207,-15.48,0.0,,21.413,26.465999,-13.182,13.284,0.0,,,13.283999,0.0,13.284,0.0,0.0,13.284,13.284,,8.95535,1.4,1.4,3.4,9.62835,1.4,1.4,3.4,
