Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,750.73999,-460.277008,290.462982,-199.871994,90.591003,-3.258,0.0,-1.489,85.844004,-33.181999,52.661999,0,-0.344,52.318001,0,,52.318001,,,52.318004,,0.55,0.55,94.796997,,,,,
06/30/1990,673.830017,-427.136993,246.693024,-186.320007,60.373001,-3.071,0.0,-50.831001,6.471,-1.727,4.744,0,-0.383,4.361,0,,4.361,,,4.361,,0.05,0.05,95.203003,,,,,
09/30/1990,662.460022,-440.679993,221.780029,-185.891006,35.889,-2.701,0.0,17.987,51.174999,-15.797,35.377998,0,-0.194,35.183998,0,,35.183998,,,35.184,,0.37,0.37,95.517998,,,,,
12/31/1990,682.565979,-451.931,230.634979,-183.162994,47.472,-8.217,0.0,13.084,52.339,-23.323999,29.014999,0,-0.249,28.766001,0,,28.766001,,,28.766,,0.3,0.3,95.800003,,,,,
03/31/1991,660.728027,-437.483002,223.245026,-183.432007,39.813,-7.191,0.0,12.427,45.049,-15.59,29.459,0,-0.304,29.155001,0,,29.155001,,,29.155,,0.3,0.3,96.349998,,,,,
06/30/1991,614.296021,-415.112,199.184021,-171.865005,27.319,-5.72,0.0,11.076,32.675001,-11.537,21.138,0,-0.256,20.882,0,,20.882,,,20.882001,,0.22,0.22,96.958,,,,,
09/30/1991,589.148987,-397.264008,191.884979,-174.276993,17.608,,0.0,8.323,25.931,-9.028,16.903,0,-0.234,16.669001,0,,16.669001,,,16.669,,0.17,0.17,97.292,,,,,
12/31/1991,628.10498,-414.088013,214.016968,-178.412003,35.605,,0.0,-2.168,33.437,-11.767,21.67,0,-0.302,21.368,0,,21.368,,,21.367999,,0.22,0.22,97.0,,,,,
03/31/1992,623.215027,-414.092987,209.12204,-170.822998,38.299,-4.583,0.0,-227.807999,-194.091999,-13.722,-207.813995,0,-0.307,-208.121002,0,,-208.121002,,,-208.120999,,-2.12,-2.12,98.388,,,,,
06/30/1992,600.627991,-402.223999,198.403992,-176.901993,21.502001,-2.304,0.0,-4.876,14.322001,-7.859,6.463,0,-1.096,5.367,0,,5.367,,,5.367001,,0.06,0.06,98.888,,,,,
09/30/1992,598.815979,-406.924011,191.891968,-174.710999,17.181,-2.685,0.0,-0.007,14.489,-8.174,6.315,0,-0.664,5.651,0,,5.651,,,5.651,,0.07,0.07,99.467003,,,,,
