Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1989,512.158997,,,-342.089996,,170.069,,-138.632996,,,,31.436001,5.037,,12.162,,0.0,,-17.198999,36.473001,-13.5,22.973,0.0,,,22.973001,0.0,22.973,0.0,,22.973,22.973,,326.015991,0.07,0.07,,326.015991,0.07,0.07,0.07,
07/31/1989,729.088989,,,-499.542999,,229.54599,,-173.246994,,,,56.299,4.947001,,12.864,,0.0,,-17.811001,61.246,-22.700001,38.546001,0.0,,,38.546,0.0,38.546001,0.0,,38.546001,38.546001,,326.096008,0.1175,0.1175,,326.096008,0.1175,0.1175,0.1175,
10/31/1989,572.382996,,,-385.69101,,186.691986,,-157.322006,,,,29.370001,5.398,,12.384,,0.0,,-17.782,34.768001,-12.8,21.968,0.0,,,21.968,0.0,21.968,0.0,,21.968,21.968,,325.451843,0.0675,0.0675,,325.451843,0.0675,0.0675,0.0675,
01/31/1990,857.482971,,,-602.059021,,255.42395,,-199.957001,,,,55.466999,-8.095,,12.958,,0.0,,-4.863,47.371999,-15.5,31.872,0.0,,,31.871999,0.0,31.422001,0.0,,31.422001,31.422001,,326.242004,0.0975,0.0975,,326.242004,0.0975,0.0975,0.0975,
04/30/1990,555.038025,,,-380.045013,,174.993011,,-163.184006,,,,11.809,8.76,,12.402,,0.0,,-21.162001,20.569,-7.4,13.169,0.0,,,13.169,0.0,13.169,0.0,,13.169,13.169,,329.225006,0.04,0.04,,329.225006,0.04,0.04,0.04,
07/31/1990,801.77002,,,-552.632996,,249.137024,,-200.654007,,,,48.483002,7.641,,12.679,,0.0,,-20.32,56.124002,-20.200001,35.924,0.0,,,35.924001,0.0,35.924,0.0,,35.924,35.924,,326.581818,0.11,0.11,,326.581818,0.11,0.11,0.11,
10/31/1990,634.89502,,,-433.105988,,201.789032,,-177.792007,,,,23.997,7.529,,14.131,,0.0,,-21.66,31.526,-11.1,20.426001,0.0,,,20.426,0.0,20.426001,0.0,,20.426001,20.426001,,326.81601,0.0625,0.0625,,326.81601,0.0625,0.0625,0.0625,
01/31/1991,902.200989,,,-634.466003,,267.734986,,-206.139999,,,,61.595001,8.502,,14.466,,0.0,,-22.968,70.097001,-23.799999,46.297001,0.0,,,46.297002,0.0,46.297001,0.0,,46.297001,46.297001,,326.944368,0.1425,0.1425,0.1425,326.944368,0.1425,0.1425,0.1425,
04/30/1991,610.603027,,,-410.322998,,200.280029,,-168.830002,,,,31.450001,9.907,,12.441,,0.0,,-22.348,41.357,-15.7,25.657,0.0,,,25.657001,0.0,25.657,0.0,,25.657,25.657,,331.058075,0.0775,0.0775,,331.058075,0.0775,0.0775,0.0775,
07/31/1991,904.083984,,,-610.130981,,293.953003,,-221.182999,,,,72.769997,7.699,,12.002,,0.0,,-19.701,80.468997,-30.6,49.868999,0.0,,,49.868997,0.0,49.868999,0.0,,49.868999,49.868999,,327.009827,0.1525,0.1525,,327.009827,0.1525,0.1525,0.1525,
10/31/1991,687.077026,,,-463.726013,,223.351013,,-203.401001,,,,19.950001,11.38,,12.547,,0.0,,-23.927,31.330001,-11.9,19.43,0.0,,,19.430001,0.0,19.43,0.0,,19.43,19.43,,323.833344,0.06,0.06,,323.833344,0.06,0.06,0.06,
01/31/1992,978.05603,,,-685.257019,,292.799011,,-238.091003,,,,54.708,9.350999,,13.796,,0.0,,-23.146999,64.058999,-23.200001,40.859001,0.0,,,40.858998,0.0,40.859001,0.0,,40.859001,40.859001,,327.320344,0.125,0.125,0.125,327.320344,0.125,0.125,0.125,
04/30/1992,663.809021,,,-451.889008,,211.920013,,-188.776001,,,,23.143999,12.138,,11.949,,0.0,,-24.087,35.281999,-13.7,21.582001,0.0,,,21.581999,0.0,21.582001,0.0,,21.582001,21.582001,,332.030762,0.065,0.065,,332.030762,0.065,0.065,0.065,
07/31/1992,951.616028,,,-652.018005,,299.598022,,-242.171997,,,,57.425999,10.527,,11.639,,0.0,,-22.166,67.952999,-26.299999,41.653,0.0,,,41.653,0.0,41.653,0.0,,41.653,41.653,,326.690186,0.1275,0.1275,,326.690186,0.1275,0.1275,0.1275,
10/31/1992,737.301025,,,-498.197998,,239.103027,,-213.427994,,,,25.674999,12.054001,,11.229,,0.0,,-23.283001,37.729,-14.3,23.429001,0.0,,,23.429,0.0,23.429001,0.0,,23.429001,23.429001,,323.15863,0.0725,0.0725,,323.15863,0.0725,0.0725,0.0725,
01/31/1993,1069.253052,,,-737.002014,,332.251038,,-257.707001,,,,74.543999,6.610999,,11.154,,0.0,,-17.764999,81.154998,-31.200001,49.955002,0.0,,,49.954997,0.0,49.955002,0.0,,49.955002,49.955002,,327.790008,0.1525,0.1525,0.1525,327.790008,0.1525,0.1525,0.1525,
04/30/1993,695.559021,,,-482.588013,,212.971008,,-208.199005,,,,4.772,13.623,,10.176,,0.0,,-23.799,18.395,-7.1,11.295,0.0,,,11.295,0.0,11.295,0.0,,11.295,11.295,,327.69751,0.035,0.035,,327.69751,0.035,0.035,0.035,
07/31/1993,1017.58197,,,-711.017029,,306.564941,,-248.330994,,,,58.234001,11.917001,,10.19,,0.0,,-22.107,70.151002,-27.5,42.651001,0.0,,,42.651002,0.0,42.651001,0.0,,42.651001,42.651001,,327.944,0.13,0.13,,327.944,0.13,0.13,0.13,
10/31/1993,769.372986,,,-524.315979,,245.057007,,-216.330002,,,,28.726999,13.329,,9.795,,0.0,,-23.124001,42.056,-16.6,25.455999,0.0,,,25.455999,0.0,25.455999,0.0,,25.455999,25.455999,,328.010712,0.0775,0.0775,,328.010712,0.0775,0.0775,0.0775,
01/31/1994,1107.42395,,,-751.382996,,356.040954,,-267.718994,,,,88.321999,11.994,,7.485,,0.0,,-19.479,100.315999,-39.299999,61.015999,0.0,,,61.016,0.0,61.015999,0.0,,61.015999,61.015999,,328.175996,0.185,0.185,0.185,328.175996,0.185,0.185,0.185,
04/30/1994,762.062012,,,-510.13501,,251.927002,,-214.863998,,,,37.063,15.710001,,7.942,,0.0,,-23.652,52.773,-20.799999,31.973,0.0,,,31.973001,0.0,31.973,0.0,,31.973,31.973,,328.31723,0.0975,0.0975,,328.31723,0.0975,0.0975,0.0975,
