Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,348.113007,,,-231.438004,,116.675003,,-12.453,,,,,104.222,-26.663,,25.284,,0.0,1.379,77.559,-30.179001,47.380001,0.0,,,47.379999,0.0,47.380001,0.0,,47.380001,47.380001,,192.944,0.245,0.245,,192.944,0.245,0.245,0.245,
06/30/1995,353.648987,,,-247.667007,,105.981979,,-11.018,,,,,94.963997,-28.464,,27.525,,0.0,0.939,66.499997,-25.860001,40.639999,0.0,,,40.639997,0.0,40.639999,0.0,,40.639999,40.639999,,193.973999,0.21,0.21,,193.973999,0.21,0.21,0.21,
09/30/1995,403.490997,,,-297.766998,,105.723999,,-12.206,,,,,93.517998,-31.496002,,32.254002,,0.0,-0.758,62.021996,-22.886,39.136002,0.0,,,39.135996,0.0,39.136002,0.0,,39.136002,39.136002,,197.093994,0.2,0.2,,197.093994,0.2,0.2,0.2,
12/31/1995,546.872986,,,-410.03299,,136.839996,,-17.923,,,,,118.917,-30.786999,,33.084999,,0.0,-2.298,88.130001,-31.698,56.431999,0.0,,,56.432001,0.0,56.431999,0.0,,56.431999,56.431999,,232.0,0.245,0.245,,232.0,0.245,0.245,0.245,
03/31/1996,575.453003,,,-415.285004,,160.167999,,-13.755,,,,,146.412994,-33.190001,,32.686001,,0.0,0.504,113.222994,-41.326,71.897003,0.0,,,71.896993,0.0,71.897003,0.0,,71.897003,71.897003,,234.800003,0.31,0.31,0.31,250.0,0.29,0.29,0.29,
06/30/1996,564.749023,,,-420.686005,,144.063019,,-14.786,,,,,129.276993,-31.708999,,34.244999,,0.0,-2.536,97.567994,-35.318001,62.25,0.0,,,62.249993,0.0,62.25,0.0,,62.25,62.25,,235.199997,0.26,0.26,0.26,250.0,0.25,0.25,0.25,
09/30/1996,544.5,,,-413.122009,,131.377991,,-12.296,,,,,119.082001,-30.307999,,35.994999,,0.0,-5.687,88.774002,-31.379,57.395,0.0,,,57.395002,0.0,57.395,0.0,,57.395,57.395,,235.5,0.25,0.25,0.25,244.0,0.24,0.24,0.24,
12/31/1996,609.492004,,,-440.648987,,168.843017,,-22.378,,,,,146.464996,-32.149001,,35.631001,,0.0,-3.482,114.315995,-40.560001,73.755997,0.0,,,73.755994,0.0,73.755997,0.0,,73.755997,73.755997,,235.660995,0.31,0.31,0.31,250.0,0.3,0.3,0.3,
03/31/1997,652.690002,,,-464.537994,,188.152008,,-16.628,,,,,171.524002,34.000004,,34.537998,,0.0,-68.538002,205.524006,-74.376999,131.147003,40.801998,,,90.345009,0.0,90.345001,0.0,,90.345001,90.345001,,237.264008,0.38,0.55,0.55,255.537994,0.36,0.52,0.52,
06/30/1997,616.328979,,,-453.145996,,163.182983,,-15.812,,,,,147.371002,-26.080998,,33.092999,,0.0,-7.012,121.290004,-42.488998,78.801003,0.0,,,78.801005,0.0,78.801003,0.0,,78.801003,78.801003,,240.871994,0.33,0.33,0.33,257.695007,0.31,0.31,0.31,
09/30/1997,600.994995,,,-449.222992,,151.772003,,-16.775,,,,,134.996994,-23.404001,,32.734001,,0.0,-9.33,111.592993,-38.868999,72.723999,0.0,,,72.723993,0.0,72.723999,0.0,,72.723999,72.723999,,251.634003,0.29,0.29,0.29,258.614014,0.28,0.28,0.28,
12/31/1997,665.851013,,,-481.346008,,184.505005,,-17.566,,,,,166.938995,-25.372999,,36.355,,0.0,-10.982,141.565996,-49.686001,91.879997,0.0,,,91.879995,0.0,91.879997,0.0,,91.879997,91.879997,,252.112,0.36,0.36,0.36,255.0,0.36,0.36,0.36,
03/31/1998,698.843994,,,-482.716003,,216.127991,,-17.007999,,,,,199.119995,-31.058999,37.709999,37.709999,,0.0,-6.651,168.060996,-59.275002,108.786003,,,,108.785995,0.0,108.786003,0.0,,108.786003,108.786003,,254.634995,0.43,0.43,0.43,261.768005,0.42,0.42,0.42,
06/30/1998,690.23,,,-502.54,,187.69,,-17.251,,,,,170.439,-29.936,40.464,40.464,,0.0,-10.528,140.503,-49.555,90.948,0.0,,,90.948,0.0,90.948,0.0,0.0,90.948,90.948,,255.004,0.36,0.36,0.36,261.74,0.35,0.35,0.35,
09/30/1998,712.52002,,,-538.814026,,173.705994,,-15.422,,,,,158.283997,-29.729002,,47.816002,,0.0,-18.087,128.554995,-45.341999,83.212997,0.0,,,83.212996,0.0,83.212997,0.0,,83.212997,83.212997,,257.380005,0.32,0.32,0.32,263.415985,0.32,0.32,0.32,
12/31/1998,773.495972,,,-632.25,,141.245972,,-17.158001,,,,,124.087997,-42.679999,,51.063,,0.0,-8.383,81.407998,-22.212999,59.195,0.0,,,59.194999,0.0,59.195,0.0,,59.195,59.195,,258.062988,0.23,0.23,0.23,263.154999,0.23,0.23,0.23,
03/31/1999,904.05603,,,-685.184998,,218.871033,,-19.709999,,,,,199.160995,-132.743999,57.448002,57.448002,,0.0,75.295998,66.416996,-24.534,41.882999,-1.885,,,43.767996,0.0,43.768002,0.0,,43.768002,43.768002,,272.98999,0.16,0.15,0.36,275.441986,0.16,0.15,0.36,
06/30/1999,745.835999,,,-576.502991,,169.333008,,-16.806999,,,,,152.526001,-43.981002,56.761002,56.761002,,0.0,-12.78,108.544999,-38.622002,69.922997,-6.09,,,76.012997,0.0,76.013,0.0,,76.013,76.013,,272.013,0.28,0.26,0.26,274.587006,0.28,0.26,0.26,
09/30/1999,708.190979,,,-584.437012,,123.753967,,-19.322001,,,,,104.431999,-59.737999,59.403999,59.403999,,0.0,0.334,44.694,-15.343,29.351,-2.703,,,32.054,0.0,32.054001,0.0,,32.054001,32.054001,,272.059998,0.12,0.11,0.11,273.07901,0.12,0.11,0.11,
12/31/1999,721.671021,,,-641.58197,,80.08905,,-26.746,,,,,53.342999,-332.392006,,64.571999,,0.0,267.820007,-279.049007,90.943001,-188.106003,-3.858,,,-184.248007,0.0,-184.248001,0.0,,-184.248001,-184.248001,,272.061005,-0.68,-0.69,0.1,272.061005,-0.68,-0.69,0.1,
03/31/2000,683.492981,,,-566.427979,,117.065002,,-20.113001,,,,,96.952003,-65.743004,69.549004,69.549004,,0.0,-3.806,31.209,-10.272,20.937,897.578003,,,-876.641003,0.0,-876.640991,0.0,,-876.640991,-876.640991,,272.062988,-3.22,0.08,0.08,273.501007,-3.21,0.08,0.08,
06/30/2000,636.545,,,-564.477,,72.068,,-19.734,,,,,52.334,-79.199,73.565,73.565,,0.0,5.634,-26.865,10.422,-16.443,-20.999,,,4.556,0.0,4.556,0.0,,4.556,4.556,,272.093,0.02,-0.06,0.12,272.093,0.02,-0.06,0.12,
09/30/2000,615.703003,,,-543.841003,,71.862,,-20.184999,,,,,51.676998,-67.046997,73.255997,73.255997,,0.0,-6.209,-15.369998,4.524,-10.846,38.779999,,,-49.625997,0.0,-49.625999,0.0,,-49.625999,-49.625999,,272.209991,-0.18,-0.04,-0.04,272.209991,-0.18,-0.04,-0.04,
12/31/2000,628.989,,,-562.342,,66.647,,-19.9,,,,,46.747,-552.699,65.178,65.178,,0.0,487.521,-505.952,86.781,-419.171,2.369,,,-421.54,0.0,-421.54,0.0,,-421.54,-421.54,,272.1345,-1.55,-1.54,0.34,272.587,-1.56,-1.54,0.34,
03/31/2001,677.776001,,,-566.888,,110.888,,-17.979,,,,,92.908997,-82.875,60.806,60.806,,0.0,22.069,10.033997,-6.715,3.319,3.054,,,0.264996,0.0,0.265,0.0,0.0,0.265,0.265,,273.636993,0.0,0.01,0.08,273.966003,0.0,0.01,0.08,
06/30/2001,618.711,,,-532.141,,86.57,,-18.423,,,,,68.147,-69.648,54.152,54.152,,0.0,15.496,-1.501,-9.155,-10.656,-0.071,,,-10.585,0.0,-10.585,0.0,0.0,-10.585,-10.585,,284.852,-0.04,-0.04,0.05,284.852,-0.04,-0.04,0.05,
09/30/2001,582.979004,,,-515.960022,,67.018982,,-17.049,,,,,49.970001,-45.106999,49.431999,49.431999,,0.0,-4.325,4.863002,-0.681,4.182,-0.099,,,4.281002,0.0,4.281,0.0,0.0,4.281,4.281,,290.257996,0.02,0.02,0.04,293.763,0.02,0.02,0.04,
12/31/2001,630.877,,,-535.968,,94.909,,-16.858,,,,,78.051,-626.875,47.236,47.236,,0.0,579.639,-548.824,-44.648,-593.472,-1.715,,,-591.757,0.0,-591.757,0.0,0.0,-591.757,-591.757,,291.76,-2.03,-2.03,-0.02,291.76,-2.03,-2.03,-0.02,
03/31/2002,601.265,,,-482.101,,119.164,0.0,-15.731,,,,,103.433,-38.114,,43.386,,,-5.272,65.319,-18.47,46.849,135.56,,,-88.711,,-88.711,,0.0,-88.711,-88.711,,292.653,-0.3,0.16,0.17,345.554,-0.3,0.15,0.16,
06/30/2002,583.423,,,-492.15,,91.273,0.0,-60.399,,,,,30.874,-231.099,,41.406,,,189.693,-200.225,57.21,-143.015,,,,-143.015,,-143.015,,0.0,-143.015,-143.015,,293.872,-0.49,-0.49,-0.07,293.872,-0.49,-0.49,-0.07,
09/30/2002,560.645996,,,-485.237,,75.408997,,-48.112999,,,,,27.296,-20.710001,38.221001,38.221001,,0.0,-17.511,6.585999,-2.525,4.061,0.0,,,4.060998,0.0,4.061,0.0,0.0,4.061,4.061,,295.151001,0.01,0.01,0.01,295.592987,0.01,0.01,0.01,
12/31/2002,586.387,,,-508.495,,77.892,,-31.937,,,,,45.955,-50.992,38.481,38.481,,0.0,12.511,-5.037,0.714,-4.323,0.0,,,-4.323,0.0,-4.323,0.0,0.0,-4.323,-4.323,,295.151,-0.01,-0.01,0.01,295.151,-0.01,-0.01,0.01,
03/31/2003,581.508972,,,-465.985992,,115.52298,,-21.410999,,,,,94.112,-24.05,37.396,37.396,,0.0,-13.346,70.061999,-25.976,44.085999,,,,44.085999,0.0,44.085999,0.0,0.0,44.085999,44.085999,,297.774994,0.15,0.15,0.15,348.665009,0.14,0.14,0.14,
06/30/2003,584.049988,,,-489.417999,,94.631989,,-37.992001,,,,,56.639999,-35.558,35.763,35.763,,0.0,-0.205,21.081999,-7.008,14.074,-1.234,,,15.307999,0.0,15.308,0.0,0.0,15.308,15.308,,299.351013,0.05,0.05,0.05,299.843994,0.05,0.05,0.05,
09/30/2003,566.460999,,,-497.515015,,68.945984,,-52.775002,,,,,16.171,-24.892999,34.834999,34.834999,,0.0,-9.942,-8.721999,3.331,-5.391,-0.659,,,-4.731999,0.0,-4.732,0.0,0.0,-4.732,-4.732,,300.506989,-0.02,-0.02,-0.02,300.506989,-0.02,-0.02,-0.02,
12/31/2003,602.34,,,-518.005,,84.335,,-65.927,,,,,18.408,15.393,30.631,30.631,,0.0,-46.024,33.801,0.899,30.42,0.0,,,34.7,0.0,30.42,0.0,0.0,30.42,30.42,,301.523,0.1,0.1,-0.01,348.804,0.1,0.1,-0.01,
03/31/2004,589.618,,,-475.567,,114.051,,-51.021,,,,,63.03,9.309,33.935,33.935,,0.0,-43.244,72.339,4.241,76.58,48.061,,,28.519,0.0,28.519,0.0,0.0,28.519,28.519,,313.0,0.1,0.25,0.18,313.0,0.1,0.250479,0.180192,
06/30/2004,432.368011,,,-359.019012,,73.348999,,-24.028,,,,,49.320999,-47.610001,31.843,31.843,,0.0,15.767,1.710999,6.904,8.615,-34.337002,,,42.952,0.0,42.952,0.0,0.0,42.952,42.952,,307.988007,0.14,0.03,0.06,312.725006,0.14,0.03,0.06,
09/30/2004,397.186005,,,-328.890991,,68.295013,,-25.298,,,,,42.997002,-25.634999,26.608999,26.608999,,0.0,-0.974,17.362002,-4.336,13.026,-0.85,,,13.876002,0.0,13.876,0.0,0.0,13.876,13.876,,336.589996,0.04,0.04,0.06,340.214996,0.04,0.04,0.06,
12/31/2004,426.628,,,-352.412,,74.216,,-30.549,,,,,,-22.856,,25.523,,0.0,-2.667,,1.017,20.551,-6.613,,,,0.0,27.164,0.0,0.0,27.164,27.164,,328.342,0.08,0.06,0.08,332.366,0.08,0.06,0.08,
03/31/2005,447.441986,,,-350.214996,,97.22699,,-19.716,,,,,77.511002,-28.756,24.656,24.656,,0.0,4.1,48.755002,-17.337999,31.417,186.362993,,,-154.94599,0.0,-154.945999,0.0,0.0,-154.945999,-154.945999,,313.48999,-0.49,0.1,0.11,317.751007,-0.49,0.1,0.11,
06/30/2005,431.84201,,,-358.798004,,73.044006,,-22.485001,,,,,50.558998,-30.282001,26.224001,26.224001,,,4.058,20.276997,-9.553,10.724,-3.113,,,13.836997,0.0,13.837,0.0,0.0,13.837,13.837,,302.363007,0.05,0.04,0.06,306.403992,0.05,0.04,0.06,
09/30/2005,406.369,,,-347.526,,58.843,,-19.744,,,,,39.099,-49.173,22.902,26.17,-3.268,0.0,26.271,-10.074,0.885,-9.189,0.463,,,-9.652,0.0,-9.652,0.0,0.0,-9.652,-9.652,,297.421,-0.03,-0.03,0.03,297.421,-0.03,-0.03,0.03,
12/31/2005,728.715,,,-360.634,,368.081,,-320.332,,,,,47.749,-19.49,13.245,26.683,-13.438,0.0,6.245,28.259,-6.03,22.229,-1.333,,,23.562,0.0,22.769,0.0,0.0,22.769,22.769,,295.578,0.08,0.08,0.08,305.404,0.08,0.08,0.08,
03/31/2006,442.001007,,,-353.307007,,88.694,,-22.007,,,,,66.686996,-24.265001,20.747,26.728001,-5.981,0.0,3.518,42.421996,-15.645,26.777,-0.149,,,26.925995,0.0,26.926001,0.0,0.0,26.926001,26.926001,,294.308014,0.09,0.09,0.1,298.678009,0.09,0.09,0.1,
06/30/2006,431.4,,,-347.212,,84.188,,-20.922,,,,,63.266,-22.505,19.827,26.609,-6.782,0.0,2.678,40.761,-15.404,25.357,-0.093,,,25.45,0.0,25.45,0.0,0.0,25.45,25.45,,293.409,0.09,0.09,0.1,297.501,0.09,0.09,0.1,
09/30/2006,400.334,,,-328.308,,72.026,,-20.956,,,,,51.07,-43.045,25.071,33.33,-8.259,0.0,17.974,8.025,-4.628,3.397,0.032,,,3.365,0.0,3.365,0.0,0.0,3.365,3.365,,291.662,0.01,0.01,0.1,295.918,0.01,0.01,0.1,
12/31/2006,479.153,,,-373.8,,105.353,,-31.015,,,,,74.338,-68.097,,36.732,-10.149,0.0,41.514,6.241,-9.168,-2.927,-3.697,,,0.77,0.0,0.77,0.0,0.0,0.77,0.77,,292.092,0.0,-0.01,0.11,297.306,0.0,-0.01,0.11,
03/31/2007,607.555,,,-466.401,,141.154,,-35.399,,,,,105.755,-47.541,36.005,37.597,-1.592,0.0,11.536,58.214,-23.497,34.717,-2.925,,,37.642,0.0,37.642,0.0,0.0,37.642,37.642,,293.096,0.13,0.12,0.17,298.621,0.13,0.12,0.17,
06/30/2007,565.492,,,-462.131,,103.361,,-30.281,,,,,73.08,-31.23,33.687,36.165,-2.478,0.0,-2.457,41.85,-28.941,12.909,-2.209,,,15.118,0.0,15.118,0.0,0.0,15.118,15.118,,290.577,0.05,0.04,0.1,296.124,0.05,0.04,0.1,
09/30/2007,539.333984,,,-436.813995,,102.519989,,-32.074001,,,,,70.445999,-27.539001,33.835999,38.09,-4.254,0.0,-6.296999,42.906999,-14.062,28.844999,0.675,,,28.169998,0.0,28.17,0.0,0.0,28.17,28.17,,284.510986,0.1,0.1,0.08,289.596985,0.1,0.1,0.08,
12/31/2007,572.921997,,,-452.812012,,120.109985,,-40.145,,,,,79.964996,164.050995,31.601,35.001999,-3.401,0.0,-195.651994,244.015991,-77.169998,166.845993,0.047,,,166.798993,0.0,166.798996,0.0,0.0,166.798996,166.798996,,271.697998,0.61,0.61,0.14,276.798004,0.6,0.6,0.13,
03/31/2008,573.451,,,-435.854,,137.597,0.0,-26.181,,,,,111.416,-44.943,,34.069,,,10.874,66.473,-24.969,41.504,-0.015,,,41.519,,41.519,0.0,0.0,41.519,41.519,,260.805,0.16,0.16,0.2,264.83,0.16,0.16,0.2,
06/30/2008,548.782,,,-441.621,,107.161,0.0,-19.964,,,,,87.197,-35.028,-1.454,33.311,-34.765,,36.482,52.169,-20.395,31.774,0.377,,,31.397,,31.397,0.0,0.0,31.397,31.397,,259.655,0.12,0.12,0.14,263.132,0.12,0.12,0.14,
09/30/2008,516.439,,,-434.171,,82.268,0.0,-16.11,,,,,66.158,-50.226,-1.128,33.222,-34.35,0.0,51.354,15.932,-1.16,14.772,0.0,,,14.772,-0.133,14.639,0.0,0.0,14.639,14.639,,257.408,0.06,0.06,0.1,260.37,0.06,0.06,0.1,
12/31/2008,516.95,,,-425.205,,91.745,0.0,-23.407,,,,,68.338,-39.617,,33.672,,,5.945,28.721,-19.193,9.528,,,,9.528,,9.528,0.0,0.0,9.528,9.528,,253.942,0.04,0.04,0.09,254.876,0.04,0.04,0.09,
03/31/2009,510.595,510.595,,-410.475,410.475,100.12,0.0,-14.556,21.786,21.786,,-7.23,85.564,-30.903,30.967,31.67,-0.703,,-0.064,54.661,-20.281,34.38,0.0,0.0,0.0,34.38,0.15,34.53,0.0,0.0,34.53,75.43045,41.05045,250.134,0.14,0.14,0.30216,250.309,0.14,0.14,0.30216,
06/30/2009,513.949,513.949,,-412.124,412.124,101.825,0.0,-32.755,26.466,26.466,,6.289,69.07,-29.168,31.801,32.386,-0.585,,-2.633,39.902,-16.322,23.58,0.0,0.0,0.0,23.58,-0.476,23.104,0.0,0.0,23.104,45.1155,22.0115,250.977,0.09,0.09,0.179759,251.13,0.09,0.09,0.17765,
09/30/2009,497.217,497.217,,-396.054,396.054,101.163,0.0,-23.182,20.961,20.961,,2.221,77.981,-28.016,28.799,29.383,-0.584,,-0.783,49.965,-19.403,30.562,0.0,0.0,0.0,30.562,0.6,31.162,0.0,0.0,31.162,58.21855,27.05655,251.765,0.12,0.12,0.231242,253.048,0.12,0.12,0.226923,
12/31/2009,531.759,531.759,,-413.472,413.472,118.287,0.74,-27.755,33.288,33.288,,-5.533,91.272,-36.432,,35.542,,,0.89,54.84,-20.269,34.571,0.0,0.0,0.0,34.571,-0.269,34.302,0.0,0.0,34.302,41.2021,6.9001,253.704,0.14,0.14,0.162402,255.113,0.13,0.13,0.157047,
03/31/2010,530.863,530.863,,-418.556,418.556,112.307,0.0,-26.681,26.201,26.201,,0.48,85.626,-34.185,,32.301,,,1.884,51.441,-20.116,31.325,0.0,0.0,0.0,31.325,-0.413,30.912,0.0,0.0,30.912,48.0212,16.6962,254.4,0.12,0.12,0.187139,256.154,0.12,0.12,0.18518,
06/30/2010,555.273,555.273,,-445.975,445.975,109.298,0.0,-13.372,26.974,26.974,,-13.602,95.926,-28.501,,32.483,,,-3.982,67.425,-27.198,40.227,0.0,0.0,0.0,40.227,0.058,40.285,0.0,0.0,40.285,44.01465,3.78765,251.763,0.16,0.16,0.175056,253.583,0.16,0.16,0.174937,
09/30/2010,533.165,533.165,,-430.518,430.518,102.647,0.0,-34.151,26.86,26.86,,7.291,68.496,-39.875,,31.497,,,8.378,28.621,-9.941,18.68,0.0,0.0,0.0,18.68,0.085,18.765,0.0,0.0,18.765,34.5017,15.8217,246.214,0.08,0.08,0.140474,247.523,0.08,0.08,0.140474,
12/31/2010,571.251,571.251,,-446.28,446.28,124.971,0.0,-20.973,23.654,23.654,,-2.681,103.998,-32.026,,31.915,,,0.111,71.972,-35.203,36.769,0.0,0.0,0.0,36.769,-0.314,36.455,0.0,0.0,36.455,34.28121,-2.48779,243.26,0.15,0.15,0.139633,245.066,0.15,0.15,0.139633,
03/31/2011,579.699,579.699,,-453.253,453.253,126.446,0.0,-29.253,28.833,28.833,,0.42,97.193,-33.199,,33.559,,,-0.36,63.994,-24.065,39.929,0.0,0.0,0.0,39.929,-1.165,38.764,0.0,0.0,38.764,23.9188,-16.0102,239.772,0.16,0.16,0.094898,242.052,0.16,0.16,0.093856,
06/30/2011,576.774,576.774,,-461.751,461.751,115.023,0.0,-34.528,24.685,24.685,,9.843,80.495,-35.668,,33.879,,,1.789,44.827,-18.089,26.738,0.0,0.0,0.0,26.738,-0.645,26.093,0.0,0.0,26.093,6.76305,-19.97495,238.498,0.11,0.11,0.025652,241.435,0.11,0.11,0.025652,
09/30/2011,572.999,572.999,,-465.949,465.949,107.05,0.0,-28.864,23.863,23.863,,5.001,78.186,-34.144,,33.038,,,1.106,44.042,-9.027,35.015,0.0,0.0,0.0,35.015,0.481,35.496,0.0,0.0,35.496,61.5026,26.4876,232.917,0.15,0.15,0.266119,235.513,0.15,0.15,0.262468,
