Date,Revenue,Revenue From Electric,Revenue from Gas,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2005,2800.0,1513.0,728.0,,0.0,559.0,-1583.0,1131.0,191.0,940.0,452.0,,,,1217.0,-825.0,,141.0,270.0,414.0,392.0,-98.0,,,7.0,110.0,107.0,-5.0,8.0,-5.0,294.0,-110.0,184.0,0.0,,,184.0,0.0,184.0,-3.0,0.0,181.0,181.0,,242.7,0.75,0.75,0.75,243.4,0.75,0.75,0.75,
06/30/2005,2395.0,1640.0,354.0,,0.0,401.0,-1298.0,1097.0,139.0,958.0,201.0,,,,1097.0,-832.0,,146.0,281.0,405.0,265.0,-105.0,,,0.0,114.0,113.0,0.0,1.0,-9.0,160.0,-39.0,121.0,3.0,,,118.0,0.0,118.0,-3.0,0.0,115.0,115.0,,243.4,0.47,0.48,0.48,244.2,0.47,0.48,0.48,
09/30/2005,3337.0,2502.0,232.0,,0.0,603.0,-1877.0,1744.0,222.0,1522.0,133.0,,,,1460.0,-890.0,,147.0,323.0,420.0,570.0,-107.0,,,0.0,120.0,111.0,0.0,9.0,-13.0,463.0,-173.0,290.0,2.0,,,288.0,0.0,288.0,-3.0,0.0,285.0,285.0,,244.4,1.17,1.17,1.17,245.4,1.16,1.17,1.17,
03/31/2006,3317.0,1759.0,843.0,,0.0,715.0,-1995.0,1439.0,255.0,1184.0,556.0,,,,1322.0,-909.0,,151.0,318.0,440.0,413.0,-122.0,,,1.0,126.0,113.0,-1.0,14.0,-3.0,291.0,-108.0,183.0,-1.0,,,184.0,0.0,184.0,-3.0,0.0,181.0,181.0,,245.5,0.74,0.74,0.86,246.5,0.74,0.74,0.86,
06/30/2006,2555.0,1666.0,349.0,,0.0,540.0,-1353.0,1164.0,145.0,1019.0,189.0,,,,1202.0,-889.0,,153.0,299.0,437.0,313.0,-119.0,,,1.0,130.0,119.0,-1.0,12.0,-10.0,194.0,-65.0,129.0,2.0,,,127.0,0.0,127.0,-3.0,0.0,124.0,124.0,,245.0,0.5,0.51,0.51,246.7,0.5,0.51,0.51,
09/30/2006,3441.0,2478.0,211.0,,0.0,752.0,-1887.0,1787.0,200.0,1587.0,100.0,,,,1554.0,-1039.0,0.0,155.0,328.0,556.0,515.0,-139.0,,,2.0,161.0,123.0,-2.0,40.0,-20.0,376.0,-142.0,234.0,0.0,,,234.0,0.0,234.0,-3.0,0.0,231.0,231.0,,249.0,0.93,0.93,0.95,250.0,0.92,0.92,0.94,
12/31/2006,2649.0,1731.0,446.0,,0.0,472.0,-1376.0,1139.0,-47.0,1186.0,237.0,,,,1273.0,-886.0,0.0,136.0,304.0,446.0,387.0,-90.0,,,2.0,93.0,86.0,-2.0,9.0,-1.0,297.0,-92.0,205.0,2.0,,,203.0,0.0,203.0,-2.0,0.0,201.0,201.0,,257.0,0.78,0.78,0.78,258.1,0.78,0.78,0.78,
03/31/2007,3357.0,1787.0,849.0,,0.0,721.0,-1851.0,1337.0,219.0,1118.0,514.0,,,,1506.0,-976.0,,158.0,328.0,490.0,530.0,-115.0,,,2.0,131.0,118.0,-2.0,15.0,-14.0,415.0,-154.0,261.0,2.0,,,259.0,0.0,259.0,-3.0,0.0,256.0,256.0,,258.0,0.99,1.0,1.02,259.100006,0.99,1.0,1.02,
06/30/2007,2957.0,1896.0,422.0,,0.0,639.0,-1640.0,1390.0,136.0,1254.0,250.0,,,,1317.0,-974.0,,160.0,317.0,497.0,343.0,-116.0,,,2.0,128.0,116.0,-2.0,14.0,-10.0,227.0,-76.0,151.0,-3.0,,,154.0,0.0,154.0,-3.0,0.0,151.0,151.0,,264.9,0.58,0.57,0.58,266.2,0.58,0.57,0.58,
09/30/2007,3579.0,2477.0,234.0,,0.0,868.0,-1984.0,1871.0,136.0,1735.0,113.0,,,,1595.0,-1050.0,,163.0,343.0,544.0,545.0,-106.0,,,2.0,129.0,116.0,-2.0,15.0,-21.0,439.0,-126.0,313.0,-2.0,,,315.0,0.0,315.0,-3.0,0.0,312.0,312.0,,271.0,1.15,1.14,1.18,272.0,1.15,1.14,1.18,
12/31/2007,3228.0,1951.0,520.0,,0.0,757.0,-1750.0,1454.0,133.0,1321.0,296.0,,,,1478.0,-1048.0,,164.0,335.0,549.0,430.0,-125.0,,,2.0,129.0,120.0,-4.0,13.0,-2.0,305.0,-96.0,209.0,-1.0,,,210.0,0.0,210.0,-3.0,0.0,207.0,207.0,,271.6,0.76,0.76,0.71,272.5,0.76,0.76,0.71,
03/31/2008,3577.0,1873.0,846.0,,0.0,858.0,-1989.0,1492.0,201.0,1291.0,497.0,,,,1588.0,-1051.0,,165.0,349.0,537.0,537.0,-87.0,,,2.0,126.0,113.0,-3.0,16.0,-37.0,450.0,-147.0,303.0,-3.0,,,306.0,0.0,306.0,-3.0,0.0,303.0,303.0,,272.200012,1.11,1.1,0.87,273.0,1.11,1.1,0.87,
06/30/2008,3149.0,1957.0,426.0,,0.0,766.0,-1729.0,1486.0,124.0,1362.0,243.0,,,,1420.0,-1082.0,,182.0,328.0,572.0,338.0,135.0,,,2.0,128.0,131.0,-3.0,0.0,-261.0,473.0,-190.0,283.0,-272.0,,,555.0,0.0,555.0,-3.0,0.0,552.0,552.0,,272.7,2.02,1.03,1.03,273.5,2.02,1.03,1.03,
09/30/2008,3858.0,2922.0,273.0,,0.0,663.0,-2327.0,2195.0,179.0,2016.0,132.0,,,,1531.0,-1129.0,,183.0,356.0,590.0,402.0,-125.0,,,2.0,139.0,135.0,-2.0,6.0,-12.0,277.0,-92.0,185.0,0.0,,,185.0,0.0,185.0,-3.0,0.0,182.0,182.0,,273.2,0.66,0.66,0.98,273.8,0.66,0.66,0.98,
12/31/2008,2998.0,1859.0,552.0,,178.0,409.0,-1539.0,1239.0,159.0,1080.0,300.0,,,,1459.0,-1078.0,,186.0,332.0,560.0,381.0,-140.0,,,2.0,150.0,140.0,-1.0,11.0,-8.0,241.0,-78.0,163.0,0.0,0.0,0.0,163.0,0.0,163.0,-3.0,0.0,160.0,160.0,0.0,273.6,0.58,0.58,0.58,274.2,0.58,0.58,0.58,
03/31/2009,3423.0,1803.0,888.0,,0.0,732.0,-1872.0,1374.0,235.0,1139.0,498.0,498.0,,0.0,1551.0,-1132.0,,192.0,359.0,581.0,419.0,-142.0,141.0,-3.0,3.0,144.0,142.0,-2.0,4.0,1.0,277.0,-94.0,183.0,0.0,0.0,0.0,183.0,0.0,183.0,-3.0,0.0,180.0,214.0,34.0,273.9,0.66,0.66,0.781307,274.5,0.66,0.66,0.781307,
06/30/2009,2845.0,1955.0,334.0,,0.0,556.0,-1287.0,1151.0,86.0,1065.0,136.0,136.0,,0.0,1558.0,-1186.0,,197.0,367.0,622.0,372.0,-139.0,152.0,-3.0,3.0,155.0,151.0,-2.0,6.0,-13.0,233.0,-80.0,153.0,0.0,0.0,0.0,153.0,0.0,153.0,-3.0,0.0,150.0,131.0,-19.0,274.5,0.55,0.55,0.477231,275.3,0.55,0.55,0.477231,
09/30/2009,3489.0,2604.0,208.0,,0.0,677.0,-1510.0,1421.0,83.0,1338.0,89.0,89.0,,0.0,1979.0,-1294.0,,200.0,418.0,676.0,685.0,-151.0,151.0,-4.0,4.0,155.0,148.0,-3.0,10.0,0.0,534.0,-195.0,339.0,0.0,0.0,0.0,339.0,0.0,339.0,-3.0,0.0,336.0,319.0,-17.0,275.1,1.22,1.22,1.159578,276.0,1.22,1.22,1.158406,
12/31/2009,3273.0,1958.0,513.0,,0.0,802.0,-1573.0,1333.0,99.0,1234.0,240.0,240.0,,0.0,1700.0,-1277.0,,201.0,400.0,676.0,423.0,-147.0,151.0,-5.0,5.0,156.0,149.0,-2.0,9.0,-4.0,276.0,-71.0,205.0,0.0,0.0,0.0,205.0,0.0,205.0,-3.0,0.0,202.0,203.0,1.0,276.9,0.73,0.73,0.733117,278.2,0.73,0.73,0.733117,
03/31/2010,3462.0,1889.0,773.0,,0.0,800.0,-1636.0,1293.0,150.0,1143.0,343.0,343.0,,0.0,1826.0,-1334.0,,204.0,428.0,702.0,492.0,-141.0,144.0,-5.0,5.0,149.0,150.0,-3.0,2.0,-3.0,351.0,-122.0,229.0,0.0,0.0,0.0,229.0,0.0,229.0,-3.0,0.0,226.0,264.0,38.0,281.4,0.8,0.8,0.938166,282.7,0.8,0.8,0.934418,
06/30/2010,3017.0,2256.0,274.0,,0.0,487.0,-1294.0,1227.0,87.0,1140.0,67.0,67.0,,0.0,1723.0,-1294.0,,211.0,405.0,678.0,429.0,-137.0,145.0,-4.0,4.0,149.0,148.0,-3.0,4.0,-8.0,292.0,-106.0,186.0,0.0,0.0,0.0,186.0,,186.0,-3.0,0.0,183.0,144.0,-39.0,282.0,0.65,0.65,0.510638,283.5,0.64,0.64,0.502434,
09/30/2010,3707.0,2814.0,229.0,,0.0,664.0,-1604.0,1531.0,106.0,1425.0,73.0,73.0,0.0,0.0,2103.0,-1398.0,,211.0,449.0,738.0,705.0,-147.0,153.0,-4.0,4.0,157.0,152.0,-2.0,7.0,-6.0,558.0,-205.0,353.0,0.0,0.0,0.0,353.0,0.0,353.0,-3.0,0.0,350.0,372.0,22.0,283.0,1.24,1.24,1.314488,284.6,1.23,1.23,1.307301,
12/31/2010,3140.0,2105.0,484.0,,0.0,551.0,-1198.0,1020.0,115.0,905.0,178.0,178.0,,0.0,1942.0,-1448.0,,215.0,440.0,793.0,494.0,-143.0,149.0,-3.0,3.0,152.0,147.0,-2.0,7.0,-6.0,351.0,-115.0,236.0,0.0,0.0,0.0,236.0,0.0,236.0,-3.0,0.0,233.0,201.0,-32.0,289.3,0.8,0.81,0.694781,291.0,0.8,0.8,0.690034,
03/31/2011,3349.0,1869.0,755.0,,0.0,725.0,-1349.0,1041.0,176.0,865.0,308.0,308.0,,0.0,2000.0,-1374.0,,218.0,458.0,698.0,626.0,-143.0,148.0,-4.0,4.0,152.0,147.0,-2.0,7.0,-5.0,483.0,-169.0,314.0,0.0,0.0,0.0,314.0,0.0,314.0,-3.0,0.0,311.0,289.0,-22.0,292.0,1.07,1.07,0.989726,293.6,1.06,1.06,0.985068,
06/30/2011,2993.0,2153.0,333.0,,0.0,507.0,-1199.0,1088.0,68.0,1020.0,111.0,111.0,,0.0,1794.0,-1396.0,,219.0,445.0,732.0,398.0,-147.0,150.0,-2.0,2.0,152.0,146.0,-1.0,7.0,-3.0,251.0,-83.0,168.0,0.0,0.0,0.0,168.0,0.0,168.0,-3.0,0.0,165.0,166.0,1.0,292.7,0.57,0.57,0.567134,294.3,0.56,0.56,0.563398,
09/30/2011,3629.0,2861.0,220.0,,0.0,548.0,-1385.0,1312.0,73.0,1239.0,73.0,73.0,0.0,0.0,2244.0,-1488.0,,222.0,483.0,783.0,756.0,-145.0,142.0,-2.0,2.0,144.0,145.0,-1.0,0.0,3.0,611.0,-225.0,386.0,0.0,0.0,0.0,386.0,0.0,386.0,-3.0,0.0,383.0,390.0,7.0,292.9,1.31,1.31,1.331512,294.6,1.3,1.3,1.323761,
12/31/2011,2915.0,1983.0,426.0,,0.0,506.0,-1069.0,938.0,95.0,843.0,131.0,131.0,,0.0,1846.0,-1387.0,,225.0,406.0,756.0,459.0,-142.0,142.0,-4.0,4.0,146.0,145.0,-2.0,3.0,0.0,317.0,-124.0,193.0,0.0,0.0,0.0,193.0,0.0,193.0,-3.0,0.0,190.0,219.0,29.0,292.9,0.65,0.65,0.747695,294.8,0.65,0.65,0.747695,
03/31/2012,3078.0,1862.0,645.0,,0.0,571.0,-1085.0,889.0,108.0,781.0,196.0,196.0,,0.0,1993.0,-1432.0,,233.0,450.0,749.0,561.0,-147.0,150.0,,,150.0,145.0,,5.0,-3.0,414.0,-134.0,280.0,0.0,0.0,0.0,280.0,0.0,280.0,-3.0,0.0,277.0,295.0,18.0,292.9,0.95,0.95,1.00717,294.5,0.94,0.94,1.001121,
06/30/2012,2771.0,2090.0,300.0,,0.0,381.0,-837.0,775.0,46.0,729.0,62.0,62.0,,0.0,1934.0,-1459.0,,236.0,433.0,790.0,475.0,-155.0,151.0,-2.0,2.0,153.0,149.0,-1.0,5.0,4.0,320.0,-106.0,214.0,0.0,0.0,0.0,214.0,0.0,214.0,,0.0,214.0,178.0,-36.0,292.9,0.73,0.73,0.607716,294.4,0.73,0.73,0.607716,
09/30/2012,3438.0,2810.0,216.0,,,412.0,-1045.0,989.0,59.0,930.0,56.0,56.0,,,2393.0,-1542.0,,240.0,476.0,826.0,851.0,-150.0,151.0,-1.0,1.0,152.0,146.0,,6.0,-1.0,701.0,-261.0,440.0,0.0,0.0,0.0,440.0,0.0,440.0,,0.0,440.0,423.0,-17.0,292.9,1.5,1.5,1.444179,294.6,1.49,1.49,1.432295,
12/31/2012,2901.0,2003.0,458.0,,0.0,440.0,-920.0,773.0,97.0,676.0,147.0,147.0,,0.0,1981.0,-1528.0,,246.0,465.0,817.0,453.0,-146.0,147.0,-1.0,1.0,148.0,145.0,-1.0,4.0,-1.0,307.0,-100.0,207.0,0.0,0.0,0.0,207.0,0.0,207.0,0.0,0.0,207.0,203.0,-4.0,292.9,0.71,0.71,0.693069,294.5,0.7,0.7,0.686418,
03/31/2013,3184.0,1958.0,742.0,,0.0,484.0,-1104.0,854.0,147.0,707.0,250.0,250.0,,0.0,2080.0,-1554.0,,251.0,473.0,830.0,526.0,-277.0,278.0,-1.0,1.0,279.0,143.0,,136.0,-1.0,249.0,-57.0,192.0,0.0,0.0,0.0,192.0,0.0,192.0,0.0,0.0,192.0,301.0,109.0,292.9,0.66,0.66,1.027654,294.2,0.65,0.65,1.020496,
06/30/2013,2818.0,2018.0,366.0,,0.0,434.0,-944.0,826.0,58.0,768.0,118.0,118.0,,0.0,1874.0,-1488.0,,255.0,457.0,776.0,386.0,-149.0,150.0,-1.0,1.0,151.0,145.0,,6.0,-1.0,237.0,-65.0,172.0,0.0,0.0,0.0,172.0,0.0,172.0,0.0,0.0,172.0,160.0,-12.0,292.9,0.59,0.59,0.546262,294.3,0.59,0.59,0.546262,
09/30/2013,3484.0,2822.0,225.0,,0.0,437.0,-1076.0,1002.0,56.0,946.0,74.0,74.0,,0.0,2408.0,-1553.0,,258.0,500.0,795.0,855.0,-141.0,145.0,-1.0,1.0,146.0,145.0,-1.0,2.0,-4.0,714.0,-250.0,464.0,0.0,0.0,0.0,464.0,0.0,464.0,0.0,0.0,464.0,434.0,-30.0,292.9,1.58,1.58,1.481734,294.3,1.58,1.58,1.478063,
12/31/2013,2868.0,1957.0,488.0,,0.0,423.0,-929.0,737.0,60.0,677.0,192.0,192.0,0.0,0.0,1939.0,-1462.0,,261.0,464.0,737.0,477.0,-139.0,142.0,-2.0,2.0,144.0,145.0,-1.0,,-3.0,338.0,-104.0,234.0,0.0,0.0,0.0,234.0,0.0,234.0,0.0,0.0,234.0,187.0,-47.0,292.9,0.8,0.8,0.638443,294.4,0.79,0.79,0.630353,
03/31/2014,3789.0,2237.0,882.0,,0.0,670.0,-1519.0,1119.0,156.0,963.0,400.0,400.0,,0.0,2270.0,-1585.0,,261.0,499.0,825.0,685.0,-126.0,135.0,-1.0,1.0,136.0,146.0,-1.0,-9.0,-9.0,559.0,-198.0,361.0,0.0,0.0,0.0,361.0,0.0,361.0,0.0,0.0,361.0,350.0,-11.0,292.9,1.23,1.23,1.194947,294.1,1.23,1.23,1.192598,
06/30/2014,2911.0,2134.0,395.0,,98.0,284.0,-968.0,817.0,34.0,783.0,151.0,151.0,,0.0,1943.0,-1488.0,,265.0,467.0,756.0,455.0,-141.0,149.0,-1.0,1.0,150.0,147.0,-1.0,4.0,-8.0,314.0,-102.0,212.0,0.0,0.0,0.0,212.0,0.0,212.0,0.0,0.0,212.0,189.0,-23.0,292.9,0.73,0.73,0.645271,294.0,0.72,0.72,0.641769,
09/30/2014,3390.0,2786.0,237.0,,46.0,321.0,-992.0,916.0,41.0,875.0,76.0,76.0,,0.0,2398.0,-1579.0,,270.0,452.0,857.0,819.0,-124.0,149.0,-1.0,1.0,150.0,145.0,,5.0,-25.0,695.0,-259.0,436.0,0.0,0.0,0.0,436.0,,436.0,0.0,0.0,436.0,436.0,0.0,292.9,1.49,1.49,1.49,294.0,1.48,1.48,1.48,
12/31/2014,2829.0,1956.0,420.0,,0.0,453.0,-1035.0,851.0,54.0,797.0,184.0,184.0,,0.0,1794.0,-1544.0,,275.0,458.0,811.0,250.0,-160.0,158.0,2.0,-2.0,156.0,149.0,1.0,6.0,2.0,90.0,-9.0,81.0,0.0,0.0,0.0,81.0,,81.0,0.0,0.0,81.0,157.0,76.0,292.9,0.28,0.28,0.536019,294.0,0.28,0.28,0.536019,
03/31/2015,3616.0,2135.0,732.0,,0.0,749.0,-1300.0,1038.0,154.0,884.0,262.0,262.0,0.0,0.0,2316.0,-1590.0,,279.0,497.0,814.0,726.0,-157.0,160.0,-1.0,1.0,161.0,156.0,-1.0,6.0,-3.0,569.0,-199.0,370.0,0.0,0.0,0.0,370.0,,370.0,0.0,0.0,370.0,365.0,-5.0,292.9,1.26,1.26,1.246159,293.9,1.26,1.26,1.242987,
06/30/2015,2788.0,2040.0,324.0,,0.0,424.0,-780.0,691.0,31.0,660.0,89.0,89.0,,0.0,2008.0,-1536.0,,276.0,458.0,802.0,472.0,-152.0,161.0,-1.0,1.0,162.0,156.0,-1.0,7.0,-9.0,320.0,-101.0,219.0,0.0,0.0,0.0,219.0,,219.0,0.0,0.0,219.0,228.0,9.0,292.9,0.75,0.75,0.778423,294.0,0.74,0.74,0.770612,
09/30/2015,3443.0,2762.0,237.0,,0.0,444.0,-955.0,891.0,31.0,860.0,64.0,64.0,0.0,0.0,2488.0,-1658.0,,285.0,504.0,869.0,830.0,-153.0,161.0,-1.0,1.0,162.0,157.0,-1.0,6.0,-8.0,677.0,-249.0,428.0,0.0,0.0,0.0,428.0,,428.0,0.0,0.0,428.0,424.0,-4.0,292.9,1.46,1.46,1.447593,294.2,1.45,1.45,1.436404,
12/31/2015,2707.0,1895.0,416.0,,0.0,396.0,-681.0,602.0,32.0,570.0,79.0,79.0,0.0,0.0,2026.0,-1627.0,,290.0,478.0,859.0,399.0,-166.0,166.0,-1.0,1.0,167.0,163.0,-1.0,5.0,0.0,233.0,-57.0,176.0,0.0,0.0,0.0,176.0,,176.0,0.0,0.0,176.0,178.0,2.0,293.2,0.6,0.6,0.607094,294.6,0.6,0.6,0.606789,
03/31/2016,3156.0,1912.0,676.0,,0.0,568.0,-920.0,762.0,71.0,691.0,158.0,158.0,,0.0,2236.0,-1594.0,,297.0,510.0,787.0,642.0,-168.0,167.0,-2.0,2.0,169.0,163.0,-1.0,7.0,1.0,474.0,-164.0,310.0,0.0,0.0,0.0,310.0,,310.0,0.0,0.0,310.0,348.0,38.0,293.7,1.05,1.05,1.184883,294.8,1.05,1.05,1.178901,
06/30/2016,2794.0,2035.0,421.0,421.0,0.0,338.0,-672.0,591.0,33.0,558.0,81.0,81.0,0.0,0.0,2122.0,-1607.0,,302.0,485.0,820.0,515.0,-159.0,168.0,-2.0,2.0,170.0,167.0,-2.0,5.0,-9.0,356.0,-124.0,232.0,0.0,0.0,0.0,232.0,,232.0,0.0,0.0,232.0,179.0,-53.0,299.1,0.78,0.78,0.598462,300.4,0.77,0.77,0.593569,
09/30/2016,3417.0,2769.0,235.0,,0.0,413.0,-908.0,827.0,29.0,798.0,81.0,81.0,0.0,0.0,2509.0,-1569.0,,305.0,528.0,736.0,940.0,-129.0,175.0,-3.0,3.0,178.0,174.0,-1.0,5.0,-46.0,811.0,-314.0,497.0,0.0,0.0,0.0,497.0,,497.0,0.0,0.0,497.0,460.0,-37.0,304.5,1.63,1.63,1.510673,305.9,1.62,1.62,1.499045,
12/31/2016,2707.0,2024.0,446.0,,0.0,237.0,-589.0,431.0,39.0,392.0,158.0,158.0,0.0,0.0,2118.0,-1640.0,,311.0,508.0,821.0,478.0,-175.0,176.0,-2.0,2.0,178.0,173.0,-2.0,7.0,-1.0,303.0,-96.0,207.0,0.0,0.0,0.0,207.0,,207.0,0.0,0.0,207.0,211.0,4.0,304.8,0.68,0.68,0.692257,306.2,0.67,0.67,0.683063,
03/31/2017,3228.0,1934.0,862.0,,0.0,432.0,-806.0,485.0,100.0,385.0,321.0,321.0,,0.0,2422.0,-1651.0,,329.0,542.0,780.0,771.0,-156.0,179.0,-2.0,2.0,181.0,178.0,-1.0,4.0,-23.0,615.0,-227.0,388.0,0.0,0.0,0.0,388.0,,388.0,0.0,0.0,388.0,386.0,-2.0,305.1,1.27,1.27,1.265159,306.3,1.27,1.27,1.26347,
06/30/2017,2633.0,1965.0,435.0,,0.0,233.0,-595.0,446.0,38.0,408.0,149.0,149.0,,0.0,2038.0,-1574.0,,332.0,511.0,731.0,464.0,-187.0,178.0,-2.0,2.0,180.0,179.0,-2.0,3.0,9.0,277.0,-102.0,175.0,0.0,0.0,0.0,175.0,,175.0,0.0,0.0,175.0,178.0,3.0,305.4,0.57,0.57,0.582842,306.8,0.57,0.57,0.579778,
09/30/2017,3211.0,2675.0,296.0,,0.0,240.0,-605.0,490.0,30.0,460.0,115.0,115.0,0.0,0.0,2606.0,-1692.0,,337.0,544.0,811.0,914.0,-187.0,182.0,-3.0,3.0,185.0,183.0,-2.0,4.0,5.0,727.0,-270.0,457.0,0.0,0.0,0.0,457.0,,457.0,0.0,0.0,457.0,453.0,-4.0,307.8,1.48,1.48,1.471735,309.3,1.48,1.48,1.467068,
12/31/2017,2961.0,2039.0,540.0,,0.0,382.0,-619.0,395.0,47.0,348.0,224.0,224.0,,0.0,2342.0,-1798.0,,342.0,558.0,898.0,544.0,-167.0,181.0,-4.0,4.0,185.0,187.0,-2.0,0.0,-14.0,377.0,128.0,505.0,0.0,0.0,0.0,505.0,,505.0,0.0,0.0,505.0,247.0,-258.0,310.1,1.63,1.63,0.796517,311.8,1.62,1.62,0.792547,
03/31/2018,3364.0,1877.0,939.0,,0.0,548.0,-855.0,477.0,124.0,353.0,378.0,378.0,,0.0,2509.0,-1754.0,,348.0,570.0,836.0,755.0,-210.0,191.0,-4.0,4.0,195.0,190.0,-2.0,7.0,19.0,545.0,-117.0,428.0,0.0,0.0,0.0,428.0,,428.0,0.0,0.0,428.0,428.0,0.0,310.4,1.38,1.38,1.38,311.6,1.37,1.37,1.37,
06/30/2018,2696.0,1951.0,489.0,,0.0,256.0,-620.0,426.0,38.0,388.0,194.0,194.0,,0.0,2076.0,-1650.0,,354.0,540.0,756.0,426.0,-200.0,194.0,-3.0,3.0,197.0,190.0,-2.0,9.0,6.0,226.0,-38.0,188.0,0.0,0.0,0.0,188.0,,188.0,0.0,0.0,188.0,189.0,1.0,310.8,0.6,0.6,0.608108,311.9,0.6,0.6,0.603206,
09/30/2018,3328.0,2783.0,298.0,,0.0,247.0,-748.0,584.0,39.0,545.0,164.0,164.0,0.0,0.0,2580.0,-1754.0,,360.0,597.0,797.0,826.0,-216.0,201.0,-4.0,4.0,205.0,195.0,-3.0,13.0,15.0,610.0,-175.0,435.0,0.0,0.0,0.0,435.0,,435.0,0.0,0.0,435.0,489.0,54.0,311.1,1.4,1.4,1.571842,312.3,1.39,1.39,1.562911,
12/31/2018,2949.0,2001.0,601.0,,0.0,347.0,-725.0,419.0,62.0,357.0,306.0,306.0,,0.0,2224.0,-1567.0,,377.0,559.0,631.0,657.0,-255.0,221.0,-1.0,1.0,222.0,204.0,-3.0,21.0,34.0,402.0,-71.0,331.0,0.0,0.0,0.0,331.0,,331.0,0.0,0.0,331.0,243.0,-88.0,313.8,1.06,1.06,0.774379,315.0,1.05,1.05,0.770635,
03/31/2019,3514.0,1941.0,1034.0,,0.0,539.0,-916.0,474.0,106.0,368.0,442.0,442.0,,0.0,2598.0,-1812.0,,413.0,605.0,794.0,786.0,-233.0,244.0,-3.0,3.0,247.0,221.0,-3.0,29.0,-11.0,553.0,-108.0,445.0,0.0,0.0,0.0,445.0,-21.0,424.0,0.0,0.0,424.0,444.05,20.05,322.5,1.31,1.31,1.376899,323.4,1.31,1.31,1.371998,
06/30/2019,2744.0,1971.0,449.0,,0.0,324.0,-509.0,378.0,26.0,352.0,131.0,131.0,,0.0,2235.0,-1777.0,,418.0,578.0,781.0,458.0,-260.0,259.0,-4.0,4.0,263.0,219.0,-3.0,47.0,1.0,198.0,-19.0,179.0,0.0,0.0,0.0,179.0,-27.0,152.0,0.0,0.0,152.0,189.0,37.0,328.3,0.46,0.46,0.575693,329.2,0.46,0.46,0.572394,
09/30/2019,3365.0,2753.0,306.0,,0.0,306.0,-612.0,514.0,31.0,483.0,98.0,98.0,0.0,0.0,2753.0,-1886.0,,421.0,618.0,847.0,867.0,-248.0,258.0,-4.0,4.0,262.0,220.0,-3.0,45.0,-10.0,619.0,-116.0,503.0,0.0,0.0,0.0,503.0,-30.0,473.0,0.0,0.0,473.0,513.0,40.0,332.2,1.42,1.42,1.54425,333.2,1.42,1.42,1.540048,
12/31/2019,2951.0,2029.0,600.0,,0.0,322.0,-595.0,386.0,43.0,343.0,209.0,209.0,,0.0,2356.0,-1791.0,,432.0,606.0,753.0,565.0,-200.0,217.0,-3.0,3.0,220.0,229.0,-3.0,-6.0,-17.0,365.0,-52.0,313.0,0.0,0.0,0.0,313.0,-18.0,295.0,0.0,0.0,295.0,288.0,-7.0,332.5,0.89,0.89,0.866165,333.6,0.88,0.88,0.859017,
03/31/2020,3234.0,1906.0,931.0,,0.0,397.0,-618.0,386.0,78.0,308.0,232.0,232.0,,0.0,2616.0,-1808.0,,470.0,638.0,700.0,808.0,-361.0,317.0,-5.0,5.0,322.0,224.0,-3.0,101.0,44.0,447.0,-55.0,392.0,0.0,0.0,0.0,392.0,-17.0,375.0,0.0,0.0,375.0,451.0,76.0,333.6,1.13,1.13,1.351918,334.6,1.12,1.12,1.347137,
06/30/2020,2719.0,1983.0,453.0,,0.0,283.0,-480.0,403.0,23.0,380.0,77.0,77.0,,0.0,2239.0,-1760.0,,476.0,604.0,680.0,479.0,-268.0,242.0,-5.0,5.0,247.0,234.0,-2.0,15.0,26.0,211.0,-9.0,202.0,0.0,0.0,0.0,202.0,-12.0,190.0,0.0,0.0,190.0,201.0,11.0,334.1,0.57,0.57,0.601616,335.0,0.57,0.57,0.601616,
09/30/2020,3428.667,,,,,,,,,,,,,,,,,,,,870.333,,,,,,,,,,691.0,,522.2,,,,,,522.2,,,522.2,517.0,,,1.538,1.538,1.519,,1.538,1.538,1.519,
12/31/2020,3108.167,,,,,,,,,,,,,,,,,,,,497.333,,,,,,,,,,373.0,,278.0,,,,,,278.0,,,278.0,266.0,,,0.865,0.865,0.781,,0.865,0.865,0.781,
