Date,Revenue,Revenue From Electric,Revenue from Gas,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1999,1776.586,1193.5,381.342,,,201.744,-585.897,405.366,117.54,287.826,180.531,,,,1190.689,-830.487,105.426,132.709,300.38,291.972,360.202,-78.422,,,0.972,80.223,75.843,-0.454,4.834,-0.829,281.78,-101.735,180.045,,,,180.045,0.0,180.045,-3.398,,176.647,176.647,,230.997,0.76,0.76,0.76,230.997,0.76,0.76,0.76,
06/30/1999,1479.081,1162.543,189.7,,,126.838,-480.89,402.878,121.427,281.451,78.012,,,,998.191,-800.302,107.089,133.615,284.979,274.619,197.889,-79.889,,,0.937,79.855,75.82,-0.438,4.473,0.971,118.0,-48.204,69.796,,,,69.796,0.0,69.796,-3.398,,66.398,66.398,,225.982,0.3,0.3,0.3,225.982,0.3,0.3,0.3,
09/30/1999,2346.241,2005.523,154.548,,,186.17,-838.934,757.762,110.402,647.36,81.172,,,,1507.307,-893.438,115.753,134.47,317.826,325.389,613.869,-83.879,,,0.859,89.212,84.498,-0.457,5.171,-4.474,529.99,-190.585,339.405,,,,339.405,,339.405,-3.399,,336.006,336.006,,220.293,1.5,1.5,1.5,220.293,1.5,1.5,1.5,
12/31/1999,1963.376953,1430.977051,274.613007,,0.0,257.786987,-833.507019,688.066986,80.681,607.385986,145.440002,,,,1129.869934,-808.353027,105.168999,125.356003,276.610992,301.217987,321.516998,-138.241001,,,1.042,88.083,83.232002,-0.546,5.397,51.200001,183.275997,-58.313,124.962997,0.0,,,124.962998,0.0,124.962997,-3.399,,121.563998,121.563998,,216.311996,0.58,0.58,0.58,216.311996,0.57,0.57,0.57,
03/31/2000,2318.591,1512.248,469.473,,0.0,336.87,-1081.724,815.426,86.265,729.161,266.298,,,,1236.867,-852.733,106.832,142.722,291.081,312.098,384.134,-89.976,,,-0.577,93.554,83.313,-1.755,11.996,-4.155,294.158,-102.625,191.533,0.0,,,191.533,0.0,191.533,-3.398,,188.135,188.135,,212.641,0.88,0.88,0.88,212.641,0.88,0.88,0.88,
06/30/2000,2041.894,1531.262,247.016,,0.0,263.616,-998.608,834.07,47.381,786.689,164.538,,,,1043.286,-838.972,128.14,145.618,275.349,289.865,204.314,-100.234,,,0.485,99.185,87.658,-1.032,12.559,1.534,104.08,-31.936,72.144,0.0,,,72.144,0.0,72.144,-3.398,,68.746,68.746,,211.966,0.33,0.33,0.33,212.074,0.33,0.33,0.33,
09/30/2000,2820.779,2328.22,177.891,,0.0,314.668,-1445.915,1313.994,105.544,1208.45,131.921,,,,1374.864,-859.261,114.971,150.786,330.041,263.463,515.603,-99.528,,,0.542,108.15,95.399,-1.148,13.899,-8.08,416.075,-132.805,283.27,0.0,,,283.27,0.0,283.27,-3.399,,279.871,279.871,,211.974,1.32,1.32,1.4,212.069,1.32,1.32,1.4,
12/31/2000,2250.125977,1566.397949,367.589996,,0.0,316.139008,-1258.323975,1030.175987,111.625999,918.549988,228.147995,,,,991.802002,-761.927979,108.102997,147.281006,225.371994,281.171997,229.875,-140.591998,,,0.849,106.556,97.624001,-2.141,11.073,34.884998,89.283002,-39.801998,49.480999,0.0,,,49.481004,0.0,49.480999,-3.398,,46.082999,46.082999,,212.003998,0.22,0.22,0.53,212.003998,0.21,0.21,0.52,
03/31/2001,2886.264,1707.374,701.819,,,477.071,-1649.852,1192.663,184.057,1008.606,457.189,,,,1236.412,-832.746,128.446,135.084,307.808,261.408,403.666,-103.981,,,0.243,108.157,99.208,-1.538,10.487,-3.933,299.685,-117.173,182.512,,,,182.512,,182.512,-3.398,0.0,179.114,179.114,,212.039556,0.84,0.84,0.84,212.697492,0.84,0.84,0.84,
06/30/2001,2112.215,1531.949,305.394,,0.0,274.872,-1020.601,852.046,46.019,806.027,168.555,,,,1091.614,-789.075,116.341,136.868,256.484,279.382,302.539,-113.299,,,0.258,106.207,98.355,-1.684,9.536,7.35,189.24,-85.166,104.074,0.0,,,104.074,0.0,104.074,-3.398,0.0,100.676,100.676,,212.115,0.48,0.48,0.48,212.555,0.48,0.48,0.48,
09/30/2001,2627.556,2247.336,166.601,,0.0,213.619,-1258.755,1171.887,99.845,1072.042,86.868,,,,1368.801,-806.321,101.128,133.011,313.583,258.599,562.48,-105.671,,,0.286,107.883,100.587,-1.934,9.23,-1.926,456.809,-176.069,280.74,0.0,,,280.74,0.0,280.74,-3.398,0.0,277.342,277.342,,212.206033,1.31,1.31,1.31,213.170793,1.3,1.3,1.3,
12/31/2001,1942.603,1401.204,292.143,,0.0,249.256,-889.898,753.928,52.698,701.23,135.97,,,,1052.705,-729.176,84.377,121.244,261.077,262.478,323.529,-110.309,,,0.494,108.634,98.799,-2.734,12.569,2.169,213.22,-84.712,128.508,0.0,,,128.508,0.0,128.508,-3.398,,125.11,125.11,,212.231,0.59,0.59,0.59,213.145,0.59,0.59,0.59,
03/31/2002,2056.0,1301.0,474.0,,0.0,281.0,-965.0,735.0,65.0,670.0,230.0,,,,1091.0,-724.0,100.0,120.0,267.0,237.0,367.0,-88.0,,,4.0,105.0,94.0,0.0,11.0,-13.0,279.0,-110.0,169.0,,,,169.0,0.0,169.0,-3.0,-20.0,146.0,146.0,,212.3,0.68,0.68,0.68,213.3,0.68,0.68,0.68,
06/30/2002,1848.0,1400.0,242.0,,0.0,206.0,-868.0,749.0,47.0,702.0,119.0,,,,980.0,-719.0,99.0,122.0,269.0,229.0,261.0,-99.0,,,2.0,105.0,99.0,-2.0,8.0,-4.0,162.0,-61.0,101.0,0.0,,,101.0,0.0,101.0,-3.0,0.0,98.0,98.0,,212.8,0.46,0.46,0.46,213.9,0.46,0.46,0.46,
09/30/2002,2539.49,2127.038,156.029,,0.0,256.423,-1221.916,1147.379,83.462,1063.917,74.537,,,,1317.574,-750.277,98.757,126.162,301.163,224.195,567.297,-99.553,,,1.983,109.082,102.619,-1.697,8.16,-7.546,467.744,-181.202,286.542,0.0,,,286.542,0.0,286.542,-2.831,,283.711,283.711,,213.219,1.34,1.34,1.34,214.22,1.33,1.33,1.33,
12/31/2002,2057.028,1424.026,331.785,,0.0,301.217,-1032.097,861.327,93.987,767.34,170.77,,,,1024.931,-762.314,89.96,125.822,276.532,270.0,262.617,-93.162,,,1.866,121.925,89.514,-1.321,33.732,-26.897,169.455,-46.424,123.031,1.879,,,121.152,0.0,121.152,-2.831,,118.321,118.321,,213.674,0.55,0.56,0.56,214.755,0.55,0.56,0.56,
03/31/2003,2570.0,1493.0,620.0,,0.0,457.0,-1413.0,1050.0,185.0,865.0,363.0,,,,1157.0,-801.0,92.0,129.0,284.0,296.0,356.0,-100.0,,,0.0,106.0,100.0,-2.0,8.0,-6.0,256.0,-99.0,157.0,0.0,,,157.0,0.0,157.0,-3.0,0.0,154.0,154.0,,214.2,0.72,0.72,0.72,215.1,0.72,0.72,0.72,
06/30/2003,2176.0,1561.0,326.0,,0.0,289.0,-1201.0,1008.0,102.0,906.0,193.0,,,,975.0,-770.0,91.0,130.0,270.0,370.0,205.0,-95.0,,,4.0,104.0,99.0,-3.0,8.0,-5.0,110.0,-41.0,69.0,0.0,,,69.0,0.0,69.0,-3.0,0.0,66.0,66.0,,219.3,0.29,0.29,0.29,220.3,0.29,0.29,0.29,
09/30/2003,2801.0,2249.0,184.0,,0.0,368.0,-1452.0,1351.0,131.0,1220.0,101.0,,,,1349.0,-815.0,94.0,134.0,295.0,292.0,534.0,-101.0,,,4.0,108.0,102.0,-3.0,9.0,-3.0,433.0,-173.0,260.0,0.0,,,260.0,0.0,260.0,-3.0,,257.0,257.0,,225.0,1.17,1.17,1.17,226.0,1.16,1.16,1.16,
12/31/2003,2279.0,1559.0,362.0,,0.0,358.0,-1213.0,1023.0,87.0,936.0,190.0,,,,1066.0,-744.0,75.0,136.0,267.0,266.0,322.0,-262.0,,,5.0,117.0,101.0,-4.0,20.0,150.0,60.0,-10.0,50.0,-3.0,,,53.0,0.0,53.0,-3.0,,50.0,50.0,,225.5,0.21,0.19,0.65,226.5,0.21,0.19,0.65,
03/31/2004,2685.0,1539.0,645.0,,0.0,501.0,-1516.0,1116.0,185.0,931.0,400.0,,,,1169.0,-809.0,,137.0,282.0,390.0,360.0,-97.0,,,6.0,114.0,114.0,0.0,0.0,-11.0,263.0,-105.0,158.0,0.0,,,158.0,0.0,158.0,-3.0,0.0,155.0,155.0,,226.2,0.69,0.69,0.69,227.5,0.68,0.68,0.68,
06/30/2004,2164.0,1531.0,283.0,,0.0,350.0,-1184.0,1029.0,139.0,890.0,155.0,,,,980.0,-751.0,,137.0,255.0,359.0,229.0,-91.0,,,6.0,108.0,106.0,-4.0,6.0,-11.0,138.0,-46.0,92.0,3.0,,,89.0,0.0,89.0,-3.0,0.0,86.0,86.0,,234.0,0.37,0.38,0.38,234.9,0.37,0.38,0.38,
09/30/2004,2734.0,2168.0,182.0,,0.0,384.0,-1449.0,1363.0,148.0,1215.0,86.0,,,,1285.0,-802.0,,140.0,278.0,384.0,483.0,-77.0,,,6.0,109.0,105.0,-4.0,8.0,-26.0,406.0,-153.0,253.0,4.0,,,249.0,0.0,249.0,-3.0,0.0,246.0,246.0,,241.5,1.02,1.04,1.04,242.2,1.01,1.03,1.03,
12/31/2004,4362.0,2828.0,792.0,,,742.0,-2530.0,2112.0,260.0,1852.0,418.0,,,,1832.0,-1554.0,746.0,278.0,530.0,,278.0,-212.0,,,14.0,224.0,212.0,-10.0,22.0,2.0,66.0,44.0,110.0,2.0,,,108.0,,108.0,-6.0,0.0,102.0,102.0,,484.4,0.42,0.44,0.44,485.8,0.42,0.44,0.44,
