Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1992,15.371,15.371,15.371,,28.816408,7.272071,4.348969,1.83,1.83,1.83,1.83,1.83,1.83,,8.886995,8.886995,3.736972,77.924858,,172.30675,
06/30/1992,15.371,15.371,15.371,,27.384359,6.185739,3.255351,1.16,1.16,1.16,1.16,1.16,1.16,,-6.752391,-6.752391,2.199597,79.051132,,174.132714,
09/30/1992,15.371,15.371,15.371,,31.842105,8.097911,5.190553,2.41,2.41,2.41,2.41,2.41,2.41,,10.003252,10.003252,0.630863,81.455987,,175.013072,
12/31/1992,15.371,15.371,15.371,,27.373886,5.424956,2.654674,0.9,0.9,0.9,0.9,0.9,0.9,,7.200312,7.200312,0.009108,80.302319,,179.942088,
03/31/1993,15.371,15.371,15.371,,29.18704,7.193546,4.106694,1.7,1.7,1.7,1.7,1.7,1.7,,5.453972,5.453972,9.201288,82.001884,,180.000904,
06/30/1993,15.371,15.371,15.371,,30.144688,7.810162,4.510312,1.75,1.75,1.75,1.75,1.75,1.75,,-10.956802,-10.956802,0.143062,81.796626,,179.370039,
09/30/1993,15.371,15.371,15.371,,37.490599,12.347537,9.107085,4.65,4.65,4.65,4.65,4.65,4.65,,15.40726,15.40726,0.9434,86.305182,,180.00065,
12/31/1993,15.371,15.371,15.371,,29.123219,7.397697,4.065318,1.11,1.11,1.11,1.11,1.11,1.11,,7.442652,7.442652,1.125561,85.461058,,180.670682,
03/31/1994,15.371,15.371,15.371,,31.677184,9.482076,6.035717,3.21,3.21,3.21,3.21,3.21,3.21,,9.737037,9.737037,4.134734,86.07247,,181.735921,
06/30/1994,15.371,15.371,15.371,,29.854726,5.224644,1.911652,0.1,0.1,0.1,0.1,0.1,0.1,,-7.822588,-7.822588,0.193937,84.216768,,182.310972,
09/30/1994,15.371,15.371,15.371,,36.941449,12.257693,8.904951,4.61,4.61,4.61,4.61,4.61,4.61,,13.066814,13.066814,0.062,86.875997,,183.27532,
12/31/1994,15.371,15.371,15.371,,28.546677,8.156854,4.618372,1.71,1.71,1.71,1.71,1.71,1.71,,8.18613,8.18613,0.067725,88.586816,,187.39477,
03/31/1995,15.371,15.371,15.371,,30.449157,7.913278,4.52547,2.12,2.12,2.12,2.12,2.12,2.12,,8.962071,5.56522,1.253139,90.701969,,187.079235,
06/30/1995,15.371,15.371,15.371,,29.476351,8.5364,5.092382,2.16,2.16,2.16,2.16,2.16,2.16,,-7.925574,-11.531845,0.066619,90.582329,,187.303744,
09/30/1995,15.371,15.371,15.371,,40.692147,14.532691,11.10188,5.98,5.98,5.98,5.98,5.98,5.98,,12.464056,8.531195,0.535164,93.631057,,188.288327,
12/31/1995,15.371,15.371,15.371,,31.834884,7.736647,4.167458,1.75,1.75,1.75,1.75,1.75,1.75,,9.222823,4.766314,0.059983,96.366664,,189.348308,
03/31/1996,15.371,15.371,15.371,,34.433282,10.714397,6.696051,3.31,3.31,3.31,3.31,3.31,3.31,,11.497105,8.196018,5.588381,99.678743,,190.12595,
06/30/1996,15.371,15.371,15.371,,30.959859,9.551688,5.650771,2.42,2.42,2.42,2.42,2.42,2.42,,-9.729946,-12.004164,0.302713,98.847242,,190.404986,
09/30/1996,15.371,15.371,15.371,,37.621103,8.456574,4.250862,1.59,1.59,1.59,1.59,1.59,1.59,,12.998113,9.888687,0.190293,97.17897,,190.753955,
12/31/1996,15.371,15.371,15.371,,30.868908,8.617136,4.766313,2.0,2.0,2.0,2.0,2.0,2.0,,8.173899,2.687333,0.085941,96.90215,,190.923429,
