Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,0.667,,,,,,,-3.507,,,,-2.84,-0.118,,0.0,,0.0,,0.118,-2.958,0.0,-2.958,0.0,,,-2.958,0.0,-2.958,-0.076,,-3.034,-3.034,,216.02401,-0.014167,-0.014167,-0.014167,216.02401,-0.014167,-0.014167,-0.014167,
06/30/1996,0.687,,,,,,,-4.387,,,,-3.7,0.198,,0.101,,0.0,,-0.299,-3.502,0.0,-3.502,0.0,,,-3.502,0.0,-3.502,-0.306,,-3.808,-3.808,,217.896011,-0.0175,-0.0175,-0.0175,217.896011,-0.0175,-0.0175,-0.0175,
09/30/1996,0.454,,,,,,,-5.936,,,,-5.482,0.057,,0.068,,0.0,,-0.125,-5.425,0.0,-5.425,0.0,,,-5.425,0.0,-5.425,-3.16,,-8.585,-8.585,,228.480011,-0.0375,-0.0375,-0.0375,228.480011,-0.0375,-0.0375,-0.0375,
12/31/1996,0.25,,,,,,,-5.094,,,,-4.844,0.847,,0.155,,0.0,,-1.002,-3.997,0.0,-3.997,0.761,,,-4.758,0.0,-4.758,-0.249,,-5.007,-5.007,,243.264,-0.025833,-0.025833,-0.025833,243.264,-0.025833,-0.025833,-0.025833,
03/31/1997,0.25,,,,,,,-5.263,,,,-5.013,0.14,,0.068,,0.0,,-0.208,-4.873,0.0,-4.873,0.082,,,-4.955,0.0,-4.955,-0.137,,-5.092,-5.092,,259.44001,-0.019583,-0.01875,-0.01875,259.44001,-0.019583,-0.01875,-0.01875,
06/30/1997,0.273,,,,,,,-6.625,,,,-6.352,0.108,,0.026,,0.0,,-0.134,-6.244,0.0,-6.244,0.257,,,-6.501,0.0,-6.501,-0.239,,-6.74,-6.74,,282.383995,-0.02375,-0.022083,-0.022083,282.383995,-0.02375,-0.022083,-0.022083,
09/30/1997,0.284,,,,,,,-6.065,,,,-5.781,0.088,,0.01,,0.0,,-0.098,-5.693,0.0,-5.693,0.406,,,-6.099,0.0,-6.099,-1.052,,-7.151,-7.151,,296.688011,-0.024167,-0.022917,-0.022917,296.688011,-0.024167,-0.022917,-0.022917,
12/31/1997,0.315,,,,,,,-8.573,,,,-8.258,0.048,,0.008,,0.0,,-0.056,-8.21,0.0,-8.21,-0.318,,,-7.892,0.0,-7.892,-0.046,,-7.938,-7.938,,333.576,-0.02375,-0.024583,-0.024583,333.576,-0.02375,-0.024583,-0.024583,
03/31/1998,0.08,,,,,,,-7.166,,,,-7.086,0.248,,0.001,,0.0,,-0.249,-6.838,0.0,-6.838,-6.955,,,0.117,0.0,0.117,-0.025,,0.092,0.092,,376.152008,0.000417,-0.018333,-0.018333,376.152008,0.000417,-0.018333,-0.018333,
06/30/1998,0.0,,,,,,,-8.895,,,,-8.895,0.106,,0.005,,0.0,,-0.111,-8.789,0.0,-8.789,0.0,,,-8.789,0.0,-8.789,0.0,,-8.789,-8.789,,386.519989,-0.022917,-0.022917,-0.022917,386.519989,-0.022917,-0.022917,-0.022917,
09/30/1998,1.056,,,-0.059,,0.997,,-9.114,,,,-8.117,0.097,,0.039,,0.0,,-0.136,-8.02,0.0,-8.02,0.0,,,-8.02,0.0,-8.02,0.0,,-8.02,-8.02,,393.576004,-0.020417,-0.020417,-0.020417,393.576004,-0.020417,-0.020417,-0.020417,
12/31/1998,2.664,,,-0.223,,2.441,,-10.815,,,,-8.374,-0.002,,0.211,,0.0,,-0.209,-8.376,0.0,-8.376,0.0,,,-8.376,0.0,-8.376,0.0,,-8.376,-8.376,,394.775986,-0.02125,-0.02125,-0.02125,394.775986,-0.02125,-0.02125,-0.02125,
03/31/1999,4.304568,,,-0.65585,,3.648718,,-9.840706,5.325402,,4.515304,-6.191988,-0.399801,0.399801,0.545795,-0.145994,,,0.0,-6.591789,,-6.591789,,,,,,-6.591789,,0.0,-6.591789,-6.591789,,402.12,-0.01625,-0.01625,-0.01625,402.12,-0.01625,-0.01625,-0.01625,
06/30/1999,9.097,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.789,0.0,,-7.789,-7.789,,409.175995,-0.01875,-0.01875,-0.01875,409.175995,-0.01875,-0.01875,-0.01875,
09/30/1999,9.286,,,-0.702,,8.584,,-16.240999,,,,-7.657,-0.577,,0.985,,0.0,,-0.408,-8.234,0.0,-8.234,0.0,,,-8.234,0.0,-8.234,0.0,,-8.234,-8.234,,411.816,-0.02,-0.02,-0.02,411.816,-0.02,-0.02,-0.02,
12/31/1999,12.347,,,-4.265,,8.082,,-15273.0,,,,-7.191,-0.635,,0.0,,0.0,,0.635,-7.826,3.018,-4.808,0.0,,,-4.808,0.0,-4.808,0.0,0.0,-4.808,-4.808,,419.232,-0.001667,-0.001667,-0.001667,419.232,-0.001667,-0.001667,-0.001667,
03/31/2000,14.647,,,-1.774,,12.873,,-21.087,,,,-8.214,1.589,,0.841,,0.0,,-2.43,-6.625,0.0,-6.625,0.0,,,-6.625,0.0,-6.625,0.0,0.0,-6.625,-6.625,,473.207977,-0.01375,-0.01375,-0.01375,473.207977,-0.01375,-0.01375,-0.01375,
06/30/2000,19.846428,,,-2.718937,,17.127491,,-26.695286,,,,-9.567795,3.685731,-3.685731,1.180531,-4.866262,0.0,,0.0,-5.882064,0.0,-5.882064,0.0,,,-5.882064,0.0,-5.882064,0.0,0.0,-5.882064,-5.882064,,524.352,-0.01125,-0.01125,-0.01125,524.352,-0.01125,-0.01125,-0.01125,
09/30/2000,22.832001,,,-4.11,,18.722001,,-23.923,,,,-5.201,-2.27,,0.44,,0.0,,1.83,-7.471,0.0,-7.471,0.0,,,-7.471,0.0,-7.471,0.0,0.0,-7.471,-7.471,,520.208008,-0.01375,-0.01375,0.0,520.208008,-0.01375,-0.01375,0.0,
12/31/2000,27.323,,,-3.929,,23.394,,-27.333,,,,-3.939,5.823,,,,0.0,,-5.823,1.884,1.81,3.694,0.0,,,3.694,0.0,3.694,0.0,0.0,3.694,3.694,,586.512024,0.00625,0.00625,0.00625,653.296021,0.00625,0.00625,0.00625,
03/31/2001,22.399,,,-2.695,,19.704,,-24.487,,,,-4.783,4.896,,0.032,,0.0,,-4.928,0.113,0.0,0.113,0.0,,,0.113,0.0,0.113,0.0,0.0,0.113,0.113,,595.512024,0.0,0.0,0.0,644.864014,0.0,0.0,0.0,
06/30/2001,23.930797,,,-2.839727,,21.09107,,-28.832551,,,,-7.741481,5.322214,-5.322214,0.018,-5.340214,0.0,,0.0,-2.419267,0.0,-2.419267,0.0,,,-2.419267,0.0,-2.419267,0.0,0.0,-2.419267,-2.419267,,600.904,-0.00375,-0.00375,-0.00375,600.904,-0.00375,-0.00375,-0.00375,
09/30/2001,26.177999,,,-8.405,,17.773,,-29.934999,,,,-12.162,5.82,,0.023,,0.0,,-5.843,-6.342,0.0,-6.342,0.0,,,-6.342,0.0,-6.342,0.0,0.0,-6.342,-6.342,,602.848022,-0.01,-0.01,-0.01,602.848022,-0.01,-0.01,-0.01,
12/31/2001,41.735001,,,-11.948,,29.787001,,-30.042999,,,,-0.256,4.768,,0.01,,0.0,,-4.778,4.512,1.232,5.744,-0.992,,,6.736,0.0,6.736,0.0,0.0,6.736,6.736,,604.088013,0.01125,0.01125,0.01125,653.392029,0.01,0.01,0.01,
03/31/2002,30.694,,,-3.664,,27.03,,-33.821999,,,,-6.792,5.969,,0.01,,0.0,,-5.979,-0.823,0.0,-0.823,0.0,,,-0.823,0.0,-0.823,0.0,0.0,-0.823,-0.823,,605.0,-0.00125,-0.00125,-0.00125,605.0,-0.00125,-0.00125,-0.00125,
06/30/2002,33.620998,,,-4.11,,29.510998,,-37.618999,,,,-8.108,6.393,,0.005,,0.0,,-6.398,-1.715,0.0,-1.715,0.0,,,-1.715,0.0,-1.715,0.0,0.0,-1.715,-1.715,,611.015991,-0.0025,-0.0025,-0.0025,611.015991,-0.0025,-0.0025,-0.0025,
09/30/2002,34.257999,,,-4.429,,29.829,,-36.286999,,,,-6.458,5.421,,0.011,,0.0,,-5.432,-1.037,0.0,-1.037,0.0,,,-1.037,0.0,-1.037,0.0,0.0,-1.037,-1.037,,628.664001,-0.00125,-0.00125,-0.00125,628.664001,-0.00125,-0.00125,-0.00125,
12/31/2002,37.173,,,-5.119,,32.054,,-46.912998,,,,-14.859,-82.665001,,0.001,,0.0,,82.664001,-97.524002,0.098,-97.426003,-1.0,,,-96.426002,0.0,-96.426003,0.0,0.0,-96.426003,-96.426003,,629.719971,-0.15375,-0.155,-0.01375,629.719971,-0.15375,-0.155,-0.01375,
03/31/2003,49.089001,,,-6.553,,42.536001,,-46.202999,,,,-3.667,4.754,,0.001,,0.0,,-4.755,1.087,-0.135,0.952,0.0,,,0.952,0.0,0.952,0.0,0.0,0.952,0.952,,1286.144043,0.00125,0.00125,0.00125,1343.040039,0.00125,0.00125,0.00125,
06/30/2003,67.286003,,,-11.629,,55.657003,,-56.422001,,,,-0.765,3.869,,0.594,,0.0,,-4.463,3.104,-0.21,2.894,0.0,,,2.894,0.0,2.894,0.0,0.0,2.894,2.894,,1290.223999,0.005,0.005,0.005,1362.144043,0.00375,0.00375,0.00375,
09/30/2003,74.332001,,,-15.932,,58.400001,,-57.493999,,,,0.906,3.765,,2.674,,0.0,,-6.439,4.671,-0.378,4.293,0.0,,,4.293,0.0,4.293,0.0,0.0,4.293,4.293,,1296.751952,0.006625,0.006625,0.006625,1381.26404,0.00625,0.00625,0.00625,
12/31/2003,80.767998,,,-16.591,,64.176998,,-62.549999,,,,1.627,3.74,,0.0,,0.0,,-3.74,5.367,0.005,5.372,0.0,,,5.372,0.0,5.372,0.0,0.0,5.372,5.372,,1300.192017,0.00375,0.00375,0.00375,1393.952026,0.00375,0.00375,0.00375,
03/31/2004,82.873001,,,-14.395,,68.478001,,-63.664001,,,,4.814,4.901,,2.388,,0.0,,-7.289,9.715,-0.801,8.914,0.0,,,8.914,0.0,8.914,0.0,0.0,8.914,8.914,,651.799988,0.0125,0.0125,0.0125,698.104004,0.0125,0.0125,0.0125,
06/30/2004,87.752998,,,-14.094,,73.658998,,-64.360001,,,,9.299,-5.548,,2.387,,0.0,,3.161,3.751,-1.156,2.595,0.0,,,2.595,0.0,2.595,0.0,0.0,2.595,2.595,,654.695984,0.0025,0.0025,0.0025,707.416016,0.0025,0.0025,0.0025,
09/30/2004,101.468,,,-15.166,,86.302,,-67.904,,,,18.398,2.584,4.776,4.776,,0.0,,-7.36,20.982,-1.974,19.008,0.0,,,19.008,0.0,19.008,0.0,0.0,19.008,19.008,,1312.728,0.015,0.015,0.015,1416.512,0.01375,0.01375,0.01375,
12/31/2004,105.407997,,,-16.070999,,89.336998,,-79.120003,,,,10.217,8.627,,2.388,-29.993999,0.0,,18.978999,18.844,-6.484,12.36,0.0,,,12.36,0.0,12.36,0.0,0.0,12.36,12.36,,658.995972,0.02,0.02,0.025,694.676025,0.0175,0.0175,0.025,
03/31/2005,112.396,,,-12.604,,99.792,0.0,-77.843,37.806,,40.037,21.949,-7.907,1.196,2.374,-1.178,0.0,4.355,2.356,14.042,34.172,48.214,0.0,,,48.214,0.0,48.214,0.0,0.0,48.214,48.214,,662.452,0.0725,0.0725,0.03,764.432,0.065,0.065,0.0275,
06/30/2005,145.701,,,-18.196,,127.505,,-90.395,,,,37.11,3.703,-4.343,2.373,-6.716,0.0,,0.64,40.813,-29.968,10.845,0.0,,,10.845,0.0,10.845,0.0,0.0,10.845,10.845,,668.564,0.015,0.015,0.045,704.044,0.015,0.015,0.0425,
09/30/2005,129.506,,,-23.199,,106.307,,-96.289,,,,10.018,3.625,4.748,4.748,,0.0,,-8.373,13.643,-12.975,0.668,0.0,,,0.668,0.0,0.668,0.0,0.0,0.668,0.668,,673.192,0.0,0.0,0.0,719.448,0.0,0.0,0.0,
12/31/2005,149.338,,,-26.728,,122.61,,-108.103,,,,14.507,1.207,,0.0,-17.048,0.0,,15.841,15.714,-11.786,3.928,0.0,,,3.928,0.0,3.928,0.0,0.0,3.928,3.928,,679.68,0.0025,0.0025,0.015,720.0,0.0025,0.0025,0.015,
03/31/2006,181.841,,,-30.144,,151.697,,-121.421,,,,30.276,0.79,-3.881,2.365,-6.246,0.0,,3.091,31.066,-15.042,16.024,0.0,,,16.024,0.0,16.024,0.0,0.0,16.024,16.024,,687.932,0.025,0.025,0.05,801.398,0.02,0.02,0.045,
06/30/2006,197.239,,,-26.799,,170.44,,-139.848,,,,30.592,5.751,-7.126,2.361,-9.487,0.0,,1.375,36.343,-26.735,9.608,0.0,,,9.608,0.0,9.608,0.0,0.0,9.608,9.608,,695.392,0.015,0.015,0.02,740.72,0.015,0.015,0.02,
09/30/2006,244.839,,,-34.205,,210.634,0.0,-156.353,89.597,,66.756,54.281,7.295,-10.392,2.361,-12.753,0.0,0.736,2.361,61.576,-41.139,20.437,0.0,,,20.437,0.0,20.437,0.0,0.0,20.437,20.437,,702.4,0.03,0.03,0.03215,809.716,0.025,0.025,0.02685,
12/31/2006,274.954,,,-34.744,,240.21,,-180.497,,,,59.713,14.197,2.291,2.291,,0.0,,-16.488,73.91,-50.998,22.912,0.0,,,22.912,0.0,22.912,0.0,0.0,22.912,22.912,,731.64,0.03,0.03,0.07,838.668,0.03,0.03,0.065,
03/31/2007,293.415,,,-22.055,,271.36,,-186.996,,,,84.364,21.734,-22.086,2.688,-24.774,0.0,,0.352,106.098,-48.689,57.409,0.0,,,57.409,0.0,57.409,0.0,0.0,57.409,57.409,,755.198,0.075,0.075,0.095,858.612,0.07,0.07,0.09,
06/30/2007,347.907,,,-28.701,,319.206,,-203.92,,,,115.286,17.808,2.611,2.611,,,,-20.419,133.094,-78.224,54.87,,,,54.87,,54.87,,,54.87,54.87,,762.172,0.07,0.07,0.145,862.754,0.065,0.065,0.13,
09/30/2007,349.908,,,-34.079,,315.829,0.0,-227.854,97.309,,130.545,87.975,25.308,-28.296,2.614,-30.91,0.0,1.106,1.882,113.283,-74.45,38.833,0.0,,,38.833,0.0,38.833,0.0,0.0,38.833,38.833,,767.548,0.05,0.05,0.145,865.634,0.045,0.045,0.13,
12/31/2007,414.59,,,-45.371,,369.219,,-231.723,,,,137.496,26.998,,3.214,,0.0,,-30.212,164.494,-89.172,75.322,0.0,,,75.322,0.0,75.322,0.0,0.0,75.322,75.322,,780.602,0.095,0.095,0.1,867.7,0.09,0.09,0.09,
03/31/2008,462.597,,,-41.607,,420.99,,-252.328,,,,168.662,-1774.703,2.21,2.21,,0.0,,1772.493,-1606.041,-35.047,-1641.088,0.0,,,-1641.088,0.0,-1641.088,0.0,0.0,-1641.088,-1641.088,,824.526,-1.99,-1.99,0.16,824.526,-1.99,-1.99,0.16,
06/30/2008,571.464,,,-75.194,,496.27,,-356.315,,,,139.955,18.961,1.246,1.246,,0.0,,-20.207,158.916,-39.033,119.883,0.0,,,119.883,0.0,119.883,0.0,0.0,119.883,119.883,,885.28,0.135,0.135,0.165,933.374,0.13,0.13,0.16,
09/30/2008,592.465,,,-70.534,,521.931,,-362.351,,,,159.58,19.292,0.512,0.512,,0.0,,-19.804,178.872,-42.058,136.814,0.0,,,136.814,0.0,136.814,0.0,,136.814,136.814,,913.018,0.15,0.15,0.18,937.782,0.145,0.145,0.175,
12/31/2008,628.255,,,-67.814,,560.441,,-668.771,,,,-108.33,7.759,0.469,0.469,,0.0,,-8.228,-100.571,-48.69,-149.261,0.0,,,-149.261,0.0,-149.261,0.0,0.0,-149.261,-149.261,,917.484,-0.165,-0.165,0.195,936.954,-0.165,-0.165,0.19,
03/31/2009,605.053,576.232,28.821,-64.299,64.299,540.754,0.0,-378.313,173.44,181.248,23.625,162.441,48.828,,0.464,,,0.771,-50.063,211.269,-48.386,162.883,0.0,0.0,0.0,162.883,0.0,162.883,0.0,0.0,162.883,174.355234,11.472234,919.166,0.175,0.175,0.189689,936.21,0.175,0.175,0.187254,
06/30/2009,628.666,598.154,30.512,-50.902,50.902,577.764,0.0,-417.478,176.311,218.5,22.667,160.286,28.878,,0.527,,,-0.157,-29.248,189.164,-46.329,142.835,0.0,0.0,0.0,142.835,0.0,142.835,0.0,0.0,142.835,158.816553,15.981553,919.172,0.155,0.155,0.172782,934.164,0.155,0.155,0.172108,
09/30/2009,695.137,667.967,27.17,-52.058,52.058,643.079,0.0,-406.985,192.512,193.362,21.111,236.094,34.608,,0.466,,,0.329,-35.403,270.702,-53.887,216.815,0.0,0.0,0.0,216.815,0.0,216.815,0.0,0.0,216.815,231.47669,14.66169,917.668,0.235,0.235,0.252244,934.114,0.23,0.23,0.245696,
12/31/2009,761.037,725.001,36.036,-49.03,49.03,712.007,0.0,-429.302,211.564,201.738,16.0,282.705,21.864,,0.509,,,0.159,-22.532,304.569,-50.354,254.215,0.0,0.0,0.0,254.215,,254.215,0.0,0.0,254.215,267.1565,12.9415,918.446,0.275,0.275,0.290879,933.93,0.27,0.27,0.283857,
03/31/2010,791.254,759.411,31.843,-61.915,61.915,729.339,0.0,-459.09,207.978,204.657,46.455,270.249,18.11,,0.481,,,-0.741,-17.85,288.359,-53.917,234.442,0.0,0.0,0.0,234.442,0.0,234.442,0.0,0.0,234.442,251.971239,17.529239,919.828,0.255,0.255,0.273933,935.31,0.25,0.25,0.268742,
06/30/2010,852.692,823.097,29.595,-67.993,67.993,784.699,0.0,-616.927,219.262,342.761,54.904,167.772,4.507,,0.426,,,0.103,-5.036,172.279,-16.927,155.352,0.0,0.0,0.0,155.352,,155.352,0.0,0.0,155.352,176.981237,21.629237,920.618,0.17,0.17,0.192242,934.85,0.165,0.165,0.188137,
09/30/2010,910.111,885.656,24.455,-63.542,63.542,846.569,0.0,-535.863,228.281,253.547,54.035,310.706,19.456,,0.414,,,1.384,-21.254,330.162,-49.011,281.151,0.0,0.0,0.0,281.151,0.0,281.151,0.0,0.0,281.151,302.91848,21.76748,919.306,0.305,0.305,0.329508,932.664,0.3,0.3,0.323339,
12/31/2010,1066.288,1034.874,31.414,-114.321,114.321,951.967,0.0,-719.208,295.112,327.53,96.566,232.759,-6.402,,11.313,,,1.182,-6.093,226.357,-13.12,213.237,0.0,0.0,0.0,213.237,0.32,213.557,0.0,0.0,213.557,247.220841,33.663841,938.488,0.23,0.23,0.263425,953.418,0.225,0.225,0.260308,
03/31/2011,1125.281,1083.609,41.672,-127.268,127.268,998.013,0.0,-710.045,302.261,435.478,-27.694,287.968,-1.16,,11.75,,,0.556,-11.146,286.808,-31.722,255.086,0.0,0.0,0.0,255.086,0.504,255.59,0.0,0.0,255.59,376.526402,120.936402,931.986,0.275,0.275,0.404004,944.47,0.27,0.27,0.398047,
06/30/2011,1183.155,1154.328,28.827,-126.443,126.443,1056.712,0.0,-737.773,305.643,371.52,60.61,318.939,-0.528,,9.418,,,-1.251,-7.639,318.411,-39.203,279.208,0.0,0.0,0.0,279.208,0.19,279.398,,0.0,279.398,289.219769,9.821769,925.25,0.3,0.3,0.312586,939.924,0.295,0.295,0.305449,
09/30/2011,1249.737,1219.118,30.619,-94.645,94.645,1155.092,0.0,-723.977,303.303,356.839,63.835,431.115,-18.474,,10.292,,,1.661,6.521,412.641,-39.657,372.984,0.0,0.0,0.0,372.984,,372.984,,0.0,372.984,382.060199,9.076199,904.038,0.415,0.415,0.422615,919.06,0.405,0.405,0.414876,
12/31/2011,1283.897,1242.635,41.262,-77.503,77.503,1206.394,0.0,-801.663,315.107,436.427,50.129,404.731,-3.069,,11.277,,,,-8.208,401.662,8.516,410.178,0.0,0.0,0.0,410.178,0.0,410.178,0.0,0.0,410.178,417.472766,7.294766,882.128,0.465,0.465,0.473257,899.494,0.455,0.455,0.46311,
03/31/2012,1273.288,1245.499,27.789,-72.52,72.52,1200.768,0.0,-718.512,325.778,362.044,30.69,482.256,-8.254,,11.385,,,-1.187,-1.944,474.002,-72.465,401.537,0.0,0.0,0.0,401.537,0.0,401.537,0.0,0.0,401.537,437.888357,36.351357,876.698,0.46,0.46,0.499474,897.196,0.45,0.45,0.490517,
06/30/2012,1366.764,1336.59,30.174,-71.852,71.852,1294.912,0.0,-853.558,323.027,447.098,83.433,441.354,-0.67,,11.474,,,,-10.804,440.684,-73.311,367.373,0.0,0.0,0.0,367.373,0.0,367.373,0.0,0.0,367.373,421.044167,53.671167,873.406,0.42,0.42,0.482071,890.758,0.41,0.41,0.470253,
