Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,1511.5,,,-1291.5,,,220.0,,-138.0,,,,,,82.0,6.7,,4.1,,,,-10.8,88.7,-30.799999,57.900002,0.0,,,57.900001,0.0,57.900002,0.0,,57.900002,57.900002,,393.86252,0.146173,0.146173,0.146173,393.86252,0.146173,0.146173,0.146173,
06/30/1997,1658.099976,,,-1404.099976,,,254.0,,-145.100006,,,,,,108.900002,1.9,,4.2,,,,-6.1,110.800002,-39.299999,71.5,0.0,,,71.500003,0.0,71.5,0.0,,71.5,71.5,,393.862515,0.181728,0.181728,0.181728,393.862515,0.181728,0.181728,0.181728,
09/30/1997,1710.5,,,-1439.900024,,,270.599976,,-146.5,,,,,,124.099998,3.9,,4.9,,,,-8.8,127.999998,-45.5,82.5,0.0,,,82.499998,0.0,82.5,0.0,,82.5,82.5,,393.862515,0.209383,0.209383,0.209383,396.2115,0.207407,0.207407,0.207407,
12/31/1997,1883.599976,,,-1565.300049,,,318.299927,,-164.800003,,,,,,153.5,53.699998,,4.4,,,0.0,-58.099998,207.199998,-74.5,132.699997,0.0,,,132.699998,0.0,132.699997,0.0,0.0,132.699997,132.699997,,392.86011,0.337778,0.337778,0.248889,393.862515,0.335802,0.335802,0.246914,
03/31/1998,1825.400024,,,-1528.300049,,,297.099975,,-148.600006,,,,,,148.5,8.6,,3.0,,,,-11.6,157.1,-56.700001,100.400002,0.0,,,100.399999,0.0,100.400002,0.0,,100.400002,100.400002,,394.875,0.254815,0.254815,0.254815,397.229042,0.25284,0.25284,0.25284,
06/30/1998,1926.800049,,,-1610.300049,,,316.5,,-157.300003,,,,,,159.199997,5.0,,3.4,,,,-8.4,164.199997,-59.299999,104.900002,0.0,,,104.899998,0.0,104.900002,0.0,,104.900002,104.900002,,395.38124,0.264691,0.264691,0.264691,398.666818,0.262716,0.262716,0.262716,
09/30/1998,1938.699951,,,-1616.699951,,,322.0,,-174.899994,,,,,,147.100006,4.8,,4.8,,,,-9.6,151.900006,-55.299999,96.599998,0.0,,,96.600007,0.0,96.599998,0.0,,96.599998,96.599998,,395.38124,0.244938,0.244938,0.244938,398.170693,0.242963,0.242963,0.242963,
12/31/1998,2203.899902,,,-1849.5,,,354.399902,,-175.5,,,,,,178.899994,1.0,,6.9,,,,-7.9,179.899994,-65.0,114.900002,0.0,,,114.899994,0.0,114.900002,0.0,,114.900002,114.900002,,395.38124,0.29037,0.29037,0.29037,398.413672,0.288395,0.288395,0.288395,
03/31/1999,2153.1,,,-1803.3,,,349.8,,-167.8,,,,3.0,,182.0,5.4,3.1,3.1,,,,-8.5,187.4,-67.9,119.5,0.0,,,119.5,0.0,119.5,0.0,,119.5,119.5,,395.38125,0.302222,0.302222,0.302222,395.38125,0.300247,0.300247,0.300247,
06/30/1999,2270.5,,,-1894.2,,,376.3,,-160.3,,,,4.6,,216.0,3.2,3.2,3.2,,,,-6.4,219.2,-79.7,139.5,0.0,,,139.5,0.0,139.5,0.0,,139.5,139.5,,395.8875,0.351605,0.351605,0.351605,395.8875,0.34963,0.34963,0.34963,
09/30/1999,2270.1,,,-1878.8,,,391.3,,-172.7,,,,5.9,,218.6,9.2,3.8,3.8,,,,-13.0,227.8,-83.1,144.7,0.0,,,144.7,0.0,144.7,0.0,,144.7,144.7,,396.39375,0.365432,0.365432,0.365432,396.39375,0.361481,0.361481,0.361481,
12/31/1999,2327.3,,,-1920.2,,,407.1,,-141.9,,,,,,265.2,23.6,,,,,,-23.6,288.8,-108.9,179.9,0.0,,,179.9,0.0,179.9,0.0,,179.9,179.9,-17.5,395.8875,0.454321,0.454321,0.410864,395.8875,0.452346,0.452346,0.408889,
03/31/2000,2331.3,,,-1964.8,,,366.5,,-133.2,,,,8.0,,233.3,9.5,1.3,,,,,-10.8,242.8,-87.9,154.9,0.0,,,154.9,0.0,154.9,0.0,0.0,154.9,154.9,,393.35625,0.393086,0.393086,0.393086,395.781187,0.391111,0.391111,0.391111,
06/30/2000,2141.6,,,-1833.0,,,308.6,,-125.8,,,,9.3,,182.8,21.5,-10.4,,,,,-11.1,204.3,-73.2,131.1,0.0,,,131.1,0.0,131.1,0.0,0.0,131.1,131.1,,386.775,0.339753,0.339753,0.339753,389.220187,0.337778,0.337778,0.337778,
09/30/2000,1775.3,,,-1543.7,,,231.6,,-119.0,,,,10.5,,112.6,11.6,0.2,,,,,-11.8,124.2,-31.1,93.1,0.0,,,93.1,0.0,93.1,0.0,0.0,93.1,93.1,,386.775,0.240988,0.240988,0.240988,389.02275,0.239012,0.239012,0.239012,
12/31/2000,1671.7,,,-1159.3,,,512.4,,-77.5,,,,,,434.9,-341.1,,,,,,341.1,93.8,-31.1,62.7,0.0,,,62.7,0.0,62.7,0.0,0.0,62.7,62.7,6.3,385.7625,0.161975,0.161975,0.177778,385.7625,0.161975,0.161975,0.177778,
03/31/2001,1528.2,,,-1344.8,,,183.4,,-129.9,,,,18.2,,53.5,12.1,-2.5,,,,,-9.6,65.6,-21.3,44.3,0.0,,,44.3,0.0,44.3,0.0,0.0,44.3,44.3,,386.775,0.114568,0.114568,0.114568,386.775,0.114568,0.114568,0.114568,
06/30/2001,1523.3,,,-1159.6,,,363.7,,-105.2,,,,22.4,,149.8,-92.7,-0.4,,,,,93.1,57.1,-17.6,39.5,0.0,,,39.5,0.0,39.5,0.0,0.0,39.5,39.5,,386.775,0.102716,0.102716,0.102716,388.926563,0.100741,0.100741,0.100741,
09/30/2001,1501.1,,,-1145.3,,,355.8,,-104.0,,,,23.1,,142.2,-83.7,1.2,,,,,82.5,58.5,-19.1,39.4,0.0,,,39.4,0.0,39.4,0.0,0.0,39.4,39.4,,387.28125,0.102716,0.102716,0.102716,389.772,0.100741,0.100741,0.100741,
12/31/2001,1536.2,,,-1698.2,,,-162.0,,-185.3,,,,22.8,,-347.3,421.4,-1.8,,,,,-419.6,74.1,-23.7,,0.0,,,50.4,,50.4,0.0,0.0,50.4,50.4,,387.28125,0.130138,0.130138,0.130137,387.28125,0.130138,0.130138,0.130137,
03/31/2002,1501.5,,,-1255.8,,,245.7,,-104.8,,,,18.6,,140.9,-71.5,2.6,,,,,68.9,69.4,-22.2,47.2,0.0,,,47.2,0.0,47.2,0.0,0.0,47.2,47.2,,392.176687,0.121481,0.121481,0.121481,392.176687,0.121481,0.121481,0.121481,
06/30/2002,1801.8,,,-1500.0,,,301.8,,-107.9,,,,15.6,,193.9,-79.3,8.3,,,,,71.0,114.6,-40.9,73.7,0.0,,,73.7,0.0,73.7,0.0,0.0,73.7,73.7,,393.2415,0.18963,0.18963,0.18963,393.2415,0.186667,0.186667,0.186667,
09/30/2002,1996.3,,,-1627.9,,,368.4,,-99.5,,,,10.6,,268.9,-64.4,-0.1,,,,,64.5,204.5,-75.6,128.9,0.0,,,128.9,0.0,128.9,0.0,0.0,128.9,128.9,,392.5125,0.328889,0.328889,0.328889,392.5125,0.328889,0.328889,0.328889,
12/31/2002,1919.0,,,-1801.2,,,117.8,,-165.0,,,,8.4,,-47.2,232.8,0.1,,,,,-232.9,185.6,-63.4,,0.0,,,122.2,,122.2,0.0,0.0,122.2,122.2,,391.1625,0.312402,0.312402,0.312403,391.1625,0.312402,0.312402,0.312403,
03/31/2003,1916.8,,,-1638.3,,,278.5,0.0,-114.5,106.4,,,8.1,0.0,164.0,8.3,2.4,,,,,-10.7,172.3,-61.5,110.8,,,,110.8,,110.8,0.0,0.0,110.8,110.8,,391.8375,0.281481,0.281481,0.281481,393.8625,0.281481,0.281481,0.281481,
06/30/2003,2012.2,,,-1718.5,,,293.7,,-113.1,,,,8.4,,180.6,10.5,0.5,,,,,-11.0,191.1,-67.0,124.1,,,,124.1,,124.1,0.0,0.0,124.1,124.1,,393.1875,0.314074,0.314074,0.314074,395.8875,0.314074,0.314074,0.314074,
09/30/2003,2058.5,,,-1755.8,,,302.7,,-109.9,,,,7.4,,192.8,9.5,1.3,,,,,-10.8,202.3,-69.8,132.5,0.0,,,132.5,0.0,132.5,0.0,0.0,132.5,132.5,,393.8625,0.337778,0.337778,0.337778,396.9,0.334815,0.334815,0.334815,
12/31/2003,2207.4,,,-1890.9,,,316.5,0.0,-86.6,86.6,,,,0.0,229.9,9.9,,0.2,,,,-10.1,239.8,-80.7,159.1,,,,159.1,,159.1,,,159.1,159.1,,394.2,0.402963,0.402963,0.402963,397.2375,0.4,0.4,0.4,
03/31/2004,2501.3,,,-2110.9,,,390.4,0.0,-119.6,116.9,,,2.7,0.0,270.8,7.8,3.7,,,,,-11.5,278.6,-96.4,182.2,,,,182.2,,182.2,0.0,0.0,182.2,182.2,,394.875,0.462222,0.462222,0.462222,397.575,0.457778,0.457778,0.457778,
06/30/2004,2786.8,,,-2324.2,,,462.6,0.0,-116.2,112.5,,,3.7,0.0,346.4,16.2,2.7,,,,,-18.9,362.6,-126.1,236.5,,,,236.5,,236.5,0.0,0.0,236.5,236.5,,393.3,0.6,0.6,0.6,395.775,0.595556,0.595556,0.595556,
09/30/2004,2917.8,,,-2453.0,,,464.8,,-115.1,,,,,,349.7,10.7,,,,,,-10.7,360.4,-113.7,246.7,0.0,,,246.7,0.0,246.7,0.0,0.0,246.7,246.7,,391.275,0.631111,0.631111,0.631111,393.75,0.626667,0.626667,0.626667,
12/31/2004,3190.4,,,-2676.6,,,513.8,,-137.6,,,,,,376.2,-9.6,-18.0,,,,,27.6,366.6,-125.2,241.4,0.0,,,241.4,0.0,241.4,0.0,0.0,241.4,241.4,,391.95,0.617778,0.617778,0.662222,394.2,0.613333,0.613333,0.657778,
03/31/2005,3326.0,,,-2786.0,,,540.0,,-134.9,,,,6.3,,405.1,11.0,0.8,,,,,-11.8,416.1,-142.1,274.0,0.0,,,274.0,0.0,274.0,0.0,0.0,274.0,274.0,,391.5,0.697778,0.697778,0.697778,393.975,0.693333,0.693333,0.693333,
06/30/2005,3555.4,,,-2978.9,,,576.5,,-136.0,,,,10.1,,440.5,12.2,2.2,,,,,-14.4,452.7,-211.2,241.5,0.0,,,241.5,0.0,241.5,0.0,0.0,241.5,241.5,64.0,389.25,0.622222,0.622222,0.164444,391.725,0.617778,0.617778,0.164444,
09/30/2005,3541.0,,,-2954.9,,,586.1,,-138.8,,,,14.5,,447.3,7.7,6.0,,,,,-13.7,455.0,-150.2,304.8,0.0,,,304.8,0.0,304.8,0.0,0.0,304.8,304.8,,383.85,0.795556,0.795556,0.795556,386.325,0.791111,0.791111,0.791111,
12/31/2005,3635.0,,,-3054.5,,,580.5,,-145.5,,,,,,435.0,14.8,,,,,,-14.8,449.8,-136.9,312.9,0.0,,,312.9,0.0,312.9,0.0,0.0,312.9,312.9,,381.375,0.822222,0.822222,0.822222,383.85,0.813333,0.813333,0.813333,
03/31/2006,3851.7,,,-3226.8,,,624.9,,-139.4,132.8,,,6.6,0.0,485.5,15.2,0.4,,,,,-15.6,500.7,-158.7,342.0,0.0,,,342.0,0.0,342.0,0.0,0.0,342.0,342.0,,378.45,0.902222,0.902222,0.902222,380.475,0.897778,0.897778,0.897778,
06/30/2006,4168.0,,,-3492.8,,,675.2,,-145.4,136.0,,,9.4,0.0,529.8,18.4,0.2,,,,,-18.6,548.2,-178.3,369.9,0.0,,,369.9,0.0,369.9,0.0,0.0,369.9,369.9,,375.075,0.986667,0.986667,0.986667,377.1,0.982222,0.982222,0.982222,
09/30/2006,4205.4,,,-3513.8,,,691.6,,-142.2,135.9,,,6.3,0.0,549.4,21.0,0.7,,,,,-21.7,570.4,-166.8,403.6,0.0,,,403.6,0.0,403.6,0.0,0.0,403.6,403.6,,373.8,1.08,1.08,1.08,375.75,1.073333,1.073333,1.073333,
03/31/2007,3984.5,,,-3338.9,,,645.6,,-152.3,144.6,,,7.7,0.0,493.3,44.4,-22.4,,,,,-22.0,537.7,-172.1,365.6,0.0,,,365.6,0.0,365.6,0.0,,365.6,365.6,,372.9,0.98,0.98,0.98,375.15,0.973333,0.973333,0.973333,
06/30/2007,3716.2,,,-3151.2,,,565.0,,-157.7,148.7,,,9.0,0.0,407.3,22.8,0.9,,,,,-23.7,430.1,-131.8,298.3,0.0,,,298.3,0.0,298.3,0.0,0.0,298.3,298.3,,373.05,0.8,0.8,0.8,375.3,0.793333,0.793333,0.793333,
09/30/2007,3761.7,,,-3199.8,,,561.9,,-161.0,151.6,,,9.4,0.0,400.9,24.2,-0.1,,,,,-24.1,425.1,-122.8,302.3,0.0,,,302.3,0.0,302.3,0.0,0.0,302.3,302.3,,370.4,0.82,0.82,0.82,372.6,0.81,0.81,0.81,
12/31/2007,3759.3,,,-3146.1,,,613.2,,-264.4,157.4,,,,107.0,348.8,22.6,,,,,,-22.6,371.4,-110.3,261.1,0.0,,,261.1,0.0,261.1,0.0,0.0,261.1,261.1,,368.0,0.71,0.71,0.71,370.2,0.71,0.71,0.71,
03/31/2008,3938.4,,,-3282.9,,,655.5,,-255.5,155.2,,,17.4,82.9,400.0,23.6,1.1,,,,,-24.7,423.6,-131.3,292.3,0.0,,,292.3,0.0,292.3,0.0,0.0,292.3,292.3,,366.5,0.8,0.8,0.8,368.4,0.79,0.79,0.79,
06/30/2008,4112.5,,,-3419.6,,,692.9,,-272.6,157.5,,,24.4,90.7,420.3,25.7,,,,,,-25.7,446.0,-132.5,313.5,0.0,,,313.5,0.0,313.5,0.0,0.0,313.5,313.5,,364.5,0.86,0.86,0.86,366.5,0.86,0.86,0.86,
09/30/2008,4004.9,,,-3328.7,,,676.2,,-269.5,147.2,,,34.2,88.1,406.7,21.9,0.3,,,,,-22.2,428.6,-129.6,299.0,0.0,,,299.0,0.0,299.0,0.0,0.0,299.0,299.0,,363.0,0.82,0.82,0.82,364.8,0.82,0.82,0.82,
12/31/2008,2916.7,,,-2537.6,,,379.1,,-228.5,121.5,,,,107.0,150.6,15.2,,,,,,-15.2,165.8,-52.7,113.1,0.0,,,113.1,0.0,113.1,0.0,0.0,113.1,113.1,,362.8,0.31,0.31,0.31,364.0,0.31,0.31,0.31,
03/31/2009,1986.2,1730.4,255.8,-1652.4,1561.1,91.3,333.8,0.0,-289.9,109.7,52.3,102.9,25.0,0.0,43.9,-7.3,,91.1,,-8.0,,-75.8,36.6,-10.3,26.3,0.0,0.0,0.0,26.3,,26.3,,0.0,26.3,26.3,0.0,363.1,0.07,0.07,0.07,364.0,0.07,0.07,0.07,
06/30/2009,1848.9,1602.3,246.6,-1565.8,1492.8,73.0,283.1,0.0,-242.3,100.5,52.8,107.6,29.1,-47.7,40.8,-12.9,,72.3,,-4.9,,-54.5,27.9,-1.4,26.5,0.0,0.0,0.0,26.5,0.0,26.5,0.0,0.0,26.5,-4.505,-31.005,363.4,0.07,0.07,-0.012397,364.4,0.07,0.07,-0.015085,
09/30/2009,2011.0,1758.5,252.5,-1713.2,1646.5,66.7,297.8,0.0,-280.2,108.5,43.4,120.0,26.6,-18.3,17.6,-0.8,,229.3,,-4.9,,-223.6,16.8,-3.8,13.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,1.105,-11.895,363.8,0.04,0.04,0.003037,365.0,0.04,0.04,0.003037,
12/31/2009,2255.3,1985.5,269.8,-1844.0,1783.0,61.0,411.3,0.0,-317.3,116.2,50.7,140.3,10.1,0.0,94.0,-0.3,,64.4,,-4.5,,-59.6,93.7,-47.6,46.1,0.0,0.0,0.0,46.1,0.0,46.1,0.0,0.0,46.1,27.965,-18.135,364.4,0.126509,0.126509,0.076743,365.8,0.126025,0.126025,0.076449,
03/31/2010,2230.7,1984.3,246.4,-1824.9,1767.8,57.1,405.8,0.0,-310.1,115.6,54.8,121.3,18.4,0.0,95.7,0.3,,55.9,,-4.5,,-51.7,96.0,-27.7,68.3,0.0,0.0,0.0,68.3,0.0,68.3,0.0,0.0,68.3,68.3,0.0,364.6,0.19,0.19,0.19,365.7,0.19,0.19,0.19,
06/30/2010,2464.1,2224.8,239.3,-2009.4,1954.9,54.5,454.7,0.0,-306.5,119.8,58.4,110.9,17.4,0.0,148.2,0.4,,52.5,,-4.3,,-48.6,148.6,-49.0,99.6,0.0,0.0,0.0,99.6,0.0,99.6,0.0,0.0,99.6,99.6,0.0,364.9,0.27,0.27,0.27,366.0,0.27,0.27,0.27,
09/30/2010,2542.5,2304.2,238.3,-2071.0,2019.2,51.8,471.5,0.0,-299.2,116.2,59.9,110.2,12.9,0.0,172.3,4.5,,50.7,,-5.5,,-49.7,176.8,-56.9,119.9,0.0,0.0,0.0,119.9,0.0,119.9,0.0,0.0,119.9,119.9,0.0,364.9,0.33,0.33,0.33,366.1,0.33,0.33,0.33,
12/31/2010,3055.6,2811.8,243.8,-2615.7,2456.9,158.8,439.9,0.0,-207.6,129.9,65.4,,12.3,0.0,232.3,6.6,47.3,49.3,-2.0,-6.8,,-47.1,238.9,-69.1,169.8,0.0,0.0,0.0,169.8,0.0,169.8,0.0,0.0,169.8,166.6,-3.2,365.4,0.46,0.46,0.455939,366.9,0.46,0.46,0.451278,
03/31/2011,3283.6,3042.6,241.0,-2678.8,2632.3,46.5,604.8,0.0,-322.5,133.1,68.4,110.5,10.5,0.0,282.3,4.0,45.4,45.8,-0.4,-8.0,,-41.4,286.3,-93.0,193.3,0.0,0.0,0.0,193.3,0.0,193.3,0.0,0.0,193.3,193.3,0.0,365.8,0.53,0.53,0.53,367.2,0.53,0.53,0.53,
