Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-174,775,312,-23,,-23,-1238,,,,-1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,2094,948,314,82,,82,750,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,1185,937,324,150,,150,-226,,,,-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,2280,880,417,72,,72,911,,,,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,484,-1,381,1048,,1048,-944,,,,-944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,2155,1131,376,181,,181,467,,,,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,1433,1109,377,64,,64,-117,,,,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,2187,767,363,444,,444,613,,,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,538,1099,393,124,,124,-1078,,,,-1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,2629,1353,381,263,,263,632,,,,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,1509,1291,391,179,,179,-352,,,,-352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,2206,1196,377,-112,,-112,745,,,,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,1132,737,397,348,,348,-350,,,,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,1637,1048,424,458,,458,-293,,,,-293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,1864,967,376,379,,379,142,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,2334,339,422,486,,486,1087,,,,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,874,1171,398,261,,261,-956,,,,-956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,1561,1232,418,88,,88,-177,,,,-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,2129,1230,427,227,,227,245,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,2375,1092,479,54,,54,750,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,407,1335,432,234,,234,-1594,,,,-1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,2243,1410,424,162,,162,247,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,1787,1433,427,87,,87,-160,,,,-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1995,2250,1272,388,-208,,-208,798,,,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1996,614,1565,421,177,,177,-1549,,,,-1549,,,-316.0,,,,-316.0,,,,,,,,,,316.0,,,,,,,,,,,,,,,
06/30/1996,2181,1621,412,213,,213,-65,,,,-65,,,-372.0,,,,-372.0,,,,,,,,,,372.0,,,,,,,,,,,,,,,
09/30/1996,1727,1646,426,109,,109,-454,,,,-454,,,-420.0,,,,-420.0,,,,,,,,,,420.0,,,,,,,,,,,,,,,
12/31/1996,3112,1471,432,0,,0,1209,,,,1209,,-674.0,-674.0,,,,-674.0,,,,,,,,,,0.0,,,,,,,,,,,,2438.0,,,
03/31/1997,695,1773,430,-25,,-25,-1483,,,,-1483,,-321.0,-287.0,0.0,,,-287.0,,,0.0,0.0,0.0,,,,,-34.0,-293.0,-976.0,1303.0,,,,-572.0,106.0,-678.0,-48.0,,81.0,,,
06/30/1997,2762,1836,425,223,,223,278,,,,278,,-635.0,-458.0,0.0,,,-458.0,,,0.0,0.0,0.0,,,,,-177.0,-2131.0,-970.0,-904.0,,,,-127.0,0.0,-127.0,-130.0,,-4.0,,,
09/30/1997,1631,1406,391,251,,251,-417,,,,-417,,-264.0,-431.0,0.0,,,-431.0,,,0.0,0.0,0.0,,,,,167.0,-905.0,-970.0,51.0,,,,0.0,0.0,0.0,14.0,,462.0,,,
12/31/1997,3252,146,56,1316,,1316,1734,,,,1734,,601.0,-698.0,0.0,,,-698.0,,,-365.0,287.0,-652.0,,,,,1664.0,-2350.0,-969.0,-1412.0,,,,99.0,99.0,0.0,-68.0,,1503.0,,,
03/31/1998,471,1382,434,479,,479,-1824,,,,-1824,,-480.0,-341.0,0.0,,,-341.0,,,0.0,0.0,0.0,,,,,-139.0,181.0,-970.0,1149.0,,,,71.0,71.0,0.0,-69.0,,172.0,,,
06/30/1998,3188,1736,429,392,,392,631,,,,631,,-500.0,-465.0,0.0,,,-465.0,,,0.0,0.0,0.0,,,,,-35.0,-537.0,-972.0,427.0,,,,27.0,27.0,0.0,-19.0,,2151.0,,,
09/30/1998,2757,1980,428,78,,78,271,,,,271,,-650.0,-422.0,0.0,,,-422.0,,,0.0,0.0,0.0,,,,,-228.0,-1188.0,-971.0,-257.0,,,,59.0,59.0,0.0,-19.0,,919.0,,,
12/31/1998,1704,274,399,-16,,-16,1047,,,,1047,,-924.0,-576.0,0.0,,,-576.0,,,-595.0,141.0,-736.0,,,,,247.0,-2223.0,-1071.0,-987.0,,,,-199.0,108.0,-307.0,34.0,,-1443.0,,,
03/31/1999,1953,1787,403,266,53.0,213,-503,-407.0,-332.0,-803.0,1039,,-425.0,-323.0,,,,-323.0,,,-89.0,10.0,-99.0,,,,,-13.0,-2415.0,-1070.0,-730.0,,,,-575.0,38.0,-613.0,-40.0,,-887.0,,,
06/30/1999,3498,2030,421,-289,93.0,-382,1336,-383.0,53.0,-638.0,2304,,-924.0,-401.0,,,,-401.0,,,-69.0,28.0,-97.0,,,,,-454.0,-1360.0,-1067.0,657.0,,,,-831.0,31.0,-862.0,-119.0,,1214.0,,,
09/30/1999,3793,2001,430,66,100.0,-34,1296,-280.0,189.0,-943.0,2330,,-864.0,-379.0,48.0,,,-427.0,,,-278.0,16.0,-294.0,,,,,-207.0,-1461.0,-1058.0,349.0,,,,-699.0,39.0,-738.0,-53.0,,1468.0,,,
12/31/1999,2131,1857,448,33,,33,-207,,,,-207,,-469.0,-598.0,,,,-598.0,,,-184.0,5.0,-189.0,,,,,313.0,-2438.0,-1143.0,-45.0,,,,-1116.0,,-1116.0,-134.0,,-776.0,,,
03/31/2000,3343,2009,428,154,7.0,147,752,-399.0,281.0,-841.0,1711,,-751.0,-305.0,,,,-305.0,,,,,,,,,,-446.0,-3466.0,-1125.0,-1329.0,,,,-911.0,5.0,-916.0,-101.0,,-874.0,,,
06/30/2000,2506,2171,433,619,767.0,-148,-717,-523.0,762.0,-881.0,-75,,-624.0,-395.0,,,,-395.0,,,,,,,,,,-229.0,-1884.0,-1104.0,264.0,,,,-867.0,24.0,-891.0,-177.0,,-2.0,,,
09/30/2000,3266,2319,418,-525,730.0,-1255,1054,-425.0,616.0,-565.0,1428,,-311.0,-116.0,302.0,,,-418.0,,,,,,,,,,-195.0,-2400.0,-1087.0,-202.0,,,,-895.0,8.0,-903.0,-216.0,,555.0,,,
12/31/2000,1929,2011,438,57,,57,-577,,,,-577,,-15820.0,-564.0,,,,-564.0,,,-709.0,156.0,-865.0,,,,,-14547.0,10049.0,-1184.0,12203.0,,,,-812.0,75.0,-887.0,-158.0,,-3842.0,,,
03/31/2001,557,1780,588,1050,472.0,578,-2861,-220.0,-219.0,-952.0,-1470,,-634.0,-320.0,,,,-320.0,,,,,,,,,,-314.0,-434.0,-1171.0,1359.0,,,,-635.0,351.0,-986.0,13.0,,-511.0,,,
06/30/2001,4069,2288,575,-690,399.0,-1089,1896,-439.0,-54.0,,2389,,-660.0,-470.0,,,,-470.0,,,,,,,,,,-190.0,-3440.0,-1171.0,-9863.0,,,,7699.0,8684.0,-985.0,-105.0,,-31.0,,,
09/30/2001,3256,2328,561,-1419,427.0,-1846,1786,-441.0,-346.0,-1068.0,3641,,-430.0,-429.0,,,,-429.0,,,,,,,,,,-1.0,-2762.0,-1162.0,-672.0,,,,-919.0,62.0,-981.0,-9.0,,64.0,,,
12/31/2001,1011,2164,613,112,,112,-1878,,,,-1878,,-1192.0,-703.0,,,,-703.0,,,-703.0,257.0,-960.0,,,,,214.0,175.0,-1265.0,2404.0,,,,-901.0,107.0,-1008.0,-63.0,,-6.0,,,
