Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,58510,7371,5619,1752.0,6007,5809.0,,,10145,2034.0,28802.0,,-20691.0,2414,,,,25937,8585,20898.0,-12313.0,10387,,,13601,5455.0,3232.0,2223.0,,8146,32573,,17431,17431,,,,916,,,,,,13098,,,13098,31445,7240,,,,,11231,,,,11231,18471,49916,0,9154,,,-16834,22669.0,-6395,8594,0,8594,58510,
09/30/2008,56519,4777,4186,591.0,6007,5814.0,,,11149,3680.0,29954.0,,-22485.0,2408,,,,24341,8686,20943.0,-12257.0,9706,,,13786,5738.0,3530.0,2208.0,,8048,32178,,16427,16427,,,,390,,,,,,12545,,,12545,29362,7217,,,,,11226,,,,11226,18443,47805,0,8853,,,-17425,23360.0,-6074,8714,0,8714,56519,
12/31/2008,53779,3279,3268,11.0,6027,5602.0,,,15612,4340.0,33360.0,,-22088.0,1046,,,,25964,8762,21042.0,-12280.0,7185,,,11868,5833.0,3647.0,2186.0,,6035,27815,,5871,5871,,,,560,551.0,9.0,9.0,,,24494,,,24494,30925,6952,6890.0,62.0,62.0,,17196,,,,17196,24148,55073,0,8517,,,-17758,22675.0,-14728,-1294,0,-1294,53779,
03/31/2009,55340,4450,4237,213.0,6591,6238.0,353.0,14624.0,1025,4493.0,18644.0,0.0,-22112.0,1114,83.0,3880.0,0.0,27804,8798,21200.0,-12402.0,7115,1261.0,5854.0,11623,6281.0,3654.0,2627.0,12.0,1367,27536,,17705,17553,355.0,,-203.0,530,530.0,,,,,11730,,,0,29965,8742,8742.0,,,,17142,,15820.0,,1322,25884,55849,0,8350,5061.0,3289.0,-17756,23284.0,-14540,-662,153,-509,55340,
06/30/2009,57712,4770,4599,171.0,7051,6588.0,463.0,14965.0,2235,4688.0,19203.0,0.0,-21656.0,1099,157.0,3858.0,0.0,30120,8808,21342.0,-12534.0,7157,1188.0,5969.0,11627,6415.0,3688.0,2727.0,21.0,1176,27592,,19029,6664,654.0,,11711.0,416,416.0,,,,,11827,,,0,31272,8700,8700.0,,,,17406,,15889.0,,1517,26106,57378,0,8622,5061.0,3561.0,-17741,23668.0,-14369,180,154,334,57712,
09/30/2009,58667,6446,6095,351.0,7059,6718.0,341.0,14829.0,1152,4919.0,18162.0,0.0,-21929.0,741,213.0,3835.0,0.0,30227,8912,21654.0,-12742.0,7043,1120.0,5923.0,12485,7213.0,4293.0,2920.0,20.0,1204,28440,,19179,7053,14.0,,12112.0,973,973.0,,,,,11897,,,0,32049,10065,10065.0,,,,17430,,15897.0,,1533,27495,59544,0,9017,5061.0,3956.0,-17733,22104.0,-14416,-1028,151,-877,58667,
12/31/2009,62053,11223,9215,2008.0,6153,5785.0,368.0,14673.0,2260,5004.0,18568.0,0.0,-21312.0,966,178.0,3062.0,0.0,35275,8784,21579.0,-12795.0,6496,1030.0,5466.0,11498,7196.0,4319.0,2877.0,16.0,1046,26778,,19992,7096,182.0,0.0,12714.0,707,707.0,,,,,12184,0.0,0.0,0,32883,12217,12217.0,,,,14728,0.0,13364.0,,1364,26945,59828,0,8785,5061.0,3724.0,-15911,22746.0,-13492,2128,97,2225,62053,
03/31/2010,62970,10362,4517,5845.0,6633,6359.0,274.0,14630.0,4143,5488.0,20551.0,0.0,-21896.0,1030,165.0,2754.0,0.0,36798,8693,21721.0,-13028.0,6303,1030.0,5273.0,11176,7195.0,4317.0,2878.0,21.0,1041,26172,,20018,7469,412.0,,12137.0,1479,1479.0,,,,,11987,,,0,33484,11464,11464.0,,,,14983,,13435.0,,1548,26447,59931,0,9325,5061.0,4264.0,-15744,23265.0,-13904,2942,97,3039,62970,
06/30/2010,63755,10026,4468,5558.0,6881,6565.0,316.0,14911.0,5457,5147.0,22555.0,0.0,-22245.0,1052,115.0,2379.0,0.0,38327,8584,21756.0,-13172.0,6092,1008.0,5084.0,10752,7123.0,4302.0,2821.0,27.0,1108,25428,,20436,6960,713.0,,12763.0,1507,1507.0,,,,,12145,,,0,34088,11439,11439.0,,,,15055,,13534.0,,1521,26494,60582,0,8893,5061.0,3832.0,-15582,23409.0,-13643,3077,96,3173,63755,
09/30/2010,65222,9966,2864,7102.0,6730,6445.0,285.0,14869.0,6823,5245.0,24348.0,0.0,-22770.0,1066,202.0,2223.0,0.0,39454,8671,21936.0,-13265.0,5723,1035.0,4688.0,11374,7898.0,4871.0,3027.0,33.0,1018,25768,,21300,7563,1118.0,,12619.0,953,0.0,,,,953.0,11985,,,0,34238,11466,11466.0,,,,14966,,13584.0,,1382,26432,60670,0,8887,5061.0,3826.0,-17302,24244.0,-11375,4454,98,4552,65222,
12/31/2010,68565,10517,5359,5158.0,5707,5422.0,285.0,14400.0,9917,5788.0,26550.0,0.0,-22421.0,31,227.0,4031.0,0.0,40572,8931,22253.0,-13322.0,5506,1111.0,4395.0,13556,7916.0,4937.0,2979.0,6.0,1376,27993,,22009,7715,607.0,0.0,13687.0,948,948.0,,,,,12438,0.0,0.0,0,35395,11473,11473.0,,,,18835,0.0,17825.0,,1010,30308,65703,0,8927,5061.0,3866.0,-17187,24784.0,-13758,2766,96,2862,68565,
03/31/2011,68760,7772,5670,2102.0,6288,6036.0,252.0,14210.0,12702,6397.0,29936.0,0.0,-23631.0,37,267.0,3862.0,0.0,41009,8973,22489.0,-13516.0,5411,1091.0,4320.0,13367,7877.0,4944.0,2933.0,4.0,1357,27751,,21809,8304,789.0,,12716.0,966,0.0,,,,966.0,12482,,,0,35257,10723,10723.0,,,,18773,,18013.0,,760,29496,64753,0,8964,5061.0,3903.0,-17021,25370.0,-13401,3912,95,4007,68760,
06/30/2011,72119,8802,5050,3752.0,6422,6162.0,260.0,14760.0,14334,6356.0,32592.0,0.0,-24614.0,35,260.0,3697.0,0.0,44353,9044,22614.0,-13570.0,5334,1117.0,4217.0,13388,8090.0,4949.0,3141.0,5.0,1336,27766,,23004,8262,1286.0,,13456.0,1304,0.0,,,,1304.0,13062,,,0,37370,10324,10324.0,,,,19601,,18191.0,,1410,29925,67295,0,9006,5061.0,3945.0,-16859,25681.0,-13095,4733,91,4824,72119,
09/30/2011,74163,9233,5954,3279.0,6590,6296.0,294.0,14581.0,15912,7027.0,33376.0,0.0,-24491.0,31,141.0,3709.0,0.0,46347,9190,22968.0,-13778.0,5422,1109.0,4313.0,13204,8034.0,4939.0,3095.0,6.0,1314,27816,,21546,8502,1955.0,,11089.0,1603,0.0,,,,1603.0,14444,,,0,37593,10777,10777.0,,,,19732,,18183.0,,1549,30509,68102,0,9049,5061.0,3988.0,-16715,26779.0,-13146,5967,94,6061,74163,
12/31/2011,79986,11272,10049,1223.0,6269,5793.0,476.0,13587.0,18653,7832.0,35080.0,0.0,-24259.0,29,155.0,5892.0,0.0,49810,9313,23306.0,-13993.0,5339,1043.0,4296.0,15524,7989.0,4945.0,3044.0,1.0,1487,30176,,23294,8406,2780.0,0.0,12108.0,2353,0.0,,,,2353.0,15627,0.0,0.0,0,41274,10018,10018.0,,,,25086,0.0,24057.0,,1029,35104,76378,0,9094,5061.0,4033.0,-16603,27524.0,-16500,3515,93,3608,79986,
03/31/2012,80205,10516,6718,3798.0,6847,6475.0,372.0,14530.0,18208,6685.0,37088.0,0.0,-25565.0,30,176.0,5791.0,0.0,50131,9399,23603.0,-14204.0,5176,1037.0,4139.0,15499,7943.0,4950.0,2993.0,,1589,30074,,23037,9041,3178.0,,10818.0,2807,0.0,,,,2807.0,15461,,,0,41305,8817,8817.0,,,,24963,,24228.0,,735,33780,75085,0,9038,5061.0,3977.0,-16364,28447.0,-16094,5027,93,5120,80205,
06/30/2012,81595,10307,6305,4002.0,6238,5894.0,344.0,14553.0,20480,6749.0,38592.0,0.0,-24861.0,30,129.0,5781.0,0.0,51608,9453,23838.0,-14385.0,5072,1004.0,4068.0,15462,7935.0,4955.0,2980.0,,1617,29987,,24516,9273,3668.0,,11575.0,2466,0.0,,,,2466.0,15468,,,0,42450,8735,8735.0,,,,24518,,23642.0,,876,33253,75703,0,9079,5061.0,4018.0,-16202,28743.0,-15816,5804,88,5892,81595,
09/30/2012,83654,11172,6582,4590.0,5755,5437.0,318.0,15082.0,21735,6658.0,40141.0,0.0,-25064.0,34,162.0,5520.0,0.0,53778,9496,24050.0,-14554.0,5223,1195.0,4028.0,15157,7891.0,4961.0,2930.0,,1584,29876,,24967,9152,4136.0,,11679.0,2172,0.0,,,,2172.0,15713,,,0,42852,9014,9014.0,,,,24106,,23040.0,,1066,33120,75972,0,9129,5061.0,4068.0,-16055,29775.0,-15261,7588,94,7682,83654,
12/31/2012,88896,13558,10341,3217.0,5972,5608.0,364.0,15130.0,22621,7206.0,40389.0,0.0,-24974.0,28,178.0,6753.0,0.0,57309,9660,24305.0,-14645.0,5236,1180.0,4056.0,16691,8146.0,5035.0,3111.0,5.0,1609,31587,,26790,9394,4485.0,0.0,12911.0,1436,0.0,,,,1436.0,16756,0.0,0.0,0,44982,8973,8973.0,,,,28974,0.0,27179.0,,1795,37947,82929,0,9183,5061.0,4122.0,-15937,30037.0,-17416,5867,100,5967,88896,
03/31/2013,90447,11853,8335,3518.0,6811,6351.0,460.0,15246.0,25551,7042.0,44340.0,0.0,-25831.0,29,150.0,6522.0,0.0,59490,9736,24447.0,-14711.0,5087,1177.0,3910.0,16134,8124.0,5049.0,3075.0,,1338,30957,,26156,9876,4838.0,,11442.0,917,0.0,,,,917.0,18593,,,0,45666,8254,8254.0,,,,28967,,27325.0,,1642,37221,82887,0,9140,5061.0,4079.0,-15780,31143.0,-17041,7462,98,7560,90447,
06/30/2013,92091,14325,8694,5631.0,6726,6406.0,320.0,14983.0,25251,7206.0,45877.0,0.0,-27832.0,25,93.0,6307.0,0.0,61310,9814,24531.0,-14717.0,5157,1166.0,3991.0,15810,8054.0,5043.0,3011.0,,1356,30781,,27809,10437,5072.0,,12300.0,883,0.0,,,,883.0,18257,,,0,46949,8695,8695.0,,,,28815,,27501.0,,1314,37510,84459,0,9242,5061.0,4181.0,-16412,31490.0,-16794,7526,106,7632,92091,
09/30/2013,94633,15911,10041,5870.0,6968,6652.0,316.0,13872.0,27368,7115.0,47063.0,0.0,-26810.0,43,120.0,5957.0,0.0,64162,9987,24925.0,-14938.0,5071,1168.0,3903.0,15413,8009.0,5047.0,2962.0,,1327,30471,,28462,10657,5504.0,,12301.0,919,0.0,,,,919.0,20299,,,0,49680,8677,8677.0,,,,27209,,25974.0,,1235,35886,85566,0,9356,5061.0,4295.0,-16865,32647.0,-16187,8951,116,9067,94633,
12/31/2013,92663,15258,9088,6170.0,6890,6546.0,344.0,12608.0,30304,7793.0,48065.0,0.0,-25554.0,14,86.0,2939.0,0.0,65074,10224,25294.0,-15070.0,4831,1204.0,3627.0,12534,8095.0,5043.0,3052.0,,1414,27589,,29817,9498,6267.0,0.0,14052.0,1563,0.0,68.0,68.0,,1495.0,20106,0.0,0.0,0,51486,8072,7989.0,83.0,83.0,,18108,0.0,17002.0,,1106,26180,77666,0,9476,5061.0,4415.0,-17671,32964.0,-9894,14875,122,14997,92663,
03/31/2014,91575,12224,6942,5282.0,7597,7341.0,256.0,13257.0,31684,7641.0,51789.0,0.0,-27746.0,15,88.0,2463.0,0.0,64777,10263,25544.0,-15281.0,4488,1208.0,3280.0,12047,8042.0,5046.0,2996.0,,1454,26798,,29643,10779,6732.0,,12132.0,1660,0.0,,,,1660.0,21199,,,0,52502,7275,7275.0,,,,17165,,16191.0,,974,24440,76942,0,9502,5061.0,4441.0,-20028,33929.0,-8883,14520,113,14633,91575,
06/30/2014,92737,11330,7533,3797.0,7931,7694.0,237.0,13250.0,33001,7295.0,54256.0,0.0,-28550.0,15,114.0,2664.0,0.0,65527,10449,25873.0,-15424.0,4376,1196.0,3180.0,12385,8143.0,5139.0,3004.0,,1464,27210,,30451,11060,6222.0,,13169.0,1591,0.0,,,,1591.0,21297,,,0,53339,7292,7292.0,,,,17922,,16318.0,,1604,25214,78553,0,9585,5061.0,4524.0,-21381,34516.0,-8659,14061,123,14184,92737,
09/30/2014,92653,10077,6655,3422.0,8056,7799.0,257.0,12824.0,34234,7757.0,54886.0,0.0,-28409.0,27,38.0,2546.0,0.0,65218,10707,26352.0,-15645.0,4550,1203.0,3347.0,12178,8085.0,5131.0,2954.0,,1509,27435,,30319,11136,6685.0,,12498.0,1579,0.0,,,,1579.0,21306,,,0,53204,7301,7301.0,,,,17511,,15756.0,,1755,24812,78016,0,9633,5061.0,4572.0,-22349,35880.0,-8653,14511,126,14637,92653,
12/31/2014,92921,13092,11733,1359.0,7919,7729.0,190.0,13381.0,33375,7421.0,55220.0,0.0,-29266.0,0,25.0,317.0,0.0,67767,11007,26696.0,-15689.0,4525,1154.0,3371.0,9622,7988.0,5119.0,2869.0,,1292,25154,,23912,10667,,0.0,13245.0,929,0.0,64.0,64.0,,865.0,23392,0.0,0.0,0,48233,8141,8044.0,97.0,97.0,,27757,0.0,23984.0,2207.0,1566,35898,84131,0,9686,5061.0,4625.0,-23298,36180.0,-13903,8665,125,8790,92921,
03/31/2015,97775,9631,8655,976.0,8271,8087.0,184.0,14132.0,34370,7500.0,56549.0,0.0,-29679.0,17,24.0,6485.0,0.0,66421,11172,27052.0,-15880.0,4455,1154.0,3301.0,15727,7914.0,5105.0,2809.0,,1304,31354,,31690,11497,8916.0,,11277.0,133,0.0,,,,133.0,23433,,,0,55256,8905,8905.0,,,,25584,,24151.0,,1433,34489,89745,0,9718,5061.0,4657.0,-25513,37516.0,-13815,7906,124,8030,97775,
06/30/2015,98102,9625,9157,468.0,8136,7927.0,209.0,14872.0,34156,6585.0,56867.0,0.0,-29296.0,17,19.0,6264.0,0.0,66806,11338,27335.0,-15997.0,4431,1256.0,3175.0,15527,7889.0,5126.0,2763.0,,1355,31296,,33393,11531,8894.0,,12968.0,112,0.0,,,,112.0,23631,,,0,57136,8904,8904.0,,,,25755,,24314.0,,1441,34659,91795,0,9782,5061.0,4721.0,-27463,37365.0,-13420,6264,43,6307,98102,
09/30/2015,98998,9857,9383,474.0,9081,8854.0,227.0,14275.0,34349,6506.0,56278.0,0.0,-28435.0,14,16.0,6146.0,0.0,67576,11614,27802.0,-16188.0,4508,1277.0,3231.0,15300,7828.0,5122.0,2706.0,,1310,31422,,33408,11777,9205.0,,12426.0,614,0.0,,,,614.0,23786,,,0,57808,8402,8402.0,,,,26002,,24541.0,,1461,34404,92212,0,9832,5061.0,4771.0,-28898,39069.0,-13263,6740,46,6786,98998,
12/31/2015,94408,12052,11302,750.0,8925,8713.0,212.0,13858.0,33399,6673.0,55230.0,0.0,-28504.0,0,15.0,265.0,0.0,68234,12076,28362.0,-16286.0,4642,1284.0,3358.0,9456,7783.0,5126.0,2657.0,,1393,26174,,24463,10800,,0.0,13663.0,1234,0.0,53.0,53.0,,1181.0,24715,0.0,0.0,0,50412,8730,8633.0,97.0,97.0,,28869,0.0,24399.0,2392.0,2078,37599,88011,0,9895,5061.0,4834.0,-29568,38756.0,-12748,6335,62,6397,94408,
03/31/2016,91547,8352,7886,466.0,9969,9711.0,258.0,12994.0,34272,6369.0,56840.0,0.0,-28937.0,0,32.0,267.0,0.0,65587,12269,28745.0,-16476.0,4277,1297.0,2980.0,9414,7726.0,5132.0,2594.0,,1389,25960,,24077,11558,,,12519.0,1243,0.0,,,,1243.0,24197,,,0,49517,8721,8721.0,,,,29203,,24810.0,2297.0,2096,37924,87441,0,9845,5061.0,4784.0,-32939,39975.0,-12838,4043,63,4106,91547,
06/30/2016,89609,9265,8605,660.0,10060,9809.0,251.0,12516.0,31666,6123.0,53769.0,0.0,-28226.0,0,27.0,267.0,0.0,63507,12533,29174.0,-16641.0,4221,1312.0,2909.0,9348,7672.0,5128.0,2544.0,,1382,26102,,25014,11748,,,13266.0,1168,0.0,,,,1168.0,23677,,,0,49859,9847,9847.0,,,,29256,,24786.0,2422.0,2048,39103,88962,0,9839,5061.0,4778.0,-34821,38362.0,-12795,585,62,647,89609,
09/30/2016,88950,9668,8986,682.0,9889,9524.0,365.0,12459.0,30221,5521.0,53113.0,0.0,-28413.0,0,36.0,265.0,0.0,62237,12713,29465.0,-16752.0,4704,1303.0,3401.0,9296,7616.0,5128.0,2488.0,,1379,26713,,24963,11968,,,12995.0,632,0.0,,,,632.0,22894,,,0,48489,9824,9689.0,135.0,135.0,,28487,,24547.0,2211.0,1729,38311,86800,0,9869,5061.0,4808.0,-35763,40641.0,-12658,2089,61,2150,88950,
12/31/2016,89997,10029,8801,1228.0,9260,8832.0,428.0,12801.0,30398,5446.0,52048.0,0.0,-27096.0,0,23.0,332.0,0.0,62488,12807,29690.0,-16883.0,5090,1317.0,3773.0,9612,7864.0,5324.0,2540.0,,1393,27509,,25589,11190,,0.0,14399.0,384,0.0,57.0,57.0,,327.0,24161,0.0,0.0,0,50134,9568,9487.0,81.0,81.0,,29418,0.0,25859.0,1338.0,2221,38986,89120,0,9823,5061.0,4762.0,-36097,40714.0,-13623,817,60,877,89997,
03/31/2017,89673,9205,8190,1015.0,9915,9335.0,580.0,13684.0,29563,5410.0,53493.0,0.0,-29340.0,0,43.0,336.0,0.0,62367,12842,29998.0,-17156.0,4846,1319.0,3527.0,9618,7838.0,5342.0,2496.0,,1401,27306,,25067,11964,,,13103.0,367,0.0,,,,367.0,24347,,,0,49781,10432,10303.0,129.0,129.0,,29305,,25681.0,1339.0,2285,39737,89518,0,9665,5061.0,4604.0,-38320,42165.0,-13415,95,60,155,89673,
06/30/2017,90036,10326,8737,1589.0,10052,9503.0,549.0,13961.0,28492,5356.0,53240.0,0.0,-30104.0,0,54.0,325.0,0.0,62831,12820,30200.0,-17380.0,4676,1278.0,3398.0,9709,7914.0,5347.0,2567.0,,1416,27205,,26208,12093,,,14115.0,720,0.0,,,,720.0,25981,,,0,52909,10055,10055.0,,,,29050,,25507.0,1415.0,2128,39105,92014,0,9705,5061.0,4644.0,-40730,42222.0,-13234,-2037,59,-1978,90036,
09/30/2017,91007,10032,8569,1463.0,11079,10644.0,435.0,13608.0,29423,6068.0,52871.0,0.0,-29516.0,0,81.0,298.0,0.0,64142,12712,30113.0,-17401.0,4309,1270.0,3039.0,9844,7867.0,5344.0,2523.0,,1598,26865,,26577,12718,,,13859.0,988,0.0,,,,988.0,26844,,,0,54409,9780,9647.0,133.0,133.0,,25673,,21340.0,2884.0,1449,35453,89862,0,11815,5061.0,6754.0,-41745,44052.0,-13036,1086,59,1145,91007,
12/31/2017,112362,9992,8813,1179.0,3203,2894.0,309.0,10048.0,59534,6673.0,52861.0,0.0,0.0,2417,93.0,321.0,2417.0,85194,12672,30313.0,-17641.0,4016,1260.0,2756.0,10480,8132.0,5559.0,2573.0,,1934,27168,,25136,12202,,1005.0,11929.0,1335,0.0,52.0,52.0,,1283.0,48177,0.0,0.0,0,74648,9782,9696.0,86.0,86.0,,26219,0.0,22016.0,2188.0,2015,36001,110649,0,11865,5061.0,6804.0,-43454,49618.0,-16373,1656,57,1713,112362,
03/31/2018,113549,9891,9235,656.0,3046,2802.0,244.0,11748.0,59377,6369.0,53008.0,0.0,0.0,2481,106.0,325.0,2481.0,86543,12628,30522.0,-17894.0,4001,1248.0,2753.0,10377,8083.0,5558.0,2525.0,,1863,27006,,23478,12613,,,10865.0,1981,0.0,,,,1981.0,50073,,,0,75532,10471,9738.0,733.0,733.0,,26248,,21773.0,2001.0,2474,36719,112251,0,11685,5061.0,6624.0,-46396,52095.0,-16162,1222,76,1298,113549,
06/30/2018,113195,9770,8121,1649.0,3117,2823.0,294.0,11895.0,59223,6393.0,52830.0,0.0,0.0,2396,36.0,325.0,2396.0,86401,12605,30742.0,-18137.0,4020,1203.0,2817.0,10169,8044.0,5550.0,2494.0,,1764,26794,,25005,12904,,,12101.0,1611,0.0,,,,1611.0,51109,,,0,77725,10507,9770.0,737.0,737.0,,26337,,21562.0,1900.0,2875,36844,114569,0,11737,5061.0,6676.0,-49342,52303.0,-16139,-1441,67,-1374,113195,
09/30/2018,114659,9990,8034,1956.0,3324,2893.0,431.0,11844.0,60130,6562.0,53568.0,0.0,0.0,2398,32.0,323.0,2398.0,87686,12571,30899.0,-18328.0,3975,1190.0,2785.0,10427,8252.0,5722.0,2530.0,,1820,26973,,26414,13663,,,12751.0,1389,0.0,,,,1389.0,51614,,,0,79417,10487,9742.0,745.0,745.0,,25964,,21321.0,1738.0,2905,36451,115868,0,11775,5061.0,6714.0,-51781,54666.0,-15949,-1289,80,-1209,114659,
12/31/2018,117359,8564,7637,927.0,4339,3879.0,460.0,12154.0,60438,7685.0,52753.0,0.0,0.0,2335,28.0,284.0,2335.0,87830,12645,31213.0,-18568.0,3505,1087.0,2418.0,13379,11269.0,7840.0,3429.0,,1798,29529,,27564,12916,,1160.0,13488.0,3190,0.0,57.0,57.0,,3133.0,50836,0.0,0.0,0,81590,10657,10558.0,99.0,99.0,,24702,0.0,19907.0,1736.0,3059,35359,116949,0,11829,5061.0,6768.0,-52348,55941.0,-15083,339,71,410,117359,
03/31/2019,120209,7729,6836,893.0,4009,3669.0,340.0,11367.0,64210,8720.0,55490.0,0.0,0.0,2194,34.0,281.0,2194.0,89509,13602,32423.0,-18821.0,3419,1183.0,2236.0,13679,11465.0,7967.0,3498.0,,1899,30700,,27318,14693,,,12625.0,3622,0.0,241.0,,241.0,3381.0,52675,,,0,83615,12186,9208.0,2978.0,2155.0,823.0,24176,,19612.0,1656.0,2908,36362,119977,0,11634,5061.0,6573.0,-54630,58090.0,-14969,125,107,232,120209,
06/30/2019,126261,9606,9167,439.0,3462,3291.0,171.0,11104.0,67635,8944.0,58691.0,0.0,0.0,3304,17.0,357.0,3304.0,95111,13665,32520.0,-18855.0,3281,1142.0,2139.0,14204,11812.0,8051.0,3761.0,,2018,31150,,34937,15267,,,19670.0,4608,0.0,251.0,,251.0,4357.0,52644,,,0,92189,15725,11641.0,4084.0,3218.0,866.0,23290,,19317.0,,3973,39015,131204,0,11699,5061.0,6638.0,-54932,52819.0,-14908,-5322,379,-4943,126261,
09/30/2019,132598,10913,9763,1150.0,3730,3564.0,166.0,12044.0,72313,8795.0,63518.0,0.0,0.0,2656,7.0,296.0,2656.0,101656,13705,32830.0,-19125.0,3194,1117.0,2077.0,14043,11650.0,8063.0,3587.0,,2090,30942,,33849,15101,,,18748.0,4614,0.0,260.0,,260.0,4354.0,53383,,,0,91846,21267,17078.0,4189.0,3220.0,969.0,23294,,19027.0,1615.0,2652,44561,136407,0,11749,5061.0,6688.0,-54924,53986.0,-14927,-4116,307,-3809,132598,
12/31/2019,133625,10030,9485,545.0,3428,3266.0,162.0,10230.0,75435,9419.0,66016.0,0.0,0.0,3106,14.0,683.0,3106.0,102229,13684,33026.0,-19342.0,3228,1092.0,2136.0,14484,11398.0,8060.0,3338.0,,2389,31396,,38011,15553,,1159.0,21299.0,7592,0.0,323.0,71.0,252.0,7269.0,51709,0.0,0.0,0,97312,20940,19804.0,1136.0,158.0,978.0,23673,0.0,20816.0,413.0,2444,44613,141925,0,11806,5061.0,6745.0,-54914,50644.0,-16153,-8617,317,-8300,133625,
03/31/2020,143075,15527,15039,488.0,3360,3211.0,149.0,10355.0,79030,10311.0,68719.0,0.0,0.0,2739,2.0,678.0,2739.0,111011,12405,31996.0,-19591.0,3240,1124.0,2116.0,16419,11313.0,8057.0,3256.0,,4426,32064,,35987,14963,,,21024.0,5173,0.0,,,,5173.0,53342,,,0,94502,33754,33754.0,,,,24179,,20445.0,336.0,3398,57933,152435,0,11656,5061.0,6595.0,-54842,49854.0,-16333,-9665,305,-9360,143075,
06/30/2020,162872,32430,19992,12438.0,2908,2793.0,115.0,9527.0,82788,10843.0,71945.0,0.0,0.0,2624,2.0,729.0,2624.0,130277,12182,32045.0,-19863.0,3120,1066.0,2054.0,17293,11083.0,8064.0,3019.0,,5479,32595,,35892,13700,,,22192.0,2922,0.0,,,,2922.0,53668,,,0,92482,58457,58457.0,,,,23315,,20090.0,404.0,2821,81772,174254,0,11709,5061.0,6648.0,-54829,47478.0,-16025,-11667,285,-11382,162872,
