Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1996,836.473022,133.856998,133.419998,0.437,87.587997,,58.914001,,,,,22.561001,,,,,302.920013,213.563995,,,0.0,,,319.989014,,,,319.989014,533.553009,,44.097,44.097,,,,64.571999,,,,,,106.345009,,,106.345009,215.014008,564.565979,,,,,46.695999,,,,,,46.695999,611.261978,826.275986,0.0,164.865997,,,0.0,,-154.669006,10.196991,0.0,10.196991,836.472977,
09/30/1996,909.828979,204.877998,164.725998,40.152,80.049004,,61.067001,,,,,25.360001,,,,,371.354004,217.488007,,,0.0,,,320.987,,,,320.987,538.475006,,50.497002,50.497002,,,,23.707001,,,,,,102.760002,,,102.760002,176.964005,565.088013,,,,,78.111,,,,,,78.111,643.199013,820.163017,0.0,164.867004,,,-46.403,,-56.739998,61.724007,27.941999,89.666006,909.829023,
12/31/1996,831.784973,205.901001,154.190002,51.710999,70.962997,,39.584999,15.24,0.467,23.878,,119.571999,,,,,436.020996,98.968002,208.225006,-109.257004,0.5,,,296.29599,,,,296.29599,395.763992,,50.431,50.431,,,,91.067001,,,,,,99.347992,,,99.347992,240.845993,469.153992,,,,,81.295998,,,,,,81.295998,550.449989,791.295982,0.0,164.567993,,,-46.272999,,-111.529995,6.764999,33.723999,40.488998,831.784981,
03/30/1997,844.557007,178.975998,120.515999,58.459999,85.087997,85.087997,55.914001,,,,,102.216003,,,,,422.194,105.995003,,,0.0,,,316.368011,56.187,,,260.181011,422.363014,,42.949001,42.949001,,,,101.005997,,,,,,110.162006,,,110.162006,254.117004,487.612,,,,,62.743999,,,,,,62.743999,550.355999,804.473003,0.0,166.813995,,,-45.759998,-113.000999,-2.285007,5.76799,34.316002,40.083992,844.556995,
06/29/1997,1156.98999,131.072998,71.348999,59.723999,133.570007,133.570007,87.668999,33.167,0.459,54.042999,,55.686001,,,,,407.997986,121.926003,,,0.0,,,627.065979,264.632996,,,362.432983,748.991982,,60.904999,60.904999,,,,15.777,,,,,,177.879005,,,177.879005,254.561005,767.737,,,,,129.229004,,,,,,129.229004,896.966003,1151.527008,0.0,167.149994,,,-45.0,-147.123993,0.577988,-24.396011,29.858999,5.462988,1156.989996,
09/28/1997,1136.359009,126.395,69.149002,57.245998,117.063004,117.063004,93.57,36.101002,0.505,56.964001,,54.02,,,,,391.048004,119.991997,,,0.0,,,625.31897,260.524994,,,364.793976,745.310966,,71.264,71.264,,,,16.695999,,,,,,176.468987,,,176.468987,264.428986,737.27301,,,,,127.503998,,,,,,127.503998,864.777008,1129.205994,0.0,168.544006,,,-44.57,-136.184006,-2.93,-15.139999,22.292999,7.153,1136.358994,
12/28/1997,1004.872986,175.644997,129.479996,46.165001,77.882004,,57.394001,,,,,44.838001,,,,,355.759003,33.833,52.469002,-18.636,31.448999,,,583.83197,,,,583.83197,649.113969,,63.237,63.237,,,,14.182,,,,,,148.254004,,,148.254004,225.673004,604.830017,,,,,130.382004,,,,,,130.382004,735.212021,960.885025,0.0,207.845993,,,-45.456001,,-118.402001,43.987991,0.0,43.987991,1004.873016,
03/29/1998,1053.953979,222.060005,180.285004,41.775002,84.675003,84.675003,51.471001,,,,,45.462002,,,,,403.667999,34.506001,,,0.0,,,615.780029,266.522003,,,349.258026,650.28603,,70.358002,70.358002,,,,16.087,,,,,,115.174994,,,115.174994,201.619995,709.065979,,,,,118.313004,,,,,,118.313004,827.378983,1028.998978,0.0,208.313995,,,-71.319,-111.245003,-0.794991,24.955002,,24.955002,1053.953979,
06/28/1998,1117.55,273.587,183.421,90.166,106.487,106.487,76.402,32.265,0.281,43.856,0.0,43.745,,,,,500.221,33.678,,,0.0,,,583.651,263.886,,,319.765,617.329,,103.691,103.691,,,,22.405,,,,,,147.365,,,147.365,273.461,698.811,,,,,118.724,,,,,,118.724,817.535,1090.996,0.0,208.49,,,-75.778,-103.176,-2.982,26.554,0.0,26.554,1117.55,
09/27/1998,1076.598999,250.885002,164.041,86.844002,96.644997,96.644997,71.339996,26.504999,0.308,44.527,,45.116001,,,,,463.985992,31.554001,,,7.355,,,573.703979,261.214996,,,312.488983,612.61298,,74.824997,74.824997,,,,19.986,,,,,,152.080009,,,152.080009,246.891006,693.460022,,,,,129.701996,,,,,,129.701996,823.162018,1070.053024,0.0,208.479996,,,-94.776001,-100.924004,-6.234001,6.54599,,6.54599,1076.599014,
01/03/1999,1019.60199,262.269005,161.248001,101.021004,65.905998,,46.761002,20.268,0.098,26.395,0.0,34.084,,,,,409.019989,31.202999,59.085999,-27.882999,9.083,,,570.296021,531.080017,,,39.216003,610.58202,,58.290001,58.290001,,,,9.978,,,,,,164.213002,,,164.213002,232.481003,668.281006,,,,,107.568001,,,,,,107.568001,775.849007,1008.330009,0.0,208.093994,,,-94.962997,,-101.859009,11.271988,0.0,11.271988,1019.601997,
04/04/1999,1226.206055,383.828018,281.265015,102.563004,105.082001,105.082001,61.826,25.708,0.36,35.757999,,40.308998,,,,,591.044983,31.309999,,,0.0,,,603.851013,259.186005,,,344.665009,635.161013,,66.292999,66.292999,,,,10.493,,,,,,120.548,,,120.548,197.334,894.781006,,,,,131.255005,,,,,,131.255005,1026.036011,1223.37001,0.0,207.988998,,,-94.624001,-114.149002,3.620003,2.835999,,2.835999,1226.206009,
07/04/1999,1203.887939,351.147003,218.158005,132.988998,117.999001,117.999001,70.626999,30.289,0.454,39.883999,,33.798,,,,,573.570984,32.776001,,,,,,597.541016,256.476013,,,341.065002,630.317017,,83.754997,83.754997,,,,11.851,,,,,,175.926992,,,175.926992,271.53299,881.791016,,,,,112.364998,,,,,,112.364998,994.156013,1265.689003,0.0,208.078003,,,-166.042999,-109.929001,6.093002,-61.800995,0.0,-61.800995,1203.888008,
10/03/1999,1123.973022,291.492004,160.612,130.880005,106.920998,106.920998,67.325996,26.785,0.283,40.257999,,30.271999,,,,,496.010986,36.812,,,0.0,,,591.150024,253.768005,,,337.382019,627.962025,,68.709999,68.709999,,,,45.869999,,,,,,131.323002,,,131.323002,245.903,846.739014,,,,,208.666,,,,,,208.666,1055.405014,1301.308014,0.0,207.830994,,,-204.666,-95.682999,-84.816986,-177.334991,0.0,-177.334991,1123.973022,
01/02/2000,1123.732056,313.516998,161.882996,151.634003,79.283997,,61.736,20.952,0.397,40.387001,0.0,23.106001,,,,,477.643005,36.397999,71.209999,-34.812,14.155,,,595.536011,544.413025,,,51.122986,646.089009,,58.469002,58.469002,,,,42.194,,,,,,138.987999,,,138.987999,239.651001,850.859009,,,,,199.947998,,,,,,199.947998,1050.807007,1290.458008,0.0,207.785995,,,-202.625,,-171.886993,-166.725998,0.0,-166.725998,1123.73201,
04/02/2000,1127.921021,237.306999,129.080002,108.226997,22.049,22.049,66.815002,24.127001,0.545,42.143002,0.0,48.820999,,,,,454.391998,68.792999,,,0.0,,,588.557007,280.928009,,,307.628998,657.350006,,68.102997,68.102997,,,,41.949001,,,,,,115.293003,,,115.293003,225.345001,867.663025,,,,,201.300003,,,,,,201.300003,1068.963028,1294.308029,0.0,207.757004,,,-200.362,-87.959999,-85.822014,-166.387009,0.0,-166.387009,1127.921021,
07/02/2000,1150.462036,247.846008,153.294006,94.552002,123.205002,123.205002,85.011002,27.646999,0.426,56.938,0.0,27.65,,,,,483.712006,69.341003,,,14.256,,,583.153015,279.144012,,,304.009003,666.750018,,75.942001,75.942001,,,,42.550999,,,,,,128.406002,,,128.406002,246.899002,855.911987,,,,,208.518005,,,,,,208.518005,1064.429993,1311.328995,0.0,207.891006,,,-198.735001,-83.370003,-86.652992,-160.866989,0.0,-160.866989,1150.462006,
10/01/2000,371.516998,209.547997,112.183998,97.363998,9.667,9.667,0.0,0.0,0.0,0.0,0.0,58.877998,,,,,278.092987,39.383999,,,14.351,,,39.688999,5.957,,,33.731999,93.423998,,3.054,3.054,,,,2.606,,,,,,55.599998,,,55.599998,61.259998,18.205,,,,,445.48999,,,,,,445.48999,463.69499,524.954988,0.0,208.513,,,-238.028,-80.001999,-43.92099,-153.437988,0.0,-153.437988,371.517,
12/31/2000,1067.42395,910.152008,596.13501,314.016998,14.565,,0.0,0.0,0.0,0.0,0.0,10.336,,,,,935.052979,40.097,52.000999,-11.904,11.595,,,80.679001,24.834,18.764,6.07,55.845001,132.371001,,11.923,11.923,,,,17.017,,,,,,309.794009,,,309.794009,338.734009,291.717987,,,,,154.662003,,,,,,154.662003,446.37999,785.113999,0.0,215.522003,,,-242.772003,,309.560005,282.310005,0.0,282.310005,1067.424004,
04/01/2001,801.377991,619.097992,300.15799,318.940002,20.493999,20.493999,,,,,,10.999,,,,,650.591003,39.969002,,,29.594,,,81.223999,5.914,,,75.309999,150.787001,,2.21,2.21,,,,18.186001,,,,,,51.800998,,,51.800998,72.196999,286.604004,,,,,155.343994,,,,,,155.343994,441.947998,514.144997,0.0,215.643997,,,-244.761993,358.769012,-42.418022,287.232994,0.0,287.232994,801.377991,
07/01/2001,869.434021,675.632996,402.86499,272.768005,16.042,16.042,,,,,,12.228,,,,,703.903015,39.23,,,0.0,,,126.301003,5.745,,,120.556003,165.531002,,3.421,3.421,,,,19.377001,,,,,,82.359996,,,82.359996,105.157997,281.391998,,,,,153.378998,,,,,,153.378998,434.770996,539.928993,0.0,216.195007,,,,398.246002,-284.936005,329.505005,0.0,329.505005,869.433998,
09/30/2001,844.161987,628.149017,363.070007,265.07901,16.679001,16.679001,,,,,,13.348,,,,,658.176025,62.182999,,,44.957001,,,78.846001,5.603,,,73.243001,185.986,,3.36,3.36,,,,23.816999,,,,,,87.768,,,87.768,114.945,295.174988,,,,,109.030998,,,,,,109.030998,404.205986,519.150986,0.0,216.156998,,,,396.477997,-287.624001,325.010994,0.0,325.010994,844.16198,
12/30/2001,868.408997,659.862,506.460999,153.401001,14.969,,0.0,0.0,0.0,0.0,0.0,14.93,,,,,689.760986,60.988998,77.056999,-16.068001,42.074001,,,75.584999,23.393999,17.922001,5.471998,52.191,178.647998,,2.941,2.941,,,,24.768,,,,,,105.414993,,,105.414993,133.123993,288.954987,,,,,113.932999,,,,,,113.932999,402.887986,536.011979,0.0,132.563004,,,-160.639008,,360.473008,332.397004,0.0,332.397004,868.408983,
03/31/2002,841.752991,632.19101,446.489014,185.701996,16.712999,16.712999,,,,,,17.048,,,,,665.952026,59.34,,,42.555,,,73.905998,23.250999,17.922001,5.328999,50.654999,175.800999,,2.396,2.396,,,,25.150999,,,,,,86.495001,,,86.495001,114.042,282.640991,,,,,114.098,,,,,,114.098,396.738991,510.780991,0.0,133.380005,,,,358.605988,-161.013992,330.972,0.0,330.972,841.752991,
06/30/2002,839.075989,633.108994,447.192993,185.916,16.433001,16.433001,,,,,,15.49,,,,,665.031982,57.918999,,,39.620998,,,76.503998,23.174999,17.922001,5.252998,53.328999,174.043995,,6.257,6.257,,,,25.538,,,,,,91.680998,,,91.680998,123.475998,276.225006,,,,,112.214996,,,,,,112.214996,388.440002,511.916,0.0,134.031998,,,,351.095001,-157.966995,327.160004,0.0,327.160004,839.076004,
09/29/2002,831.286987,635.10701,444.238007,190.869003,13.696,13.696,,,,,,13.977,,,,,662.780029,56.557999,,,0.0,,,111.948997,23.002001,17.922001,5.08,88.946997,168.506996,,3.8,3.8,,,,25.924999,,,,,,97.078002,,,97.078002,126.803001,269.709991,,,,,110.913002,,,,,,110.913002,380.622993,507.425995,0.0,134.503998,,,,348.540009,-159.183014,323.860992,0.0,323.860992,831.286987,
12/29/2002,967.383,631.549,456.388,175.161,12.967,12.967,2.274,,,,,22.592,,,,,669.382,115.224,135.858,-20.634,34.717,,,148.06,98.98,90.689,8.291,49.08,298.001,,18.998,18.998,,,,34.422,,,,,,106.421,,,106.421,159.841,352.7,,,,,122.1,,,,,,122.1,474.8,634.641,0.0,134.663,,,-162.084,360.995,-0.832,332.742,0.0,332.742,967.383,
03/30/2003,952.88501,624.953995,467.524994,157.429001,11.499,11.499,2.147,,,,,22.549999,,,,,661.150024,112.874001,,,30.610001,,,148.251007,98.989998,90.689003,8.300995,49.261009,291.735008,,15.936,15.936,,,,38.036999,,,,,,101.543008,,,101.543008,155.516006,340.916992,,,,,123.761002,,,,,,123.761002,464.677994,620.194,0.0,135.141006,,,,359.020996,-161.470993,332.69101,0.0,332.69101,952.88501,
06/29/2003,1090.474976,754.645004,561.947998,192.697006,11.687,11.687,2.348,,,,,22.875999,,,,,791.55603,110.902,,,34.740002,,,153.276993,98.971001,90.789001,8.181999,54.305992,298.918995,,17.032,17.032,,,,34.589001,,,,,,121.994005,,,121.994005,173.615005,501.191986,,,,,121.625,,,,,,121.625,622.816986,796.431992,0.0,136.682007,,,,357.596985,-200.235992,294.042999,0.0,294.042999,1090.474991,
09/28/2003,1081.312988,743.386978,543.945984,199.440994,12.179,12.179,2.378,,,,,25.823,,,,,783.767029,108.360001,,,33.643002,,,155.542999,101.992996,94.196999,7.795998,53.550003,297.546001,,15.658,15.658,,,,35.102001,,,,,,121.805993,,,121.805993,172.565994,492.304993,,,,,122.404999,,,,,,122.404999,614.709991,787.275986,0.0,136.912994,,,,353.854004,-196.730011,294.036987,,294.036987,1081.312973,
12/28/2003,1042.964966,733.637009,560.51001,173.126999,13.07,,2.416,2.416,0.0,0.0,0.0,23.858999,,,,,772.981995,106.231003,139.087006,-32.855999,37.362999,,,126.389,72.267998,64.153,8.114998,54.121002,269.983002,,16.313999,16.313999,,,,35.637001,,,,,,110.310993,,,110.310993,162.261993,483.279999,,,,,109.218002,,,,,,109.218002,592.498001,754.759995,0.0,138.436996,,,-203.167999,341.641998,10.695007,287.606003,0.599,288.205003,1042.964997,
03/28/2004,1017.14801,716.942017,480.894012,236.048004,14.799,14.799,2.362,,,,,15.533,,,,,749.635986,104.245003,,,38.608002,,,124.658997,72.044998,64.153,7.891998,52.613998,267.512001,,11.771,11.771,,,,36.181,,,,,,96.281002,,,96.281002,144.233002,474.131989,,,,,109.634003,,,,,,109.634003,583.765991,727.998993,0.0,140.509995,,,-198.276993,334.14801,12.76799,289.149002,0.0,289.149002,1017.147995,
06/27/2004,1009.523987,699.141006,493.993011,205.147995,22.391001,22.391001,2.484,,,,,18.684999,,,,,742.700989,102.273003,,,39.16,,,125.389999,71.990997,64.153,7.837997,53.399002,266.823002,,13.843,13.843,,,,36.296001,,,,,,102.357,,,102.357,152.496002,465.278015,,,,,107.046997,,,,,,107.046997,572.325012,724.821014,0.0,140.619003,,,,328.313995,-184.229996,284.703003,0.0,284.703003,1009.524017,
09/26/2004,1016.92,587.035,419.087,167.948,28.081,28.081,2.327,,,,,16.476,,,,,633.919,104.45,,,66.073,,,212.478,132.966,123.773,9.193,79.512,383.001,,13.405,13.405,,,,53.384,,,,,,95.84,,,95.84,162.629,455.942,,,,,90.801,,,,,,90.801,546.743,709.372,0.0,142.226,,,-223.464,345.691,43.095,307.548,,307.548,1016.92,
01/02/2005,1066.973,566.21,367.992,198.218,64.331,64.331,2.222,2.222,0.0,0.0,0.0,37.003,,,,,669.766,103.434,149.054,-45.62,82.214,,,211.559,118.264,118.264,0.0,93.295,397.207,,22.912,22.912,,,,52.548,,,,,,130.384,,,130.384,205.844,446.479,445.443,1.036,1.036,,100.823,,,,,,100.823,547.302,753.146,0.0,136.961,,,-227.822,337.415,56.585,303.139,10.688,313.827,1066.973,
04/03/2005,1489.489014,864.181976,340.584991,523.596985,21.468,21.468,2.125,2.125,0.0,0.0,0.0,204.518997,,,,,1092.293945,101.109001,,,84.219002,,,211.867004,155.897995,118.264,37.633995,55.969009,397.195007,,14.036,14.036,,,,47.625,,,,,,576.484996,,,576.484996,638.145996,436.69101,,,,,100.150002,,,,,,100.150002,536.841011,1174.987007,0.0,143.320007,,,-227.095993,335.410004,50.604996,302.239014,12.263,314.502013,1489.48902,
07/03/2005,1804.682007,947.463013,318.789001,628.674011,21.648001,21.648001,2.386,2.386,0.0,0.0,0.0,432.417999,,,,,1403.915039,99.100998,,,87.031998,,,214.634003,154.541,118.566002,35.974998,60.093002,400.766998,,19.296,19.296,,,,392.35199,,,,,,528.888998,,,528.888998,940.536987,450.598999,,,,,100.882004,,,,,,100.882004,551.481003,1492.01799,0.0,149.179001,,,-225.828995,331.135986,45.619003,300.104996,12.559,312.663996,1804.681986,
10/02/2005,2984.791992,1054.662994,245.712006,808.950989,29.599001,29.599001,8.305,8.305,0.0,0.0,0.0,700.059021,,,,,1792.625977,433.84201,,,89.825996,,,668.497986,636.703979,542.106995,94.596985,31.794006,1192.165993,,55.094002,55.094002,,,,562.632996,,,,,,808.966972,,,808.966972,1426.69397,981.317993,,,,,133.108994,,,,,,133.108994,1114.426987,2541.120956,0.0,218.942001,,,-143.466003,282.097992,48.39801,405.972,37.699001,443.671001,2984.791958,
01/01/2006,2809.489,974.159,202.84,771.319,47.919,,11.101,11.101,0.0,0.0,0.0,622.107,,,,,1655.286,443.857,512.619,-68.762,85.086,,,625.26,594.024,518.328,75.696,31.236,1154.203,,64.45,64.45,,,,27.085,,,,,,1267.324,,,1267.324,1358.859,894.527,845.533,48.994,48.994,,117.107,,,,,,117.107,1011.634,2370.493,0.0,273.635,,,-130.179,259.285,-7.171,395.57,43.426,438.996,2809.489,
04/02/2006,5102.710938,1918.226974,243.298996,1674.927979,39.056,,8.938,8.938,0.0,0.0,0.0,1980.146973,,,,,3946.36792,449.601013,,,84.959,,,621.78302,591.76001,516.237,75.52301,30.02301,1156.343033,,53.917999,53.917999,,,,1462.237061,,,,,,2133.366913,,,2133.366913,3649.521973,733.900024,,,,,128.501007,,,,,,128.501007,862.401031,4511.923004,0.0,329.148987,,,-22.337,225.720993,8.715006,541.247986,49.540001,590.787987,5102.710991,
07/02/2006,5674.251,1854.429,190.433,1663.996,36.851,,8.685,8.685,0.0,0.0,0.0,2610.454,,,,,4510.419,458.708,,,69.147,,,635.977,606.704,530.506,76.198,29.273,1163.832,,52.707,52.707,,,,1073.79,,,,,,3126.229,,,3126.229,4252.726,695.222,,,,,139.234,,,,,,139.234,834.456,5087.182,0.0,336.354,,,-20.943,208.018,11.215,534.644,52.425,587.069,5674.251,
10/01/2006,1609.484,334.227,222.433,111.794,29.398,,8.192,8.192,0.0,0.0,0.0,67.827,,,,,439.644,472.053,,,70.006,,,627.781,599.334,525.945,73.389,28.447,1169.84,,50.115,50.115,,,,27.727,,,,,,154.399,,,154.399,232.241,696.607,,,,,134.131,,,,,,134.131,830.738,1062.979,0.0,340.233,,,-20.81,200.931,11.344,531.698,14.807,546.505,1609.484,
12/31/2006,1560.448975,270.269989,148.151993,122.117996,43.422001,,10.019,10.019,0.0,0.0,0.0,68.058998,,,,,391.769989,488.484009,600.939026,-112.455002,60.196999,,,619.997986,591.978027,521.054993,70.923035,28.019958,1168.678993,,48.595001,48.595001,,,,22.681999,,,,,,159.299004,,,159.299004,230.576004,701.916016,640.982018,60.933998,60.933998,,139.089996,,,,,,139.089996,841.006012,1071.582016,0.0,320.929993,,,-43.695,182.554993,14.852013,474.641998,14.225,488.866999,1560.449015,
04/01/2007,1519.958,253.882,148.437,105.445,27.701,,8.736,,,,,69.845,,,,,360.164,492.637,,,45.789,,,621.368,591.94,521.451,70.489,29.428,1159.794,,42.374,42.374,,,,20.311,,,,,,149.954,,,149.954,212.639,706.49,,,,,122.226,,,,,,122.226,828.716,1041.355,0.0,298.526,,,-20.54,182.461,4.968,465.415,13.188,478.603,1519.958,
07/01/2007,1547.793,177.498,134.543,42.955,27.19,,9.581,9.581,0.0,0.0,0.0,63.684,,,,,277.953,502.408,,,93.279,,,674.153,592.074,524.044,68.03,82.079,1269.84,,50.426,50.426,,,,22.05,20.15,1.9,1.9,,,213.606,,,213.606,286.082,713.317,,,,,102.11,,,,,,102.11,815.427,1101.509,0.0,297.516,,,-16.857,146.353,8.189,435.201,11.083,446.284,1547.793,
09/30/2007,1530.406,162.853,134.572,28.281,27.788,,9.744,9.744,0.0,0.0,0.0,71.427,,,,,271.812,512.268,,,82.705,,,663.621,590.99,524.816,66.174,72.631,1258.594,,52.018,52.018,,,,21.74,,,,,,201.873,,,201.873,275.631,720.357,,,,,96.816,,,,,,96.816,817.173,1092.804,0.0,298.837,,,-16.806,142.02,4.458,428.509,9.093,437.602,1530.406,
12/30/2007,1454.567,80.724,78.116,2.608,27.358,,11.067,,,,,51.105,,,,,170.254,504.874,663.655,-158.781,188.128,,,591.311,514.096,468.778,45.318,77.215,1284.313,,54.297,54.297,,,,27.802,,,,,,125.064,,,125.064,207.163,711.531,,,,,86.041,,,,,,86.041,797.572,1004.735,,300.479,,,-16.774,167.267,-2.098,448.874,0.958,449.832,1454.567,
03/30/2008,1405.412,75.563,59.026,16.537,28.197,,10.517,,,,,41.661,,,,,155.938,519.526,,,143.761,,,586.187,529.155,478.58,50.575,57.032,1249.474,,53.585,53.585,,,,26.322,,,,,,133.183,,,133.183,213.09,728.235,,,,,99.529,,,,,,99.529,827.764,1040.854,,302.101,,,-16.817,77.269,1.033,363.586,0.972,364.558,1405.412,
