Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/31/1994,98.460999,11.303,5.861,5.442,16.545,,,14.099,,,,,2.855,,,,44.801998,36.182999,44.771,-8.588,0.0,17.476,,,,17.476,53.658998,,3.159,3.159,,,,1.507,,,,,,43.055001,,,43.055001,47.721001,47.716999,,,,,7.75,,,,7.75,55.466999,103.188,0.0,182.822998,,,0.0,,-187.550003,-4.727005,0.0,-4.727005,98.460995,
04/30/1994,95.910004,9.216,9.092,0.124,18.603001,,,13.248,,,,,2.093,,,,43.16,35.625,44.91,-9.285,0.0,17.125,,,,17.125,52.75,,4.837,4.837,,,,1.488,,,,,,43.342999,,,43.342999,49.667999,47.181,,,,,7.75,,,,7.75,54.931,104.598999,0.0,182.822998,,,0.0,,-191.511993,-8.688995,0.0,-8.688995,95.910004,
07/31/1994,96.593002,9.72,9.72,0.0,18.627001,,,12.126,,,,,4.223,,,,44.695999,35.070999,45.042,-9.971,0.0,16.826,,,,16.826,51.896999,,5.917,5.917,,,,1.465,,,,,,38.585999,,,38.585999,45.967999,46.68,,,,,9.232,,,,9.232,55.912001,101.879999,0.0,183.169006,,,0.0,,-188.455994,-5.286987,0.0,-5.286987,96.593012,
10/31/1994,95.057999,10.32,10.32,0.0,18.181,,,11.696,,,,,3.308,,,,43.505001,34.786999,45.470001,-10.683,0.0,16.766001,,,,16.766001,51.552999,,6.58,6.58,,,,1.453,,,,,,34.223001,,,34.223001,42.256001,46.183998,,,,,10.272,,,,10.272,56.455998,98.711999,0.0,183.270996,,,0.0,,-186.925003,-3.654007,0.0,-3.654007,95.057992,
01/31/1995,89.041,4.67,4.67,0.0,18.782,,,11.42,,,,,3.482,,,,38.354,34.261002,45.050999,-10.79,0.0,16.426001,,,,16.426001,50.687002,,5.257,5.257,,,,2.707,,,,,,30.778001,,,30.778001,38.742001,44.188999,,,,,8.944,,,,8.944,53.132999,91.875,0.0,183.878006,,,0.0,,-186.712006,-2.834,0.0,-2.834,89.041,
04/30/1995,89.232002,4.502,4.502,0.0,20.291,,,11.18,,,,,3.117,,,,39.09,34.094002,45.422001,-11.328,0.0,16.048,,,,16.048,50.142002,,4.541,4.541,,,,3.923,,,,,,30.012002,,,30.012002,38.476002,43.873001,,,,,9.04,,,,9.04,52.913001,91.389003,0.0,183.945007,,,0.0,,-186.102005,-2.156998,0.0,-2.156998,89.232005,
07/31/1995,93.330002,8.786,8.786,0.0,20.704,,,10.347,,,,,2.787,,,,42.624001,34.058998,46.005001,-11.946,0.0,16.646999,,,,16.646999,50.705997,,5.752,5.752,,,,5.231,,,,,,29.469999,,,29.469999,40.452999,43.561001,,,,,8.652,,,,8.652,52.213001,92.666,0.0,184.018997,,,0.0,,-183.354996,0.664001,0.0,0.664001,93.330002,
10/31/1995,91.991997,11.207,11.207,0.0,17.716999,,,9.57,,,,,2.734,,,,41.228001,34.062,46.597,-12.535,0.0,16.702,,,,16.702,50.764,,5.828,5.828,,,,3.215,,,,,,30.569999,,,30.569999,39.612999,43.490002,,,,,10.638,,,,10.638,54.128001,93.741,0.0,184.998001,,,0.0,,-186.746994,-1.748993,0.0,-1.748993,91.992007,
01/31/1996,85.343002,3.68,3.68,0.0,19.183001,,,10.153,,,,,2.287,,,,35.303001,33.804001,46.784,-12.98,0.0,16.236,,,,16.236,50.040001,,5.753,5.753,,,,2.539,,,,,,24.573002,,,24.573002,32.865002,44.575001,,,,,8.942,,,,8.942,53.517001,86.382003,0.0,185.117004,,,0.0,,-186.156006,-1.039001,0.0,-1.039001,85.343001,
04/30/1996,93.490997,1.894,1.894,0.0,22.052999,,,10.606,,,,,1.757,,,,36.310001,33.603001,47.189999,-13.587,0.0,23.577999,,,,23.577999,57.181,,5.552,5.552,,,,4.277,,,,,,24.579001,,,24.579001,34.408001,48.259998,,,,,8.998,,,,8.998,57.257998,91.665999,0.0,185.125,,,0.0,,-183.300003,1.824997,0.0,1.824997,93.490996,
07/31/1996,94.959,3.143,3.143,0.0,21.518999,,,10.196,,,,,2.685,,,,37.542999,34.169998,48.282001,-14.112,0.0,23.246,,,,23.246,57.415998,,8.809,8.809,,,,1.639,,,,,,23.503,,,23.503,33.951,48.136002,,,,,6.362,,,,6.362,54.498002,88.449002,0.0,185.143005,,,0.0,,-178.632996,6.51001,0.0,6.51001,94.959012,
10/31/1996,102.908997,6.837,6.837,0.0,21.65,,,10.363,,,,,3.645,,,,42.494999,34.674,49.306,-14.632,0.0,25.74,,,,25.74,60.414,,9.206,9.206,,,,0.844,,,,,,23.257998,,,23.257998,33.307999,47.919998,,,,,6.351,,,,6.351,54.270998,87.578997,0.0,185.466995,,,0.0,,-170.136993,15.330002,0.0,15.330002,102.908998,
01/31/1997,102.807999,2.636,2.636,0.0,22.315001,,,11.0,,,,,4.565,,,,40.515999,36.219002,51.422001,-15.203,0.0,26.073,,,,26.073,62.292002,,8.99,8.99,,,,11.657,,,,,,20.819,,,20.819,41.466,38.323002,,,,,4.344,,,,4.344,42.667002,84.133001,0.0,185.578003,,,0.0,,-166.903,18.675003,0.0,18.675003,102.808004,
04/30/1997,129.182007,1.538,1.538,0.0,26.445,,,13.7,,,,,4.195,,,,45.877998,37.505001,53.341,-15.836,0.0,45.799,,,,45.799,83.304001,,7.369,7.369,,,,2.304,,,,,,31.710999,,,31.710999,41.383999,45.591999,,,,,4.205,,,,4.205,49.796999,91.180998,0.0,199.507996,,,0.0,,-161.507004,38.000992,0.0,38.000992,129.18199,
07/31/1997,173.656998,43.291,43.291,0.0,27.329,,,13.871,,,,,4.625,,,,89.115997,38.487,54.938,-16.451,0.0,46.054001,,,,46.054001,84.541,,6.523,6.523,,,,34.407001,,,,,,25.344001,,,25.344001,66.274002,8.841,,,,,2.845,,,,2.845,11.686,77.960002,0.0,250.007004,,,0.0,,-154.309998,95.697006,0.0,95.697006,173.657008,
10/31/1997,170.623993,18.249001,18.249001,0.0,13.15,,,14.921,,,,,54.254002,,,,100.573997,7.634,16.804001,-9.17,0.0,62.416,,,,62.416,70.05,,6.561,6.561,,,,0.438,,,,,,22.119,,,22.119,29.118,9.125,,,,,20.848,,,,20.848,29.973,59.091,0.0,250.692993,,,0.0,,-139.160004,111.53299,0.0,111.53299,170.623989,
01/31/1998,251.352997,8.757,8.757,0.0,38.158001,,,25.834999,3.919,2.349,19.566999,,10.117,,,,82.866997,52.778,73.519997,-20.742001,0.0,115.708,85.542999,,,30.165001,168.486,,10.68,10.68,,,,1.472,,,,,,31.019001,,,31.019001,43.171001,63.806,,,,,25.598,,,,25.598,89.403999,132.575001,0.0,252.324997,,,0.0,,-133.546997,118.778,0.0,118.778,251.353001,
04/30/1998,267.040985,1.456,1.456,0.0,40.806999,,,28.212,4.409,3.138,20.665001,,12.62,,,,83.095001,57.702999,79.446999,-21.743999,0.0,126.242996,90.276001,,,35.966995,183.945995,,12.98,12.98,,,,3.09,,,,,,29.445999,,,29.445999,45.515999,68.428001,,,,,25.415001,,,,25.415001,93.843002,139.359001,0.0,252.5,,,0.0,,-124.818001,127.681999,0.0,127.681999,267.041,
07/31/1998,281.61499,10.059,10.059,0.0,40.290001,,,30.201,4.731,2.684,22.785999,,14.461,,,,95.011002,62.297001,84.497002,-22.200001,0.0,124.306999,89.530998,,,34.776001,186.604,,12.656,12.656,,,,2.707,,,,,,26.849002,,,26.849002,42.212002,76.388,,,,,25.391001,,,,25.391001,101.779001,143.991003,0.0,252.623993,,,0.0,,-115.0,137.623993,0.0,137.623993,281.614996,
10/31/1998,296.040985,7.333,7.333,0.0,24.426001,,,30.349001,4.886,2.779,22.684,,53.969002,,,,116.077003,34.234001,45.078999,-10.845,0.0,145.729996,84.307999,,,61.421997,179.963997,,8.393,8.393,,,,11.57,,,,,,26.738001,,,26.738001,46.701,78.677002,,,,,25.41,,,,25.41,104.087002,150.788002,0.0,252.658005,,,-7.993,,-99.411999,145.253006,0.0,145.253006,296.041008,
