Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2009,260.0,260.5,260.0,,8.417692,0.586154,0.43,0.43,0.592096,0.43,0.43,0.587946,0.0,3.653462,3.602692,10.383077,8.025385,3.178077,
06/30/2009,318.3,291.4,289.9,,7.443256,0.791307,0.52,0.52,0.866437,0.52,0.52,0.866191,0.0,1.604001,1.592618,13.598806,17.851712,13.885328,
09/30/2009,318.9,321.5,319.1,,7.114698,0.884362,0.58,0.58,0.714478,0.57,0.57,0.70465,0.0,1.189282,1.176434,10.163688,21.846033,17.934149,
12/31/2009,319.0,321.9,321.9,,6.935073,0.62069,0.44,0.44,0.6694,0.44,0.44,0.66858,0.0,1.3936,1.376204,7.023197,23.020376,19.139185,
03/31/2010,319.7,322.1,319.8,,7.079425,0.89556,0.6,0.6,0.689103,0.59,0.59,0.681819,0.0,2.042527,2.029393,5.097591,25.040976,21.175164,
06/30/2010,319.8,322.9,320.1,,6.977819,0.589503,0.42,0.42,0.553452,0.42,0.42,0.553452,0.0,2.596376,2.58263,5.713884,27.881488,24.051907,
09/30/2010,320.3,323.3,320.7,,7.135953,0.605862,0.44,0.44,0.48536,0.44,0.44,0.481618,0.0,1.388213,1.379482,7.083359,30.853887,27.151421,
12/31/2010,,323.9,320.6,,7.400187,0.919526,0.621647,0.621647,0.741064,0.615313,0.615313,0.733513,0.55,2.689333,2.657829,,,,
03/31/2011,321.3,324.7,321.3,,6.915344,0.910987,0.57,0.57,0.683785,0.56,0.56,0.676107,0.0,3.720822,3.708061,6.175537,29.995643,26.342359,
06/30/2011,313.7,323.2,320.0,,7.17625,1.071562,0.68,0.68,0.602484,0.67,0.67,0.59418,0.0,1.84375,1.79875,6.916162,31.406439,27.667198,
09/30/2011,305.1,314.8,311.9,,6.712408,0.583841,0.23,0.23,0.294501,0.23,0.23,0.293389,0.0,0.320295,0.275088,4.700754,30.908882,26.691577,
12/31/2011,301.1,307.9,304.8,,6.754593,0.708333,0.48,0.48,0.639255,0.48,0.48,0.63052,0.7,2.716207,2.636483,9.411823,28.123215,23.5636,
03/31/2012,300.9,304.7,301.8,,6.944665,1.02717,0.68,0.68,0.690043,0.68,0.68,0.690043,0.18,2.98774,2.930417,5.489864,29.295115,24.693586,
06/30/2012,295.6,301.9,299.4,,7.076152,0.869739,0.56,0.56,0.559352,0.56,0.56,0.559352,0.18,2.00501,1.980294,5.570365,30.0159,25.019621,
09/30/2012,293.6,297.5,294.7,,9.177808,0.75738,0.64,0.64,0.441788,0.63,0.63,0.438387,0.21,2.957923,2.920937,7.762262,31.599114,26.570845,
12/31/2012,293.8,297.3,294.1,,7.806528,0.99796,0.72,0.72,0.65799,0.72,0.72,0.648069,0.21,2.404284,2.393064,14.217835,31.087134,26.124234,
03/31/2013,293.3,297.1,294.1,,7.367222,0.899014,0.61,0.61,0.718752,0.61,0.61,0.718752,0.23,2.026182,2.026182,5.663825,31.277191,21.772588,
06/30/2013,293.9,297.2,294.1,,7.516491,1.026862,0.76,0.76,0.932897,0.75,0.75,0.925185,0.23,2.6644,2.623937,3.778496,29.7836,20.747193,
09/30/2013,293.9,298.6,294.9,,7.594439,1.205154,0.83,0.83,0.945354,0.82,0.82,0.9308,0.26,2.083079,2.046456,5.808438,29.698537,20.767268,
12/31/2013,295.2,299.7,295.2,,9.053523,1.170732,0.79065,0.79065,0.885693,0.778779,0.778779,0.872689,0.26,2.788957,2.664634,8.034553,30.942412,22.272696,
03/31/2014,294.8,299.5,295.8,,8.37931,1.391481,0.992901,0.96,0.991582,0.980634,0.95,0.948698,0.28,1.998986,1.830629,4.725577,32.014586,23.544437,
06/30/2014,293.8,298.3,294.7,,8.845266,1.495758,1.04,1.04,0.847913,1.03,1.03,0.840862,0.32,2.576179,2.428571,5.930225,33.532335,25.010211,
09/30/2014,293.6,298.2,294.2,,8.444256,1.564582,0.78,0.78,0.885656,0.77,0.77,0.87114,0.34,2.879334,2.797077,4.328338,33.264305,25.104223,
12/31/2014,293.9,298.8,294.1,,9.887793,1.194152,0.92,0.92,0.977542,0.9,0.9,0.957212,0.34,3.078205,3.015301,6.341953,32.779857,24.848928,
03/31/2015,294.4,298.5,294.8,,9.013908,1.666214,1.41,1.41,1.196065,1.39,1.39,1.183635,0.36,2.140095,2.028833,4.932065,33.56216,25.84409,
06/30/2015,294.7,298.4,295.0,,11.048136,1.125424,0.82,0.82,0.537492,0.81,0.81,0.533391,0.38,5.038983,4.922034,7.683746,32.892433,25.29318,
09/30/2015,293.5,298.5,295.0,,10.986102,1.391525,1.02,1.02,0.933695,1.01,1.01,0.926382,0.38,4.08678,3.988475,8.566269,32.777853,24.586712,
12/31/2015,291.4,296.2,292.6,,9.593301,1.19959,0.87,0.87,0.710868,0.86,0.86,0.70605,0.38,3.602529,3.465482,8.801647,31.954701,23.827728,
03/31/2016,290.4,294.3,291.5,,10.417153,1.653173,1.26,1.26,1.54271,1.25,1.25,1.527608,0.38,3.072041,2.920412,7.379132,34.578512,26.28478,
06/30/2016,288.0,292.6,289.9,,10.437047,1.522939,1.11,1.11,1.060711,1.1,1.1,1.049419,0.39,4.243187,4.137979,7.83125,36.457292,28.138889,
09/30/2016,287.7,291.4,288.1,,9.781326,1.430059,1.07,1.07,0.974314,1.06,1.06,0.965628,0.41,2.782714,2.663311,7.710115,37.520334,29.244004,
12/31/2016,287.7,292.0,288.3,,12.187999,1.461672,1.1,1.1,1.441901,1.09,1.09,1.424589,0.43,3.227541,3.068678,9.452902,35.548488,27.393813,
03/31/2017,288.1,292.4,288.3,,10.577177,1.564343,1.21,1.21,1.247624,1.19,1.19,1.226902,0.45,1.813736,1.661811,5.32697,36.848664,28.672683,
06/30/2017,288.6,293.1,289.3,,10.986174,1.391981,1.07,1.07,1.285292,1.06,1.06,1.272675,0.46,4.515036,4.306602,6.952183,38.697505,30.573458,
09/30/2017,288.5,293.1,289.3,,15.996543,4.130315,2.8,2.8,4.309367,2.76,2.76,4.249253,0.47,6.220532,6.119599,9.688042,41.581976,33.367418,
12/31/2017,289.0,293.5,289.3,,11.191497,1.216384,2.91,2.91,1.178707,2.87,2.87,1.163697,0.49,1.933287,1.824404,8.549481,44.461246,36.213841,
03/31/2018,287.7,292.9,289.4,,9.964064,1.706634,1.37,1.37,1.412578,1.36,1.36,1.399945,0.51,2.579475,2.489634,8.118526,42.35975,33.708029,
06/30/2018,284.6,289.2,286.4,,11.295042,1.927723,1.59,1.59,1.36662,1.58,1.58,1.35455,0.52,3.113478,3.052025,8.229093,40.897048,32.258257,
09/30/2018,283.6,287.8,284.9,,15.261846,2.126711,1.6,1.6,1.689014,1.59,1.59,1.676518,0.53,7.285714,7.181116,10.319817,41.25811,32.504231,
12/31/2018,279.5,285.2,282.5,,13.347257,0.990088,0.84,0.84,1.000354,0.83,0.83,0.991641,0.54,5.106549,5.039646,10.652952,40.751342,32.110555,
03/31/2019,278.2,280.9,278.7,,13.433441,2.019734,1.54,1.54,1.436311,1.53,1.53,1.424624,0.54,4.221026,4.115536,8.122574,45.630482,36.928469,
06/30/2019,278.6,281.2,279.0,,14.23871,1.752688,1.38,1.38,1.530824,1.37,1.37,1.515092,0.54,5.383513,5.25448,11.90201,50.375808,41.717516,
09/30/2019,278.0,281.4,279.0,,15.979928,1.37957,0.99,0.99,1.237634,0.98,0.98,1.22236,0.55,6.402867,6.285663,11.503597,53.252518,40.689928,
12/31/2019,276.6,280.4,277.8,,14.568754,1.477322,1.08,1.08,1.140389,1.07,1.07,1.126705,0.55,3.701944,3.578474,9.095806,52.848879,40.265727,
03/31/2020,273.4,277.2,275.0,,16.550182,1.335273,1.05,1.05,0.938909,1.04,1.04,0.92925,0.56,5.778545,5.713091,12.738478,47.211046,35.020117,
06/30/2020,274.0,275.6,274.3,,11.354721,1.963544,1.45,1.45,1.468101,1.45,1.45,1.465965,0.56,1.666059,1.562523,11.49781,55.631752,43.441241,
09/30/2020,,,,,,,1.28,1.28,1.382,1.28,1.28,1.382,0.563,2.11,,,55.87,,
12/31/2020,,,,,,,1.292,1.292,1.388,1.292,1.292,1.388,0.564,2.2,,,56.528,,
