Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,284.816986,-137.410995,147.405991,-98.044998,49.361,-2.956,,3.882,50.287,-20.620001,29.667,,,29.667,-2.56,27.107,,,27.106999,,0.375,0.375,72.386002,0.375,0.375,0.375,72.386002,
06/30/1990,301.617004,-143.809998,157.807007,-104.164001,53.643002,-4.587,,5.311,54.367002,-21.23,33.137001,,,33.137001,-2.56,30.577001,,,30.577002,,0.43,0.43,70.919998,0.43,0.43,0.43,70.919998,
09/30/1990,300.334015,-145.304001,155.030014,-102.482002,52.548,-4.799,,5.438,53.187001,-20.5,32.687,,,32.687,-2.556,30.131,,,30.131001,,0.43,0.43,70.197998,0.43,0.43,0.43,70.197998,
12/31/1990,325.48999,-161.061005,164.428985,-109.204002,55.224998,-2.736,-5.135,9.832,57.185998,-21.6,35.585999,,,35.585999,-2.556,33.029999,,,33.029998,0.47,0.47,0.47,69.802002,0.47,0.47,0.47,69.802002,
03/31/1991,267.709991,-120.760002,146.949989,-100.376999,46.573002,-3.659,0.0,7.361,50.275002,-19.01,31.264999,0.155,0.0,31.42,-2.515,28.905,,,28.750002,,0.415,0.415,70.031998,0.415,0.415,0.415,70.031998,
06/30/1991,318.109009,-144.830002,173.279007,-114.677002,58.602001,-6.581,0.0,3.28,55.301001,-22.200001,33.101002,1.199,0.0,34.299999,-2.512,31.787999,,,30.589,,0.43,0.45,70.324997,0.43,0.43,0.45,70.324997,
09/30/1991,316.848999,-142.957993,173.891006,-115.817001,58.074001,-8.035,0.0,4.275,54.314002,-21.02,33.293999,1.364,0.0,34.658001,-2.51,32.148001,,,30.784001,,0.41,0.43,70.359001,0.41,0.41,0.43,70.359001,
12/31/1991,334.622986,-148.419998,186.202988,-122.481003,63.722,-8.865,0.0,4.069,58.926,-22.0,36.925999,0.487,0.0,37.412998,-2.507,34.905998,,,34.419,0.43,0.43,0.44,79.014999,0.43,0.43,0.44,79.014999,
03/31/1992,326.415009,-146.757004,179.658005,-118.781998,60.875999,-10.346,,4.243,54.773,-21.73,33.042999,,,33.042999,-2.505,30.537999,,,30.538,,0.43,0.43,70.996002,0.43,0.43,0.43,70.996002,
06/30/1992,340.341003,-151.067993,189.27301,-123.607002,65.666,-10.419,,4.59,59.837001,-23.450001,36.387001,,,36.387001,-2.499,33.888001,,,33.888,,0.48,0.48,70.986,0.48,0.48,0.48,70.986,
