Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,268.799988,,,,,,,,,,,,,34.799999,,,34.799999,,,,,0.15,0.15,234.699982,0.15,0.15,0.15,234.699982,
03/31/1990,299.899994,,,,,,,,,,,,,35.099998,,,35.099998,,,,,0.15,0.15,234.799988,0.15,0.15,0.15,234.799988,
06/30/1990,277.899994,,,,,,,,,,,,,80.799995,,,80.799995,,,,,0.34,0.34,0.0,0.34,0.34,0.34,0.0,
09/30/1990,296.799988,,,,,,,,,,,,,83.899994,,,83.899994,,,,,0.36,0.36,0.0,0.36,0.36,0.36,0.0,
12/31/1990,56.400024,,,,,,,,,,,,,26.500015,,,26.500015,,,,,-0.04,-0.04,235.999985,-0.04,-0.04,-0.04,235.999985,
03/31/1991,204.999985,-165.0,39.999985,-17.0,23.0,-2.0,-2.0,16.0,35.0,-17.0,18.0,0.0,-3.0,14.999999,0.0,,14.999999,,,15.0,,0.06,0.06,236.5,0.06,0.06,0.06,236.5,
06/30/1991,236.0,-195.0,41.0,-25.0,16.0,-2.0,0.0,14.0,28.0,-9.0,19.0,6.0,-6.0,19.0,0.0,,19.0,,,13.0,,0.05,0.08,236.5,0.05,0.05,0.08,236.5,
09/30/1991,250.999985,-193.0,57.999985,-21.0,37.0,-2.0,4.0,11.0,50.0,-24.0,26.0,0.0,-7.0,19.0,0.0,,19.0,,,19.0,,0.08,0.08,236.600006,0.08,0.08,0.08,236.600006,
12/31/1991,276.800018,-224.100006,52.700012,-56.299999,-3.6,-10.2,-2.0,-332.399994,-348.199994,69.400002,-278.799988,0.1,-8.2,-286.899994,0.0,,-286.899994,,,-286.999992,-1.21,-1.21,-1.21,236.599991,-1.21,-1.21,-1.21,236.599991,
03/31/1992,247.999985,-200.0,47.999985,-24.0,24.0,-5.0,-2.0,17.0,34.0,-19.0,15.0,0.0,-5.0,10.0,0.0,,10.0,,,10.0,,0.04,0.04,236.800003,0.04,0.04,0.04,236.800003,
06/30/1992,259.0,-202.0,57.0,-29.0,28.0,-7.0,0.0,24.0,45.0,-19.0,26.0,0.0,-2.0,23.999998,0.0,,23.999998,,,24.0,,0.1,0.1,236.899994,0.1,0.1,0.1,236.899994,
09/30/1992,263.999969,-193.0,70.999969,-28.0,43.0,-4.0,-1.0,18.0,56.0,-17.0,39.0,0.0,-7.0,32.0,0.0,,32.0,,,32.0,,0.14,0.14,236.899994,0.14,0.14,0.14,236.899994,
12/31/1992,249.000031,-183.0,66.000031,-37.0,29.0,-5.0,2.0,-4.0,22.0,27.0,49.0,0.0,-5.0,44.0,0.0,,44.0,,,44.0,0.18,0.18,0.18,236.999985,0.18,0.18,0.18,236.999985,
