Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1993,,,,,,,31.600081,,31.600081,19.460967,16.696252,19.460967,,38.414819,0.0,,
06/30/1993,,,,,,,40.580704,,40.580704,26.784143,22.562642,26.784144,,33.997836,0.0,,
09/30/1993,,,,,,,48.068849,,48.068849,31.110264,25.354678,31.110264,,35.279782,0.0,,
12/31/1993,,,,,,,51.118869,,51.118869,33.226814,29.381588,33.226813,,35.000882,0.0,,
03/31/1994,,,,,,55.488549,41.319389,53.772368,41.319389,26.857183,23.698699,26.857183,,35.001017,0.0,,
06/30/1994,,,,,,53.789229,37.662816,32.738135,37.662816,24.48122,20.903133,24.48122,,34.998967,0.0,,
09/30/1994,,,,,,16.816377,-1.05388,,-1.05388,-0.685125,-0.597237,-0.685125,,,,,
12/31/1994,,,,,,78.200377,62.270828,122.468909,28.396425,18.337111,15.125164,18.337113,,35.424581,0.0,,
03/31/1995,,,,,,48.515008,23.325844,,23.325844,14.925045,11.453424,14.925045,,36.014984,0.0,,
06/30/1995,,,,,,54.450489,25.731206,,25.731206,16.468994,12.392725,16.468994,,35.996028,17.934966,,
09/30/1995,,,,,,56.315726,27.000168,106.127761,27.000168,17.27449,12.773307,17.274491,,36.020807,15.724048,,
12/31/1995,,23.564374,3.222676,3.930068,,55.954459,27.328588,,27.328588,17.480235,13.208912,17.480235,,36.036814,13.827761,20.305949,
03/31/1996,,24.666709,3.426724,4.314983,,51.979691,24.937594,28.615615,24.937594,15.710709,12.49236,15.710709,,36.999899,13.590086,21.314482,
06/30/1996,,24.739671,2.994426,3.895289,,51.974367,24.732714,21.969235,24.732714,15.581596,12.38293,15.581596,,37.000057,13.309583,21.446924,
09/30/1996,,24.215427,2.600559,3.366562,,52.605767,19.980853,8.175507,19.980853,12.388231,9.829321,12.388231,,37.999489,13.263441,21.003628,
12/31/1996,,23.181413,2.766015,3.387717,,54.386591,19.760752,5.177296,19.760752,12.251544,9.668183,12.251545,,38.000617,12.859628,20.200369,
