Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1989,5118.351074,86.815002,37.686001,49.129002,825.388977,,,86.066002,,,,,66.218002,,,,1064.488037,3297.781006,4868.625,-1570.843994,,756.08197,,,,,756.08197,4053.862976,,420.687012,420.687012,,,,76.349998,,,,,,633.159035,,,633.159035,1130.196045,1903.958984,,,,,547.153992,,,,,547.153992,2451.112976,3581.309021,0.0,631.349976,,,-8.513,,914.205016,1537.041992,0.0,1537.041992,5118.351013,
11/30/1989,5151.867188,52.563002,39.456001,13.107,951.054993,,,93.822998,,,,,76.259003,,,,1173.699951,3211.169922,4881.814941,-1670.64502,,766.997009,,,,,766.997009,3978.166931,,431.528015,431.528015,,,,67.306999,,,,,,650.023018,,,650.023018,1148.858032,1905.32605,,,,,514.156982,,,,,514.156982,2419.483032,3568.341064,0.0,631.533997,,,-12.19,,964.182004,1583.526001,0.0,1583.526001,5151.867065,
02/28/1990,5348.52002,43.693001,32.214001,11.479,925.875,,,107.639,,,,,119.153,,,,1196.359985,3365.665039,5157.125977,-1791.46106,,786.494995,,,,,786.494995,4152.160034,,427.951996,427.951996,,,,69.275002,,,,,,652.149956,,,652.149956,1149.376953,2088.531006,,,,,521.682007,,,,,521.682007,2610.213013,3759.589966,0.0,631.924011,,,-1.274,,958.279981,1588.929993,0.0,1588.929993,5348.519958,
05/31/1990,5675.073242,98.498999,30.761,67.737999,997.807983,,,110.572998,,,,,108.523003,,,,1315.402954,3566.321045,5468.826172,-1902.505005,,793.348999,,,,,793.348999,4359.670044,,454.445007,454.445007,,,,70.082001,,,,,,715.686981,,,715.686981,1240.213989,2148.14209,,,,,637.530029,,,,,637.530029,2785.672119,4025.886108,0.0,644.991028,,,-0.021,,1004.216984,1649.187012,0.0,1649.187012,5675.07312,
08/31/1990,5779.325195,67.517,48.528,18.989,999.330017,,,116.690002,,,,,76.544998,,,,1260.082031,3697.740967,5683.503906,-1985.762939,,821.502014,,,,,821.502014,4519.242981,,455.574005,455.574005,,,,55.615002,,,,,,783.670002,,,783.670002,1294.859009,2072.322021,,,,,727.541016,,,,,727.541016,2799.863037,4094.722046,0.0,643.73999,,,-0.36,,1041.223037,1684.603027,0.0,1684.603027,5779.325073,
11/30/1990,6163.839844,247.104996,46.429001,200.675995,1041.188965,,,141.199005,,,,,82.064003,,,,1511.557007,3804.115967,5906.686035,-2102.570068,,848.166992,,,,,848.166992,4652.282959,,514.346985,514.346985,,,,126.695,,,,,,815.022957,,,815.022957,1456.064941,2237.283936,,,,,757.85199,,,,,757.85199,2995.135925,4451.200867,0.0,645.890991,,,,,1066.748047,1712.639038,0.0,1712.639038,6163.839905,
02/28/1991,6071.214844,210.170006,51.973,158.197006,975.120972,,,153.554001,,,,,112.056999,,,,1450.901978,3839.558105,6067.974121,-2228.416016,,780.755005,,,,,780.755005,4620.31311,,460.022003,460.022003,,,,197.367996,,,,,,797.972061,,,797.972061,1455.362061,2241.216064,,,,,754.109985,,,,,754.109985,2995.32605,4450.68811,0.0,655.763977,,,,,964.763,1620.526978,0.0,1620.526978,6071.215088,
05/31/1991,5672.460938,117.692002,75.400002,42.292,924.77301,,,154.940994,,,,,85.441002,,,,1282.847046,3624.025879,5895.170898,-2271.14502,,765.588013,,,,,765.588013,4389.613892,,466.621002,466.621002,,,,202.653,,,,,,824.497971,,,824.497971,1493.771973,1826.781006,,,,,683.288025,,,,,683.288025,2510.069031,4003.841004,0.0,657.40802,,,-0.014,,1011.225975,1668.619995,0.0,1668.619995,5672.460999,
08/31/1991,5787.526855,172.202003,102.411003,69.791,921.986023,,,160.940002,,,,,66.980003,,,,1322.108032,3623.018066,6021.919922,-2398.9021,,842.401001,,,,,842.401001,4465.419067,,410.843994,410.843994,,,,201.156006,,,,,,876.474976,,,876.474976,1488.474976,1915.964966,,,,,688.455994,,,,,688.455994,2604.420959,4092.895935,0.0,657.874023,,,,,1036.756958,1694.630981,0.0,1694.630981,5787.526917,
11/30/1991,5805.565918,166.643002,116.997002,49.646,976.372986,,,158.408997,,,,,63.310001,,,,1364.734985,3580.924072,6109.370117,-2528.446045,,859.906982,,,,,859.906982,4440.831055,,433.911011,433.911011,,,,153.035995,,,,,,1012.806046,,,1012.806046,1599.753052,1802.531982,,,,,676.75,,,,,676.75,2479.281982,4079.035034,0.0,658.497986,,,,,1068.032959,1726.530945,0.0,1726.530945,5805.565979,
