Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2005,4370.0,3098.0,1270.0,1828.0,296.0,296.0,,62.0,2.0,0.0,60.0,0.0,250.0,,,,3706.0,353.0,728.0,-375.0,0.0,311.0,189.0,153.0,36.0,,122.0,664.0,,134.0,134.0,,,,0,0.0,0.0,0.0,,694.0,,,694.0,828.0,0,0.0,0.0,0.0,,33.0,,,,,,33.0,33.0,861.0,0.0,1437.0,,,0.0,2005.0,56.0,3498.0,11.0,3509.0,4370.0,
06/30/2005,3918.0,2749.0,874.0,1875.0,167.0,167.0,,66.0,2.0,0.0,64.0,0.0,281.0,,,,3263.0,359.0,750.0,-391.0,0.0,296.0,188.0,155.0,33.0,9.0,99.0,655.0,,113.0,113.0,,,,0,0.0,0.0,0.0,,597.0,,,597.0,710.0,0,0.0,0.0,0.0,,31.0,,,,,,31.0,31.0,741.0,0.0,1124.0,,,0.0,1947.0,96.0,3167.0,10.0,3177.0,3918.0,
09/30/2005,3754.0,2412.0,575.0,1837.0,328.0,328.0,,74.0,5.0,0.0,69.0,0.0,293.0,,,,3107.0,364.0,774.0,-410.0,0.0,283.0,185.0,155.0,30.0,10.0,88.0,647.0,,171.0,171.0,,,,0,0.0,0.0,0.0,,558.0,,,558.0,729.0,0,0.0,0.0,0.0,,29.0,,,,,,29.0,29.0,758.0,0.0,880.0,,,0.0,1998.0,106.0,2984.0,12.0,2996.0,3754.0,
12/31/2005,4331.0,2723.0,1462.0,1261.0,567.0,567.0,,76.0,1.0,0.0,75.0,0.0,296.0,,,,3662.0,375.0,803.0,-428.0,0.0,294.0,182.0,154.0,28.0,11.0,101.0,669.0,,187.0,187.0,,,,0,0.0,0.0,0.0,,760.0,,,760.0,947.0,0,0.0,0.0,0.0,,30.0,,,,,,30.0,30.0,977.0,0.0,997.0,,,0.0,2257.0,87.0,3341.0,13.0,3354.0,4331.0,
03/31/2006,4386.0,2432.0,1242.0,1190.0,199.0,199.0,,61.0,1.0,0.0,60.0,0.0,320.0,,,,3012.0,392.0,807.0,-415.0,0.0,982.0,879.0,647.0,232.0,,103.0,1374.0,,163.0,163.0,,,,0,0.0,0.0,0.0,,706.0,,,706.0,869.0,0,0.0,0.0,0.0,,97.0,,,,,,97.0,97.0,966.0,0.0,1084.0,,,0.0,2241.0,83.0,3408.0,12.0,3420.0,4386.0,
06/30/2006,4193.0,2397.0,1248.0,1149.0,41.0,41.0,,59.0,6.0,0.0,53.0,0.0,317.0,,,,2814.0,418.0,855.0,-437.0,0.0,961.0,866.0,646.0,220.0,11.0,84.0,1379.0,,114.0,114.0,,,,0,0.0,0.0,0.0,,561.0,,,561.0,675.0,0,0.0,0.0,0.0,,76.0,,,,,,76.0,76.0,751.0,0.0,1162.0,,,0.0,2160.0,107.0,3429.0,13.0,3442.0,4193.0,
09/30/2006,4511.0,2376.0,1212.0,1164.0,267.0,267.0,,67.0,7.0,0.0,60.0,0.0,299.0,,,,3009.0,448.0,909.0,-461.0,0.0,1054.0,940.0,709.0,231.0,11.0,103.0,1502.0,,199.0,199.0,,,,0,0.0,0.0,0.0,,634.0,,,634.0,833.0,0,0.0,0.0,0.0,,74.0,,,,,,74.0,74.0,907.0,0.0,1252.0,,,0.0,2182.0,157.0,3591.0,13.0,3604.0,4511.0,
12/31/2006,5043.0,2646.0,1199.0,1447.0,0.0,0.0,,72.0,1.0,0.0,71.0,0.0,813.0,,,,3531.0,451.0,936.0,-485.0,0.0,1061.0,951.0,730.0,221.0,,110.0,1512.0,,170.0,170.0,,,,0,0.0,0.0,0.0,,926.0,,,926.0,1096.0,0,0.0,0.0,0.0,,69.0,,,,,,69.0,69.0,1165.0,0.0,1348.0,,,0.0,2342.0,188.0,3878.0,0.0,3878.0,5043.0,
03/31/2007,5146.0,2976.0,1371.0,1605.0,256.0,256.0,,62.0,1.0,0.0,61.0,0.0,303.0,,,,3597.0,484.0,1014.0,-530.0,0.0,1065.0,944.0,734.0,210.0,6.0,115.0,1549.0,,180.0,180.0,,,,0,0.0,0.0,0.0,,846.0,,,846.0,1026.0,0,0.0,0.0,0.0,,88.0,,,,,,88.0,88.0,1114.0,0.0,1415.0,,,0.0,2323.0,294.0,4032.0,0.0,4032.0,5146.0,
06/30/2007,5025.0,2849.0,663.0,2186.0,123.0,123.0,,74.0,10.0,0.0,64.0,0.0,349.0,,,,3395.0,494.0,1062.0,-568.0,0.0,1136.0,932.0,736.0,196.0,,204.0,1630.0,,119.0,119.0,,,,0,0.0,0.0,0.0,,483.0,,,483.0,602.0,0,0.0,0.0,0.0,,370.0,,,,,,370.0,370.0,972.0,0.0,1483.0,,,0.0,2209.0,361.0,4053.0,0.0,4053.0,5025.0,
09/30/2007,5520.0,2892.0,1074.0,1818.0,424.0,424.0,,103.0,7.0,0.0,96.0,0.0,434.0,,,,3853.0,507.0,1115.0,-608.0,0.0,1160.0,919.0,737.0,182.0,,241.0,1667.0,,224.0,224.0,,,,0,0.0,0.0,0.0,,836.0,,,836.0,1060.0,0,0.0,0.0,0.0,,389.0,,,,,,389.0,389.0,1449.0,0.0,1605.0,,,0.0,2014.0,452.0,4071.0,0.0,4071.0,5520.0,
12/31/2007,6445.0,3420.0,1878.0,1542.0,830.0,830.0,,178.0,11.0,36.0,131.0,0.0,469.0,,,,4897.0,393.0,1011.0,-618.0,0.0,1155.0,907.0,737.0,170.0,,248.0,1548.0,,371.0,371.0,,,,0,0.0,0.0,0.0,,1377.0,,,1377.0,1748.0,0,0.0,0.0,0.0,,394.0,,,,,,394.0,394.0,2142.0,0.0,1729.0,,,0.0,1981.0,593.0,4303.0,0.0,4303.0,6445.0,
03/31/2008,6059.0,3016.0,1553.0,1463.0,306.0,306.0,,168.0,4.0,0.0,121.0,43.0,435.0,,,,3925.0,396.0,1038.0,-642.0,0.0,1738.0,1417.0,1152.0,265.0,,321.0,2134.0,,229.0,229.0,,,,0,0.0,0.0,0.0,,1070.0,,,1070.0,1299.0,0,,,,,421.0,,,,,,421.0,421.0,1720.0,0.0,1867.0,,,0.0,1888.0,584.0,4339.0,0.0,4339.0,6059.0,
06/30/2008,5774.0,2679.0,1199.0,1480.0,269.0,269.0,,223.0,,,194.0,29.0,446.0,,177.0,292.0,3617.0,392.0,1060.0,-668.0,,1765.0,1442.0,1183.0,259.0,,146.0,2157.0,,844.0,167.0,,,677.0,0,,,,,192.0,,,0.0,1036.0,0,,,,,412.0,,,,,,412.0,412.0,1448.0,,1946.0,3.0,1943.0,0.0,1793.0,587.0,4326.0,,4326.0,5774.0,
09/30/2008,5962.0,2465.0,1297.0,1168.0,547.0,547.0,,328.0,,,293.0,35.0,495.0,,179.0,249.0,3835.0,417.0,1103.0,-686.0,,1710.0,1422.0,1182.0,240.0,,109.0,2127.0,,1110.0,309.0,,,801.0,0,0.0,,,,424.0,,,0.0,1534.0,0,0.0,,,,400.0,,,,,,400.0,400.0,1934.0,,2037.0,3.0,2034.0,0.0,1483.0,508.0,4028.0,,4028.0,5962.0,
12/31/2008,5204.0,2261.0,1379.0,882.0,794.0,794.0,,295.0,,,280.0,15.0,287.0,,33.0,239.0,3637.0,372.0,1030.0,-658.0,,1195.0,1044.0,808.0,236.0,,118.0,1567.0,,1276.0,333.0,,,943.0,0,,,,,512.0,,,0.0,1788.0,0,0.0,,,,363.0,,,,,42.0,321.0,363.0,2151.0,,2077.0,3.0,2074.0,0.0,842.0,134.0,3053.0,,3053.0,5204.0,
03/31/2009,4678.0,2520.0,1621.0,899.0,116.0,116.0,,217.0,,,201.0,16.0,267.0,,61.0,216.0,3120.0,354.0,1035.0,-681.0,,1204.0,1028.0,807.0,221.0,,115.0,1558.0,,875.0,152.0,,,723.0,0,0.0,0.0,0.0,,261.0,,,0.0,1136.0,0,0.0,0.0,0.0,,408.0,,,,,42.0,366.0,408.0,1544.0,,2145.0,3.0,2142.0,0.0,800.0,189.0,3134.0,,3134.0,4678.0,
06/30/2009,4722.0,2279.0,1205.0,1074.0,375.0,375.0,,215.0,,,192.0,23.0,307.0,,67.0,251.0,3176.0,341.0,1067.0,-726.0,,1205.0,1022.0,814.0,208.0,,116.0,1546.0,,827.0,166.0,,,661.0,0,,,,,433.0,,,0.0,1260.0,0,,,,,461.0,,,,,40.0,421.0,461.0,1721.0,,2121.0,3.0,2118.0,0.0,566.0,314.0,3001.0,,3001.0,4722.0,
09/30/2009,5002.0,2012.0,1042.0,970.0,646.0,646.0,,250.0,,,215.0,35.0,319.0,,71.0,245.0,3227.0,569.0,1318.0,-749.0,,1206.0,1011.0,817.0,194.0,,124.0,1775.0,,1121.0,273.0,,,848.0,0,,,,,792.0,,,0.0,1913.0,0,,,,,433.0,,,,,28.0,405.0,433.0,2346.0,,2184.0,3.0,2181.0,0.0,175.0,297.0,2656.0,,2656.0,5002.0,
12/31/2009,4939.0,1784.0,1114.0,670.0,495.0,495.0,,144.0,,,136.0,8.0,359.0,,74.0,262.0,2782.0,550.0,1326.0,-776.0,,1607.0,1312.0,1097.0,215.0,,221.0,2157.0,,976.0,186.0,,,790.0,0,,,,,895.0,,,0.0,1871.0,0,,,,,469.0,,,,,49.0,420.0,469.0,2340.0,0.0,2268.0,3.0,2265.0,0.0,93.0,238.0,2599.0,,2599.0,4939.0,
03/31/2010,4646.0,1996.0,1273.0,723.0,206.0,206.0,,100.0,,,90.0,10.0,283.0,0.0,52.0,237.0,2585.0,537.0,1085.0,-548.0,0.0,1524.0,1297.0,1093.0,204.0,,175.0,2061.0,,808.0,91.0,0.0,0.0,717.0,0,0.0,0.0,0.0,,766.0,0.0,0.0,0.0,1574.0,0,0.0,0.0,0.0,,343.0,0.0,0.0,0.0,0.0,2.0,341.0,343.0,1917.0,0.0,2378.0,3.0,2375.0,0.0,123.0,228.0,2729.0,0.0,2729.0,4646.0,
06/30/2010,4245.0,1730.0,1057.0,673.0,103.0,103.0,,82.0,,,75.0,7.0,313.0,,49.0,266.0,2228.0,516.0,1063.0,-547.0,,1501.0,1275.0,1090.0,185.0,,177.0,2017.0,,675.0,55.0,,,620.0,0,,,,,490.0,,,0.0,1165.0,0,,,,,328.0,,,,,2.0,326.0,328.0,1493.0,0.0,2420.0,3.0,2417.0,0.0,219.0,113.0,2752.0,,2752.0,4245.0,
09/30/2010,4494.0,1657.0,1056.0,601.0,444.0,444.0,,155.0,,,120.0,35.0,229.0,,48.0,206.0,2485.0,510.0,1070.0,-560.0,,1499.0,1262.0,1094.0,168.0,,189.0,2009.0,,825.0,205.0,,,620.0,0,,,,,743.0,,,0.0,1568.0,0,,,,,288.0,,,,,181.0,107.0,288.0,1856.0,,2476.0,3.0,2473.0,0.0,18.0,144.0,2638.0,,2638.0,4494.0,
12/31/2010,4727.0,1971.0,1353.0,618.0,390.0,390.0,,105.0,,,89.0,16.0,248.0,,44.0,225.0,2714.0,502.0,1088.0,-586.0,,1511.0,1267.0,1107.0,160.0,,200.0,2013.0,,908.0,162.0,,,746.0,0,0.0,,,,1100.0,,,0.0,2008.0,0,,,,,361.0,,,,,4.0,357.0,361.0,2369.0,,2507.0,3.0,2504.0,0.0,-304.0,155.0,2358.0,,2358.0,4727.0,
03/31/2011,4928.0,2237.0,1579.0,658.0,335.0,335.0,,77.0,,,69.0,8.0,383.0,,49.0,327.0,3032.0,513.0,1127.0,-614.0,,1383.0,1254.0,1110.0,144.0,,80.0,1896.0,,996.0,228.0,,,768.0,0,0.0,0.0,0.0,,1005.0,,,0.0,2001.0,0,0.0,0.0,0.0,,363.0,0.0,,,,37.0,326.0,363.0,2364.0,,2498.0,3.0,2495.0,0.0,-153.0,219.0,2564.0,,2564.0,4928.0,
06/30/2011,4355.0,1848.0,1173.0,675.0,30.0,30.0,0.0,75.0,,0.0,73.0,2.0,401.0,,49.0,342.0,2354.0,516.0,1131.0,-615.0,0.0,1485.0,1266.0,1132.0,134.0,,170.0,2001.0,,695.0,91.0,,,604.0,0,0.0,,,,530.0,,,0.0,1225.0,0,0.0,,,,380.0,,,,,42.0,338.0,380.0,1605.0,0.0,2442.0,3.0,2439.0,0.0,68.0,240.0,2750.0,0.0,2750.0,4355.0,
09/30/2011,5435.0,1499.0,930.0,569.0,562.0,562.0,0.0,90.0,,0.0,79.0,11.0,417.0,,45.0,319.0,2568.0,532.0,1148.0,-616.0,0.0,2335.0,2116.0,1700.0,416.0,,174.0,2867.0,,1005.0,213.0,,,792.0,0,0.0,,,,849.0,,,0.0,1854.0,529,529.0,,,,512.0,,,,,84.0,428.0,1041.0,2895.0,0.0,2554.0,3.0,2551.0,0.0,-272.0,258.0,2540.0,0.0,2540.0,5435.0,
12/31/2011,5696.0,1791.0,1242.0,549.0,526.0,526.0,0.0,69.0,,0.0,67.0,2.0,420.0,,44.0,325.0,2806.0,547.0,1176.0,-629.0,0.0,2343.0,2118.0,1716.0,402.0,,181.0,2890.0,,958.0,112.0,,,846.0,0,0.0,,,,1439.0,,,0.0,2397.0,534,534.0,,,,500.0,,,,,82.0,418.0,1034.0,3431.0,0.0,2552.0,3.0,2549.0,0.0,-477.0,190.0,2265.0,0.0,2265.0,5696.0,
03/31/2012,5491.0,1849.0,1293.0,556.0,366.0,366.0,0.0,59.0,0.0,0.0,59.0,0.0,335.0,0.0,42.0,266.0,2609.0,568.0,1219.0,-651.0,0.0,2314.0,2087.0,1718.0,369.0,,185.0,2882.0,,1072.0,215.0,0.0,0.0,857.0,0,0.0,0.0,0.0,,1048.0,0.0,0.0,0.0,2120.0,539,539.0,0.0,0.0,,374.0,0.0,0.0,0.0,0.0,8.0,366.0,913.0,3033.0,0.0,2362.0,3.0,2359.0,0.0,-77.0,173.0,2458.0,0.0,2458.0,5491.0,
06/30/2012,4825.0,1439.0,919.0,520.0,111.0,111.0,,60.0,,,58.0,2.0,341.0,,44.0,269.0,1951.0,558.0,1221.0,-663.0,,2316.0,2063.0,1716.0,347.0,,209.0,2874.0,,752.0,50.0,,,702.0,0,0.0,,,,584.0,,,0.0,1336.0,544,544.0,,,,393.0,,,,,2.0,391.0,937.0,2273.0,0.0,2313.0,3.0,2310.0,0.0,124.0,115.0,2552.0,0.0,2552.0,4825.0,
09/30/2012,5191.0,1315.0,871.0,444.0,643.0,643.0,,71.0,,,66.0,5.0,303.0,,49.0,238.0,2332.0,561.0,1263.0,-702.0,,2298.0,2057.0,1723.0,334.0,,192.0,2859.0,,1093.0,219.0,,,874.0,0,0.0,,,,953.0,,,0.0,2046.0,549,549.0,,,,442.0,,,,,2.0,440.0,991.0,3037.0,0.0,2262.0,3.0,2259.0,0.0,-257.0,149.0,2154.0,0.0,2154.0,5191.0,
12/31/2012,5039.0,1492.0,1158.0,334.0,382.0,382.0,0.0,59.0,0.0,0.0,58.0,1.0,296.0,,47.0,227.0,2229.0,550.0,1275.0,-725.0,0.0,2260.0,2028.0,1724.0,304.0,,185.0,2810.0,,933.0,93.0,,,840.0,0,0.0,,,,1213.0,,,0.0,2146.0,554,554.0,,,,381.0,,,,,2.0,379.0,935.0,3081.0,0.0,2141.0,3.0,2138.0,0.0,-302.0,119.0,1958.0,0.0,1958.0,5039.0,
03/31/2013,5070.0,1680.0,1292.0,388.0,312.0,312.0,0.0,42.0,0.0,0.0,41.0,1.0,291.0,0.0,53.0,233.0,2325.0,548.0,1279.0,-731.0,0.0,2197.0,1974.0,1721.0,253.0,,170.0,2745.0,,873.0,136.0,0.0,0.0,737.0,0,0.0,0.0,0.0,,1044.0,0.0,0.0,0.0,1917.0,559,559.0,0.0,0.0,,327.0,0.0,0.0,0.0,0.0,1.0,326.0,886.0,2803.0,0.0,2177.0,3.0,2174.0,0.0,21.0,69.0,2267.0,0.0,2267.0,5070.0,
06/30/2013,4605.0,1411.0,1056.0,355.0,120.0,120.0,,41.0,0.0,0.0,41.0,0.0,312.0,,50.0,256.0,1884.0,537.0,1288.0,-751.0,,2184.0,1956.0,1722.0,234.0,,178.0,2721.0,,636.0,48.0,,,588.0,0,0.0,,,,590.0,,,0.0,1226.0,564,564.0,,,,323.0,,,,,1.0,322.0,887.0,2113.0,0.0,2193.0,3.0,2190.0,,243.0,56.0,2492.0,0.0,2492.0,4605.0,
09/30/2013,5036.0,1418.0,1090.0,328.0,594.0,594.0,,58.0,,,54.0,4.0,270.0,,48.0,218.0,2340.0,532.0,1311.0,-779.0,,2164.0,1942.0,1726.0,216.0,,174.0,2696.0,,916.0,208.0,,,708.0,0,,,,,935.0,,,0.0,1851.0,570,570.0,,,,329.0,,,,,1.0,328.0,899.0,2750.0,0.0,2254.0,3.0,2251.0,,-30.0,62.0,2286.0,0.0,2286.0,5036.0,
12/31/2013,5573.0,2070.0,1746.0,324.0,526.0,526.0,0.0,55.0,0.0,0.0,55.0,0.0,270.0,,46.0,216.0,2921.0,518.0,1318.0,-800.0,0.0,2134.0,1921.0,1725.0,196.0,,167.0,2652.0,,960.0,137.0,,,823.0,0,0.0,,,,1699.0,,,0.0,2659.0,575,575.0,,,,335.0,,,,,1.0,334.0,910.0,3569.0,0.0,2290.0,3.0,2287.0,,-338.0,52.0,2004.0,0.0,2004.0,5573.0,
03/31/2014,5716.0,2365.0,1782.0,583.0,327.0,327.0,,56.0,,,55.0,1.0,390.0,,28.0,316.0,3138.0,510.0,1319.0,-809.0,,2068.0,1900.0,1723.0,177.0,,140.0,2578.0,,894.0,119.0,,,775.0,0,0.0,0.0,0.0,,1496.0,,,0.0,2390.0,580,580.0,0.0,0.0,,324.0,,,,,18.0,306.0,904.0,3294.0,0.0,2356.0,3.0,2353.0,0.0,29.0,37.0,2422.0,0.0,2422.0,5716.0,
06/30/2014,5476.0,2316.0,1554.0,762.0,219.0,219.0,,37.0,,,36.0,1.0,358.0,,15.0,295.0,2930.0,503.0,1349.0,-846.0,,2043.0,1886.0,1726.0,160.0,,142.0,2546.0,,735.0,69.0,,,666.0,0,0.0,,,,1051.0,,,0.0,1786.0,586,586.0,,,,391.0,,,,,85.0,306.0,977.0,2763.0,0.0,2288.0,3.0,2285.0,0.0,364.0,61.0,2713.0,0.0,2713.0,5476.0,
09/30/2014,6031.0,2388.0,1624.0,764.0,829.0,829.0,,67.0,,,64.0,3.0,248.0,,9.0,178.0,3532.0,483.0,1336.0,-853.0,,2016.0,1866.0,1723.0,143.0,,141.0,2499.0,,1106.0,191.0,,,915.0,0,0.0,,,,1281.0,,,0.0,2387.0,591,591.0,,,,383.0,,,,,85.0,298.0,974.0,3361.0,0.0,2250.0,3.0,2247.0,,367.0,53.0,2670.0,0.0,2670.0,6031.0,
12/31/2014,6167.0,2940.0,2166.0,774.0,488.0,488.0,0.0,39.0,0.0,0.0,38.0,1.0,287.0,,6.0,215.0,3754.0,461.0,1289.0,-828.0,0.0,1952.0,1845.0,1718.0,127.0,,101.0,2413.0,,890.0,77.0,,,813.0,596,596.0,,,,1583.0,,,0.0,3069.0,37,37.0,,,,374.0,,,,,85.0,289.0,411.0,3480.0,0.0,2155.0,3.0,2152.0,0.0,509.0,23.0,2687.0,0.0,2687.0,6167.0,
03/31/2015,6147.0,3021.0,2068.0,953.0,362.0,362.0,,36.0,0.0,0.0,35.0,1.0,301.0,0.0,13.0,229.0,3720.0,459.0,1238.0,-779.0,0.0,1968.0,1824.0,1713.0,111.0,,131.0,2427.0,,853.0,68.0,0.0,0.0,785.0,602,602.0,0.0,0.0,,1292.0,0.0,0.0,0.0,2747.0,0,0.0,0.0,0.0,,333.0,0.0,0.0,0.0,0.0,80.0,253.0,333.0,3080.0,0.0,2130.0,3.0,2127.0,0.0,904.0,33.0,3067.0,0.0,3067.0,6147.0,
06/30/2015,5721.0,2879.0,1810.0,1069.0,144.0,144.0,,34.0,,,32.0,2.0,269.0,,14.0,207.0,3326.0,444.0,1237.0,-793.0,,1951.0,1811.0,1713.0,98.0,,126.0,2395.0,,646.0,43.0,,,603.0,608,608.0,,,,775.0,,,0.0,2029.0,25,25.0,,,,331.0,,,,,80.0,251.0,356.0,2385.0,0.0,2004.0,3.0,2001.0,0.0,1346.0,-14.0,3336.0,0.0,3336.0,5721.0,
09/30/2015,6000.0,2588.0,1598.0,990.0,737.0,737.0,,62.0,,,60.0,2.0,259.0,,14.0,203.0,3646.0,430.0,1237.0,-807.0,,1924.0,1793.0,1709.0,84.0,,117.0,2354.0,,990.0,188.0,,,802.0,422,422.0,,,,1113.0,,,0.0,2525.0,13,13.0,,,,316.0,,,,,75.0,241.0,329.0,2854.0,0.0,1984.0,3.0,1981.0,0.0,1206.0,-44.0,3146.0,0.0,3146.0,6000.0,
12/31/2015,6470.0,3229.0,2263.0,966.0,621.0,621.0,0.0,42.0,0.0,0.0,41.0,1.0,260.0,,8.0,197.0,4152.0,415.0,1237.0,-822.0,0.0,1903.0,1779.0,1708.0,71.0,,116.0,2318.0,,960.0,128.0,,,832.0,333,333.0,,,,1852.0,,,0.0,3145.0,0,0.0,,,,306.0,,,,,75.0,231.0,306.0,3451.0,0.0,1908.0,3.0,1905.0,0.0,1161.0,-50.0,3019.0,0.0,3019.0,6470.0,
03/31/2016,7050.0,3834.0,2493.0,1341.0,233.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,387.0,271.0,4354.0,439.0,1282.0,-843.0,0.0,2257.0,1767.0,1710.0,57.0,,103.0,2696.0,,799.0,89.0,0.0,0.0,710.0,161,161.0,0.0,0.0,,1458.0,0.0,0.0,0.0,2418.0,989,989.0,0.0,0.0,,245.0,0.0,0.0,0.0,0.0,2.0,243.0,1234.0,3652.0,0.0,1352.0,3.0,1349.0,0.0,2060.0,-14.0,3398.0,0.0,3398.0,7050.0,
06/30/2016,6605.0,3427.0,2042.0,1385.0,246.0,246.0,0.0,26.0,0.0,0.0,26.0,0.0,273.0,,343.0,273.0,3972.0,435.0,1289.0,-854.0,0.0,2198.0,1750.0,1708.0,42.0,,105.0,2633.0,,641.0,44.0,,,597.0,136,136.0,,,,873.0,,,0.0,1650.0,989,989.0,,,,250.0,,,,,2.0,248.0,1239.0,2889.0,0.0,1213.0,3.0,1210.0,0.0,2500.0,3.0,3716.0,0.0,3716.0,6605.0,
09/30/2016,6892.0,3266.0,1746.0,1520.0,723.0,723.0,0.0,50.0,0.0,0.0,41.0,9.0,221.0,,366.0,188.0,4260.0,431.0,1298.0,-867.0,0.0,2201.0,1737.0,1709.0,28.0,,98.0,2632.0,,983.0,206.0,,,777.0,0,0.0,,,,1067.0,,,0.0,2050.0,990,990.0,,,,244.0,,,,,2.0,242.0,1234.0,3284.0,0.0,1156.0,3.0,1153.0,0.0,2462.0,-10.0,3608.0,0.0,3608.0,6892.0,
12/31/2016,7719.0,4219.0,2483.0,1736.0,587.0,587.0,0.0,35.0,0.0,0.0,34.0,1.0,260.0,,386.0,203.0,5101.0,424.0,1289.0,-865.0,0.0,2194.0,1713.0,1704.0,9.0,,95.0,2618.0,,956.0,65.0,,,891.0,0,0.0,,,,1981.0,,,0.0,2937.0,990,990.0,,,,243.0,,,,,2.0,241.0,1233.0,4170.0,0.0,1089.0,3.0,1086.0,0.0,2461.0,-1.0,3549.0,0.0,3549.0,7719.0,
03/31/2017,7718.0,4532.0,2565.0,1967.0,359.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,286.0,289.0,5199.0,434.0,1315.0,-881.0,0.0,2085.0,1715.0,1707.0,8.0,,84.0,2519.0,,729.0,87.0,0.0,0.0,642.0,0,0.0,0.0,0.0,,1686.0,0.0,0.0,0.0,2415.0,990,990.0,0.0,0.0,,253.0,0.0,0.0,0.0,0.0,1.0,252.0,1243.0,3658.0,0.0,1052.0,3.0,1049.0,0.0,3027.0,-19.0,4060.0,0.0,4060.0,7718.0,
06/30/2017,7375.0,4470.0,2248.0,2222.0,222.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,,232.0,210.0,4902.0,436.0,1342.0,-906.0,0.0,2037.0,1715.0,1708.0,7.0,,90.0,2473.0,,747.0,38.0,,,709.0,0,0.0,,,,882.0,,,0.0,1629.0,991,991.0,,,,269.0,,,,,1.0,268.0,1260.0,2889.0,0.0,894.0,3.0,891.0,0.0,3663.0,-71.0,4486.0,0.0,4486.0,7375.0,
09/30/2017,7922.0,4355.0,2067.0,2288.0,812.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,,248.0,239.0,5415.0,444.0,1336.0,-892.0,0.0,2063.0,1716.0,1711.0,5.0,,99.0,2507.0,,1108.0,187.0,,,921.0,0,0.0,,,,1164.0,,,0.0,2272.0,991,991.0,,,,271.0,,,,,1.0,270.0,1262.0,3534.0,0.0,820.0,3.0,817.0,0.0,3641.0,-73.0,4388.0,0.0,4388.0,7922.0,
12/31/2017,8642.0,4884.0,2566.0,2318.0,886.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,,159.0,188.0,5966.0,447.0,1351.0,-904.0,0.0,2229.0,1960.0,1879.0,81.0,,110.0,2676.0,,1120.0,91.0,,,1029.0,0,0.0,,,,1987.0,,,0.0,3107.0,992,992.0,,,,457.0,,,,,2.0,455.0,1449.0,4556.0,0.0,726.0,3.0,723.0,0.0,3455.0,-95.0,4086.0,0.0,4086.0,8642.0,
03/31/2018,8584.0,5331.0,4258.0,1073.0,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,84.0,284.0,6004.0,453.0,1376.0,-923.0,0.0,2127.0,1954.0,1883.0,71.0,,89.0,2580.0,,705.0,48.0,0.0,0.0,657.0,0,0.0,0.0,0.0,,1786.0,0.0,0.0,0.0,2491.0,992,992.0,0.0,0.0,,506.0,0.0,0.0,0.0,0.0,1.0,505.0,1498.0,3989.0,0.0,660.0,3.0,657.0,0.0,4062.0,-127.0,4595.0,0.0,4595.0,8584.0,
06/30/2018,8247.0,4971.0,3876.0,1095.0,371.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,,92.0,223.0,5624.0,440.0,1373.0,-933.0,0.0,2183.0,1993.0,1886.0,107.0,,98.0,2623.0,,862.0,47.0,,,815.0,0,0.0,,,,602.0,,,0.0,1464.0,993,993.0,,,,530.0,,,,,1.0,529.0,1523.0,2987.0,0.0,342.0,3.0,339.0,0.0,4944.0,-26.0,5260.0,0.0,5260.0,8247.0,
