Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
07/29/1989,127.307999,-90.471001,36.836998,,-27.280001,9.557,-0.108,0.0,,9.449,-3.685,5.764,0.0,0.0,5.764,0.0,,5.764,,,5.764,,0.18,0.18,32.5995,0.18,0.18,0.18,32.5995,
10/28/1989,205.014999,-153.878998,51.136002,,-29.311001,21.825001,,0.0,0.011,21.836001,-8.517,13.319,0.0,0.0,13.319,0.0,,13.319,,,13.319001,,0.41,0.41,32.632999,0.41,0.41,0.41,32.632999,
01/27/1990,224.572006,-167.072998,57.499008,,-33.245998,24.253,,0.0,0.512,24.765,-9.658,15.107,0.0,0.0,15.107,0.0,,15.107,,,15.107,,0.46,0.46,32.619999,0.46,0.46,0.46,32.619999,
04/28/1990,159.727005,-115.070999,44.656006,,-39.929001,4.727,-1.604,0.0,1.128,4.251,-1.651,2.6,0.0,0.0,2.6,0.0,,2.6,0.0,0.0,2.6,0.08,0.08,0.08,32.698498,0.08,0.08,0.08,32.698498,
07/28/1990,146.220993,-106.413002,39.807991,,-30.782,9.026,-0.53,0.0,0.0,8.496,-3.356,5.14,0.0,0.0,5.14,0.0,,5.14,,,5.14,,0.16,0.16,32.759998,0.16,0.16,0.16,32.759998,
10/27/1990,218.076996,-164.309998,53.766998,,-34.313,19.454,-0.623,0.0,,18.831,-7.3,11.531,0.0,0.0,11.531,0.0,,11.531,,,11.531,,0.35,0.35192,32.765999,0.35,0.35,0.35192,32.765999,
01/31/1991,198.222,-146.681,51.541,,-36.529999,15.011,-0.046,0.0,-8.0,6.965,-2.717,4.248,0.0,0.0,4.248,0.0,,4.248,,,4.248,,0.13,0.13,32.773998,0.13,0.13,0.13,32.773998,
04/27/1991,140.216995,-99.459,40.757995,,-44.139,-3.381,-1.474,0.0,9.067,4.212,-1.644,2.568,0.0,0.0,2.568,0.0,0.0,2.568,0.0,0.0,2.568,0.43,0.43,0.43,32.878502,0.43,0.43,0.43,32.878502,
07/27/1991,166.774994,-123.514,43.260994,,-33.460999,9.8,-0.761,0.0,,9.039,-3.525,5.514,0.0,0.0,5.514,0.0,,5.514,,,5.514,,0.17,0.17,32.945999,0.17,0.17,0.17,32.945999,
10/26/1991,278.858002,-210.647003,68.210999,,-44.627998,23.583,-1.964,0.0,-1.0,20.619,-8.041,12.578,0.0,0.0,12.578,0.0,,12.578,,,12.578,,0.38,0.38,33.169998,0.38,0.38,0.38,33.169998,
01/31/1992,306.285004,-230.942993,75.34201,,-53.605999,21.736,-1.974,0.0,,19.762,-7.708,12.054,0.0,0.0,12.054,0.0,,12.054,,,12.054,,0.36,0.36,33.272999,0.36,0.36,0.36,33.272999,
05/02/1992,268.319,-197.421997,70.897003,,-52.066002,18.830999,-4.172,0.0,1.514,16.172999,-6.306,9.867,0.0,0.0,9.867,0.0,0.0,9.867,0.0,0.0,9.866999,0.3,0.3,0.3,33.275002,0.3,0.3,0.3,33.275002,
08/01/1992,212.311996,-156.270004,56.041992,,-46.549999,9.492,-2.062,0.0,,7.43,-2.898,4.532,0.0,0.0,4.532,0.0,,4.532,,,4.532,,0.14,0.14,33.276001,0.14,0.14,0.14,33.276001,
10/31/1992,321.85199,-246.688004,75.163986,,-49.698002,25.466,-1.927,0.0,,23.539,-9.179,14.36,0.0,0.0,14.36,0.0,,14.36,,,14.36,,0.43,0.43,33.215,0.43,0.43,0.43,33.215,
01/31/1993,335.656006,-254.138,81.518005,,-56.848,24.67,-1.161,0.0,,23.509,-9.185,14.324,0.0,0.0,14.324,0.0,,14.324,,,14.324,,0.43,0.43,33.206001,0.43,0.43,0.43,33.206001,
05/01/1993,251.884995,-186.449997,65.434998,,-46.641998,18.792999,-1.563,0.0,,17.229999,-6.703,10.527,0.0,0.0,10.527,0.0,0.0,10.527,0.0,0.0,10.526999,0.32,0.32,0.32,33.217999,0.32,0.32,0.32,33.217999,
07/31/1993,193.994995,-148.535995,45.459,,-46.23,-0.771,-1.499,0.0,-2.344,-4.614,1.846,-2.768,0.0,0.0,-2.768,0.0,,-2.768,,,-2.768,,-0.08,-0.08,33.314999,-0.08,-0.08,-0.08,33.314999,
10/30/1993,322.464996,-246.039993,76.425003,,-49.011002,27.414,-1.658,0.0,,25.756,-10.303,15.453,0.0,0.0,15.453,0.0,,15.453,,,15.452999,,0.46,0.46,33.412998,0.46,0.46,0.46,33.412998,
01/31/1994,300.027008,-231.410995,68.616013,,-50.534,18.082001,-1.339,0.0,,16.743001,-6.659,10.084,0.0,0.0,10.084,0.0,,10.084,,,10.084001,,0.3,0.3,33.415001,0.3,0.3,0.3,33.415001,
04/30/1994,250.078995,-192.529999,57.548996,,-47.922001,9.627,-1.715,0.0,0.344,8.256,-3.369,4.887,0.0,0.0,4.887,0.0,0.0,4.887,0.0,0.0,4.887,0.15,0.15,0.15,33.414001,0.15,0.15,0.15,33.414001,
07/30/1994,212.464005,-161.447998,51.016006,,-46.372002,4.644,-1.457,0.0,-1.723,1.464,-0.563,0.901,0.0,0.0,0.901,0.0,,0.901,,,0.901,,0.03,0.03,33.470001,0.03,0.03,0.03,33.470001,
10/29/1994,347.160004,-266.928009,80.231995,,-53.445,26.787001,-1.577,0.0,,25.210001,-9.73,15.48,0.0,0.0,15.48,0.0,,15.48,,,15.480001,,0.46,0.46,33.528999,0.46,0.46,0.46,33.528999,
01/31/1995,362.911011,-280.824005,82.087006,,-59.686001,22.400999,-1.804,0.0,-1.703,18.893999,-7.798,11.096,0.0,0.0,11.096,0.0,,11.096,,,11.095999,,0.33,0.33,33.536999,0.33,0.33,0.33,33.536999,
04/29/1995,303.527008,-238.397995,65.129013,,-59.605,5.524,-3.186,0.0,-2.074,0.264,0.282,0.546,0.0,0.0,0.546,0.0,0.0,0.546,0.0,0.0,0.546,0.02,0.02,0.02,33.535,0.02,0.02,0.02,33.535,
07/29/1995,230.789001,-178.231003,52.557999,,-59.367001,-6.809,-3.022,0.0,0.0,-9.831,3.362,-6.469,0.0,0.0,-6.469,0.0,,-6.469,,,-6.469,,-0.19,-0.19,33.567001,-0.19,-0.19,-0.19,33.567001,
10/28/1995,295.170013,-224.091003,71.07901,,-62.563999,8.515,-3.464,0.0,,5.051,-1.686,3.365,0.0,0.0,3.365,0.0,,3.365,,,3.365,0.1,0.1,0.1,33.589001,0.1,0.1,0.1,33.589001,
01/31/1996,345.605011,-274.674988,70.930023,,-64.940002,5.99,-2.857,0.0,-1.5,1.633,-0.536,1.097,0.0,0.0,1.097,0.0,,1.097,,,1.097,0.03,0.03,0.03,33.583,0.03,0.03,0.03,33.583,
04/27/1996,261.042999,-210.925003,50.117996,,-66.488998,-16.371,-2.696,0.0,,-19.067,11.598,-20.469,0.0,0.0,-20.469,0.0,0.0,-20.469,0.0,0.0,-7.469,-0.61,-0.61,-0.61,33.563999,-0.61,-0.61,-0.61,33.563999,
07/27/1996,225.026001,-174.296997,50.729004,,-60.633999,-9.905,-2.721,0.0,0.0,-12.626,4.445,-8.181,0.0,0.0,-8.181,0.0,,-8.181,,,-8.181,-0.24,-0.24,-0.24,33.497002,-0.24,-0.24,-0.24,33.497002,
10/26/1996,347.079987,-268.748993,78.330994,,-63.834999,14.496,-2.97,0.0,0.0,11.526,-4.704,6.822,0.0,0.0,6.822,0.0,,6.822,,,6.822,0.2,0.2,0.2,33.494999,0.2,0.2,0.2,33.494999,
01/31/1997,330.532013,-250.552994,79.979019,,-66.486,13.493,-2.888,0.0,0.0,10.605,-4.078,6.527,0.0,0.0,6.527,0.0,,6.527,,,6.527,0.19,0.19,0.19,33.48,0.19,0.19,0.19,33.48,
05/03/1997,278.398987,-213.179993,65.218994,,-59.331001,5.888,-2.388,0.0,0.0,3.5,-0.572,2.928,0.0,-2.744,0.184,0.0,0.0,0.184,,,0.184,0.01,0.01,0.01,33.453999,0.01,0.01,0.01,33.453999,
08/02/1997,209.037003,-159.516998,49.520004,,-56.255001,-6.735,-2.998,0.0,0.0,-9.733,3.069,-6.664,0.0,0.194,-6.47,0.0,,-6.47,,,-6.47,-0.19,-0.19,-0.19,33.368999,-0.19,-0.19,-0.19,33.368999,
11/01/1997,315.285004,-240.029007,75.255997,,-60.794998,14.461,-3.492,0.0,0.0,10.969,-4.387,6.582,0.0,1.738,8.32,0.0,,8.32,,,8.32,0.25,0.25,0.25,33.171001,0.25,0.25,0.25,33.171001,
01/31/1998,308.201996,-231.882004,76.319992,,-63.326,12.994,-3.097,0.0,0.0,9.897001,-3.852,6.045,0.0,0.909,6.954,0.0,,6.954,,,6.954001,0.21,0.21,0.21,32.741001,0.21,0.21,0.21,32.741001,
05/02/1998,271.997986,-203.042007,68.955978,,-63.402,5.554,-2.732,0.0,-13.684,-10.862,2.37,-8.492,0.0,0.0,-8.492,0.0,,-8.492,13.684,,5.192,0.08,-0.26,-0.26,32.191002,0.08,-0.26,-0.26,32.191002,
08/01/1998,221.876999,-168.565002,53.311996,,-55.853001,-2.541,-2.353,0.0,-79.0,-83.894,24.997,-58.896999,0.0,-0.141,-59.037998,0.0,,-59.037998,79.0,,19.962,-0.12,-1.86,-1.86,31.808001,-0.12,-1.86,-1.86,31.808001,
10/31/1998,289.565002,-217.529007,72.035995,,-50.960999,21.075001,-2.563,0.0,-6.962,11.550001,-4.64,6.91,0.0,-0.825,6.085,0.0,,6.085,6.962,,13.047001,0.33,0.19,0.19,31.583,0.33,0.19,0.19,31.583,
01/31/1999,290.11499,-219.889008,70.225983,,-51.280998,18.945,-1.853,0.0,-6.939,10.153,-3.559,6.594,0.0,-0.966,5.628,0.0,,5.628,6.939,,12.567,0.32,0.18,0.18,31.584,0.32,0.18,0.18,31.584,
05/01/1999,256.996002,-185.699997,71.296005,,-53.587002,17.709,-1.319,0.0,-3.461,12.929,-0.349,12.58,0.0,-0.307,12.273,0.0,,12.273,-3.461,,8.812,0.27,0.39,0.39,31.298,0.27,0.39,0.39,31.298,
07/31/1999,226.356995,-169.207993,57.149002,,-54.958,2.191,-0.505,0.0,0.0,1.686,-0.807,0.879,0.0,-0.197,0.682,0.0,,0.682,,,0.682,0.02,0.02,0.02,30.705,0.02,0.02,0.02,31.033001,
10/22/1999,288.855011,-213.070999,75.784012,,-51.465,24.319,-0.832,0.0,0.0,23.487,-9.396,14.091,0.0,-0.612,13.479,0.0,,13.479,,,13.479,0.45,0.45,0.45,29.851,0.45,0.45,0.45,30.188999,
01/31/2000,343.246002,-262.652008,80.593994,,-54.375,26.219,-1.088,0.0,0.0,25.131,-10.175,14.956,0.0,-0.296,14.66,0.0,,14.66,,,14.66,0.5,0.5,0.5,29.034,0.5,0.5,0.5,29.382999,
07/29/2000,231.434998,-173.350006,58.084991,,-54.248001,3.837,,0.0,-0.854,2.983,-1.299,1.684,0.0,0.058,1.742,0.0,0.0,1.742,,,1.742,0.06,0.06,0.06,27.691999,0.06,0.06,0.06,27.898001,
10/28/2000,297.592987,-218.270004,79.322983,,-54.965,24.358,,0.0,-0.749,23.609,-9.046,14.563,0.0,-0.421,14.142,0.0,0.0,14.142,,,14.142,0.51,0.51,0.51,27.639,0.51,0.51,0.51,27.926001,
01/31/2001,348.973999,-266.835999,82.138,,-58.518002,23.620001,,0.0,-0.336,23.284001,-6.646,16.638,0.0,-0.382,16.256001,0.0,0.0,16.256001,,,16.256001,0.6,0.6,0.6,27.149,0.6,0.6,0.6,27.214001,
04/28/2001,314.97699,-238.352997,76.623993,,-56.674999,19.948999,,0.0,-0.693,19.255999,-9.388,9.868,0.0,0.023,9.891,0.0,0.0,9.891,,,9.891,0.37,0.37,0.37,26.792,0.37,0.37,0.37,26.926001,
07/28/2001,261.11499,-200.483002,60.631989,,-54.165001,6.467,-1.282,0.0,-0.896,4.289,-3.62,1.951,0.0,0.087,2.038,0.0,0.0,2.038,,,0.756,0.08,0.08,0.08,26.618,0.08,0.08,0.08,26.841,
