Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1996,879.700012,,-664.0,,215.700012,,-132.300003,,,83.400002,-39.9,,9.4,,0.0,,30.5,43.500002,-23.9,19.6,0.0,,,19.600002,0.0,19.6,0.0,,19.6,19.6,,87.033997,0.22,0.22,0.52,87.033997,0.22,0.22,0.52,
12/31/1996,920.299988,,-681.900024,,238.399963,,-132.399994,,,106.0,1.5,,5.6,,0.0,,-7.1,107.5,-42.599998,64.900002,13.499999,,,51.400002,0.0,51.400002,0.0,,51.400002,51.400002,,87.149002,0.6,0.76,0.76,88.620499,0.58,0.74,0.74,
03/31/1997,1029.900024,,-785.5,,244.400024,,-125.800003,,,118.599998,-1.8,5.1,5.1,,0.0,,-3.3,116.799998,-45.700001,71.099998,0.0,,,71.099997,0.0,71.099998,0.0,,71.099998,71.099998,4.68,98.047996,0.72,0.72,0.8,100.25,0.7,0.7,0.78,
06/30/1997,1024.5,,-766.099976,,258.400024,,-125.199997,,,133.199997,20.0,,3.9,,0.0,,-23.9,153.199997,-58.599998,94.599998,0.0,,,94.599999,0.0,94.599998,0.0,,94.599998,94.599998,,98.416496,0.96,0.96,0.82,100.25,0.94,0.94,0.8,
09/30/1997,984.200012,,-752.700012,,231.5,,-119.400002,,,112.099998,4.1,5.1,5.1,,0.0,,-9.2,116.199998,-42.599998,73.599998,0.0,,,73.6,0.0,73.599998,0.0,,73.599998,73.599998,-3.9,98.382499,0.74,0.74,0.7,100.050003,0.74,0.74,0.7,
12/31/1997,991.5,,-735.3,,256.2,,-139.9,139.9,0.0,116.3,21.7,2.8,2.8,,0.0,,-24.5,138.0,-48.5,89.5,0.0,,,89.5,0.0,89.5,0.0,0.0,89.5,89.5,,97.980014,0.92,0.96,0.98,99.16579,0.9,0.94,0.96,
03/31/1998,1002.2,,-773.3,,228.9,,-121.5,,,107.4,-61.7,3.9,,,0.0,,57.8,45.7,-18.8,26.9,0.0,,,26.9,0.0,26.9,0.0,,26.9,26.9,,98.1,0.28,0.28,1.02,99.2,0.28,0.28,1.02,
06/30/1998,1019.099976,,-767.700012,,251.399964,,-122.400002,,,129.0,-10.2,,4.8,,0.0,,5.4,118.8,-43.299999,75.5,0.0,,,75.500001,0.0,75.5,0.0,,75.5,75.5,,98.342499,0.76,0.76,0.8,99.199997,0.76,0.76,0.8,
09/30/1998,927.1,,-707.8,,219.3,,-119.4,,,99.9,7.2,4.0,,,,,-11.2,107.1,-41.6,65.5,,,,65.5,,65.5,-0.16,,65.34,65.34,,98.7,0.66,0.66,0.66,99.2,0.66,0.66,0.66,
12/31/1998,975.0,,-701.4,,273.6,,-144.3,144.3,0.0,129.3,-9.7,6.6,6.6,,0.0,,3.1,119.6,-46.3,73.3,0.0,,,73.3,0.0,73.3,0.0,0.0,73.3,73.3,0.0,98.194294,0.74,0.74,0.74,98.734713,0.74,0.74,0.74,
