Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,24669.5,374.9,374.9,0.0,1935.1,1935.1,,152.8,,,,,843.9,,,,,3306.7,17282.2,28694.2,-11412.0,,4080.6,1617.3,,,1489.5,973.8,21362.8,,2750.6,2750.6,,,,1808.1,,,,,,237.8,,,237.8,4796.5,5470.8,,,,,6575.6,,,,6575.6,12046.4,16842.9,0.0,6220.3,,,-64.6,2012.3,-341.4,7826.6,0.0,7826.6,24669.5,
06/30/1994,25025.9,484.0,484.0,0.0,1962.6,1962.6,,140.2,,,,,788.9,,,,,3375.7,17426.2,29101.8,-11675.6,,4224.0,1815.9,,,1412.5,995.6,21650.2,,3034.9,3034.9,,,,1666.4,,,,,,237.8,,,237.8,4939.1,5527.1,,,,,6716.5,,,,6716.5,12243.6,17182.7,0.0,6282.9,,,-134.5,2162.0,-467.2,7843.2,0.0,7843.2,25025.9,
09/30/1994,25525.0,431.0,431.0,0.0,2136.6,2136.6,,157.5,,,,,1008.4,,,,,3733.5,17573.6,29366.6,-11793.0,,4217.9,1796.5,,,1471.1,950.3,21791.5,,3165.1,3165.1,,,,1938.9,,,,,,237.1,,,237.1,5341.1,5365.3,,,,,6771.8,,,,6771.8,12137.1,17478.2,0.0,6320.3,,,-220.8,2407.5,-460.2,8046.8,0.0,8046.8,25525.0,
03/31/1995,26078.2,517.3,517.3,0.0,2047.2,2047.2,,140.0,,,,,807.9,,,,,3512.4,17296.6,29566.2,-12269.6,,5269.2,2639.3,,,1841.9,788.0,22565.8,,2913.8,2913.8,,,,2311.0,,,,,,250.7,,,250.7,5475.5,5559.5,,,,,6754.1,,,,6754.1,12313.6,17789.1,0.0,6907.8,,,-524.4,2740.8,-835.1,8289.1,0.0,8289.1,26078.2,
06/30/1995,26531.2,647.3,647.3,0.0,2035.7,2035.7,,152.6,,,,,866.5,,,,,3702.1,17371.9,29891.9,-12520.0,,5457.2,2685.9,,,2024.0,747.3,22829.1,,3115.4,3115.4,,,,1952.3,,,,,,251.0,,,251.0,5318.7,5679.2,,,,,6890.4,,,,6890.4,12569.6,17888.3,0.0,6908.6,,,-484.4,2934.3,-715.6,8642.9,0.0,8642.9,26531.2,
09/30/1995,22051.9,454.6,454.6,0.0,2214.1,2214.1,,129.9,,,,,991.5,,,,,3790.1,12787.9,30274.4,-17486.5,,5473.9,2668.3,,,2091.5,714.1,18261.8,,3194.6,3194.6,,,,1837.1,,,,,,251.7,,,251.7,5283.4,5660.3,,,,,4966.9,,,,4966.9,10627.2,15910.6,0.0,6912.7,,,-431.9,401.9,-741.4,6141.3,0.0,6141.3,22051.9,
12/31/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
