Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2015,277.3,277.3,,,,0.0,-256.2,,43.4,212.8,21.1,-7.9,3.9,,,1.2,,0.0,13.2,-6.7,6.5,0.0,0.0,0.0,6.5,0.2,6.7,0.0,0.0,6.7,42.503735,35.803735,175.799191,0.04,0.04,0.241774,185.388002,0.04,0.04,0.233129,
12/31/2015,291.5,291.5,,,,0.0,-216.9,,47.2,169.7,74.6,-8.1,7.2,,,-2.3,,0.0,66.5,-19.9,46.6,0.0,0.0,0.0,46.6,-0.1,46.5,0.0,0.0,46.5,47.904908,1.404908,178.846154,0.26,0.26,0.267855,188.1,0.25,0.25,0.257469,
03/31/2016,287.8,287.8,,,,0.0,-242.4,,46.8,195.6,45.4,-10.2,8.6,,,-0.8,,0.0,35.2,-10.5,24.7,0.0,0.0,0.0,24.7,0.2,24.9,0.0,0.0,24.9,32.998367,8.098367,175.677597,0.14,0.14,0.187835,186.125224,0.13,0.13,0.17351,
05/31/2016,587.9,587.9,-212.3,212.3,375.6,0.0,-290.6,207.0,64.3,19.3,85.0,-26.8,26.8,27.2,-0.4,,0.0,0.0,58.2,-13.4,44.8,-5.2,-5.2,0.0,50.0,0.0,50.0,0.0,0.0,50.0,58.107033,13.307033,240.3,0.21,0.19,0.24181,241.1,0.21,0.19,0.24181,
08/31/2016,724.6,724.6,-269.1,269.1,455.5,0.0,-472.2,267.6,91.7,112.9,-16.7,-36.2,36.2,36.5,-0.3,,-1.2,0.0,-52.9,23.1,-31.0,1.0,1.0,0.0,-32.0,0.3,-31.7,0.0,0.0,-31.7,56.982317,87.682317,340.1,-0.09,-0.09,0.167546,340.1,-0.09,-0.09,0.167546,
11/30/2016,873.8,873.8,-345.5,345.5,528.3,0.0,-416.1,246.0,119.2,50.9,112.2,-27.0,27.0,27.4,-0.4,,-3.3,0.0,85.2,5.8,87.7,-1.2,-1.2,0.0,88.9,0.4,89.3,0.0,0.0,89.3,118.396104,30.296104,416.6,0.21,0.21,0.284196,432.9,0.21,0.2,0.269984,
02/28/2017,844.2,844.2,-327.0,327.0,517.2,0.0,-421.5,268.0,120.8,32.7,95.7,-31.3,31.3,31.8,-0.5,,-2.0,0.0,64.4,3.6,66.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,66.0,21.330251,-44.669749,406.2,0.16,0.16,0.052512,422.2,0.16,0.16,0.052512,
05/31/2017,906.1,906.1,-337.7,337.7,568.4,0.0,-431.6,274.2,122.8,34.6,136.8,-37.1,37.1,37.7,-0.6,,-1.9,0.0,99.7,1.0,98.8,0.0,0.0,0.0,98.8,0.5,99.3,0.0,0.0,99.3,-4.335802,-103.635802,399.7,0.25,0.25,-0.010848,415.6,0.24,0.24,-0.010848,
08/31/2017,904.7,904.7,-341.6,341.6,563.1,0.0,-410.6,268.8,120.8,21.0,152.5,-41.0,41.0,41.5,-0.5,,-1.1,0.0,111.5,36.7,147.1,0.0,0.0,0.0,147.1,-1.2,145.9,0.0,0.0,145.9,83.582868,-62.317132,397.6,0.37,0.37,0.210218,414.2,0.35,0.35,0.199548,
11/30/2017,944.7,944.7,-342.1,342.1,602.6,0.0,-456.5,285.0,128.1,43.4,146.1,-49.6,42.7,43.3,-0.6,,0.0,6.9,96.5,8.6,105.1,0.0,0.0,0.0,105.1,0.6,105.7,0.0,0.0,105.7,325.14719,219.44719,397.7,0.265778,0.265778,0.817569,412.8,0.256056,0.256056,0.787663,
02/28/2018,932.1,932.1,-342.9,342.9,589.2,0.0,-449.3,290.3,130.6,28.4,139.9,-45.8,45.6,46.3,-0.7,,0.0,0.2,94.1,146.6,240.7,0.0,0.0,0.0,240.7,0.6,241.3,0.0,0.0,241.3,58.471501,-182.828499,398.0,0.61,0.61,0.146913,412.1,0.59,0.59,0.146349,
05/31/2018,1008.3,1008.3,-368.4,368.4,639.9,0.0,-459.0,299.2,131.0,28.8,180.9,-54.7,54.4,55.3,-0.9,,0.0,0.3,126.2,-12.0,114.2,0.0,0.0,0.0,114.2,0.5,114.7,0.0,0.0,114.7,88.851405,-25.848595,391.8,0.29,0.29,0.226777,403.6,0.28,0.28,0.215955,
08/31/2018,1001.0,1001.0,-375.3,375.3,625.7,0.0,-465.4,287.7,134.1,43.6,160.3,-48.7,55.8,56.7,-0.9,,-0.2,-7.1,111.6,-7.9,103.5,0.0,0.0,0.0,103.5,1.0,104.5,0.0,0.0,104.5,82.69755,-21.80245,393.0,0.26,0.26,0.210426,405.1,0.26,0.26,0.20618,
11/30/2018,1067.8,1067.8,-409.1,409.1,658.7,0.0,-498.5,315.6,145.5,37.4,160.2,-67.8,66.8,67.4,-0.6,,-0.3,1.0,92.4,-11.3,80.8,0.0,0.0,0.0,80.8,1.0,81.8,0.0,0.0,81.8,116.243323,34.443323,394.5,0.21,0.21,0.29466,406.7,0.2,0.2,0.28469,
02/28/2019,1046.4,1046.4,-399.8,399.8,646.6,0.0,-471.6,300.3,142.3,29.0,175.0,-66.8,66.5,66.9,-0.4,,-0.1,0.3,108.2,0.9,109.0,0.0,0.0,0.0,109.0,0.7,109.7,0.0,0.0,109.7,88.032134,-21.667866,398.0,0.28,0.28,0.221186,408.0,0.27,0.27,0.216892,
05/31/2019,1135.5,1135.5,-428.0,428.0,707.5,0.0,-468.8,293.3,144.0,31.5,238.7,-65.4,65.2,65.8,-0.6,,-0.2,0.2,173.3,-24.2,148.9,0.0,0.0,0.0,148.9,0.9,149.8,0.0,0.0,149.8,135.545855,-14.254145,400.5,0.37,0.37,0.338442,409.3,0.37,0.37,0.335174,
08/31/2019,1112.3,1112.3,-419.7,419.7,692.6,0.0,-349.8,295.4,144.7,-90.3,342.8,-62.8,62.6,63.2,-0.6,,-0.2,0.2,280.0,-240.6,39.2,0.0,0.0,0.0,39.2,0.9,40.1,0.0,0.0,40.1,162.616326,122.516326,401.2,0.1,0.1,0.405325,410.9,0.1,0.1,0.398166,
11/30/2019,1120.4,1120.4,-409.5,409.5,710.9,0.0,-463.9,308.9,142.1,12.9,247.0,-65.6,63.5,63.8,-0.3,,-0.4,2.1,181.4,21.3,202.3,0.0,0.0,0.0,202.3,0.8,203.1,0.0,0.0,203.1,159.943572,-43.156428,398.2,0.51,0.51,0.401666,408.4,0.5,0.5,0.394328,
02/29/2020,1080.8,1080.8,-415.8,415.8,665.0,0.0,-94.1,316.2,145.3,-367.4,570.9,-82.3,60.8,61.2,-0.4,,-0.3,21.5,488.6,-4.3,484.0,0.0,0.0,0.0,484.0,1.0,485.0,0.0,0.0,485.0,89.9,-395.1,395.7,1.23,1.23,0.227192,404.1,1.2,1.2,0.222272,
05/31/2020,1026.6,1026.6,-388.3,388.3,638.3,0.0,-494.2,258.1,149.4,86.7,144.1,-68.7,59.8,60.0,-0.2,,0.1,8.9,75.4,-4.7,70.8,0.0,0.0,0.0,70.8,0.9,71.7,0.0,0.0,71.7,148.968242,77.268242,397.0,0.18,0.18,0.375235,400.1,0.18,0.18,0.373122,
08/31/2020,1071.0,,,,680.10642,,,,,,254.538,,,,,,,,189.75,,141.518,,,,,,141.518,,,141.518,278.692,,,0.359,0.359,0.689,,0.359,0.359,0.689,
11/30/2020,1112.706,,,,713.17778364,,,,,,265.25,,,,,,,,206.25,,154.455,,,,,,154.455,,,154.455,289.077,,,0.393,0.393,0.715,,0.393,0.393,0.715,
