Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,197.6,197.6,,,,0.0,-142.1,,23.9,118.2,55.5,-5.8,5.8,,,,,0.0,49.7,-11.3,38.4,0.0,0.0,0.0,38.4,-7.6,30.8,0.0,0.0,30.8,31.515,0.715,,,,,,,,,
06/30/2012,210.0,210.0,,,,0.0,-150.0,,27.8,122.2,60.0,-6.6,6.6,,,,,0.0,53.4,-13.1,40.3,0.0,0.0,0.0,40.3,-7.2,33.1,0.0,0.0,33.1,36.74,3.64,,,,,,,,,
09/30/2012,222.8,222.8,,,,0.0,-179.5,,29.9,149.6,43.3,-9.7,9.7,,,,,0.0,33.6,-8.3,25.3,0.0,0.0,0.0,25.3,-5.6,19.7,0.0,0.0,19.7,36.275,16.575,,,,,,,,,
12/31/2012,230.2,230.2,,,,0.0,-164.3,,31.3,133.0,65.9,-6.8,6.8,,,,,0.0,59.1,-10.0,49.1,0.0,0.0,0.0,49.1,-7.7,41.4,0.0,0.0,41.4,47.25,5.85,,,,,,,,,
03/31/2013,227.4,227.4,,,,0.0,-143.3,,32.3,111.0,84.1,-5.0,5.0,,,,,0.0,79.1,-20.8,58.3,0.0,0.0,0.0,58.3,-7.6,50.7,0.0,0.0,50.7,48.685,-2.015,,,,,,,,,
06/30/2013,238.3,238.3,,,,0.0,-163.9,,32.6,131.3,74.4,-6.2,5.3,,,0.9,,0.0,68.2,-14.8,53.4,0.0,0.0,0.0,53.4,0.0,53.4,0.0,0.0,53.4,54.418537,1.018537,,,,,,,,,
09/30/2013,238.4,238.4,,,,0.0,-178.8,,34.5,144.3,59.6,-10.7,4.7,,,6.0,,0.0,48.9,-16.5,32.4,0.0,0.0,0.0,32.4,0.0,32.4,0.0,0.0,32.4,46.406667,14.006667,,,,,,,,,
12/31/2013,243.8,243.8,,,,0.0,-212.9,,36.7,176.2,30.9,-16.4,4.4,,,12.0,,0.0,14.5,-11.6,2.9,0.0,0.0,0.0,2.9,0.0,2.9,0.0,0.0,2.9,47.945515,45.045515,17.387598,0.166786,0.166786,2.757455,17.555076,0.165194,0.165194,2.731148,
03/31/2014,259.4,259.4,,,,0.0,-198.5,,37.5,161.0,60.9,-5.5,4.4,,,1.1,,0.0,55.4,-15.6,39.8,0.0,0.0,0.0,39.8,0.0,39.8,0.0,0.0,39.8,46.768421,6.968421,17.7,2.25,2.25,2.642284,17.9,2.22,2.22,2.609297,
06/30/2014,264.6,264.6,,,,0.0,-220.9,,37.6,183.3,43.7,-4.7,3.9,,,0.8,,0.0,39.0,-9.6,29.4,0.0,0.0,0.0,29.4,0.0,29.4,0.0,0.0,29.4,51.975893,22.575893,177.29438,0.17,0.17,0.293162,182.77717,0.16,0.16,0.283516,
09/30/2014,269.7,269.7,,,,0.0,-179.8,,40.1,139.7,89.9,0.9,4.5,,,-5.4,,0.0,90.8,-11.6,79.2,0.0,0.0,0.0,79.2,1.1,80.3,0.0,0.0,80.3,87.725,7.425,179.964373,0.45,0.45,0.487458,187.893323,0.43,0.43,0.469517,
12/31/2014,271.4,271.4,,,,0.0,-209.2,,42.8,166.4,62.2,-26.8,4.1,,,16.8,,0.0,35.4,-19.7,15.7,0.0,0.0,0.0,15.7,0.0,15.7,0.0,0.0,15.7,47.447099,31.747099,180.615294,0.09,0.09,0.262697,187.335924,0.08,0.08,0.249466,
03/31/2015,271.5,271.5,,,,0.0,-195.9,,39.3,156.6,75.6,-0.3,4.1,,,-6.4,,0.0,75.3,-20.8,54.5,0.0,0.0,0.0,54.5,0.3,54.8,0.0,0.0,54.8,55.813793,1.013793,183.25947,0.3,0.3,0.304562,191.65352,0.29,0.29,0.29529,
06/30/2015,273.1,273.1,,,,0.0,-197.0,,40.8,156.2,76.1,-9.0,3.7,,,2.6,,0.0,67.1,-22.6,44.5,0.0,0.0,0.0,44.5,0.0,44.5,0.0,0.0,44.5,46.034426,1.534426,183.104553,0.24,0.24,0.251411,190.780009,0.23,0.23,0.238043,
