Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
10/31/1996,102.433998,78.859001,54.200001,8.44,,,8.44,-39.064999,,-39.064999,,,-103.031998,,,,-103.031998,,,,,,,,,,103.031998,,,,,,,,,,,,,,,
01/31/1997,-66.736,62.035,56.987,-0.537,,,-0.537,-185.220993,,-185.220993,,-175.306,-131.045003,7.074,,,-138.119003,,,0.0,0.0,0.0,,,,,-44.260996,119.652006,-15.941,128.544006,,,,8.615,8.615,0.0,-1.566,,-122.389999,,,
04/30/1997,114.311996,-70.134003,60.655998,1.775,,,1.775,122.014999,,122.014999,,-92.339996,-111.013002,8.524,,,-119.537003,,,0.0,0.0,0.0,,,,,18.673006,87.449997,-15.954,109.962997,,,,-9.42,6.013,-15.433,2.861,,109.421997,,,
07/31/1997,47.084999,66.241997,65.720001,-9.499,,,-9.499,-75.377998,,-75.377998,,-179.466003,-76.021997,17.261999,,,-93.283997,,,0.0,0.0,0.0,,,,,-103.444006,96.704,-15.884,118.186,,,,-3.069,0.471,-3.54,-2.529,,-35.676998,,,
10/31/1997,233.962997,88.043999,64.989998,9.569,,,9.569,71.360001,,71.360001,,-64.859001,-77.126001,18.136,,,-95.262001,,,0.0,0.0,0.0,,,,,12.267,-68.098999,-15.971,-39.281999,,,,-14.043,0.908,-14.951,1.197,,101.004997,,,
01/31/1998,160.138,54.813,69.663002,11.475,,,11.475,24.187,,24.187,,-89.851997,-87.713998,12.942,,,-100.655998,,,0.0,0.0,0.0,,,,,-2.138,-64.196999,-16.694,-11.185,,,,-35.142999,0.061,-35.203999,-1.175,,6.089,,,
04/30/1998,237.270996,54.289001,69.515999,-61.676998,,,-61.676998,175.143005,,175.143005,,-99.869003,-99.427002,40.942001,,,-140.369003,,,0.0,0.0,0.0,,,,,-0.442001,-123.324004,-16.190001,78.214996,,,,-184.054,8.683,-192.737,-1.295,,14.078,,,
07/31/1998,95.149002,62.437,69.475998,-9.762,,,-9.762,-27.002001,,-27.002001,,-151.774994,-142.250008,31.625999,,,-173.876007,,,0.0,0.0,0.0,,,,,-9.524986,45.862004,-15.483,175.009003,,,,-112.308999,1.026,-113.334999,-1.355,,-10.764,,,
10/31/1998,209.960999,63.805,80.214996,69.693001,,,69.693001,-3.752,,-3.752,,-221.820999,-146.048996,39.983002,,,-186.031998,,,0.0,0.0,0.0,,,,,-75.772003,43.676997,-15.13,99.484997,,,,-37.537999,0.165,-37.702999,-3.14,,31.816999,,,
01/31/1999,50.193001,51.081001,77.917,-27.528,,,-27.528,-51.277,,-51.277,,-65.615997,-92.785007,42.271999,,,-135.057007,,,0.0,0.0,0.0,,,,,27.16901,-16.873,-15.159,-2.635,,,,1.854,1.854,0.0,-0.933,,-32.296001,21.5,7.5,
04/30/1999,7.363,-72.894997,75.711998,141.826004,,,141.826004,-137.279999,,-137.279999,,-82.246002,-80.308998,35.362,,,-115.670998,,,0.0,0.0,0.0,,,,,-1.937004,-25.494001,-15.159,-9.803,,,,-0.002,0.0,-0.002,-0.53,,-100.376999,21.4,11.9,
07/31/1999,246.959,50.152,83.083,-27.355,,,-27.355,141.078995,,141.078995,,-116.780998,-97.047999,14.661,,,-111.709,,,0.0,0.0,0.0,,,,,-19.732999,-118.163,-15.166,-104.688999,,,,2.309,2.309,0.0,-0.617,,12.015,3.5,18.200001,
10/31/1999,160.360992,75.848999,81.491997,-21.907,,,-21.907,24.927,,24.927,,-110.536003,-129.038003,12.859,,,-141.897003,,,0.0,0.0,0.0,,,,,18.502,-60.096998,-15.208,-51.754998,,,,6.599,6.599,0.0,0.267,,-10.272,5.625,13.958,
01/31/2000,-26.619,52.252,73.805,5.171,,,5.171,-157.847,,-157.847,,-122.617,-110.806,21.323,,,-132.129,,,0.0,0.0,0.0,,,,,-11.811,87.752,-19.02,100.308,,,,5.811,5.811,0.0,0.653,,-61.484,12.0,8.8,
04/30/2000,-32.021999,51.042,79.752998,-17.809999,,,-17.809999,-145.007004,,-145.007004,,-130.983994,-126.365004,24.642,,,-151.007004,,,0.0,0.0,0.0,,,,,-4.61899,135.085006,-19.108,178.712006,,,,-22.985,0.018,-23.003,-1.534,,-27.921,26.299999,21.4,
07/31/2000,148.990005,33.338001,75.806999,-11.645,,,-11.645,51.490002,,51.490002,,-45.812,-77.525999,24.990999,,,-102.516998,,,0.0,0.0,0.0,,,,,31.713999,-117.748998,-18.917999,-107.210999,,,,0.0,0.0,0.0,8.38,,-14.571,10.9,10.6,
10/31/2000,102.884,-12.683,82.323,69.961,,,69.961,-36.717,,-36.717,,-87.484,-87.903,22.01,,,-109.913,,,0.0,0.0,0.0,,,,,0.419,-51.612,-18.937,-21.693,,,,0.0,0.0,0.0,-10.982,,-36.212,9.437,19.655,
03/31/2001,58.421,11.192,30.258,-26.793,,-16.059,-10.734,43.764,,43.764,,-24.214,-23.755,16.751,,,-40.506,,,,,,,,,,-0.459,41.301,-12.455,-42.624,,,,97.006,97.006,,-0.626,,75.508,10.6,15.0,
06/30/2001,217.385,34.239,31.956,38.649,,21.539,17.11,112.541,,112.541,,-30.856,-46.723,15.165,,,-61.888,,,,,,,,,,15.867,27.124,0.0,-146.177,,,,46.739,46.739,0.0,126.562,,213.653,13.8,10.6,
09/30/2001,150.954,-54.514,29.545,65.031,,-20.516,85.547,110.892,,110.892,,-35.771,-42.657,16.027,,,-58.684,,,0.0,0.0,0.0,,,,,6.886,-15.041,-12.819,-1.248,,,,-0.815,0.592,-1.407,-0.159,,100.142,15.8,2.1,
12/31/2001,187.968,28.493,15.219,-28.91,,,-28.91,173.166,,173.166,,-3.228,-21.636,3.987,,,-25.623,,,0.0,0.0,0.0,,,,,18.408,-23.239,-25.639,1.413,,,,0.243,0.243,0.0,0.744,,161.501,12.431,2.372,
03/31/2002,85.002,41.19,19.073,-9.099,,9.076,-18.175,33.838,,33.838,,42.394,-1.329,25.759,,,-27.088,,,,,,,,,,43.723,-26.761,-12.858,-17.902,,,,4.773,7.154,-2.381,-0.774,,100.635,0.007,0.0032,
06/30/2002,133.554,42.975,20.309,-2.331,,10.023,-12.354,72.601,,72.601,,31.246,6.927,31.219,,,-24.292,,,0.0,0.0,0.0,,,,,24.319,-1.825,-12.897,-6.751,,,,3.904,3.904,0.0,13.919,,162.975,-6.9763,-3.1944,
09/30/2002,25.120001,31.249001,18.979,55.337002,,16.921,38.416002,-80.445,,-80.445,,-3.363,-9.669,4.33,,,-13.999,,,0.0,0.0,0.0,,,,,6.306,-24.721,-12.896,-0.478,,,,-7.45,1.533,-8.983,-3.897,,-2.964,11.3,1.3,
12/31/2002,-47.931,48.201,19.628,-68.738998,,,-68.738998,-47.021,,-47.021,,-10.926,-10.305,1.733,,,-12.038,,,0.0,0.0,0.0,,,,,-0.621,-21.075999,-12.834,-13.044,,,,-5.575,2.26,-7.835,10.377,,-79.932999,11.485,1.88,
03/31/2003,-156.710999,16.912001,20.825001,38.841,,,38.841,-233.289001,,-233.289001,,-59.396999,-8.615999,8.142,,,-16.757999,,,0.0,0.0,0.0,,,,,-50.781,-7.129,-12.992,0.0,,,,-0.937,1.754,-2.691,6.8,,-223.237,9.4,1.6,
06/30/2003,9.013,44.993999,19.709,64.625999,,,64.625999,-120.316002,,-120.316002,,28.624001,-8.609,5.602,,,-14.211,,,0.0,0.0,0.0,,,,,37.233001,15.883001,-13.058,0.0,,,,10.522,10.522,0.0,18.419001,,53.52,-2.8,4.7,
09/30/2003,12.549,44.124001,19.367001,27.562,,,27.562,-78.503998,,-78.503998,,-14.738,-13.990001,5.234,,,-19.224001,,,0.0,0.0,0.0,,,,,-0.747999,-2.687,-13.103,0.0,,,,8.627,8.627,0.0,1.789,,-4.876,7.6,1.6,
12/31/2003,-168.576996,51.419998,21.032,-0.316,,,-0.316,-240.712997,,-240.712997,,-45.644001,-21.903,7.087,,,-28.99,,,0.0,0.0,0.0,,,,,-23.741001,131.949001,-13.134,121.469002,,,,7.599,7.599,0.0,16.014999,,-82.272003,8.762,2.128,
03/31/2004,-45.136002,46.726002,22.870001,13.168,,9.622,3.546,-127.900002,,-127.900002,,-10.659,-13.769999,5.551,,,-19.320999,,,0.0,0.0,0.0,,,,,3.110999,105.538998,-13.283,108.530998,,,,11.857,11.857,0.0,-1.566,,49.743999,11.1,4.8,
06/30/2004,57.921001,44.790001,20.552999,6.666,,-1.448,8.114,-14.088,,-14.088,,-3.153,-17.814001,5.344,,,-23.158001,,,0.0,0.0,0.0,,,,,14.661001,-6.451,-13.292,0.0,,,,8.552,8.552,0.0,-1.711,,48.317001,11.0,2.1,
09/30/2004,4.494,47.262001,21.042,-9.812,,-3.844,-5.968,-53.998001,,-53.998001,,-11.936,-20.610001,5.76,,,-26.370001,,,0.0,0.0,0.0,,,,,8.674001,-25.571999,-13.4,-28.580999,,,,13.309,13.309,0.0,3.1,,-33.014,23.6,4.0,
12/31/2004,-101.469,47.917,24.748,-26.855,,-0.276,-26.579,-147.279,,-147.279,,-32.054,-30.087,5.496,,,-35.583,,,0.358,0.358,0.0,,,,,-2.325,176.491,-13.501,129.94,,,,27.969,27.969,0.0,32.083,,42.968,16.793,2.785,
03/31/2005,36.935,47.393,23.716,-20.354,,-2.886,-17.468,-13.82,,-13.82,,-31.518,-27.841,5.403,,,-33.244,,,0.0,0.0,0.0,,,,,-3.677,33.116,-13.724,-10.035,,,,72.821,72.821,0.0,-15.946,,38.533,24.9,5.5,
06/30/2005,139.905,-16.432,26.033,0.863,,-6.559,7.422,129.441,,129.441,,-42.215,-47.286,5.683,,,-52.969,,,0.0,0.0,0.0,,,,,5.071,-51.755,-13.865,-19.995,,,,3.63,3.63,0.0,-21.525,,45.935,23.2,4.5,
09/30/2005,482.675,131.189,26.561,-35.907,,10.341,-46.248,360.832,,360.832,,-25.034,-53.13,5.934,,,-59.064,,,0.0,0.0,0.0,,,,,28.096,-99.314,-13.888,-99.91,,,,5.567,5.567,0.0,8.917,,358.327,22.6,4.3,
12/31/2005,-250.84,65.123,27.814,-111.868,,-56.573,-55.295,-231.909,,-231.909,,-60.365,-60.219,7.711,,,-67.93,,,-13.215,0.0,-13.215,,,,,13.069,52.909,-27.188,74.356,,,,10.352,10.352,0.0,-4.611,,-258.296,44.104,0.007,
03/31/2006,-158.299,88.854,28.123,-33.753,,-14.325,-19.428,-241.523,,-241.523,,-51.149,-49.373,6.772,,,-56.145,,,0.0,0.0,0.0,,,,,-1.776,74.416,0.0,59.381,,,,20.023,20.023,0.0,-4.988,,-135.032,55.9,5.3,
06/30/2006,-85.589,66.552,29.004,-40.648,,-29.603,-11.045,-140.497,,-140.497,,-45.043,-45.173,9.455,,,-54.628,,,0.0,0.0,0.0,,,,,0.13,61.482,-17.848,72.949,,,,5.289,5.289,0.0,1.092,,-69.15,59.4,3.3,
09/30/2006,429.943,27.338,30.52,-36.697,,-75.811,39.114,408.782,,408.782,,-65.245,-64.725,12.058,,,-76.783,,,0.0,0.0,0.0,,,,,-0.52,-54.485,-17.406,-56.28,,,,18.674,18.674,0.0,0.527,,310.213,14.2,4.9,
12/31/2006,110.106,80.708,38.511,19.433,-12.639,120.726,-88.654,-28.546,,-28.546,,-76.38,-75.458,11.041,,,-86.499,,,0.0,0.0,0.0,,,,,-0.922,47.277,-17.609,51.234,,,,0.423,0.423,0.0,13.229,,81.003,-2.445,0.415,
03/31/2007,167.762,84.616,35.082,-24.625,-5.247,-13.783,-5.595,72.689,,72.689,,-38.47,-37.352,11.109,,,-48.461,,,0.0,0.0,0.0,,,,,-1.118,2.917,-34.988,28.231,,,,6.426,6.426,0.0,3.248,,132.209,43.4,5.3,
06/30/2007,347.945,95.564,35.949,-14.979,,-27.164,12.185,231.411,,231.411,,-289.009,-54.974,17.21,,,-72.184,,,0.0,0.0,0.0,,,,,-234.035,52.46,0.0,22.919,,,,9.559,9.559,0.0,19.982,,111.396,61.7,-0.3,
09/30/2007,133.336,93.676,35.771,-37.07,,1.31,-38.38,40.959,,40.959,,-228.313,-64.164,16.114,,,-80.278,,,0.0,0.0,0.0,,,,,-164.149,49.218,-17.675,8.013,,,,12.549,12.549,0.0,46.331,,-45.759,61.1,23.4,
12/31/2007,231.909,259.5,40.007,-157.839,,-12.578,-145.261,90.241,,90.241,,-634.338,-67.354,15.963,,,-83.317,,,0.0,0.0,0.0,,,,,-566.984,6.979,-17.736,-22.777,,,,4.26,4.26,0.0,43.232,,-395.45,50.43,5.104,
03/31/2008,213.769,136.706,38.093,0.731,-10.105,12.611,-1.775,38.239,,38.239,,-269.415,-48.169,10.634,,,-58.803,,,,,,,,,,-221.246,9.775,-22.204,0.0,,,,12.75,12.75,0.0,19.229,,-45.871,30.3,4.2,
06/30/2008,476.531,207.957,41.324,-82.828,,-11.231,-71.597,310.078,,310.078,,-104.515,-58.655,9.639,,,-68.294,,,0.0,0.0,0.0,,,,,-45.86,-15.706,-22.249,-5.105,,,,14.308,14.308,0.0,-2.66,,356.31,128.8,2.4,
09/30/2008,183.602,181.891,43.245,-1.243,,-8.439,7.196,-40.291,,-40.291,,78.485,-66.915,17.77,,,-84.685,,,0.0,0.0,0.0,,,,,145.4,-232.727,-22.729,-161.988,,,,1.684,1.684,0.0,-49.694,,29.36,108.9,3.9,
12/31/2008,100.722,189.546,40.643,-94.833,-6.999,70.004,-157.838,-34.634,,-34.634,,317.978,-77.377,10.452,,,-87.829,,,0.0,0.0,0.0,,,,,395.355,-99.319,-22.746,-6.551,,,,1.365,1.739,-0.374,-71.387,,319.381,51.665,1.713,
03/31/2009,76.085,204.799,44.027,5.647,0.637,-5.719,10.729,-178.388,,-178.388,0.0,-340.438,-42.982,10.167,10.167,0.0,-53.149,-53.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-297.456,-99.121,-22.772,-9.764,,,,-59.551,0.552,-60.103,-7.034,-0.524,-363.998,41.9,4.3,
06/30/2009,308.719,169.27,45.243,10.005,0.147,-26.342,36.2,84.201,,84.201,0.0,-596.419,-60.423,7.021,7.021,0.0,-67.444,-67.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-535.996,-40.028,-22.806,-2.101,,,,-0.989,0.167,-1.156,-14.132,39.296,-288.432,195.7,2.1,
09/30/2009,165.594,162.096,46.143,8.797,-0.5,-22.384,31.681,-51.442,,-51.442,0.0,72.884,-46.723,7.557,7.557,0.0,-54.28,-54.28,0.0,0.0,0.0,0.0,-1.59,0.0,-1.59,0.0,121.197,-113.232,-22.593,-3.136,,,,-51.265,1.388,-52.653,-36.238,20.877,146.123,,,
12/31/2009,359.465,148.7,46.598,162.47,-1.578,129.107,34.941,1.697,,1.697,0.0,45.914,-45.417,12.823,12.823,0.0,-58.24,-58.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.331,-75.467,-22.521,-8.788,0.0,0.0,-8.788,-9.649,1.858,-11.507,-34.509,29.099,359.011,,,
03/31/2010,-246.067,136.635,46.319,57.059,-0.359,-0.404,57.822,-486.08,,-486.08,0.0,236.045,-38.42,9.578,9.578,0.0,-47.998,-47.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.465,-72.872,-22.555,-10.08,0.0,0.0,-10.08,-16.185,0.886,-17.071,-24.052,4.855,-78.039,26.3,2.9,
06/30/2010,25.178,157.375,45.815,60.972,-0.132,2.451,58.653,-238.984,,-238.984,0.0,-84.22,-68.207,7.206,7.206,0.0,-75.413,-75.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.013,-79.153,-22.517,-0.067,0.0,0.0,-0.067,1.236,1.236,0.0,-57.805,-33.676,-171.871,105.3,4.1,
09/30/2010,437.8,-53.636,48.029,5.299,-0.115,-26.242,31.656,438.108,,438.108,0.0,80.282,-65.541,22.395,22.395,0.0,-87.936,-87.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.823,-43.564,-22.504,-0.42,0.0,0.0,-0.42,0.791,0.791,0.0,-21.431,65.509,540.027,65.1,,
12/31/2010,346.686,117.122,50.421,65.194,-0.287,36.902,28.579,113.949,,113.949,0.0,-13.677,-39.55,14.513,14.513,0.0,-54.063,-54.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.873,-200.778,-22.517,-2.53,0.0,0.0,-2.53,-145.967,12.02,-157.987,-29.764,31.809,164.04,5.641,9.752,
03/31/2011,370.533,139.711,48.805,76.439,-11.002,29.812,57.629,105.578,,105.578,0.0,-33.388,-42.749,12.883,12.883,0.0,-55.632,-55.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.361,-315.437,-22.789,-31.505,0.0,0.0,-31.505,-214.369,31.216,-245.585,-46.774,34.96,56.668,25.7,0.9,
06/30/2011,57.377,165.499,50.812,41.326,-1.267,7.789,34.804,-200.26,,-200.26,0.0,-158.166,-86.521,15.808,15.808,0.0,-102.329,-102.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.645,-160.418,-21.122,-39.691,0.0,0.0,-39.691,-106.674,6.396,-113.07,7.069,15.507,-245.7,50.2,3.3,
09/30/2011,283.269,135.362,50.595,-23.03,-0.05,-46.252,23.272,120.342,,120.342,0.0,86.892,-64.515,14.928,14.928,0.0,-79.443,-79.443,0.0,0.0,0.0,0.0,-15.3,0.0,-15.3,0.0,166.707,176.387,-22.44,-1.843,0.0,0.0,-1.843,-241.186,0.05,-241.236,441.856,-106.224,440.324,58.0,0.8,
12/31/2011,178.59,153.156,51.727,-46.078,-0.418,-8.187,-37.473,19.785,,19.785,0.0,-331.762,-90.63,10.133,10.133,0.0,-100.763,-100.763,0.0,0.0,0.0,0.0,-12.026,0.0,-12.026,0.0,-229.106,-96.357,-21.327,-4.195,0.0,0.0,-4.195,-39.18,0.485,-39.665,-31.655,24.651,-224.878,43.015,23.255,
03/31/2012,-47.078,154.882,52.156,32.889,-3.444,4.63,31.703,-287.005,,-287.005,0.0,-152.21,-17.071,37.248,37.248,0.0,-54.319,-54.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.139,-64.185,-21.388,-0.301,0.0,0.0,-0.301,-19.036,8.446,-27.482,-23.46,24.348,-239.125,78.8,10.2,
06/30/2012,128.741,161.19,51.673,69.334,-0.48,26.251,43.563,-153.456,,-153.456,0.0,-77.64,-52.742,13.364,13.364,0.0,-66.106,-66.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.898,-150.536,-27.185,-0.002,0.0,0.0,-0.002,-104.238,1.169,-105.407,-19.111,-19.282,-118.717,91.0,1.0,
09/30/2012,428.639,144.583,53.207,-23.234,-0.394,-59.737,36.897,254.083,,254.083,0.0,-21.27,-53.44,15.011,15.011,0.0,-68.451,-68.451,0.0,0.0,0.0,0.0,-19.337,0.0,-19.337,0.0,51.507,-74.757,-27.073,-0.6,0.0,0.0,-0.6,-26.44,4.858,-31.298,-20.644,14.845,347.457,73.4,9.7,
12/31/2012,118.076,-4.4,55.345,55.268,-0.038,106.3,-50.994,11.863,,11.863,0.0,212.773,-53.722,12.149,12.149,0.0,-65.871,-65.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.495,-327.148,-53.004,-6.611,0.0,0.0,-6.611,-223.571,1.475,-225.046,-43.962,-0.186,3.515,51.014,3.344,
03/31/2013,-21.724,166.458,54.939,71.345,-2.747,17.424,56.668,-314.466,,-314.466,0.0,-52.339,-41.204,15.702,15.702,0.0,-56.906,-56.906,0.0,0.0,0.0,0.0,-7.674,0.0,-7.674,0.0,-3.461,-43.104,0.0,-26.361,-17.795,,-8.566,8.554,8.554,0.0,-25.297,-22.574,-139.741,56.0,10.1,
06/30/2013,257.256,161.412,54.287,71.179,-0.671,11.51,60.34,-29.622,,-29.622,0.0,-86.129,-48.112,16.774,16.774,0.0,-64.886,-64.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.017,-50.402,-26.206,-0.003,17.795,0.0,-17.798,6.766,6.766,0.0,-30.959,-30.449,90.276,52.0,0.9,
09/30/2013,460.214,173.046,53.614,-8.291,-1.083,-69.914,62.706,241.845,,241.845,0.0,11.532,-41.209,18.058,18.058,0.0,-59.267,-59.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.741,-42.209,-26.251,-0.071,0.0,0.0,-0.071,10.794,10.794,0.0,-26.681,2.957,432.494,44.8,9.7,
12/31/2013,76.256,166.795,44.258,48.816,-2.167,11.272,39.711,-183.613,,-183.613,0.0,-90.77,-67.03,40.398,40.398,0.0,-107.428,-107.428,0.0,0.0,0.0,0.0,-15.401,0.0,-15.401,0.0,-8.339,-233.854,-26.259,0.0,0.0,0.0,0.0,-166.66,33.392,-200.052,-40.935,-5.62,-253.988,115.589,1.685,
03/31/2014,186.714,149.074,48.715,65.381,-3.115,23.605,44.891,-76.456,,-76.456,0.0,-93.74,-42.071,24.557,24.557,0.0,-66.628,-66.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.669,-225.017,-25.966,0.0,0.0,0.0,0.0,-175.116,17.185,-192.301,-23.935,-9.481,-141.524,37.2,9.9,
06/30/2014,239.015,77.79,46.594,-5.108,-0.742,-46.497,42.131,37.671,,37.671,0.0,-12.864,-59.74,22.548,22.548,0.0,-82.288,-82.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.876,-196.107,-33.715,-0.073,0.0,0.0,-0.073,-129.149,2.05,-131.199,-33.17,10.707,40.751,104.8,2.1,
