Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,11588.5,151.899994,151.899994,0.0,264.100006,39.900002,,,,,109.099998,,,,565.0,9860.400391,12929.799805,-3069.399902,0.0,1163.099976,,,,,1163.099976,11023.500366,,279.100006,279.100006,,,,764.5,,,,,,401.499969,,,401.499969,1445.099976,3677.199951,,,,,966.0,,,,,,966.0,4643.199951,6088.299927,180.899994,303.799988,,,-1263.099976,,6278.599976,5500.199982,0.0,5500.199982,11588.499908,
12/31/1992,11681.200195,436.5,436.5,0.0,279.600006,43.5,,,,,105.099998,,,,864.700012,9597.400391,12658.0,-3060.599609,99.0,1120.099976,,,,,1120.099976,10816.500367,,343.299988,343.299988,,,,680.400024,,,,,,520.899964,,,520.899964,1544.599976,3176.399902,,,,,1067.800049,,,,,,1067.800049,4244.199951,5788.799927,680.200012,306.399994,,,-1422.800049,,6328.599854,5892.399811,0.0,5892.399811,11681.199738,
03/31/1993,11580.799805,277.600006,277.600006,0.0,256.799988,38.299999,,,,,97.300003,,,,670.0,9658.099609,12821.700195,-3163.600098,,1252.699951,,,,,1252.699951,10910.799561,,293.299988,293.299988,,,,543.0,,,,,,444.700012,,,444.700012,1281.0,3360.699951,,,,,1016.5,,,,,,1016.5,4377.199951,5658.199951,679.400024,315.600006,,,-1587.0,,6514.600098,5922.600128,0.0,5922.600128,11580.800079,
06/30/1993,11502.200195,181.300003,181.300003,0.0,290.799988,39.700001,,,,,104.5,,,,616.299988,9632.5,12855.0,-3222.5,,1253.400024,,,,,1253.400024,10885.900024,,304.899994,304.899994,,,,270.100006,,,,,,447.400024,,,447.400024,1022.400024,3602.300049,,,,,1039.199951,,,,,,1039.199951,4641.5,5663.900024,678.700012,322.0,,,-1869.900024,,6707.500122,5838.30011,0.0,5838.30011,11502.200134,
09/30/1993,11765.599609,172.699997,172.699997,0.0,313.5,40.700001,,,,,105.599998,,,,632.5,9836.599609,13148.599609,-3312.0,,1296.5,,,,,1296.5,11133.099609,,297.899994,297.899994,,,,296.700012,,,,,,504.300018,,,504.300018,1098.900024,3563.399902,,,,,1044.400024,,,,,,1044.400024,4607.799927,5706.699951,678.0,330.799988,,,-1920.400024,,6970.500122,6058.900085,0.0,6058.900085,11765.600037,
12/31/1993,12035.200195,185.800003,185.800003,0.0,314.600006,43.5,,,,,118.900002,,,,662.799988,10081.400391,13459.0,-3377.600098,90.0,1201.0,,,,,1201.0,11372.400391,,395.700012,395.700012,,,,223.300003,,,,,,482.999985,,,482.999985,1102.0,3489.399902,,,,,1169.699951,,,,,,1169.699951,4659.099853,5761.099853,677.299988,349.0,,,-1919.0,,7166.799805,6274.099793,,6274.099793,12035.199646,
03/31/1994,12183.099609,168.100006,168.100006,0.0,297.200012,42.0,,,,,112.300003,,,,619.599976,10245.0,13730.599609,-3485.600098,0.0,1318.5,,,,,1318.5,11563.5,,321.600006,321.600006,,,,128.899994,,,,,,505.299988,,,505.299988,955.799988,3560.0,,,,,1204.5,,,,,,1204.5,4764.5,5720.299988,676.5,363.200012,,,-1939.800049,,7362.900146,6462.80011,,6462.80011,12183.100098,
06/30/1994,12776.200195,147.399994,147.399994,0.0,333.299988,45.099998,,,,,134.600006,,,,660.400024,10777.299805,14437.799805,-3660.5,,1338.5,,,,,1338.5,12115.799805,,358.600006,358.600006,,,,1085.199951,,,,,,473.100067,,,473.100067,1916.900024,3021.600098,,,,,1273.699951,,,,,,1273.699951,4295.300049,6212.200073,675.799988,370.0,,,-2166.100098,,7684.300293,6564.000183,0.0,6564.000183,12776.200256,
09/30/1994,13236.799805,180.5,180.5,0.0,370.899994,45.299999,,,,,144.100006,,,,740.799988,11010.599609,14796.599609,-3786.0,,1485.400024,,,,,1485.400024,12495.999634,,380.5,380.5,,,,1139.0,,,,,,524.099976,,,524.099976,2043.599976,3144.800049,,,,,1302.800049,,,,,,1302.800049,4447.600098,6491.200073,675.0,366.299988,,,-2307.699951,,8011.999756,6745.599792,,6745.599792,13236.799866,
12/31/1994,13591.900391,179.899994,179.899994,0.0,379.299988,50.5,,,,,131.0,,,,740.700012,11328.400391,15184.599609,-3856.199951,80.0,1442.800049,,,,,1442.800049,12851.20044,,509.399994,509.399994,,,,1415.199951,,,,,,526.700104,,,526.700104,2451.300049,2935.399902,,,,,897.0,,,,,,897.0,3832.399902,6283.699951,674.200012,378.299988,,,-2443.699951,,8276.599853,6885.399902,422.799988,7308.19989,13591.899841,
03/31/1995,14213.5,228.899998,198.199997,30.700001,320.700012,52.299999,,,,,138.300003,,,,740.200012,11846.799805,15895.0,-4048.199951,0.0,1626.5,,,,,1626.5,13473.299805,,387.5,387.5,,,,499.799988,,,,,,671.200012,,,671.200012,1558.5,3986.399902,,,,,1422.0,,,,,,1422.0,5408.399902,6966.899902,673.200012,392.399994,,,-2387.399902,,8568.399902,7246.600006,,7246.600006,14213.499908,
06/30/1995,14657.5,319.0,319.0,0.0,427.0,53.5,,,,,147.300003,,,,946.799988,12066.900391,16195.599609,-4128.700195,,1643.800049,,,,,1643.800049,13710.700439,,433.700012,433.700012,,,,862.900024,,,,,,589.799988,,,589.799988,1886.400024,3976.699951,,,,,815.299988,,,,,,815.299988,4791.999939,6678.399963,542.900024,405.799988,,,-2511.800049,,8882.199951,7319.099915,660.0,7979.099915,14657.499878,
09/30/1995,14901.700195,317.600006,317.600006,0.0,387.799988,50.599998,,,,,157.300003,,,,913.299988,12359.700195,16601.300781,-4241.600098,,1628.699951,,,,,1628.699951,13988.400146,,426.399994,426.399994,,,,841.400024,,,,,,669.899933,,,669.899933,1937.699951,3978.699951,,,,,787.0,,,,,,787.0,4765.699951,6703.399902,411.100006,448.0,,,-2562.199951,,9236.400146,7533.300201,665.0,8198.300201,14901.700104,
12/31/1995,15414.599609,334.799988,334.799988,0.0,413.600006,58.0,,,,,149.399994,,,,955.799988,12811.299805,17137.599609,-4326.299805,98.5,1549.0,,,,,1549.0,14458.799805,,564.299988,564.299988,,,,578.200012,,,,,,652.400024,,,652.400024,1794.900024,4257.799805,,,,,835.900024,,,,,,835.900024,5093.699829,6888.599853,358.0,479.700012,,,-2506.399902,,9530.0,7861.30011,664.700012,8526.000122,15414.599975,
03/31/1996,15575.900391,329.5,329.5,0.0,392.600006,56.799999,,,,,154.199997,,,,933.099976,13013.200195,17430.400391,-4417.200195,0.0,1629.599976,,,,,1629.599976,14642.800171,,462.399994,462.399994,,,,1002.0,,,,,,657.200104,,,657.200104,2121.600098,3935.300049,,,,,868.799988,,,,,,868.799988,4804.100037,6925.700134,358.0,533.799988,,,-2655.199951,,9757.400146,7994.000183,656.200012,8650.200195,15575.90033,
06/30/1996,16021.400391,345.700012,345.700012,0.0,453.799988,55.5,,,,,166.899994,,,,1021.900024,13325.0,17855.300781,-4530.299805,0.0,1674.5,,,,,1674.5,14999.5,,447.899994,447.899994,,,,770.099976,,,,,,645.800079,,,645.800079,1863.800049,4273.799805,,,,,1564.699951,,,,,,1564.699951,5838.499756,7702.299805,358.0,553.599976,,,-2691.0,,10098.5,8319.099976,0.0,8319.099976,16021.39978,
09/30/1996,16543.099609,255.5,255.5,0.0,469.200012,61.0,,,,,170.100006,,,,955.799988,13808.400391,18468.699219,-4660.299805,0.0,1778.900024,,,,,1778.900024,15587.300415,,446.5,446.5,,,,602.599976,,,,,,717.900024,,,717.900024,1767.0,4618.299805,,,,,1603.400024,,,,,,1603.400024,6221.699829,7988.699829,358.0,556.299988,,,-2824.199951,,10464.300049,8554.400085,0.0,8554.400085,16543.099915,
12/31/1996,17386.0,329.899994,329.899994,0.0,495.399994,69.599998,,,,,207.600006,,,,1102.5,14352.099609,19133.900391,-4781.799805,85.300003,1846.099976,,,,,1846.099976,16283.499588,,638.0,638.0,,,,693.299988,,,,,,804.000061,,,804.000061,2135.300049,4830.100098,,,,,975.900024,,,,,,975.900024,5806.000122,7941.300171,358.0,582.5,,,-3027.0,,10804.700195,8718.200195,726.5,9444.700195,17386.000366,
03/31/1997,17257.699219,299.799988,299.799988,0.0,450.100006,60.400002,,,,,199.800003,,,,1010.099976,14251.299805,19082.400391,-4831.100098,0.0,1996.300049,,,,,1996.300049,16247.599854,,478.5,478.5,,,,726.5,,,,,,834.800049,,,834.800049,2039.800049,4804.100098,,,,,1074.599976,,,,,,1074.599976,5878.700073,7918.500122,358.0,609.700012,,,-3349.399902,,10999.100098,8617.400208,721.799988,9339.200195,17257.700317,
06/30/1997,17562.0,302.200012,302.200012,0.0,471.100006,61.599998,,,,,242.0,,,,1076.900024,14426.299805,19359.199219,-4932.899902,0.0,2058.800049,,,,,2058.800049,16485.099854,,503.5,503.5,,,,1109.800049,,,,,,864.5,,,864.5,2477.800049,4632.799805,,,,,1077.800049,,,,,,1077.800049,5710.599854,8188.399902,358.0,648.0,,,-3558.100098,,11312.399902,8760.299805,613.299988,9373.599792,17561.999695,
09/30/1997,17972.199219,310.200012,310.200012,0.0,435.299988,62.299999,,,,,266.799988,,,,1074.599976,14731.400391,19810.300781,-5078.899902,0.0,2166.199951,,,,,2166.199951,16897.600342,,490.899994,490.899994,,,,850.200012,,,,,,879.700043,,,879.700043,2220.800049,5240.299805,,,,,1346.599976,,,,,,1346.599976,6586.89978,8807.699829,358.0,685.799988,,,-3578.899902,,11699.600098,9164.500183,,9164.500183,17972.200012,
12/31/1997,18241.5,341.399994,341.399994,0.0,483.5,70.5,70.5,,,,246.899994,,,,1142.300049,14961.400391,20088.199219,-5126.799805,67.0,2070.800049,827.5,,,,1243.300049,17099.200439,,650.599976,650.599976,,,,1629.400024,,,,,,704.5,,,704.5,2984.5,4834.100098,,,,,1143.800049,,,,,,1143.800049,5977.900146,8962.400146,0.0,707.5,,,-3783.100098,,11927.200195,8851.600098,427.5,9279.100098,18241.500244,
03/31/1998,18416.2,353.8,353.8,,498.5,67.2,,,,,261.0,,,,1180.5,14998.1,20275.2,-5277.1,,2237.6,,,,,2237.6,17235.7,,404.4,404.4,,,,612.2,,,,,,867.4,,,867.4,1884.0,5848.5,,,,,1561.7,,,,,,1561.7,7410.2,9294.2,,798.4,,,-3869.7,12874.8,-681.5,9122.0,,9122.0,18416.2,
06/30/1998,18849.599609,324.899994,324.899994,0.0,571.299988,71.900002,71.900002,0.0,0.0,,350.399994,,,,1318.5,15200.700195,20602.699219,-5402.0,0.0,2330.399902,,,,,2330.399902,17531.100098,,404.0,404.0,,,,652.599976,,,,,,988.900024,,,988.900024,2045.5,6082.899902,,,,,1869.5,,,,,,1869.5,7952.399902,9997.899902,0.0,865.599976,,,-4429.700195,,12415.800293,8851.700073,0.0,8851.700073,18849.599976,
09/30/1998,19221.699219,304.299988,304.299988,0.0,549.400024,71.599998,71.599998,,,,324.899994,,,,1250.199951,15695.799805,21326.300781,-5630.5,0.0,2275.699951,,,,,2275.699951,17971.499756,,423.399994,423.399994,,,,664.400024,,,,,,1083.199982,,,1083.199982,2171.0,6385.399902,,,,,1257.900024,,,,,,1257.900024,7643.299927,9814.299927,0.0,930.0,,,-4858.5,,12868.5,8940.0,467.399994,9407.399994,19221.699921,
12/31/1998,19784.4,299.2,299.2,,609.4,77.3,,,,,323.5,,,,1309.4,16041.6,21758.0,-5716.4,67.9,2365.5,973.1,,,854.1,538.3,18475.0,,621.3,621.3,,,,854.8,,,,,,1021.0,,,1021.0,2497.1,6188.6,,,,,1634.0,,,,,,1634.0,7822.6,10319.7,,1005.8,,,-4749.5,13879.6,-671.2,9464.7,,9464.7,19784.4,
03/31/1999,19923.7,560.2,560.2,0.0,629.0,69.6,,,,,302.1,,,,1560.9,15686.1,21462.0,-5775.9,0.0,2676.7,,,,,2676.7,18362.8,,496.4,496.4,,,,1130.5,,,,,,983.7,,,983.7,2610.6,6128.4,,,,,1580.6,,,,,,1580.6,7709.0,10319.6,0.0,1089.4,,,-5279.6,14215.6,-932.0,9093.4,510.7,9604.1,19923.7,
06/30/1999,19845.400391,407.799988,407.799988,0.0,643.599976,71.900002,71.900002,0.0,0.0,,297.200012,,,,1420.5,15708.0,21581.0,-5873.0,0.0,2716.899902,,,,,2716.899902,18424.899902,,422.0,422.0,,,,711.0,,,,,,1097.399902,,,1097.399902,2230.399902,6203.100098,,,,,2354.899902,,,,,,2354.899902,8558.0,10788.399902,0.0,1134.300049,,,-5754.700195,,13677.400391,9057.000244,0.0,9057.000244,19845.400146,
09/30/1999,20466.8,424.8,424.8,0.0,607.9,76.0,,,,,284.9,,,,1393.6,16140.1,22215.3,-6075.2,0.0,2933.1,,,,,2933.1,19073.2,,448.8,448.8,,,,832.3,,,,,,1073.7,,,1073.7,2354.8,6288.8,,,,,2326.7,,,,,,2326.7,8615.5,10970.3,0.0,1219.0,,,-5919.7,15142.5,-945.3,9496.5,0.0,9496.5,20466.8,
12/31/1999,20983.199219,419.5,419.5,0.0,708.099976,82.699997,82.699997,0.0,0.0,0.0,362.0,,,,1572.300049,16324.5,22450.800781,-6126.299805,0.0,3086.399902,1261.800049,,,,1824.599854,19410.899902,,585.700012,585.700012,,,,1619.900024,,,,,,1068.700012,,,1068.700012,3274.300049,5632.399902,,,,,1899.0,,,,,,1899.0,7531.399902,10805.699951,0.0,1304.900024,,,-6208.5,,14542.700195,9639.10022,538.400024,10177.500244,20983.200195,
03/31/2000,20830.1,368.0,368.0,0.0,664.3,79.6,,,,,393.1,,,,1505.0,16383.9,22606.0,-6222.1,0.0,2941.2,,,,,2941.2,19325.1,,411.4,411.4,,,,1278.9,,,,,,1078.5,,,1078.5,2768.8,6131.2,,,,,1953.0,,,,,,1953.0,8084.2,10853.0,0.0,1332.2,,,-6805.6,16013.5,-1129.0,9411.1,566.0,9977.1,20830.1,
06/30/2000,21210.900391,411.100006,411.100006,0.0,746.900024,85.699997,85.699997,0.0,0.0,0.0,431.399994,,,,1675.099976,16567.800781,22901.300781,-6333.5,0.0,2968.0,,,,,2968.0,19535.800781,,451.200012,451.200012,,,,2181.5,,,,,,1057.69989,,,1057.69989,3690.399902,5786.299805,,,,,2735.100098,,,,,,2735.100098,8521.399902,12211.799805,0.0,1384.300049,,,-7691.0,,15305.799805,8999.099854,0.0,8999.099854,21210.899658,
09/30/2000,20882.6,350.0,350.0,0.0,701.0,84.7,,,,,449.6,,,,1585.3,16381.6,22719.4,-6337.8,0.0,2915.7,,,,,2915.7,19297.3,,701.7,701.7,,,,1475.5,,,,,,1170.8,,,1170.8,3348.0,6191.5,,,,,2537.0,,,,,,2537.0,8728.5,12076.5,0.0,1419.3,,,-7958.9,16805.9,-1460.2,8806.1,0.0,8806.1,20882.6,
12/31/2000,21683.5,421.700012,421.700012,0.0,796.5,99.300003,99.300003,0.0,0.0,0.0,344.899994,,,,1662.400024,17047.599609,23569.0,-6521.399902,0.0,2973.5,1278.199951,1278.199951,0.0,,1695.300049,20021.099609,,684.900024,684.900024,,,,630.0,,,,,,1045.999878,,,1045.999878,2360.899902,7843.899902,,,,,1084.900024,,,,,,1084.900024,8928.799926,11289.699828,0.0,2158.300049,,,-8111.100098,,15857.100098,9904.300049,489.5,10393.800049,21683.499877,
03/31/2001,21449.2,403.0,403.0,0.0,793.9,87.2,,,,,383.3,,,,1667.4,16644.5,23169.4,-6524.9,0.0,3137.3,,,,,3137.3,19781.8,,570.6,570.6,,,,684.5,,,,,,1015.3,,,1015.3,2270.4,7875.9,,,,,1763.1,,,,,,1763.1,9639.0,11909.4,0.0,1496.1,,,-8456.0,17637.9,-1747.2,8930.8,609.0,9539.8,21449.2,
06/30/2001,21385.7,413.3,413.3,0.0,767.0,92.3,,,,,395.3,,,,1667.9,16675.6,23272.7,-6597.1,0.0,3042.2,,,,,3042.2,19717.8,,377.4,377.4,,,,338.0,,,,,,964.5,,,964.5,1679.9,8194.0,,,,,1667.5,,,,,,1667.5,9861.5,11541.4,0.0,1542.1,,,-1625.4,18079.1,-8752.3,9243.5,600.8,9844.3,21385.7,
09/30/2001,22305.3,475.6,475.6,0.0,790.2,98.1,,,,,406.0,,,,1769.9,17003.9,23788.6,-6784.7,0.0,3531.5,,,,,3531.5,20535.4,,520.7,520.7,,,,2.5,,,,,,1148.6,,,1148.6,1671.8,8685.3,,,,,1720.5,,,,,,1720.5,10405.8,12077.6,0.0,1587.1,,,-8708.9,18624.7,-1890.8,9612.1,615.6,10227.7,22305.3,
12/31/2001,22534.5,418.100006,418.100006,0.0,881.900024,105.5,105.5,0.0,0.0,0.0,413.799988,,,,1819.300049,17289.5,24106.0,-6816.5,0.0,3425.699951,1419.800049,1419.800049,0.0,,2005.899902,20715.199951,,689.5,689.5,,,,362.5,,,,,,1196.300049,,,1196.300049,2248.300049,8555.5,,,,,1613.0,,,,,,1613.0,10168.5,12416.800049,0.0,1607.800049,,,-8912.200195,,16792.800293,9488.400146,629.299988,10117.700134,22534.500183,
03/31/2002,22195.6,437.7,437.7,0.0,859.8,98.1,98.1,0.0,0.0,0.0,458.3,,,,1853.9,17120.5,23998.2,-6877.7,0.0,3221.2,1258.1,1258.1,0.0,,1963.1,20341.7,,531.3,531.3,,,,566.0,,,,,,1166.3,,,1166.3,2263.6,8417.4,,,,,1937.7,,,,,,1937.7,10355.1,12618.7,0.0,1649.8,,,-8978.8,18861.6,-1955.7,9576.9,0.0,9576.9,22195.6,
06/30/2002,23329.0,475.9,475.9,0.0,903.5,99.1,99.1,0.0,0.0,0.0,472.4,,,,1950.9,17857.2,25113.2,-7256.0,0.0,3520.9,1376.1,1376.1,0.0,,2144.8,21378.1,,541.3,541.3,,,,449.4,,,,,,1139.6,,,1139.6,2130.3,9667.5,,,,,1181.6,,,,,,1181.6,10849.1,12979.4,0.0,1734.6,,,-8949.3,19359.4,-1795.1,10349.6,0.0,10349.6,23329.0,
09/30/2002,23593.5,423.4,423.4,0.0,840.0,102.0,,,,,423.5,,,,1788.9,17940.1,25323.4,-7383.3,0.0,3864.5,1430.3,1430.3,0.0,,2434.2,21804.6,,503.3,503.3,,,,70.2,,,,,,1292.4,,,1292.4,1865.9,9484.8,,,,,1076.8,,,,,,1076.8,10561.6,12427.5,0.0,1747.4,,,-8994.1,19846.3,-1958.1,10641.5,524.5,11166.0,23593.5,
12/31/2002,23970.5,330.4,330.4,0.0,855.3,111.7,111.7,0.0,0.0,0.0,418.0,,,,1715.4,18583.4,26218.6,-7635.2,0.0,3671.7,1559.8,1559.8,0.0,1037.7,1074.2,22255.1,,635.8,635.8,,,,275.8,,,,,,1510.7,,,1510.7,2422.3,9703.6,,,,,1563.7,,,,,,1563.7,11267.3,13689.6,0.0,1763.9,,,-8987.7,19204.4,-1699.7,10280.9,560.0,10840.9,24530.5,
03/31/2003,24409.9,488.0,488.0,,816.7,103.7,,,,,433.4,,,,1841.8,18816.7,26689.8,-7873.1,,3751.4,1652.0,1652.0,0.0,1050.7,1048.7,22568.1,,488.0,488.0,,,,319.1,,,,,,1516.4,,,1516.4,2323.5,9686.9,,,,,1577.8,,,,,,1577.8,11264.7,13588.2,0.0,1792.1,,,-8962.0,19532.3,-1540.7,10821.7,0.0,10821.7,24409.9,
06/30/2003,25092.9,520.4,520.4,,807.1,111.5,,,,,465.0,,,,1904.0,19332.1,27586.5,-8254.4,,3856.8,1717.6,1717.6,0.0,1036.4,1102.8,23188.9,,533.4,533.4,,,,406.9,,,,,,1490.6,,,1490.6,2430.9,9447.1,,,,,1550.9,,,,,,1550.9,10998.0,13428.9,0.0,1804.2,,,-8978.3,20003.5,-1165.4,11664.0,0.0,11664.0,25092.9,
09/30/2003,25234.1,647.4,647.4,,703.0,116.2,,,,,471.9,,,,1938.5,19398.6,27884.2,-8485.6,,3897.0,1763.6,1763.6,0.0,,2133.4,23295.6,,507.0,507.0,,,,115.8,,,,,,2010.6,,,2010.6,2633.4,9291.7,,,,,1660.4,,,,,,1660.4,10952.1,13585.5,0.0,1825.0,,,-9103.1,20043.3,-1116.6,11648.6,,11648.6,25234.1,
12/31/2003,25525.1,492.8,492.8,0.0,734.5,129.4,,,,,528.7,,,,1885.4,19924.7,28740.2,-8815.5,0.0,3715.0,1665.1,1665.1,0.0,,2049.9,23639.7,,577.4,577.4,,,,388.0,,,,,,1520.4,,,1520.4,2485.8,9342.5,,,,,1714.9,,,,,,1714.9,11057.4,13543.2,0.0,1854.1,,,-9318.5,20172.3,-726.0,11981.9,0.0,11981.9,25525.1,
03/31/2004,25817.9,969.6,969.6,,655.0,122.3,,,,,568.4,,,,2315.3,19712.2,28738.0,-9025.8,,3790.4,1696.9,1696.9,0.0,1100.1,993.4,23502.6,,492.7,492.7,,,,634.9,634.9,0.0,0.0,,,1499.7,,,1499.7,2627.3,9114.2,9114.2,0.0,0.0,,1708.0,,,,,,1708.0,10822.2,13449.5,,1929.5,,,-9500.3,20684.1,-744.9,12368.4,,12368.4,25817.9,
