Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,565.480011,332.907013,1090.311005,1004.781006,85.529999,-757.403992,232.572998,5.111,,,,205.585999,21.875999,-63.5,501.980011,-335.578003,0.0,335.578003,166.401993,0.0,0.0,166.401993,-64.099998,102.302002,0.0,,,102.301994,0.0,102.302002,-8.255,,94.047002,94.047002,,515.677561,0.182849,0.182849,,515.677561,0.182849,0.182849,0.182849,
06/30/1990,570.781,327.901001,1119.380005,1039.229004,80.151001,-791.479004,242.879999,19.256001,,,,215.098999,8.525,-94.0,476.781,-369.980011,0.0,369.980011,106.801003,0.0,0.0,106.801003,-36.393002,70.407997,0.0,,,70.408001,0.0,70.407997,-8.296,,62.111998,62.111998,,523.051155,0.11925,0.11925,,523.051155,0.11925,0.11925,0.11925,
09/30/1990,551.700004,330.872002,1125.811028,1042.332031,83.478996,-794.939026,220.828002,14.706,,,,198.899002,7.223,-112.5,439.200004,-343.054993,0.0,343.054993,96.144997,0.0,0.0,96.144997,-25.570999,70.573997,0.0,,,70.573997,0.0,70.573997,-8.739,,61.834997,61.834997,,524.65869,0.11925,0.11925,,524.65869,0.11925,0.11925,0.11925,
12/31/1990,566.598005,327.270012,1061.965996,989.080994,72.885002,-734.695984,239.327993,50.137001,,,,169.220993,19.969999,-153.0,413.598005,-350.739014,0.0,350.739014,62.859001,0.0,0.0,62.859001,2.176,65.035004,0.0,,,65.035001,0.0,65.035004,-7.906,,57.129004,57.129004,,522.779435,0.106,0.106,0.106,522.779435,0.106,0.106,0.106,
03/31/1991,559.101029,330.955025,940.513008,870.669006,69.844002,-609.557983,228.146005,24.858999,,,,193.337006,9.95,-343.154999,215.946031,-335.446014,0.0,335.446014,-119.5,0.0,0.0,-119.5,56.224998,-63.275002,0.0,,,-63.275002,0.0,-63.275002,-8.153,,-71.428001,-71.428001,,528.092679,-0.135149,-0.135149,,528.092679,-0.135149,-0.135149,-0.135149,
06/30/1991,531.323036,289.02103,793.602024,730.689026,62.912998,-504.580994,242.302006,16.091,,,,208.156006,18.055,-127.113998,404.209038,-308.894989,0.0,308.894989,95.314003,0.0,0.0,95.314003,-34.727001,60.587002,0.0,,,60.587002,0.0,60.587002,-8.041,,52.546001,52.546001,,529.745529,0.099375,0.099375,,529.745529,0.099375,0.099375,0.099375,
09/30/1991,567.728012,297.325012,761.762024,686.361023,75.401001,-464.437012,270.403,46.610001,,,,207.625,16.167999,-141.0,426.728012,-333.125,0.0,333.125,93.602997,0.0,0.0,93.602997,-34.796001,58.806999,0.0,,,58.806995,0.0,58.806999,-8.004,,50.802999,50.802999,,529.934221,0.0954,0.0954,,529.934221,0.0954,0.0954,0.0954,
12/31/1991,575.848001,280.698998,692.123009,609.281006,82.842003,-411.424011,295.149003,63.439999,,,,223.882004,7.827,-134.731003,441.116998,-333.533997,0.0,333.533997,107.583,0.0,0.0,107.583,-41.702,65.880997,0.0,,,65.881,0.0,65.880997,-7.802,,58.078997,58.078997,,527.33014,0.10865,0.10865,0.10865,527.33014,0.10865,0.10865,0.10865,
03/31/1992,632.0,335.0,702.0,702.0,,-367.0,297.0,,,,,,297.0,-139.0,493.0,-366.0,,366.0,127.0,0.0,0.0,127.0,-43.0,84.0,0.0,,,84.0,0.0,84.0,-8.0,,76.0,76.0,,603.776,0.125874,0.125874,,603.776,0.125874,0.125874,0.125874,
06/30/1992,613.0,329.0,674.0,674.0,,-345.0,284.0,,,,,,284.0,-112.0,501.0,-362.0,,362.0,139.0,0.0,0.0,139.0,-47.0,92.0,0.0,,,92.0,0.0,92.0,-8.0,,84.0,84.0,,609.579776,0.137799,0.137799,,609.579776,0.137799,0.137799,0.137799,
