Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,117.099998,3.6,379.899994,377.200012,44.0,921.799988,,2383.699951,5545.5,-3161.800049,87.699997,2471.399948,3393.199951,,319.100006,,288.899994,608.0,846.099976,446.0,1292.099976,1900.099976,0.0,,328.5,1164.599976,1493.099976,3393.199951,
06/30/1990,,92.199997,3.9,367.799988,350.100006,34.400002,848.400024,,2423.399902,5650.200195,-3226.800049,113.5,2536.899902,3385.300049,,311.5,,294.799988,606.299988,859.5,438.399994,1297.899994,1904.199982,0.0,,328.899994,1152.199951,1481.099945,3385.299927,
09/30/1990,,114.199997,3.9,468.600006,338.299988,43.5,968.5,,2487.899902,5772.399902,-3284.5,109.0,2596.899902,3565.399902,,391.399994,,313.100006,704.5,905.5,443.200012,1348.700012,2053.200012,0.0,,334.0,1178.199951,1512.199951,3565.399963,
12/31/1990,,453.0,0.0,407.0,295.0,37.0,1192.0,,2169.0,5061.0,-2892.0,112.0,2281.0,3473.0,,344.0,15.0,361.0,720.0,805.0,373.0,1178.0,1898.0,0.0,84.0,334.0,1157.0,1575.0,3473.0,
03/31/1991,,408.0,0.2,341.100006,302.399994,42.400002,1094.099976,,2125.100098,4864.799805,-2739.699951,193.800003,2318.900101,3413.0,,381.399994,,321.700012,703.099976,832.400024,373.299988,1205.700012,1908.799988,0.0,,334.5,1169.699951,1504.199951,3412.999939,
06/30/1991,,183.0,0.0,324.299988,339.899994,44.799999,892.0,,2243.899902,5049.299805,-2805.399902,204.399994,2448.299896,3340.300049,,307.5,,296.399994,603.900024,882.0,367.0,1249.0,1852.900024,0.0,,334.700012,1152.699951,1487.399963,3340.299988,
09/30/1991,,182.800003,0.0,322.0,353.700012,57.200001,915.700012,,2265.199951,5137.100098,-2871.899902,213.399994,2478.599945,3394.300049,,337.799988,,249.0,586.799988,933.200012,374.700012,1307.900024,1894.700012,0.0,,334.799988,1164.800049,1499.600037,3394.300049,
12/31/1991,,192.0,0.0,344.0,357.0,58.0,951.0,99.0,2299.0,5238.0,-2939.0,72.0,2470.0,3421.0,,331.0,57.0,220.0,608.0,926.0,367.0,1293.0,1901.0,0.0,4.0,335.0,1181.0,1520.0,3421.0,
03/31/1992,,167.100006,0.0,326.899994,395.600006,63.900002,953.5,,2296.800049,5269.399902,-2972.600098,175.199997,2472.000046,3425.5,,432.899994,,306.600006,739.5,810.400024,367.299988,1177.700012,1917.200012,0.0,,335.200012,1173.099976,1508.299988,3425.5,
06/30/1992,,96.400002,0.0,369.700012,379.899994,65.199997,911.200012,,2303.199951,5334.299805,-3031.100098,175.399994,2478.599945,3389.800049,,419.5,,236.899994,656.400024,846.299988,366.200012,1212.5,1868.900024,0.0,,335.5,1185.400024,1520.900024,3389.800049,
09/30/1992,,114.5,0.0,376.600006,377.600006,64.800003,933.5,,2296.0,5353.200195,-3057.199951,179.800003,2475.800003,3409.300049,,438.600006,,237.5,676.099976,847.099976,355.399994,1202.499969,1878.599945,0.0,,335.899994,1194.800049,1530.700043,3409.299988,
12/31/1992,,57.0,0.0,411.0,385.0,64.0,917.0,93.0,2422.0,5517.0,-3095.0,89.0,2604.0,3521.0,,360.0,179.0,168.0,707.0,792.0,672.0,1464.0,2171.0,0.0,0.0,336.0,1014.0,1350.0,3521.0,
03/31/1993,,97.099998,0.0,386.299988,347.200012,59.200001,889.799988,,2462.5,5619.0,-3156.5,194.199997,2656.699997,3546.5,,542.5,,230.699997,773.200012,742.099976,671.700012,1413.799988,2187.0,0.0,,336.600006,1022.900024,1359.500031,3546.500031,
06/30/1993,,101.099998,0.0,371.799988,391.200012,65.699997,929.799988,,2488.399902,5708.700195,-3220.300049,193.5,2681.899902,3611.699951,,610.700012,,217.800003,828.5,742.5,663.900024,1406.400024,2234.900024,0.0,0.0,338.299988,1038.5,1376.799988,3611.700012,
09/30/1993,,117.900002,0.0,432.200012,364.299988,61.900002,976.299988,,2492.0,5781.899902,-3289.899902,165.0,2657.0,3633.300049,,631.0,,228.699997,859.700012,729.200012,654.700012,1383.900024,2243.600037,0.0,0.0,339.299988,1050.400024,1389.700012,3633.300049,
12/31/1993,,94.0,0.0,373.0,349.0,50.0,866.0,68.0,2513.0,5852.0,-3339.0,100.0,2681.0,3547.0,,328.0,308.0,151.0,787.0,590.0,658.0,1248.0,2035.0,0.0,0.0,361.0,1151.0,1512.0,3547.0,
03/31/1994,,100.400002,0.0,367.0,392.899994,45.700001,906.0,,2545.300049,5936.899902,-3391.600098,232.699997,2778.000046,3684.0,,639.5,,158.699997,798.200012,686.799988,666.700012,1353.5,2151.700012,0.0,0.0,361.399994,1170.900024,1532.300018,3684.000031,
