Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1993,14.02714,-8.71158,5.315559,,-2.70332,2.61224,-1.39114,0.0,0.0,1.2211,-0.52168,0.69942,0.0,-0.00619,0.69323,-0.07408,,0.61915,,,0.61915,,0.05,0.05,12.138897,0.05,0.05,0.05,12.138897,
09/30/1993,14.977,-8.968,6.009,,-3.177,2.832,-1.672,0.0,0.2,1.36,-0.696,0.664,0.0,-0.006,0.658,-0.101,,0.557,,,0.557,,0.04,0.04,12.987,0.04,0.04,0.04,12.987,
12/31/1993,15.3624,-10.26583,5.09657,,-3.96447,1.1321,-1.33375,0.0,-0.234,-0.43565,-0.01432,-0.44997,0.0,0.00298,-0.44699,-0.67445,,-1.12144,,,-1.12144,,-0.1,-0.1,11.146,-0.1,-0.1,-0.1,11.146,
03/31/1994,15.607,-10.277,5.33,,-4.796,0.534,-2.556,0.0,-0.334,-2.356,1.225,-1.131,0.0,0.005,-1.126,-0.764,,-1.89,,,-1.89,,-0.17,-0.17,10.969,-0.17,-0.17,-0.17,10.969,
06/30/1994,24.402,-16.056,8.346001,,-5.414,2.932,-2.827,0.0,,0.105,-0.054,0.051,0.0,-0.003,0.048,-0.935,,-0.887,,,-0.887,,-0.06,-0.06,13.665,-0.06,-0.06,-0.06,13.665,
09/30/1994,30.98,-17.427,13.552999,,-9.001,4.552,-2.628,0.0,,1.924,-1.151,0.773,0.0,-0.002,0.771,-0.987,,-0.216,,,-0.216,,-0.01,-0.01,17.476999,-0.01,-0.01,-0.01,17.476999,
12/31/1994,35.612999,-22.603001,13.009998,,-15.897,-2.887,-2.608,0.0,,-5.495,0.916,-4.579,-2.823,0.023,-7.379,-1.087,,-8.466,,,-5.643,,-0.32,-0.48,17.739,-0.32,-0.32,-0.48,17.739,
03/31/1995,49.370998,-28.169001,21.201998,,-14.368,6.834,-2.941,0.0,0.298,4.191,-1.912,2.279,0.0,0.0,2.279,-1.144,,1.135,,,1.135,,0.04,0.04,28.375,0.04,0.04,0.04,28.375,
06/30/1995,55.299,-30.416,24.882999,,-15.022,9.861,-3.033,0.0,0.176,7.004,-2.73,4.274,0.0,0.0,4.274,-0.983,,3.291,,,3.291,,0.07,0.07,47.175999,0.07,0.07,0.07,47.175999,
09/30/1995,57.240002,-31.077999,26.162003,,-15.238,10.924,-2.763,0.0,-1.461,6.7,-2.973,3.727,0.0,0.0,3.727,-0.975,,2.752,,,2.752,,0.07,0.07,43.658001,0.07,0.07,0.07,43.658001,
12/31/1995,45.946999,-22.268999,23.677999,,-17.055,6.623,-2.069,0.0,,4.554,-2.136,2.418,0.0,-0.021,2.397,-0.968,,1.429,,,1.429,,0.04,0.04,35.300999,0.04,0.04,0.04,35.300999,
03/31/1996,56.945999,-32.785,24.160999,,-17.097,7.064,-2.0,0.0,0.042,5.106,-2.3,2.806,0.0,0.0,2.806,-0.288,,2.518,0.928,,3.446,0.06,0.05,0.05,60.453999,0.06,0.05,0.05,60.453999,
06/30/1996,62.012001,-33.841999,28.170002,,-16.775,11.395,-2.528,0.0,-5.701,3.166,-1.735,1.431,0.0,0.0,1.431,-0.287,,1.144,5.762,,6.906,0.08,0.02,0.02,60.452,0.08,0.02,0.02,60.452,
09/30/1996,71.898003,-40.563999,31.334003,,-17.885,13.449,-2.318,0.0,-0.148,10.983,-5.401,5.582,-11.024,0.0,-5.442,-0.287,,-5.729,0.279,,5.574,,0.08,-0.09,64.710999,0.08,0.08,-0.09,64.710999,
12/31/1996,100.829002,-64.755997,36.073005,,-30.540001,5.533,-3.952,0.0,-88.482002,-86.901002,9.911,-76.989998,-2.387,0.0,-79.376999,-0.211,,-79.587999,89.539001,,12.337999,0.21,-1.27,-1.31,60.563999,0.21,-1.27,-1.31,60.563999,
03/31/1997,292.882996,-114.399002,178.483994,,-49.962002,128.522003,-22.4,0.0,-90.445,15.677004,-4.675,11.002,0.0,0.0,11.002,-0.171,,10.831,,,10.831004,0.07,0.07,0.07,79.384003,0.07,0.07,0.07,83.521004,
06/30/1997,336.076996,-160.593994,175.483002,,-63.834999,111.648003,-26.232,0.0,-55.653,29.763002,-10.022,19.740999,-52.411995,0.0,-32.671001,-0.166,,-32.837001,,,19.575002,0.31,0.31,-0.21,100.869003,0.31,0.31,-0.2,110.097,
09/30/1997,355.003998,-173.733994,181.270004,,-73.446999,107.822998,-28.422001,0.0,-46.014,33.386997,-9.248,24.139,-0.793,0.0,23.346001,-0.044,,23.302001,2.652,,26.746997,0.17,0.15,0.14,114.291,0.17,0.15,0.14,118.323997,
12/31/1997,356.696991,-140.475006,216.221985,,-60.179001,156.042999,-20.483999,0.0,-100.056,35.503,-13.138,22.365,0.0,0.0,22.364746,0.0,,22.364746,1.282,,23.647,0.13,0.12,0.12,186.713,0.13,0.12,0.12,186.713,
03/31/1998,357.899994,-241.005997,116.893997,,-46.013,70.880997,-22.318001,0.0,-2.271,46.291996,-14.727,31.565001,0.0,0.0,31.565001,0.0,,31.565001,0.0,0.0,31.564996,0.17,0.17,0.17,181.578003,0.17,0.17,0.17,186.332993,
06/30/1998,394.852997,-260.820007,134.03299,,-48.676998,85.356003,-20.961,0.0,-41.706001,22.689001,-18.046,4.643,-3.054,0.0,1.589,0.0,,1.589,34.0,0.0,38.643002,0.21,0.03,0.01,181.998001,0.21,0.03,0.01,186.774002,
09/30/1998,415.73999,-275.252014,140.487976,,-49.916,90.571999,-20.642,0.0,-27.933001,41.996998,-23.386,18.611,0.0,0.0,18.611,0.0,,18.611,30.5,0.0,49.110998,0.26,0.1,0.1,182.285995,0.26,0.1,0.1,186.994995,
12/31/1998,407.118988,-264.454987,142.664001,,-41.933998,100.730003,-24.51,0.0,-241.673996,-165.453993,12.384,-153.070007,-121.747002,0.0,-274.816986,0.0,,-274.816986,200.0,0.0,46.930007,0.25,-0.84,-1.5,183.436005,0.25,-0.84,-1.5,183.436005,
03/31/1999,408.045013,-268.886993,139.15802,,-42.580002,96.578003,-27.844999,0.0,-0.741,67.992004,-27.537001,40.455002,0.0,0.0,40.455002,0.0,,40.455002,0.0,0.0,40.455003,0.22,0.22,0.22,186.403,0.21,0.21,0.21,190.561996,
06/30/1999,463.356995,-301.039001,162.317993,,-43.380001,118.938004,-27.693001,0.0,0.292999,91.538002,-37.074001,54.463001,0.0,0.0,54.463001,0.0,,54.463001,0.0,0.0,54.464001,0.29,0.29,0.29,186.688004,0.29,0.29,0.29,190.740005,
09/30/1999,1085.628052,-722.268982,363.35907,,-111.719002,251.639999,-151.671005,0.0,-532.679016,-432.710022,101.350998,-331.359009,-3.223,-0.971,-335.553009,-11.219,0.0,-346.772009,387.216003,,43.666979,0.23,-1.83,-1.84,187.968994,0.23,-1.83,-1.84,187.968994,
12/31/1999,1384.040039,-931.085022,452.955017,,-144.942001,308.013,-210.343002,0.0,-27.731001,69.938997,-37.676998,32.262001,0.0,-1.25,31.011999,-16.566999,0.0,14.445,18.973,,33.417999,0.18,0.08,0.08,189.731995,0.18,0.08,0.08,189.731995,
03/31/2000,1378.293945,-921.552979,456.740967,,-160.169006,296.571991,-214.406006,0.0,-21.948999,60.216986,-33.660999,26.556,-6.484,-1.591,18.481001,-16.610001,0.0,1.871,20.083,,28.437986,0.15,0.04,0.01,188.673004,0.15,0.04,0.01,189.460999,
06/30/2000,1461.854004,-965.10498,496.749023,,-159.341003,337.40799,-220.695007,0.0,-5.848,110.864982,-61.980999,48.883999,0.0,-1.188,47.695999,-16.879,0.0,30.816999,12.57,,43.386983,0.23,0.16,0.16,188.688004,0.23,0.16,0.16,190.449005,
09/30/2000,1474.730957,-950.362976,524.367981,,-163.320999,361.046997,-222.332001,0.0,-36.491001,102.223995,-72.446999,29.777,-6.782,-1.037,21.958,-17.34,0.0,4.618,39.900002,,51.299998,0.27,0.06,0.02,188.789001,0.27,0.06,0.02,192.028,
12/31/2000,1392.605957,-893.799988,498.805969,,-157.964005,340.84201,-224.848999,0.0,-8.123,107.870011,-69.450996,38.418999,0.0,-2.159,36.259998,-17.622999,0.0,18.636999,23.086,,41.723016,0.22,0.1,0.1,189.106003,0.22,0.1,0.1,192.737,
03/31/2001,1353.838013,-893.672974,460.165039,,-159.009003,301.156006,-218.639999,0.0,-101.509003,-18.992996,11.742,-7.251,-9.453,-1.747,-18.451,-17.57,0.0,-36.021,52.444,,25.876004,0.13,-0.14,-0.19,189.203003,0.13,-0.14,-0.19,189.203003,
06/30/2001,1412.86499,-914.526978,498.338013,,-156.709,341.628998,-215.796997,0.0,-0.38,125.452001,-71.321999,54.130001,0.0,-0.972,53.158001,-18.049999,0.0,35.108002,8.818,,43.926003,0.24,0.19,0.19,189.494995,0.22,0.18,0.18,195.669998,
09/30/2001,1413.400024,-926.414978,486.985046,,-176.369995,310.61499,-211.067993,0.0,0.0,99.546997,-80.746002,18.801001,0.0,-0.509,18.292,-18.544001,0.0,-0.252001,24.815001,,24.562995,0.13,0.0,0.0,189.772003,0.13,0.0,0.0,196.112,
12/31/2001,1385.156982,-471.02301,914.133972,,-657.047974,257.085999,-202.076004,0.0,8.95,63.959994,-50.507999,13.452,-7.52,-0.445,5.487,-18.848,0.0,-13.361,13.25,,7.408995,0.04,-0.03,-0.07,189.852005,0.04,-0.03,-0.07,193.949997,
03/31/2002,1315.675,-789.41,526.265,0.0,-241.782,284.483,-197.222,,,87.261,-35.521,51.74,,-0.622,51.118,-18.74,0.0,32.378,,,32.378,0.17,0.17,0.17,189.98,0.17,0.17,0.17,194.145,
06/30/2002,1401.92,-834.608,567.312,0.0,-245.186,322.126,-230.005,,,92.121,-38.421,53.7,,-0.493,53.207,-19.252,0.0,33.955,,,33.955,0.18,0.18,0.18,190.243,0.18,0.18,0.18,193.914,
09/30/2002,1429.186,-852.07,577.116,0.0,-247.873,329.243,-219.173,,,110.07,-45.783,64.287,-6.537,-0.632,57.118,-19.779,0.0,37.339,,,43.876,0.23,0.23,0.2,190.349,0.23,0.23,0.19,192.717,
12/31/2002,1370.525,-440.877,929.648,,-618.801,310.847,-198.927,0.0,9.339,0.0,-63.889,57.37,-3.558,-0.144,53.668,-20.103,0.0,33.565,-9.3,17.5,-75.936,0.24,0.2,0.18,186.472,0.23,0.19,0.17,197.441,
03/31/2003,1283.626953,-786.077026,497.549927,,-249.940002,247.610001,-192.363007,0.0,0.0,55.246994,-23.047001,32.200001,30.422001,-0.467,62.154999,-19.988001,0.0,42.166998,-1.3,0.5,10.944992,0.06,0.06,0.22,190.207001,0.06,0.06,0.22,193.533005,
06/30/2003,1394.437012,-852.19397,542.243042,,-261.625,280.618011,-235.891006,0.0,0.0,44.727005,-19.441999,25.285,5.982,-0.423,30.844,-25.382999,0.0,5.461,46.299999,-18.5,27.279005,0.13,0.0,0.03,201.419006,0.13,0.0,0.03,204.615005,
09/30/2003,1393.541016,-846.771973,546.769043,,-261.187012,285.582001,-194.470993,0.0,0.0,91.111008,-40.008999,51.102001,-12.115,-0.545,38.442001,-26.487,0.0,11.955002,7.0,-2.9,28.170009,0.14,0.12,0.06,202.990997,0.14,0.12,0.06,206.888,
12/31/2003,1312.5,-805.099976,507.400024,,-264.5,242.899994,-212.100006,0.0,0.0,30.799988,-14.2,16.6,-18.9,-0.5,-2.8,-23.799999,-496.600006,-523.200005,527.700012,-12.2,11.199995,0.05,-2.29,-2.38,220.300003,0.05,-2.29,-2.38,220.300003,
03/31/2004,1274.800049,-789.900024,484.900024,,-263.700012,221.199997,-212.0,0.0,0.0,9.199997,-3.7,5.5,-2.0,-0.5,3.0,-5.4,0.0,-2.4,40.200001,-18.205999,21.593998,0.07,0.0,-0.01,314.200012,0.07,0.0,-0.01,314.200012,
06/30/2004,1401.099976,-875.700012,525.399963,,-282.0,243.399994,-259.399994,0.0,0.0,-16.0,7.4,-8.6,-5.8,-0.8,-15.2,-5.4,0.0,-20.6,106.699997,-43.779999,48.119998,0.15,-0.05,-0.07,314.600006,0.15,-0.05,-0.07,314.600006,
09/30/2004,1417.199951,-910.599976,506.599976,,-278.399994,228.199997,-140.399994,0.0,0.0,87.800003,-46.5,41.299999,-1.4,4.2,44.099998,-5.4,0.0,38.699998,-3.9,0.708,36.908003,0.12,0.13,0.12,315.600006,0.12,0.13,0.12,319.200012,
12/31/2004,1386.599976,-905.900024,480.699951,,-287.100006,193.600006,-147.100006,0.0,0.0,46.5,-29.4,17.1,0.5,-0.2,17.4,-5.4,0.0,12.0,21.6,-5.62,27.480001,0.09,0.05,0.05,315.600006,0.09,0.04,0.04,319.600006,
03/31/2005,1341.300049,-874.900024,466.400024,,-263.200012,203.199997,-203.600006,0.0,0.0,-0.400009,25.4,25.0,0.0,-0.3,24.700001,-7.7,0.0,17.000001,0.0,0.0,16.999991,0.05,0.05,0.05,319.299988,0.05,0.05,0.05,322.799988,
06/30/2005,1448.599976,-942.700012,505.899963,,-258.0,247.899994,-126.599998,0.0,0.0,121.299995,-69.300003,52.0,1.0,1.0,54.0,-14.7,0.0,39.3,0.0,0.0,38.299993,0.12,0.12,0.12,329.100006,0.12,0.12,0.12,332.200012,
09/30/2005,1476.900024,-970.400024,506.5,,-277.399994,229.100006,-127.5,0.0,0.0,101.600006,-52.400002,49.200001,9.2,0.0,58.400002,-14.8,0.0,43.600001,0.0,0.0,34.400004,0.1,0.1,0.13,329.299988,0.1,0.1,0.13,332.5,
12/31/2005,1468.0,-957.700012,510.299988,,-275.0,235.300003,-130.300003,0.0,0.0,105.0,-37.599998,67.400002,-0.2,-0.5,66.699997,-14.8,0.0,51.899997,-12.6,,39.500001,0.12,0.16,0.16,329.5,0.12,0.15,0.15,449.700012,
03/31/2006,1422.800049,-931.299988,491.500061,,-285.299988,206.199997,-132.5,0.0,,73.699997,-34.200001,39.5,1.3,0.4,41.200001,-14.7,0.0,26.500001,0.0,0.0,25.199996,0.08,0.08,0.08,330.100006,0.08,0.08,0.08,333.5,
06/30/2006,1524.900024,-979.599976,545.300049,,-294.299988,251.0,-173.699997,0.0,0.0,77.300003,-40.599998,36.700001,1.1,-0.2,37.599998,-9.4,0.0,28.199999,40.799999,-18.761999,49.138005,0.13,0.07,0.08,364.100006,0.13,0.07,0.08,367.299988,
09/30/2006,1525.099976,-972.099976,553.0,,-290.399994,262.600006,-130.399994,0.0,-14.5,117.700012,-46.900002,70.800003,1.7,-0.2,72.300003,-9.4,0.0,62.900003,14.5,-5.7,70.000011,0.19,0.17,0.17,365.700012,0.19,0.17,0.17,440.200012,
12/31/2006,1465.5,-925.799988,539.700012,,-281.200012,258.5,-129.0,0.0,-8.0,121.5,-113.199997,8.9,1.6,-0.1,9.8,-9.4,0.0,0.400001,66.199997,-3.4,61.6,0.17,0.0,0.0,366.600006,0.17,0.0,0.0,369.700012,
03/31/2007,1444.599976,-922.799988,521.799988,,-289.200012,232.600006,-171.100006,0.0,0.9,62.4,-28.200001,34.200001,5.6,0.1,39.900002,-9.4,0.0,30.500002,-0.9,0.315,24.315,0.07,0.07,0.08,367.700012,0.07,0.07,0.08,370.399994,
06/30/2007,1547.5,-964.0,583.5,,-304.899994,278.600006,-123.0,0.0,-2.4,153.200006,-62.099998,91.099998,0.2,-0.1,91.199997,-9.3,0.0,81.899997,2.4,-0.84,83.260007,0.22,0.22,0.22,368.700012,0.21,0.21,0.21,442.899994,
09/30/2007,1556.300049,-966.700012,589.600037,,-299.200012,290.399994,-130.300003,0.0,-39.0,121.099991,-53.799999,67.300003,-39.700001,-0.4,27.200001,-9.4,0.0,17.800001,52.299999,-17.9,91.899992,0.25,0.16,0.05,369.299988,0.24,0.15,0.05,382.399994,
12/31/2007,1520.300049,-933.599976,586.700073,,-292.100006,294.600006,-112.0,0.0,0.0,182.600006,-63.0,119.599998,-2.3,0.0,117.300003,-9.4,0.0,107.900003,-14.9,0.0,95.300007,0.25,0.29,0.28,369.600006,0.24,0.27,0.26,443.399994,
03/31/2008,1484.199951,-948.099976,536.099976,,-277.200012,258.899994,-109.699997,0.0,-18.5,130.699997,-57.599998,73.099998,0.0,-0.5,72.599998,-6.2,0.0,66.399999,18.5,-6.475,78.424999,0.2,0.17,0.17,390.600006,0.2,0.17,0.17,444.200012,
06/30/2008,1582.300049,-972.200012,610.100037,,-292.399994,317.700012,-106.400002,0.0,-14.3,197.00001,-85.199997,111.800003,0.0,-0.4,111.400002,0.0,0.0,111.400002,14.3,-5.005,120.695014,0.28,0.26,0.26,431.5,0.27,0.25,0.25,445.100006,
09/30/2008,1606.199951,-986.0,620.199951,,-289.700012,330.5,-108.800003,0.0,-12.2,209.499997,-96.900002,112.599998,0.0,-0.1,112.5,0.0,0.0,112.5,12.2,-5.612,119.087995,0.28,0.26,0.26,433.100006,0.28,0.26,0.26,446.399994,
12/31/2008,1545.667,,,,,310.333,,,,206.333,,121.333,,,121.333,,,121.333,,,,0.258,0.257,0.257,,0.258,0.257,0.257,,
03/31/2009,,,,,,,,,,,,,,,,,,,,,,0.19,,,,0.19,,,,
