Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1997,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,
06/30/1997,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,
09/30/1997,1.368,0.182,0.846,0.0,0.698,-0.358,,0.0,-146.330002,0.0,0.0,0.0,0.0,0.0,0.0,-146.330002,160.324997,0.0,0.0,-62.389,,,228.703995,0.0,-5.99,15.363,
12/31/1997,4.345,3.503,1.969,0.0,-0.028,-1.099,,0.0,-70.834999,0.0,0.0,0.0,-15.5,0.0,0.0,-86.334999,79.408997,-1.966,-0.382,82.567,,,0.0,0.0,-0.81,-2.581,
03/31/1998,9.863,4.089,2.693,0.0,-0.38,3.461,,0.0,-168.884,0.0,0.0,0.0,0.0,0.0,0.0,-168.884,156.864,-5.136,0.0,163.541,-76.0,239.541,0.0,0.0,-1.541,-2.157,
06/30/1998,1.822,5.85,3.951,0.974,-1.502,-7.451,,0.0,-76.08,0.0,0.0,0.0,-6.269,0.0,0.0,-82.349,108.38,-5.137,0.0,-240.378,,,353.51,0.0,0.385,27.853,
09/30/1998,6.657,10.257,4.274,0.711,-3.398,-5.187,,0.0,-104.455002,0.0,0.0,0.0,-4.632,-6.159,0.0,-115.246002,71.086998,-10.285,0.0,81.572,,,0.0,-0.162,-0.038,-37.501999,
12/31/1998,4.323,9.256,4.69,1.109,-2.747,-7.985,,0.0,-7.824,0.0,0.0,0.0,0.0,-2.29,0.0,-10.114,11.051,-5.652,-5.934,28.817997,,,,-1.593,-4.588,5.26,
03/31/1999,12.921,10.613,5.438,,4.199,-7.329,,0.0,-72.33,0.0,0.0,0.0,0.0,1.648,0.0,-70.682,72.936,-11.533,0.0,87.483,89.0,-1.517,0.0,0.0,-3.014,15.175,
06/30/1999,4.541,10.775,6.379,0.0,-9.674,-2.939,,0.0,-99.224,0.0,0.0,0.0,-14.5,4.66,-0.63,-109.694,93.81,-11.617,0.0,107.793,,,0.0,0.0,-2.366,-11.343,
09/30/1999,21.879,10.484,7.888,0.0,-1.799,5.306,,0.0,-7.151,0.0,0.0,0.0,0.0,-17.553,-3.653,-28.357,4.819,-11.618,0.0,16.757,,,0.0,0.0,-0.32,-1.659,
12/31/1999,12.955,11.0,7.555,0.9,-3.212,-3.272,,0.0,-44.535,0.0,0.0,0.0,20.900999,-0.594,0.0,-24.228001,24.424999,-11.621,0.0,37.297997,,,0.0,0.0,-1.528,13.152,
03/31/2000,17.061,24.04,7.816,0.0,-11.076,-3.719,,40.582,-6.895,0.0,0.0,0.0,-45.655,-38.296,-4.606,-54.87,26.395,-11.954,0.0,38.394,21.0,17.394,0.38,0.0,-0.425,-11.414,
06/30/2000,2.998,15.395,8.403,0.0,-3.844,-16.956,,17.731,-22.659,0.0,0.0,0.0,-10.176,4.523,8.012,-2.569,4.741,-11.959,0.0,18.107,,,2.472,0.0,-3.879,5.17,
09/30/2000,42.86,57.833,24.519,0.0,-32.509,-6.983,,70.424,-65.396,0.0,0.0,0.0,-27.498,-29.313,1.69,-50.093,-0.264,-35.918,0.0,36.635,43.752,-7.117,3.805,0.0,-4.786,-7.497,
12/31/2000,7.141,28.384001,7.992,0.312,-21.816,-7.731,,50.660999,-40.234001,0.0,0.0,0.0,-0.271,2.928,-1.69,11.394,-21.806,-12.024,0.0,-11.325996,,,1.509,0.0,-2.817,-3.271,
03/31/2001,16.562,13.712,9.72,0.0,-4.549,-2.321,,12.431,-292.263,0.0,0.0,0.0,-40.93,-6.944,42.4,-285.306,266.029,-12.7,0.0,279.811,165.552,114.259,0.621,0.0,-1.703,-2.715,
06/30/2001,18.61,17.945,9.887,0.0,-6.709,-2.513,,68.566,-111.837,0.0,0.0,0.0,-7.714,-2.877,2.257,-51.605,68.659,-12.757,0.0,77.948,,,2.744,0.0,0.724,35.664,
09/30/2001,24.598,15.347,8.349,0.0,-0.576,1.478,,14.082,-5.002,0.0,0.0,0.0,-55.682,-16.498,-1.463,-64.563,2.214,-12.819,0.0,-132.199,,,150.378,0.0,-3.146,-37.751,
12/31/2001,20.818,15.997,12.007,0.0,-0.808,-6.378,,0.0,-8.684,0.0,0.0,0.0,-33.019,22.504,0.612,-18.587,4.971,-14.786,0.0,20.768,,,,-0.084,-0.927,7.202,
03/31/2002,24.701,17.636,9.418,0.0,-4.07,1.717,,0.0,-5.761,0.0,0.0,0.0,-0.482,3.638,-1.098,-3.703,-21.761,-14.277,0.0,-9.644,-8.0,-1.644,2.16,0.0,0.0,-0.763,
06/30/2002,23.006,18.098,10.748,0.0,-4.712,-1.128,,0.0,-9.697,0.0,0.0,0.0,0.482,-91.619,1.798,-99.036,84.086,-18.903,0.0,100.343,,,3.478,0.0,-0.832,8.056,
09/30/2002,32.608,19.43,9.476,2.253,-7.388,8.837,,0.0,-8.918,0.0,0.0,0.0,0.0,9.668,1.373,2.123,-41.767,-16.712,0.0,-25.478,,,0.512,0.0,-0.089,-7.036,
12/31/2002,27.08,19.161,10.84,,-5.664,2.743,,0.0,-7.747,0.0,0.0,0.0,42.61,7.163,0.814,42.84,-25.352,-16.701,0.0,-7.36,,,0.497,0.0,-1.788,44.568,
03/31/2003,24.985,36.347,11.206,0.0,-21.169,-1.399,,62.478,-23.088,0.0,0.0,0.0,-22.316,5.715,-26.813,-4.024,-54.362,-17.404,0.0,-38.18,-23.0,-15.18,3.585,0.0,-2.363,-33.401,
06/30/2003,44.874,17.973,23.395,,9.782,-6.276,,63.264,-32.125,,,,-33.298,9.171,-13.595,-6.583,-79.501,-35.028,,-48.063,-32.0,-16.063,6.774,,-3.184,-41.21,
09/30/2003,21.231,21.641,13.296,0.0,-6.403,-7.303,,55.811,-7.76,0.0,0.0,0.0,-42.396,15.739,-56.33,-34.936,11.066,-17.868,0.0,29.973,,,0.11,0.0,-1.149,-2.639,
12/31/2003,12.145,22.292,12.438,-0.066,-6.284,-16.235001,,0.0,-63.861,0.0,0.0,0.0,-50.993999,-371.147003,36.152,-449.850006,462.079987,-17.972,0.0,327.023998,,,156.897995,0.0,-3.87,24.375,
03/31/2004,30.689,18.955,17.948,0.0,-10.956,4.742,,0.0,-2.434,0.0,0.0,0.0,-57.505,0.612,10.442,-48.885,2.043,-18.028,0.0,-58.942,-58.168,-0.774,80.734,0.0,-1.721,-16.153,
06/30/2004,149.514,67.786,31.857,,-43.53,93.401,,,-39.354,,,,-47.351,132.42,10.373,56.088,-99.967,-39.927,,-200.209,-198.678,-1.531,141.726,,-1.557,105.635,
09/30/2004,12.064,25.15,11.414,0.0,-6.439,-18.061,,0.0,-255.925,0.0,0.0,0.0,-61.414,-30.736,-0.028,-348.103,294.293,-21.505,0.0,208.231,,,111.453,0.0,-3.886,-41.746,
12/31/2004,82.016,116.494,8.224,0.0,-47.244,4.542,,220.3,-124.173,0.0,0.0,0.0,-24.124,-36.561,-12.472,22.97,-92.49,-23.808,0.0,-78.604,,,7.155,0.0,2.767,12.496,
03/31/2005,27.517,27.879,14.834,,-2.992,-12.204,,0.0,-112.784,,0.0,0.0,-24.805,-21.333,-34.213,-193.135,146.612,-27.264,,164.939,179.1,-14.161,13.928,0.0,-4.991,-19.006,
