Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1991,,,,,,,,,,,,,-188.2502,-188.2502,,,,,
06/30/1991,,,,,,,-202.399993,-226.400006,-265.400004,,-243.000004,-243.000004,-242.799997,-242.799997,,,,,
09/30/1991,,,,,,,-78.151281,-99.759916,-125.210099,,-75.390165,-75.390165,-75.390169,-75.390169,,,,,
12/31/1991,,,,,,,-225.272726,-259.818185,-310.000001,,-239.818183,-239.818183,-239.818178,-239.818178,,,,,
03/31/1992,,,,,,,-168.543046,-206.953642,-243.92936,,-136.754967,-136.754967,-149.668874,-149.668874,,,,,
06/30/1992,,,,,,,-161.403514,-210.087725,-244.912289,,-154.21053,-154.21053,-154.21053,-154.21053,,,,,
09/30/1992,,,,,,,-283.813319,-328.401194,-371.201592,,-271.698116,-271.698116,-271.698128,-271.698128,,,,,
12/30/1992,,,-12.357265,,,,-344.711555,-418.942342,-459.615422,,-371.923111,-371.923111,-371.923093,-371.923093,,,,,
03/31/1993,,-11.495838,-11.023135,,,,-558.282842,-648.686846,-694.646443,,-577.777763,-577.777763,-577.777751,-577.777751,,,,,
06/30/1993,,-14.299076,-13.784194,,,,-415.623232,-536.572115,-590.82363,-2038.102951,-482.525147,-482.525147,-482.525147,-482.525147,,,,,
09/30/1993,,-17.436854,-16.330548,,,,-498.181805,-616.363636,-687.070705,-18023.572641,-584.848487,-584.848487,-584.848475,-584.848475,,,,,
12/31/1993,,-17.573932,-16.532876,,,,-545.774014,-658.594486,-728.774927,,-640.930669,-640.930669,-640.930697,-640.930697,,,,,
03/31/1994,,-20.191454,-18.808314,,,,-681.305083,-805.982482,-881.639323,,-769.676875,-769.676875,-798.098907,-798.098907,,,,,
03/31/1995,,-26.946027,-24.43732,,,,,-944.516113,-1063.333319,-6733.076305,-954.086004,-954.086004,-954.08603,-954.08603,,,,,
06/30/1995,,-30.566504,-27.362292,,,,,-844.491928,-960.427756,-3959.998569,-848.663055,-848.663055,-848.663093,-848.663093,,,,,
09/30/1995,,-23.663268,-21.708119,,,,,-825.96061,-927.460133,,-789.690687,-789.690687,-789.690665,-789.690665,,,,,
12/31/1995,,-27.204539,-24.747921,,,,,-1728.981214,-1883.930999,-1086.240361,-1585.939615,-1585.939615,-1585.939667,-1585.939667,,,,,
03/31/1996,,-19.918848,-18.293173,,,,,-1577.021912,-1716.174673,-2304.635741,-1386.649646,-1386.649646,-1386.649585,-1386.649585,,,,,
06/30/1996,,-23.144714,-21.340038,,,,95.421578,-639.120542,-720.670858,,-551.133239,-551.133239,-551.13325,-551.13325,,,,,
09/30/1996,,-10.771568,-10.054538,,,,98.186907,25.302182,21.915308,64.862001,37.762636,37.762636,37.762638,37.762638,,0.0,0.0,-10.771568,
12/31/1996,,-9.807766,-9.105612,,,,93.738108,-197.855042,-211.018855,18.332014,-139.802802,-139.802802,-139.802802,-139.802802,,,,,
03/31/1997,,-6.476324,-6.013701,,,,91.090377,-205.653133,-219.429203,29.336462,-145.407982,-145.407982,-145.407974,-145.407974,,,,,
06/30/1997,,-1.297654,-1.218689,,,,98.33722,-3.335699,-7.320288,82.5,13.743284,13.743284,13.743283,13.743283,,0.0,0.0,-1.297654,
09/30/1997,,-8.10345,-7.127799,,,,96.354061,-290.500315,-305.448664,-103.884974,-209.256639,-209.256639,-209.256649,-209.256649,,,,,
12/31/1997,,-9.838895,-8.447329,,,,98.264204,-166.918959,-174.043795,,-125.380964,-125.380964,-125.38096,-125.38096,,,,,
03/31/1998,,-9.853268,-8.288646,,,,98.303835,-85.936575,-91.017696,,-54.454274,-54.454274,-54.454274,-54.454274,,,,,
06/30/1998,,-15.221179,-13.090438,,,,98.379761,-272.285395,-282.134742,-145.051219,-210.972148,-210.972148,-210.972148,-210.972148,,,,,
09/30/1998,,,,,,,81.896065,-36.364778,-67.642629,,7.732379,6.910186,6.910186,6.910186,,10.633117,,,
12/31/1998,,-11.885868,-8.64791,,,,98.54521,-221.195169,-228.905553,-329.804512,-182.273952,-182.273952,-182.273952,-182.273952,,,,,
03/31/1999,,-18.111924,-13.919503,,,,80.669349,-35.426899,-43.243808,,-40.218414,-40.432647,-40.432647,-40.432647,,,,,
06/30/1999,,-17.729956,-13.627782,,,,83.719595,-21.379516,-28.396536,20.514506,-25.879137,-26.853022,-26.853022,-26.853022,,,,,
09/30/1999,,,,,,,81.094035,-17.366502,-42.039594,83.016554,-78.523053,-79.096119,-79.096119,-79.096119,,,,,
12/31/1999,,-19.915055,-13.59137,,,,81.105735,-1.410592,1.065214,20.086825,0.225697,-0.34538,-4.530145,-4.530145,,253.027811,,,
03/31/2000,,-24.73023,-17.787344,,,,83.343813,-3.265426,-9.32889,128.2429,-6.212274,-6.855718,-35.506791,-35.506791,,,,,
06/30/2000,,-22.339096,-15.985449,,,,82.676694,0.68224,-11.240998,102.063107,-7.00393,-8.051228,-8.051228,-8.051228,,,,,
09/30/2000,,-12.927967,-9.872253,,,,79.259046,-26.755675,-45.958133,,-38.020292,-38.493335,-38.493335,-38.493335,,,,,
12/31/2000,,-20.868085,-12.136618,,,,86.432643,-27.739075,-33.748304,-32.244319,-27.941735,-28.218583,-52.953949,-52.953949,,,,,
03/31/2001,,-22.801365,-13.268649,,,,81.705166,-38.655854,-44.612352,,-38.629919,-39.442562,-37.559651,-37.559651,,,,,
06/30/2001,,-32.690692,-18.78291,,,,78.69868,-59.752994,-66.87119,,-63.258824,-63.896068,-63.896068,-63.896068,,,,,
09/30/2001,,-32.205494,-20.315479,,,,81.914956,-63.389964,-70.839635,,-49.144653,-49.486399,-49.486399,-49.486399,,,,,
12/31/2001,,13.00984,7.097771,9.949689,,,82.271192,-28.358289,-33.531097,,181.276991,177.014974,177.014974,177.014974,,2.351108,,,
03/31/2002,,17.729159,9.706618,12.87955,,,84.64344,-4.571771,-8.85406,91.637512,-6.139053,-4.909712,-4.909712,-4.909712,,,,,
06/30/2002,,30.929684,16.830392,20.973968,,,83.798908,20.689813,17.550726,90.478219,18.606841,18.023463,18.023463,18.023463,,3.135289,,,
09/30/2002,,40.9748,22.289854,27.446926,3.524308,,84.765345,29.604281,26.806932,86.656876,15.902645,15.492148,15.492148,15.492148,,2.581311,,,
12/31/2002,,14.084499,6.922523,9.160755,8.467585,,86.518372,25.324939,22.64337,81.706179,25.205651,24.463721,24.463721,24.463721,,2.94351,,,
03/31/2003,,-110.041846,-41.849816,,,,87.05551,36.098846,33.313346,71.456586,-263.707338,-265.318434,-265.318434,-265.318434,,,,,
06/30/2003,,-70.094964,-29.769509,,,,86.559216,47.190103,45.117428,68.396303,44.227823,42.019509,42.019509,42.019509,,4.993043,,,
09/30/2003,,-48.686038,-22.413479,,,,87.056076,35.471523,32.900305,45.197927,38.404068,36.480147,36.480147,36.480147,,5.009681,,,
12/31/2003,,-9.147216,-5.065452,,,,87.639128,39.867257,37.530785,55.752384,32.355787,73.081813,73.081813,73.081813,,,,,
03/31/2004,,72.074787,36.70174,,,,88.694291,48.612059,46.719633,62.088431,53.647206,37.016501,37.016501,37.016501,,31.000133,,,
06/30/2004,,61.670346,34.097079,,,,86.834813,51.359931,49.479861,62.368278,50.52358,34.861223,34.861223,34.861223,,31.000093,,,
09/30/2004,,58.635604,33.718464,39.366978,,,87.478961,52.083008,50.207396,77.770536,51.05323,34.716282,34.716282,34.716282,,31.999832,,,
12/31/2004,,31.273074,24.220326,28.226004,27.232568,,86.821741,46.464963,44.72545,62.599817,43.973257,29.828781,29.828781,29.828781,,32.166085,0.0,31.273074,
03/31/2005,,30.797237,24.32903,27.992188,27.256475,,86.660518,53.103988,51.678152,64.316044,53.619771,36.442123,36.502762,36.502762,,32.036033,0.0,30.797237,
06/30/2005,,31.506683,25.644489,28.901593,28.300332,,87.225326,57.179432,55.880138,67.536899,58.187369,39.56779,39.56779,39.56779,,31.999348,0.0,31.506683,
09/30/2005,,32.018838,26.203392,29.52684,28.607803,,86.726544,52.936766,50.640286,51.48448,53.166576,36.074301,36.322147,36.322147,,32.148534,0.0,32.018838,
12/31/2005,,33.230135,27.494243,31.267686,30.085031,,87.830603,61.369418,59.42068,82.080691,61.791566,45.807742,46.219878,46.219878,,25.867322,0.0,33.230135,
03/31/2006,,33.732378,28.707542,32.32386,30.264945,,86.959176,55.261532,53.63888,56.854273,57.218298,37.77144,37.9149,37.9149,,33.987131,0.0,33.732378,
06/30/2006,,35.369099,25.132636,28.461556,27.280908,,88.635229,55.144301,53.307155,46.60138,57.998955,38.509445,38.690971,38.690971,,33.603208,0.0,35.369099,
09/30/2006,,25.596469,18.430491,20.892645,14.308631,,85.336428,56.734777,55.174274,63.938311,11.707244,-7.186006,-6.96697,-6.96697,,161.380852,,,
12/31/2006,,-49.136285,-30.314935,-36.263772,-3.841814,,82.730815,55.268753,53.960184,42.48655,-169.706948,-185.496749,-185.231188,-185.231188,,,,,
03/31/2007,,-36.223786,-24.162379,,0.581775,,83.310677,55.60077,54.465934,56.173708,56.270334,39.405113,39.614461,39.614461,,29.971782,0.0,-36.223786,
06/30/2007,,-31.738268,-18.039688,,4.143439,,82.527152,53.188136,51.794075,48.935877,54.177651,38.692229,38.921313,38.921313,,28.582674,0.0,-31.738268,
09/30/2007,,-14.393071,-8.514712,-10.953007,18.758886,,81.256192,53.131886,51.664946,43.190892,54.169,37.385708,37.619746,37.619746,,30.983204,0.0,-14.393071,
12/31/2007,,61.235307,32.564204,39.947304,37.323668,,80.310818,47.861422,46.99682,14.967493,49.433144,36.499279,36.688916,36.688916,,26.164359,0.0,61.235307,
