Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,3014.135,3014.135,-2121.535,2121.535,892.6,0.0,-682.425,660.428,0.0,21.997,,0.0,210.175,0.0,5.628,,,0.0,0.0,-5.628,210.175,-75.218,134.957,0.0,0.0,0.0,134.957,,134.957,0.0,0.0,134.957,134.957,0.0,155.567,0.87,0.87,0.87,156.662,0.86,0.86,0.86,
03/31/2012,3181.288,3181.288,-2262.177,2262.177,919.111,0.0,-690.943,667.958,,22.985,,0.0,228.168,0.0,4.715,,,,,-4.715,228.168,-81.913,146.255,0.0,0.0,0.0,146.255,,146.255,0.0,0.0,146.255,146.255,0.0,155.81,0.94,0.94,0.94,156.949,0.93,0.93,0.93,
06/30/2012,3337.836,3337.836,-2365.55,2365.55,972.286,0.0,-704.981,680.246,,24.735,,0.0,267.305,0.0,5.019,,,,,-5.019,267.305,-98.687,168.618,0.0,0.0,0.0,168.618,,168.618,,0.0,168.618,168.618,0.0,155.753,1.08,1.08,1.08,156.772,1.08,1.08,1.08,
09/30/2012,3375.778,3375.778,-2399.742,2399.742,976.036,0.0,-704.503,678.894,,25.609,,0.0,271.533,0.0,4.971,,,,,-4.971,271.533,-98.59,172.943,0.0,0.0,0.0,172.943,,172.943,0.0,0.0,172.943,172.943,0.0,155.147,1.11,1.11,1.11,156.135,1.11,1.11,1.11,
12/31/2012,3118.966,3118.966,-2208.308,2208.308,910.658,0.0,-658.732,633.678,,25.054,,0.0,251.926,0.0,4.914,4.914,0.0,,,-4.914,251.926,-91.701,160.225,0.0,0.0,0.0,160.225,,160.225,0.0,0.0,160.225,160.225,0.0,154.952,1.03,1.03,1.03,155.895,1.03,1.03,1.03,
03/31/2013,3198.802,3198.802,-2277.054,2277.054,921.748,0.0,-699.611,673.612,,25.999,,0.0,222.137,0.0,3.353,,,0.0,,-3.353,222.137,-77.748,144.389,0.0,0.0,0.0,144.389,,144.389,0.0,0.0,144.389,144.389,0.0,154.891,0.93,0.93,0.93,155.931,0.93,0.93,0.93,
06/30/2013,3675.997,3675.997,-2570.889,2570.889,1105.108,0.0,-790.38,753.527,,36.853,,0.0,314.728,0.0,7.852,,,0.0,,-7.852,314.728,-98.371,216.357,0.0,0.0,0.0,216.357,,216.357,0.0,0.0,216.357,182.00532,-34.35168,155.05,1.4,1.4,1.173849,156.144,1.39,1.39,1.17,
09/30/2013,3685.243,3685.243,-2584.32,2584.32,1100.923,0.0,-829.177,793.957,,35.22,,0.0,271.746,0.0,7.031,,,0.0,,-7.031,271.746,-98.0,173.746,0.0,0.0,0.0,173.746,,173.746,0.0,0.0,173.746,175.696,1.95,154.567,1.12,1.12,1.136698,155.663,1.12,1.12,1.132527,
12/31/2013,3517.801,3517.801,-2425.66,2425.66,1092.141,0.0,-856.448,820.563,,35.885,,0.0,235.693,0.0,6.094,6.094,0.0,0.0,,-6.094,235.693,-85.226,150.467,0.0,0.0,0.0,150.467,,150.467,0.0,0.0,150.467,150.467,0.0,154.047,0.98,0.98,0.98,155.122,0.97,0.97,0.97,
03/31/2014,3624.897,3624.897,-2540.267,2540.267,1084.63,0.0,-840.658,803.802,,36.856,,0.0,243.972,0.0,6.206,,,,,-6.206,243.972,-86.488,157.484,0.0,0.0,0.0,157.484,,157.484,0.0,0.0,157.484,157.484,0.0,153.729,1.02,1.02,1.02,154.796,1.02,1.02,1.02,
06/30/2014,3908.387,3908.387,-2729.219,2729.219,1179.168,0.0,-868.988,832.205,,36.783,,0.0,310.18,0.0,6.224,,,,,-6.224,310.18,-112.453,197.727,0.0,0.0,0.0,197.727,,197.727,0.0,0.0,197.727,197.727,0.0,153.463,1.29,1.29,1.29,154.532,1.28,1.28,1.28,
09/30/2014,3985.909,3985.909,-2802.487,2802.487,1183.422,0.0,-885.139,850.156,,34.983,,0.0,298.283,0.0,6.283,,,0.0,,-6.283,298.283,-107.767,190.516,0.0,0.0,0.0,190.516,,190.516,0.0,0.0,190.516,192.466,1.95,153.018,1.25,1.25,1.2578,154.098,1.24,1.24,1.252654,
12/31/2014,3822.454,3822.454,-2675.913,2675.913,1146.541,0.0,-881.237,841.546,,39.691,,0.0,265.304,0.0,5.479,5.479,0.0,0.0,,-5.479,265.304,-99.745,165.559,0.0,0.0,0.0,165.559,,165.559,0.0,0.0,165.559,163.14165,-2.41735,152.996,1.08,1.08,1.066313,154.084,1.07,1.07,1.054311,
03/31/2015,3736.051,3736.051,-2623.232,2623.232,1112.819,0.0,-861.438,825.554,,35.884,,0.0,251.381,0.0,5.327,,,0.0,,-5.327,251.381,-90.371,161.01,0.0,0.0,0.0,161.01,,161.01,0.0,0.0,161.01,161.01,0.0,152.656,1.05,1.05,1.05,153.574,1.05,1.05,1.05,
06/30/2015,3940.401,3940.401,-2762.071,2762.071,1178.33,0.0,-868.213,832.61,,35.603,,0.0,310.117,0.0,5.674,,,0.0,,-5.674,310.117,-114.744,195.373,0.0,0.0,0.0,195.373,,195.373,0.0,0.0,195.373,195.373,0.0,152.134,1.28,1.28,1.28,152.989,1.28,1.28,1.28,
09/30/2015,3921.802,3921.802,-2752.577,2752.577,1169.225,0.0,-868.65,834.372,,34.278,,0.0,300.575,0.0,5.055,,,0.0,,-5.055,300.575,-112.559,188.016,0.0,0.0,0.0,188.016,,188.016,0.0,0.0,188.016,188.016,0.0,151.354,1.24,1.24,1.24,152.143,1.24,1.24,1.24,
12/31/2015,3681.79,3681.79,-2586.312,2586.312,1095.478,0.0,-833.87,797.959,,35.911,,0.0,261.608,0.0,4.298,,,0.0,,-4.298,261.608,-100.335,161.273,0.0,0.0,0.0,161.273,,161.273,0.0,0.0,161.273,159.20015,-2.07285,150.552,1.07,1.07,1.057443,151.355,1.07,1.07,1.056305,
03/31/2016,3718.267,3718.267,-2613.796,2613.796,1104.471,0.0,-857.826,823.172,,34.654,,0.0,246.645,0.0,4.822,,,0.0,,-4.822,246.645,-88.62,158.025,0.0,0.0,0.0,158.025,,158.025,0.0,0.0,158.025,158.025,0.0,149.593,1.06,1.06,1.06,150.342,1.05,1.05,1.05,
06/30/2016,3899.638,3899.638,-2734.186,2734.186,1165.452,0.0,-865.4,829.489,,35.911,,0.0,300.052,0.0,4.665,,,0.0,,-4.665,300.052,-108.683,191.369,0.0,0.0,0.0,191.369,,191.369,0.0,0.0,191.369,191.369,0.0,149.241,1.28,1.28,1.28,150.029,1.28,1.28,1.28,
09/30/2016,3941.743,3941.743,-2743.142,2743.142,1198.601,0.0,-907.244,869.562,,37.682,,0.0,291.357,0.0,5.244,,,0.0,,-5.244,291.357,-106.031,185.326,0.0,0.0,0.0,185.326,,185.326,0.0,0.0,185.326,185.326,0.0,148.899,1.24,1.24,1.24,149.727,1.24,1.24,1.24,
12/31/2016,3780.065,3780.065,-2648.982,2648.982,1131.083,0.0,-894.797,855.557,,39.24,,0.0,236.286,0.0,4.794,,,0.0,,-4.794,236.286,-83.766,152.52,0.0,0.0,0.0,152.52,,152.52,0.0,0.0,152.52,152.52,0.0,148.478,1.03,1.03,1.03,149.177,1.02,1.02,1.02,
03/31/2017,3905.641,3905.641,-2749.92,2749.92,1155.721,0.0,-918.616,877.356,,38.132,3.128,0.0,237.105,6.67,0.605,6.779,-6.174,0.0,,-7.275,243.775,-83.615,160.16,0.0,0.0,0.0,160.16,,160.16,0.0,0.0,160.16,160.16,0.0,148.154,1.08,1.08,1.08,148.788,1.08,1.08,1.08,
06/30/2017,4100.178,4100.178,-2860.466,2860.466,1239.712,0.0,-948.721,906.943,,39.232,2.546,0.0,290.991,6.146,0.568,7.446,-6.878,0.0,,-6.714,297.137,-107.165,189.972,0.0,0.0,0.0,189.972,,189.972,0.0,0.0,189.972,189.972,0.0,147.079,1.29,1.29,1.29,147.65,1.29,1.29,1.29,
09/30/2017,4095.906,4095.906,-2869.016,2869.016,1226.89,0.0,-975.284,931.5,,40.276,3.508,0.0,251.606,-5.251,0.0,9.038,-9.038,0.0,,5.251,246.355,-87.913,158.442,0.0,0.0,0.0,158.442,,158.442,0.0,0.0,158.442,170.026,11.584,146.72,1.08,1.08,1.158847,147.222,1.08,1.08,1.158684,
12/31/2017,4207.076,4207.076,-2923.001,2923.001,1284.075,0.0,-1062.074,1012.023,0.0,50.051,,0.0,222.001,0.0,17.423,,,0.0,,-17.423,222.001,-113.818,108.183,0.0,0.0,0.0,108.183,,108.183,0.0,0.0,108.183,165.455,57.272,146.629,0.74,0.74,1.128392,147.211,0.73,0.73,1.119047,
03/31/2018,4586.294,4586.294,-3150.487,3150.487,1435.807,0.0,-1194.835,1133.771,,58.363,2.701,0.0,240.972,-11.653,0.802,24.109,-23.307,0.0,,10.851,229.319,-52.743,176.576,0.0,0.0,0.0,176.576,,176.576,0.0,0.0,176.576,186.459,9.883,146.727,1.2,1.2,1.270789,147.322,1.2,1.2,1.267084,
06/30/2018,4822.065,4822.065,-3300.479,3300.479,1521.586,0.0,-1210.334,1148.217,,58.451,3.666,0.0,311.252,-10.981,25.525,26.476,-0.951,,,-14.544,300.271,-73.299,226.972,0.0,0.0,0.0,226.972,,226.972,0.0,0.0,226.972,233.553,6.581,146.748,1.55,1.55,1.591524,147.26,1.54,1.54,1.58469,
09/30/2018,4722.922,4722.922,-3238.687,3238.687,1484.235,0.0,-1185.287,1119.266,,61.082,4.939,0.0,298.948,-7.213,21.881,25.084,-3.203,,,-14.668,291.735,-71.508,220.227,0.0,0.0,0.0,220.227,,220.227,0.0,0.0,220.227,217.635,-2.592,146.763,1.5,1.5,1.482901,147.453,1.49,1.49,1.472422,
12/31/2018,4603.792,4603.792,-3061.633,3061.633,1542.159,0.0,-1283.616,1214.036,,63.739,5.841,0.0,258.543,-4.256,21.38,26.256,-4.876,0.0,,-17.124,254.287,-67.588,186.699,0.0,0.0,0.0,186.699,,186.699,0.0,0.0,186.699,198.434,11.735,146.392,1.28,1.28,1.355498,147.099,1.27,1.27,1.349776,
03/31/2019,4736.833,4736.833,-3228.665,3228.665,1508.168,0.0,-1269.851,1203.905,,61.977,3.969,0.0,238.317,-26.805,23.029,23.883,-0.854,0.0,,3.776,211.512,-51.262,160.25,0.0,0.0,0.0,160.25,,160.25,0.0,0.0,160.25,187.214,26.964,145.981,1.1,1.1,1.282455,146.694,1.09,1.09,1.273811,
06/30/2019,4457.931,4457.931,-2975.227,2975.227,1482.704,0.0,-1195.493,1127.296,,62.684,5.513,0.0,287.211,-5.012,22.586,23.262,-0.676,,,-17.574,282.199,-72.68,209.519,-14.911,-14.911,0.0,224.43,,224.43,0.0,0.0,224.43,215.396,5.877,146.075,1.536403,1.43,1.474558,146.736,1.529482,1.43,1.470052,
09/30/2019,5015.023,5015.023,-3390.597,3390.597,1624.426,0.0,-1340.508,1269.893,,68.922,1.693,0.0,283.918,20.615,24.77,26.485,-1.715,,,-45.385,304.533,-77.046,227.487,0.0,0.0,0.0,227.487,,227.487,0.0,0.0,227.487,213.835999,-13.651001,145.572,1.56,1.56,1.468936,146.189,1.56,1.56,1.466621,
12/31/2019,4706.189,4706.189,-3121.095,3121.095,1585.094,0.0,-1520.809,1250.141,,73.235,3.281,194.152,64.285,-52.159,21.002,22.047,-1.045,,,31.157,12.126,-3.208,8.918,0.0,0.0,0.0,8.918,,8.918,0.0,0.0,8.918,196.655,187.737,145.325,0.06,0.06,1.353208,146.105,0.06,0.06,1.344946,
03/31/2020,4559.532,4559.532,-3058.741,3058.741,1500.791,0.0,-1311.925,1232.743,,70.443,7.3,1.439,188.866,-9.921,19.836,20.969,-1.133,,,-9.915,178.945,-42.41,136.535,0.0,0.0,0.0,136.535,,136.535,0.0,0.0,136.535,154.037956,17.502956,145.052,0.94,0.94,1.06195,145.623,0.94,0.94,1.060194,
06/30/2020,3823.227,3823.227,-2532.74,2532.74,1290.487,0.0,-1581.402,971.589,,66.733,11.3,531.78,-290.915,-13.521,24.876,25.465,-0.589,,,-11.355,-304.436,-59.065,-363.501,200.871,200.871,0.0,-564.372,,-564.372,0.0,0.0,-564.372,188.100838,551.601838,144.262,-3.912132,-2.52,1.303883,144.262,-3.912132,-2.52,1.303611,
09/30/2020,4372.667,,,,1466.02406509,,,,,,,,297.5,,,,,,,,271.286,,208.0,,,,,,208.0,,,208.0,204.833,,,1.393,1.393,1.374,,1.393,1.393,1.374,
12/31/2020,4296.889,,,,1479.93450938,,,,,,,,265.5,,,,,,,,260.286,,184.0,,,,,,184.0,,,184.0,193.167,,,1.32,1.32,1.317,,1.32,1.32,1.317,
