Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,20.01,,-13.036,,6.974,,-6.067,,,,0.907,-0.406,,0.487,,0.0,,-0.081,0.501,-0.025,0.476,0.0,,,0.476,0.0,0.476,0.0,,0.476,0.476,,105.386061,0.003951,0.003951,,105.386061,0.003951,0.003951,0.003951,
09/30/1992,21.6,,-14.044,,7.556001,,-6.408,,,,1.148,-0.376,,0.542,,0.0,,-0.166,0.772,-0.053,0.719,0.0,,,0.719,0.0,0.719,0.0,,0.719,0.719,,105.363281,0.007023,0.007023,,105.363281,0.007023,0.007023,0.007023,
12/31/1992,22.808001,,-14.545,,8.263,,-6.873,,,,1.39,-0.084,,0.562,,0.0,,-0.478,1.306,-0.145,1.161,0.0,,,1.161,0.0,1.161,0.0,,1.161,1.161,,112.903872,0.010535,0.010535,,112.903872,0.010535,0.010535,0.010535,
03/31/1993,24.233999,,-14.927,,9.306999,,-7.186,,,,2.121,-0.145,,0.44,,0.0,,-0.295,1.976,-0.114,1.862,0.0,,,1.862,0.0,1.862,0.0,,1.862,1.862,,112.835533,0.01668,0.01668,,112.835533,0.01668,0.01668,0.01668,
06/30/1993,27.096001,,-15.798,,11.298,,-8.218,,,,3.08,-0.061,,0.314,,,,-0.253,3.019,-0.208,2.811,0.09,,,2.721,0.0,2.721,0.0,,2.721,2.721,,149.558908,0.017997,0.018436,,149.558908,0.017997,0.018436,0.018436,
09/30/1993,32.973,,-17.660999,,15.312,,-10.046,,,,5.266,-0.172,,0.302,,,,-0.13,5.094,-1.413,3.681,0.0,,,3.681,0.0,3.681,0.0,,3.681,3.681,,151.415581,0.024582,0.024582,,151.415581,0.024582,0.024582,0.024582,
12/31/1993,37.612999,,-19.579,,18.033998,,-10.822,,,,7.212,0.047,,0.362,,,,-0.409,7.259,-1.464,5.795,0.0,,,5.795,0.0,5.795,0.0,,5.795,5.795,,160.186356,0.035995,0.035995,,160.186356,0.035995,0.035995,0.035995,
03/31/1994,41.060001,,-20.726999,,20.333002,,-11.687,,,,8.646,0.115,,0.435,,,,-0.55,8.761,-1.889,6.872,-0.09,,,6.962,0.0,6.962,0.0,,6.962,6.962,,166.872656,0.04214,0.041262,0.041262,166.872656,0.04214,0.041262,0.041262,
06/30/1994,45.061001,,-22.065001,,22.996,,-12.676,,,,10.32,-0.049,,0.428,,,,-0.379,10.271,-2.722,7.549,0.0,,,7.549,0.0,7.549,0.0,,7.549,7.549,,168.763507,0.044774,0.044774,,168.763507,0.044774,0.044774,0.044774,
09/30/1994,50.083,,-24.412001,,25.671,,-13.924,,,,11.747,-0.233,,0.482,,,,-0.249,11.514,-3.012,8.502,0.0,,,8.502,0.0,8.502,0.0,,8.502,8.502,,171.603559,0.050041,0.050041,,171.603559,0.050041,0.050041,0.050041,
12/31/1994,54.216999,,-26.313,,27.903999,,-14.881,,,,13.023,-0.228,,0.543,,,,-0.315,12.795,-3.359,9.436,0.0,,,9.436,0.0,9.436,0.0,,9.436,9.436,,177.091307,0.053333,0.053333,,177.091307,0.053333,0.053333,0.053333,
03/31/1995,58.599998,,-28.249001,,30.350997,,-16.24,,,,14.111,0.437,,0.536,,,,-0.973,14.548,-3.736,10.812,0.0,,,10.812,0.0,10.812,0.0,,10.812,10.812,,180.098443,0.059259,0.059259,0.059259,180.098443,0.059259,0.059259,0.059259,
06/30/1995,64.499001,,-31.004,,33.495001,,-17.334,,,,16.160999,-0.074,,0.601,,,,-0.527,16.086999,-4.584,11.503,0.0,,,11.502999,0.0,11.503,0.0,,11.503,11.503,,183.303001,0.062222,0.062222,0.062222,183.303001,0.062222,0.062222,0.062222,
09/30/1995,71.264999,,-34.306999,,36.958,,-18.964001,,,,17.993999,-0.216,,0.574,,,,-0.358,17.777999,-5.013,12.765,0.0,,,12.764999,0.0,12.765,0.0,,12.765,12.765,,185.560872,0.068148,0.068148,0.068148,185.560872,0.068148,0.068148,0.068148,
12/31/1995,78.069,,-37.686001,,40.382999,,-32.319,,,,8.064,-0.035,,0.618,,,,-0.583,8.029,-2.264,5.765,0.0,,,5.765,0.0,5.765,0.0,,5.765,5.765,,186.026617,0.02963,0.02963,0.02963,186.026617,0.02963,0.02963,0.02963,
03/31/1996,72.055,,-34.710999,,37.344002,,-19.250999,,,,18.093,-0.053,,1.188,,,,-1.135,18.04,-4.321,13.719,0.0,,,13.719,0.0,13.719,0.0,,13.719,13.719,,184.001628,0.074074,0.074074,0.074074,184.001628,0.074074,0.074074,0.074074,
