Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1991,,280.0,331.700012,120.599998,140.699997,0.0,873.0,9.9,1012.700012,1905.700012,-893.0,280.5,1303.100012,2176.100098,,87.099998,60.5,51.0,198.600006,149.5,183.600006,333.100006,531.700012,0.0,158.0,810.799988,675.599976,1644.399964,2176.099976,
03/31/1992,,126.0,470.0,122.0,136.0,0.0,854.0,,976.0,,,296.0,1272.0,2126.0,,71.0,57.0,57.0,185.0,138.0,185.0,323.0,508.0,0.0,158.0,812.0,648.0,1618.0,2126.0,
06/30/1992,,169.0,421.0,150.0,135.0,0.0,875.0,,958.0,,,263.0,1221.0,2096.0,,68.0,56.0,58.0,182.0,105.0,193.0,298.0,480.0,0.0,153.0,813.0,650.0,1616.0,2096.0,
09/30/1992,,149.0,437.0,125.0,128.0,0.0,839.0,,914.0,,,263.0,1177.0,2016.0,,76.0,50.0,58.0,184.0,49.0,196.0,245.0,429.0,0.0,153.0,814.0,620.0,1587.0,2016.0,
12/31/1992,,111.0,366.0,157.0,123.0,0.0,757.0,5.0,1138.0,2081.0,-943.0,167.0,1310.0,2067.0,,98.0,46.0,57.0,201.0,69.0,193.0,262.0,463.0,0.0,145.0,815.0,644.0,1604.0,2067.0,
03/31/1993,,159.0,355.0,114.0,126.0,0.0,754.0,,1117.0,,,189.0,1306.0,2060.0,,96.0,47.0,34.0,177.0,64.0,199.0,263.0,440.0,0.0,153.0,816.0,651.0,1620.0,2060.0,
06/30/1993,,362.0,350.0,117.0,116.0,0.0,945.0,,1102.0,,,196.0,1298.0,2243.0,,111.0,36.0,39.0,186.0,252.0,187.0,439.0,625.0,0.0,150.0,819.0,649.0,1618.0,2243.0,
09/30/1993,,366.0,339.0,98.0,108.0,0.0,911.0,,1031.0,,,233.0,1264.0,2175.0,,120.0,34.0,19.0,173.0,252.0,169.0,421.0,594.0,0.0,135.0,823.0,623.0,1581.0,2175.0,
12/31/1993,,300.0,477.0,119.0,98.0,0.0,994.0,2.0,1031.0,1977.0,-946.0,201.0,1234.0,2228.0,,107.0,21.0,25.0,153.0,243.0,171.0,414.0,567.0,0.0,147.0,827.0,687.0,1661.0,2228.0,
03/31/1994,,248.0,495.0,111.0,106.0,0.0,960.0,,1042.0,,,249.0,1291.0,2251.0,,112.0,20.0,22.0,154.0,243.0,167.0,410.0,564.0,0.0,154.0,830.0,703.0,1687.0,2251.0,
06/30/1994,,226.0,465.0,129.0,94.0,0.0,914.0,,1106.0,,,290.0,1396.0,2310.0,,110.0,65.0,31.0,206.0,234.0,165.0,399.0,605.0,0.0,156.0,830.0,719.0,1705.0,2310.0,
09/30/1994,,218.0,306.0,128.0,91.0,0.0,743.0,,1177.0,,,356.0,1533.0,2276.0,,132.0,39.0,26.0,197.0,234.0,174.0,408.0,605.0,0.0,148.0,831.0,692.0,1671.0,2276.0,
12/31/1994,,173.0,139.0,168.0,85.0,0.0,565.0,3.0,1276.0,2230.0,-954.0,402.0,1681.0,2246.0,,115.0,51.0,11.0,177.0,225.0,162.0,387.0,564.0,0.0,153.0,832.0,697.0,1682.0,2246.0,
03/31/1995,,281.0,43.0,173.0,98.0,0.0,595.0,,1371.0,,,421.0,1792.0,2387.0,,141.0,149.0,25.0,315.0,225.0,166.0,391.0,706.0,0.0,144.0,834.0,703.0,1681.0,2387.0,
06/30/1995,,289.0,27.0,162.0,109.0,0.0,587.0,,1463.0,,,405.0,1868.0,2455.0,,110.0,109.0,15.0,234.0,414.0,171.0,585.0,819.0,0.0,143.0,839.0,654.0,1636.0,2455.0,
09/30/1995,,253.0,46.0,153.0,129.0,0.0,581.0,,1525.0,,,401.0,1926.0,2507.0,,150.0,107.0,5.0,262.0,411.0,200.0,611.0,873.0,0.0,137.0,840.0,657.0,1634.0,2507.0,
12/31/1995,,289.0,32.0,162.0,142.0,0.0,625.0,4.0,1569.0,2638.0,-1069.0,376.0,1949.0,2574.0,,153.0,22.0,0.0,175.0,541.0,187.0,728.0,903.0,0.0,130.0,877.0,664.0,1671.0,2574.0,
03/31/1996,,319.0,30.0,137.0,167.0,0.0,653.0,,1611.0,,,383.0,1994.0,2647.0,,148.0,21.0,5.0,174.0,596.0,189.0,785.0,959.0,0.0,140.0,845.0,703.0,1688.0,2647.0,
06/30/1996,,293.0,34.0,148.0,160.0,0.0,635.0,,1670.0,,,380.0,2050.0,2685.0,,196.0,10.0,10.0,216.0,647.0,177.0,824.0,1040.0,0.0,138.0,846.0,661.0,1645.0,2685.0,
09/30/1996,,231.0,33.0,172.0,171.0,0.0,607.0,,1730.0,,,364.0,2094.0,2701.0,,211.0,13.0,12.0,236.0,651.0,189.0,840.0,1076.0,0.0,143.0,847.0,635.0,1625.0,2701.0,
12/31/1996,,378.0,39.0,189.0,154.0,0.0,760.0,6.0,1719.0,2905.0,-1186.0,494.0,2219.0,2979.0,,195.0,67.0,7.0,269.0,656.0,179.0,835.0,1104.0,295.0,142.0,847.0,591.0,1875.0,2979.0,
09/30/1997,,198.0,72.0,212.0,150.0,0.0,632.0,40.0,1916.0,,,275.0,2231.0,2863.0,,0.0,0.0,243.0,243.0,622.0,144.0,766.0,1009.0,295.0,40.0,1022.0,497.0,1854.0,2863.0,
12/31/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1998,,431.0,116.0,194.0,100.0,0.0,841.0,23.0,1534.0,2952.0,-1418.0,718.0,2275.0,3116.0,,55.0,29.0,148.0,232.0,939.0,302.0,1241.0,1473.0,0.0,31.0,1231.0,381.0,1643.0,3116.0,
03/31/1999,,508.0,52.0,173.0,91.0,0.0,824.0,0.0,1279.0,,,727.0,2006.0,2830.0,,165.0,0.0,44.0,209.0,895.0,300.0,1195.0,1404.0,0.0,38.0,940.0,448.0,1426.0,2830.0,
06/30/1999,,290.0,57.0,172.0,108.0,0.0,627.0,8.0,1859.0,,,682.0,2549.0,3176.0,,199.0,45.0,34.0,278.0,915.0,338.0,1253.0,1531.0,0.0,31.0,1232.0,382.0,1645.0,3176.0,
09/30/1999,,291.0,67.0,165.0,106.0,0.0,629.0,11.0,1848.0,,,643.0,2502.0,3131.0,,186.0,35.0,43.0,264.0,899.0,316.0,1215.0,1479.0,,32.0,1236.0,384.0,1652.0,3131.0,
12/31/1999,,191.0,13.0,158.0,175.0,0.0,537.0,11.0,2464.0,4350.0,-1886.0,247.0,2722.0,3259.0,,71.0,40.0,190.0,301.0,905.0,387.0,1292.0,1593.0,0.0,27.0,1247.0,392.0,1666.0,3259.0,
03/31/2000,,224.0,20.0,148.0,172.0,0.0,564.0,,2440.0,4391.0,-1951.0,239.0,2679.0,3243.0,,182.0,21.0,37.0,240.0,905.0,403.0,1308.0,1548.0,0.0,28.0,1300.0,367.0,1695.0,3243.0,
06/30/2000,,278.0,30.0,135.0,166.0,0.0,609.0,,2299.0,4315.0,-2016.0,228.0,2527.0,3136.0,,165.0,37.0,33.0,235.0,888.0,408.0,1296.0,1531.0,0.0,15.0,1300.0,290.0,1605.0,3136.0,
09/30/2000,,314.0,34.0,116.0,178.0,0.0,642.0,,2277.0,4360.0,-2083.0,226.0,2503.0,3145.0,,173.0,6.0,28.0,207.0,884.0,435.0,1319.0,1526.0,0.0,13.0,,1606.0,1619.0,3145.0,
12/31/2000,,331.0,9.0,182.0,196.0,0.0,718.0,,1975.0,4072.0,-2097.0,347.0,2322.0,3040.0,,195.0,35.0,33.0,263.0,843.0,409.0,1252.0,1515.0,0.0,12.0,1300.0,213.0,1525.0,3040.0,
03/31/2001,,376.0,13.0,148.0,171.0,0.0,708.0,0.0,1966.0,,,317.0,2283.0,2991.0,,145.0,65.0,40.0,250.0,812.0,401.0,1213.0,1463.0,0.0,14.0,1300.0,214.0,1528.0,2991.0,
06/30/2001,,423.0,12.0,97.0,178.0,34.0,744.0,0.0,1969.0,4168.0,-2199.0,265.0,2234.0,2978.0,,145.0,76.0,28.0,249.0,811.0,356.0,1167.0,1416.0,0.0,13.0,,1549.0,1562.0,2978.0,
09/30/2001,,463.0,6.0,87.0,168.0,34.0,758.0,0.0,1702.0,3891.0,-2189.0,258.0,1960.0,2718.0,,144.0,74.0,36.0,254.0,808.0,335.0,1143.0,1397.0,0.0,13.0,,1308.0,1321.0,2718.0,
12/31/2001,,433.0,6.0,95.0,160.0,7.0,701.0,0.0,1683.0,,,315.0,1998.0,2699.0,,140.0,37.0,25.0,202.0,807.0,334.0,1141.0,1343.0,0.0,13.0,1316.0,27.0,1356.0,2699.0,
03/31/2002,,468.0,6.0,102.0,169.0,5.0,750.0,,1656.0,,,319.0,1975.0,2725.0,,128.0,6.0,24.0,158.0,806.0,363.0,1169.0,1327.0,0.0,13.0,1329.0,56.0,1398.0,2725.0,
06/30/2002,,509.0,6.0,76.0,169.0,4.0,764.0,,1652.0,3783.0,-2131.0,330.0,1982.0,2746.0,,117.0,203.0,27.0,347.0,605.0,346.0,951.0,1298.0,0.0,7.0,1340.0,101.0,1448.0,2746.0,
09/30/2002,,534.0,7.0,62.0,154.0,4.0,761.0,,1653.0,3749.0,-2096.0,662.0,2315.0,3076.0,,123.0,203.0,29.0,355.0,605.0,355.0,960.0,1315.0,0.0,6.0,,1755.0,1761.0,3076.0,
12/31/2002,,537.0,7.0,103.0,202.0,10.0,859.0,0.0,2332.0,,,682.0,3014.0,3873.0,,195.0,340.0,33.0,568.0,607.0,539.0,1146.0,1714.0,0.0,,2052.0,107.0,2159.0,3873.0,
03/31/2003,,643.0,8.0,102.0,197.0,10.0,960.0,48.0,2550.0,4525.0,-1975.0,525.0,3123.0,4083.0,,206.0,387.0,20.0,613.0,621.0,648.0,1269.0,1882.0,0.0,,2050.0,151.0,2201.0,4083.0,
06/30/2003,,237.0,9.0,99.0,208.0,25.0,578.0,47.0,2293.0,4319.0,-2026.0,819.0,3159.0,3737.0,,199.0,3.0,21.0,223.0,621.0,617.0,1238.0,1461.0,0.0,,2053.0,223.0,2276.0,3737.0,
09/30/2003,,207.0,9.0,97.0,228.0,24.0,565.0,49.0,2933.0,5021.0,-2088.0,511.0,3493.0,4058.0,,218.0,175.0,33.0,426.0,653.0,686.0,1339.0,1765.0,0.0,,2064.0,229.0,2293.0,4058.0,
12/31/2003,,550.0,9.0,131.0,244.0,49.0,983.0,0.0,2544.0,4697.0,-2153.0,1058.0,3602.0,4585.0,,123.0,10.0,146.0,279.0,1179.0,728.0,1907.0,2186.0,0.0,0.0,2089.0,310.0,2399.0,4585.0,
03/31/2004,,665.0,10.0,140.0,229.0,17.0,1061.0,0.0,2058.0,4245.0,-2187.0,1492.0,3550.0,4611.0,,248.0,8.0,35.0,291.0,1182.0,712.0,1894.0,2185.0,0.0,0.0,2104.0,322.0,2426.0,4611.0,
06/30/2004,,675.0,13.0,119.0,218.0,16.0,1041.0,43.0,2091.0,4159.0,-2068.0,1546.0,3680.0,4721.0,,225.0,15.0,35.0,275.0,1177.0,764.0,1941.0,2216.0,0.0,,2111.0,394.0,2505.0,4721.0,
09/30/2004,,641.0,14.0,113.0,228.0,150.0,1146.0,48.0,2109.0,4249.0,-2140.0,1604.0,3761.0,4907.0,,245.0,93.0,34.0,372.0,1153.0,742.0,1895.0,2267.0,0.0,,2118.0,522.0,2640.0,4907.0,
12/31/2004,,1017.0,14.0,138.0,248.0,219.0,1636.0,0.0,2607.0,4791.0,-2184.0,1301.0,3908.0,5544.0,,143.0,158.0,152.0,453.0,1109.0,818.0,1927.0,2380.0,0.0,0.0,2591.0,573.0,3164.0,5544.0,
03/31/2005,,1022.0,15.0,142.0,244.0,228.0,1651.0,0.0,2593.0,4853.0,-2260.0,1333.0,3926.0,5577.0,,265.0,165.0,25.0,455.0,1108.0,834.0,1942.0,2397.0,0.0,0.0,2592.0,588.0,3180.0,5577.0,
06/30/2005,,977.0,17.0,126.0,249.0,237.0,1606.0,0.0,2603.0,4920.0,-2317.0,1393.0,3996.0,5602.0,,240.0,175.0,38.0,453.0,1108.0,864.0,1972.0,2425.0,0.0,0.0,2591.0,586.0,3177.0,5602.0,
09/30/2005,,935.0,17.0,133.0,275.0,274.0,1634.0,63.0,2591.0,4942.0,-2351.0,1307.0,3961.0,5595.0,,254.0,189.0,54.0,497.0,1107.0,791.0,1898.0,2395.0,0.0,0.0,2595.0,605.0,3200.0,5595.0,
