Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1998,7030.0,,,-3978.0,,3052.0,,-1235.0,,,,1817.0,-226.0,299.0,260.0,39.0,,,-73.0,1591.0,-571.0,1020.0,,,,1020.0,,1020.0,0.0,,1020.0,1020.0,,1958.0,0.52,0.52,0.52,1984.928,0.51,0.51,0.51,
09/30/1998,7216.0,,,,,,,-5313.0,,,,1903.0,98.0,244.0,244.0,,,,-342.0,2001.0,-739.0,1262.0,,,,1262.0,,1262.0,0.0,,1262.0,1262.0,,1955.0,0.65,0.65,0.65,1971.875,0.64,0.64,0.64,
12/31/1998,7676.0,,,-7418.0,,258.0,,,,,,1647.0,-300.0,,300.0,,0.0,,,1347.0,-531.0,816.0,60.0,,,756.0,,756.0,0.0,0.0,756.0,756.0,,1987.0,0.38,0.41,0.41,1987.0,0.38,0.41,0.41,
03/31/1999,11819.0,,,,,,,-8768.0,,,,3051.0,-262.0,,357.0,,0.0,,-95.0,2789.0,-1016.0,1773.0,-207.0,,,1980.0,0.0,1980.0,0.0,,1980.0,1980.0,,3408.0,0.58,0.52,0.49,3458.0,0.57,0.51,0.49,
06/30/1999,7395.0,,,-4175.0,,3220.0,,-1273.0,,,,1947.0,-118.0,210.0,213.0,-3.0,0.0,,-92.0,1829.0,-653.0,1176.0,0.0,,,1176.0,0.0,1176.0,0.0,,1176.0,1176.0,,1964.0,0.6,0.6,0.6,1995.728,0.59,0.59,0.59,
09/30/1999,7765.0,,,-7640.0,,125.0,,-5658.0,,,,2107.0,-102.0,205.0,205.0,,0.0,,-103.0,2005.0,-727.0,1278.0,0.0,,,1278.0,0.0,1278.0,0.0,,1278.0,1278.0,,1967.0,0.65,0.65,0.65,1996.875,0.64,0.64,0.64,
12/31/1999,12897.0,,,,,,0.0,-10048.0,,,,2858.0,-121.0,,361.0,,0.0,,-240.0,2737.0,-1010.0,1727.0,-1379.0,,,3106.0,0.0,3106.0,0.0,0.0,3106.0,3106.0,,3450.0,0.9,0.9,0.9,3450.0,0.9,0.9,0.9,
03/31/2000,12553.0,,,,,,,-9477.0,,,,3076.0,-115.0,,356.0,,0.0,,-241.0,2961.0,-1139.0,1822.0,0.0,,,1822.0,0.0,1822.0,0.0,0.0,1822.0,1822.0,,3396.0,0.54,0.54,0.57,3432.0,0.53,0.53,0.56,
06/30/2000,13191.0,,,,,,,-10193.0,,,,2998.0,-85.0,,416.0,,0.0,,-331.0,2913.0,-1062.0,1851.0,0.0,,,1851.0,0.0,1851.0,0.0,,1851.0,1851.0,,3396.0,0.54,0.54,0.56,3438.0,0.54,0.54,0.56,
09/30/2000,13422.0,,,,,,,-10576.0,,,,2846.0,1858.0,,422.0,-32.0,0.0,,-2248.0,4704.0,-1705.0,2999.0,0.0,,,2999.0,0.0,2999.0,0.0,0.0,2999.0,2999.0,,3387.0,0.88,0.88,0.57,3425.0,0.88,0.88,0.57,
12/31/2000,12239.0,,,,,,,-10416.0,,,,1823.0,487.0,,398.0,,0.0,,-885.0,2310.0,-1015.0,1295.0,0.0,,,1295.0,0.0,1295.0,0.0,,1295.0,1295.0,,3389.0,0.38,0.38,0.58,3436.0,0.38,0.38,0.57,
03/31/2001,11190.0,,,-6083.0,,5107.0,0.0,-2448.0,,,,2659.0,226.0,281.0,459.0,-178.0,,-401.0,-106.0,2885.0,-1021.0,1864.0,10.0,,,1854.0,,1854.0,,0.0,1854.0,1854.0,,3377.0,0.55,0.55,0.55,3377.0,0.54,0.55,0.55,
06/30/2001,11477.0,,,-6226.0,,5251.0,,-2174.0,,,,3077.0,145.0,232.0,425.0,-193.0,,,-377.0,3222.0,-1143.0,2079.0,8.0,,,2071.0,,2071.0,,,2071.0,2071.0,,3367.0,0.62,0.62,0.62,3367.0,0.61,0.61,0.61,
09/30/2001,11338.0,,,,,,,-8622.0,,,,2716.0,415.0,,377.0,-144.0,0.0,,-648.0,3131.0,-1125.0,2006.0,0.0,,,2006.0,0.0,2006.0,0.0,0.0,2006.0,2006.0,,3362.0,0.6,0.6,0.57,3390.0,0.59,0.59,0.57,
12/31/2001,11903.0,,,,,,0.0,,,,,,,,,,,,,,,1245.0,,,,,,1245.0,,0.0,1245.0,1245.0,,3359.0,0.37,0.37,0.37,3385.0,0.37,0.37,0.37,
03/31/2002,10522.0,,,-6080.0,,4442.0,0.0,-2136.0,,,,2306.0,244.0,350.0,350.0,-142.0,0.0,-437.0,-15.0,2550.0,-840.0,1710.0,1791.0,,,-81.0,0.0,-81.0,0.0,0.0,-81.0,-81.0,0.0,3347.0,-0.02,0.51,0.51,3347.0,-0.02,0.51,0.51,
06/30/2002,10843.0,,,-6430.0,,4413.0,,-2156.0,,,,2257.0,468.0,192.0,340.0,-148.0,0.0,,-660.0,2725.0,-880.0,1845.0,0.0,,,1845.0,0.0,1845.0,0.0,0.0,1845.0,1845.0,0.0,3333.0,0.55,0.55,0.55,3333.0,0.55,0.55,0.55,
09/30/2002,10556.0,,,-6287.0,,4269.0,,-2148.0,,,,2121.0,511.0,219.0,356.0,-137.0,,,-730.0,2632.0,-862.0,1770.0,,,,1770.0,,1770.0,,,1770.0,1770.0,,3336.0,0.53,0.53,0.53,3336.0,0.53,0.53,0.53,
12/31/2002,11217.0,,,-7140.0,,4077.0,,-2138.0,,,,1939.0,-60.0,60.0,336.0,-134.0,,,-813.0,2550.0,-402.0,2148.0,29.0,,,2119.0,0.0,2119.0,,0.0,2119.0,2119.0,0.0,3304.0,0.641344,0.650121,0.650121,3376.0,0.627666,0.627666,0.627666,
03/31/2003,10333.0,,,-4041.0,,6292.0,,-4394.0,,,,1898.0,1765.0,181.0,317.0,-136.0,,,-1946.0,3663.0,-1208.0,2455.0,-2548.0,,,5003.0,,5003.0,,,5003.0,5003.0,,3320.0,1.51,0.74,0.74,3335.333333,1.5,0.74,0.74,
06/30/2003,10204.0,,,-4035.0,,6169.0,,-4420.0,,,,1749.0,323.0,232.0,375.0,-143.0,,,-555.0,2072.0,-684.0,1388.0,,,,1388.0,,1388.0,,,1388.0,1388.0,,3334.0,0.42,0.42,0.42,3334.0,0.42,0.42,0.42,
09/30/2003,10239.0,,,-4244.0,,5995.0,,-4385.0,,,,1610.0,205.0,154.0,280.0,-126.0,,,-359.0,1815.0,-599.0,1216.0,,,,1216.0,,1216.0,,0.0,1216.0,1216.0,,3331.0,0.37,0.37,0.37,3331.0,0.37,0.37,0.37,
12/31/2003,10067.0,,,-4333.0,,5734.0,,-4522.0,,,,1212.0,-71.0,71.0,269.0,-198.0,,,-210.0,1351.0,-439.0,912.0,14.0,,,898.0,,898.0,,0.0,898.0,898.0,,3287.0,0.273197,0.277457,0.277457,3287.0,0.273197,0.273197,0.273197,
03/31/2004,10128.0,,,-4227.0,,5901.0,,-4331.0,,,,1570.0,1338.0,115.0,231.0,-116.0,,,-1453.0,2908.0,-960.0,1948.0,,,,1948.0,,1948.0,,,1948.0,1948.0,,3308.0,0.59,0.59,0.59,3323.0,0.59,0.59,0.59,
06/30/2004,10196.0,,,-4292.0,,5904.0,,-4464.0,,,,1440.0,210.0,,235.0,-120.0,0.0,,-325.0,1650.0,-515.0,1135.0,-33.0,,,1168.0,0.0,1168.0,0.0,0.0,1168.0,1168.0,,3312.0,0.35,0.34,0.38,3323.0,0.35,0.34,0.38,
09/30/2004,10292.0,,,-4284.0,,6008.0,,-4310.0,,,,1698.0,157.0,,238.0,-140.0,0.0,,-255.0,1855.0,-610.0,1245.0,-849.0,,,2094.0,0.0,2094.0,0.0,,2094.0,2094.0,,3314.0,0.63,0.38,0.38,3325.0,0.63,0.38,0.38,
12/31/2004,10287.0,,,-4712.0,,5575.0,,-4328.0,,,,1247.0,-440.0,,318.0,-116.0,0.0,,238.0,807.0,-119.0,688.0,0.0,,,688.0,0.0,688.0,0.0,0.0,688.0,688.0,,3307.0,0.21,0.21,0.34,3317.0,0.21,0.21,0.34,
03/31/2005,10248.0,,,-4388.0,,5860.0,,-4304.0,,,,1556.0,-255.0,244.0,353.0,-109.0,0.0,,11.0,1301.0,-416.0,885.0,0.0,,,885.0,0.0,885.0,0.0,0.0,885.0,885.0,,3303.0,0.27,0.27,0.34,3315.0,0.27,0.27,0.34,
06/30/2005,10317.0,,,-4401.0,,5916.0,,-4398.0,,,,1518.0,-34.0,249.0,349.0,-100.0,,,-215.0,1484.0,-484.0,1000.0,,,,1000.0,,1000.0,,,1000.0,1000.0,,3302.0,0.3,0.3,0.43,3743.0,0.3,0.3,0.43,
09/30/2005,10304.0,,,-4364.0,,5940.0,,-3978.0,,,,1962.0,-118.0,267.0,349.0,-82.0,,,-149.0,1844.0,-598.0,1246.0,0.0,,,1246.0,0.0,1246.0,0.0,0.0,1246.0,1246.0,,3296.0,0.38,0.38,0.47,3943.0,0.38,0.38,0.47,
12/31/2005,12909.0,,,-5856.0,,7053.0,,-5921.0,,,,1132.0,-43.0,,405.0,-92.0,0.0,,-270.0,1089.0,566.0,1655.0,0.0,,,1655.0,0.0,1655.0,0.0,0.0,1655.0,1655.0,,3569.0,0.46,0.46,0.48,3580.0,0.46,0.46,0.48,
03/31/2006,15756.0,,,-7364.0,,8392.0,,-6201.0,,,,2191.0,-34.0,379.0,464.0,-85.0,0.0,,-345.0,2157.0,-712.0,1445.0,0.0,,,1445.0,0.0,1445.0,0.0,0.0,1445.0,1445.0,,3882.0,0.37,0.37,0.52,3902.0,0.37,0.37,0.52,
06/30/2006,15770.0,,,-7163.0,,8607.0,,-6003.0,,,,2604.0,93.0,377.0,472.0,-95.0,0.0,,-470.0,2697.0,-889.0,1808.0,0.0,,,1808.0,0.0,1808.0,0.0,0.0,1808.0,1808.0,,3886.0,0.47,0.47,0.59,3905.0,0.46,0.46,0.58,
09/30/2006,15638.0,,,-6664.0,,8974.0,,-6057.0,,,,2917.0,316.0,344.0,442.0,-98.0,,,-660.0,3233.0,-1068.0,2165.0,0.0,,,2165.0,0.0,2165.0,0.0,0.0,2165.0,2165.0,,3873.0,0.56,0.56,0.63,3892.0,0.56,0.56,0.63,
12/31/2006,15891.0,,,-7092.0,,8799.0,,-6223.0,,,,2576.0,218.0,645.0,465.0,,0.0,,-863.0,2794.0,-856.0,1938.0,0.0,,,1938.0,0.0,1938.0,0.0,0.0,1938.0,1938.0,,3887.0,0.49,0.49,0.22,3909.0,0.5,0.5,0.23,
03/31/2007,28969.0,,,-11252.0,,17717.0,,-13053.0,,,,4664.0,-196.0,838.0,873.0,-35.0,0.0,,-642.0,4468.0,-1620.0,2848.0,0.0,,,2848.0,0.0,2848.0,0.0,0.0,2848.0,2848.0,,6224.0,0.46,0.46,0.66,6266.0,0.45,0.45,0.65,
06/30/2007,29478.0,,,-11658.0,,17820.0,,-12876.0,,,,4944.0,-542.0,879.0,879.0,0.0,0.0,,-337.0,4402.0,-1498.0,2904.0,0.0,,,2904.0,0.0,2904.0,0.0,0.0,2904.0,2904.0,,6145.0,0.47,0.47,0.47,6195.0,0.47,0.47,0.47,
09/30/2007,30132.0,,,-11736.0,,18396.0,,-13092.0,7770.0,,5322.0,5304.0,-742.0,887.0,887.0,0.0,0.0,,-145.0,4562.0,-1499.0,3063.0,0.0,,,3063.0,0.0,3063.0,0.0,0.0,3063.0,3063.0,,6088.0,0.5,0.5,0.5,6129.0,0.5,0.5,0.5,
12/31/2007,30349.0,,,-11734.0,,18615.0,,-13123.0,,,,5492.0,-720.0,,868.0,,0.0,,-148.0,4772.0,-1636.0,3136.0,0.0,,,3136.0,0.0,3136.0,0.0,0.0,3136.0,3136.0,,6054.0,0.52,0.52,0.72,6095.0,0.51,0.51,0.71,
03/31/2008,30744.0,,,-11995.0,,18749.0,0.0,-12769.0,7866.0,,4903.0,5980.0,-531.0,,865.0,,0.0,-243.0,-91.0,5449.0,-1930.0,3519.0,0.0,,,3519.0,-58.0,3461.0,0.0,0.0,3461.0,3461.0,,5997.0,0.58,0.58,0.58,6033.0,0.57,0.57,0.57,
06/30/2008,30866.0,,,-11897.0,,18969.0,0.0,-12402.0,7444.0,,4958.0,6567.0,-613.0,854.0,854.0,0.0,0.0,-212.0,-29.0,5954.0,-2111.0,3843.0,0.0,,,3843.0,-71.0,3772.0,0.0,0.0,3772.0,3772.0,,5926.0,0.64,0.64,0.77,5962.0,0.63,0.63,0.76,
09/30/2008,31342.0,,,-13022.0,,18320.0,0.0,-12702.0,7724.0,,4978.0,5618.0,-624.0,,858.0,,0.0,-257.0,23.0,4994.0,-1705.0,3289.0,0.0,,,3289.0,-59.0,3230.0,0.0,0.0,3230.0,3230.0,,5893.0,0.55,0.55,0.67,5921.0,0.55,0.55,0.67,
12/31/2008,31076.0,,,-12642.0,,18434.0,0.0,-13536.0,8492.0,,5044.0,4898.0,-1131.0,813.0,813.0,0.0,,-107.0,425.0,3767.0,-1290.0,2477.0,0.0,,,2477.0,-73.0,2404.0,0.0,0.0,2404.0,2404.0,,5893.0,0.41,0.41,0.53,5920.0,0.41,0.41,0.53,
03/31/2009,30571.0,27679.0,2892.0,-12195.0,12195.0,18376.0,0.0,-12639.0,7753.0,4886.0,0.0,5737.0,-727.0,,849.0,,,-137.0,15.0,5010.0,-1809.0,3201.0,0.0,0.0,0.0,3201.0,-75.0,3126.0,0.0,0.0,3126.0,3154.6,28.6,5896.0,0.53,0.53,0.535041,5922.0,0.53,0.53,0.534829,
06/30/2009,30614.0,27749.0,2865.0,-12557.0,12557.0,18057.0,0.0,-12557.0,7682.0,4875.0,0.0,5500.0,-615.0,,876.0,,,-231.0,-30.0,4885.0,-1612.0,3273.0,-3.0,-3.0,0.0,3276.0,-78.0,3198.0,0.0,0.0,3198.0,3195.0,0.0,5900.0,0.54,0.54,0.54,5923.0,0.54,0.54,0.54,
09/30/2009,30734.0,27925.0,2809.0,-12907.0,12907.0,17827.0,0.0,-12455.0,7574.0,4881.0,0.0,5372.0,-641.0,,851.0,,,-181.0,-29.0,4731.0,-1463.0,3268.0,-7.0,-7.0,0.0,3275.0,-83.0,3192.0,0.0,0.0,3192.0,3152.5,-32.5,5901.0,0.54,0.54,0.534231,5922.0,0.54,0.54,0.534231,
12/31/2009,30708.0,27818.0,2890.0,-12973.0,12973.0,17735.0,0.0,-13171.0,8205.0,4966.0,0.0,4564.0,-503.0,,795.0,,,-185.0,-107.0,4061.0,-1271.0,2790.0,-14.0,-14.0,0.0,2804.0,-74.0,2730.0,0.0,0.0,2730.0,3343.9,627.9,5901.0,0.46,0.46,0.566667,5927.0,0.46,0.46,0.565939,
03/31/2010,30530.0,28025.0,2505.0,-12383.0,12383.0,18147.0,0.0,-12176.0,7396.0,4780.0,0.0,5971.0,-570.0,,765.0,,,-217.0,22.0,5401.0,-2863.0,2538.0,-2.0,-2.0,0.0,2540.0,-87.0,2453.0,0.0,0.0,2453.0,3485.0,1034.0,5905.0,0.42,0.42,0.590178,5935.0,0.41,0.41,0.584221,
06/30/2010,30808.0,28283.0,2525.0,-12452.0,12452.0,18356.0,0.0,-12273.0,7454.0,4819.0,0.0,6083.0,164.0,,754.0,,,-195.0,-723.0,6247.0,-2160.0,4087.0,5.0,5.0,0.0,4082.0,-79.0,4003.0,0.0,0.0,4003.0,4588.45,580.45,5909.0,0.68,0.68,0.776519,5937.0,0.67,0.67,0.767768,
09/30/2010,31581.0,28561.0,3020.0,-13605.0,13605.0,17976.0,0.0,-12545.0,7672.0,4873.0,0.0,5431.0,-388.0,,729.0,,,-217.0,-124.0,5043.0,6573.0,11616.0,-780.0,-780.0,0.0,12396.0,-77.0,12319.0,0.0,0.0,12319.0,3160.35,-8378.65,5909.0,2.08,1.95,0.534837,5938.0,2.07,1.94,0.528978,
12/31/2010,31361.0,28463.0,2898.0,-13939.0,13939.0,17422.0,0.0,-15334.0,10342.0,4907.0,85.0,2088.0,-541.0,,746.0,,,-133.0,-72.0,1547.0,-388.0,1159.0,-2.0,-2.0,0.0,1161.0,-72.0,1089.0,0.0,0.0,1089.0,3299.47,2212.47,5915.0,0.18,0.18,0.557814,5941.0,0.18,0.18,0.552407,
03/31/2011,31247.0,28550.0,2697.0,-12813.0,12813.0,18434.0,0.0,-12626.0,8042.0,4584.0,0.0,5808.0,-538.0,,846.0,,,-249.0,-59.0,5270.0,-1802.0,3468.0,0.0,0.0,0.0,3468.0,-60.0,3408.0,0.0,0.0,3408.0,3381.35,-26.65,5925.0,0.57,0.57,0.570692,5945.0,0.57,0.57,0.565517,
06/30/2011,31495.0,28687.0,2808.0,-12756.0,12756.0,18739.0,0.0,-12574.0,7972.0,4602.0,0.0,6165.0,-614.0,,848.0,,,-207.0,-27.0,5551.0,-1893.0,3658.0,0.0,0.0,0.0,3658.0,-67.0,3591.0,0.0,0.0,3591.0,3612.45,21.45,5932.0,0.6,0.6,0.608977,5953.0,0.6,0.6,0.603603,
09/30/2011,31478.0,28765.0,2713.0,-12656.0,12656.0,18822.0,0.0,-12587.0,7969.0,4618.0,0.0,6235.0,-650.0,,889.0,,,-193.0,-46.0,5585.0,-1899.0,3686.0,0.0,0.0,0.0,3686.0,-63.0,3623.0,0.0,0.0,3623.0,3593.1,-29.9,5936.0,0.61,0.61,0.605307,5954.0,0.61,0.61,0.604978,
12/31/2011,32503.0,28703.0,3800.0,-16865.0,16865.0,15638.0,0.0,-24628.0,17145.0,4573.0,2910.0,-8990.0,-700.0,,952.0,,,-135.0,-117.0,-9690.0,3062.0,-6628.0,0.0,0.0,0.0,-6628.0,-50.0,-6678.0,0.0,0.0,-6678.0,-278.6,6399.4,5933.0,-1.12,-1.12,-0.046958,5955.0,-1.12,-1.12,-0.046958,
03/31/2012,31822.0,29002.0,2820.0,-12817.0,12817.0,19005.0,0.0,-12904.0,8344.0,4560.0,0.0,6101.0,-584.0,,859.0,,,-223.0,-52.0,5517.0,-1865.0,3652.0,0.0,0.0,0.0,3652.0,-68.0,3584.0,0.0,0.0,3584.0,3556.05,-27.95,5918.0,0.6,0.6,0.600887,5940.0,0.6,0.6,0.595295,
06/30/2012,31575.0,31575.0,,-12254.0,12254.0,19321.0,0.0,-12504.0,8005.0,4499.0,0.0,6817.0,-786.0,,941.0,,,-132.0,-23.0,6031.0,-2066.0,3965.0,0.0,0.0,0.0,3965.0,-63.0,3902.0,0.0,0.0,3902.0,3909.15,7.15,5855.0,0.67,0.67,0.66766,5876.0,0.66,0.66,0.661217,
09/30/2012,31459.0,28456.0,3003.0,-12602.0,12602.0,18857.0,0.0,-12820.0,8308.0,4512.0,0.0,6037.0,-595.0,,824.0,,,-182.0,-47.0,5442.0,-1741.0,3701.0,0.0,0.0,0.0,3701.0,-66.0,3635.0,0.0,0.0,3635.0,3608.35,-26.65,5771.0,0.63,0.63,0.625256,5792.0,0.63,0.63,0.625256,
12/31/2012,32578.0,28531.0,4047.0,-17555.0,17555.0,15023.0,0.0,-20981.0,16409.0,4572.0,0.0,-5958.0,-593.0,,820.0,,,-215.0,-12.0,-6551.0,2772.0,-3779.0,0.0,0.0,0.0,-3779.0,-78.0,-3857.0,0.0,0.0,-3857.0,2391.0,6248.0,5661.0,-0.68,-0.68,0.422364,5680.0,-0.68,-0.68,0.42,
03/31/2013,31356.0,28530.0,2826.0,-12554.0,12554.0,18802.0,0.0,-12862.0,8333.0,4529.0,0.0,5940.0,-610.0,,827.0,,,-185.0,-32.0,5330.0,-1557.0,3773.0,0.0,0.0,0.0,3773.0,-73.0,3700.0,0.0,0.0,3700.0,3528.9,-171.1,5513.0,0.67,0.67,0.640105,5530.0,0.67,0.67,0.63906,
06/30/2013,32075.0,32075.0,,-13270.0,13270.0,18805.0,0.0,-12692.0,8121.0,4571.0,0.0,6113.0,-319.0,,825.0,,,-218.0,-288.0,5794.0,-1914.0,3880.0,0.0,0.0,0.0,3880.0,-58.0,3822.0,0.0,0.0,3822.0,3613.92,-208.08,5381.0,0.71,0.71,0.671608,5397.0,0.71,0.71,0.671445,
09/30/2013,32158.0,28940.0,3218.0,-13403.0,13403.0,18755.0,0.0,-12567.0,7952.0,4615.0,0.0,6188.0,-688.0,,829.0,,,-91.0,-50.0,5500.0,-1595.0,3905.0,0.0,0.0,0.0,3905.0,-91.0,3814.0,0.0,0.0,3814.0,4020.67,206.67,5315.0,0.72,0.72,0.756476,5331.0,0.72,0.72,0.756476,
