Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,2457.8,,,-787.4,,1670.4,,-1149.7,677.3,,472.4,520.7,-81.3,,127.9,,,-54.1,7.5,439.4,-136.9,302.5,2216.6,,,-1914.1,0.0,-1914.1,0.0,0.0,-1914.1,-1914.1,,1200.2,-1.595,0.25,0.25,1200.2,-1.595,0.25,0.25,
06/30/1993,2539.3,,,-803.9,,1735.4,,-1160.5,680.9,,479.6,574.9,-90.0,,130.8,,,-59.8,19.0,484.9,-146.9,338.0,43.6,,,294.4,0.0,294.4,0.0,0.0,294.4,294.4,,1200.4,0.245,0.28,0.28,1200.4,0.245,0.28,0.28,
09/30/1993,2795.1,,,-873.5,,1921.6,,-1266.3,782.1,,484.2,655.3,-68.1,,123.8,,,-65.7,10.0,587.2,-178.4,408.8,20.2,,,388.6,0.0,388.6,0.0,0.0,388.6,388.6,,1198.0,0.325,0.34,0.34,1198.0,0.325,0.34,0.34,
03/31/1994,2646.2,,,-839.5,,1806.7,,-1208.3,716.3,,492.0,598.4,-59.4,,115.5,,,-70.0,13.9,539.0,-181.3,357.7,0.0,,,357.7,0.0,357.7,0.0,0.0,357.7,357.7,,1203.6,0.295,0.295,0.295,1203.6,0.295,0.295,0.295,
06/30/1994,2764.6,,,-867.0,,1897.6,,-1243.8,739.3,,504.5,653.8,-67.6,,117.2,,,-67.4,17.8,586.2,-200.7,385.5,0.0,,,385.5,0.0,385.5,0.0,0.0,385.5,385.5,,1202.6,0.32,0.32,0.32,1202.6,0.32,0.32,0.32,
09/30/1994,3000.1,,,-959.0,,2041.1,,-1270.7,764.4,,506.3,770.4,-50.1,,116.9,,,-73.1,6.3,720.3,-239.5,480.8,0.0,,,480.8,0.0,480.8,0.0,0.0,480.8,480.8,,1203.4,0.4,0.4,0.4,1203.4,0.4,0.4,0.4,
03/31/1995,2877.7,,,-867.5,,2010.2,,-1290.9,758.7,,532.2,719.3,-135.1,,133.8,,,-4.5,5.8,584.2,-189.0,395.2,0.0,,,395.2,0.0,395.2,0.0,0.0,395.2,395.2,,1215.0,0.325,0.325,0.325,1215.0,0.325,0.325,0.325,
06/30/1995,2988.7,,,-881.8,,2106.9,,-1344.6,805.3,,539.3,762.3,-94.1,,126.2,,,-43.1,11.0,668.2,-226.2,442.0,0.0,,,442.0,0.0,442.0,0.0,0.0,442.0,442.0,,1216.4,0.365,0.365,0.365,1216.4,0.365,0.365,0.365,
09/30/1995,3242.0,,,-963.7,,2278.3,,-1387.5,846.4,,541.1,890.8,-90.8,,130.5,,,-51.7,12.0,800.0,-265.7,534.3,2819.3,,,-2285.0,0.0,-2285.0,0.0,0.0,-2285.0,-2285.0,,1219.8,-1.875,0.44,0.44,1219.8,-1.875,0.44,0.44,
12/31/1995,5725.0,,,,,,,-4571.0,,,,1154.0,-418.0,,,,0.0,,418.0,736.0,,736.0,0.0,,,,0.0,736.0,0.0,,736.0,736.0,,1840.0,0.4,0.4,0.4,1840.0,0.4,0.4,0.4,
03/31/1996,5574.0,,,-2943.0,,2631.0,,-1173.0,,,,1458.0,-165.0,,212.0,,0.0,,-47.0,1293.0,-495.0,798.0,-90.0,,,888.0,0.0,888.0,0.0,,888.0,888.0,,1850.0,0.48,0.4315,0.48,1850.0,0.48,0.48,0.48,
06/30/1996,5738.0,,,-2955.0,,2783.0,,-1294.0,,,,1489.0,-177.0,,213.0,,0.0,,-36.0,1312.0,-509.0,803.0,0.0,,,803.0,0.0,803.0,0.0,,803.0,803.0,,1845.978027,0.435,0.435,0.435,1845.978027,0.435,0.435,0.435,
09/30/1996,5957.0,,,-3116.0,,2841.0,,-1309.0,,,,1532.0,-145.0,,193.0,,0.0,,-48.0,1387.0,-520.0,867.0,0.0,,,867.0,0.0,867.0,0.0,,867.0,867.0,,1844.680054,0.47,0.47,0.47,1844.680054,0.47,0.47,0.47,
12/31/1996,6217.0,,,-3315.0,,2902.0,,-1545.0,,,,1357.0,-200.0,,194.0,,0.0,,6.0,1157.0,-436.0,721.0,0.0,,,721.0,0.0,721.0,0.0,,721.0,721.0,,1825.31604,0.395,0.395,0.395,1825.31604,0.395,0.395,0.395,
03/31/1997,5973.0,,,-3123.0,,2850.0,,-1264.0,,,,1586.0,-201.0,,208.0,,0.0,,-7.0,1385.0,-528.0,857.0,0.0,,,857.0,0.0,857.0,0.0,,857.0,857.0,,1824.881958,0.47,0.47,0.42,1838.07605,0.466,0.466,0.4175,
06/30/1997,5921.0,,,-3873.0,,2048.0,,-2981.0,,,,-933.0,-254.0,,245.0,,0.0,,9.0,-1187.0,400.0,-787.0,0.0,,,-787.0,0.0,-787.0,0.0,,-787.0,-787.0,,1825.52002,-0.43,-0.43,0.45,1825.52002,-0.43,-0.43,0.45,
09/30/1997,6329.0,,,-3451.0,,2878.0,,-1406.0,,,,1472.0,-204.0,,240.0,,0.0,,-36.0,1268.0,-452.0,816.0,0.0,,,816.0,0.0,816.0,0.0,,816.0,816.0,,1828.52002,0.445,0.445,0.47,1844.199951,0.44,0.44,0.465,
12/31/1997,8458.0,,,-12656.0,,-4198.0,0.0,,,,,1453.0,-350.0,,350.0,,,,,1103.0,-315.0,788.0,,,,788.0,,788.0,0.0,0.0,788.0,788.0,,3668.0,0.215,0.215,0.305,3668.0,0.215,0.215,0.305,
03/31/1998,11038.0,,,,,,,,,,,2685.0,,,,,,,,,,,,,,,,1483.0,0.0,,1483.0,1483.0,,3449.0,0.43,0.43,0.44,3449.0,0.43,0.43,0.44,
