Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,459.200989,-372.256012,86.944977,-68.262001,18.683001,-7.472,,0.714,11.925,-4.362,7.563,0.0,0,7.563,0,,7.563,,,7.563,,0.42,0.42,17.84,0.42,0.42,0.42,17.84,
06/30/1990,485.360992,-393.019012,92.34198,-68.282997,24.059,-8.11,,0.934,16.883,-6.223,10.66,0.0,0,10.66,0,,10.66,,,10.66,,0.6,0.6,17.834,0.6,0.6,0.6,17.834,
09/29/1990,452.733002,-367.967987,84.765015,-63.647999,21.117001,-7.555,,-70.660004,-57.098003,21.080999,-36.016998,0.0,0,-36.016998,0,,-36.016998,,,-36.017004,,-2.02,-2.02,17.837,-2.02,-2.02,-2.02,17.837,
12/29/1990,480.683014,-389.013,91.670014,-62.699001,28.971001,-7.509,,-0.306,21.156001,-10.195,10.961,0.0,0,10.961,0,,10.961,,,10.961001,0.61,0.61,0.61,17.672001,0.61,0.61,0.61,17.672001,
03/31/1991,430.393005,-356.537994,73.855011,-65.414001,8.441,-7.52,,1.52,2.441,-1.013,1.428,0.0,0,1.428,0,,1.428,,,1.428,,0.08,0.08,17.672001,0.08,0.08,0.08,17.672001,
06/29/1991,482.690002,-397.462006,85.227997,-68.554001,16.674,-8.267,,1.433,9.84,-4.104,5.736,0.0,0,5.736,0,,5.736,,,5.735999,,0.32,0.32,17.697001,0.32,0.32,0.32,17.697001,
09/28/1991,476.078003,-386.604004,89.473999,-67.805,21.669001,-8.443,,0.856,14.082001,-6.017,8.065,0.0,0,8.065,0,,8.065,,,8.065001,,0.46,0.46,17.705999,0.46,0.46,0.46,17.705999,
12/28/1991,501.244995,-399.662994,101.582001,-68.928001,32.653999,-8.051,,-1.293,23.309999,-11.442,11.868,0.0,0,11.868,0,,11.868,,,11.867999,0.67,0.67,0.67,17.709999,0.67,0.67,0.67,17.709999,
03/28/1992,462.868011,-376.247986,86.620026,-69.648003,16.972,-7.659,,0.038,9.351,-4.005,5.346,0.0,0,5.346,0,,5.346,,,5.346,,0.3,0.3,17.794001,0.3,0.3,0.3,17.794001,
06/27/1992,486.022003,-390.447998,95.574005,-67.828003,27.746,-7.894,,0.824,20.676,-9.434,11.242,0.0,0,11.242,0,,11.242,,,11.242,,0.63,0.63,17.799999,0.63,0.63,0.63,17.799999,
09/26/1992,494.966003,-395.459015,99.506989,-69.255997,30.250999,-7.633,,0.864,23.482,-10.184,13.298,0.0,0,13.298,0,,13.298,,,13.298,,0.75,0.75,17.809,0.75,0.75,0.75,17.809,
01/02/1993,531.835999,-423.201996,108.634003,-70.442001,38.192001,-8.232,,-3.474,26.486001,-11.842,14.644,0.0,0,14.644,0,,14.644,,,14.644001,0.82,0.82,0.82,17.818001,0.82,0.82,0.82,17.818001,
04/03/1993,501.753998,-404.80899,96.945007,-72.162003,24.783001,-8.041,,-0.23,16.512001,-7.355,9.157,-72.542995,0,-63.386002,0,,-63.386002,,,9.157001,,0.51,-3.56,17.827,0.51,0.51,-3.56,17.827,
07/03/1993,483.872009,-389.893005,93.979004,-69.396004,24.583,-7.509,0.0,-1.641,15.433,-6.482,8.951,0.0,0,8.951,0,,8.951,,,8.951,,0.5,0.5,17.84,0.5,0.5,0.5,17.84,
10/02/1993,514.463989,-410.759003,103.704987,-69.696999,34.007999,-7.53,,-1.613,24.864999,-11.192,13.673,0.0,0,13.673,0,,13.673,,,13.672999,,0.77,0.77,17.84,0.77,0.77,0.77,17.84,
01/01/1994,522.726013,-413.960999,108.765014,-70.283997,38.480999,-7.176,,-4.302,27.002999,-11.528,15.475,0.0,0,15.475,0,,15.475,,,15.474999,0.87,0.87,0.87,17.787001,0.87,0.87,0.87,17.787001,
04/02/1994,485.213013,-392.139008,93.074005,-74.772003,18.302,-7.179,0.0,-0.764,10.359,-4.558,5.801,0.0,0,5.801,0,,5.801,,,5.801,,0.33,0.33,17.813,0.33,0.33,0.33,17.813,
07/02/1994,515.26001,-412.855011,102.404999,-73.684998,28.719999,-7.254,0.0,1.346,22.811999,-9.732,13.08,0.0,0,13.08,0,,13.08,,,13.079999,,0.73,0.73,17.766001,0.73,0.73,0.73,17.766001,
10/01/1994,535.265015,-417.757996,117.507019,-76.323997,41.182999,-6.795,0.0,-0.53,33.857999,-14.244,19.614,0.0,0,19.614,0,,19.614,,,19.613998,,1.1,1.1,17.792,1.1,1.1,1.1,17.792,
12/31/1994,533.172974,-409.737,123.435974,-75.799004,47.637001,-8.025,0.0,0.071,39.683001,-15.951,23.732,0.0,0,23.732,0,,23.732,,,23.732001,1.34,1.34,1.34,17.799999,1.34,1.34,1.34,17.799999,
04/01/1995,483.135986,-396.028015,87.107971,-64.010002,23.098,-7.252,0.0,0.835,16.681,-6.813,9.868,0.0,0,9.868,0,,9.868,,,9.867999,0.55,0.55,0.55,17.806999,0.55,0.55,0.55,17.806999,
07/01/1995,532.671997,-437.463989,95.208008,-65.720001,29.488001,-7.888,0.0,2.014,23.614001,-9.222,14.392,0.0,0,14.392,0,,14.392,,,14.392001,0.78,0.78,0.78,18.451,0.78,0.78,0.78,18.451,
09/30/1995,623.73999,-511.817993,111.921997,-68.750999,43.171001,-8.778,0.0,0.23,34.623002,-13.317,21.306,0.0,0,21.306,0,,21.306,,,21.306001,1.08,1.08,1.08,18.944,1.08,1.08,1.08,18.944,
12/30/1995,593.505005,-483.231995,110.27301,-72.508003,37.764999,-8.117,,6.367,36.014999,-9.955,26.059999,0.0,0,26.059999,0,,26.059999,,,26.059999,1.3,1.3,1.3,20.046,1.3,1.3,1.3,20.046,
03/30/1996,583.492981,-477.755005,105.737976,-78.652,27.086,-7.834,0.0,0.939,20.191,-7.885,12.306,0.0,0,12.306,0,,12.306,,,12.306,0.61,0.61,0.61,20.174,0.6,0.6,0.6,20.389,
06/29/1996,540.242981,-439.222992,101.019989,-69.808998,31.211,-5.538,0.0,12.118,37.791,5.193,42.984001,-3.552,0,39.431999,0,,39.431999,,,42.984,0.79,2.14,1.96,20.118,0.78,2.13,1.95,20.431,
09/28/1996,562.900024,-455.667999,107.232025,-69.334999,37.896999,-4.492,0.0,1.715,35.119999,-12.503,22.617001,0.0,0,22.617001,0,,22.617001,,,22.616999,1.13,1.12,1.12,20.195,1.12,1.11,1.11,20.375999,
12/28/1996,556.690979,-457.602997,99.087982,-81.529999,17.558001,-4.2,4.855,-6.796,11.417001,-0.891,10.526,0.0,0,10.526,0,,10.526,,,10.526001,0.68,0.52,0.52,20.242001,0.67,0.51,0.51,20.459999,
03/29/1997,543.008972,-446.756989,96.251984,-71.031998,25.219999,-4.521,0.0,-2.614,18.084999,-6.874,11.211,0.0,0,11.211,0,,11.211,3.042,,14.252999,0.64,0.56,0.56,20.02,0.64,0.54,0.54,20.471001,
06/28/1997,528.93103,-430.828003,98.103027,-68.434998,29.667999,-4.705,0.0,-2.521,22.441999,-7.315,15.127,0.0,0,15.127,0,,15.127,2.221,,17.347999,0.82,0.75,0.75,20.158001,0.81,0.73,0.73,20.719,
09/27/1997,579.236023,-470.802002,108.434021,-67.766998,40.667,-4.615,0.0,4.84,40.892,-13.493,27.399,0.0,0,27.399,0,,27.399,2.329,,29.728,1.23,1.36,1.36,20.160999,1.21,1.32,1.32,20.73,
01/03/1998,574.898987,-471.743988,103.154999,-72.458,30.697001,-4.742,0.0,-4.437,21.518001,-6.29,15.228,0.0,0,15.228,0,,15.228,2.372,,17.600001,0.88,0.76,0.76,20.037001,0.9,0.74,0.74,20.659,
04/04/1998,556.736023,-455.05899,101.677032,-75.000999,26.676001,-5.554,0.0,-26.125999,-5.003999,1.905,-3.099,0.0,0,-3.099,0,,-3.099,26.27,,23.171002,0.66,-0.16,-0.16,19.396,0.66,-0.16,-0.16,19.396,
07/04/1998,537.08197,-443.877014,93.204956,-77.060997,16.143999,-6.504,0.0,-0.76,8.879999,-3.379,5.501,0.0,0,5.501,0,,5.501,3.571,,9.071999,0.41,0.29,0.29,18.85,0.4,0.28,0.28,19.316,
10/03/1998,578.312012,-479.139008,99.173004,-70.509003,28.664,-6.741,0.0,12.65,34.572999,-12.751,21.822001,0.0,0,21.822001,0,,21.822001,-7.122,,14.699998,0.81,1.2,1.2,18.125,0.8,1.19,1.19,18.354,
01/02/1999,508.367004,-417.682007,90.684998,-64.703003,25.982,-6.27,0.0,0.618,20.33,-7.225,13.105,0.0,0,13.105,0,,13.105,4.343,,17.448,0.8,0.74,0.73999,17.827,0.8,0.72,0.72,18.132,
04/03/1999,584.0,-481.355988,102.644012,-72.819,29.825001,-6.329,0.0,1.075,24.571001,-9.327,15.244,0.0,0,15.244,0,,15.244,0.452,,15.696001,0.87,0.85,0.85,17.830999,0.86,0.84,0.84,18.089001,
07/03/1999,544.908997,-446.042999,98.865997,-71.375999,27.49,-6.561,0.0,0.522,21.451,-8.157,13.294,0.0,0,13.294,0,,13.294,0.263,,13.557,0.75,0.74,0.74,17.865999,0.74,0.73,0.73,18.171,
10/02/1999,562.896973,-456.928009,105.968964,-71.579002,34.389999,-6.741,0.0,1.377,29.025999,-11.038,17.988001,0.0,0,17.988001,0,,17.988001,0.129,,18.116999,1.01,1.01,1.01,17.878,0.99,0.99,0.99,18.195999,
01/01/2000,528.596985,-416.575989,112.020996,-69.696999,42.324001,-6.889,0.0,0.745,36.180001,-13.745,22.434999,0.0,0,22.434999,0,,22.434999,,,22.435001,1.25,1.25,1.25,17.9,1.23,1.23,1.23,18.216999,
04/01/2000,593.223999,-478.166992,115.057007,-75.333,39.723999,-7.876,0.0,0.082,31.929999,-11.823,20.107,0.0,0,20.107,0,0.0,20.107,,,20.106999,1.12,1.12,1.12,17.912001,1.1,1.1,1.1,18.205999,
07/01/2000,573.127991,-456.993988,116.134003,-74.227997,41.905998,-8.018,0.0,-3.029,30.858999,-11.415,19.444,0.0,0,19.444,0,0.0,19.444,2.89,-1.09,21.243999,1.18,1.08,1.08,17.923,1.16,1.06,1.06,18.330999,
09/30/2000,574.752991,-466.152008,108.600983,-71.906998,36.694,-8.15,0.0,0.186,28.730001,-10.633,18.097,0.0,0,18.097,0,0.0,18.097,,,18.097,1.01,1.01,1.01,17.924,1.0,1.0,1.0,18.117001,
