Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,7.365,,-3.847,,,3.518,,-2.923,,,,,,0.595,0.339,,0.0,,0.0,-0.339,0.934,-0.28,0.654,0.0,,,0.654,0.0,0.654,0.0,,0.654,0.654,,32.464001,0.02,0.02,,32.464001,0.02,0.02,0.02,
09/30/1992,7.16,,-3.721,,,3.439,,-3.553,,,,,,-0.114,0.136,,0.0,,0.0,-0.136,0.022,0.0,0.022,0.0,,,0.022,0.0,0.022,0.0,,0.022,0.022,,32.392353,0.00125,0.00125,,32.392353,0.00125,0.00125,0.00125,
12/31/1992,5.441,,-2.872,,,2.569,,-3.095,,,,,,-0.526,-0.155,,0.0,,0.0,0.155,-0.681,0.204,-0.477,0.0,,,-0.477,0.0,-0.477,0.0,,-0.477,-0.477,,31.280001,-0.015,-0.015,,31.280001,-0.015,-0.015,-0.015,
03/27/1993,6.43,,-3.563,,,2.867,,-2.958,,,,,,-0.091,-0.043,,0.0,,0.0,0.043,-0.134,-0.04,-0.174,0.0,,,-0.174,0.0,-0.174,0.0,,-0.174,-0.174,,31.4,-0.005,-0.005,,31.4,-0.005,-0.005,-0.005,
06/30/1993,6.634,,-3.63,,,3.004,,-3.195,,,,,,-0.191,0.022,,0.0,,,-0.022,-0.169,0.0,-0.169,0.0,,,-0.169,0.0,-0.169,0.0,,-0.169,-0.169,,31.504,-0.005,-0.005,,31.504,-0.005,-0.005,-0.005,
09/30/1993,5.634,,-3.664,,,1.97,,-2.907,,,,,,-0.937,-0.154,,0.0,,0.0,0.154,-1.091,0.136,-0.955,0.0,,,-0.955,0.0,-0.955,0.0,,-0.955,-0.955,,31.571119,-0.03,-0.03,,31.571119,-0.03,-0.03,-0.03,
12/25/1993,7.647316,,-4.109,,,3.538316,,-2.999,,,,,,0.539,0.064,,0.0,,,-0.064,0.603,-0.19,0.413,0.0,,,0.413,0.0,0.413415,0.0,,0.413415,0.413415,,32.379566,0.0125,0.0125,,32.379566,0.0125,0.0125,0.0125,
03/26/1994,9.907,,-5.343,,,4.564,,-3.306,,,,,,1.258,0.016,,0.0,,,-0.016,1.274,-0.4,0.874,0.0,,,0.874,0.0,0.873989,0.0,,0.873989,0.873989,,32.880001,0.02625,0.02625,,32.880001,0.02625,0.02625,0.02625,
06/25/1994,10.948,,-5.855,,,5.093,,-3.478,,,,,,1.615,0.126,,0.0,,,-0.126,1.741,-0.545,1.196,0.0,,,1.196,0.0,1.196,0.0,,1.196,1.196,,34.071999,0.035,0.035,,34.071999,0.035,0.035,0.035,
09/24/1994,8.553684,,-5.558,,,2.995684,,-3.74,,,,,,-0.744,1.456,,0.0,,0.0,-1.456,0.712,-0.2,0.512,0.0,,,0.512,0.0,0.511596,0.0,,0.511596,0.511596,,34.816002,0.015,0.015,,34.816002,0.015,0.015,0.015,
12/31/1994,10.199,,-5.343,,,4.856,,-3.984,,,,,,0.872,0.032,,0.0,,,-0.032,0.904,-0.26,0.644,0.0,,,0.644,0.0,0.644,0.0,,0.644,0.644,,35.231998,0.01875,0.01875,,35.231998,0.01875,0.01875,0.01875,
03/25/1995,9.031,,-4.893,,,4.138,,-4.019,,,,,,0.119,0.094,,0.0,,,-0.094,0.213,-0.06,0.153,0.0,,,0.153,0.0,0.153,0.0,,0.153,0.153,,35.279999,0.00375,0.00375,,35.279999,0.00375,0.00375,0.00375,
06/24/1995,11.301,,-5.67,,,5.631,,-5.086,,,,,,0.545,0.073,,0.0,,,-0.073,0.618,-0.13,0.488,0.0,,,0.488,0.0,0.488,0.0,,0.488,0.488,,35.271999,0.01375,0.01375,,35.271999,0.01375,0.01375,0.01375,
09/30/1995,10.599,,-6.185,,,4.414,,-3.509,,,,,,0.905,-0.12,,0.0,,,0.12,0.785,-0.2,0.585,0.0,,,0.585,0.0,0.585,0.0,,0.585,0.585,,35.904,0.01625,0.01625,0.01625,35.904,0.01625,0.01625,0.01625,
12/30/1995,18.691999,,-8.385,,,10.306999,,-7.219,,,,,,3.088,-0.63,,0.0,,,0.63,2.458,-0.74,1.718,0.0,,,1.718,0.0,1.718,0.0,,1.718,1.718,,42.183998,0.04,0.04,0.04,42.183998,0.04,0.04,0.04,
03/30/1996,22.294001,,-9.948,,,12.346001,,-8.046,,,,,,4.3,0.594,,0.0,,,-0.594,4.894,-1.474,3.42,0.0,,,3.42,0.0,3.42,0.0,,3.42,3.42,,49.355999,0.07,0.07,0.07,49.355999,0.07,0.07,0.07,
06/29/1996,26.233,,-11.629,,,14.604,,-8.796,,,,,,5.808,0.699,,0.0,,,-0.699,6.507,-2.401,4.106,0.0,,,4.106,0.0,4.106,0.0,,4.106,4.106,,53.512001,0.0775,0.0775,0.0775,53.512001,0.0775,0.0775,0.0775,
09/28/1996,24.372,,-11.291,,,13.080999,,-9.605,,,,,,3.476,-0.278,,0.0,,,0.278,3.198,-1.085,2.113,0.0,,,2.113,0.0,2.113,0.0,,2.113,2.113,,55.084,0.0375,0.0375,0.075,55.084,0.0375,0.0375,0.075,
12/28/1996,27.110001,,-11.954,,,15.156,,-9.209,,,,,,5.947,0.961,,0.0,,,-0.961,6.908,-2.5,4.408,0.0,,,4.408,0.0,4.408,0.0,,4.408,4.408,,51.515999,0.085,0.085,0.085,54.548,0.08,0.08,0.08,
03/29/1997,28.0,,-12.449,,,15.551,,-9.52,,,,,,6.031,1.31,,0.0,,,-1.31,7.341,-2.69,4.651,0.0,,,4.651,0.0,4.651,0.0,,4.651,4.651,,51.816002,0.09,0.09,0.09,54.647999,0.085,0.085,0.085,
06/28/1997,26.948,,-11.941,,,15.007,,-8.988,,,,,,6.019,1.377,,0.0,,,-1.377,7.396,-2.65,4.746,0.0,,,4.746,0.0,4.746,0.0,,4.746,4.746,,52.139999,0.09,0.09,0.09,54.703999,0.0875,0.0875,0.0875,
09/27/1997,24.631001,,-11.148,,,13.483001,,-9.085,,,,,,4.398,1.526,,0.0,,,-1.526,5.924,-2.0,3.924,0.0,,,3.924,0.0,3.924,0.0,,3.924,3.924,,54.848,0.0725,0.0725,0.0725,54.848,0.0725,0.0725,0.0725,
12/27/1997,26.121,,-12.74,,,13.381,,-11.383,,,,,,1.998,1.215,,0.09,,,-1.305,3.213,-1.15,2.063,0.0,,,2.063,0.0,2.063377,0.0,,2.063377,2.063377,,52.528,0.04,0.04,0.04,55.16,0.0375,0.0375,0.0375,
03/28/1998,30.197001,,-14.662,,,15.535001,,-12.628,,,,,,2.907,1.363,,,,,-1.363,4.27,-1.55,2.72,0.0,,,2.72,0.0,2.72,0.0,,2.72,2.72,,52.787998,0.0525,0.0525,0.0525,55.035999,0.05,0.05,0.05,
06/27/1998,34.425999,,-15.91,,,18.515999,,-13.234,,,,,,5.282,1.507,,,,,-1.507,6.789,-2.5,4.289,0.0,,,4.289,0.0,4.289,0.0,,4.289,4.289,,53.335999,0.08,0.08,0.08,55.228001,0.0775,0.0775,0.0775,
09/26/1998,24.82,,-12.579,,,12.240999,,-11.574,,,,,,0.667,1.249,,,,,-1.249,1.916,-0.6,1.316,0.0,,,1.316,0.0,1.316,0.0,,1.316,1.316,,53.484001,0.025,0.025,0.025,55.200001,0.0225,0.0225,0.0225,
12/26/1998,24.632,,-12.791,,,11.841,,-9.886,,,,,,1.955,1.222,,,-1.253,,0.031,3.177,-1.14,2.037,0.0,,,2.037,0.0,2.037,0.0,,2.037,2.037,,53.36,0.0375,0.0375,0.0375,54.552,0.0375,0.0375,0.0375,
03/27/1999,19.362,,-11.533,,,7.829,,-10.231,,,,,,-2.402,0.694,,,-0.991,,0.297,-1.708,0.62,-1.088,0.0,,,-1.088,0.0,-1.088,0.0,,-1.088,-1.088,,53.459999,-0.02,-0.02,-0.02,53.459999,-0.02,-0.02,-0.02,
06/26/1999,20.007999,,-12.093,,,7.914999,,-10.984,,,,,,-3.069,0.681,,,-0.848,,0.167,-2.388,0.855,-1.533,0.0,,,-1.533,0.0,-1.533,0.0,,-1.533,-1.533,,55.364,-0.0275,-0.0275,-0.0075,55.364,-0.0275,-0.0275,-0.0075,
09/25/1999,20.138,,-13.916,,,6.222,,-12.184,,,,,,-5.962,1.059,,,-0.92,,-0.139,-4.903,1.74,-3.163,0.0,,,-3.163,0.0,-3.163,0.0,,-3.163,-3.163,,55.007999,-0.0575,-0.0575,-0.005,55.007999,-0.0575,-0.0575,-0.005,
12/25/1999,21.295,,-13.032,,,8.263,,-13.555,,,,,,-5.292,0.822,,,-0.853,,0.031,-4.47,1.6,-2.87,0.0,,,-2.87,0.0,-2.87,0.0,,-2.87,-2.87,,61.048,-0.0475,-0.0475,-0.0475,61.048,-0.0475,-0.0475,-0.0475,
03/25/2000,23.252001,,-13.524,,,9.728001,,-14.094,,,,,,-4.366,0.982,,,-1.026,,0.044,-3.384,1.2,-2.184,0.0,,,-2.184,0.0,-2.184,0.0,,-2.184,-2.184,,61.272,-0.035,-0.035,-0.035,61.272,-0.035,-0.035,-0.035,
07/01/2000,22.083,,-13.975,,,8.108,,-13.131,,,,,,-5.023,0.88,,,-0.888,,0.008,-4.143,1.5,-2.643,0.0,,,-2.643,0.0,-2.643,0.0,,-2.643,-2.643,,61.308,-0.0425,-0.0425,-0.0425,61.308,-0.0425,-0.0425,-0.0425,
09/30/2000,27.115999,,-23.073,,,4.042999,,-16.721001,,,,,,-12.678,-4.344,,,-0.8,,5.144,-17.022,6.1,-10.922,0.0,,,-10.922,0.0,-10.922,0.0,,-10.922,-10.922,,61.488,-0.1775,-0.1775,-0.0375,61.488,-0.1775,-0.1775,-0.0375,
12/30/2000,44.550999,,-31.280001,,,13.270998,,-20.23,,,,,,-6.959,0.194,,,-0.318,,0.124,-6.765,0.0,-6.765,0.0,,,-6.765,0.0,-6.765,0.0,,-6.765,-6.765,,61.548,-0.11,-0.11,-0.11,61.548,-0.11,-0.11,-0.11,
03/31/2001,43.741001,,-29.271999,,,14.469002,,-21.596001,,,,,,-7.127,-0.764,,,-0.277,,1.041,-7.891,-0.054,-7.945,0.0,,,-7.945,0.0,-7.945,0.0,,-7.945,-7.945,,61.868,-0.1275,-0.1275,-0.1275,61.868,-0.1275,-0.1275,-0.1275,
06/30/2001,44.938,,-26.290001,,,18.647999,,-18.403999,,,,,,0.244,-1.36,,,-0.258,,1.618,-1.116,-0.097,-1.213,0.0,,,-1.213,0.0,-1.213,0.0,,-1.213,-1.213,,61.904,-0.02,-0.02,-0.0975,61.904,-0.02,-0.02,-0.0975,
09/29/2001,45.262,,-29.335,,,15.927,,-19.372,14.03,8.519,,,5.342,-3.445,-1.465,,,-0.173,,1.638,-4.91,-0.018,-4.928,,,,-4.928,,-4.928,,0.0,-4.928,-4.928,0.5252,62.28,-0.08,-0.08,-0.0725,62.28,-0.08,-0.08,-0.0725,
12/29/2001,47.584999,,-29.916,,,17.668999,,-16.875,,,,,,0.794,-2.286,,,-0.088,,2.374,-1.492,-0.081,-1.573,0.0,,,-1.573,0.0,-1.573,0.0,0.0,-1.573,-1.573,,64.276001,-0.025,-0.025,0.0,64.276001,-0.025,-0.025,0.0,
03/30/2002,46.401001,,-28.372999,,,18.028002,,-16.889999,,,,,,1.138,-1.135,,,-0.17,,1.305,0.003,4.423,4.426,0.0,,,4.426,0.0,4.426,0.0,0.0,4.426,4.426,,75.788002,0.0575,0.0575,0.0625,80.727997,0.055,0.055,0.06,
06/29/2002,48.008,,-29.86,,,18.148,,-17.111,12.252,,,,4.859,1.037,-0.545,-0.142,,-0.142,0.0,0.687,0.492,,0.492,0.0,,,,0.0,0.492,0.0,0.0,0.492,0.492,,77.028,0.0075,0.0075,0.0075,81.816,0.005,0.005,0.005,
09/28/2002,48.198002,,-30.226999,,,17.971003,,-16.712999,,,,,,1.258,-0.511,,,-0.173,,0.684,0.747,-3.913,-3.166,0.0,,,-3.166,0.0,-3.166,0.0,0.0,-3.166,-3.166,,84.428,-0.0375,-0.0375,-0.0375,84.428,-0.0375,-0.0375,-0.0375,
12/28/2002,49.002,,-31.207,,,17.795,0.0,-18.818,14.057,8.88,,,4.761,-1.023,0.151,,,-0.176,,0.025,-0.872,-0.002,-0.874,0.207,,,-1.081,0.0,-1.081,0.0,0.0,-1.081,-1.081,,77.9,-0.015,-0.0125,-0.0125,77.9,-0.015,-0.0125,-0.0125,
03/29/2003,50.297001,,-31.985001,,,18.312,,-18.007,,,,,,0.305,0.092,,,-0.243,,0.151,0.397,-0.052,0.345,0.0,,,0.345,0.0,0.345,0.0,0.0,0.345,0.345,,78.32,0.005,0.005,0.005,80.139999,0.005,0.005,0.005,
06/28/2003,52.332001,,-33.852001,,,18.48,,-17.445999,,,,,,1.034,0.037,,,-0.137,,0.1,1.071,-0.052,1.019,0.0,,,1.019,0.0,1.019,0.0,0.0,1.019,1.019,,78.624,0.0125,0.0125,0.0125,80.944,0.0125,0.0125,0.0125,
09/27/2003,52.346001,,-33.353001,,,18.993,,-16.284,,,,,,2.709,-0.04,,,-0.129,,0.169,2.669,-0.07,2.599,0.0,,,2.599,0.0,2.599,0.0,0.0,2.599,2.599,,79.22,0.0325,0.0325,0.0325,83.103996,0.0325,0.0325,0.0325,
12/27/2003,49.882,,-30.46,,,19.422,0.0,-18.361,14.325,9.031,,,4.036,1.061,0.017,,,-0.108,,0.091,1.078,-0.038,1.04,,,,1.04,,1.04,0.0,0.0,1.04,1.04,,79.916,0.0125,0.0125,0.0125,83.588,0.0125,0.0125,0.0125,
03/27/2004,55.647999,,-35.056999,,,20.591,,-17.745001,,,,,,2.846,-0.151,,,-0.116,,0.267,2.695,-0.106,2.589,0.0,,,2.589,0.0,2.589,0.0,0.0,2.589,2.589,,80.844002,0.0325,0.0325,0.0325,85.171997,0.03,0.03,0.03,
06/26/2004,59.224998,,-37.039001,,,22.185997,,-18.759001,,,,,,3.427,0.071,,,-0.125,,0.054,3.498,-0.173,3.325,0.0,,,3.325,0.0,3.325,0.0,0.0,3.325,3.325,,81.435996,0.04,0.04,0.05,85.884004,0.0375,0.0375,0.0475,
09/25/2004,63.950001,,-40.779999,,,23.170002,,-17.917999,,,,,,5.252,0.404,,,-0.191,,-0.213,5.656,-0.446,5.21,0.0,,,5.21,0.0,5.21,0.0,0.0,5.21,5.21,,81.928,0.0625,0.0625,0.0625,86.1,0.06,0.06,0.06,
12/25/2004,66.176,,-41.968,,,24.208,,-19.618,15.268,9.248,,,4.35,4.59,0.278,,,-0.259,,-0.019,4.868,-0.294,4.574,,,,4.574,,4.574,,,4.574,4.574,,82.588,0.055,0.055,0.055,87.044,0.0525,0.0525,0.0525,
03/26/2005,69.237,,-42.464,,,26.773,,-19.592,14.75,7.299,,,4.842,7.181,0.373,0.091,0.555,-0.464,,-0.464,7.554,-1.506,6.048,,,,6.048,,6.048,,0.0,6.048,6.048,,84.516,0.0725,0.0725,0.0725,89.764,0.0675,0.0675,0.0675,
06/25/2005,74.053,,-43.963,,,30.09,,-20.639,15.539,8.748,,,5.1,9.451,0.707,,,-0.64,,-0.067,10.158,-2.0,8.158,,,,8.158,,8.158,,0.0,8.158,8.158,,87.356,0.0925,0.0925,0.0925,91.552,0.09,0.09,0.09,
09/24/2005,78.217,,-46.264,,,31.953,,-20.544,,,,,,11.409,0.706,,0.0,-0.856,0.0,0.15,12.115,-2.639,9.476,0.0,,,9.476,0.0,9.476,0.0,0.0,9.476,9.476,,88.136,0.1075,0.1075,0.1075,92.648,0.1,0.1,0.1,
12/24/2005,87.956,,-50.974,,,36.982,,-24.976,19.005,11.142,,,5.971,12.006,-2.94,0.035,1.33,-1.295,,2.905,9.066,-3.35,5.716,,,,5.716,,5.716,,0.0,5.716,5.716,,88.702,0.065,0.065,0.105,93.602,0.06,0.06,0.095,
03/25/2006,100.985,,-57.864,,,43.121,,-26.729,19.942,11.073,,,6.787,16.392,1.022,,,-0.978,,-0.044,17.414,-6.25,11.164,,,,11.164,,11.164,,,11.164,11.164,,90.378,0.125,0.125,0.125,94.69,0.12,0.12,0.12,
06/24/2006,119.685,,-69.296,,,50.389,,-31.209,24.248,13.141,,,6.961,19.18,0.037,0.544,1.725,-1.181,,-0.581,19.217,-7.2,12.017,,,,12.017,,12.017,,0.0,12.017,12.017,,91.152,0.13,0.13,0.135,95.032,0.125,0.125,0.13,
09/30/2006,154.054,,-91.014,,,63.04,,-43.841,,,,,,19.199,-11.673,,1.198,-0.628,0.0,11.103,7.526,-9.0,-1.474,0.0,,,-1.474,0.0,-1.474,0.0,0.0,-1.474,-1.474,,101.866,-0.015,-0.015,0.055,101.866,-0.015,-0.015,0.055,
12/30/2006,163.212,,-88.985,,,74.227,,-47.71,35.58,21.039,,,12.13,26.517,-0.581,0.733,0.994,-0.261,0.0,-0.152,25.936,-9.85,16.086,0.0,,,16.086,0.0,16.086,0.0,0.0,16.086,16.086,,105.234,0.155,0.155,0.1835,108.788,0.15,0.15,0.178,
03/31/2007,181.086,,-97.538,,,83.548,,-48.744,36.399,19.71,,,12.345,34.804,-0.52,,,-0.516,0.0,1.036,34.284,-12.65,21.634,0.0,,,21.634,0.0,21.634,0.0,0.0,21.634,21.634,,106.62,0.205,0.205,0.215,109.526,0.2,0.2,0.21,
06/30/2007,191.505,,-101.427,,,90.078,,-50.146,37.35,21.24,,,12.796,39.932,0.606,-0.488,0.365,-0.853,0.0,-0.118,40.538,-15.79,24.748,0.0,,,24.748,0.0,24.748,0.0,0.0,24.748,24.748,,107.625,0.23,0.23,0.24,110.019,0.22,0.22,0.23,
09/29/2007,202.564,,-102.326,,,100.238,,-52.301,38.315,23.321,,,13.986,47.937,-0.206,-0.048,1.137,-1.185,0.0,0.254,47.731,-15.621,32.11,0.0,,,32.11,0.0,32.11,0.0,0.0,32.11,32.11,,216.024,0.15,0.15,0.165,220.686,0.145,0.145,0.16,
12/29/2007,371.445,,-203.61,,,167.835,0.0,-117.716,91.32,56.986,,,26.396,50.119,-402.322,29.407,31.66,-2.253,,372.915,-352.203,-6.405,-358.608,0.0,,,-358.608,0.0,-358.608,0.0,0.0,-358.608,-358.608,,216.882,-1.655,-1.655,0.065,216.882,-1.655,-1.655,0.065,
03/29/2008,431.048,,-166.489,,,264.559,0.0,-158.448,107.994,68.262,,,50.454,106.111,-18.627,18.468,19.339,-0.871,,0.159,87.484,-31.498,55.986,0.0,,,55.986,0.0,55.986,0.0,0.0,55.986,55.986,0.0,255.253,0.22,0.22,0.22,259.798,0.22,0.22,0.22,
06/28/2008,429.492,,-184.729,,,244.763,0.0,-130.759,103.526,68.483,,,27.233,114.004,-19.094,13.499,14.103,-0.604,,5.595,94.91,-33.531,61.379,0.0,,,61.379,0.0,61.379,0.0,0.0,61.379,61.379,,255.676,0.24,0.24,0.27,259.39,0.24,0.24,0.27,
09/27/2008,442.513,,-176.571,,,265.942,,-152.691,106.086,67.793,,,46.605,113.251,-222.584,21.642,22.441,-0.799,0.0,200.942,-109.333,-35.041,-144.374,0.0,,,-144.374,0.0,-144.374,0.0,0.0,-144.374,-144.374,,256.06,-0.56,-0.56,0.3,256.06,-0.56,-0.56,0.3,
12/27/2008,429.233,429.233,-199.274,199.274,,229.959,0.0,-136.238,99.807,65.002,34.805,23.793,12.638,93.721,-36.977,33.896,34.342,-0.446,,3.081,56.744,-18.586,38.158,0.0,0.0,0.0,38.158,0.0,38.158,0.0,0.0,38.158,38.158,0.0,256.212,0.15,0.15,0.15,258.433,0.15,0.15,0.15,
03/28/2009,402.014,402.014,-188.375,188.375,,213.639,0.0,-2478.491,97.282,58.472,38.81,24.428,2356.781,-2264.852,-33.539,32.865,33.212,-0.347,,0.674,-2298.391,-11.728,-2310.119,0.0,0.0,0.0,-2310.119,0.0,-2310.119,0.0,0.0,-2310.119,32.54625,2342.66525,256.374,-9.01,-9.01,0.126948,256.374,-9.01,-9.01,0.126948,
06/27/2009,403.12,403.12,-191.975,191.975,,211.145,0.0,-132.399,95.967,58.928,37.039,23.407,13.025,78.746,-34.679,33.949,34.155,-0.206,,0.73,44.067,-13.316,30.751,0.0,0.0,0.0,30.751,0.0,30.751,0.0,0.0,30.751,30.751,0.0,256.556,0.12,0.12,0.12,258.908,0.12,0.12,0.12,
09/26/2009,402.767,402.767,-195.959,195.959,,206.808,0.0,-131.097,92.692,56.575,36.117,24.754,13.651,75.711,-32.261,33.086,33.248,-0.162,,-0.825,43.45,-18.882,24.568,0.0,0.0,0.0,24.568,0.0,24.568,0.0,0.0,24.568,26.38735,1.81935,257.038,0.1,0.1,0.102659,259.884,0.09,0.09,0.097001,
12/26/2009,412.448,412.448,-196.003,196.003,,216.445,0.0,-144.476,105.789,64.597,41.192,24.621,14.066,71.969,-30.876,31.619,31.804,-0.185,,-0.743,41.093,-14.998,26.095,0.0,0.0,0.0,26.095,0.0,26.095,0.0,0.0,26.095,26.41155,0.31655,258.024,0.1,0.1,0.102361,260.804,0.1,0.1,0.101214,
03/27/2010,418.112,418.112,-204.473,204.473,,213.639,0.0,-151.738,98.712,61.461,37.251,26.74,26.286,61.901,-31.143,31.92,32.321,-0.401,,-0.777,30.758,-10.14,20.618,0.0,0.0,0.0,20.618,0.0,20.618,0.0,0.0,20.618,28.87885,8.26085,258.653,0.08,0.08,0.111651,261.478,0.08,0.08,0.111593,
06/26/2010,420.693,420.693,-167.28,167.28,,253.413,0.0,-174.639,91.851,59.425,32.426,25.691,57.097,78.774,-33.027,33.332,33.653,-0.321,,-0.305,45.747,-18.299,27.448,0.0,0.0,0.0,27.448,0.0,27.448,0.0,0.0,27.448,27.9654,0.5174,259.107,0.11,0.11,0.10793,262.106,0.1,0.1,0.101974,
09/25/2010,428.299,428.299,-208.284,208.284,,220.015,0.0,-362.722,99.361,61.891,37.47,27.254,236.107,-142.707,-29.882,,29.329,,,0.553,-172.589,35.615,-136.974,0.0,0.0,0.0,-136.974,0.0,-136.974,0.0,0.0,-136.974,35.09425,172.06825,259.188,-0.53,-0.53,0.135401,259.188,-0.53,-0.53,0.133874,
12/25/2010,432.571,432.571,-207.837,207.837,,224.734,0.0,-153.014,108.364,67.911,40.453,28.557,16.093,71.72,-59.191,28.502,28.909,-0.407,,30.689,12.529,-1.589,10.94,0.0,0.0,0.0,10.94,0.0,10.94,0.0,0.0,10.94,31.80435,20.86435,259.624,0.04,0.04,0.122502,263.146,0.04,0.04,0.119288,
03/26/2011,438.651,438.651,-218.243,218.243,,220.408,0.0,-65.02,109.908,71.049,38.859,30.333,-75.221,155.388,-26.561,27.725,28.185,-0.46,,-1.164,128.827,-46.382,82.445,0.0,0.0,0.0,82.445,0.0,82.445,0.0,0.0,82.445,25.19105,-57.25395,260.825,0.32,0.32,0.096582,264.03,0.31,0.31,0.093154,
06/25/2011,451.082,451.082,-216.521,216.521,,234.561,0.0,-160.645,112.736,72.981,39.755,29.325,18.584,73.916,-29.492,28.188,28.673,-0.485,,1.304,44.424,-8.228,36.196,0.0,0.0,0.0,36.196,0.0,36.196,0.0,0.0,36.196,39.08395,2.88795,261.784,0.14,0.14,0.149298,265.167,0.14,0.14,0.149298,
