Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,57.049,,-15.4,,41.649,,-20.007,,,,,21.642,9.758,-9.758,,-10.421,0.0,0.663,31.4,-10.77,20.63,0.0,,,20.63,0.0,20.63,0.0,,20.63,20.63,,58.547,0.36,0.36,0.36,64.512,0.32,0.32,0.32,
06/30/2000,74.188,,-19.314,,54.874,,-27.732,,,,,27.142,-9.523,12.3,,12.3,0.0,-2.777,17.619,-14.224,3.395,0.0,,,3.395,0.0,3.395,0.0,0.0,3.395,3.395,14.17,60.676,0.06,0.06,0.3,66.2905,0.06,0.06,0.28,
09/30/2000,97.007004,,-24.532,,72.475004,,-43.148998,,,,,29.326,9.865,,,-13.5,0.0,3.635,39.191,-15.576,23.615,0.0,,,23.615,0.0,23.615,0.0,0.0,23.615,23.615,,62.011501,0.4,0.4,0.58,67.949501,0.36,0.36,0.52,
12/31/2000,143.268997,,-61.195999,,82.072998,,-215.311005,,,,,-133.238007,-161.929001,,,-14.8,0.0,176.729001,-295.167007,25.68,-269.487,0.0,,,-269.487007,0.0,-269.487,0.0,0.0,-269.487,-269.487,,70.578247,-3.8,-3.8,0.64,70.578247,-3.8,-3.8,0.64,
03/31/2001,121.079002,,-58.124001,,62.955002,,-276.829987,,,,,-213.875,14.936,,,-15.139,0.0,0.203,-198.939,5.201,-193.738007,0.0,,,-193.738,0.0,-193.738007,0.0,0.0,-193.738007,-193.738007,,74.096748,-2.6,-2.6,0.36,74.096748,-2.6,-2.6,0.36,
06/30/2001,41.206001,,-49.436001,,-8.23,,-265.829987,,,,,-274.059998,-3096.93407,,0.062,-13.687,0.0,3110.559071,-3370.994068,32.813999,-3338.179932,0.0,,,-3338.180069,0.0,-3338.179932,0.0,0.0,-3338.179932,-3338.179932,,74.637253,-44.720001,-44.720001,-0.2,74.637253,-44.720001,-44.720001,-0.2,
09/30/2001,41.301998,,-31.99,,9.311998,,-119.257004,,,,,-109.945,-3.01,,0.055,-12.496,0.0,15.451,-112.955,17.011999,-95.943001,0.0,,,-95.943,0.0,-95.943001,0.0,0.0,-95.943001,-95.943001,,74.808746,-1.28,-1.28,-0.16,74.808746,-1.28,-1.28,-0.16,
12/31/2001,40.220001,,-31.306999,,8.913002,,-116.683998,,,,,-107.771004,10.239,,0.07,-10.841,0.0,0.532,-97.532004,16.231001,-81.301003,0.0,,,-81.301003,0.0,-81.301003,0.0,0.0,-81.301003,-81.301003,,74.339996,-1.08,-1.08,-0.16,74.339996,-1.08,-1.08,-0.16,
03/31/2002,30.112,,-34.511,,-4.399,,-109.935,,,,,-114.334,9.169,-9.396,0.027,-10.667,0.0,1.471,-105.165,14.872,-90.266,0.0,,,-90.293,0.0,-90.266,0.0,0.0,-90.266,-90.266,,74.71625,-1.2,-1.2,-1.2,74.71625,-1.2,-1.2,-1.2,
06/30/2002,30.155001,,-16.202,,13.953001,,-120.567001,,,,,-106.613998,-196.061,,0.005,-10.858,0.0,206.914,-302.674998,0.0,-302.674988,102.228996,,,-404.903994,0.0,-404.903992,0.0,0.0,-404.903992,-404.903992,,74.952751,-5.4,-4.04,-0.2,74.952751,-5.4,-4.04,-0.2,
09/30/2002,30.219,,-16.503,,13.716,,-83.946999,,,,,-70.231003,-2.205,,0.04,-10.405,0.0,12.57,-72.436003,0.0,-72.435997,0.0,,,-72.436003,0.0,-72.435997,0.0,0.0,-72.435997,-72.435997,,75.175247,-0.96,-0.96,-0.16,75.175247,-0.96,-0.96,-0.16,
12/31/2002,21.114,,-14.327,,6.787001,,-61.259998,,,,,-54.473,15.414,,0.026,-10.131,0.0,-5.309,-39.059,0.0,-39.058998,0.0,,,-39.059,0.0,-39.058998,0.0,0.0,-39.058998,-39.058998,,75.405502,-0.52,-0.52,-0.2,75.405502,-0.52,-0.52,-0.2,
03/31/2003,20.103,,-15.687,,4.416,,-54.254,,,,,-49.838,-179.304,-6.87,0.077,-6.947,0.0,186.174,-229.142,0.0,-229.142,0.0,,,-229.142,0.0,-229.142,0.0,0.0,-229.142,-229.142,-6151.134,75.313,-3.0,-3.04,-66.0,75.313,-3.0,-3.04,-66.0,
06/30/2003,20.514999,,-9.783,,10.731999,,-52.021,,,,,-41.289001,-12.103,,0.029,-7.977,0.0,20.051001,-53.392002,0.0,-53.391998,0.0,,,-53.392002,0.0,-53.391998,0.0,0.0,-53.391998,-53.391998,,75.950249,-0.72,-0.72,-0.12,75.950249,-0.72,-0.72,-0.12,
09/30/2003,25.118999,,-9.485,,15.634,,-41.761002,,,,,-26.127001,3.219,,0.005,-6.865,0.0,3.641,-22.908001,0.0,-22.908001,0.0,,,-22.908001,0.0,-22.908001,0.0,0.0,-22.908001,-22.908001,,76.298752,-0.32,-0.32,-0.08,76.298752,-0.32,-0.32,-0.08,
12/31/2003,38.188999,,-17.471001,,20.717999,,-46.750999,,,,,-26.033001,-0.407,,0.02,-6.601,0.0,6.988,-26.440001,0.0,-26.440001,0.0,,,-26.440001,0.0,-26.440001,0.0,0.0,-26.440001,-26.440001,,76.70575,-0.36,-0.36,-0.08,76.70575,-0.36,-0.36,-0.08,
03/31/2004,47.354,,-20.862,,26.492,,-38.917999,,,,,-12.426,8.513,,0.0,-13.596,0.0,5.083,-3.913,1.776,-2.137,0.0,,,-2.137,0.0,-2.137,0.0,0.0,-2.137,-2.137,,77.520752,-0.04,-0.04,0.0,79.209747,-0.04,-0.04,0.0,
06/30/2004,67.402,,-24.635,,42.767,,-45.366001,,,,,-2.599,-18.89,,0.022,-4.189,0.0,23.057,-21.489,-0.335,-21.823999,0.0,,,-21.824,0.0,-21.823999,0.0,0.0,-21.823999,-21.823999,,77.879753,-0.28,-0.28,0.04,77.879753,-0.28,-0.28,0.04,
09/30/2004,61.069,,-31.528999,,29.540001,,-52.078999,,,,,-22.539,4.22,,0.042,-4.131,0.0,-0.131,-18.318999,0.0,-18.319,0.0,,,-18.318999,0.0,-18.319,0.0,0.0,-18.319,-18.319,,77.531998,-0.24,-0.24,-0.04,77.531998,-0.24,-0.24,-0.04,
12/31/2004,61.081,,-30.159,,30.922,,-50.759,,,,,-19.837,-59.529,-4.272,0.012,-4.284,0.0,63.801,-79.366,-2.526,-81.892,0.0,,,-81.892,0.0,-81.892,0.0,0.0,-81.892,-81.892,,76.93225,-1.08,-1.08,-0.04,76.93225,-1.08,-1.08,-0.04,
03/31/2005,64.204,,-36.93,,27.274,,-45.908,,,,,-18.634,13.296,,0.0,-2.712,0.0,-10.584,-5.338,0.0,-5.338,0.0,,,-5.338,0.0,-5.338,0.0,0.0,-5.338,-5.338,,77.112,-0.08,-0.08,0.04,77.112,-0.08,-0.08,0.04,
06/30/2005,64.673,,-30.833,,33.84,,-41.272,,,,,-7.432,3.404,-3.943,0.019,-3.962,0.0,0.539,-4.028,-0.176,-4.204,0.0,,,-4.204,0.0,-4.204,0.0,0.0,-4.204,-4.204,7.279,76.58175,-0.04,-0.04,0.04,76.58175,-0.04,-0.04,0.04,
09/30/2005,64.935,,-31.093,,33.842,,-40.069,,,,,-6.227,-0.022,-4.32,0.027,-4.347,0.0,4.342,-6.249,-0.175,-6.424,0.0,,,-6.424,0.0,-6.424,0.0,0.0,-6.424,-6.424,9.45,76.369,-0.08,-0.08,0.04,76.369,-0.08,-0.08,0.04,
12/31/2005,65.243,,-30.017,,35.226,,-39.558,,,,,-4.332,3.601,-4.15,0.04,-4.19,0.0,0.549,-0.731,1.315,0.584,0.0,,,0.584,0.0,0.584,0.0,0.0,0.584,0.584,5.313,74.27975,0.0,0.0,0.08,74.76225,0.0,0.0,0.08,
03/31/2006,66.993,,-30.449,,36.544,,-39.616,,,,,-3.072,-134.928,,0.027,-4.427,0.0,139.328,-138.0,-0.328,-138.328,0.0,,,-138.328,0.0,-138.328,0.0,0.0,-138.328,-138.328,138.92,73.6105,-1.88,-1.88,0.0,73.6105,-1.88,-1.88,0.04,
06/30/2006,69.679,,-31.528,,38.151,,-40.946,17.0,,,23.946,-2.795,2.118,-3.341,0.35,-3.691,0.0,1.223,-0.677,-0.14,-0.817,0.0,,,-0.817,0.0,-0.817,0.0,0.0,-0.817,-0.817,,72.7945,-0.011224,-0.011224,0.021012,72.7945,-0.011224,-0.011224,0.021012,
09/30/2006,76.364,,-35.536,,40.828,,-43.353,17.312,,,26.041,-2.525,-11.29,-3.898,0.0,-3.898,0.0,15.188,-13.815,-0.074,-13.889,0.0,,,-13.889,0.0,-13.889,0.0,0.0,-13.889,-13.889,,70.4405,-0.2,-0.2,-0.04,70.4405,-0.2,-0.2,-0.04,
12/31/2006,76.642,,-37.799,,38.843,,-45.956,,,,,-7.113,3.054,-3.001,0.004,-3.005,0.0,-0.053,-4.059,-0.113,-4.172,0.0,,,-4.172,0.0,-4.172,0.0,0.0,-4.172,-4.172,,70.44975,-0.04,-0.04,0.08,70.44975,-0.04,-0.04,0.08,
03/31/2007,70.167,,-35.851,,34.316,0.0,-43.534,18.008,,,25.526,-9.218,3.963,-3.46,,,0.0,-0.503,-5.255,-0.075,-5.33,0.0,,,-5.33,0.0,-5.33,0.0,0.0,-5.33,-5.33,,70.618,-0.08,-0.08,0.0,70.618,-0.08,-0.08,0.0,
06/30/2007,50.135,,-26.498,,23.637,,-42.89,,,,,-19.253,2.816,-3.159,0.003,-3.162,0.0,0.343,-16.437,0.017,-16.42,0.0,,,-16.42,0.0,-16.42,0.0,0.0,-16.42,-16.42,1.045,70.414,-0.24,-0.24,-0.24,70.414,-0.24,-0.24,-0.24,
09/30/2007,58.21,,-30.328,,27.882,,-41.666,,,,,-13.784,5.321,-3.075,0.006,-3.081,0.0,-2.246,-8.463,0.41,-8.053,0.0,,,-8.053,0.0,-8.053,0.0,0.0,-8.053,-8.053,1.901,68.783,-0.12,-0.12,-0.08,68.783,-0.12,-0.12,-0.08,
12/31/2007,66.267,,-33.311,,32.956,,-40.141,,,,,-7.185,2.815,-2.945,0.002,-2.947,0.0,0.13,-4.37,0.031,-4.339,0.0,,,-4.339,0.0,-4.339,0.0,,-4.339,-4.339,,67.015,-0.06,-0.06,-0.05,67.015,-0.06,-0.06,-0.05,
03/31/2008,58.557,,-28.874,,29.683,,-34.016,13.095,,,20.921,-4.333,-5.528,,,-2.292,,7.82,-9.861,-4.135,-13.996,72.313,,,-86.309,,-86.309,0.0,0.0,-86.309,-86.309,2.44195,64.886,-1.33,-0.22,-0.18,64.886,-1.33,-0.22,-0.18,
06/30/2008,61.199,61.199,-28.426,28.426,32.773,0.0,-35.395,13.851,20.45,1.005,0.089,-2.622,-1.327,-2.453,0.002,-2.455,0.001,3.779,-3.949,-0.502,-4.451,0.723,0.723,0.0,-5.174,0.0,-5.174,0.0,0.0,-5.174,-1.86855,2.58245,64.864,-0.08,-0.07,-0.028807,64.864,-0.08,-0.07,-0.030187,
09/30/2008,64.29,64.29,-28.576,28.576,35.714,0.0,-36.281,13.78,21.41,1.005,0.086,-0.567,-0.55,-2.638,0.001,-2.639,,3.188,-1.117,-0.403,-1.52,0.793,0.793,0.0,-2.313,0.0,-2.313,0.0,0.0,-2.313,0.7797,2.2997,65.15,-0.04,-0.02,0.011968,65.15,-0.04,-0.02,0.011968,
12/31/2008,47.726,47.726,-22.226,22.226,25.5,0.0,-254.862,11.315,18.625,,224.922,-229.362,-7.397,,,-2.785,-0.005,10.187,-236.759,4.396,-232.363,42.097,42.097,0.0,-274.46,0.0,-274.46,0.0,0.0,-274.46,-2.02065,230.34235,65.366,-4.2,-3.55,-0.030913,65.366,-4.2,-3.55,-0.030913,
06/30/2009,45.052,45.052,-22.175,22.175,22.877,0.0,-30.784,10.519,19.414,1.005,-0.154,-7.907,1.589,,,-1.659,0.003,0.067,-6.318,3.519,-2.799,-5.697,-5.697,0.0,2.898,0.0,2.898,0.0,0.0,2.898,-2.7119,0.0871,66.07,0.04,-0.04,-0.041046,66.733,0.04,-0.04,-0.041046,
09/30/2009,49.232,49.232,-23.796,23.796,25.436,0.0,-33.699,11.991,20.828,1.005,-0.125,-8.263,-3.425,-1.511,0.0,-1.511,0.011,4.925,-11.688,3.617,-8.071,-1.347,-1.347,0.0,-6.724,0.0,-6.724,0.0,0.0,-6.724,-4.88665,3.18435,66.469,-0.1,-0.12,-0.073518,66.469,-0.1,-0.12,-0.073518,
12/31/2009,53.704,53.704,-24.173,24.173,29.531,0.0,-36.058,11.454,23.599,,1.005,-6.527,1.619,,,-1.921,0.034,0.268,-4.908,2.248,-2.66,0.934,0.934,0.0,-3.594,0.0,-3.594,0.0,0.0,-3.594,-2.426,0.234,66.139,-0.05,-0.04,-0.03668,66.139,-0.05,-0.04,-0.03668,
03/31/2010,57.61,57.61,-22.787,22.787,34.823,0.0,-38.222,11.937,24.255,1.005,1.025,-3.399,2.106,,,-1.116,,-0.99,-1.293,1.226,-0.067,-0.002,-0.002,0.0,-0.065,0.0,-0.065,0.0,0.0,-0.065,-0.40435,-0.33735,65.345,0.0,0.0,-0.006188,65.345,0.0,-3.1e-05,-0.006188,
06/30/2010,60.81,60.81,-22.485,22.485,38.325,0.0,-38.775,11.624,25.777,1.005,0.369,-0.45,2.081,,,-1.521,0.001,-0.561,1.631,-0.24,1.391,0.0,0.0,0.0,1.391,0.0,1.391,0.0,0.0,1.391,1.36955,-0.02145,66.005,0.02,0.02,0.020749,68.735,0.02,0.02,0.019688,
09/30/2010,65.953,65.953,-23.435,23.435,42.518,0.0,-41.669,13.087,27.339,1.079,0.164,0.849,3.102,,,-1.564,,-1.538,3.951,-0.376,3.575,0.0,0.0,0.0,3.575,0.0,3.575,0.0,0.0,3.575,3.3306,-0.2444,65.752,0.05,0.05,0.050654,68.021,0.05,0.05,0.046407,
12/31/2010,62.364,62.364,-23.886,23.886,38.478,0.0,-42.934,12.729,28.684,1.488,0.033,-4.456,2.325,-1.893,0.0,-1.893,,-0.432,-2.131,0.17,-1.961,0.0,0.0,0.0,-1.961,0.0,-1.961,0.0,0.0,-1.961,-2.1508,-0.1898,64.647,-0.03,-0.03,-0.03327,64.647,-0.03,-0.03,-0.03327,
03/31/2011,58.583,58.583,-25.476,25.476,33.107,0.0,-40.344,11.733,26.932,1.713,-0.034,-7.237,3.179,,,,,-3.179,-4.058,0.047,-4.011,0.0,0.0,0.0,-4.011,0.0,-4.011,0.0,0.0,-4.011,-5.2837,-1.2727,64.236,-0.06,-0.06,-0.082254,64.236,-0.06,-0.06,-0.082254,
06/30/2011,60.844,60.844,-26.331,26.331,34.513,0.0,-42.936,12.556,28.368,1.099,0.913,-8.423,1.356,,,-0.961,,-0.395,-7.067,0.19,-6.877,0.0,0.0,0.0,-6.877,0.0,-6.877,0.0,0.0,-6.877,-6.48505,0.39195,63.878,-0.11,-0.11,-0.101522,63.878,-0.11,-0.11,-0.103864,
09/30/2011,64.929,64.929,-27.704,27.704,37.225,0.0,-39.313,8.941,29.609,0.803,-0.04,-2.088,1.517,,,-1.127,,-0.39,-0.571,-0.581,-1.152,0.0,0.0,0.0,-1.152,0.0,-1.152,0.0,0.0,-1.152,-2.87385,-1.72185,62.526,-0.02,-0.02,-0.045962,62.526,-0.02,-0.02,-0.047538,
12/31/2011,56.347,56.347,-23.795,23.795,32.552,0.0,-40.337,11.406,28.279,0.65,0.002,-7.785,0.914,,,-0.807,,-0.107,-6.871,-0.206,-7.077,0.0,0.0,0.0,-7.077,0.0,-7.077,0.0,0.0,-7.077,-7.129,-0.052,60.99,-0.12,-0.12,-0.116888,60.99,-0.12,-0.12,-0.120853,
03/31/2012,48.767,48.767,-20.974,20.974,27.793,0.0,-102.941,12.891,89.4,0.65,0.0,-75.148,7.897,,,-0.706,,-7.191,-67.251,-0.331,-67.582,0.0,0.0,0.0,-67.582,0.0,-67.582,0.0,0.0,-67.582,-33.11575,34.46625,61.587,-1.1,-1.1,-0.537707,61.587,-1.1,-1.1,-0.540365,
06/30/2012,41.294,41.294,-18.355,18.355,22.939,0.0,-47.891,12.47,34.771,0.65,0.0,-24.952,1.762,,,-0.675,,-1.087,-23.19,-0.2,-23.39,0.0,0.0,0.0,-23.39,0.0,-23.39,0.0,0.0,-23.39,-22.6178,0.7722,62.409,-0.37,-0.37,-0.362412,62.409,-0.37,-0.37,-0.362412,
09/30/2012,46.324,46.324,-20.561,20.561,25.763,0.0,-48.515,13.531,34.383,0.601,0.0,-22.752,0.835,,,-0.568,,-0.267,-21.917,0.36,-21.557,0.0,0.0,0.0,-21.557,0.0,-21.557,0.0,0.0,-21.557,-20.15885,1.39815,64.947,-0.33,-0.33,-0.310389,64.947,-0.33,-0.33,-0.310389,
12/31/2012,51.698,51.698,-22.958,22.958,28.74,0.0,-101.942,12.675,82.711,0.338,6.218,-73.202,2.258,,,-0.685,,-1.573,-70.944,-0.618,-71.562,0.0,0.0,0.0,-71.562,0.0,-71.562,0.0,0.0,-71.562,-34.7447,36.8173,66.113,-1.08,-1.08,-0.525535,66.113,-1.08,-1.08,-0.525535,
03/31/2013,56.326,56.326,-21.174,21.174,35.152,0.0,-61.758,13.008,48.196,0.337,0.217,-26.606,-4.654,,,,,4.654,-31.26,1.012,-30.248,0.0,0.0,0.0,-30.248,0.0,-30.248,0.0,0.0,-30.248,-12.27355,17.97445,67.566,-0.45,-0.45,-0.181653,67.566,-0.45,-0.45,-0.183972,
06/30/2013,54.148,54.148,-22.342,22.342,31.806,0.0,-24.556,9.526,34.506,0.13,-19.606,7.25,3.795,,,-0.468,,-3.327,11.045,-0.188,10.857,0.0,0.0,0.0,10.857,0.0,10.857,0.0,0.0,10.857,0.0878,-10.7692,69.36,0.16,0.16,0.001266,70.234,0.15,0.15,-0.003333,
09/30/2013,55.387,55.387,-21.397,21.397,33.99,0.0,-66.757,9.146,56.55,0.062,0.999,-32.767,0.576,,,-0.402,,-0.174,-32.191,-0.192,-32.383,0.0,0.0,0.0,-32.383,0.0,-32.383,0.0,0.0,-32.383,-12.58595,19.79705,72.61,-0.45,-0.45,-0.173336,72.61,-0.45,-0.45,-0.177351,
12/31/2013,54.844,54.844,-21.644,21.644,33.2,0.0,-40.9,10.93,29.87,0.062,0.038,-7.7,0.617,,,-0.617,,0.0,-7.083,-0.201,-7.284,0.0,0.0,0.0,-7.284,0.0,-7.284,0.0,0.0,-7.284,-5.3522,1.9318,73.989,-0.1,-0.1,-0.072338,73.989,-0.1,-0.1,-0.073891,
03/31/2014,51.771,51.771,-19.806,19.806,31.965,0.0,-9.229,9.325,25.653,,-25.749,22.736,0.418,,,-0.478,,0.06,23.154,-0.038,23.116,0.0,0.0,0.0,23.116,0.0,23.116,0.0,0.0,23.116,6.27515,-16.84085,75.629,0.31,0.31,0.082973,77.193,0.3,0.3,0.081834,
06/30/2014,50.272,50.272,-20.257,20.257,30.015,0.0,-43.536,9.058,33.205,0.062,1.211,-13.521,0.315,,,-0.341,,0.026,-13.206,0.141,-13.065,0.0,0.0,0.0,-13.065,0.0,-13.065,0.0,0.0,-13.065,-7.6453,5.4197,77.916,-0.17,-0.17,-0.098122,77.916,-0.17,-0.17,-0.100442,
09/30/2014,40.945,40.945,-17.716,17.716,23.229,0.0,-32.562,7.919,24.711,0.042,-0.11,-9.333,-2.112,-0.393,,,,2.505,-11.445,-0.272,-11.717,0.0,0.0,0.0,-11.717,0.0,-11.717,0.0,0.0,-11.717,-10.1674,1.5496,78.487,-0.15,-0.15,-0.129542,78.487,-0.15,-0.15,-0.130257,
12/31/2014,36.747,36.747,-14.842,14.842,21.905,0.0,-33.649,8.707,24.721,,0.221,-11.744,0.475,-0.485,,,,0.01,-11.269,-0.862,-12.131,0.0,0.0,0.0,-12.131,0.0,-12.131,0.0,0.0,-12.131,-12.15115,-0.02015,78.92,-0.15,-0.15,-0.153968,78.92,-0.15,-0.15,-0.153968,
03/31/2015,37.048,37.048,-16.482,16.482,20.566,0.0,-36.64,7.959,24.583,,4.098,-16.074,1.029,,,,,-1.029,-15.045,-0.099,-15.144,0.0,0.0,0.0,-15.144,0.0,-15.144,0.0,0.0,-15.144,-12.36655,2.77745,80.667,-0.19,-0.19,-0.153304,80.667,-0.19,-0.19,-0.155569,
06/30/2015,37.813,37.813,-16.806,16.806,21.007,0.0,-30.477,8.764,21.617,,0.096,-9.47,1.644,-0.189,0.0,-0.189,,-1.455,-7.826,0.422,-7.404,0.0,0.0,0.0,-7.404,0.0,-7.404,0.0,0.0,-7.404,-9.490612,-2.086612,81.179,-0.09,-0.09,-0.11691,81.179,-0.09,-0.09,-0.11691,
09/30/2015,39.743,39.743,-17.758,17.758,21.985,0.0,-30.799,8.373,22.411,,0.015,-8.814,0.265,-0.13,0.0,-0.13,,-0.135,-8.549,0.488,-8.061,0.0,0.0,0.0,-8.061,0.0,-8.061,0.0,0.0,-8.061,-8.394441,-0.333441,82.176,-0.1,-0.1,-0.102152,82.176,-0.1,-0.1,-0.104058,
12/31/2015,40.623,40.623,-18.241,18.241,22.382,0.0,-30.58,8.232,22.377,,-0.029,-8.198,0.169,-0.15,0.0,-0.15,,-0.019,-8.029,-0.17,-8.199,0.0,0.0,0.0,-8.199,0.0,-8.199,0.0,0.0,-8.199,-8.229158,-0.030158,83.191,-0.1,-0.1,-0.098919,83.191,-0.1,-0.1,-0.100363,
03/31/2016,41.108,41.108,-16.934,16.934,24.174,0.0,-33.194,8.138,25.113,,-0.057,-9.02,0.229,-0.529,0.0,-0.529,,0.3,-8.791,-0.116,-8.907,0.0,0.0,0.0,-8.907,0.0,-8.907,0.0,0.0,-8.907,-8.963368,-0.056368,84.127,-0.11,-0.11,-0.106546,84.127,-0.11,-0.11,-0.11067,
06/30/2016,41.498,41.498,-16.029,16.029,25.469,0.0,-36.184,8.699,27.485,,0.0,-10.715,0.247,-0.198,0.0,-0.198,,-0.049,-10.468,-0.071,-10.539,0.0,0.0,0.0,-10.539,0.0,-10.539,0.0,0.0,-10.539,-10.5598,-0.0208,84.98,-0.12,-0.12,-0.124262,84.98,-0.12,-0.12,-0.124262,
09/30/2016,41.779,41.779,-14.119,14.119,27.66,0.0,-32.379,8.342,24.037,,0.0,-4.719,0.257,-0.208,0.0,-0.208,,-0.049,-4.462,-0.178,-4.64,0.0,0.0,0.0,-4.64,0.0,-4.64,0.0,0.0,-4.64,-4.6621,-0.0221,85.984,-0.05,-0.05,-0.054221,85.984,-0.05,-0.05,-0.054221,
12/31/2016,43.033,,,,27.98565089,,,,,,,0.643,,,,,,,1.985,,-4.812,,,,,,-4.812,,,-4.812,1.82,,,-0.058,-0.058,0.02,,-0.058,-0.058,0.02,
03/31/2017,43.35,,,,27.8450055,,,,,,,0.103,,,,,,,1.252,,-4.822,,,,,,-4.822,,,-4.822,1.306,,,-0.062,-0.062,0.013,,-0.062,-0.062,0.013,
