Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1997,18.155001,,-8.378,,9.777,,-6.868,,,,,2.909,0.085,,,,0.0,-0.085,2.994,-0.078,2.916,0.0,,,2.916,0.0,2.916,0.0,,2.916,2.916,,,0.0,,,,,,,
12/31/1997,19.666,,-8.836,,10.83,,-6.867,,,,,3.963,0.143,,,,0.0,-0.143,4.106,-0.103,4.003,0.0,,,4.003,0.0,4.003,0.0,,4.003,4.003,,22.718,0.175,0.175,0.175,40.765999,0.1,0.1,0.1,
03/31/1998,21.743999,,-8.951,,12.792999,,-7.947,,,,,4.846,0.577,,,,0.0,-0.577,5.423,-0.144,5.279,0.0,,,5.279,0.0,5.279,0.0,,5.279,5.279,,41.293998,0.13,0.13,0.13,46.514,0.115,0.115,0.115,
06/30/1998,23.813999,,-9.399,,14.414999,,-9.057,,,,,5.358,0.853,,,-0.811,0.0,-0.042,6.211,-2.227,3.984,0.0,,,3.984,0.0,3.984,0.0,,3.984,3.984,,47.279999,0.085,0.085,0.085,53.330002,0.075,0.075,0.075,
09/30/1998,25.472,,-9.347,,16.125,,-9.75,,,,,6.375,0.877,,,-0.832,0.0,-0.045,7.252,-2.584,4.668,0.0,,,4.668,0.0,4.668,0.0,,4.668,4.668,,48.882,0.105,0.105,0.105,54.591999,0.085,0.085,0.085,
12/31/1998,26.972,,-9.669,,17.303,,-10.42,,,,,6.883,0.883,,,-0.85,0.0,-0.033,7.766,-2.646,5.12,0.0,,,5.12,0.0,5.12,0.0,,5.12,5.12,,49.602001,0.105,0.105,0.105,55.237999,0.09,0.09,0.09,
03/31/1999,28.742001,,-9.522,,19.220001,,-11.57,,,,,7.65,-1.513,,,-1.499,0.0,3.012,6.137,-2.776,3.361,0.0,,,3.361,0.0,3.361,0.0,,3.361,3.361,,50.41,0.065,0.065,0.105,56.279998,0.06,0.06,0.1,
06/30/1999,31.643,,-10.283,,21.36,,-11.923,,,,,9.437,0.884,,,-0.884,0.0,0.0,10.321,-3.535,6.786,0.0,,,6.786,0.0,6.786,0.0,,6.786,6.786,,51.43,0.13,0.13,0.13,57.056,0.12,0.12,0.12,
09/30/1999,37.897999,,-11.326,,26.571999,,-13.742,,,,,12.83,1.005,,,-1.0,0.0,-0.005,13.835,-4.738,9.097,0.0,,,9.097,0.0,9.097,0.0,,9.097,9.097,,52.542999,0.17,0.17,0.17,57.931999,0.16,0.16,0.16,
12/31/1999,45.762001,,-13.209,,32.553001,,-15.342,,,,,17.211,1.225,,,-1.2,0.0,-0.025,18.436,-6.324,12.112,0.0,,,12.112001,0.0,12.112,0.0,,12.112,12.112,,53.118999,0.23,0.23,0.23,58.804001,0.21,0.21,0.21,
