Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/27/2004,2280.188,185.758,102.683,83.075,0.0,,,1032.754,0.0,0.0,1032.754,0.0,112.707,,,,,1331.219,934.426,,,0.0,,14.543,0.0,0.0,0.0,14.543,948.969,,779.525,779.525,,,,0.0,0.0,0.0,0.0,,29.139,,,29.139,808.664,0.0,0.0,0.0,0.0,87.861,,,,,,87.861,87.861,896.525,0.0,132.028,,,-287.428,1539.063,0.0,1383.663,0.0,1383.663,2280.188,
02/26/2005,2350.927,283.15,79.895,203.255,0.0,,,954.018,0.0,0.0,954.018,0.0,139.21,,,,,1376.378,957.289,,,0.0,,17.26,0.0,0.0,0.0,17.26,974.549,,807.115,807.115,,,,0.0,0.0,0.0,0.0,,17.028,,,17.028,824.143,0.0,0.0,0.0,0.0,90.103,,,,,,90.103,90.103,914.246,0.0,140.026,,,-306.573,1603.228,0.0,1436.681,0.0,1436.681,2350.927,
05/28/2005,2314.803,179.039,80.719,98.32,0.0,,,990.828,0.0,0.0,990.828,0.0,141.853,,,,,1311.72,979.581,,,0.0,,23.502,0.0,0.0,0.0,23.502,1003.083,,807.513,807.513,,,,0.0,0.0,0.0,0.0,,3.867,,,3.867,811.38,0.0,0.0,0.0,0.0,88.76,,,,,,88.76,88.76,900.14,0.0,141.275,,,-367.926,1641.314,0.0,1414.663,0.0,1414.663,2314.803,
08/27/2005,2409.501,138.705,105.175,33.53,0.0,,,1090.791,0.0,0.0,1090.791,0.0,125.272,,,,,1354.768,1027.475,1669.665,-642.19,0.0,,27.258,0.0,0.0,0.0,27.258,1054.733,,574.831,574.831,,,,0.0,0.0,0.0,0.0,,319.78,,,319.78,894.611,0.0,0.0,0.0,0.0,86.824,,,,,,86.824,86.824,981.435,0.0,152.63,,,-379.425,1654.861,0.0,1428.066,0.0,1428.066,2409.501,
11/26/2005,2468.678,146.343,112.468,33.875,0.0,,,1110.785,0.0,0.0,1110.785,0.0,143.185,,,,,1400.313,1041.742,,,0.0,,26.623,0.0,0.0,0.0,26.623,1068.365,,488.032,488.032,,,,0.0,0.0,0.0,0.0,,381.783,,,381.783,869.815,250.0,250.0,0.0,0.0,84.278,,,,,,84.278,334.278,1204.093,0.0,145.067,,,-379.425,1498.943,0.0,1264.585,0.0,1264.585,2468.678,
02/25/2006,2612.868,330.817,101.182,229.635,0.0,,,1016.511,0.0,0.0,1016.511,0.0,181.82,,,,,1529.148,1056.434,,,0.0,,27.286,0.0,0.0,0.0,27.286,1083.72,,549.321,549.321,,,,0.0,0.0,0.0,0.0,,426.4,,,426.4,975.721,250.0,250.0,0.0,0.0,80.947,,,,,,80.947,330.947,1306.668,0.0,148.251,,,-379.345,1537.294,0.0,1306.2,0.0,1306.2,2612.868,
05/27/2006,2476.001,168.145,69.745,98.4,0.0,,,1028.221,0.0,0.0,1028.221,0.0,185.108,,,,,1381.474,1066.945,,,0.0,,27.582,0.0,0.0,0.0,27.582,1094.527,,499.278,499.278,,,,0.0,0.0,0.0,0.0,,427.119,,,427.119,926.397,250.0,250.0,0.0,0.0,78.32,,,,,,78.32,328.32,1254.717,0.0,154.942,,,-463.522,1529.864,0.0,1221.284,0.0,1221.284,2476.001,
08/26/2006,2523.029,216.232,79.727,136.505,0.0,,,1037.859,0.0,0.0,1037.859,0.0,164.757,,,,,1418.848,1077.608,1839.926,-762.318,0.0,,26.573,0.0,0.0,0.0,26.573,1104.181,,556.531,556.531,,,,0.0,0.0,0.0,0.0,,429.58,,,429.58,986.111,250.0,250.0,0.0,0.0,78.525,,,,,,78.525,328.525,1314.636,0.0,158.685,,,-496.658,1546.366,0.0,1208.393,0.0,1208.393,2523.029,
11/25/2006,2589.455,236.435,115.27,121.165,0.0,,,1090.266,0.0,0.0,1090.266,0.0,174.872,,,,,1501.573,1062.215,,,0.0,,25.667,0.0,0.0,0.0,25.667,1087.882,,541.704,541.704,,,,0.0,0.0,0.0,0.0,,464.719,,,464.719,1006.423,250.0,250.0,0.0,0.0,76.592,,,,,,76.592,326.592,1333.015,0.0,168.426,,,-496.658,1584.672,0.0,1256.44,0.0,1256.44,2589.455,
03/03/2007,2698.195,415.568,83.715,331.853,0.0,,,1001.373,0.0,0.0,1001.373,0.0,201.152,,,,,1618.093,1055.317,,,0.0,,24.785,0.0,0.0,0.0,24.785,1080.102,,546.441,546.441,,,,0.0,0.0,0.0,0.0,,487.736,,,487.736,1034.177,250.0,250.0,0.0,0.0,74.04,,,,,,74.04,324.04,1358.217,0.0,178.764,,,-496.658,1657.872,0.0,1339.978,0.0,1339.978,2698.195,
06/02/2007,2642.647,356.565,156.192,200.373,0.0,,,1007.792,0.0,0.0,1007.792,0.0,200.973,,,,,1565.33,1053.213,,,0.0,,24.104,0.0,0.0,0.0,24.104,1077.317,,552.58,552.58,,,,0.0,0.0,0.0,0.0,,495.796,,,495.796,1048.376,250.0,250.0,0.0,0.0,72.443,,,,,,72.443,322.443,1370.819,0.0,198.961,,,-628.544,1701.411,0.0,1271.828,0.0,1271.828,2642.647,
09/01/2007,2624.156,284.671,87.176,197.495,0.0,,,1065.898,0.0,0.0,1065.898,0.0,186.711,,,,,1537.28,1060.678,1959.793,-899.115,0.0,,26.198,0.0,0.0,0.0,26.198,1086.876,,644.14,644.14,,,,0.0,0.0,0.0,0.0,,486.163,,,486.163,1130.303,250.0,250.0,0.0,0.0,69.212,,,,,,69.212,319.212,1449.515,0.0,205.844,,,-754.062,1722.859,0.0,1174.641,0.0,1174.641,2624.156,
12/01/2007,2605.09,225.285,95.06,130.225,,,,1121.813,,,,,155.373,,,,,1502.471,1057.544,,,,,45.075,,,,45.075,1102.619,,563.001,563.001,,,,53.5,,,,,490.797,,,490.797,1107.298,250.0,,,,116.526,,,,,,116.526,366.526,1473.824,0.0,167.412,,,-76.121,1039.975,0.0,1131.266,0.0,1131.266,2605.09,
03/01/2008,2537.948,316.969,79.944,237.025,0.0,0.0,,998.261,,,,,151.782,,,,,1467.012,1045.205,,,,,25.731,,,,25.731,1070.936,,554.905,554.905,,,,,0.0,0.0,0.0,,484.792,,,484.792,1039.697,250.0,250.0,0.0,0.0,84.18,,,,,,84.18,334.18,1373.877,0.0,173.444,,,-92.789,1085.814,-2.398,1164.071,0.0,1164.071,2537.948,
05/31/2008,2545.432,84.428,84.428,0.0,0.0,,,1004.973,,,,,146.371,,,,,1235.772,1049.67,,,233.899,,26.091,,,,26.091,1309.66,,520.62,520.62,,,,0.0,,,,,477.177,,,477.177,997.797,250.0,,,,81.513,,,,,,81.513,331.513,1329.31,0.0,177.721,,,-92.789,1134.966,-3.776,1216.122,0.0,1216.122,2545.432,
08/30/2008,2661.782,158.502,158.502,0.0,0.0,,,1032.685,0.0,0.0,1032.685,0.0,152.904,,,,,1344.091,1071.883,2089.071,-1017.188,222.104,,23.704,0.0,0.0,0.0,23.704,1317.691,,570.699,570.699,,,,0.0,0.0,0.0,0.0,,498.286,,,498.286,1068.985,250.0,250.0,0.0,0.0,88.714,,,,,,88.714,338.714,1407.699,0.0,181.082,,,-92.789,1170.652,-4.862,1254.083,0.0,1254.083,2661.782,
11/29/2008,2698.21,152.571,152.571,0.0,0.0,0.0,0.0,1091.947,,,,,152.35,,94.821,0.0,57.529,1396.868,1060.56,,,216.819,216.819,23.963,,,,23.963,1301.342,,1063.015,553.905,29.809,,479.301,0.0,0.0,,,,0.0,,,0.0,1063.015,250.0,250.0,,,88.292,,,,,48.674,39.618,338.292,1401.307,0.0,185.143,14.434,170.709,-92.789,1212.45,-7.901,1296.903,0.0,1296.903,2698.21,
02/28/2009,2769.283,299.289,299.289,0.0,0.0,0.0,0.0,1035.196,,,,,153.355,,96.382,0.0,56.973,1487.84,1049.923,,,207.842,207.842,23.678,,,,23.678,1281.443,,1074.034,538.902,28.239,,506.893,0.0,0.0,,,,0.0,,,0.0,1074.034,250.0,250.0,,,77.508,,,,,45.18,32.328,327.508,1401.542,0.0,193.033,14.454,178.579,-92.716,1277.675,-10.251,1367.741,0.0,1367.741,2769.283,
05/30/2009,2757.315,329.558,296.058,33.5,0.0,0.0,0.0,1035.259,,,,,150.338,,95.627,0.0,54.711,1515.155,1046.544,,,171.0,171.0,24.616,,,,24.616,1242.16,,998.51,462.631,18.16,,517.719,0.0,0.0,,,,0.0,,,0.0,998.51,250.0,250.0,,,84.095,,,,,53.121,30.974,334.095,1332.605,0.0,219.788,14.535,205.253,-131.172,1346.527,-10.433,1424.71,0.0,1424.71,2757.315,
08/29/2009,2877.802,444.691,438.89,5.801,0.0,0.0,0.0,993.797,,,,,154.53,0.0,82.707,8.618,63.205,1593.018,1056.449,2190.121,-1133.672,163.545,163.545,64.79,0.0,0.0,0.0,64.79,1284.784,,906.295,528.104,1.676,0.0,376.515,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,906.295,250.0,250.0,0.0,0.0,281.447,0.0,0.0,0.0,0.0,44.804,236.643,531.447,1437.742,0.0,224.898,14.549,210.349,-163.783,1387.905,-8.96,1440.06,0.0,1440.06,2877.802,
11/28/2009,2760.611,369.067,366.357,2.71,0.0,0.0,0.0,1027.514,,,,,125.23,,68.62,0.0,56.61,1521.811,1050.841,,,163.141,163.141,24.818,,,,24.818,1238.8,,946.73,501.03,1.743,,443.957,0.0,0.0,,,,0.0,,,0.0,946.73,250.0,250.0,,,90.209,,,,,51.368,38.841,340.209,1286.939,0.0,233.484,14.593,218.891,-188.541,1436.846,-8.117,1473.672,0.0,1473.672,2760.611,
02/27/2010,2850.663,510.78,502.583,8.197,0.0,0.0,0.0,935.305,,,,,129.965,,71.666,0.0,58.299,1576.05,1053.622,,,192.851,192.851,28.14,,,,28.14,1274.613,,1084.014,584.944,20.423,,478.647,0.0,0.0,,,,0.0,,,0.0,1084.014,250.0,250.0,,,87.624,,,,,47.684,39.94,337.624,1421.638,0.0,239.277,14.606,224.671,-329.34,1528.083,-8.995,1429.025,0.0,1429.025,2850.663,
05/29/2010,2801.616,444.787,343.595,101.192,0.0,0.0,0.0,986.061,,,,,126.212,,72.356,0.0,53.856,1557.06,1064.537,,,151.897,151.897,28.122,,,,28.122,1244.556,,1043.801,539.658,29.79,,474.353,0.0,0.0,,,,0.0,,,0.0,1043.801,250.0,250.0,,,85.751,,,,,44.807,40.944,335.751,1379.552,0.0,253.597,14.647,238.95,-435.017,1611.83,-8.346,1422.064,0.0,1422.064,2801.616,
08/28/2010,2968.145,503.079,382.754,120.325,0.0,0.0,0.0,1028.022,,,,,115.195,0.0,52.19,,63.005,1646.296,1111.966,2362.847,-1250.881,147.108,147.108,62.775,0.0,0.0,0.0,62.775,1321.849,,1004.769,676.975,18.447,0.0,309.347,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1004.769,250.0,250.0,0.0,0.0,291.822,0.0,0.0,0.0,0.0,38.246,253.576,541.822,1546.591,0.0,258.481,14.65,243.831,-495.527,1665.646,-7.046,1421.554,0.0,1421.554,2968.145,
11/27/2010,2741.119,137.187,84.621,52.566,0.0,0.0,0.0,1138.466,,,,,139.092,,63.923,,75.169,1414.745,1110.607,,,145.014,145.014,70.753,,,,70.753,1326.374,,1000.819,627.657,48.169,,324.993,16.2,0.0,,,16.2,0.0,,,0.0,1017.019,233.8,233.8,,,261.032,,,,,45.674,215.358,494.832,1511.851,0.0,270.673,14.702,255.971,-753.311,1720.4,-8.494,1229.268,0.0,1229.268,2741.119,
02/26/2011,3003.244,437.757,195.357,242.4,0.0,0.0,0.0,1060.212,,,,,142.774,,65.271,0.0,77.503,1640.743,1146.782,,,142.664,142.664,73.055,,,,73.055,1362.501,,995.709,602.806,34.549,,358.354,16.2,0.0,,,16.2,0.0,,,0.0,1011.909,532.294,532.294,,,269.237,,,,,48.36,220.877,801.531,1813.44,0.0,280.469,14.723,265.746,-902.98,1821.566,-9.251,1189.804,0.0,1189.804,3003.244,
05/28/2011,3002.752,358.255,167.428,190.827,0.0,0.0,0.0,1134.403,,,,,141.228,,66.696,,74.532,1633.886,1190.715,,,106.923,106.923,71.228,,,,71.228,1368.866,,987.717,604.308,35.826,,347.583,16.2,0.0,,,16.2,0.0,,,0.0,1003.917,532.332,532.332,,,284.256,,,,,64.013,220.243,816.588,1820.505,0.0,285.277,14.73,270.547,-1007.495,1911.023,-6.558,1182.247,0.0,1182.247,3002.752,
08/27/2011,2996.205,237.411,141.405,96.006,0.0,0.0,0.0,1154.66,,,,,141.773,0.0,60.011,10.326,71.436,1533.844,1280.589,2672.395,-1391.806,107.458,107.458,74.314,0.0,0.0,0.0,74.314,1462.361,,1000.855,685.063,4.974,0.0,310.818,16.2,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,1017.055,532.37,532.37,0.0,0.0,359.706,0.0,0.0,0.0,0.0,89.24,270.466,892.076,1909.131,0.0,289.177,14.732,274.445,-1165.449,1969.749,-6.403,1087.074,0.0,1087.074,2996.205,
11/26/2011,3121.151,155.336,103.706,51.63,0.0,0.0,0.0,1301.577,,,,,141.055,,56.477,7.181,77.397,1597.968,1355.287,,,94.543,94.543,73.353,,,,73.353,1523.183,,998.19,719.175,7.753,,271.262,91.2,75.0,,,16.2,0.0,,,0.0,1089.39,516.207,516.207,,,367.853,,,,,104.608,263.245,884.06,1973.45,0.0,255.311,11.897,243.414,-42.485,941.572,-6.697,1147.701,0.0,1147.701,3121.151,
02/25/2012,3100.432,158.06,105.849,52.211,0.0,0.0,0.0,1223.6,,,,,143.283,,52.23,13.492,77.561,1524.943,1403.222,,,95.365,95.365,76.902,,,,76.902,1575.489,,989.348,704.268,7.777,,277.303,16.2,0.0,,,16.2,0.0,,,0.0,1005.548,516.245,516.245,,,357.662,,,,,93.427,264.235,873.907,1879.455,0.0,259.768,11.899,247.869,-86.567,1053.404,-5.628,1220.977,0.0,1220.977,3100.432,
05/26/2012,3273.044,141.907,120.901,21.006,0.0,0.0,0.0,1387.38,,,,,179.546,,53.212,0.0,126.334,1708.833,1420.034,,,60.888,60.888,83.289,,,,83.289,1564.211,,1020.867,695.292,25.285,,300.29,16.2,0.0,,,16.2,0.0,,,0.0,1037.067,516.283,516.283,,,407.2,,,,,79.099,328.101,923.483,1960.55,0.0,268.809,11.911,256.898,-106.018,1153.453,-3.75,1312.494,0.0,1312.494,3273.044,
08/25/2012,3373.065,98.604,92.333,6.271,0.0,0.0,0.0,1426.163,,,,,243.403,0.0,69.518,0.0,173.885,1768.17,1496.36,3011.625,-1515.265,23.72,23.72,84.815,0.0,0.0,0.0,84.815,1604.895,,1034.457,674.202,31.857,0.0,328.398,31.2,15.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,1065.657,516.32,516.32,0.0,0.0,493.461,0.0,0.0,0.0,0.0,68.254,425.207,1009.781,2075.438,0.0,271.102,11.913,259.189,-206.018,1234.384,-1.841,1297.627,0.0,1297.627,3373.065,
11/24/2012,3687.446,121.827,112.267,9.56,0.0,0.0,0.0,1592.068,,,,,227.523,,71.557,,155.966,1941.418,1636.189,,,23.489,23.489,86.35,,,,86.35,1746.028,,1101.196,752.231,32.618,,316.347,225.2,209.0,,,16.2,0.0,,,0.0,1326.396,500.158,500.158,,,508.299,,,,,75.95,432.349,1008.457,2334.853,0.0,294.95,11.993,282.957,-230.998,1290.436,-1.795,1352.593,0.0,1352.593,3687.446,
03/02/2013,3771.982,130.599,117.816,12.783,0.0,0.0,0.0,1533.954,,,,,286.126,,71.97,12.872,201.284,1950.679,1705.161,,,23.444,23.444,92.698,,,,92.698,1821.303,,1083.504,736.238,8.428,,338.838,198.423,182.223,,,16.2,0.0,,,0.0,1281.927,500.199,500.199,,,565.184,,,,,65.598,499.586,1065.383,2347.31,0.0,300.22,11.995,288.225,-280.249,1406.262,-1.561,1424.672,0.0,1424.672,3771.982,
06/01/2013,3850.404,150.127,123.462,26.665,0.0,0.0,0.0,1474.41,,,,,277.377,,71.305,4.294,201.778,1901.914,1832.178,,,23.366,23.366,92.946,,,0.0,92.946,1948.49,,1039.969,680.118,8.429,,351.422,235.2,219.0,,,16.2,0.0,,,0.0,1275.169,500.237,500.237,,,553.854,,,,,56.233,497.621,1054.091,2329.26,0.0,305.523,12.0,293.523,-280.249,1497.311,-1.441,1521.144,0.0,1521.144,3850.404,
08/31/2013,3709.861,144.999,140.999,4.0,0.0,0.0,0.0,1467.016,,,,,244.99,0.0,34.51,13.485,196.995,1857.005,1732.544,3397.996,-1665.452,22.977,22.977,97.335,0.0,0.0,0.0,97.335,1852.856,,1064.022,723.2,4.968,0.0,335.854,16.2,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,1080.222,500.275,500.275,0.0,0.0,530.309,0.0,0.0,0.0,0.0,23.027,507.282,1030.584,2110.806,0.0,311.874,12.009,299.865,-280.249,1569.625,-2.195,1599.055,0.0,1599.055,3709.861,
11/30/2013,3908.182,174.472,170.465,4.007,0.0,0.0,0.0,1645.676,,,,,231.365,,37.786,,193.579,2051.513,1759.485,,,20.565,20.565,76.619,,,,76.619,1856.669,,1097.504,757.624,22.155,,317.725,258.2,242.0,,,16.2,0.0,,,0.0,1355.704,484.112,484.112,,,529.442,,,,,22.506,506.936,1013.554,2369.258,0.0,328.417,12.055,316.362,-405.287,1617.716,-1.922,1538.924,0.0,1538.924,3908.182,
03/01/2014,4002.804,172.206,157.199,15.007,0.0,0.0,0.0,1660.798,,,,,298.762,,32.736,34.769,231.257,2131.766,1778.153,,,16.557,16.557,76.328,,,,76.328,1871.038,,1069.743,745.747,4.943,,319.053,312.2,296.0,,,16.2,0.0,,,0.0,1381.943,484.15,484.15,,,529.286,,,,,28.172,501.114,1013.436,2395.379,0.0,334.484,12.06,322.424,-404.458,1679.01,-1.611,1607.425,0.0,1607.425,4002.804,
05/31/2014,3963.104,181.741,163.734,18.007,0.0,0.0,0.0,1591.562,,,,,317.356,,32.798,38.241,246.317,2090.659,1786.911,,,16.646,16.646,68.888,,,,68.888,1872.445,,1009.075,676.079,4.997,,327.999,292.2,276.0,,,16.2,0.0,,,0.0,1301.275,484.188,484.188,,,521.058,,,,,25.169,495.889,1005.246,2306.521,0.0,337.685,12.062,325.623,-404.458,1724.871,-1.515,1656.583,0.0,1656.583,3963.104,
08/30/2014,3857.295,148.64,139.84,8.8,0.0,0.0,0.0,1609.932,,,,,343.474,0.0,65.856,64.458,213.16,2102.046,1688.213,3548.201,-1859.988,0.0,0.0,67.036,0.0,0.0,0.0,67.036,1755.249,,1112.83,773.021,4.755,0.0,335.054,16.2,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,1129.03,484.226,484.226,0.0,0.0,578.314,0.0,0.0,0.0,0.0,34.852,543.462,1062.54,2191.57,0.0,345.656,12.077,333.579,-403.483,1724.041,-0.489,1665.725,0.0,1665.725,3857.295,
11/29/2014,4031.998,213.011,209.008,4.003,0.0,0.0,0.0,1712.342,,,,,321.979,,61.709,43.872,216.398,2247.332,1709.237,,,0.0,,75.429,,,,75.429,1784.666,,1020.403,695.443,4.755,,320.205,455.2,270.0,,,185.2,0.0,,,0.0,1475.603,299.064,299.064,,,570.658,,,,,36.84,533.818,869.722,2345.325,0.0,360.468,12.118,348.35,-403.535,1730.071,-0.331,1686.673,0.0,1686.673,4031.998,
02/28/2015,4004.993,171.478,167.483,3.995,0.0,0.0,0.0,1718.807,,,,,354.228,,41.05,65.984,247.194,2244.513,1687.799,,,0.0,,72.681,,,,72.681,1760.48,,1070.31,752.122,4.755,,313.433,293.2,108.0,,,185.2,0.0,,,0.0,1363.51,299.101,299.101,,,571.656,,,,,45.659,525.997,870.757,2234.267,0.0,366.287,12.124,354.163,-402.018,1806.777,-0.32,1770.726,0.0,1770.726,4004.993,
05/30/2015,3933.117,219.996,215.993,4.003,0.0,0.0,0.0,1631.925,,,,,319.315,,38.52,72.649,208.146,2171.236,1691.739,,,0.0,,70.142,,,,70.142,1761.881,,978.642,643.101,4.755,,330.786,185.2,0.0,,,185.2,0.0,,,0.0,1163.842,299.139,299.139,,,616.001,,,,,96.341,519.66,915.14,2078.982,0.0,369.766,12.125,357.641,-402.018,1886.721,-0.334,1854.135,0.0,1854.135,3933.117,
