Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
06/30/2000,81.354,11.822,87.966,0.0,8.004,-26.438,,0.0,-57.17,0.0,0.0,-34.113,0.0,21.5,-15.155,-88.148,-39.387,-46.71,-52.88,154.225,84.3,69.925,7.415,-0.085,0.0,-46.181,
09/30/2000,130.274,30.236,83.406,0.0,2.152,19.334,,67.371,-424.431,0.0,0.0,-32.072,0.0,-187.038,207.286,-365.674,251.235,-46.27,-45.395,125.703,,,203.644,0.0,13.283,15.835,
12/31/2000,119.179,31.238,95.781,0.0,-23.077,15.237,,71.806,0.0,0.0,0.0,-63.095,0.0,-210.075,27.47,16.045,-84.572,-49.978,-58.913,41.492,,,1.063,0.0,-18.317,50.571,
03/31/2001,85.153,14.018,97.958,,21.735,-48.558,,30.147,-65.099,,137.899,-23.499,,-18.058,-4.435,56.955,-185.484,-55.138,-46.183,-142.315,-120.17,-22.145,62.97,-8.922,4.104,-43.376,
12/31/2001,109.518,36.788,50.184,0.0,48.851,-26.305,,24.006,-106.087,0.0,15.453,60.204,0.0,-127.752,-11.044,-145.22,46.516,-57.259,-45.968,151.114,,,0.0,-1.566,0.257,10.814,
03/31/2002,119.844,70.059,68.204,,1.331,-19.75,,30.304,-52.342,-24.734,,-10.326,,-22.91,-210.782,-290.79,198.278,-60.764,-41.877,271.503,296.501,-24.998,29.031,,0.385,27.332,
06/30/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2002,288.151,46.345,198.321,,39.356,4.129,,194.441,-637.648,-89.523,22.747,-21.53,,-36.685,-241.711,-809.909,407.697,-202.706,-144.735,338.4,206.492,131.908,426.709,-0.523,-9.448,-114.061,
12/31/2002,93.046,6.609,76.489,0.0,46.574,-36.626,,167.6,0.0,-62.068,0.0,64.851,0.0,3.914,-281.918,23.532,-104.52,-76.161,-59.222,36.423,,,0.0,0.0,-6.954,12.058,
03/31/2003,122.707,21.823,85.467,0.0,19.913,-4.496,,79.766,-5.0,-64.405,0.0,9.452,0.0,11.214,-11.737,19.29,-134.633,-76.001,-51.468,-8.835,65.376,-74.211,4.325,-0.081,-2.573,7.364,
06/30/2003,165.208,59.23,86.411,0.0,-14.996,34.563,,167.431,0.0,-57.949,0.0,9.428,0.0,-18.446,-6.436,94.028,-260.238,-76.424,-46.168,-77.443,-51.624,-25.819,98.775,-60.85,-9.713,-1.002,
09/30/2003,116.14,40.635,73.427,0.0,7.746,-5.668,,232.023,-128.325,-65.401,0.0,-25.819,0.0,21.662,9.235,43.375,-135.347,-76.508,-58.034,130.994,,,43.962,-180.016,4.255,24.168,
12/31/2003,43.066,37.169,82.683,0.0,-30.698,-46.088,,218.422,-38.309,-27.603,0.0,19.682,0.0,-20.095,-19.804,132.293,-197.065,-56.121,-39.893,-116.678,-92.752,-23.926,0.0,0.0,99.607,-21.706,
03/31/2004,41.582,14.028,90.87,0.0,-0.393,-62.923,,83.354,-175.521,-38.036,0.0,0.0,0.0,-5.234,-12.384,-147.821,84.979,-55.98,-44.828,-4.983,35.113,-40.096,193.7,-12.889,9.959,-21.26,
06/30/2004,124.402,13.986,92.03,0.0,-11.055,29.441,,29.008,-1.45,-64.894,0.0,0.0,0.0,11.626,-4.632,-30.342,-93.779,-56.552,0.0,90.778,193.213,-102.435,0.0,-100.575,-32.413,0.281,
09/30/2004,116.072,163.208,72.839,0.0,-136.719,16.744,,567.431,-98.953,-88.449,0.0,34.145,0.0,-85.049,19.007,348.132,-434.571,-56.647,-91.465,-266.174,,,83.05,-148.806,45.471,29.633,
12/31/2004,66.68,72.275,117.759,0.0,-102.976,-20.378,,291.775,-32.348,-110.558,0.0,45.454,0.0,-21.483,15.202,188.042,-268.154,-56.724,-66.747,-197.999,,,86.086,-41.108,8.338,-13.432,
03/31/2005,103.115,2.032,93.277,0.0,7.107,0.699,,20.889,-230.48,-90.779,0.0,5.346,0.0,-15.553,2.575,-308.002,219.173,-56.518,-34.26,350.478,207.3,143.178,4.44,-46.269,1.302,14.286,
06/30/2005,79.258,27.566,94.335,0.0,-25.138,-17.505,,119.271,-13.516,-117.84,0.0,7.697,0.0,-27.53,-0.591,-32.509,-17.599,-56.443,-40.938,51.113,,,15.019,-3.254,16.904,29.15,
09/30/2005,95.305,26.352,100.036,0.0,-43.1,12.017,,250.648,0.0,-115.427,0.0,3.359,0.0,-30.095,-24.305,84.18,-188.628,-57.006,-42.207,-80.789,,,3.254,-18.561,6.681,-9.143,
12/31/2005,77.871,15.032,88.583,0.0,16.871,-42.615,,327.626,0.0,-119.836,0.0,-26.182,0.0,5.107,19.655,206.37,-262.147,-56.848,-47.916,-165.552,,,21.815,-20.398,6.752,22.094,
06/30/2006,153.014,35.091,105.521,0.0,-20.962,33.364,,162.074,-39.906,-123.6,0.0,3.656,0.0,-6.57,-21.186,-25.532,-28.346,-57.786,-52.343,-20.114,,,100.305,0.0,1.592,99.136,
09/30/2006,126.839,-24.875,115.437,0.0,30.071,6.206,,95.109,-21.508,-130.684,0.0,0.756,0.0,-13.138,13.169,-56.296,-211.723,-58.486,-62.326,181.231,,,25.712,-273.5,-24.354,-141.18,
12/31/2006,127.131,82.499,117.843,0.0,-105.797,32.586,,318.68,-90.186,-145.677,0.0,3.53,0.0,-65.97,3.024,23.401,-102.991,-58.165,-26.122,-61.334,,,45.604,-9.937,6.963,47.541,
03/31/2007,80.762,25.208,118.525,0.0,-48.146,-14.825,,64.54,-77.095,-121.306,0.0,13.244,0.0,-14.809,25.087,-110.339,56.913,-58.157,-37.515,239.208,-10.0,249.208,52.507,-111.612,-27.518,27.336,
06/30/2007,111.876,19.329,103.398,0.0,-2.505,-8.346,,195.091,-97.896,-147.302,0.0,0.908,0.0,-17.468,-9.958,-76.625,-34.384,-58.206,-37.383,61.354,,,0.725,-24.991,24.117,0.867,
09/30/2007,317.434,42.192,318.691,0.0,-47.126,3.677,,356.943,-198.998,-456.377,0.0,14.418,0.0,-49.779,44.651,-289.142,79.378,-173.603,-121.577,515.379,10.0,505.379,53.717,-185.708,-8.83,107.67,
12/31/2007,148.102,-12.285,169.131,0.0,1.954,-10.698,,74.92,-2.436,-233.342,0.0,-0.048,0.0,147.092,31.357,17.543,-292.678,-57.203,-126.207,125.038,,,1.661,-223.674,-12.293,-127.033,
03/31/2008,58.487,-24.648,103.5,0.0,29.361,-49.726,,33.351,0.0,-150.823,0.0,4.88,0.0,-11.91,10.968,-113.534,7.669,-54.655,-60.762,315.896,,315.896,,-199.37,6.56,-47.378,
06/30/2008,191.672,255.955,101.159,0.0,-219.964,54.524,,823.581,-56.534,-156.555,0.0,0.164,0.0,-13.085,-10.313,587.258,-611.85,-53.153,-86.321,-327.351,,,0.0,-152.936,7.911,167.08,
09/30/2008,98.659,173.742,100.009,0.0,-166.12,-8.974,,562.977,-19.373,-168.652,0.0,1.993,0.0,81.688,4.303,462.936,-672.711,-51.022,-109.609,-381.615,,,0.0,-124.831,-5.634,-111.116,
12/31/2008,91.55,6.957,88.331,0.0,-4.576,0.838,,640.435,-36.748,-189.203,0.0,1.892,0.0,2.552,-10.719,408.209,-419.13,-53.456,-129.105,-169.818,,,0.481,-49.999,-17.233,80.629,
03/31/2009,-17.774,-24.532,104.86,,2.137,-100.239,,53.63,0.0,-68.37,0.0,10.144,0.0,-4.496,0.193,-8.899,-179.77,-13.166,-118.534,-54.096,,-54.096,0.0,0.0,6.026,-206.443,
06/30/2009,77.175,-18.442,107.746,,-3.134,-8.995,,212.307,0.0,-78.967,0.0,6.828,0.0,-2.182,20.26,158.246,-216.54,-47.383,0.0,-138.556,,-138.556,0.0,-4.2,-26.401,18.881,
09/30/2009,77.97,-27.502,143.074,,-40.997,3.395,,296.806,0.0,-70.554,0.0,-12.269,0.0,15.579,6.919,236.481,-319.531,-11.628,-28.912,-282.809,,-282.809,0.0,0.0,3.818,-5.08,
12/31/2009,96.441,6.207,106.005,,-43.869,28.098,,313.188,0.0,-82.453,0.0,0.561,0.0,3.546,9.584,244.426,-366.641,-11.543,-36.745,-320.634,,-320.634,0.0,0.0,2.281,-25.774,
03/31/2010,26.778,-27.518,105.035,,-14.193,-36.546,,27.682,0.0,-39.057,0.0,0.117,0.0,0.697,19.387,8.826,-38.989,-12.922,-23.687,-16.601,,-16.601,0.0,0.0,14.221,-3.385,
06/30/2010,84.185,-7.825,101.057,,-17.066,8.019,,79.481,0.0,-39.966,0.0,1.533,0.0,4.411,2.072,47.531,-131.273,-12.907,-28.27,-78.763,,-78.763,1.806,-7.0,-6.139,0.443,
09/30/2010,79.206,-14.922,98.974,,-12.967,8.121,,36.556,0.0,-51.767,0.0,0.041,0.0,-1.066,-11.714,-27.95,2.37,-9.198,-32.004,-40.564,,-40.564,96.11,0.0,-11.974,53.626,
12/31/2010,67.331,-21.463,92.674,,20.493,-24.373,,74.852,0.0,-48.139,0.0,4.008,0.0,5.076,9.053,44.85,-145.918,-11.702,-24.031,2.184,,2.184,14.046,-101.0,-25.415,-33.737,
03/31/2011,27.68,-19.26,93.967,,1.011,-48.038,,22.014,0.0,-30.236,0.0,0.0,0.0,-2.312,9.514,-1.02,-56.625,-14.239,-23.998,-47.777,,-47.777,28.98,0.0,0.409,-29.965,
06/30/2011,67.528,-23.451,84.914,,-4.465,10.53,,65.299,0.0,-31.613,0.0,-45.27,0.0,-23.099,8.429,-26.254,-31.046,-14.338,-22.852,-14.288,,-14.288,33.799,-7.0,-6.367,10.228,
09/30/2011,81.173,-1.442,80.188,,-18.271,20.698,,100.424,0.0,-56.581,-166.921,45.27,0.0,24.862,10.442,-42.504,-105.96,-14.498,-31.549,-50.003,,-50.003,30.067,-21.567,-18.41,-67.291,
12/31/2011,82.438,-12.934,64.164,,38.027,-6.819,,139.116,0.0,-81.942,50.411,0.0,0.0,2.521,0.166,110.272,-125.941,-14.508,-29.77,-44.529,,-44.529,,-26.898,-10.236,66.769,
03/31/2012,48.472,1.949,86.632,,-10.249,-29.86,,78.696,0.0,-56.394,-40.005,0.0,0.0,5.952,4.785,-6.966,-49.338,-21.806,-28.164,6.837,,6.837,11.69,0.0,-17.895,-7.832,
06/30/2012,103.56,22.8,91.063,,-31.014,20.711,,75.173,0.0,-61.037,-39.738,0.0,0.0,3.895,-0.665,-22.372,148.542,-23.967,-27.793,-65.13,,-65.13,605.634,-300.938,-39.264,229.73,
09/30/2012,90.265,38.781,79.598,,-39.561,11.447,,131.346,0.0,-70.94,-9.984,0.0,0.0,11.981,3.157,65.56,-366.274,-29.109,-18.075,-34.112,,-34.112,35.837,-300.018,-20.797,-210.449,
12/31/2012,74.53,68.926,67.88,,-22.698,-39.578,,199.689,0.0,-81.839,-49.711,0.0,0.0,1.546,-43.962,75.445,-168.077,-29.124,-20.836,-112.134,,-112.134,0.018,-9.875,3.874,-18.102,
03/31/2013,48.892,5.892,75.716,,-1.334,-31.382,,2.898,0.0,-66.064,-0.896,0.0,0.0,-2.029,-7.478,-73.569,-10.178,-34.996,-16.404,26.675,,26.675,0.983,0.0,13.564,-34.855,
06/30/2013,124.134,10.948,69.217,,11.147,32.822,,5.062,0.0,-97.304,-137.649,0.0,0.0,-3.094,39.785,-193.2,66.431,-35.018,-7.511,117.85,,117.85,0.0,0.0,-8.89,-2.635,
09/30/2013,75.097,67.232,72.04,,-52.029,-12.146,,112.776,0.0,-111.748,-31.283,0.0,0.0,-3.495,1.36,-32.39,-22.008,-35.019,-12.024,45.942,,45.942,0.01,0.0,-20.917,20.699,
12/31/2013,77.473,123.218,70.322,,-98.142,-17.925,,236.578,0.0,-75.222,118.537,0.0,96.416,-2.245,-9.713,364.351,-453.695,-35.019,-30.631,-379.378,,-379.378,0.0,0.0,-8.667,-11.871,
03/31/2014,54.801,64.927,70.307,,-49.462,-30.971,,100.082,0.0,-94.242,-12.87,0.0,0.0,-1.799,-37.26,-46.089,-26.061,-37.97,-25.332,36.809,,36.809,0.021,-9.5,9.911,-17.349,
06/30/2014,89.478,77.042,71.399,,-60.975,2.012,,138.773,0.0,-88.182,-1.111,0.0,0.0,-2.331,-62.373,-15.224,-78.83,-38.034,-8.13,-149.574,,-149.574,123.765,0.0,-6.857,-4.576,
09/30/2014,89.11,128.028,69.437,,-111.187,2.832,,325.832,0.0,-94.79,-118.482,0.0,0.0,-2.275,66.703,176.988,-270.738,-37.984,-12.988,-216.768,,-216.768,0.421,-0.016,-3.403,-4.64,
12/31/2014,88.035,39.252,71.465,,-8.735,-13.947,,75.357,0.0,-90.11,-151.578,0.0,0.0,-2.074,66.408,-101.997,13.747,-38.014,-10.595,66.367,,66.367,0.112,0.0,-4.123,-0.215,
03/31/2015,64.651,93.26,74.432,,-83.298,-19.743,,133.305,0.0,-71.742,-40.8,0.0,0.0,-2.167,1.847,20.443,50.425,-43.758,-9.03,-234.715,,-234.715,366.585,-27.0,-1.657,135.519,
06/30/2015,92.653,63.869,75.15,,-42.719,-3.647,,94.606,0.0,-101.333,-100.464,0.0,0.0,-1.185,4.085,-104.291,-106.017,-46.715,-35.841,-22.683,,-22.683,0.0,-0.005,-0.773,-117.655,
09/30/2015,101.14,21.925,77.237,,-4.041,6.019,,0.0,0.0,-104.5,-26.744,0.0,0.0,-1.273,0.646,-131.871,29.137,-46.795,-2.796,87.518,,87.518,0.0,0.0,-8.79,-1.594,
12/31/2015,101.447,69.656,79.482,,-43.347,-4.344,,139.66,-169.447,-89.605,161.343,0.0,0.0,0.0,2.871,44.822,-140.721,-46.814,-20.833,8.188,,8.188,0.005,-0.005,4.068,5.548,
03/31/2016,73.953,26.057,79.828,,-11.108,-20.824,,9.601,0.0,-79.576,-2.275,0.0,0.0,-1.764,8.443,-65.571,5.283,-51.523,-9.18,67.667,,67.667,0.0,0.0,-1.681,13.665,
06/30/2016,102.812,224.433,80.68,,-196.652,-5.649,,289.09,0.0,-86.454,-3.844,0.0,0.0,-2.661,-285.271,-89.14,-22.901,-51.527,-8.233,44.867,,44.867,0.0,0.0,-8.008,-9.229,
09/30/2016,99.691,15.513,84.848,,-0.125,-0.545,,26.653,0.0,-93.293,-281.833,0.0,0.0,-2.047,270.97,-79.55,-27.458,-51.611,-11.786,92.632,,92.632,0.0,-34.791,-21.902,-7.317,
12/31/2016,100.045,164.407,87.71,,-151.632,-0.44,,210.169,-290.729,-87.322,280.412,0.412,0.0,,22.172,135.114,-238.873,-51.618,-8.828,-159.399,,-159.399,0.0,-0.008,-9.95,-3.714,
03/31/2017,73.604,13.698,87.168,,0.062,-27.324,,2.179,-4.995,-82.151,-2.81,0.0,0.0,,0.094,-87.683,21.552,-56.328,-7.938,88.279,,88.279,0.0,0.0,-2.461,7.473,
06/30/2017,103.902,18.052,89.155,,0.518,-3.823,,8.736,-3.194,-94.237,-3.195,0.0,0.0,,0.639,-91.251,-17.893,-56.333,-7.535,366.626,,366.626,0.0,0.0,-320.651,-5.242,
09/30/2017,117.643,19.635,92.513,,-6.436,11.931,,,-3.544,-90.235,-1.353,0.0,,,-1.819,-96.951,-20.477,-56.326,-6.801,-201.504,,-201.504,0.0,0.0,244.154,0.215,
12/31/2017,96.923,264.389,97.348,,-252.794,-12.02,,391.068,-8.639,-91.481,-1.541,0.43,0.0,,-0.933,288.904,-376.882,-56.39,-13.119,-100.134,,-100.134,0.0,0.0,-256.469,8.945,
03/31/2018,81.323,83.792,92.548,,-75.53,-19.487,,69.788,-164.65,-75.601,-0.947,0.0,0.0,,-0.218,-171.628,86.795,-59.652,-14.05,165.826,,165.826,0.0,0.0,-5.329,-3.51,
06/30/2018,104.303,5.037,97.485,,-0.475,2.256,,6.529,-40.668,-88.515,-1.702,0.0,0.0,0.0,2.297,-122.059,17.665,-59.636,-7.245,90.653,,90.653,0.0,0.0,-6.107,-0.091,
09/30/2018,117.3,569.991,96.406,,-556.645,7.548,,632.147,-7.04,-89.033,-2.881,0.0,0.0,0.0,-0.384,532.809,-684.75,-59.649,-7.699,-366.167,,-366.167,0.0,0.0,-251.235,-34.641,
12/31/2018,93.462,7.407,91.347,,11.174,-16.466,,0.384,-29.939,-87.34,-2.188,5.01,0.0,0.0,-3.203,-117.276,-7.89,-58.567,-8.796,204.828,,204.828,0.0,-373.593,228.238,-31.704,
03/31/2019,81.617,274.133,93.565,,-268.129,-17.952,,342.083,-2.236,-85.546,-3.319,0.0,0.0,0.0,1.422,252.404,-208.227,-67.405,-7.849,-109.94,,-109.94,0.0,-20.682,-2.351,125.794,
06/30/2019,88.422,64.459,91.924,,-57.358,-10.603,,80.373,-41.507,-90.942,-3.867,0.0,0.0,0.0,1.064,-54.879,-166.025,-57.945,-6.335,36.75,,36.75,0.0,-125.0,-13.495,-132.482,
09/30/2019,108.709,1.979,97.538,,1.735,7.457,,0.007,-87.87,-116.261,-7.639,0.0,,,-1.767,-213.53,132.139,-57.969,-5.383,190.449,,190.449,0.0,0.0,5.042,27.318,
12/31/2019,95.724,133.512,97.144,,-132.807,-2.125,,206.308,-6.698,-100.712,-2.759,0.147,,,-285.694,-189.408,178.161,-57.969,-5.299,251.977,,251.977,0.0,0.0,-10.548,84.477,
03/31/2020,77.416,6.722,100.476,,2.213,-31.995,,0.0,-2.733,-94.842,-5.104,0.0,0.0,0.0,4.665,-98.014,217.712,-61.116,-5.442,296.223,,296.223,0.0,-10.004,-1.949,197.114,
06/30/2020,106.941,39.255,97.689,,-41.914,11.911,,36.869,-5.061,-87.506,-3.639,0.0,0.0,0.0,-2.719,-62.056,22.807,-60.942,-5.197,113.186,,113.186,0.0,0.0,-24.24,67.692,
